ward,precinct,total,Dan Brady,Dan Brady Percent,John C. Milhiser,John C. Milhiser Percent,precinct_id
17,15,2,1,50.0,1,50.0,17015
17,16,9,7,77.78,2,22.22,17016
17,17,5,3,60.0,2,40.0,17017
17,18,2,2,100.0,0,0.0,17018
17,19,0,0,0.0,0,0.0,17019
17,20,2,2,100.0,0,0.0,17020
17,21,2,2,100.0,0,0.0,17021
17,22,1,1,100.0,0,0.0,17022
17,23,0,0,0.0,0,0.0,17023
17,24,3,2,66.67,1,33.33,17024
17,25,1,0,0.0,1,100.0,17025
17,26,1,1,100.0,0,0.0,17026
17,27,2,2,100.0,0,0.0,17027
17,28,2,2,100.0,0,0.0,17028
17,29,3,2,66.67,1,33.33,17029
17,30,9,8,88.89,1,11.11,17030
17,31,0,0,0.0,0,0.0,17031
17,32,0,0,0.0,0,0.0,17032
17,33,1,0,0.0,1,100.0,17033
17,34,0,0,0.0,0,0.0,17034
17,35,0,0,0.0,0,0.0,17035
17,36,0,0,0.0,0,0.0,17036
17,37,0,0,0.0,0,0.0,17037
17,38,0,0,0.0,0,0.0,17038
17,39,4,3,75.0,1,25.0,17039
17,40,2,2,100.0,0,0.0,17040
17,41,9,4,44.44,5,55.56,17041
18,1,5,4,80.0,1,20.0,18001
18,2,9,5,55.56,4,44.44,18002
18,3,23,15,65.22,8,34.78,18003
18,4,1,0,0.0,1,100.0,18004
18,5,2,1,50.0,1,50.0,18005
18,6,28,25,89.29,3,10.71,18006
18,7,8,7,87.5,1,12.5,18007
18,8,4,1,25.0,3,75.0,18008
18,9,4,4,100.0,0,0.0,18009
18,10,4,3,75.0,1,25.0,18010
18,11,9,8,88.89,1,11.11,18011
18,12,4,3,75.0,1,25.0,18012
18,13,4,3,75.0,1,25.0,18013
18,14,3,2,66.67,1,33.33,18014
18,15,11,5,45.45,6,54.55,18015
18,16,8,5,62.5,3,37.5,18016
18,17,6,5,83.33,1,16.67,18017
18,18,11,7,63.64,4,36.36,18018
18,19,5,4,80.0,1,20.0,18019
18,20,0,0,0.0,0,0.0,18020
18,21,7,5,71.43,2,28.57,18021
18,22,0,0,0.0,0,0.0,18022
18,23,7,7,100.0,0,0.0,18023
18,24,24,18,75.0,6,25.0,18024
18,25,18,15,83.33,3,16.67,18025
18,26,9,6,66.67,3,33.33,18026
18,27,4,3,75.0,1,25.0,18027
18,28,22,18,81.82,4,18.18,18028
18,29,15,9,60.0,6,40.0,18029
18,30,30,23,76.67,7,23.33,18030
18,31,7,7,100.0,0,0.0,18031
18,32,3,3,100.0,0,0.0,18032
18,33,1,1,100.0,0,0.0,18033
18,34,7,6,85.71,1,14.29,18034
18,35,1,1,100.0,0,0.0,18035
18,36,9,8,88.89,1,11.11,18036
18,37,6,4,66.67,2,33.33,18037
18,38,1,1,100.0,0,0.0,18038
18,39,3,3,100.0,0,0.0,18039
18,40,10,7,70.0,3,30.0,18040
18,41,4,3,75.0,1,25.0,18041
18,42,6,6,100.0,0,0.0,18042
18,43,13,9,69.23,4,30.77,18043
18,44,27,20,74.07,7,25.93,18044
18,45,14,10,71.43,4,28.57,18045
18,46,20,19,95.0,1,5.0,18046
18,47,4,4,100.0,0,0.0,18047
18,48,2,2,100.0,0,0.0,18048
18,49,2,2,100.0,0,0.0,18049
18,50,2,2,100.0,0,0.0,18050
19,1,45,43,95.56,2,4.44,19001
19,2,25,24,96.0,1,4.0,19002
19,3,86,71,82.56,15,17.44,19003
19,4,92,85,92.39,7,7.61,19004
19,5,24,21,87.5,3,12.5,19005
19,6,96,86,89.58,10,10.42,19006
19,7,54,46,85.19,8,14.81,19007
19,8,113,99,87.61,14,12.39,19008
19,9,36,34,94.44,2,5.56,19009
19,10,27,25,92.59,2,7.41,19010
19,11,91,78,85.71,13,14.29,19011
19,12,90,75,83.33,15,16.67,19012
19,13,4,4,100.0,0,0.0,19013
19,14,21,18,85.71,3,14.29,19014
19,15,98,82,83.67,16,16.33,19015
19,16,82,74,90.24,8,9.76,19016
19,17,41,32,78.05,9,21.95,19017
19,18,28,22,78.57,6,21.43,19018
19,19,27,21,77.78,6,22.22,19019
19,20,16,12,75.0,4,25.0,19020
19,21,77,69,89.61,8,10.39,19021
19,22,38,32,84.21,6,15.79,19022
19,23,64,57,89.06,7,10.94,19023
19,24,79,70,88.61,9,11.39,19024
19,25,36,32,88.89,4,11.11,19025
19,26,40,30,75.0,10,25.0,19026
19,27,23,20,86.96,3,13.04,19027
19,28,8,3,37.5,5,62.5,19028
19,29,76,67,88.16,9,11.84,19029
19,30,89,76,85.39,13,14.61,19030
19,31,46,39,84.78,7,15.22,19031
19,32,58,49,84.48,9,15.52,19032
19,33,95,87,91.58,8,8.42,19033
19,34,37,30,81.08,7,18.92,19034
19,35,32,28,87.5,4,12.5,19035
19,36,15,13,86.67,2,13.33,19036
19,37,10,10,100.0,0,0.0,19037
19,38,14,9,64.29,5,35.71,19038
19,39,2,2,100.0,0,0.0,19039
19,40,36,26,72.22,10,27.78,19040
19,41,66,58,87.88,8,12.12,19041
19,42,26,22,84.62,4,15.38,19042
19,43,6,3,50.0,3,50.0,19043
19,44,77,69,89.61,8,10.39,19044
19,45,69,60,86.96,9,13.04,19045
19,46,60,55,91.67,5,8.33,19046
19,47,20,19,95.0,1,5.0,19047
19,48,3,2,66.67,1,33.33,19048
19,49,17,12,70.59,5,29.41,19049
19,50,33,26,78.79,7,21.21,19050
19,51,49,38,77.55,11,22.45,19051
19,52,91,81,89.01,10,10.99,19052
19,53,36,34,94.44,2,5.56,19053
19,54,111,105,94.59,6,5.41,19054
19,55,91,83,91.21,8,8.79,19055
19,56,34,28,82.35,6,17.65,19056
19,57,15,11,73.33,4,26.67,19057
20,1,1,1,100.0,0,0.0,20001
20,2,0,0,0.0,0,0.0,20002
20,3,0,0,0.0,0,0.0,20003
20,4,5,4,80.0,1,20.0,20004
20,5,1,1,100.0,0,0.0,20005
20,6,1,1,100.0,0,0.0,20006
20,7,1,1,100.0,0,0.0,20007
20,8,2,2,100.0,0,0.0,20008
20,9,1,1,100.0,0,0.0,20009
20,10,6,5,83.33,1,16.67,20010
20,11,2,0,0.0,2,100.0,20011
20,12,1,0,0.0,1,100.0,20012
20,13,2,2,100.0,0,0.0,20013
20,14,2,2,100.0,0,0.0,20014
20,15,7,5,71.43,2,28.57,20015
20,16,4,3,75.0,1,25.0,20016
20,17,1,1,100.0,0,0.0,20017
20,18,3,1,33.33,2,66.67,20018
20,19,1,1,100.0,0,0.0,20019
20,20,3,1,33.33,2,66.67,20020
20,21,3,2,66.67,1,33.33,20021
20,22,3,3,100.0,0,0.0,20022
20,23,3,3,100.0,0,0.0,20023
20,24,3,2,66.67,1,33.33,20024
20,25,2,1,50.0,1,50.0,20025
20,26,3,2,66.67,1,33.33,20026
20,27,1,0,0.0,1,100.0,20027
20,28,0,0,0.0,0,0.0,20028
20,29,0,0,0.0,0,0.0,20029
20,30,0,0,0.0,0,0.0,20030
20,31,3,3,100.0,0,0.0,20031
20,32,2,2,100.0,0,0.0,20032
20,33,0,0,0.0,0,0.0,20033
20,34,4,3,75.0,1,25.0,20034
20,35,1,1,100.0,0,0.0,20035
20,36,0,0,0.0,0,0.0,20036
20,37,0,0,0.0,0,0.0,20037
20,38,1,0,0.0,1,100.0,20038
20,39,0,0,0.0,0,0.0,20039
21,1,0,0,0.0,0,0.0,21001
21,2,3,2,66.67,1,33.33,21002
21,3,7,3,42.86,4,57.14,21003
21,4,0,0,0.0,0,0.0,21004
21,5,2,2,100.0,0,0.0,21005
21,6,1,1,100.0,0,0.0,21006
21,7,2,1,50.0,1,50.0,21007
21,8,5,2,40.0,3,60.0,21008
21,9,2,0,0.0,2,100.0,21009
21,10,3,3,100.0,0,0.0,21010
21,11,0,0,0.0,0,0.0,21011
21,12,2,2,100.0,0,0.0,21012
21,13,6,5,83.33,1,16.67,21013
21,14,2,1,50.0,1,50.0,21014
21,15,1,0,0.0,1,100.0,21015
21,16,5,3,60.0,2,40.0,21016
21,17,2,1,50.0,1,50.0,21017
21,18,1,0,0.0,1,100.0,21018
21,19,2,2,100.0,0,0.0,21019
21,20,0,0,0.0,0,0.0,21020
21,21,2,2,100.0,0,0.0,21021
21,22,2,2,100.0,0,0.0,21022
21,23,3,0,0.0,3,100.0,21023
21,24,1,1,100.0,0,0.0,21024
21,25,4,2,50.0,2,50.0,21025
21,26,4,3,75.0,1,25.0,21026
21,27,1,1,100.0,0,0.0,21027
21,28,1,1,100.0,0,0.0,21028
21,29,0,0,0.0,0,0.0,21029
21,30,0,0,0.0,0,0.0,21030
21,31,3,2,66.67,1,33.33,21031
21,32,3,1,33.33,2,66.67,21032
21,33,2,2,100.0,0,0.0,21033
21,34,2,1,50.0,1,50.0,21034
21,35,6,3,50.0,3,50.0,21035
21,36,0,0,0.0,0,0.0,21036
21,37,3,3,100.0,0,0.0,21037
21,38,1,1,100.0,0,0.0,21038
21,39,1,1,100.0,0,0.0,21039
21,40,3,3,100.0,0,0.0,21040
21,41,2,1,50.0,1,50.0,21041
21,42,3,2,66.67,1,33.33,21042
21,43,3,3,100.0,0,0.0,21043
21,44,3,1,33.33,2,66.67,21044
21,45,5,4,80.0,1,20.0,21045
21,46,3,3,100.0,0,0.0,21046
21,47,1,0,0.0,1,100.0,21047
21,48,2,1,50.0,1,50.0,21048
21,49,1,0,0.0,1,100.0,21049
21,50,0,0,0.0,0,0.0,21050
21,51,0,0,0.0,0,0.0,21051
21,52,3,2,66.67,1,33.33,21052
21,53,7,6,85.71,1,14.29,21053
21,54,1,1,100.0,0,0.0,21054
22,1,1,1,100.0,0,0.0,22001
22,2,28,26,92.86,2,7.14,22002
22,3,17,12,70.59,5,29.41,22003
22,4,4,3,75.0,1,25.0,22004
22,5,3,2,66.67,1,33.33,22005
22,6,5,4,80.0,1,20.0,22006
22,7,2,1,50.0,1,50.0,22007
22,8,20,17,85.0,3,15.0,22008
22,9,1,1,100.0,0,0.0,22009
22,10,6,3,50.0,3,50.0,22010
22,11,4,2,50.0,2,50.0,22011
22,12,20,18,90.0,2,10.0,22012
22,13,9,5,55.56,4,44.44,22013
22,14,12,10,83.33,2,16.67,22014
22,15,7,4,57.14,3,42.86,22015
22,16,2,2,100.0,0,0.0,22016
22,17,10,8,80.0,2,20.0,22017
22,18,4,4,100.0,0,0.0,22018
22,19,1,1,100.0,0,0.0,22019
22,20,5,5,100.0,0,0.0,22020
22,21,2,2,100.0,0,0.0,22021
22,22,2,2,100.0,0,0.0,22022
22,23,0,0,0.0,0,0.0,22023
22,24,8,6,75.0,2,25.0,22024
22,25,5,4,80.0,1,20.0,22025
23,1,57,43,75.44,14,24.56,23001
23,2,40,39,97.5,1,2.5,23002
23,3,68,63,92.65,5,7.35,23003
23,4,28,27,96.43,1,3.57,23004
23,5,8,8,100.0,0,0.0,23005
23,6,20,16,80.0,4,20.0,23006
23,7,12,9,75.0,3,25.0,23007
23,8,30,23,76.67,7,23.33,23008
23,9,5,4,80.0,1,20.0,23009
23,10,17,15,88.24,2,11.76,23010
23,11,8,8,100.0,0,0.0,23011
23,12,49,44,89.8,5,10.2,23012
23,13,6,4,66.67,2,33.33,23013
23,14,57,50,87.72,7,12.28,23014
23,15,7,6,85.71,1,14.29,23015
23,16,47,41,87.23,6,12.77,23016
23,17,3,3,100.0,0,0.0,23017
23,18,54,45,83.33,9,16.67,23018
23,19,10,10,100.0,0,0.0,23019
23,20,9,8,88.89,1,11.11,23020
23,21,65,53,81.54,12,18.46,23021
23,22,32,26,81.25,6,18.75,23022
23,23,44,37,84.09,7,15.91,23023
23,24,13,11,84.62,2,15.38,23024
23,25,12,9,75.0,3,25.0,23025
23,26,20,14,70.0,6,30.0,23026
23,27,32,28,87.5,4,12.5,23027
23,28,43,31,72.09,12,27.91,23028
23,29,32,24,75.0,8,25.0,23029
23,30,22,22,100.0,0,0.0,23030
23,31,4,2,50.0,2,50.0,23031
23,32,9,8,88.89,1,11.11,23032
23,33,16,14,87.5,2,12.5,23033
23,34,15,11,73.33,4,26.67,23034
23,35,34,30,88.24,4,11.76,23035
23,36,46,38,82.61,8,17.39,23036
23,37,51,41,80.39,10,19.61,23037
23,38,46,30,65.22,16,34.78,23038
23,39,2,2,100.0,0,0.0,23039
24,1,1,0,0.0,1,100.0,24001
24,2,3,1,33.33,2,66.67,24002
24,3,0,0,0.0,0,0.0,24003
24,4,0,0,0.0,0,0.0,24004
24,5,0,0,0.0,0,0.0,24005
24,6,3,2,66.67,1,33.33,24006
24,7,2,2,100.0,0,0.0,24007
24,8,1,1,100.0,0,0.0,24008
24,9,1,1,100.0,0,0.0,24009
24,10,1,0,0.0,1,100.0,24010
24,11,1,0,0.0,1,100.0,24011
24,12,2,1,50.0,1,50.0,24012
24,13,1,1,100.0,0,0.0,24013
24,14,2,2,100.0,0,0.0,24014
24,15,3,2,66.67,1,33.33,24015
24,16,137,86,62.77,51,37.23,24016
24,17,1,1,100.0,0,0.0,24017
24,18,0,0,0.0,0,0.0,24018
24,19,1,0,0.0,1,100.0,24019
24,20,0,0,0.0,0,0.0,24020
24,21,1,1,100.0,0,0.0,24021
24,22,4,4,100.0,0,0.0,24022
24,23,1,1,100.0,0,0.0,24023
24,24,3,1,33.33,2,66.67,24024
24,25,2,2,100.0,0,0.0,24025
24,26,3,1,33.33,2,66.67,24026
24,27,1,0,0.0,1,100.0,24027
24,28,4,4,100.0,0,0.0,24028
24,29,0,0,0.0,0,0.0,24029
24,30,0,0,0.0,0,0.0,24030
24,31,1,1,100.0,0,0.0,24031
24,32,2,1,50.0,1,50.0,24032
24,33,1,1,100.0,0,0.0,24033
24,34,1,1,100.0,0,0.0,24034
24,35,1,1,100.0,0,0.0,24035
24,36,1,1,100.0,0,0.0,24036
24,37,2,1,50.0,1,50.0,24037
24,38,0,0,0.0,0,0.0,24038
24,39,11,7,63.64,4,36.36,24039
24,40,1,1,100.0,0,0.0,24040
24,41,2,1,50.0,1,50.0,24041
25,1,4,4,100.0,0,0.0,25001
25,2,3,3,100.0,0,0.0,25002
25,3,41,26,63.41,15,36.59,25003
25,4,9,5,55.56,4,44.44,25004
25,5,8,6,75.0,2,25.0,25005
25,6,12,10,83.33,2,16.67,25006
25,7,5,4,80.0,1,20.0,25007
25,8,7,5,71.43,2,28.57,25008
25,9,5,3,60.0,2,40.0,25009
25,10,28,27,96.43,1,3.57,25010
25,11,5,5,100.0,0,0.0,25011
25,12,3,1,33.33,2,66.67,25012
25,13,4,4,100.0,0,0.0,25013
25,14,9,7,77.78,2,22.22,25014
25,15,8,8,100.0,0,0.0,25015
25,16,28,17,60.71,11,39.29,25016
25,17,9,8,88.89,1,11.11,25017
25,18,13,8,61.54,5,38.46,25018
25,19,11,8,72.73,3,27.27,25019
25,20,2,2,100.0,0,0.0,25020
25,21,23,14,60.87,9,39.13,25021
25,22,4,3,75.0,1,25.0,25022
25,23,7,6,85.71,1,14.29,25023
25,24,6,4,66.67,2,33.33,25024
25,25,16,12,75.0,4,25.0,25025
25,26,12,8,66.67,4,33.33,25026
25,27,10,5,50.0,5,50.0,25027
25,28,9,7,77.78,2,22.22,25028
25,29,4,4,100.0,0,0.0,25029
25,30,11,11,100.0,0,0.0,25030
25,31,36,25,69.44,11,30.56,25031
25,32,14,8,57.14,6,42.86,25032
26,1,2,1,50.0,1,50.0,26001
26,2,2,1,50.0,1,50.0,26002
26,3,11,10,90.91,1,9.09,26003
26,4,8,6,75.0,2,25.0,26004
26,5,7,7,100.0,0,0.0,26005
26,6,6,3,50.0,3,50.0,26006
26,7,3,2,66.67,1,33.33,26007
26,8,1,1,100.0,0,0.0,26008
26,9,5,5,100.0,0,0.0,26009
26,10,9,5,55.56,4,44.44,26010
26,11,16,14,87.5,2,12.5,26011
26,12,5,3,60.0,2,40.0,26012
26,13,3,3,100.0,0,0.0,26013
26,14,3,2,66.67,1,33.33,26014
26,15,4,2,50.0,2,50.0,26015
26,16,2,1,50.0,1,50.0,26016
26,17,18,15,83.33,3,16.67,26017
26,18,6,5,83.33,1,16.67,26018
26,19,3,3,100.0,0,0.0,26019
26,20,5,5,100.0,0,0.0,26020
26,21,13,9,69.23,4,30.77,26021
26,22,4,1,25.0,3,75.0,26022
26,23,3,2,66.67,1,33.33,26023
26,24,1,1,100.0,0,0.0,26024
26,25,2,2,100.0,0,0.0,26025
26,26,4,2,50.0,2,50.0,26026
26,27,3,3,100.0,0,0.0,26027
26,28,17,10,58.82,7,41.18,26028
26,29,6,5,83.33,1,16.67,26029
26,30,3,0,0.0,3,100.0,26030
26,31,13,12,92.31,1,7.69,26031
26,32,17,9,52.94,8,47.06,26032
26,33,10,9,90.0,1,10.0,26033
26,34,4,3,75.0,1,25.0,26034
26,35,8,5,62.5,3,37.5,26035
26,36,6,2,33.33,4,66.67,26036
26,37,1,1,100.0,0,0.0,26037
26,38,9,6,66.67,3,33.33,26038
26,39,9,6,66.67,3,33.33,26039
26,40,4,3,75.0,1,25.0,26040
26,41,10,7,70.0,3,30.0,26041
26,42,2,2,100.0,0,0.0,26042
26,43,4,4,100.0,0,0.0,26043
26,44,5,2,40.0,3,60.0,26044
26,45,4,4,100.0,0,0.0,26045
26,46,19,15,78.95,4,21.05,26046
26,47,8,7,87.5,1,12.5,26047
26,48,7,5,71.43,2,28.57,26048
26,49,0,0,0.0,0,0.0,26049
27,1,44,26,59.09,18,40.91,27001
27,2,15,10,66.67,5,33.33,27002
27,3,3,2,66.67,1,33.33,27003
27,4,2,2,100.0,0,0.0,27004
27,5,1,1,100.0,0,0.0,27005
27,6,18,11,61.11,7,38.89,27006
27,7,11,10,90.91,1,9.09,27007
27,8,2,2,100.0,0,0.0,27008
27,9,16,14,87.5,2,12.5,27009
27,10,2,1,50.0,1,50.0,27010
27,11,12,9,75.0,3,25.0,27011
27,12,25,16,64.0,9,36.0,27012
27,13,10,9,90.0,1,10.0,27013
27,14,0,0,0.0,0,0.0,27014
27,15,0,0,0.0,0,0.0,27015
27,16,14,8,57.14,6,42.86,27016
27,17,8,7,87.5,1,12.5,27017
27,18,6,5,83.33,1,16.67,27018
27,19,4,4,100.0,0,0.0,27019
27,20,3,3,100.0,0,0.0,27020
27,21,19,17,89.47,2,10.53,27021
27,22,0,0,0.0,0,0.0,27022
27,23,2,2,100.0,0,0.0,27023
27,24,4,4,100.0,0,0.0,27024
27,25,7,5,71.43,2,28.57,27025
27,26,2,0,0.0,2,100.0,27026
27,27,4,2,50.0,2,50.0,27027
27,28,28,19,67.86,9,32.14,27028
27,29,1,1,100.0,0,0.0,27029
27,30,2,1,50.0,1,50.0,27030
27,31,1,1,100.0,0,0.0,27031
27,32,16,11,68.75,5,31.25,27032
27,33,10,9,90.0,1,10.0,27033
27,34,4,1,25.0,3,75.0,27034
27,35,25,23,92.0,2,8.0,27035
27,36,3,2,66.67,1,33.33,27036
27,37,20,17,85.0,3,15.0,27037
27,38,31,27,87.1,4,12.9,27038
27,39,4,4,100.0,0,0.0,27039
27,40,24,19,79.17,5,20.83,27040
27,41,3,3,100.0,0,0.0,27041
27,42,14,6,42.86,8,57.14,27042
27,43,4,4,100.0,0,0.0,27043
27,44,1,1,100.0,0,0.0,27044
27,45,37,27,72.97,10,27.03,27045
27,46,20,15,75.0,5,25.0,27046
27,47,4,4,100.0,0,0.0,27047
27,48,17,12,70.59,5,29.41,27048
27,49,4,4,100.0,0,0.0,27049
27,50,2,2,100.0,0,0.0,27050
28,1,1,1,100.0,0,0.0,28001
28,2,0,0,0.0,0,0.0,28002
28,3,1,0,0.0,1,100.0,28003
28,4,15,10,66.67,5,33.33,28004
28,5,3,1,33.33,2,66.67,28005
28,6,5,3,60.0,2,40.0,28006
28,7,3,3,100.0,0,0.0,28007
28,8,13,11,84.62,2,15.38,28008
28,9,0,0,0.0,0,0.0,28009
28,10,11,7,63.64,4,36.36,28010
28,11,25,23,92.0,2,8.0,28011
28,12,3,3,100.0,0,0.0,28012
28,13,1,1,100.0,0,0.0,28013
28,14,0,0,0.0,0,0.0,28014
28,15,0,0,0.0,0,0.0,28015
28,16,1,1,100.0,0,0.0,28016
28,17,2,1,50.0,1,50.0,28017
28,18,1,1,100.0,0,0.0,28018
28,19,3,3,100.0,0,0.0,28019
28,20,1,1,100.0,0,0.0,28020
28,21,1,0,0.0,1,100.0,28021
28,22,2,1,50.0,1,50.0,28022
28,23,0,0,0.0,0,0.0,28023
28,24,3,3,100.0,0,0.0,28024
28,25,2,2,100.0,0,0.0,28025
28,26,1,1,100.0,0,0.0,28026
28,27,22,16,72.73,6,27.27,28027
28,28,22,15,68.18,7,31.82,28028
28,29,2,1,50.0,1,50.0,28029
28,30,0,0,0.0,0,0.0,28030
28,31,6,2,33.33,4,66.67,28031
28,32,3,1,33.33,2,66.67,28032
28,33,2,2,100.0,0,0.0,28033
28,34,7,4,57.14,3,42.86,28034
28,35,1,0,0.0,1,100.0,28035
28,36,0,0,0.0,0,0.0,28036
28,37,2,1,50.0,1,50.0,28037
28,38,2,2,100.0,0,0.0,28038
28,39,2,2,100.0,0,0.0,28039
28,40,3,2,66.67,1,33.33,28040
28,41,0,0,0.0,0,0.0,28041
28,42,1,0,0.0,1,100.0,28042
28,43,0,0,0.0,0,0.0,28043
28,44,0,0,0.0,0,0.0,28044
28,45,15,7,46.67,8,53.33,28045
28,46,20,16,80.0,4,20.0,28046
29,1,16,10,62.5,6,37.5,29001
29,2,1,1,100.0,0,0.0,29002
29,3,2,1,50.0,1,50.0,29003
29,4,5,4,80.0,1,20.0,29004
29,5,3,2,66.67,1,33.33,29005
29,6,1,0,0.0,1,100.0,29006
29,7,12,11,91.67,1,8.33,29007
29,8,0,0,0.0,0,0.0,29008
29,9,33,26,78.79,7,21.21,29009
29,10,28,25,89.29,3,10.71,29010
29,11,1,1,100.0,0,0.0,29011
29,12,3,1,33.33,2,66.67,29012
29,13,6,4,66.67,2,33.33,29013
29,14,1,0,0.0,1,100.0,29014
29,15,3,1,33.33,2,66.67,29015
29,16,1,1,100.0,0,0.0,29016
29,17,2,0,0.0,2,100.0,29017
29,18,2,1,50.0,1,50.0,29018
29,19,2,2,100.0,0,0.0,29019
29,20,1,1,100.0,0,0.0,29020
29,21,3,3,100.0,0,0.0,29021
29,22,7,7,100.0,0,0.0,29022
29,23,47,37,78.72,10,21.28,29023
29,24,5,4,80.0,1,20.0,29024
29,25,1,1,100.0,0,0.0,29025
29,26,2,1,50.0,1,50.0,29026
29,27,0,0,0.0,0,0.0,29027
29,28,1,1,100.0,0,0.0,29028
29,29,25,21,84.0,4,16.0,29029
29,30,14,11,78.57,3,21.43,29030
29,31,45,37,82.22,8,17.78,29031
29,32,48,36,75.0,12,25.0,29032
29,33,2,2,100.0,0,0.0,29033
29,34,7,6,85.71,1,14.29,29034
29,35,0,0,0.0,0,0.0,29035
29,36,1,1,100.0,0,0.0,29036
29,37,3,3,100.0,0,0.0,29037
29,38,45,38,84.44,7,15.56,29038
29,39,28,23,82.14,5,17.86,29039
29,40,0,0,0.0,0,0.0,29040
29,41,2,1,50.0,1,50.0,29041
29,42,0,0,0.0,0,0.0,29042
29,43,12,10,83.33,2,16.67,29043
29,44,5,4,80.0,1,20.0,29044
30,1,21,16,76.19,5,23.81,30001
30,2,29,22,75.86,7,24.14,30002
30,3,15,13,86.67,2,13.33,30003
30,4,20,18,90.0,2,10.0,30004
30,5,10,8,80.0,2,20.0,30005
30,6,7,4,57.14,3,42.86,30006
30,7,31,27,87.1,4,12.9,30007
30,8,14,12,85.71,2,14.29,30008
30,9,20,14,70.0,6,30.0,30009
30,10,22,16,72.73,6,27.27,30010
30,11,11,9,81.82,2,18.18,30011
30,12,11,9,81.82,2,18.18,30012
30,13,17,9,52.94,8,47.06,30013
30,14,12,8,66.67,4,33.33,30014
30,15,13,12,92.31,1,7.69,30015
30,16,12,9,75.0,3,25.0,30016
30,17,24,21,87.5,3,12.5,30017
30,18,12,8,66.67,4,33.33,30018
30,19,18,14,77.78,4,22.22,30019
30,20,18,12,66.67,6,33.33,30020
30,21,19,17,89.47,2,10.53,30021
30,22,17,12,70.59,5,29.41,30022
30,23,19,11,57.89,8,42.11,30023
30,24,20,16,80.0,4,20.0,30024
30,25,26,20,76.92,6,23.08,30025
30,26,12,10,83.33,2,16.67,30026
30,27,16,12,75.0,4,25.0,30027
30,28,11,9,81.82,2,18.18,30028
30,29,8,5,62.5,3,37.5,30029
30,30,6,5,83.33,1,16.67,30030
30,31,22,16,72.73,6,27.27,30031
30,32,7,5,71.43,2,28.57,30032
31,1,12,12,100.0,0,0.0,31001
31,2,7,3,42.86,4,57.14,31002
31,3,19,14,73.68,5,26.32,31003
31,4,6,4,66.67,2,33.33,31004
31,5,10,8,80.0,2,20.0,31005
31,6,13,11,84.62,2,15.38,31006
31,7,5,4,80.0,1,20.0,31007
31,8,5,5,100.0,0,0.0,31008
31,9,9,5,55.56,4,44.44,31009
31,10,10,10,100.0,0,0.0,31010
31,11,12,8,66.67,4,33.33,31011
31,12,14,14,100.0,0,0.0,31012
31,13,4,2,50.0,2,50.0,31013
31,14,11,9,81.82,2,18.18,31014
31,15,8,4,50.0,4,50.0,31015
31,16,9,8,88.89,1,11.11,31016
31,17,7,6,85.71,1,14.29,31017
31,18,4,3,75.0,1,25.0,31018
31,19,7,6,85.71,1,14.29,31019
31,20,10,9,90.0,1,10.0,31020
31,21,3,3,100.0,0,0.0,31021
31,22,2,2,100.0,0,0.0,31022
31,23,7,7,100.0,0,0.0,31023
31,24,14,9,64.29,5,35.71,31024
31,25,11,10,90.91,1,9.09,31025
31,26,13,12,92.31,1,7.69,31026
31,27,10,9,90.0,1,10.0,31027
31,28,10,9,90.0,1,10.0,31028
31,29,8,8,100.0,0,0.0,31029
31,30,1,1,100.0,0,0.0,31030
31,31,16,10,62.5,6,37.5,31031
31,32,7,7,100.0,0,0.0,31032
31,33,8,7,87.5,1,12.5,31033
31,34,6,4,66.67,2,33.33,31034
31,35,10,7,70.0,3,30.0,31035
31,36,9,5,55.56,4,44.44,31036
31,37,7,6,85.71,1,14.29,31037
31,38,3,1,33.33,2,66.67,31038
31,39,7,7,100.0,0,0.0,31039
31,40,6,4,66.67,2,33.33,31040
31,41,10,9,90.0,1,10.0,31041
32,1,14,8,57.14,6,42.86,32001
32,2,14,9,64.29,5,35.71,32002
32,3,10,7,70.0,3,30.0,32003
32,4,15,14,93.33,1,6.67,32004
32,5,15,11,73.33,4,26.67,32005
32,6,15,12,80.0,3,20.0,32006
32,7,11,7,63.64,4,36.36,32007
32,8,30,20,66.67,10,33.33,32008
32,9,16,8,50.0,8,50.0,32009
32,10,30,24,80.0,6,20.0,32010
32,11,7,4,57.14,3,42.86,32011
32,12,10,9,90.0,1,10.0,32012
32,13,23,16,69.57,7,30.43,32013
32,14,12,9,75.0,3,25.0,32014
32,15,23,19,82.61,4,17.39,32015
32,16,14,13,92.86,1,7.14,32016
32,17,9,6,66.67,3,33.33,32017
32,18,21,17,80.95,4,19.05,32018
32,19,14,10,71.43,4,28.57,32019
32,20,6,5,83.33,1,16.67,32020
32,21,14,11,78.57,3,21.43,32021
32,22,8,6,75.0,2,25.0,32022
32,23,14,6,42.86,8,57.14,32023
32,24,16,9,56.25,7,43.75,32024
32,25,7,6,85.71,1,14.29,32025
32,26,13,7,53.85,6,46.15,32026
32,27,27,24,88.89,3,11.11,32027
32,28,8,6,75.0,2,25.0,32028
32,29,20,13,65.0,7,35.0,32029
32,30,24,18,75.0,6,25.0,32030
32,31,17,12,70.59,5,29.41,32031
32,32,11,10,90.91,1,9.09,32032
32,33,19,14,73.68,5,26.32,32033
32,34,9,5,55.56,4,44.44,32034
32,35,26,21,80.77,5,19.23,32035
32,36,18,17,94.44,1,5.56,32036
32,37,21,17,80.95,4,19.05,32037
32,38,21,18,85.71,3,14.29,32038
