ward,precinct,total,Darren Bailey & Stephanie Trussell,Darren Bailey & Stephanie Trussell Percent,Paul Schimpf & Carolyn Schofield,Paul Schimpf & Carolyn Schofield Percent,Richard C. Irvin & Avery Bourne,Richard C. Irvin & Avery Bourne Percent,Gary Rabine & Aaron Del Mar,Gary Rabine & Aaron Del Mar Percent,Max Solomon & Latasha H. Fields,Max Solomon & Latasha H. Fields Percent,Jesse Sullivan & Kathleen Murphy,Jesse Sullivan & Kathleen Murphy Percent,precinct_id
7,42,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07042
7,43,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07043
7,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07044
7,45,4,2,50.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,07045
7,46,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,07046
8,1,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,08001
8,2,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,08002
8,3,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,08003
8,4,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08004
8,5,5,0,0.0,1,20.0,4,80.0,0,0.0,0,0.0,0,0.0,08005
8,6,4,2,50.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,08006
8,7,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,08007
8,8,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,08008
8,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08009
8,10,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,08010
8,11,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,08011
8,12,3,2,66.67,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,08012
8,13,4,2,50.0,0,0.0,1,25.0,0,0.0,1,25.0,0,0.0,08013
8,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08014
8,15,5,1,20.0,2,40.0,1,20.0,0,0.0,1,20.0,0,0.0,08015
8,16,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08016
8,17,5,1,20.0,0,0.0,3,60.0,0,0.0,0,0.0,1,20.0,08017
8,18,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,08018
8,19,5,1,20.0,0,0.0,3,60.0,0,0.0,0,0.0,1,20.0,08019
8,20,3,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,08020
8,21,3,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,08021
8,22,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08022
8,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08023
8,24,5,1,20.0,0,0.0,4,80.0,0,0.0,0,0.0,0,0.0,08024
8,25,5,2,40.0,0,0.0,0,0.0,1,20.0,0,0.0,2,40.0,08025
8,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08026
8,27,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,08027
8,28,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,08028
8,29,5,5,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08029
8,30,3,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,08030
8,31,4,2,50.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,08031
8,32,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08032
8,33,4,0,0.0,0,0.0,3,75.0,0,0.0,0,0.0,1,25.0,08033
8,34,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08034
8,35,5,0,0.0,0,0.0,0,0.0,0,0.0,4,80.0,1,20.0,08035
8,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08036
8,37,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,08037
8,38,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,08038
8,39,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08039
8,40,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08040
8,41,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08041
8,42,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,08042
8,43,4,3,75.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,08043
8,44,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08044
8,45,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08045
8,46,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,08046
8,47,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,08047
8,48,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08048
8,49,3,0,0.0,1,33.33,2,66.67,0,0.0,0,0.0,0,0.0,08049
8,50,5,1,20.0,0,0.0,3,60.0,1,20.0,0,0.0,0,0.0,08050
8,51,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,08051
8,52,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,08052
8,53,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,08053
8,54,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08054
8,55,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,08055
8,56,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08056
9,1,5,2,40.0,1,20.0,1,20.0,0,0.0,1,20.0,0,0.0,09001
9,2,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,09002
9,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09003
9,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09004
9,5,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,09005
9,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09006
9,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09007
9,8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09008
9,9,3,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,1,33.33,09009
9,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09010
9,11,3,2,66.67,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,09011
9,12,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,09012
9,13,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09013
9,14,3,2,66.67,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,09014
9,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09015
9,16,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,09016
9,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09017
9,18,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,09018
9,19,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09019
9,20,6,1,16.67,0,0.0,4,66.67,0,0.0,0,0.0,1,16.67,09020
9,21,6,3,50.0,0,0.0,2,33.33,0,0.0,1,16.67,0,0.0,09021
9,22,6,0,0.0,1,16.67,1,16.67,0,0.0,1,16.67,3,50.0,09022
9,23,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,09023
9,24,5,1,20.0,0,0.0,4,80.0,0,0.0,0,0.0,0,0.0,09024
9,25,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09025
9,26,3,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,09026
9,27,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09027
9,28,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09028
9,29,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,09029
9,30,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,09030
9,31,7,0,0.0,0,0.0,6,85.71,1,14.29,0,0.0,0,0.0,09031
9,32,4,1,25.0,0,0.0,2,50.0,0,0.0,1,25.0,0,0.0,09032
9,33,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,09033
9,34,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,09034
9,35,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,09035
9,36,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09036
9,37,20,10,50.0,0,0.0,5,25.0,1,5.0,0,0.0,4,20.0,09037
9,38,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,2,66.67,09038
9,39,5,1,20.0,0,0.0,0,0.0,0,0.0,4,80.0,0,0.0,09039
9,40,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,09040
9,41,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,09041
9,42,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,09042
9,43,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09043
9,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09044
9,45,3,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,09045
9,46,5,1,20.0,0,0.0,3,60.0,0,0.0,0,0.0,1,20.0,09046
9,47,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,09047
9,48,4,1,25.0,0,0.0,3,75.0,0,0.0,0,0.0,0,0.0,09048
9,49,5,0,0.0,0,0.0,3,60.0,0,0.0,0,0.0,2,40.0,09049
9,50,6,0,0.0,0,0.0,6,100.0,0,0.0,0,0.0,0,0.0,09050
9,51,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09051
10,1,4,2,50.0,0,0.0,1,25.0,0,0.0,1,25.0,0,0.0,10001
10,2,34,21,61.76,0,0.0,4,11.76,2,5.88,0,0.0,7,20.59,10002
10,3,30,19,63.33,0,0.0,2,6.67,2,6.67,0,0.0,7,23.33,10003
10,4,9,2,22.22,0,0.0,5,55.56,0,0.0,1,11.11,1,11.11,10004
10,5,36,28,77.78,0,0.0,2,5.56,0,0.0,1,2.78,5,13.89,10005
10,6,14,12,85.71,1,7.14,0,0.0,0,0.0,1,7.14,0,0.0,10006
10,7,9,2,22.22,1,11.11,3,33.33,0,0.0,1,11.11,2,22.22,10007
10,8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10008
10,9,28,21,75.0,0,0.0,3,10.71,0,0.0,0,0.0,4,14.29,10009
10,10,23,11,47.83,0,0.0,2,8.7,3,13.04,1,4.35,6,26.09,10010
10,11,15,7,46.67,0,0.0,2,13.33,0,0.0,0,0.0,6,40.0,10011
10,12,20,10,50.0,0,0.0,2,10.0,1,5.0,0,0.0,7,35.0,10012
10,13,8,3,37.5,0,0.0,4,50.0,0,0.0,0,0.0,1,12.5,10013
10,14,18,8,44.44,0,0.0,3,16.67,1,5.56,1,5.56,5,27.78,10014
10,15,4,3,75.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,10015
10,16,22,10,45.45,0,0.0,5,22.73,2,9.09,0,0.0,5,22.73,10016
10,17,57,30,52.63,0,0.0,16,28.07,2,3.51,0,0.0,9,15.79,10017
10,18,6,2,33.33,0,0.0,2,33.33,1,16.67,0,0.0,1,16.67,10018
10,19,24,15,62.5,0,0.0,2,8.33,0,0.0,0,0.0,7,29.17,10019
10,20,37,25,67.57,2,5.41,1,2.7,0,0.0,0,0.0,9,24.32,10020
10,21,16,14,87.5,0,0.0,1,6.25,0,0.0,0,0.0,1,6.25,10021
10,22,9,4,44.44,0,0.0,1,11.11,0,0.0,1,11.11,3,33.33,10022
10,23,15,6,40.0,1,6.67,4,26.67,1,6.67,0,0.0,3,20.0,10023
10,24,41,27,65.85,3,7.32,3,7.32,0,0.0,0,0.0,8,19.51,10024
10,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10025
10,26,8,4,50.0,0,0.0,2,25.0,1,12.5,0,0.0,1,12.5,10026
10,27,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,10027
10,28,16,7,43.75,0,0.0,4,25.0,0,0.0,0,0.0,5,31.25,10028
10,29,11,4,36.36,3,27.27,2,18.18,0,0.0,1,9.09,1,9.09,10029
10,30,12,5,41.67,0,0.0,0,0.0,2,16.67,1,8.33,4,33.33,10030
10,31,5,4,80.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,10031
10,32,23,8,34.78,2,8.7,3,13.04,3,13.04,0,0.0,7,30.43,10032
10,33,5,3,60.0,0,0.0,0,0.0,0,0.0,0,0.0,2,40.0,10033
10,34,6,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,4,66.67,10034
10,35,43,28,65.12,1,2.33,6,13.95,5,11.63,0,0.0,3,6.98,10035
10,36,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,10036
11,1,35,20,57.14,0,0.0,7,20.0,5,14.29,1,2.86,2,5.71,11001
11,2,4,1,25.0,0,0.0,2,50.0,0,0.0,1,25.0,0,0.0,11002
11,3,7,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,5,71.43,11003
11,4,19,9,47.37,0,0.0,4,21.05,3,15.79,0,0.0,3,15.79,11004
11,5,19,12,63.16,1,5.26,4,21.05,0,0.0,0,0.0,2,10.53,11005
11,6,14,8,57.14,0,0.0,4,28.57,0,0.0,0,0.0,2,14.29,11006
11,7,14,8,57.14,0,0.0,6,42.86,0,0.0,0,0.0,0,0.0,11007
11,8,25,9,36.0,1,4.0,7,28.0,2,8.0,0,0.0,6,24.0,11008
11,9,8,3,37.5,0,0.0,3,37.5,1,12.5,0,0.0,1,12.5,11009
11,10,27,15,55.56,1,3.7,5,18.52,2,7.41,0,0.0,4,14.81,11010
11,11,22,7,31.82,0,0.0,8,36.36,0,0.0,1,4.55,6,27.27,11011
11,12,72,42,58.33,1,1.39,6,8.33,5,6.94,0,0.0,18,25.0,11012
11,13,61,31,50.82,1,1.64,6,9.84,3,4.92,0,0.0,20,32.79,11013
11,14,24,11,45.83,0,0.0,3,12.5,4,16.67,0,0.0,6,25.0,11014
11,15,10,4,40.0,3,30.0,1,10.0,1,10.0,0,0.0,1,10.0,11015
11,16,23,12,52.17,1,4.35,5,21.74,2,8.7,0,0.0,3,13.04,11016
11,17,38,17,44.74,3,7.89,8,21.05,1,2.63,0,0.0,9,23.68,11017
11,18,15,9,60.0,0,0.0,4,26.67,2,13.33,0,0.0,0,0.0,11018
11,19,17,4,23.53,0,0.0,4,23.53,5,29.41,1,5.88,3,17.65,11019
11,20,12,7,58.33,0,0.0,1,8.33,0,0.0,0,0.0,4,33.33,11020
11,21,32,20,62.5,0,0.0,2,6.25,3,9.38,1,3.13,6,18.75,11021
11,22,31,15,48.39,1,3.23,6,19.35,3,9.68,0,0.0,6,19.35,11022
11,23,17,14,82.35,0,0.0,2,11.76,0,0.0,0,0.0,1,5.88,11023
11,24,27,13,48.15,0,0.0,3,11.11,2,7.41,0,0.0,9,33.33,11024
11,25,35,23,65.71,2,5.71,6,17.14,0,0.0,0,0.0,4,11.43,11025
11,26,28,17,60.71,1,3.57,3,10.71,1,3.57,0,0.0,6,21.43,11026
11,27,7,5,71.43,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,11027
11,28,15,11,73.33,0,0.0,2,13.33,1,6.67,0,0.0,1,6.67,11028
11,29,42,23,54.76,2,4.76,4,9.52,3,7.14,1,2.38,9,21.43,11029
11,30,9,7,77.78,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,11030
11,31,49,28,57.14,4,8.16,6,12.24,1,2.04,1,2.04,9,18.37,11031
11,32,16,11,68.75,0,0.0,3,18.75,1,6.25,0,0.0,1,6.25,11032
11,33,29,11,37.93,4,13.79,9,31.03,5,17.24,0,0.0,0,0.0,11033
11,34,14,9,64.29,1,7.14,1,7.14,0,0.0,0,0.0,3,21.43,11034
11,35,7,5,71.43,0,0.0,0,0.0,1,14.29,0,0.0,1,14.29,11035
11,36,12,11,91.67,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,11036
11,37,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,11037
11,38,3,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,11038
12,1,15,11,73.33,0,0.0,0,0.0,0,0.0,2,13.33,2,13.33,12001
12,2,7,2,28.57,1,14.29,3,42.86,0,0.0,0,0.0,1,14.29,12002
12,3,28,14,50.0,2,7.14,7,25.0,0,0.0,0,0.0,5,17.86,12003
12,4,14,6,42.86,1,7.14,3,21.43,1,7.14,1,7.14,2,14.29,12004
12,5,18,9,50.0,0,0.0,0,0.0,1,5.56,1,5.56,7,38.89,12005
12,6,20,11,55.0,1,5.0,3,15.0,1,5.0,0,0.0,4,20.0,12006
12,7,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,12007
12,8,6,4,66.67,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,12008
12,9,5,4,80.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,12009
12,10,7,4,57.14,0,0.0,1,14.29,0,0.0,1,14.29,1,14.29,12010
12,11,12,7,58.33,1,8.33,2,16.67,0,0.0,0,0.0,2,16.67,12011
12,12,20,8,40.0,0,0.0,4,20.0,4,20.0,0,0.0,4,20.0,12012
12,13,20,15,75.0,0,0.0,1,5.0,1,5.0,1,5.0,2,10.0,12013
12,14,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,12014
12,15,4,1,25.0,0,0.0,0,0.0,2,50.0,0,0.0,1,25.0,12015
12,16,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,12016
12,17,11,4,36.36,1,9.09,2,18.18,0,0.0,1,9.09,3,27.27,12017
12,18,4,0,0.0,1,25.0,2,50.0,0,0.0,1,25.0,0,0.0,12018
12,19,22,13,59.09,0,0.0,4,18.18,0,0.0,0,0.0,5,22.73,12019
12,20,8,5,62.5,0,0.0,2,25.0,0,0.0,0,0.0,1,12.5,12020
12,21,11,6,54.55,0,0.0,3,27.27,0,0.0,0,0.0,2,18.18,12021
12,22,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,12022
12,23,21,8,38.1,0,0.0,3,14.29,1,4.76,0,0.0,9,42.86,12023
13,1,29,21,72.41,0,0.0,3,10.34,2,6.9,0,0.0,3,10.34,13001
13,2,26,16,61.54,0,0.0,5,19.23,0,0.0,0,0.0,5,19.23,13002
13,3,9,3,33.33,2,22.22,0,0.0,0,0.0,2,22.22,2,22.22,13003
13,4,49,27,55.1,3,6.12,10,20.41,1,2.04,0,0.0,8,16.33,13004
13,5,16,7,43.75,0,0.0,6,37.5,1,6.25,0,0.0,2,12.5,13005
13,6,32,17,53.13,0,0.0,7,21.88,3,9.38,0,0.0,5,15.63,13006
13,7,6,3,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,50.0,13007
13,8,17,10,58.82,0,0.0,2,11.76,1,5.88,0,0.0,4,23.53,13008
13,9,6,5,83.33,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,13009
13,10,55,30,54.55,0,0.0,14,25.45,2,3.64,0,0.0,9,16.36,13010
13,11,26,17,65.38,0,0.0,5,19.23,0,0.0,1,3.85,3,11.54,13011
13,12,25,12,48.0,1,4.0,5,20.0,1,4.0,1,4.0,5,20.0,13012
13,13,17,5,29.41,0,0.0,2,11.76,0,0.0,1,5.88,9,52.94,13013
13,14,12,2,16.67,0,0.0,3,25.0,2,16.67,0,0.0,5,41.67,13014
13,15,23,7,30.43,1,4.35,5,21.74,2,8.7,1,4.35,7,30.43,13015
13,16,9,5,55.56,1,11.11,0,0.0,2,22.22,0,0.0,1,11.11,13016
13,17,28,16,57.14,1,3.57,4,14.29,4,14.29,1,3.57,2,7.14,13017
13,18,23,16,69.57,0,0.0,2,8.7,2,8.7,0,0.0,3,13.04,13018
13,19,10,8,80.0,0,0.0,0,0.0,0,0.0,0,0.0,2,20.0,13019
13,20,21,12,57.14,0,0.0,3,14.29,3,14.29,0,0.0,3,14.29,13020
13,21,45,27,60.0,1,2.22,5,11.11,2,4.44,0,0.0,10,22.22,13021
13,22,40,25,62.5,0,0.0,5,12.5,3,7.5,0,0.0,7,17.5,13022
13,23,11,8,72.73,0,0.0,2,18.18,1,9.09,0,0.0,0,0.0,13023
13,24,26,7,26.92,3,11.54,1,3.85,11,42.31,0,0.0,4,15.38,13024
13,25,9,6,66.67,0,0.0,0,0.0,0,0.0,2,22.22,1,11.11,13025
13,26,23,11,47.83,0,0.0,4,17.39,2,8.7,1,4.35,5,21.74,13026
13,27,26,14,53.85,0,0.0,3,11.54,0,0.0,0,0.0,9,34.62,13027
13,28,9,5,55.56,0,0.0,0,0.0,0,0.0,0,0.0,4,44.44,13028
13,29,15,10,66.67,0,0.0,2,13.33,0,0.0,0,0.0,3,20.0,13029
13,30,4,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,3,75.0,13030
13,31,42,22,52.38,1,2.38,12,28.57,0,0.0,0,0.0,7,16.67,13031
13,32,43,23,53.49,2,4.65,8,18.6,3,6.98,0,0.0,7,16.28,13032
13,33,38,21,55.26,3,7.89,7,18.42,3,7.89,0,0.0,4,10.53,13033
13,34,5,4,80.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,13034
13,35,11,8,72.73,0,0.0,1,9.09,2,18.18,0,0.0,0,0.0,13035
13,36,6,2,33.33,1,16.67,0,0.0,0,0.0,0,0.0,3,50.0,13036
13,37,16,10,62.5,0,0.0,1,6.25,1,6.25,0,0.0,4,25.0,13037
13,38,29,18,62.07,0,0.0,3,10.34,4,13.79,0,0.0,4,13.79,13038
13,39,6,3,50.0,0,0.0,0,0.0,0,0.0,1,16.67,2,33.33,13039
13,40,13,4,30.77,0,0.0,5,38.46,2,15.38,0,0.0,2,15.38,13040
13,41,11,4,36.36,0,0.0,5,45.45,0,0.0,0,0.0,2,18.18,13041
13,42,51,36,70.59,1,1.96,8,15.69,0,0.0,0,0.0,6,11.76,13042
13,43,11,5,45.45,0,0.0,2,18.18,2,18.18,0,0.0,2,18.18,13043
13,44,10,8,80.0,1,10.0,0,0.0,0,0.0,0,0.0,1,10.0,13044
13,45,35,18,51.43,0,0.0,7,20.0,5,14.29,0,0.0,5,14.29,13045
13,46,13,7,53.85,0,0.0,4,30.77,0,0.0,0,0.0,2,15.38,13046
13,47,10,6,60.0,0,0.0,1,10.0,3,30.0,0,0.0,0,0.0,13047
13,48,29,14,48.28,1,3.45,7,24.14,2,6.9,0,0.0,5,17.24,13048
14,1,90,55,61.11,2,2.22,11,12.22,9,10.0,0,0.0,13,14.44,14001
14,2,12,6,50.0,1,8.33,0,0.0,1,8.33,0,0.0,4,33.33,14002
14,3,6,5,83.33,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,14003
14,4,58,30,51.72,0,0.0,16,27.59,3,5.17,0,0.0,9,15.52,14004
14,5,4,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0,14005
14,6,4,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,2,50.0,14006
14,7,14,3,21.43,0,0.0,2,14.29,4,28.57,0,0.0,5,35.71,14007
14,8,16,0,0.0,0,0.0,6,37.5,4,25.0,0,0.0,6,37.5,14008
14,9,34,17,50.0,3,8.82,6,17.65,2,5.88,0,0.0,6,17.65,14009
14,10,11,6,54.55,0,0.0,5,45.45,0,0.0,0,0.0,0,0.0,14010
14,11,4,2,50.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,14011
14,12,30,14,46.67,3,10.0,4,13.33,1,3.33,0,0.0,8,26.67,14012
14,13,16,9,56.25,0,0.0,4,25.0,2,12.5,0,0.0,1,6.25,14013
14,14,4,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,14014
14,15,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,14015
14,16,6,1,16.67,0,0.0,2,33.33,0,0.0,0,0.0,3,50.0,14016
14,17,13,6,46.15,3,23.08,0,0.0,1,7.69,0,0.0,3,23.08,14017
14,18,13,1,7.69,0,0.0,0,0.0,3,23.08,0,0.0,9,69.23,14018
14,19,10,4,40.0,1,10.0,0,0.0,0,0.0,0,0.0,5,50.0,14019
14,20,16,11,68.75,0,0.0,2,12.5,1,6.25,0,0.0,2,12.5,14020
14,21,8,4,50.0,0,0.0,1,12.5,1,12.5,0,0.0,2,25.0,14021
14,22,32,20,62.5,1,3.13,4,12.5,3,9.38,0,0.0,4,12.5,14022
14,23,17,13,76.47,0,0.0,2,11.76,0,0.0,0,0.0,2,11.76,14023
14,24,34,24,70.59,0,0.0,5,14.71,1,2.94,0,0.0,4,11.76,14024
14,25,11,5,45.45,0,0.0,3,27.27,0,0.0,1,9.09,2,18.18,14025
14,26,4,2,50.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,14026
14,27,21,7,33.33,0,0.0,1,4.76,5,23.81,1,4.76,7,33.33,14027
14,28,12,9,75.0,0,0.0,1,8.33,0,0.0,0,0.0,2,16.67,14028
14,29,11,4,36.36,0,0.0,1,9.09,1,9.09,0,0.0,5,45.45,14029
14,30,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14030
14,31,5,3,60.0,0,0.0,1,20.0,1,20.0,0,0.0,0,0.0,14031
15,1,9,2,22.22,0,0.0,2,22.22,0,0.0,2,22.22,3,33.33,15001
15,2,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,15002
15,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15003
15,4,9,6,66.67,0,0.0,2,22.22,0,0.0,0,0.0,1,11.11,15004
15,5,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15005
15,6,14,9,64.29,1,7.14,1,7.14,0,0.0,0,0.0,3,21.43,15006
15,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15007
15,8,13,7,53.85,1,7.69,0,0.0,1,7.69,0,0.0,4,30.77,15008
15,9,10,8,80.0,0,0.0,1,10.0,0,0.0,1,10.0,0,0.0,15009
15,10,12,7,58.33,0,0.0,1,8.33,2,16.67,0,0.0,2,16.67,15010
15,11,11,5,45.45,0,0.0,2,18.18,1,9.09,0,0.0,3,27.27,15011
15,12,8,7,87.5,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,15012
15,13,4,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,15013
15,14,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,15014
15,15,2,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,15015
15,16,4,2,50.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,15016
15,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15017
