ward,precinct,total,Stewart Umholtz,Stewart Umholtz Percent,precinct_id
23,22,9,9,100.0,23022
23,23,14,14,100.0,23023
23,24,9,9,100.0,23024
23,25,8,8,100.0,23025
23,26,26,26,100.0,23026
23,27,12,12,100.0,23027
23,28,12,12,100.0,23028
23,29,5,5,100.0,23029
23,30,9,9,100.0,23030
23,31,9,9,100.0,23031
23,32,13,13,100.0,23032
23,33,5,5,100.0,23033
23,34,8,8,100.0,23034
23,35,2,2,100.0,23035
23,36,20,20,100.0,23036
23,37,4,4,100.0,23037
23,38,5,5,100.0,23038
23,39,18,18,100.0,23039
23,40,23,23,100.0,23040
23,41,9,9,100.0,23041
23,42,9,9,100.0,23042
23,43,27,27,100.0,23043
23,44,8,8,100.0,23044
23,45,18,18,100.0,23045
23,46,4,4,100.0,23046
23,47,19,19,100.0,23047
23,48,8,8,100.0,23048
23,49,14,14,100.0,23049
23,50,7,7,100.0,23050
23,51,10,10,100.0,23051
23,52,12,12,100.0,23052
23,53,3,3,100.0,23053
23,54,18,18,100.0,23054
23,55,14,14,100.0,23055
23,56,16,16,100.0,23056
24,2,2,2,100.0,24002
24,4,1,1,100.0,24004
24,5,1,1,100.0,24005
24,6,3,3,100.0,24006
24,7,1,1,100.0,24007
24,8,1,1,100.0,24008
24,9,3,3,100.0,24009
24,10,1,1,100.0,24010
24,11,1,1,100.0,24011
24,13,3,3,100.0,24013
24,14,2,2,100.0,24014
24,15,2,2,100.0,24015
24,19,1,1,100.0,24019
24,22,1,1,100.0,24022
24,23,2,2,100.0,24023
24,25,2,2,100.0,24025
24,27,4,4,100.0,24027
24,28,3,3,100.0,24028
24,29,1,1,100.0,24029
24,30,3,3,100.0,24030
24,31,2,2,100.0,24031
24,32,1,1,100.0,24032
24,34,1,1,100.0,24034
24,36,1,1,100.0,24036
24,37,2,2,100.0,24037
24,38,1,1,100.0,24038
24,40,1,1,100.0,24040
24,41,2,2,100.0,24041
24,43,1,1,100.0,24043
24,45,1,1,100.0,24045
24,49,1,1,100.0,24049
24,51,1,1,100.0,24051
24,53,4,4,100.0,24053
24,55,2,2,100.0,24055
24,56,1,1,100.0,24056
24,57,7,7,100.0,24057
25,1,10,10,100.0,25001
25,2,9,9,100.0,25002
25,3,1,1,100.0,25003
25,4,14,14,100.0,25004
25,5,12,12,100.0,25005
25,6,5,5,100.0,25006
25,7,5,5,100.0,25007
25,8,1,1,100.0,25008
25,9,6,6,100.0,25009
25,10,3,3,100.0,25010
25,11,7,7,100.0,25011
25,12,4,4,100.0,25012
25,13,6,6,100.0,25013
25,14,6,6,100.0,25014
25,15,4,4,100.0,25015
25,16,3,3,100.0,25016
25,17,12,12,100.0,25017
25,18,6,6,100.0,25018
25,19,8,8,100.0,25019
25,20,3,3,100.0,25020
25,21,10,10,100.0,25021
25,22,2,2,100.0,25022
25,24,4,4,100.0,25024
25,25,1,1,100.0,25025
25,26,9,9,100.0,25026
25,27,7,7,100.0,25027
25,28,20,20,100.0,25028
25,29,12,12,100.0,25029
25,30,5,5,100.0,25030
25,31,8,8,100.0,25031
26,1,4,4,100.0,26001
26,2,5,5,100.0,26002
26,3,4,4,100.0,26003
26,4,1,1,100.0,26004
26,5,5,5,100.0,26005
26,6,2,2,100.0,26006
26,7,4,4,100.0,26007
26,8,3,3,100.0,26008
26,9,6,6,100.0,26009
26,11,9,9,100.0,26011
26,12,1,1,100.0,26012
26,13,1,1,100.0,26013
26,14,5,5,100.0,26014
26,15,7,7,100.0,26015
26,16,1,1,100.0,26016
26,17,25,25,100.0,26017
26,18,2,2,100.0,26018
26,19,8,8,100.0,26019
26,20,3,3,100.0,26020
26,23,4,4,100.0,26023
26,24,4,4,100.0,26024
26,26,4,4,100.0,26026
26,27,2,2,100.0,26027
26,28,3,3,100.0,26028
26,29,2,2,100.0,26029
26,30,3,3,100.0,26030
26,31,5,5,100.0,26031
26,32,13,13,100.0,26032
26,33,12,12,100.0,26033
26,34,1,1,100.0,26034
26,35,10,10,100.0,26035
26,36,1,1,100.0,26036
26,37,4,4,100.0,26037
26,38,4,4,100.0,26038
26,39,1,1,100.0,26039
26,40,5,5,100.0,26040
26,42,2,2,100.0,26042
26,43,1,1,100.0,26043
26,44,2,2,100.0,26044
26,45,3,3,100.0,26045
26,46,18,18,100.0,26046
26,48,8,8,100.0,26048
26,49,6,6,100.0,26049
26,51,2,2,100.0,26051
26,52,1,1,100.0,26052
26,53,2,2,100.0,26053
26,54,1,1,100.0,26054
26,55,1,1,100.0,26055
26,56,2,2,100.0,26056
26,58,3,3,100.0,26058
26,59,4,4,100.0,26059
26,60,8,8,100.0,26060
26,61,1,1,100.0,26061
26,62,5,5,100.0,26062
26,63,2,2,100.0,26063
27,1,5,5,100.0,27001
27,2,3,3,100.0,27002
27,3,1,1,100.0,27003
27,4,1,1,100.0,27004
27,5,5,5,100.0,27005
27,7,9,9,100.0,27007
27,9,4,4,100.0,27009
27,10,1,1,100.0,27010
27,11,7,7,100.0,27011
27,12,19,19,100.0,27012
27,13,4,4,100.0,27013
27,14,3,3,100.0,27014
27,15,2,2,100.0,27015
27,16,5,5,100.0,27016
27,17,6,6,100.0,27017
27,18,12,12,100.0,27018
27,19,1,1,100.0,27019
27,21,1,1,100.0,27021
27,25,2,2,100.0,27025
27,27,4,4,100.0,27027
27,28,13,13,100.0,27028
27,31,1,1,100.0,27031
27,32,4,4,100.0,27032
27,33,1,1,100.0,27033
27,34,2,2,100.0,27034
27,35,9,9,100.0,27035
27,36,4,4,100.0,27036
27,37,3,3,100.0,27037
27,38,3,3,100.0,27038
27,41,11,11,100.0,27041
27,42,9,9,100.0,27042
27,43,1,1,100.0,27043
27,45,1,1,100.0,27045
27,46,1,1,100.0,27046
27,50,11,11,100.0,27050
27,53,12,12,100.0,27053
27,54,11,11,100.0,27054
27,55,1,1,100.0,27055
27,56,5,5,100.0,27056
27,57,6,6,100.0,27057
27,58,7,7,100.0,27058
27,59,4,4,100.0,27059
28,1,1,1,100.0,28001
28,3,2,2,100.0,28003
28,4,2,2,100.0,28004
28,5,1,1,100.0,28005
28,6,1,1,100.0,28006
28,7,2,2,100.0,28007
28,9,3,3,100.0,28009
28,10,1,1,100.0,28010
28,20,2,2,100.0,28020
28,26,4,4,100.0,28026
28,27,1,1,100.0,28027
28,28,1,1,100.0,28028
28,29,2,2,100.0,28029
28,30,1,1,100.0,28030
28,31,1,1,100.0,28031
28,32,3,3,100.0,28032
28,34,2,2,100.0,28034
28,36,1,1,100.0,28036
28,37,1,1,100.0,28037
28,39,1,1,100.0,28039
28,45,1,1,100.0,28045
28,46,2,2,100.0,28046
28,47,13,13,100.0,28047
28,51,2,2,100.0,28051
28,53,1,1,100.0,28053
28,55,1,1,100.0,28055
28,57,1,1,100.0,28057
28,59,1,1,100.0,28059
28,61,1,1,100.0,28061
29,1,1,1,100.0,29001
29,2,1,1,100.0,29002
29,4,1,1,100.0,29004
29,6,6,6,100.0,29006
29,7,9,9,100.0,29007
29,9,7,7,100.0,29009
29,12,2,2,100.0,29012
29,13,1,1,100.0,29013
29,14,1,1,100.0,29014
29,15,3,3,100.0,29015
29,16,1,1,100.0,29016
29,17,1,1,100.0,29017
29,18,1,1,100.0,29018
29,19,2,2,100.0,29019
29,20,1,1,100.0,29020
29,21,2,2,100.0,29021
29,22,19,19,100.0,29022
29,23,2,2,100.0,29023
29,24,4,4,100.0,29024
29,25,1,1,100.0,29025
29,26,1,1,100.0,29026
29,28,2,2,100.0,29028
29,29,5,5,100.0,29029
29,30,4,4,100.0,29030
29,32,6,6,100.0,29032
29,33,5,5,100.0,29033
29,34,3,3,100.0,29034
29,35,1,1,100.0,29035
29,39,6,6,100.0,29039
29,40,1,1,100.0,29040
29,42,1,1,100.0,29042
29,44,4,4,100.0,29044
29,47,2,2,100.0,29047
29,50,2,2,100.0,29050
29,51,6,6,100.0,29051
29,52,6,6,100.0,29052
30,1,12,12,100.0,30001
30,2,4,4,100.0,30002
30,3,10,10,100.0,30003
30,4,6,6,100.0,30004
30,5,3,3,100.0,30005
30,6,5,5,100.0,30006
30,7,4,4,100.0,30007
30,8,7,7,100.0,30008
30,9,8,8,100.0,30009
30,10,5,5,100.0,30010
30,11,9,9,100.0,30011
30,12,8,8,100.0,30012
30,13,9,9,100.0,30013
30,14,3,3,100.0,30014
30,15,4,4,100.0,30015
30,16,8,8,100.0,30016
30,17,8,8,100.0,30017
30,18,5,5,100.0,30018
30,19,4,4,100.0,30019
30,20,3,3,100.0,30020
30,21,5,5,100.0,30021
30,22,2,2,100.0,30022
30,23,1,1,100.0,30023
30,24,1,1,100.0,30024
30,25,9,9,100.0,30025
30,26,1,1,100.0,30026
30,27,8,8,100.0,30027
30,28,4,4,100.0,30028
30,29,2,2,100.0,30029
30,30,16,16,100.0,30030
30,31,2,2,100.0,30031
30,32,2,2,100.0,30032
30,33,1,1,100.0,30033
30,34,2,2,100.0,30034
30,35,8,8,100.0,30035
30,36,13,13,100.0,30036
30,37,12,12,100.0,30037
30,38,12,12,100.0,30038
30,39,3,3,100.0,30039
30,40,5,5,100.0,30040
30,41,1,1,100.0,30041
31,1,3,3,100.0,31001
31,2,7,7,100.0,31002
31,3,5,5,100.0,31003
31,4,7,7,100.0,31004
31,5,10,10,100.0,31005
31,6,2,2,100.0,31006
31,7,4,4,100.0,31007
31,8,5,5,100.0,31008
31,9,3,3,100.0,31009
31,11,3,3,100.0,31011
31,12,7,7,100.0,31012
31,13,4,4,100.0,31013
31,14,2,2,100.0,31014
31,15,4,4,100.0,31015
31,16,4,4,100.0,31016
31,17,1,1,100.0,31017
31,18,4,4,100.0,31018
31,19,5,5,100.0,31019
31,20,7,7,100.0,31020
31,21,1,1,100.0,31021
31,22,5,5,100.0,31022
31,23,3,3,100.0,31023
31,24,2,2,100.0,31024
31,25,6,6,100.0,31025
31,26,3,3,100.0,31026
31,27,4,4,100.0,31027
31,28,7,7,100.0,31028
31,29,12,12,100.0,31029
31,30,5,5,100.0,31030
31,31,9,9,100.0,31031
31,32,5,5,100.0,31032
31,33,8,8,100.0,31033
31,34,2,2,100.0,31034
31,35,4,4,100.0,31035
31,36,2,2,100.0,31036
31,37,4,4,100.0,31037
31,38,4,4,100.0,31038
31,39,9,9,100.0,31039
31,40,5,5,100.0,31040
31,41,7,7,100.0,31041
31,42,4,4,100.0,31042
31,43,6,6,100.0,31043
31,44,2,2,100.0,31044
31,45,4,4,100.0,31045
31,46,3,3,100.0,31046
31,47,2,2,100.0,31047
31,48,4,4,100.0,31048
31,49,1,1,100.0,31049
31,50,7,7,100.0,31050
31,51,1,1,100.0,31051
32,1,7,7,100.0,32001
32,2,13,13,100.0,32002
32,3,5,5,100.0,32003
32,4,9,9,100.0,32004
32,5,3,3,100.0,32005
32,6,18,18,100.0,32006
32,7,9,9,100.0,32007
32,8,24,24,100.0,32008
32,9,8,8,100.0,32009
32,10,16,16,100.0,32010
32,11,5,5,100.0,32011
32,12,6,6,100.0,32012
32,13,12,12,100.0,32013
32,14,8,8,100.0,32014
32,15,10,10,100.0,32015
32,16,10,10,100.0,32016
32,17,14,14,100.0,32017
32,18,17,17,100.0,32018
32,19,5,5,100.0,32019
32,20,9,9,100.0,32020
32,21,9,9,100.0,32021
32,22,12,12,100.0,32022
32,23,15,15,100.0,32023
32,24,11,11,100.0,32024
32,25,7,7,100.0,32025
32,26,6,6,100.0,32026
32,27,11,11,100.0,32027
32,28,4,4,100.0,32028
32,29,7,7,100.0,32029
32,30,19,19,100.0,32030
32,31,13,13,100.0,32031
32,32,21,21,100.0,32032
32,33,6,6,100.0,32033
32,34,14,14,100.0,32034
32,35,9,9,100.0,32035
32,36,22,22,100.0,32036
32,37,9,9,100.0,32037
32,38,8,8,100.0,32038
32,39,16,16,100.0,32039
32,40,12,12,100.0,32040
32,41,24,24,100.0,32041
32,42,9,9,100.0,32042
32,43,16,16,100.0,32043
32,44,10,10,100.0,32044
32,45,9,9,100.0,32045
32,46,2,2,100.0,32046
32,47,35,35,100.0,32047
32,48,26,26,100.0,32048
32,49,9,9,100.0,32049
32,50,19,19,100.0,32050
32,51,22,22,100.0,32051
32,52,4,4,100.0,32052
33,1,19,19,100.0,33001
33,2,8,8,100.0,33002
33,3,14,14,100.0,33003
33,4,7,7,100.0,33004
33,5,9,9,100.0,33005
33,6,14,14,100.0,33006
33,7,6,6,100.0,33007
33,8,9,9,100.0,33008
33,9,12,12,100.0,33009
33,10,12,12,100.0,33010
33,11,7,7,100.0,33011
33,12,11,11,100.0,33012
33,13,4,4,100.0,33013
33,14,9,9,100.0,33014
33,15,8,8,100.0,33015
33,16,8,8,100.0,33016
33,17,13,13,100.0,33017
33,19,7,7,100.0,33019
33,20,10,10,100.0,33020
33,21,10,10,100.0,33021
33,22,7,7,100.0,33022
33,23,17,17,100.0,33023
33,24,11,11,100.0,33024
33,25,8,8,100.0,33025
33,26,11,11,100.0,33026
33,27,8,8,100.0,33027
34,2,1,1,100.0,34002
34,3,1,1,100.0,34003
34,4,1,1,100.0,34004
34,5,2,2,100.0,34005
34,6,1,1,100.0,34006
34,7,2,2,100.0,34007
34,10,1,1,100.0,34010
34,11,3,3,100.0,34011
34,12,1,1,100.0,34012
34,13,2,2,100.0,34013
34,15,1,1,100.0,34015
34,18,1,1,100.0,34018
34,20,2,2,100.0,34020
34,21,1,1,100.0,34021
34,22,1,1,100.0,34022
34,23,2,2,100.0,34023
34,24,1,1,100.0,34024
34,25,2,2,100.0,34025
34,30,4,4,100.0,34030
34,31,1,1,100.0,34031
34,32,1,1,100.0,34032
34,33,1,1,100.0,34033
34,35,1,1,100.0,34035
34,36,1,1,100.0,34036
34,37,1,1,100.0,34037
34,39,1,1,100.0,34039
34,40,1,1,100.0,34040
34,42,1,1,100.0,34042
34,43,1,1,100.0,34043
34,44,2,2,100.0,34044
34,45,2,2,100.0,34045
34,46,1,1,100.0,34046
34,49,3,3,100.0,34049
34,50,1,1,100.0,34050
34,51,3,3,100.0,34051
34,52,3,3,100.0,34052
34,53,1,1,100.0,34053
34,54,2,2,100.0,34054
34,55,1,1,100.0,34055
34,56,1,1,100.0,34056
34,57,1,1,100.0,34057
34,58,1,1,100.0,34058
34,59,2,2,100.0,34059
34,60,2,2,100.0,34060
35,1,17,17,100.0,35001
35,2,7,7,100.0,35002
35,3,6,6,100.0,35003
35,4,7,7,100.0,35004
35,5,10,10,100.0,35005
35,6,13,13,100.0,35006
35,7,10,10,100.0,35007
35,8,8,8,100.0,35008
35,9,7,7,100.0,35009
35,10,6,6,100.0,35010
35,11,5,5,100.0,35011
35,12,6,6,100.0,35012
35,14,9,9,100.0,35014
35,15,7,7,100.0,35015
35,16,2,2,100.0,35016
35,17,5,5,100.0,35017
35,18,10,10,100.0,35018
35,19,7,7,100.0,35019
35,20,2,2,100.0,35020
35,21,12,12,100.0,35021
35,22,4,4,100.0,35022
35,23,6,6,100.0,35023
35,24,2,2,100.0,35024
35,25,10,10,100.0,35025
35,26,15,15,100.0,35026
35,27,10,10,100.0,35027
35,28,6,6,100.0,35028
35,29,12,12,100.0,35029
35,30,14,14,100.0,35030
35,31,1,1,100.0,35031
35,32,2,2,100.0,35032
35,33,12,12,100.0,35033
35,34,4,4,100.0,35034
35,35,5,5,100.0,35035
35,36,14,14,100.0,35036
36,1,14,14,100.0,36001
36,2,10,10,100.0,36002
36,3,13,13,100.0,36003
36,4,7,7,100.0,36004
36,5,12,12,100.0,36005
36,6,24,24,100.0,36006
36,7,13,13,100.0,36007
36,8,15,15,100.0,36008
36,9,17,17,100.0,36009
36,10,7,7,100.0,36010
36,11,15,15,100.0,36011
36,12,14,14,100.0,36012
36,13,13,13,100.0,36013
36,14,10,10,100.0,36014
36,15,15,15,100.0,36015
36,16,9,9,100.0,36016
36,17,13,13,100.0,36017
36,18,17,17,100.0,36018
36,19,15,15,100.0,36019
36,20,16,16,100.0,36020
36,21,44,44,100.0,36021
36,22,20,20,100.0,36022
36,23,3,3,100.0,36023
36,24,6,6,100.0,36024
36,25,9,9,100.0,36025
36,26,23,23,100.0,36026
36,27,7,7,100.0,36027
36,28,15,15,100.0,36028
36,29,12,12,100.0,36029
36,30,21,21,100.0,36030
36,31,14,14,100.0,36031
36,32,8,8,100.0,36032
36,33,7,7,100.0,36033
36,34,15,15,100.0,36034
36,35,11,11,100.0,36035
36,36,9,9,100.0,36036
36,37,11,11,100.0,36037
36,38,10,10,100.0,36038
36,39,16,16,100.0,36039
36,40,16,16,100.0,36040
36,41,12,12,100.0,36041
36,42,11,11,100.0,36042
36,43,17,17,100.0,36043
36,44,11,11,100.0,36044
36,45,6,6,100.0,36045
36,46,18,18,100.0,36046
36,47,8,8,100.0,36047
36,48,14,14,100.0,36048
36,49,25,25,100.0,36049
36,50,6,6,100.0,36050
36,51,13,13,100.0,36051
36,52,13,13,100.0,36052
36,53,8,8,100.0,36053
36,54,12,12,100.0,36054
36,55,7,7,100.0,36055
37,1,5,5,100.0,37001
37,2,2,2,100.0,37002
37,3,1,1,100.0,37003
37,4,3,3,100.0,37004
37,5,3,3,100.0,37005
37,8,8,8,100.0,37008
37,9,1,1,100.0,37009
37,10,1,1,100.0,37010
37,11,6,6,100.0,37011
37,12,5,5,100.0,37012
37,13,1,1,100.0,37013
37,14,2,2,100.0,37014
37,15,1,1,100.0,37015
37,16,2,2,100.0,37016
37,18,2,2,100.0,37018
37,19,3,3,100.0,37019
37,20,1,1,100.0,37020
37,21,2,2,100.0,37021
37,25,6,6,100.0,37025
37,26,4,4,100.0,37026
37,27,6,6,100.0,37027
37,28,4,4,100.0,37028
37,31,1,1,100.0,37031
37,34,2,2,100.0,37034
37,35,2,2,100.0,37035
37,36,2,2,100.0,37036
37,37,2,2,100.0,37037
37,39,6,6,100.0,37039
37,40,1,1,100.0,37040
37,41,4,4,100.0,37041
37,42,4,4,100.0,37042
37,43,3,3,100.0,37043
38,1,20,20,100.0,38001
38,2,10,10,100.0,38002
38,3,17,17,100.0,38003
38,4,10,10,100.0,38004
38,5,21,21,100.0,38005
38,6,11,11,100.0,38006
38,7,19,19,100.0,38007
38,8,13,13,100.0,38008
38,9,7,7,100.0,38009
38,10,15,15,100.0,38010
38,11,8,8,100.0,38011
38,12,19,19,100.0,38012
38,13,11,11,100.0,38013
38,14,11,11,100.0,38014
38,15,12,12,100.0,38015
38,16,10,10,100.0,38016
38,17,4,4,100.0,38017
38,18,18,18,100.0,38018
38,19,20,20,100.0,38019
38,20,21,21,100.0,38020
38,21,16,16,100.0,38021
38,22,14,14,100.0,38022
38,23,15,15,100.0,38023
38,24,7,7,100.0,38024
38,25,6,6,100.0,38025
38,26,10,10,100.0,38026
38,27,13,13,100.0,38027
38,28,19,19,100.0,38028
38,29,11,11,100.0,38029
38,30,8,8,100.0,38030
38,31,15,15,100.0,38031
38,32,25,25,100.0,38032
38,33,11,11,100.0,38033
38,34,3,3,100.0,38034
38,35,14,14,100.0,38035
38,36,6,6,100.0,38036
38,37,15,15,100.0,38037
38,38,26,26,100.0,38038
38,39,11,11,100.0,38039
38,40,16,16,100.0,38040
38,41,28,28,100.0,38041
38,42,13,13,100.0,38042
38,43,12,12,100.0,38043
38,44,17,17,100.0,38044
38,45,13,13,100.0,38045
38,46,18,18,100.0,38046
38,47,12,12,100.0,38047
38,48,14,14,100.0,38048
38,49,12,12,100.0,38049
38,50,19,19,100.0,38050
38,51,10,10,100.0,38051
38,52,18,18,100.0,38052
38,53,2,2,100.0,38053
39,1,20,20,100.0,39001
39,2,27,27,100.0,39002
39,3,15,15,100.0,39003
39,4,12,12,100.0,39004
39,5,11,11,100.0,39005
39,6,22,22,100.0,39006
39,7,5,5,100.0,39007
39,8,11,11,100.0,39008
39,9,14,14,100.0,39009
39,10,10,10,100.0,39010
39,11,17,17,100.0,39011
39,12,9,9,100.0,39012
39,13,4,4,100.0,39013
39,14,8,8,100.0,39014
39,15,10,10,100.0,39015
39,16,10,10,100.0,39016
39,17,9,9,100.0,39017
39,18,17,17,100.0,39018
39,19,6,6,100.0,39019
39,20,11,11,100.0,39020
39,21,6,6,100.0,39021
39,22,10,10,100.0,39022
39,23,8,8,100.0,39023
39,24,9,9,100.0,39024
39,25,28,28,100.0,39025
39,26,22,22,100.0,39026
39,27,11,11,100.0,39027
39,28,10,10,100.0,39028
39,29,18,18,100.0,39029
39,30,10,10,100.0,39030
39,31,7,7,100.0,39031
39,32,5,5,100.0,39032
39,33,15,15,100.0,39033
39,34,26,26,100.0,39034
39,35,21,21,100.0,39035
39,36,14,14,100.0,39036
39,37,23,23,100.0,39037
39,38,17,17,100.0,39038
39,39,3,3,100.0,39039
39,40,14,14,100.0,39040
39,41,3,3,100.0,39041
39,42,18,18,100.0,39042
39,43,15,15,100.0,39043
39,44,16,16,100.0,39044
39,45,14,14,100.0,39045
39,46,11,11,100.0,39046
39,47,9,9,100.0,39047
40,1,10,10,100.0,40001
40,2,7,7,100.0,40002
40,3,4,4,100.0,40003
40,4,8,8,100.0,40004
40,5,10,10,100.0,40005
40,6,6,6,100.0,40006
40,7,4,4,100.0,40007
40,8,6,6,100.0,40008
40,9,8,8,100.0,40009
40,10,12,12,100.0,40010
40,11,5,5,100.0,40011
40,12,4,4,100.0,40012
40,13,5,5,100.0,40013
40,14,9,9,100.0,40014
40,15,11,11,100.0,40015
40,16,8,8,100.0,40016
40,17,3,3,100.0,40017
40,18,3,3,100.0,40018
40,19,12,12,100.0,40019
40,20,8,8,100.0,40020
40,21,6,6,100.0,40021
40,23,12,12,100.0,40023
40,24,9,9,100.0,40024
40,25,12,12,100.0,40025
40,26,7,7,100.0,40026
40,27,2,2,100.0,40027
40,28,13,13,100.0,40028
40,29,12,12,100.0,40029
40,30,12,12,100.0,40030
40,31,7,7,100.0,40031
40,32,5,5,100.0,40032
40,33,5,5,100.0,40033
40,34,6,6,100.0,40034
40,35,14,14,100.0,40035
40,36,15,15,100.0,40036
40,37,5,5,100.0,40037
40,38,6,6,100.0,40038
40,39,13,13,100.0,40039
40,40,9,9,100.0,40040
40,41,7,7,100.0,40041
40,42,13,13,100.0,40042
40,43,3,3,100.0,40043
40,44,8,8,100.0,40044
40,45,28,28,100.0,40045
40,46,14,14,100.0,40046
40,47,8,8,100.0,40047
40,48,13,13,100.0,40048
40,49,6,6,100.0,40049
41,1,36,36,100.0,41001
41,2,32,32,100.0,41002
41,3,33,33,100.0,41003
41,4,34,34,100.0,41004
41,5,43,43,100.0,41005
41,6,29,29,100.0,41006
41,7,41,41,100.0,41007
41,8,50,50,100.0,41008
41,9,26,26,100.0,41009
41,10,17,17,100.0,41010
41,11,51,51,100.0,41011
41,12,35,35,100.0,41012
41,13,16,16,100.0,41013
41,14,24,24,100.0,41014
41,15,39,39,100.0,41015
41,16,47,47,100.0,41016
41,17,53,53,100.0,41017
41,18,50,50,100.0,41018
41,19,24,24,100.0,41019
41,20,64,64,100.0,41020
41,21,39,39,100.0,41021
41,22,42,42,100.0,41022
41,23,31,31,100.0,41023
41,24,28,28,100.0,41024
41,25,11,11,100.0,41025
41,26,20,20,100.0,41026
41,27,8,8,100.0,41027
41,28,33,33,100.0,41028
41,29,19,19,100.0,41029
41,30,41,41,100.0,41030
41,31,50,50,100.0,41031
41,32,28,28,100.0,41032
41,33,40,40,100.0,41033
41,34,44,44,100.0,41034
41,35,32,32,100.0,41035
41,36,45,45,100.0,41036
41,37,67,67,100.0,41037
41,38,34,34,100.0,41038
41,39,15,15,100.0,41039
41,40,46,46,100.0,41040
41,41,41,41,100.0,41041
41,42,38,38,100.0,41042
41,43,45,45,100.0,41043
41,44,32,32,100.0,41044
41,45,29,29,100.0,41045
41,46,20,20,100.0,41046
41,47,31,31,100.0,41047
41,48,18,18,100.0,41048
41,49,53,53,100.0,41049
41,50,28,28,100.0,41050
41,51,27,27,100.0,41051
41,52,40,40,100.0,41052
41,53,30,30,100.0,41053
41,54,28,28,100.0,41054
41,55,53,53,100.0,41055
41,56,44,44,100.0,41056
41,57,11,11,100.0,41057
42,1,32,32,100.0,42001
42,2,13,13,100.0,42002
42,3,15,15,100.0,42003
42,4,32,32,100.0,42004
42,5,21,21,100.0,42005
42,6,50,50,100.0,42006
42,7,22,22,100.0,42007
42,8,33,33,100.0,42008
42,9,44,44,100.0,42009
42,10,17,17,100.0,42010
42,11,46,46,100.0,42011
42,12,14,14,100.0,42012
42,13,62,62,100.0,42013
42,14,29,29,100.0,42014
42,15,28,28,100.0,42015
42,16,10,10,100.0,42016
42,17,12,12,100.0,42017
42,18,24,24,100.0,42018
42,19,10,10,100.0,42019
42,20,16,16,100.0,42020
42,21,15,15,100.0,42021
42,22,25,25,100.0,42022
42,23,21,21,100.0,42023
42,24,22,22,100.0,42024
42,25,28,28,100.0,42025
42,26,16,16,100.0,42026
42,27,34,34,100.0,42027
42,28,21,21,100.0,42028
42,29,30,30,100.0,42029
42,30,15,15,100.0,42030
42,31,17,17,100.0,42031
42,32,19,19,100.0,42032
42,33,26,26,100.0,42033
42,34,15,15,100.0,42034
42,35,16,16,100.0,42035
42,36,28,28,100.0,42036
42,37,31,31,100.0,42037
42,38,19,19,100.0,42038
42,39,11,11,100.0,42039
42,40,23,23,100.0,42040
42,41,32,32,100.0,42041
42,42,16,16,100.0,42042
42,43,33,33,100.0,42043
42,44,24,24,100.0,42044
42,45,13,13,100.0,42045
42,46,15,15,100.0,42046
42,47,21,21,100.0,42047
42,48,17,17,100.0,42048
42,49,8,8,100.0,42049
42,50,22,22,100.0,42050
42,51,28,28,100.0,42051
42,52,15,15,100.0,42052
42,53,21,21,100.0,42053
42,54,20,20,100.0,42054
42,55,33,33,100.0,42055
42,56,23,23,100.0,42056
42,57,9,9,100.0,42057
42,58,4,4,100.0,42058
42,59,4,4,100.0,42059
42,60,10,10,100.0,42060
42,61,20,20,100.0,42061
42,62,28,28,100.0,42062
42,63,28,28,100.0,42063
42,64,13,13,100.0,42064
42,65,18,18,100.0,42065
42,66,16,16,100.0,42066
42,67,27,27,100.0,42067
42,68,26,26,100.0,42068
42,69,19,19,100.0,42069
43,1,16,16,100.0,43001
43,2,15,15,100.0,43002
43,3,14,14,100.0,43003
43,4,26,26,100.0,43004
43,5,16,16,100.0,43005
43,6,5,5,100.0,43006
43,7,13,13,100.0,43007
43,8,17,17,100.0,43008
43,9,10,10,100.0,43009
43,10,13,13,100.0,43010
43,11,16,16,100.0,43011
43,12,20,20,100.0,43012
43,13,11,11,100.0,43013
43,14,32,32,100.0,43014
43,15,13,13,100.0,43015
43,16,20,20,100.0,43016
43,17,14,14,100.0,43017
43,18,20,20,100.0,43018
43,19,17,17,100.0,43019
43,20,20,20,100.0,43020
43,21,9,9,100.0,43021
43,22,18,18,100.0,43022
43,23,13,13,100.0,43023
43,24,18,18,100.0,43024
43,25,10,10,100.0,43025
43,26,25,25,100.0,43026
43,27,18,18,100.0,43027
43,28,42,42,100.0,43028
43,29,14,14,100.0,43029
43,30,9,9,100.0,43030
43,31,8,8,100.0,43031
43,32,14,14,100.0,43032
43,33,6,6,100.0,43033
43,34,11,11,100.0,43034
43,35,28,28,100.0,43035
43,36,22,22,100.0,43036
43,37,9,9,100.0,43037
43,38,17,17,100.0,43038
43,39,27,27,100.0,43039
43,40,15,15,100.0,43040
43,41,9,9,100.0,43041
43,42,30,30,100.0,43042
43,43,14,14,100.0,43043
43,44,27,27,100.0,43044
43,45,5,5,100.0,43045
43,46,42,42,100.0,43046
43,47,14,14,100.0,43047
43,48,16,16,100.0,43048
43,49,15,15,100.0,43049
43,50,8,8,100.0,43050
43,51,12,12,100.0,43051
43,52,14,14,100.0,43052
43,53,30,30,100.0,43053
43,54,12,12,100.0,43054
43,55,12,12,100.0,43055
43,56,9,9,100.0,43056
43,57,11,11,100.0,43057
43,58,8,8,100.0,43058
