ward,precinct,total,Bill Brady & Maria Rodriguez,Bill Brady & Maria Rodriguez Percent,Dan Rutherford & Steve Kim,Dan Rutherford & Steve Kim Percent,Kirk W. Dillard & Jil Tracy,Kirk W. Dillard & Jil Tracy Percent,Bruce Rauner & Evelyn Sanguinetti,Bruce Rauner & Evelyn Sanguinetti Percent,precinct_id
10,3,37,5,13.51,0,0.0,12,32.43,20,54.05,10003
10,4,6,1,16.67,2,33.33,2,33.33,1,16.67,10004
10,5,52,12,23.08,2,3.85,23,44.23,15,28.85,10005
10,6,24,2,8.33,0,0.0,14,58.33,8,33.33,10006
10,7,13,3,23.08,0,0.0,7,53.85,3,23.08,10007
10,8,1,0,0.0,0,0.0,1,100.0,0,0.0,10008
10,9,40,7,17.5,1,2.5,14,35.0,18,45.0,10009
10,10,31,7,22.58,0,0.0,14,45.16,10,32.26,10010
10,11,15,4,26.67,1,6.67,4,26.67,6,40.0,10011
10,12,27,4,14.81,3,11.11,10,37.04,10,37.04,10012
10,13,7,0,0.0,1,14.29,1,14.29,5,71.43,10013
10,14,37,5,13.51,0,0.0,17,45.95,15,40.54,10014
10,15,7,0,0.0,1,14.29,4,57.14,2,28.57,10015
10,16,18,5,27.78,1,5.56,6,33.33,6,33.33,10016
10,17,57,3,5.26,2,3.51,34,59.65,18,31.58,10017
10,18,1,1,100.0,0,0.0,0,0.0,0,0.0,10018
10,19,35,7,20.0,4,11.43,18,51.43,6,17.14,10019
10,20,36,5,13.89,2,5.56,16,44.44,13,36.11,10020
10,21,17,4,23.53,0,0.0,5,29.41,8,47.06,10021
10,22,6,1,16.67,0,0.0,4,66.67,1,16.67,10022
10,23,10,0,0.0,0,0.0,5,50.0,5,50.0,10023
10,24,70,8,11.43,3,4.29,19,27.14,40,57.14,10024
10,25,3,1,33.33,0,0.0,2,66.67,0,0.0,10025
10,26,7,2,28.57,1,14.29,1,14.29,3,42.86,10026
10,27,8,5,62.5,1,12.5,1,12.5,1,12.5,10027
10,28,24,5,20.83,0,0.0,9,37.5,10,41.67,10028
10,29,12,2,16.67,2,16.67,5,41.67,3,25.0,10029
10,30,7,2,28.57,0,0.0,2,28.57,3,42.86,10030
10,31,5,1,20.0,0,0.0,2,40.0,2,40.0,10031
10,32,30,12,40.0,1,3.33,11,36.67,6,20.0,10032
10,33,11,3,27.27,0,0.0,4,36.36,4,36.36,10033
10,34,6,0,0.0,0,0.0,0,0.0,6,100.0,10034
10,35,41,8,19.51,2,4.88,15,36.59,16,39.02,10035
10,36,1,0,0.0,0,0.0,0,0.0,1,100.0,10036
11,1,27,5,18.52,2,7.41,10,37.04,10,37.04,11001
11,2,4,2,50.0,1,25.0,0,0.0,1,25.0,11002
11,3,19,1,5.26,1,5.26,10,52.63,7,36.84,11003
11,4,23,1,4.35,5,21.74,10,43.48,7,30.43,11004
11,5,14,2,14.29,1,7.14,7,50.0,4,28.57,11005
11,6,29,4,13.79,0,0.0,13,44.83,12,41.38,11006
11,7,8,0,0.0,0,0.0,5,62.5,3,37.5,11007
11,8,20,4,20.0,3,15.0,7,35.0,6,30.0,11008
11,9,19,3,15.79,1,5.26,10,52.63,5,26.32,11009
11,10,27,2,7.41,2,7.41,16,59.26,7,25.93,11010
11,11,32,4,12.5,3,9.38,9,28.13,16,50.0,11011
11,12,52,8,15.38,2,3.85,32,61.54,10,19.23,11012
11,13,35,1,2.86,5,14.29,23,65.71,6,17.14,11013
11,14,12,1,8.33,1,8.33,7,58.33,3,25.0,11014
11,15,12,2,16.67,0,0.0,6,50.0,4,33.33,11015
11,16,25,4,16.0,0,0.0,13,52.0,8,32.0,11016
11,17,23,5,21.74,1,4.35,11,47.83,6,26.09,11017
11,18,21,4,19.05,1,4.76,9,42.86,7,33.33,11018
11,19,35,10,28.57,1,2.86,13,37.14,11,31.43,11019
11,20,18,3,16.67,2,11.11,7,38.89,6,33.33,11020
11,21,25,1,4.0,0,0.0,18,72.0,6,24.0,11021
11,22,30,4,13.33,1,3.33,13,43.33,12,40.0,11022
11,23,14,3,21.43,3,21.43,6,42.86,2,14.29,11023
11,24,29,4,13.79,1,3.45,11,37.93,13,44.83,11024
11,25,29,5,17.24,2,6.9,17,58.62,5,17.24,11025
11,26,32,8,25.0,1,3.13,9,28.13,14,43.75,11026
11,27,2,1,50.0,0,0.0,1,50.0,0,0.0,11027
11,28,14,2,14.29,1,7.14,7,50.0,4,28.57,11028
11,29,29,7,24.14,1,3.45,15,51.72,6,20.69,11029
11,30,16,1,6.25,1,6.25,6,37.5,8,50.0,11030
11,31,37,3,8.11,1,2.7,23,62.16,10,27.03,11031
11,32,13,1,7.69,0,0.0,8,61.54,4,30.77,11032
11,33,30,6,20.0,1,3.33,9,30.0,14,46.67,11033
11,34,11,5,45.45,0,0.0,1,9.09,5,45.45,11034
11,35,9,1,11.11,1,11.11,3,33.33,4,44.44,11035
11,36,9,3,33.33,2,22.22,2,22.22,2,22.22,11036
11,37,17,1,5.88,8,47.06,6,35.29,2,11.76,11037
11,38,4,1,25.0,0,0.0,1,25.0,2,50.0,11038
12,1,18,5,27.78,0,0.0,7,38.89,6,33.33,12001
12,2,9,2,22.22,1,11.11,2,22.22,4,44.44,12002
12,3,29,5,17.24,2,6.9,17,58.62,5,17.24,12003
12,4,24,6,25.0,3,12.5,7,29.17,8,33.33,12004
12,5,18,1,5.56,1,5.56,9,50.0,7,38.89,12005
12,6,14,4,28.57,1,7.14,6,42.86,3,21.43,12006
12,7,9,2,22.22,0,0.0,3,33.33,4,44.44,12007
12,8,18,3,16.67,1,5.56,9,50.0,5,27.78,12008
12,9,10,3,30.0,1,10.0,5,50.0,1,10.0,12009
12,10,8,2,25.0,2,25.0,3,37.5,1,12.5,12010
12,11,8,3,37.5,1,12.5,2,25.0,2,25.0,12011
12,12,9,4,44.44,0,0.0,2,22.22,3,33.33,12012
12,13,10,1,10.0,0,0.0,4,40.0,5,50.0,12013
12,14,8,2,25.0,1,12.5,4,50.0,1,12.5,12014
12,15,9,2,22.22,1,11.11,3,33.33,3,33.33,12015
12,16,4,0,0.0,0,0.0,2,50.0,2,50.0,12016
12,17,11,2,18.18,0,0.0,5,45.45,4,36.36,12017
12,18,9,5,55.56,0,0.0,1,11.11,3,33.33,12018
12,19,11,0,0.0,0,0.0,7,63.64,4,36.36,12019
12,20,15,3,20.0,2,13.33,6,40.0,4,26.67,12020
12,21,14,3,21.43,0,0.0,5,35.71,6,42.86,12021
12,22,2,1,50.0,0,0.0,1,50.0,0,0.0,12022
12,23,21,6,28.57,4,19.05,6,28.57,5,23.81,12023
13,1,23,3,13.04,3,13.04,15,65.22,2,8.7,13001
13,2,29,5,17.24,1,3.45,15,51.72,8,27.59,13002
13,3,7,1,14.29,1,14.29,5,71.43,0,0.0,13003
13,4,27,4,14.81,4,14.81,11,40.74,8,29.63,13004
13,5,13,5,38.46,2,15.38,3,23.08,3,23.08,13005
13,6,30,1,3.33,1,3.33,19,63.33,9,30.0,13006
13,7,6,1,16.67,0,0.0,1,16.67,4,66.67,13007
13,8,21,4,19.05,0,0.0,3,14.29,14,66.67,13008
13,9,15,3,20.0,1,6.67,8,53.33,3,20.0,13009
13,10,36,3,8.33,1,2.78,20,55.56,12,33.33,13010
13,11,30,5,16.67,6,20.0,14,46.67,5,16.67,13011
13,12,16,2,12.5,1,6.25,8,50.0,5,31.25,13012
13,13,11,1,9.09,1,9.09,5,45.45,4,36.36,13013
13,14,22,8,36.36,2,9.09,10,45.45,2,9.09,13014
13,15,8,1,12.5,0,0.0,5,62.5,2,25.0,13015
13,16,10,5,50.0,1,10.0,3,30.0,1,10.0,13016
13,17,23,6,26.09,2,8.7,7,30.43,8,34.78,13017
13,18,19,5,26.32,3,15.79,9,47.37,2,10.53,13018
13,19,11,4,36.36,0,0.0,6,54.55,1,9.09,13019
13,20,26,4,15.38,1,3.85,15,57.69,6,23.08,13020
13,21,46,5,10.87,2,4.35,24,52.17,15,32.61,13021
13,22,46,6,13.04,2,4.35,23,50.0,15,32.61,13022
13,23,15,3,20.0,2,13.33,7,46.67,3,20.0,13023
13,24,16,6,37.5,2,12.5,1,6.25,7,43.75,13024
13,25,22,4,18.18,2,9.09,6,27.27,10,45.45,13025
13,26,16,4,25.0,0,0.0,9,56.25,3,18.75,13026
13,27,19,2,10.53,0,0.0,12,63.16,5,26.32,13027
13,28,14,1,7.14,0,0.0,6,42.86,7,50.0,13028
13,29,15,0,0.0,0,0.0,11,73.33,4,26.67,13029
13,30,2,1,50.0,0,0.0,1,50.0,0,0.0,13030
13,31,32,4,12.5,1,3.13,18,56.25,9,28.13,13031
13,32,28,8,28.57,1,3.57,13,46.43,6,21.43,13032
13,33,44,5,11.36,2,4.55,17,38.64,20,45.45,13033
13,34,15,4,26.67,2,13.33,2,13.33,7,46.67,13034
13,35,15,2,13.33,1,6.67,9,60.0,3,20.0,13035
13,36,5,0,0.0,0,0.0,4,80.0,1,20.0,13036
13,37,13,3,23.08,1,7.69,4,30.77,5,38.46,13037
13,38,23,4,17.39,2,8.7,11,47.83,6,26.09,13038
13,39,13,3,23.08,1,7.69,8,61.54,1,7.69,13039
13,40,11,4,36.36,1,9.09,0,0.0,6,54.55,13040
13,41,6,0,0.0,2,33.33,2,33.33,2,33.33,13041
13,42,43,4,9.3,0,0.0,26,60.47,13,30.23,13042
13,43,23,6,26.09,2,8.7,12,52.17,3,13.04,13043
13,44,2,1,50.0,0,0.0,1,50.0,0,0.0,13044
13,45,16,0,0.0,2,12.5,7,43.75,7,43.75,13045
13,46,25,1,4.0,0,0.0,18,72.0,6,24.0,13046
13,47,14,3,21.43,1,7.14,5,35.71,5,35.71,13047
13,48,21,1,4.76,1,4.76,8,38.1,11,52.38,13048
14,1,53,6,11.32,4,7.55,32,60.38,11,20.75,14001
14,2,23,5,21.74,1,4.35,6,26.09,11,47.83,14002
14,3,5,1,20.0,0,0.0,3,60.0,1,20.0,14003
14,4,37,5,13.51,1,2.7,15,40.54,16,43.24,14004
14,5,6,2,33.33,2,33.33,0,0.0,2,33.33,14005
14,6,2,0,0.0,0,0.0,0,0.0,2,100.0,14006
14,7,17,6,35.29,1,5.88,6,35.29,4,23.53,14007
14,8,14,3,21.43,2,14.29,3,21.43,6,42.86,14008
14,9,39,3,7.69,0,0.0,26,66.67,10,25.64,14009
14,10,17,7,41.18,2,11.76,2,11.76,6,35.29,14010
14,11,2,0,0.0,0,0.0,1,50.0,1,50.0,14011
14,12,10,1,10.0,0,0.0,4,40.0,5,50.0,14012
14,13,12,3,25.0,1,8.33,6,50.0,2,16.67,14013
14,14,7,0,0.0,1,14.29,1,14.29,5,71.43,14014
14,15,5,1,20.0,1,20.0,2,40.0,1,20.0,14015
14,16,14,0,0.0,1,7.14,10,71.43,3,21.43,14016
14,17,10,1,10.0,1,10.0,5,50.0,3,30.0,14017
14,18,11,3,27.27,1,9.09,4,36.36,3,27.27,14018
14,19,12,4,33.33,1,8.33,4,33.33,3,25.0,14019
14,20,6,2,33.33,1,16.67,0,0.0,3,50.0,14020
14,21,5,1,20.0,0,0.0,2,40.0,2,40.0,14021
14,22,22,0,0.0,2,9.09,9,40.91,11,50.0,14022
14,23,23,5,21.74,1,4.35,11,47.83,6,26.09,14023
14,24,41,4,9.76,1,2.44,17,41.46,19,46.34,14024
14,25,7,2,28.57,0,0.0,3,42.86,2,28.57,14025
14,26,3,2,66.67,1,33.33,0,0.0,0,0.0,14026
14,27,18,4,22.22,0,0.0,6,33.33,8,44.44,14027
14,28,15,3,20.0,2,13.33,6,40.0,4,26.67,14028
14,29,6,1,16.67,0,0.0,3,50.0,2,33.33,14029
14,30,2,0,0.0,0,0.0,2,100.0,0,0.0,14030
14,31,5,2,40.0,1,20.0,1,20.0,1,20.0,14031
15,1,6,2,33.33,0,0.0,0,0.0,4,66.67,15001
15,2,4,1,25.0,0,0.0,2,50.0,1,25.0,15002
15,3,1,0,0.0,0,0.0,1,100.0,0,0.0,15003
15,4,7,3,42.86,1,14.29,1,14.29,2,28.57,15004
15,5,4,1,25.0,0,0.0,1,25.0,2,50.0,15005
15,6,18,11,61.11,0,0.0,4,22.22,3,16.67,15006
15,7,1,0,0.0,0,0.0,1,100.0,0,0.0,15007
15,8,14,3,21.43,1,7.14,5,35.71,5,35.71,15008
15,9,11,2,18.18,0,0.0,3,27.27,6,54.55,15009
15,10,18,1,5.56,2,11.11,8,44.44,7,38.89,15010
15,11,11,1,9.09,1,9.09,4,36.36,5,45.45,15011
15,12,8,0,0.0,2,25.0,1,12.5,5,62.5,15012
15,13,9,2,22.22,1,11.11,5,55.56,1,11.11,15013
15,14,5,3,60.0,0,0.0,2,40.0,0,0.0,15014
15,15,9,4,44.44,1,11.11,2,22.22,2,22.22,15015
15,16,7,2,28.57,1,14.29,0,0.0,4,57.14,15016
15,17,4,3,75.0,0,0.0,1,25.0,0,0.0,15017
15,18,0,0,0.0,0,0.0,0,0.0,0,0.0,15018
15,19,5,2,40.0,0,0.0,2,40.0,1,20.0,15019
15,20,1,1,100.0,0,0.0,0,0.0,0,0.0,15020
15,21,0,0,0.0,0,0.0,0,0.0,0,0.0,15021
15,22,0,0,0.0,0,0.0,0,0.0,0,0.0,15022
15,23,1,0,0.0,0,0.0,1,100.0,0,0.0,15023
15,24,0,0,0.0,0,0.0,0,0.0,0,0.0,15024
16,1,5,2,40.0,0,0.0,1,20.0,2,40.0,16001
16,2,4,2,50.0,0,0.0,2,50.0,0,0.0,16002
16,3,0,0,0.0,0,0.0,0,0.0,0,0.0,16003
16,4,1,0,0.0,0,0.0,1,100.0,0,0.0,16004
16,5,2,1,50.0,0,0.0,0,0.0,1,50.0,16005
16,6,2,0,0.0,0,0.0,2,100.0,0,0.0,16006
16,7,5,0,0.0,3,60.0,1,20.0,1,20.0,16007
16,8,5,3,60.0,0,0.0,2,40.0,0,0.0,16008
16,9,6,1,16.67,1,16.67,4,66.67,0,0.0,16009
16,10,0,0,0.0,0,0.0,0,0.0,0,0.0,16010
16,11,2,0,0.0,0,0.0,0,0.0,2,100.0,16011
16,12,2,0,0.0,0,0.0,1,50.0,1,50.0,16012
16,13,4,1,25.0,0,0.0,2,50.0,1,25.0,16013
16,14,4,0,0.0,0,0.0,3,75.0,1,25.0,16014
16,15,2,1,50.0,0,0.0,0,0.0,1,50.0,16015
16,16,2,2,100.0,0,0.0,0,0.0,0,0.0,16016
16,17,4,0,0.0,0,0.0,2,50.0,2,50.0,16017
16,18,7,3,42.86,1,14.29,3,42.86,0,0.0,16018
16,19,7,3,42.86,0,0.0,2,28.57,2,28.57,16019
16,20,1,1,100.0,0,0.0,0,0.0,0,0.0,16020
16,21,3,0,0.0,0,0.0,3,100.0,0,0.0,16021
16,22,2,1,50.0,0,0.0,0,0.0,1,50.0,16022
16,23,6,0,0.0,0,0.0,5,83.33,1,16.67,16023
16,24,0,0,0.0,0,0.0,0,0.0,0,0.0,16024
16,25,1,0,0.0,0,0.0,1,100.0,0,0.0,16025
16,26,1,0,0.0,1,100.0,0,0.0,0,0.0,16026
16,27,3,1,33.33,0,0.0,1,33.33,1,33.33,16027
16,28,0,0,0.0,0,0.0,0,0.0,0,0.0,16028
16,29,0,0,0.0,0,0.0,0,0.0,0,0.0,16029
16,30,1,1,100.0,0,0.0,0,0.0,0,0.0,16030
16,31,0,0,0.0,0,0.0,0,0.0,0,0.0,16031
16,32,4,2,50.0,1,25.0,0,0.0,1,25.0,16032
16,33,4,2,50.0,0,0.0,2,50.0,0,0.0,16033
16,34,1,0,0.0,1,100.0,0,0.0,0,0.0,16034
16,35,8,5,62.5,0,0.0,2,25.0,1,12.5,16035
16,36,3,0,0.0,0,0.0,2,66.67,1,33.33,16036
17,1,9,2,22.22,1,11.11,5,55.56,1,11.11,17001
17,2,0,0,0.0,0,0.0,0,0.0,0,0.0,17002
17,3,9,2,22.22,0,0.0,5,55.56,2,22.22,17003
17,4,3,1,33.33,0,0.0,2,66.67,0,0.0,17004
17,5,6,1,16.67,1,16.67,4,66.67,0,0.0,17005
17,6,4,1,25.0,0,0.0,1,25.0,2,50.0,17006
17,7,7,3,42.86,0,0.0,3,42.86,1,14.29,17007
17,8,4,0,0.0,0,0.0,3,75.0,1,25.0,17008
17,9,2,2,100.0,0,0.0,0,0.0,0,0.0,17009
17,10,2,0,0.0,0,0.0,1,50.0,1,50.0,17010
17,11,1,0,0.0,0,0.0,1,100.0,0,0.0,17011
17,12,5,2,40.0,0,0.0,3,60.0,0,0.0,17012
17,13,2,0,0.0,0,0.0,2,100.0,0,0.0,17013
17,14,3,0,0.0,1,33.33,1,33.33,1,33.33,17014
17,15,2,1,50.0,1,50.0,0,0.0,0,0.0,17015
17,16,3,0,0.0,0,0.0,1,33.33,2,66.67,17016
17,17,6,1,16.67,0,0.0,3,50.0,2,33.33,17017
17,18,0,0,0.0,0,0.0,0,0.0,0,0.0,17018
17,19,2,1,50.0,0,0.0,1,50.0,0,0.0,17019
17,20,3,0,0.0,2,66.67,1,33.33,0,0.0,17020
17,21,7,0,0.0,0,0.0,6,85.71,1,14.29,17021
17,22,3,0,0.0,0,0.0,2,66.67,1,33.33,17022
17,23,0,0,0.0,0,0.0,0,0.0,0,0.0,17023
17,24,1,0,0.0,0,0.0,1,100.0,0,0.0,17024
17,25,6,1,16.67,0,0.0,3,50.0,2,33.33,17025
17,26,0,0,0.0,0,0.0,0,0.0,0,0.0,17026
17,27,3,0,0.0,0,0.0,1,33.33,2,66.67,17027
17,28,2,1,50.0,0,0.0,1,50.0,0,0.0,17028
17,29,2,0,0.0,0,0.0,1,50.0,1,50.0,17029
17,30,6,2,33.33,0,0.0,2,33.33,2,33.33,17030
17,31,0,0,0.0,0,0.0,0,0.0,0,0.0,17031
17,32,1,0,0.0,0,0.0,1,100.0,0,0.0,17032
17,33,2,0,0.0,0,0.0,1,50.0,1,50.0,17033
17,34,0,0,0.0,0,0.0,0,0.0,0,0.0,17034
17,35,0,0,0.0,0,0.0,0,0.0,0,0.0,17035
17,36,2,1,50.0,0,0.0,1,50.0,0,0.0,17036
17,37,3,1,33.33,0,0.0,2,66.67,0,0.0,17037
17,38,2,1,50.0,0,0.0,0,0.0,1,50.0,17038
17,39,5,0,0.0,0,0.0,4,80.0,1,20.0,17039
17,40,1,0,0.0,0,0.0,0,0.0,1,100.0,17040
17,41,1,0,0.0,0,0.0,1,100.0,0,0.0,17041
18,1,4,1,25.0,1,25.0,2,50.0,0,0.0,18001
18,2,19,3,15.79,2,10.53,6,31.58,8,42.11,18002
18,3,36,5,13.89,0,0.0,18,50.0,13,36.11,18003
18,4,6,0,0.0,1,16.67,4,66.67,1,16.67,18004
18,5,1,0,0.0,0,0.0,1,100.0,0,0.0,18005
18,6,40,10,25.0,2,5.0,14,35.0,14,35.0,18006
18,7,14,4,28.57,0,0.0,7,50.0,3,21.43,18007
18,8,4,0,0.0,1,25.0,2,50.0,1,25.0,18008
18,9,12,0,0.0,0,0.0,8,66.67,4,33.33,18009
18,10,3,1,33.33,1,33.33,1,33.33,0,0.0,18010
18,11,9,2,22.22,0,0.0,4,44.44,3,33.33,18011
18,12,11,2,18.18,0,0.0,4,36.36,5,45.45,18012
18,13,3,0,0.0,1,33.33,0,0.0,2,66.67,18013
18,14,2,0,0.0,0,0.0,2,100.0,0,0.0,18014
18,15,12,2,16.67,0,0.0,5,41.67,5,41.67,18015
18,16,8,1,12.5,1,12.5,5,62.5,1,12.5,18016
18,17,7,0,0.0,0,0.0,6,85.71,1,14.29,18017
18,18,4,1,25.0,1,25.0,0,0.0,2,50.0,18018
18,19,6,1,16.67,0,0.0,1,16.67,4,66.67,18019
18,20,2,0,0.0,0,0.0,2,100.0,0,0.0,18020
18,21,13,3,23.08,1,7.69,7,53.85,2,15.38,18021
18,22,2,1,50.0,1,50.0,0,0.0,0,0.0,18022
18,23,6,2,33.33,0,0.0,3,50.0,1,16.67,18023
18,24,22,1,4.55,1,4.55,13,59.09,7,31.82,18024
18,25,34,4,11.76,2,5.88,17,50.0,11,32.35,18025
18,26,13,2,15.38,0,0.0,7,53.85,4,30.77,18026
18,27,10,2,20.0,0,0.0,8,80.0,0,0.0,18027
18,28,29,3,10.34,2,6.9,14,48.28,10,34.48,18028
18,29,21,7,33.33,1,4.76,8,38.1,5,23.81,18029
18,30,35,6,17.14,4,11.43,13,37.14,12,34.29,18030
18,31,6,1,16.67,0,0.0,5,83.33,0,0.0,18031
18,32,2,1,50.0,0,0.0,0,0.0,1,50.0,18032
18,33,0,0,0.0,0,0.0,0,0.0,0,0.0,18033
18,34,11,1,9.09,0,0.0,8,72.73,2,18.18,18034
18,35,5,1,20.0,0,0.0,3,60.0,1,20.0,18035
18,36,22,1,4.55,1,4.55,11,50.0,9,40.91,18036
18,37,10,2,20.0,0,0.0,4,40.0,4,40.0,18037
18,38,2,0,0.0,0,0.0,2,100.0,0,0.0,18038
18,39,2,0,0.0,0,0.0,1,50.0,1,50.0,18039
18,40,17,3,17.65,4,23.53,3,17.65,7,41.18,18040
18,41,14,2,14.29,0,0.0,11,78.57,1,7.14,18041
18,42,4,1,25.0,0,0.0,1,25.0,2,50.0,18042
18,43,18,6,33.33,0,0.0,4,22.22,8,44.44,18043
18,44,55,1,1.82,2,3.64,32,58.18,20,36.36,18044
18,45,9,1,11.11,0,0.0,1,11.11,7,77.78,18045
18,46,25,9,36.0,0,0.0,10,40.0,6,24.0,18046
18,47,4,1,25.0,2,50.0,0,0.0,1,25.0,18047
18,48,3,0,0.0,0,0.0,3,100.0,0,0.0,18048
18,49,0,0,0.0,0,0.0,0,0.0,0,0.0,18049
18,50,5,1,20.0,1,20.0,3,60.0,0,0.0,18050
19,1,60,9,15.0,0,0.0,37,61.67,14,23.33,19001
19,2,39,3,7.69,2,5.13,26,66.67,8,20.51,19002
19,3,83,12,14.46,2,2.41,51,61.45,18,21.69,19003
19,4,88,7,7.95,2,2.27,60,68.18,19,21.59,19004
19,5,53,5,9.43,2,3.77,27,50.94,19,35.85,19005
19,6,79,12,15.19,2,2.53,51,64.56,14,17.72,19006
19,7,69,8,11.59,2,2.9,35,50.72,24,34.78,19007
19,8,92,18,19.57,8,8.7,47,51.09,19,20.65,19008
19,9,38,2,5.26,0,0.0,28,73.68,8,21.05,19009
19,10,51,1,1.96,5,9.8,22,43.14,23,45.1,19010
19,11,64,12,18.75,0,0.0,36,56.25,16,25.0,19011
19,12,54,6,11.11,1,1.85,37,68.52,10,18.52,19012
19,13,13,1,7.69,0,0.0,10,76.92,2,15.38,19013
19,14,24,2,8.33,5,20.83,10,41.67,7,29.17,19014
19,15,110,14,12.73,1,0.91,68,61.82,27,24.55,19015
19,16,91,19,20.88,2,2.2,57,62.64,13,14.29,19016
19,17,57,4,7.02,1,1.75,38,66.67,14,24.56,19017
19,18,37,4,10.81,0,0.0,17,45.95,16,43.24,19018
19,19,67,8,11.94,2,2.99,32,47.76,25,37.31,19019
19,20,29,1,3.45,2,6.9,22,75.86,4,13.79,19020
19,21,75,7,9.33,9,12.0,42,56.0,17,22.67,19021
19,22,76,11,14.47,0,0.0,32,42.11,33,43.42,19022
19,23,74,8,10.81,2,2.7,40,54.05,24,32.43,19023
19,24,63,6,9.52,0,0.0,37,58.73,20,31.75,19024
19,25,72,7,9.72,0,0.0,35,48.61,30,41.67,19025
19,26,67,7,10.45,2,2.99,15,22.39,43,64.18,19026
19,27,32,6,18.75,0,0.0,24,75.0,2,6.25,19027
19,28,18,2,11.11,2,11.11,10,55.56,4,22.22,19028
19,29,76,10,13.16,0,0.0,44,57.89,22,28.95,19029
19,30,58,3,5.17,0,0.0,34,58.62,21,36.21,19030
19,31,71,8,11.27,2,2.82,45,63.38,16,22.54,19031
19,32,52,6,11.54,2,3.85,33,63.46,11,21.15,19032
19,33,88,10,11.36,3,3.41,61,69.32,14,15.91,19033
19,34,58,7,12.07,0,0.0,23,39.66,28,48.28,19034
19,35,44,7,15.91,1,2.27,23,52.27,13,29.55,19035
19,36,29,3,10.34,0,0.0,20,68.97,6,20.69,19036
19,37,28,4,14.29,1,3.57,22,78.57,1,3.57,19037
19,38,23,3,13.04,0,0.0,14,60.87,6,26.09,19038
19,39,3,0,0.0,0,0.0,2,66.67,1,33.33,19039
19,40,63,6,9.52,4,6.35,37,58.73,16,25.4,19040
19,41,52,6,11.54,8,15.38,28,53.85,10,19.23,19041
19,42,34,3,8.82,1,2.94,21,61.76,9,26.47,19042
19,43,8,2,25.0,1,12.5,3,37.5,2,25.0,19043
19,44,80,7,8.75,6,7.5,55,68.75,12,15.0,19044
19,45,66,6,9.09,2,3.03,40,60.61,18,27.27,19045
19,46,90,13,14.44,2,2.22,50,55.56,25,27.78,19046
19,47,44,10,22.73,1,2.27,23,52.27,10,22.73,19047
19,48,3,0,0.0,2,66.67,1,33.33,0,0.0,19048
19,49,31,5,16.13,0,0.0,14,45.16,12,38.71,19049
19,50,34,0,0.0,2,5.88,26,76.47,6,17.65,19050
19,51,63,11,17.46,1,1.59,34,53.97,17,26.98,19051
19,52,80,11,13.75,3,3.75,36,45.0,30,37.5,19052
19,53,57,4,7.02,1,1.75,33,57.89,19,33.33,19053
19,54,62,10,16.13,0,0.0,39,62.9,13,20.97,19054
19,55,79,5,6.33,6,7.59,42,53.16,26,32.91,19055
19,56,55,4,7.27,2,3.64,15,27.27,34,61.82,19056
19,57,51,9,17.65,1,1.96,18,35.29,23,45.1,19057
20,1,3,0,0.0,0,0.0,1,33.33,2,66.67,20001
20,2,2,2,100.0,0,0.0,0,0.0,0,0.0,20002
20,3,1,1,100.0,0,0.0,0,0.0,0,0.0,20003
20,4,2,0,0.0,0,0.0,0,0.0,2,100.0,20004
20,5,3,1,33.33,1,33.33,1,33.33,0,0.0,20005
20,6,2,0,0.0,2,100.0,0,0.0,0,0.0,20006
20,7,3,1,33.33,2,66.67,0,0.0,0,0.0,20007
20,8,4,1,25.0,2,50.0,1,25.0,0,0.0,20008
20,9,3,1,33.33,0,0.0,2,66.67,0,0.0,20009
20,10,3,2,66.67,0,0.0,0,0.0,1,33.33,20010
20,11,2,0,0.0,0,0.0,2,100.0,0,0.0,20011
20,12,4,2,50.0,0,0.0,0,0.0,2,50.0,20012
20,13,2,2,100.0,0,0.0,0,0.0,0,0.0,20013
20,14,2,0,0.0,0,0.0,2,100.0,0,0.0,20014
20,15,7,3,42.86,3,42.86,1,14.29,0,0.0,20015
20,16,6,0,0.0,1,16.67,4,66.67,1,16.67,20016
20,17,5,1,20.0,1,20.0,0,0.0,3,60.0,20017
20,18,2,1,50.0,0,0.0,0,0.0,1,50.0,20018
20,19,2,0,0.0,1,50.0,0,0.0,1,50.0,20019
20,20,6,1,16.67,1,16.67,1,16.67,3,50.0,20020
20,21,0,0,0.0,0,0.0,0,0.0,0,0.0,20021
20,22,3,0,0.0,0,0.0,3,100.0,0,0.0,20022
20,23,6,0,0.0,1,16.67,5,83.33,0,0.0,20023
20,24,7,0,0.0,1,14.29,3,42.86,3,42.86,20024
20,25,0,0,0.0,0,0.0,0,0.0,0,0.0,20025
20,26,2,1,50.0,0,0.0,1,50.0,0,0.0,20026
20,27,1,0,0.0,1,100.0,0,0.0,0,0.0,20027
20,28,5,2,40.0,0,0.0,3,60.0,0,0.0,20028
20,29,3,0,0.0,0,0.0,0,0.0,3,100.0,20029
20,30,1,0,0.0,0,0.0,1,100.0,0,0.0,20030
20,31,1,0,0.0,0,0.0,1,100.0,0,0.0,20031
20,32,1,0,0.0,0,0.0,0,0.0,1,100.0,20032
20,33,0,0,0.0,0,0.0,0,0.0,0,0.0,20033
20,34,6,1,16.67,1,16.67,4,66.67,0,0.0,20034
20,35,1,0,0.0,0,0.0,0,0.0,1,100.0,20035
20,36,0,0,0.0,0,0.0,0,0.0,0,0.0,20036
