ward,precinct,total,Teresa Molina,Teresa Molina Percent,precinct_id
45,45,208,208,100.0,45045
45,46,256,256,100.0,45046
45,47,237,237,100.0,45047
45,48,245,245,100.0,45048
46,1,381,381,100.0,46001
46,2,513,513,100.0,46002
46,3,585,585,100.0,46003
46,4,486,486,100.0,46004
46,5,700,700,100.0,46005
46,6,447,447,100.0,46006
46,7,490,490,100.0,46007
46,8,343,343,100.0,46008
46,9,580,580,100.0,46009
46,10,907,907,100.0,46010
46,11,503,503,100.0,46011
46,12,569,569,100.0,46012
46,13,543,543,100.0,46013
46,14,533,533,100.0,46014
46,15,546,546,100.0,46015
46,16,595,595,100.0,46016
46,17,557,557,100.0,46017
46,18,571,571,100.0,46018
46,19,340,340,100.0,46019
46,20,437,437,100.0,46020
46,21,381,381,100.0,46021
46,22,362,362,100.0,46022
46,23,489,489,100.0,46023
46,24,653,653,100.0,46024
46,25,505,505,100.0,46025
46,26,750,750,100.0,46026
46,27,694,694,100.0,46027
46,28,472,472,100.0,46028
46,29,411,411,100.0,46029
46,30,562,562,100.0,46030
46,31,549,549,100.0,46031
46,32,475,475,100.0,46032
46,33,558,558,100.0,46033
46,34,673,673,100.0,46034
46,35,571,571,100.0,46035
46,36,477,477,100.0,46036
46,37,402,402,100.0,46037
46,38,621,621,100.0,46038
46,39,452,452,100.0,46039
46,40,434,434,100.0,46040
47,1,352,352,100.0,47001
47,2,494,494,100.0,47002
47,3,472,472,100.0,47003
47,4,614,614,100.0,47004
47,5,568,568,100.0,47005
47,6,655,655,100.0,47006
47,7,476,476,100.0,47007
47,8,501,501,100.0,47008
47,9,494,494,100.0,47009
47,10,620,620,100.0,47010
47,11,536,536,100.0,47011
47,12,568,568,100.0,47012
47,13,524,524,100.0,47013
47,14,465,465,100.0,47014
47,15,645,645,100.0,47015
47,16,503,503,100.0,47016
47,17,510,510,100.0,47017
47,18,472,472,100.0,47018
47,19,856,856,100.0,47019
47,20,540,540,100.0,47020
47,21,498,498,100.0,47021
47,22,553,553,100.0,47022
47,23,613,613,100.0,47023
47,24,558,558,100.0,47024
47,25,653,653,100.0,47025
47,26,743,743,100.0,47026
47,27,441,441,100.0,47027
47,28,481,481,100.0,47028
47,29,615,615,100.0,47029
47,30,671,671,100.0,47030
47,31,571,571,100.0,47031
47,32,658,658,100.0,47032
47,33,518,518,100.0,47033
47,34,545,545,100.0,47034
47,35,495,495,100.0,47035
47,36,603,603,100.0,47036
47,37,493,493,100.0,47037
47,38,505,505,100.0,47038
47,39,517,517,100.0,47039
47,40,482,482,100.0,47040
47,41,580,580,100.0,47041
47,42,515,515,100.0,47042
47,43,455,455,100.0,47043
47,44,451,451,100.0,47044
47,45,475,475,100.0,47045
47,46,504,504,100.0,47046
47,47,621,621,100.0,47047
47,48,27,27,100.0,47048
48,1,516,516,100.0,48001
48,2,214,214,100.0,48002
48,3,567,567,100.0,48003
48,4,492,492,100.0,48004
48,5,268,268,100.0,48005
48,6,595,595,100.0,48006
48,7,545,545,100.0,48007
48,8,238,238,100.0,48008
48,9,314,314,100.0,48009
48,10,741,741,100.0,48010
48,11,416,416,100.0,48011
48,12,637,637,100.0,48012
48,13,607,607,100.0,48013
48,14,213,213,100.0,48014
48,15,318,318,100.0,48015
48,16,540,540,100.0,48016
48,17,431,431,100.0,48017
48,18,321,321,100.0,48018
48,19,361,361,100.0,48019
48,20,530,530,100.0,48020
48,21,618,618,100.0,48021
48,22,374,374,100.0,48022
48,23,451,451,100.0,48023
48,24,526,526,100.0,48024
48,25,427,427,100.0,48025
48,26,238,238,100.0,48026
48,27,514,514,100.0,48027
48,28,518,518,100.0,48028
48,29,199,199,100.0,48029
48,30,429,429,100.0,48030
48,31,734,734,100.0,48031
48,32,564,564,100.0,48032
48,33,251,251,100.0,48033
48,34,432,432,100.0,48034
48,35,282,282,100.0,48035
48,36,271,271,100.0,48036
48,37,535,535,100.0,48037
48,38,495,495,100.0,48038
48,39,355,355,100.0,48039
48,40,461,461,100.0,48040
48,41,665,665,100.0,48041
48,42,585,585,100.0,48042
48,43,618,618,100.0,48043
48,44,672,672,100.0,48044
48,45,375,375,100.0,48045
48,46,302,302,100.0,48046
49,1,313,313,100.0,49001
49,2,321,321,100.0,49002
49,3,627,627,100.0,49003
49,4,650,650,100.0,49004
49,5,473,473,100.0,49005
49,6,458,458,100.0,49006
49,7,404,404,100.0,49007
49,8,438,438,100.0,49008
49,9,511,511,100.0,49009
49,10,601,601,100.0,49010
49,11,650,650,100.0,49011
49,12,631,631,100.0,49012
49,13,584,584,100.0,49013
49,14,390,390,100.0,49014
49,15,394,394,100.0,49015
49,16,464,464,100.0,49016
49,17,392,392,100.0,49017
49,18,651,651,100.0,49018
49,19,477,477,100.0,49019
49,20,791,791,100.0,49020
49,21,318,318,100.0,49021
49,22,508,508,100.0,49022
49,23,655,655,100.0,49023
49,24,390,390,100.0,49024
49,25,639,639,100.0,49025
49,26,578,578,100.0,49026
49,27,579,579,100.0,49027
49,28,715,715,100.0,49028
49,29,597,597,100.0,49029
49,30,523,523,100.0,49030
49,31,353,353,100.0,49031
49,32,483,483,100.0,49032
49,33,408,408,100.0,49033
50,1,265,265,100.0,50001
50,2,186,186,100.0,50002
50,3,256,256,100.0,50003
50,4,362,362,100.0,50004
50,5,197,197,100.0,50005
50,6,367,367,100.0,50006
50,7,449,449,100.0,50007
50,8,368,368,100.0,50008
50,9,297,297,100.0,50009
50,10,332,332,100.0,50010
50,11,140,140,100.0,50011
50,12,113,113,100.0,50012
50,13,467,467,100.0,50013
50,14,101,101,100.0,50014
50,15,448,448,100.0,50015
50,16,86,86,100.0,50016
50,17,349,349,100.0,50017
50,18,34,34,100.0,50018
50,19,311,311,100.0,50019
50,20,391,391,100.0,50020
50,21,318,318,100.0,50021
50,22,284,284,100.0,50022
50,23,221,221,100.0,50023
50,24,178,178,100.0,50024
50,25,264,264,100.0,50025
50,26,355,355,100.0,50026
50,27,91,91,100.0,50027
50,28,407,407,100.0,50028
50,29,393,393,100.0,50029
50,30,320,320,100.0,50030
50,31,543,543,100.0,50031
50,32,445,445,100.0,50032
50,33,191,191,100.0,50033
50,34,442,442,100.0,50034
50,35,519,519,100.0,50035
50,36,364,364,100.0,50036
50,37,392,392,100.0,50037
50,38,109,109,100.0,50038
50,39,211,211,100.0,50039
50,40,189,189,100.0,50040
