ward,precinct,total,Anita Alvarez,Anita Alvarez Percent,Tony Peraica,Tony Peraica Percent,Thomas O'Brien,Thomas O'Brien Percent,precinct_id
10,2,247,170,68.83,64,25.91,13,5.26,10002
10,3,331,178,53.78,132,39.88,21,6.34,10003
10,4,340,293,86.18,36,10.59,11,3.24,10004
10,5,305,207,67.87,85,27.87,13,4.26,10005
10,6,326,293,89.88,18,5.52,15,4.6,10006
10,7,108,96,88.89,11,10.19,1,0.93,10007
10,8,303,174,57.43,105,34.65,24,7.92,10008
10,9,294,188,63.95,94,31.97,12,4.08,10009
10,10,314,211,67.2,99,31.53,4,1.27,10010
10,11,353,282,79.89,63,17.85,8,2.27,10011
10,12,296,231,78.04,58,19.59,7,2.36,10012
10,13,272,196,72.06,72,26.47,4,1.47,10013
10,14,369,241,65.31,105,28.46,23,6.23,10014
10,15,163,113,69.33,47,28.83,3,1.84,10015
10,16,291,155,53.26,121,41.58,15,5.15,10016
10,17,263,157,59.7,91,34.6,15,5.7,10017
10,18,371,345,92.99,17,4.58,9,2.43,10018
10,19,375,247,65.87,108,28.8,20,5.33,10019
10,20,267,196,73.41,61,22.85,10,3.75,10020
10,21,301,187,62.13,99,32.89,15,4.98,10021
10,22,304,270,88.82,22,7.24,12,3.95,10022
10,23,306,254,83.01,41,13.4,11,3.59,10023
10,24,263,139,52.85,117,44.49,7,2.66,10024
10,25,466,423,90.77,30,6.44,13,2.79,10025
10,26,316,249,78.8,58,18.35,9,2.85,10026
10,27,382,274,71.73,98,25.65,10,2.62,10027
10,28,245,218,88.98,14,5.71,13,5.31,10028
10,29,308,285,92.53,12,3.9,11,3.57,10029
10,30,381,320,83.99,55,14.44,6,1.57,10030
10,31,364,273,75.0,80,21.98,11,3.02,10031
10,32,336,259,77.08,62,18.45,15,4.46,10032
10,33,344,279,81.1,55,15.99,10,2.91,10033
10,34,330,289,87.58,35,10.61,6,1.82,10034
10,35,329,273,82.98,45,13.68,11,3.34,10035
10,36,380,351,92.37,21,5.53,8,2.11,10036
10,37,329,297,90.27,21,6.38,11,3.34,10037
10,38,388,290,74.74,84,21.65,14,3.61,10038
10,39,311,259,83.28,39,12.54,13,4.18,10039
10,40,270,247,91.48,18,6.67,5,1.85,10040
10,41,382,254,66.49,110,28.8,18,4.71,10041
10,42,312,184,58.97,112,35.9,16,5.13,10042
10,43,225,206,91.56,12,5.33,7,3.11,10043
10,44,350,286,81.71,46,13.14,18,5.14,10044
10,45,217,179,82.49,35,16.13,3,1.38,10045
10,46,346,280,80.92,54,15.61,12,3.47,10046
10,47,266,182,68.42,76,28.57,8,3.01,10047
10,48,316,287,90.82,18,5.7,11,3.48,10048
11,1,418,291,69.62,107,25.6,20,4.78,11001
11,2,383,280,73.11,76,19.84,27,7.05,11002
11,3,289,245,84.78,36,12.46,8,2.77,11003
11,4,399,301,75.44,78,19.55,20,5.01,11004
11,5,258,193,74.81,46,17.83,19,7.36,11005
11,6,466,335,71.89,100,21.46,31,6.65,11006
11,7,309,213,68.93,77,24.92,19,6.15,11007
11,8,371,254,68.46,96,25.88,21,5.66,11008
11,9,257,180,70.04,64,24.9,13,5.06,11009
11,10,222,176,79.28,33,14.86,13,5.86,11010
11,11,540,375,69.44,131,24.26,34,6.3,11011
11,12,331,230,69.49,83,25.08,18,5.44,11012
11,13,324,220,67.9,91,28.09,13,4.01,11013
11,14,306,200,65.36,93,30.39,13,4.25,11014
11,15,283,196,69.26,73,25.8,14,4.95,11015
11,16,431,317,73.55,95,22.04,19,4.41,11016
11,17,499,391,78.36,82,16.43,26,5.21,11017
11,18,235,158,67.23,64,27.23,13,5.53,11018
11,19,357,248,69.47,82,22.97,27,7.56,11019
11,20,248,161,64.92,74,29.84,13,5.24,11020
11,21,302,208,68.87,77,25.5,17,5.63,11021
11,22,288,225,78.13,53,18.4,10,3.47,11022
11,23,268,196,73.13,63,23.51,9,3.36,11023
11,24,512,358,69.92,137,26.76,17,3.32,11024
11,25,384,282,73.44,86,22.4,16,4.17,11025
11,26,495,397,80.2,71,14.34,27,5.45,11026
11,27,293,161,54.95,118,40.27,14,4.78,11027
11,28,235,163,69.36,57,24.26,15,6.38,11028
11,29,381,292,76.64,65,17.06,24,6.3,11029
11,30,404,329,81.44,64,15.84,11,2.72,11030
11,31,228,127,55.7,96,42.11,5,2.19,11031
11,32,242,161,66.53,68,28.1,13,5.37,11032
11,33,218,150,68.81,60,27.52,8,3.67,11033
11,34,204,145,71.08,53,25.98,6,2.94,11034
11,35,446,312,69.96,113,25.34,21,4.71,11035
11,36,84,59,70.24,24,28.57,1,1.19,11036
11,37,410,274,66.83,125,30.49,11,2.68,11037
11,38,462,295,63.85,144,31.17,23,4.98,11038
11,39,422,274,64.93,132,31.28,16,3.79,11039
11,40,202,132,65.35,63,31.19,7,3.47,11040
11,41,193,135,69.95,45,23.32,13,6.74,11041
11,42,255,171,67.06,71,27.84,13,5.1,11042
11,43,381,234,61.42,131,34.38,16,4.2,11043
11,44,365,238,65.21,97,26.58,30,8.22,11044
11,45,186,110,59.14,65,34.95,11,5.91,11045
11,46,175,146,83.43,24,13.71,5,2.86,11046
11,47,326,228,69.94,82,25.15,16,4.91,11047
11,48,129,91,70.54,35,27.13,3,2.33,11048
11,49,278,181,65.11,84,30.22,13,4.68,11049
11,50,213,143,67.14,61,28.64,9,4.23,11050
12,1,194,162,83.51,25,12.89,7,3.61,12001
12,2,258,204,79.07,44,17.05,10,3.88,12002
12,3,289,216,74.74,58,20.07,15,5.19,12003
12,4,200,157,78.5,34,17.0,9,4.5,12004
12,5,253,208,82.21,38,15.02,7,2.77,12005
12,6,199,179,89.95,11,5.53,9,4.52,12006
12,7,349,290,83.09,29,8.31,30,8.6,12007
12,8,441,346,78.46,73,16.55,22,4.99,12008
12,9,232,189,81.47,36,15.52,7,3.02,12009
12,10,282,226,80.14,45,15.96,11,3.9,12010
12,11,380,328,86.32,36,9.47,16,4.21,12011
12,12,272,212,77.94,55,20.22,5,1.84,12012
12,13,404,298,73.76,79,19.55,27,6.68,12013
12,14,293,235,80.2,49,16.72,9,3.07,12014
12,15,217,196,90.32,17,7.83,4,1.84,12015
12,16,263,233,88.59,23,8.75,7,2.66,12016
12,17,262,217,82.82,34,12.98,11,4.2,12017
12,18,330,285,86.36,25,7.58,20,6.06,12018
12,19,376,304,80.85,59,15.69,13,3.46,12019
12,20,252,210,83.33,38,15.08,4,1.59,12020
12,21,328,254,77.44,59,17.99,15,4.57,12021
12,22,218,180,82.57,24,11.01,14,6.42,12022
12,23,285,229,80.35,41,14.39,15,5.26,12023
12,24,303,251,82.84,41,13.53,11,3.63,12024
13,1,345,232,67.25,103,29.86,10,2.9,13001
13,2,266,234,87.97,27,10.15,5,1.88,13002
13,3,464,358,77.16,92,19.83,14,3.02,13003
13,4,553,346,62.57,180,32.55,27,4.88,13004
13,5,415,341,82.17,64,15.42,10,2.41,13005
13,6,378,280,74.07,86,22.75,12,3.17,13006
13,7,318,247,77.67,59,18.55,12,3.77,13007
13,8,378,226,59.79,135,35.71,17,4.5,13008
13,9,391,302,77.24,76,19.44,13,3.32,13009
13,10,316,226,71.52,77,24.37,13,4.11,13010
13,11,382,302,79.06,64,16.75,16,4.19,13011
13,12,358,263,73.46,76,21.23,19,5.31,13012
13,13,392,339,86.48,46,11.73,7,1.79,13013
13,14,380,268,70.53,98,25.79,14,3.68,13014
13,15,502,391,77.89,97,19.32,14,2.79,13015
13,16,461,363,78.74,85,18.44,13,2.82,13016
13,17,375,255,68.0,105,28.0,15,4.0,13017
13,18,323,259,80.19,55,17.03,9,2.79,13018
13,19,507,433,85.4,61,12.03,13,2.56,13019
13,20,401,333,83.04,60,14.96,8,2.0,13020
13,21,415,308,74.22,82,19.76,25,6.02,13021
13,22,316,250,79.11,59,18.67,7,2.22,13022
13,23,345,262,75.94,76,22.03,7,2.03,13023
13,24,335,249,74.33,78,23.28,8,2.39,13024
13,25,358,238,66.48,100,27.93,20,5.59,13025
13,26,398,286,71.86,85,21.36,27,6.78,13026
13,27,366,268,73.22,78,21.31,20,5.46,13027
13,28,283,227,80.21,49,17.31,7,2.47,13028
13,29,308,243,78.9,58,18.83,7,2.27,13029
13,30,508,429,84.45,65,12.8,14,2.76,13030
13,31,454,388,85.46,54,11.89,12,2.64,13031
13,32,385,318,82.6,48,12.47,19,4.94,13032
13,33,362,288,79.56,65,17.96,9,2.49,13033
13,34,490,414,84.49,60,12.24,16,3.27,13034
13,35,362,297,82.04,48,13.26,17,4.7,13035
13,36,235,189,80.43,44,18.72,2,0.85,13036
13,37,344,275,79.94,58,16.86,11,3.2,13037
13,38,415,316,76.14,89,21.45,10,2.41,13038
13,39,378,290,76.72,73,19.31,15,3.97,13039
13,40,442,341,77.15,84,19.0,17,3.85,13040
13,41,283,234,82.69,42,14.84,7,2.47,13041
13,42,316,239,75.63,58,18.35,19,6.01,13042
13,43,355,261,73.52,83,23.38,11,3.1,13043
13,44,409,343,83.86,55,13.45,11,2.69,13044
13,45,454,327,72.03,106,23.35,21,4.63,13045
13,46,388,311,80.15,68,17.53,9,2.32,13046
13,47,464,391,84.27,67,14.44,6,1.29,13047
14,1,204,173,84.8,25,12.25,6,2.94,14001
14,2,246,184,74.8,47,19.11,15,6.1,14002
14,3,360,311,86.39,41,11.39,8,2.22,14003
14,4,254,210,82.68,32,12.6,12,4.72,14004
14,5,400,368,92.0,26,6.5,6,1.5,14005
14,6,264,211,79.92,42,15.91,11,4.17,14006
14,7,255,199,78.04,49,19.22,7,2.75,14007
14,8,200,169,84.5,28,14.0,3,1.5,14008
14,9,284,243,85.56,34,11.97,7,2.46,14009
14,10,318,235,73.9,65,20.44,18,5.66,14010
14,11,246,220,89.43,16,6.5,10,4.07,14011
14,12,242,205,84.71,32,13.22,5,2.07,14012
14,13,288,237,82.29,41,14.24,10,3.47,14013
14,14,238,208,87.39,26,10.92,4,1.68,14014
14,15,320,269,84.06,44,13.75,7,2.19,14015
14,16,316,255,80.7,53,16.77,8,2.53,14016
14,17,307,253,82.41,47,15.31,7,2.28,14017
14,18,300,246,82.0,46,15.33,8,2.67,14018
14,19,376,316,84.04,49,13.03,11,2.93,14019
14,20,259,212,81.85,35,13.51,12,4.63,14020
14,21,289,253,87.54,29,10.03,7,2.42,14021
14,22,373,304,81.5,55,14.75,14,3.75,14022
14,23,361,289,80.06,59,16.34,13,3.6,14023
14,24,183,153,83.61,26,14.21,4,2.19,14024
14,25,271,188,69.37,73,26.94,10,3.69,14025
14,26,328,281,85.67,40,12.2,7,2.13,14026
14,27,367,282,76.84,72,19.62,13,3.54,14027
14,28,310,228,73.55,70,22.58,12,3.87,14028
14,29,338,295,87.28,36,10.65,7,2.07,14029
14,30,250,191,76.4,45,18.0,14,5.6,14030
14,31,269,234,86.99,27,10.04,8,2.97,14031
14,32,218,193,88.53,20,9.17,5,2.29,14032
14,33,223,196,87.89,21,9.42,6,2.69,14033
14,34,247,226,91.5,13,5.26,8,3.24,14034
14,35,314,284,90.45,24,7.64,6,1.91,14035
15,1,213,180,84.51,23,10.8,10,4.69,15001
15,2,256,236,92.19,13,5.08,7,2.73,15002
15,3,300,273,91.0,15,5.0,12,4.0,15003
15,4,323,296,91.64,20,6.19,7,2.17,15004
15,5,304,286,94.08,13,4.28,5,1.64,15005
15,6,380,346,91.05,17,4.47,17,4.47,15006
15,7,309,292,94.5,12,3.88,5,1.62,15007
15,8,485,426,87.84,30,6.19,29,5.98,15008
15,9,352,320,90.91,22,6.25,10,2.84,15009
15,10,278,222,79.86,44,15.83,12,4.32,15010
15,11,389,356,91.52,18,4.63,15,3.86,15011
15,12,183,174,95.08,7,3.83,2,1.09,15012
15,13,282,255,90.43,21,7.45,6,2.13,15013
15,14,364,304,83.52,47,12.91,13,3.57,15014
15,15,340,314,92.35,16,4.71,10,2.94,15015
15,16,240,200,83.33,33,13.75,7,2.92,15016
15,17,282,261,92.55,8,2.84,13,4.61,15017
15,18,215,198,92.09,10,4.65,7,3.26,15018
15,19,274,255,93.07,10,3.65,9,3.28,15019
15,20,220,201,91.36,11,5.0,8,3.64,15020
15,21,246,232,94.31,8,3.25,6,2.44,15021
15,22,438,405,92.47,17,3.88,16,3.65,15022
15,23,233,217,93.13,9,3.86,7,3.0,15023
15,24,316,286,90.51,24,7.59,6,1.9,15024
15,25,388,354,91.24,21,5.41,13,3.35,15025
15,26,278,263,94.6,9,3.24,6,2.16,15026
15,27,257,236,91.83,16,6.23,5,1.95,15027
15,28,357,295,82.63,54,15.13,8,2.24,15028
15,29,175,161,92.0,7,4.0,7,4.0,15029
15,30,360,338,93.89,8,2.22,14,3.89,15030
15,31,252,240,95.24,3,1.19,9,3.57,15031
15,32,378,351,92.86,14,3.7,13,3.44,15032
15,33,276,253,91.67,13,4.71,10,3.62,15033
15,34,231,214,92.64,11,4.76,6,2.6,15034
15,35,308,273,88.64,21,6.82,14,4.55,15035
15,36,276,259,93.84,14,5.07,3,1.09,15036
15,37,245,235,95.92,4,1.63,6,2.45,15037
15,38,300,266,88.67,13,4.33,21,7.0,15038
15,39,328,304,92.68,12,3.66,12,3.66,15039
15,40,291,272,93.47,9,3.09,10,3.44,15040
15,41,441,404,91.61,24,5.44,13,2.95,15041
15,42,222,204,91.89,8,3.6,10,4.5,15042
15,43,273,252,92.31,13,4.76,8,2.93,15043
15,44,354,315,88.98,31,8.76,8,2.26,15044
15,45,199,179,89.95,12,6.03,8,4.02,15045
15,46,221,211,95.48,4,1.81,6,2.71,15046
15,47,335,314,93.73,14,4.18,7,2.09,15047
15,48,254,230,90.55,17,6.69,7,2.76,15048
15,49,306,272,88.89,20,6.54,14,4.58,15049
15,50,287,259,90.24,22,7.67,6,2.09,15050
15,51,226,208,92.04,9,3.98,9,3.98,15051
15,52,252,239,94.84,8,3.17,5,1.98,15052
16,1,261,242,92.72,8,3.07,11,4.21,16001
16,2,242,224,92.56,9,3.72,9,3.72,16002
16,3,302,268,88.74,18,5.96,16,5.3,16003
16,4,266,232,87.22,19,7.14,15,5.64,16004
16,5,312,290,92.95,9,2.88,13,4.17,16005
16,6,119,109,91.6,8,6.72,2,1.68,16006
16,7,318,285,89.62,23,7.23,10,3.14,16007
16,8,362,333,91.99,17,4.7,12,3.31,16008
16,9,340,310,91.18,21,6.18,9,2.65,16009
16,10,518,480,92.66,22,4.25,16,3.09,16010
16,11,399,367,91.98,23,5.76,9,2.26,16011
16,12,252,222,88.1,21,8.33,9,3.57,16012
16,13,280,234,83.57,35,12.5,11,3.93,16013
16,14,308,283,91.88,12,3.9,13,4.22,16014
16,15,365,335,91.78,11,3.01,19,5.21,16015
16,16,348,324,93.1,9,2.59,15,4.31,16016
16,17,249,203,81.53,38,15.26,8,3.21,16017
16,18,324,305,94.14,10,3.09,9,2.78,16018
16,19,392,361,92.09,15,3.83,16,4.08,16019
16,20,257,236,91.83,10,3.89,11,4.28,16020
16,21,312,258,82.69,41,13.14,13,4.17,16021
16,22,293,275,93.86,9,3.07,9,3.07,16022
16,23,327,296,90.52,29,8.87,2,0.61,16023
16,24,151,142,94.04,5,3.31,4,2.65,16024
16,25,230,217,94.35,5,2.17,8,3.48,16025
16,26,304,280,92.11,15,4.93,9,2.96,16026
16,27,291,272,93.47,9,3.09,10,3.44,16027
16,28,364,338,92.86,14,3.85,12,3.3,16028
16,29,275,251,91.27,14,5.09,10,3.64,16029
16,30,342,317,92.69,11,3.22,14,4.09,16030
16,31,350,331,94.57,9,2.57,10,2.86,16031
16,32,285,241,84.56,33,11.58,11,3.86,16032
16,33,225,210,93.33,10,4.44,5,2.22,16033
16,34,280,258,92.14,9,3.21,13,4.64,16034
16,35,381,336,88.19,33,8.66,12,3.15,16035
16,36,316,298,94.3,9,2.85,9,2.85,16036
16,37,227,212,93.39,5,2.2,10,4.41,16037
16,38,239,220,92.05,10,4.18,9,3.77,16038
16,39,359,296,82.45,47,13.09,16,4.46,16039
16,40,331,302,91.24,19,5.74,10,3.02,16040
16,41,165,150,90.91,9,5.45,6,3.64,16041
16,42,292,250,85.62,32,10.96,10,3.42,16042
16,43,376,341,90.69,14,3.72,21,5.59,16043
16,44,333,306,91.89,16,4.8,11,3.3,16044
17,1,229,214,93.45,5,2.18,10,4.37,17001
17,2,405,371,91.6,22,5.43,12,2.96,17002
17,3,260,234,90.0,12,4.62,14,5.38,17003
17,4,460,427,92.83,15,3.26,18,3.91,17004
17,5,289,272,94.12,12,4.15,5,1.73,17005
17,6,324,302,93.21,17,5.25,5,1.54,17006
17,7,445,424,95.28,14,3.15,7,1.57,17007
17,8,282,264,93.62,7,2.48,11,3.9,17008
17,9,240,231,96.25,3,1.25,6,2.5,17009
17,10,341,323,94.72,10,2.93,8,2.35,17010
17,11,403,384,95.29,8,1.99,11,2.73,17011
17,12,464,429,92.46,21,4.53,14,3.02,17012
17,13,251,226,90.04,11,4.38,14,5.58,17013
17,14,329,305,92.71,10,3.04,14,4.26,17014
17,15,395,364,92.15,15,3.8,16,4.05,17015
17,16,339,314,92.63,12,3.54,13,3.83,17016
17,17,285,269,94.39,11,3.86,5,1.75,17017
17,18,363,341,93.94,9,2.48,13,3.58,17018
17,19,161,146,90.68,3,1.86,12,7.45,17019
17,20,327,307,93.88,9,2.75,11,3.36,17020
17,21,378,344,91.01,26,6.88,8,2.12,17021
17,22,360,338,93.89,10,2.78,12,3.33,17022
17,23,243,228,93.83,11,4.53,4,1.65,17023
17,24,399,365,91.48,23,5.76,11,2.76,17024
17,25,266,257,96.62,6,2.26,3,1.13,17025
17,26,451,431,95.57,11,2.44,9,2.0,17026
17,27,469,438,93.39,19,4.05,12,2.56,17027
17,28,318,301,94.65,6,1.89,11,3.46,17028
17,29,369,344,93.22,12,3.25,13,3.52,17029
17,30,385,366,95.06,7,1.82,12,3.12,17030
17,31,319,300,94.04,11,3.45,8,2.51,17031
17,32,384,356,92.71,11,2.86,17,4.43,17032
17,33,276,256,92.75,12,4.35,8,2.9,17033
17,34,290,261,90.0,10,3.45,19,6.55,17034
17,35,212,196,92.45,11,5.19,5,2.36,17035
17,36,227,213,93.83,10,4.41,4,1.76,17036
17,37,273,245,89.74,20,7.33,8,2.93,17037
17,38,397,369,92.95,15,3.78,13,3.27,17038
17,39,294,279,94.9,7,2.38,8,2.72,17039
17,40,325,303,93.23,13,4.0,9,2.77,17040
17,41,254,241,94.88,6,2.36,7,2.76,17041
17,42,290,267,92.07,13,4.48,10,3.45,17042
17,43,332,307,92.47,10,3.01,15,4.52,17043
17,44,255,238,93.33,11,4.31,6,2.35,17044
17,45,264,246,93.18,10,3.79,8,3.03,17045
17,46,372,347,93.28,17,4.57,8,2.15,17046
17,47,213,197,92.49,9,4.23,7,3.29,17047
17,48,410,388,94.63,7,1.71,15,3.66,17048
17,49,249,236,94.78,9,3.61,4,1.61,17049
17,50,355,331,93.24,13,3.66,11,3.1,17050
17,51,431,396,91.88,23,5.34,12,2.78,17051
17,52,463,433,93.52,16,3.46,14,3.02,17052
17,53,312,285,91.35,14,4.49,13,4.17,17053
17,54,369,343,92.95,12,3.25,14,3.79,17054
17,55,303,284,93.73,7,2.31,12,3.96,17055
17,56,353,325,92.07,15,4.25,13,3.68,17056
17,57,369,347,94.04,14,3.79,8,2.17,17057
17,58,289,267,92.39,11,3.81,11,3.81,17058
17,59,207,192,92.75,6,2.9,9,4.35,17059
17,60,402,377,93.78,12,2.99,13,3.23,17060
17,61,312,298,95.51,9,2.88,5,1.6,17061
17,62,276,256,92.75,11,3.99,9,3.26,17062
17,63,331,305,92.15,10,3.02,16,4.83,17063
17,64,248,229,92.34,11,4.44,8,3.23,17064
18,1,238,214,89.92,17,7.14,7,2.94,18001
18,2,387,336,86.82,36,9.3,15,3.88,18002
18,3,314,212,67.52,85,27.07,17,5.41,18003
18,4,417,372,89.21,28,6.71,17,4.08,18004
18,5,430,400,93.02,16,3.72,14,3.26,18005
18,6,350,237,67.71,99,28.29,14,4.0,18006
18,7,390,331,84.87,43,11.03,16,4.1,18007
18,8,192,179,93.23,10,5.21,3,1.56,18008
18,9,422,375,88.86,33,7.82,14,3.32,18009
18,10,562,512,91.1,33,5.87,17,3.02,18010
18,11,393,329,83.72,48,12.21,16,4.07,18011
18,12,463,404,87.26,46,9.94,13,2.81,18012
18,13,490,427,87.14,44,8.98,19,3.88,18013
18,14,440,387,87.95,33,7.5,20,4.55,18014
18,15,244,193,79.1,42,17.21,9,3.69,18015
18,16,465,416,89.46,35,7.53,14,3.01,18016
18,17,395,339,85.82,35,8.86,21,5.32,18017
18,18,333,305,91.59,17,5.11,11,3.3,18018
18,19,442,403,91.18,23,5.2,16,3.62,18019
18,20,396,357,90.15,18,4.55,21,5.3,18020
18,21,575,505,87.83,52,9.04,18,3.13,18021
18,22,495,447,90.3,30,6.06,18,3.64,18022
18,23,371,336,90.57,19,5.12,16,4.31,18023
18,24,428,395,92.29,24,5.61,9,2.1,18024
18,25,421,392,93.11,15,3.56,14,3.33,18025
18,26,307,270,87.95,24,7.82,13,4.23,18026
18,27,458,401,87.55,39,8.52,18,3.93,18027
18,28,343,214,62.39,107,31.2,22,6.41,18028
18,29,423,341,80.61,64,15.13,18,4.26,18029
18,30,365,338,92.6,16,4.38,11,3.01,18030
18,31,431,391,90.72,23,5.34,17,3.94,18031
18,32,487,451,92.61,17,3.49,19,3.9,18032
18,33,378,350,92.59,15,3.97,13,3.44,18033
18,34,490,414,84.49,54,11.02,22,4.49,18034
18,35,494,441,89.27,38,7.69,15,3.04,18035
18,36,311,254,81.67,47,15.11,10,3.22,18036
18,37,336,305,90.77,21,6.25,10,2.98,18037
18,38,441,416,94.33,10,2.27,15,3.4,18038
18,39,414,377,91.06,26,6.28,11,2.66,18039
18,40,471,422,89.6,35,7.43,14,2.97,18040
18,41,403,284,70.47,95,23.57,24,5.96,18041
18,42,377,317,84.08,49,13.0,11,2.92,18042
18,43,367,308,83.92,51,13.9,8,2.18,18043
18,44,289,253,87.54,23,7.96,13,4.5,18044
18,45,377,336,89.12,24,6.37,17,4.51,18045
18,46,428,404,94.39,13,3.04,11,2.57,18046
18,47,429,382,89.04,33,7.69,14,3.26,18047
18,48,267,195,73.03,61,22.85,11,4.12,18048
18,49,372,342,91.94,18,4.84,12,3.23,18049
18,50,463,408,88.12,39,8.42,16,3.46,18050
18,51,505,477,94.46,16,3.17,12,2.38,18051
18,52,422,386,91.47,23,5.45,13,3.08,18052
18,53,333,308,92.49,12,3.6,13,3.9,18053
18,54,448,407,90.85,25,5.58,16,3.57,18054
18,55,382,247,64.66,116,30.37,19,4.97,18055
18,56,416,353,84.86,48,11.54,15,3.61,18056
18,57,338,299,88.46,32,9.47,7,2.07,18057
18,58,462,428,92.64,20,4.33,14,3.03,18058
18,59,331,294,88.82,23,6.95,14,4.23,18059
18,60,509,482,94.7,18,3.54,9,1.77,18060
18,61,373,352,94.37,10,2.68,11,2.95,18061
18,62,318,262,82.39,49,15.41,7,2.2,18062
19,1,456,332,72.81,107,23.46,17,3.73,19001
19,2,412,351,85.19,51,12.38,10,2.43,19002
19,3,390,228,58.46,150,38.46,12,3.08,19003
19,4,396,230,58.08,148,37.37,18,4.55,19004
19,5,484,381,78.72,84,17.36,19,3.93,19005
19,6,414,256,61.84,141,34.06,17,4.11,19006
19,7,451,303,67.18,118,26.16,30,6.65,19007
19,8,388,221,56.96,144,37.11,23,5.93,19008
19,9,338,205,60.65,114,33.73,19,5.62,19009
19,10,595,439,73.78,114,19.16,42,7.06,19010
19,11,505,278,55.05,207,40.99,20,3.96,19011
19,12,448,273,60.94,159,35.49,16,3.57,19012
19,13,379,321,84.7,37,9.76,21,5.54,19013
19,14,282,168,59.57,95,33.69,19,6.74,19014
19,15,412,229,55.58,157,38.11,26,6.31,19015
19,16,526,321,61.03,172,32.7,33,6.27,19016
19,17,458,297,64.85,127,27.73,34,7.42,19017
19,18,493,348,70.59,118,23.94,27,5.48,19018
19,19,480,345,71.88,119,24.79,16,3.33,19019
19,20,433,348,80.37,55,12.7,30,6.93,19020
19,21,345,219,63.48,107,31.01,19,5.51,19021
19,22,514,345,67.12,148,28.79,21,4.09,19022
19,23,502,334,66.53,145,28.88,23,4.58,19023
19,24,383,204,53.26,155,40.47,24,6.27,19024
19,25,511,323,63.21,154,30.14,34,6.65,19025
19,26,492,303,61.59,162,32.93,27,5.49,19026
19,27,341,249,73.02,67,19.65,25,7.33,19027
19,28,501,441,88.02,39,7.78,21,4.19,19028
19,29,363,203,55.92,130,35.81,30,8.26,19029
19,30,426,263,61.74,136,31.92,27,6.34,19030
19,31,429,264,61.54,134,31.24,31,7.23,19031
19,32,487,313,64.27,136,27.93,38,7.8,19032
19,33,495,274,55.35,196,39.6,25,5.05,19033
19,34,451,302,66.96,120,26.61,29,6.43,19034
19,35,422,321,76.07,84,19.91,17,4.03,19035
19,36,690,573,83.04,79,11.45,38,5.51,19036
19,37,475,368,77.47,82,17.26,25,5.26,19037
19,38,465,369,79.35,67,14.41,29,6.24,19038
19,39,281,259,92.17,16,5.69,6,2.14,19039
19,40,501,365,72.85,112,22.36,24,4.79,19040
19,41,357,179,50.14,153,42.86,25,7.0,19041
19,42,520,393,75.58,87,16.73,40,7.69,19042
19,43,552,488,88.41,40,7.25,24,4.35,19043
19,44,439,229,52.16,182,41.46,28,6.38,19044
19,45,468,287,61.32,147,31.41,34,7.26,19045
19,46,546,354,64.84,162,29.67,30,5.49,19046
19,47,336,272,80.95,54,16.07,10,2.98,19047
19,48,396,360,90.91,25,6.31,11,2.78,19048
19,49,556,449,80.76,82,14.75,25,4.5,19049
19,50,577,546,94.63,12,2.08,19,3.29,19050
19,51,351,200,56.98,129,36.75,22,6.27,19051
19,52,375,204,54.4,139,37.07,32,8.53,19052
19,53,437,304,69.57,109,24.94,24,5.49,19053
19,54,400,220,55.0,155,38.75,25,6.25,19054
19,55,392,228,58.16,135,34.44,29,7.4,19055
19,56,530,387,73.02,122,23.02,21,3.96,19056
19,57,525,393,74.86,111,21.14,21,4.0,19057
19,58,461,264,57.27,174,37.74,23,4.99,19058
19,59,446,263,58.97,160,35.87,23,5.16,19059
19,60,424,373,87.97,23,5.42,28,6.6,19060
19,61,556,410,73.74,119,21.4,27,4.86,19061
19,62,453,324,71.52,104,22.96,25,5.52,19062
19,63,321,277,86.29,33,10.28,11,3.43,19063
19,64,552,429,77.72,95,17.21,28,5.07,19064
19,65,332,269,81.02,47,14.16,16,4.82,19065
19,66,529,475,89.79,30,5.67,24,4.54,19066
20,1,395,364,92.15,15,3.8,16,4.05,20001
20,2,341,316,92.67,15,4.4,10,2.93,20002
20,3,324,304,93.83,11,3.4,9,2.78,20003
20,4,310,279,90.0,28,9.03,3,0.97,20004
20,5,253,230,90.91,10,3.95,13,5.14,20005
20,6,484,450,92.98,17,3.51,17,3.51,20006
20,7,134,124,92.54,4,2.99,6,4.48,20007
20,8,106,86,81.13,18,16.98,2,1.89,20008
20,9,408,366,89.71,28,6.86,14,3.43,20009
20,10,328,306,93.29,11,3.35,11,3.35,20010
20,11,287,278,96.86,7,2.44,2,0.7,20011
20,12,218,203,93.12,7,3.21,8,3.67,20012
20,13,212,197,92.92,10,4.72,5,2.36,20013
20,14,507,481,94.87,19,3.75,7,1.38,20014
20,15,319,282,88.4,30,9.4,7,2.19,20015
20,16,457,405,88.62,32,7.0,20,4.38,20016
20,17,290,265,91.38,19,6.55,6,2.07,20017
20,18,286,262,91.61,11,3.85,13,4.55,20018
20,19,304,281,92.43,11,3.62,12,3.95,20019
20,20,233,224,96.14,3,1.29,6,2.58,20020
20,21,190,156,82.11,25,13.16,9,4.74,20021
20,22,489,436,89.16,37,7.57,16,3.27,20022
20,23,502,467,93.03,18,3.59,17,3.39,20023
20,24,433,393,90.76,21,4.85,19,4.39,20024
