ward,precinct,total,SUSANA A. MENDOZA,SUSANA A. MENDOZA Percent,precinct_id
45,41,234,234,100.0,45041
45,42,272,272,100.0,45042
45,43,259,259,100.0,45043
45,44,249,249,100.0,45044
45,45,174,174,100.0,45045
45,46,166,166,100.0,45046
45,47,192,192,100.0,45047
45,48,179,179,100.0,45048
46,1,213,213,100.0,46001
46,2,194,194,100.0,46002
46,3,263,263,100.0,46003
46,4,241,241,100.0,46004
46,5,178,178,100.0,46005
46,6,189,189,100.0,46006
46,7,321,321,100.0,46007
46,8,170,170,100.0,46008
46,9,212,212,100.0,46009
46,10,184,184,100.0,46010
46,11,207,207,100.0,46011
46,12,213,213,100.0,46012
46,13,190,190,100.0,46013
46,14,271,271,100.0,46014
46,15,210,210,100.0,46015
46,16,219,219,100.0,46016
46,17,278,278,100.0,46017
46,18,191,191,100.0,46018
46,19,165,165,100.0,46019
46,20,222,222,100.0,46020
46,21,147,147,100.0,46021
46,22,167,167,100.0,46022
46,23,179,179,100.0,46023
46,24,233,233,100.0,46024
46,25,197,197,100.0,46025
46,26,182,182,100.0,46026
46,27,188,188,100.0,46027
46,28,255,255,100.0,46028
46,29,189,189,100.0,46029
46,30,213,213,100.0,46030
46,31,170,170,100.0,46031
46,32,248,248,100.0,46032
46,33,255,255,100.0,46033
46,34,212,212,100.0,46034
46,35,243,243,100.0,46035
46,36,211,211,100.0,46036
46,37,158,158,100.0,46037
46,38,182,182,100.0,46038
46,39,183,183,100.0,46039
46,40,217,217,100.0,46040
47,1,94,94,100.0,47001
47,2,267,267,100.0,47002
47,3,303,303,100.0,47003
47,4,239,239,100.0,47004
47,5,216,216,100.0,47005
47,6,192,192,100.0,47006
47,7,172,172,100.0,47007
47,8,236,236,100.0,47008
47,9,154,154,100.0,47009
47,10,230,230,100.0,47010
47,11,144,144,100.0,47011
47,12,236,236,100.0,47012
47,13,230,230,100.0,47013
47,14,211,211,100.0,47014
47,15,233,233,100.0,47015
47,16,248,248,100.0,47016
47,17,193,193,100.0,47017
47,18,182,182,100.0,47018
47,19,219,219,100.0,47019
47,20,237,237,100.0,47020
47,21,200,200,100.0,47021
47,22,272,272,100.0,47022
47,23,197,197,100.0,47023
47,24,169,169,100.0,47024
47,25,188,188,100.0,47025
47,26,214,214,100.0,47026
47,27,185,185,100.0,47027
47,28,249,249,100.0,47028
47,29,216,216,100.0,47029
47,30,227,227,100.0,47030
47,31,197,197,100.0,47031
47,32,238,238,100.0,47032
47,33,178,178,100.0,47033
47,34,261,261,100.0,47034
47,35,182,182,100.0,47035
47,36,248,248,100.0,47036
47,37,240,240,100.0,47037
47,38,199,199,100.0,47038
47,39,233,233,100.0,47039
47,40,249,249,100.0,47040
47,41,234,234,100.0,47041
47,42,178,178,100.0,47042
47,43,174,174,100.0,47043
47,44,204,204,100.0,47044
47,45,232,232,100.0,47045
47,46,206,206,100.0,47046
47,47,193,193,100.0,47047
47,48,33,33,100.0,47048
48,1,171,171,100.0,48001
48,2,101,101,100.0,48002
48,3,206,206,100.0,48003
48,4,182,182,100.0,48004
48,5,161,161,100.0,48005
48,6,218,218,100.0,48006
48,7,178,178,100.0,48007
48,8,138,138,100.0,48008
48,9,171,171,100.0,48009
48,10,270,270,100.0,48010
48,11,192,192,100.0,48011
48,12,234,234,100.0,48012
48,13,309,309,100.0,48013
48,14,153,153,100.0,48014
48,15,143,143,100.0,48015
48,16,204,204,100.0,48016
48,17,225,225,100.0,48017
48,18,210,210,100.0,48018
48,19,147,147,100.0,48019
48,20,232,232,100.0,48020
48,21,250,250,100.0,48021
48,22,278,278,100.0,48022
48,23,306,306,100.0,48023
48,24,224,224,100.0,48024
48,25,218,218,100.0,48025
48,26,109,109,100.0,48026
48,27,167,167,100.0,48027
48,28,282,282,100.0,48028
48,29,187,187,100.0,48029
48,30,195,195,100.0,48030
48,31,250,250,100.0,48031
48,32,165,165,100.0,48032
48,33,186,186,100.0,48033
48,34,184,184,100.0,48034
48,35,170,170,100.0,48035
48,36,183,183,100.0,48036
48,37,196,196,100.0,48037
48,38,265,265,100.0,48038
48,39,195,195,100.0,48039
48,40,176,176,100.0,48040
48,41,197,197,100.0,48041
48,42,221,221,100.0,48042
48,43,227,227,100.0,48043
48,44,220,220,100.0,48044
48,45,140,140,100.0,48045
48,46,166,166,100.0,48046
49,1,127,127,100.0,49001
49,2,156,156,100.0,49002
49,3,255,255,100.0,49003
49,4,258,258,100.0,49004
49,5,244,244,100.0,49005
49,6,182,182,100.0,49006
49,7,192,192,100.0,49007
49,8,176,176,100.0,49008
49,9,210,210,100.0,49009
49,10,224,224,100.0,49010
49,11,261,261,100.0,49011
49,12,245,245,100.0,49012
49,13,263,263,100.0,49013
49,14,215,215,100.0,49014
49,15,161,161,100.0,49015
49,16,254,254,100.0,49016
49,17,198,198,100.0,49017
49,18,264,264,100.0,49018
49,19,186,186,100.0,49019
49,20,318,318,100.0,49020
49,21,147,147,100.0,49021
49,22,272,272,100.0,49022
49,23,233,233,100.0,49023
49,24,169,169,100.0,49024
49,25,261,261,100.0,49025
49,26,244,244,100.0,49026
49,27,227,227,100.0,49027
49,28,258,258,100.0,49028
49,29,235,235,100.0,49029
49,30,218,218,100.0,49030
49,31,183,183,100.0,49031
49,32,241,241,100.0,49032
49,33,178,178,100.0,49033
50,1,189,189,100.0,50001
50,2,116,116,100.0,50002
50,3,184,184,100.0,50003
50,4,208,208,100.0,50004
50,5,146,146,100.0,50005
50,6,210,210,100.0,50006
50,7,273,273,100.0,50007
50,8,153,153,100.0,50008
50,9,162,162,100.0,50009
50,10,148,148,100.0,50010
50,11,105,105,100.0,50011
50,12,104,104,100.0,50012
50,13,150,150,100.0,50013
50,14,66,66,100.0,50014
50,15,244,244,100.0,50015
50,16,70,70,100.0,50016
50,17,135,135,100.0,50017
50,18,47,47,100.0,50018
50,19,124,124,100.0,50019
50,20,183,183,100.0,50020
50,21,120,120,100.0,50021
50,22,120,120,100.0,50022
50,23,123,123,100.0,50023
50,24,140,140,100.0,50024
50,25,163,163,100.0,50025
50,26,161,161,100.0,50026
50,27,70,70,100.0,50027
50,28,204,204,100.0,50028
50,29,131,131,100.0,50029
50,30,130,130,100.0,50030
50,31,180,180,100.0,50031
50,32,174,174,100.0,50032
50,33,129,129,100.0,50033
50,34,217,217,100.0,50034
50,35,220,220,100.0,50035
50,36,176,176,100.0,50036
50,37,188,188,100.0,50037
50,38,133,133,100.0,50038
50,39,104,104,100.0,50039
50,40,180,180,100.0,50040
