ward,precinct,total,Leslie Geissler Munger,Leslie Geissler Munger Percent,Susana Mendoza,Susana Mendoza Percent,Claire Ball,Claire Ball Percent,Tim Curtin,Tim Curtin Percent,precinct_id
10,8,391,12,3.07,355,90.79,13,3.32,11,2.81,10008
10,9,441,145,32.88,265,60.09,13,2.95,18,4.08,10009
10,10,479,108,22.55,341,71.19,14,2.92,16,3.34,10010
10,11,570,73,12.81,471,82.63,11,1.93,15,2.63,10011
10,12,340,80,23.53,238,70.0,13,3.82,9,2.65,10012
10,13,528,42,7.95,458,86.74,17,3.22,11,2.08,10013
10,14,593,117,19.73,437,73.69,22,3.71,17,2.87,10014
10,15,862,37,4.29,794,92.11,13,1.51,18,2.09,10015
10,16,373,72,19.3,262,70.24,17,4.56,22,5.9,10016
10,17,586,196,33.45,348,59.39,21,3.58,21,3.58,10017
10,18,328,24,7.32,292,89.02,3,0.91,9,2.74,10018
10,19,498,119,23.9,337,67.67,24,4.82,18,3.61,10019
10,20,483,110,22.77,347,71.84,10,2.07,16,3.31,10020
10,21,485,85,17.53,373,76.91,7,1.44,20,4.12,10021
10,22,298,33,11.07,255,85.57,1,0.34,9,3.02,10022
10,23,443,53,11.96,356,80.36,18,4.06,16,3.61,10023
10,24,480,193,40.21,258,53.75,18,3.75,11,2.29,10024
10,25,153,14,9.15,133,86.93,3,1.96,3,1.96,10025
10,26,385,42,10.91,320,83.12,13,3.38,10,2.6,10026
10,27,510,37,7.25,441,86.47,17,3.33,15,2.94,10027
10,28,522,74,14.18,412,78.93,17,3.26,19,3.64,10028
10,29,451,74,16.41,351,77.83,11,2.44,15,3.33,10029
10,30,449,38,8.46,383,85.3,16,3.56,12,2.67,10030
10,31,358,45,12.57,294,82.12,10,2.79,9,2.51,10031
10,32,458,97,21.18,336,73.36,11,2.4,14,3.06,10032
10,33,355,38,10.7,294,82.82,12,3.38,11,3.1,10033
10,34,358,24,6.7,319,89.11,13,3.63,2,0.56,10034
10,35,491,152,30.96,308,62.73,11,2.24,20,4.07,10035
10,36,107,10,9.35,93,86.92,4,3.74,0,0.0,10036
11,1,531,133,25.05,337,63.47,31,5.84,30,5.65,11001
11,2,80,14,17.5,60,75.0,2,2.5,4,5.0,11002
11,3,497,56,11.27,370,74.45,26,5.23,45,9.05,11003
11,4,460,86,18.7,324,70.43,15,3.26,35,7.61,11004
11,5,672,111,16.52,475,70.68,39,5.8,47,6.99,11005
11,6,770,204,26.49,508,65.97,32,4.16,26,3.38,11006
11,7,885,145,16.38,688,77.74,24,2.71,28,3.16,11007
11,8,494,96,19.43,359,72.67,11,2.23,28,5.67,11008
11,9,448,101,22.54,303,67.63,15,3.35,29,6.47,11009
11,10,452,106,23.45,310,68.58,19,4.2,17,3.76,11010
11,11,573,180,31.41,345,60.21,23,4.01,25,4.36,11011
11,12,687,216,31.44,408,59.39,27,3.93,36,5.24,11012
11,13,632,223,35.28,364,57.59,24,3.8,21,3.32,11013
11,14,267,109,40.82,142,53.18,9,3.37,7,2.62,11014
11,15,188,39,20.74,135,71.81,5,2.66,9,4.79,11015
11,16,379,136,35.88,210,55.41,12,3.17,21,5.54,11016
11,17,605,127,20.99,409,67.6,29,4.79,40,6.61,11017
11,18,423,112,26.48,284,67.14,14,3.31,13,3.07,11018
11,19,668,136,20.36,454,67.96,31,4.64,47,7.04,11019
11,20,361,97,26.87,238,65.93,14,3.88,12,3.32,11020
11,21,644,177,27.48,417,64.75,20,3.11,30,4.66,11021
11,22,648,175,27.01,419,64.66,20,3.09,34,5.25,11022
11,23,296,97,32.77,179,60.47,13,4.39,7,2.36,11023
11,24,569,149,26.19,387,68.01,19,3.34,14,2.46,11024
11,25,600,169,28.17,389,64.83,12,2.0,30,5.0,11025
11,26,602,172,28.57,368,61.13,24,3.99,38,6.31,11026
11,27,201,42,20.9,143,71.14,8,3.98,8,3.98,11027
11,28,257,78,30.35,164,63.81,7,2.72,8,3.11,11028
11,29,587,191,32.54,360,61.33,21,3.58,15,2.56,11029
11,30,264,81,30.68,165,62.5,12,4.55,6,2.27,11030
11,31,510,179,35.1,296,58.04,19,3.73,16,3.14,11031
11,32,269,89,33.09,161,59.85,12,4.46,7,2.6,11032
11,33,619,167,26.98,404,65.27,24,3.88,24,3.88,11033
11,34,166,55,33.13,97,58.43,5,3.01,9,5.42,11034
11,35,112,30,26.79,77,68.75,1,0.89,4,3.57,11035
11,36,238,57,23.95,169,71.01,6,2.52,6,2.52,11036
11,37,158,39,24.68,107,67.72,7,4.43,5,3.16,11037
11,38,258,33,12.79,191,74.03,15,5.81,19,7.36,11038
12,1,488,65,13.32,371,76.02,26,5.33,26,5.33,12001
12,2,409,49,11.98,329,80.44,16,3.91,15,3.67,12002
12,3,600,102,17.0,432,72.0,30,5.0,36,6.0,12003
12,4,485,83,17.11,351,72.37,22,4.54,29,5.98,12004
12,5,415,86,20.72,287,69.16,22,5.3,20,4.82,12005
12,6,484,70,14.46,375,77.48,16,3.31,23,4.75,12006
12,7,490,29,5.92,408,83.27,15,3.06,38,7.76,12007
12,8,497,83,16.7,361,72.64,27,5.43,26,5.23,12008
12,9,411,71,17.27,303,73.72,12,2.92,25,6.08,12009
12,10,552,27,4.89,458,82.97,23,4.17,44,7.97,12010
12,11,496,40,8.06,407,82.06,23,4.64,26,5.24,12011
12,12,507,78,15.38,387,76.33,17,3.35,25,4.93,12012
12,13,510,62,12.16,398,78.04,19,3.73,31,6.08,12013
12,14,454,27,5.95,395,87.0,14,3.08,18,3.96,12014
12,15,440,41,9.32,361,82.05,21,4.77,17,3.86,12015
12,16,473,43,9.09,392,82.88,21,4.44,17,3.59,12016
12,17,534,74,13.86,419,78.46,15,2.81,26,4.87,12017
12,18,438,41,9.36,349,79.68,22,5.02,26,5.94,12018
12,19,487,73,14.99,378,77.62,19,3.9,17,3.49,12019
12,20,597,65,10.89,492,82.41,16,2.68,24,4.02,12020
12,21,512,67,13.09,401,78.32,22,4.3,22,4.3,12021
12,22,460,23,5.0,394,85.65,13,2.83,30,6.52,12022
12,23,488,86,17.62,355,72.75,25,5.12,22,4.51,12023
13,1,353,93,26.35,239,67.71,10,2.83,11,3.12,13001
13,2,343,129,37.61,195,56.85,12,3.5,7,2.04,13002
13,3,339,49,14.45,268,79.06,8,2.36,14,4.13,13003
13,4,438,145,33.11,267,60.96,10,2.28,16,3.65,13004
13,5,492,83,16.87,387,78.66,11,2.24,11,2.24,13005
13,6,384,153,39.84,213,55.47,9,2.34,9,2.34,13006
13,7,352,45,12.78,290,82.39,10,2.84,7,1.99,13007
13,8,334,128,38.32,188,56.29,7,2.1,11,3.29,13008
13,9,431,83,19.26,330,76.57,5,1.16,13,3.02,13009
13,10,359,172,47.91,167,46.52,10,2.79,10,2.79,13010
13,11,428,121,28.27,282,65.89,16,3.74,9,2.1,13011
13,12,380,77,20.26,277,72.89,11,2.89,15,3.95,13012
13,13,395,60,15.19,315,79.75,9,2.28,11,2.78,13013
13,14,423,76,17.97,320,75.65,17,4.02,10,2.36,13014
13,15,631,81,12.84,507,80.35,27,4.28,16,2.54,13015
13,16,320,41,12.81,259,80.94,5,1.56,15,4.69,13016
13,17,396,120,30.3,242,61.11,20,5.05,14,3.54,13017
13,18,342,128,37.43,188,54.97,12,3.51,14,4.09,13018
13,19,521,34,6.53,461,88.48,15,2.88,11,2.11,13019
13,20,273,103,37.73,156,57.14,5,1.83,9,3.3,13020
13,21,464,189,40.73,253,54.53,12,2.59,10,2.16,13021
13,22,441,167,37.87,247,56.01,17,3.85,10,2.27,13022
13,23,360,53,14.72,281,78.06,17,4.72,9,2.5,13023
13,24,397,74,18.64,303,76.32,11,2.77,9,2.27,13024
13,25,435,86,19.77,321,73.79,10,2.3,18,4.14,13025
13,26,440,96,21.82,311,70.68,14,3.18,19,4.32,13026
13,27,387,78,20.16,273,70.54,24,6.2,12,3.1,13027
13,28,324,46,14.2,257,79.32,13,4.01,8,2.47,13028
13,29,369,76,20.6,282,76.42,7,1.9,4,1.08,13029
13,30,331,25,7.55,287,86.71,8,2.42,11,3.32,13030
13,31,437,152,34.78,258,59.04,14,3.2,13,2.97,13031
13,32,356,132,37.08,206,57.87,8,2.25,10,2.81,13032
13,33,376,134,35.64,213,56.65,9,2.39,20,5.32,13033
13,34,465,45,9.68,396,85.16,17,3.66,7,1.51,13034
13,35,371,46,12.4,303,81.67,9,2.43,13,3.5,13035
13,36,265,34,12.83,215,81.13,6,2.26,10,3.77,13036
13,37,464,64,13.79,371,79.96,15,3.23,14,3.02,13037
13,38,361,135,37.4,206,57.06,10,2.77,10,2.77,13038
13,39,426,61,14.32,333,78.17,15,3.52,17,3.99,13039
13,40,342,66,19.3,261,76.32,8,2.34,7,2.05,13040
13,41,485,39,8.04,418,86.19,14,2.89,14,2.89,13041
13,42,395,174,44.05,198,50.13,10,2.53,13,3.29,13042
13,43,429,77,17.95,316,73.66,13,3.03,23,5.36,13043
13,44,452,51,11.28,381,84.29,11,2.43,9,1.99,13044
13,45,457,101,22.1,325,71.12,16,3.5,15,3.28,13045
13,46,527,54,10.25,449,85.2,10,1.9,14,2.66,13046
13,47,496,51,10.28,424,85.48,14,2.82,7,1.41,13047
13,48,367,120,32.7,221,60.22,12,3.27,14,3.81,13048
14,1,495,218,44.04,247,49.9,12,2.42,18,3.64,14001
14,2,604,104,17.22,455,75.33,17,2.81,28,4.64,14002
14,3,521,38,7.29,452,86.76,16,3.07,15,2.88,14003
14,4,438,176,40.18,232,52.97,15,3.42,15,3.42,14004
14,5,661,52,7.87,578,87.44,17,2.57,14,2.12,14005
14,6,236,18,7.63,204,86.44,4,1.69,10,4.24,14006
14,7,570,70,12.28,457,80.18,23,4.04,20,3.51,14007
14,8,544,86,15.81,414,76.1,18,3.31,26,4.78,14008
14,9,521,171,32.82,312,59.88,19,3.65,19,3.65,14009
14,10,326,66,20.25,233,71.47,10,3.07,17,5.21,14010
14,11,291,16,5.5,258,88.66,7,2.41,10,3.44,14011
14,12,481,96,19.96,364,75.68,9,1.87,12,2.49,14012
14,13,380,45,11.84,317,83.42,11,2.89,7,1.84,14013
14,14,467,36,7.71,403,86.3,16,3.43,12,2.57,14014
14,15,532,33,6.2,472,88.72,14,2.63,13,2.44,14015
14,16,341,50,14.66,256,75.07,19,5.57,16,4.69,14016
14,17,395,42,10.63,325,82.28,11,2.78,17,4.3,14017
14,18,192,55,28.65,132,68.75,1,0.52,4,2.08,14018
14,19,467,40,8.57,393,84.15,18,3.85,16,3.43,14019
14,20,329,48,14.59,260,79.03,10,3.04,11,3.34,14020
14,21,437,48,10.98,360,82.38,10,2.29,19,4.35,14021
14,22,598,140,23.41,394,65.89,33,5.52,31,5.18,14022
14,23,363,95,26.17,239,65.84,21,5.79,8,2.2,14023
14,24,521,208,39.92,272,52.21,22,4.22,19,3.65,14024
14,25,297,32,10.77,242,81.48,12,4.04,11,3.7,14025
14,26,351,32,9.12,290,82.62,13,3.7,16,4.56,14026
14,27,469,71,15.14,357,76.12,16,3.41,25,5.33,14027
14,28,354,55,15.54,280,79.1,10,2.82,9,2.54,14028
14,29,411,31,7.54,356,86.62,11,2.68,13,3.16,14029
14,30,270,13,4.81,238,88.15,9,3.33,10,3.7,14030
14,31,269,24,8.92,230,85.5,5,1.86,10,3.72,14031
15,1,451,36,7.98,377,83.59,20,4.43,18,3.99,15001
15,2,327,14,4.28,293,89.6,9,2.75,11,3.36,15002
15,3,345,17,4.93,313,90.72,7,2.03,8,2.32,15003
15,4,457,41,8.97,372,81.4,20,4.38,24,5.25,15004
15,5,451,50,11.09,377,83.59,14,3.1,10,2.22,15005
15,6,509,67,13.16,408,80.16,22,4.32,12,2.36,15006
15,7,357,9,2.52,330,92.44,11,3.08,7,1.96,15007
15,8,418,35,8.37,350,83.73,14,3.35,19,4.55,15008
15,9,588,62,10.54,480,81.63,24,4.08,22,3.74,15009
15,10,641,101,15.76,489,76.29,21,3.28,30,4.68,15010
15,11,561,52,9.27,466,83.07,20,3.57,23,4.1,15011
15,12,554,68,12.27,447,80.69,23,4.15,16,2.89,15012
15,13,447,35,7.83,378,84.56,19,4.25,15,3.36,15013
15,14,432,33,7.64,369,85.42,13,3.01,17,3.94,15014
15,15,421,35,8.31,363,86.22,12,2.85,11,2.61,15015
15,16,494,42,8.5,426,86.23,12,2.43,14,2.83,15016
15,17,337,21,6.23,304,90.21,8,2.37,4,1.19,15017
15,18,358,12,3.35,323,90.22,16,4.47,7,1.96,15018
15,19,404,37,9.16,331,81.93,20,4.95,16,3.96,15019
15,20,303,12,3.96,278,91.75,9,2.97,4,1.32,15020
15,21,308,11,3.57,285,92.53,7,2.27,5,1.62,15021
15,22,388,10,2.58,364,93.81,9,2.32,5,1.29,15022
15,23,394,19,4.82,358,90.86,13,3.3,4,1.02,15023
15,24,384,11,2.86,353,91.93,14,3.65,6,1.56,15024
16,1,520,66,12.69,425,81.73,15,2.88,14,2.69,16001
16,2,441,20,4.54,401,90.93,8,1.81,12,2.72,16002
16,3,364,19,5.22,327,89.84,9,2.47,9,2.47,16003
16,4,398,16,4.02,359,90.2,8,2.01,15,3.77,16004
16,5,350,9,2.57,316,90.29,17,4.86,8,2.29,16005
16,6,397,19,4.79,356,89.67,15,3.78,7,1.76,16006
16,7,388,22,5.67,338,87.11,14,3.61,14,3.61,16007
16,8,302,14,4.64,277,91.72,7,2.32,4,1.32,16008
16,9,442,23,5.2,383,86.65,14,3.17,22,4.98,16009
16,10,387,25,6.46,340,87.86,15,3.88,7,1.81,16010
16,11,421,12,2.85,388,92.16,10,2.38,11,2.61,16011
16,12,367,17,4.63,320,87.19,14,3.81,16,4.36,16012
16,13,464,24,5.17,411,88.58,12,2.59,17,3.66,16013
16,14,380,16,4.21,336,88.42,16,4.21,12,3.16,16014
16,15,434,22,5.07,387,89.17,14,3.23,11,2.53,16015
16,16,394,23,5.84,344,87.31,17,4.31,10,2.54,16016
16,17,492,28,5.69,435,88.41,12,2.44,17,3.46,16017
16,18,393,20,5.09,348,88.55,9,2.29,16,4.07,16018
16,19,387,26,6.72,337,87.08,14,3.62,10,2.58,16019
16,20,365,10,2.74,336,92.05,14,3.84,5,1.37,16020
16,21,350,13,3.71,312,89.14,13,3.71,12,3.43,16021
16,22,405,15,3.7,369,91.11,13,3.21,8,1.98,16022
16,23,457,36,7.88,390,85.34,13,2.84,18,3.94,16023
16,24,242,15,6.2,205,84.71,11,4.55,11,4.55,16024
16,25,431,22,5.1,382,88.63,9,2.09,18,4.18,16025
16,26,357,14,3.92,319,89.36,17,4.76,7,1.96,16026
16,27,376,33,8.78,321,85.37,15,3.99,7,1.86,16027
16,28,372,12,3.23,337,90.59,10,2.69,13,3.49,16028
16,29,386,16,4.15,356,92.23,9,2.33,5,1.3,16029
16,30,386,18,4.66,349,90.41,10,2.59,9,2.33,16030
16,31,411,31,7.54,362,88.08,9,2.19,9,2.19,16031
16,32,487,33,6.78,431,88.5,10,2.05,13,2.67,16032
16,33,390,13,3.33,360,92.31,10,2.56,7,1.79,16033
16,34,371,21,5.66,334,90.03,11,2.96,5,1.35,16034
16,35,496,27,5.44,443,89.31,15,3.02,11,2.22,16035
16,36,308,14,4.55,273,88.64,17,5.52,4,1.3,16036
17,1,436,47,10.78,359,82.34,17,3.9,13,2.98,17001
17,2,438,15,3.42,399,91.1,16,3.65,8,1.83,17002
17,3,491,23,4.68,432,87.98,19,3.87,17,3.46,17003
17,4,611,32,5.24,540,88.38,25,4.09,14,2.29,17004
17,5,377,13,3.45,341,90.45,13,3.45,10,2.65,17005
17,6,439,24,5.47,393,89.52,13,2.96,9,2.05,17006
17,7,443,29,6.55,390,88.04,11,2.48,13,2.93,17007
17,8,453,25,5.52,410,90.51,10,2.21,8,1.77,17008
17,9,364,15,4.12,331,90.93,9,2.47,9,2.47,17009
17,10,590,38,6.44,520,88.14,13,2.2,19,3.22,17010
17,11,409,18,4.4,365,89.24,10,2.44,16,3.91,17011
17,12,607,37,6.1,528,86.99,14,2.31,28,4.61,17012
17,13,410,18,4.39,373,90.98,11,2.68,8,1.95,17013
17,14,503,28,5.57,445,88.47,16,3.18,14,2.78,17014
17,15,540,22,4.07,489,90.56,12,2.22,17,3.15,17015
17,16,474,34,7.17,406,85.65,14,2.95,20,4.22,17016
17,17,443,34,7.67,390,88.04,9,2.03,10,2.26,17017
17,18,463,16,3.46,424,91.58,12,2.59,11,2.38,17018
17,19,317,17,5.36,280,88.33,8,2.52,12,3.79,17019
17,20,539,23,4.27,488,90.54,18,3.34,10,1.86,17020
17,21,499,29,5.81,449,89.98,9,1.8,12,2.4,17021
17,22,422,19,4.5,380,90.05,13,3.08,10,2.37,17022
17,23,300,18,6.0,269,89.67,8,2.67,5,1.67,17023
17,24,489,25,5.11,435,88.96,19,3.89,10,2.04,17024
17,25,368,17,4.62,339,92.12,9,2.45,3,0.82,17025
17,26,530,21,3.96,488,92.08,14,2.64,7,1.32,17026
17,27,450,21,4.67,412,91.56,10,2.22,7,1.56,17027
17,28,367,18,4.9,328,89.37,15,4.09,6,1.63,17028
17,29,454,23,5.07,405,89.21,12,2.64,14,3.08,17029
17,30,429,45,10.49,356,82.98,9,2.1,19,4.43,17030
17,31,329,12,3.65,306,93.01,8,2.43,3,0.91,17031
17,32,421,15,3.56,389,92.4,11,2.61,6,1.43,17032
17,33,342,61,17.84,262,76.61,6,1.75,13,3.8,17033
17,34,363,36,9.92,310,85.4,7,1.93,10,2.75,17034
17,35,394,18,4.57,356,90.36,19,4.82,1,0.25,17035
17,36,467,19,4.07,426,91.22,14,3.0,8,1.71,17036
17,37,400,54,13.5,329,82.25,11,2.75,6,1.5,17037
17,38,499,26,5.21,443,88.78,15,3.01,15,3.01,17038
17,39,470,12,2.55,431,91.7,13,2.77,14,2.98,17039
17,40,456,34,7.46,396,86.84,13,2.85,13,2.85,17040
17,41,524,30,5.73,468,89.31,16,3.05,10,1.91,17041
18,1,440,27,6.14,388,88.18,12,2.73,13,2.95,18001
18,2,461,75,16.27,366,79.39,17,3.69,3,0.65,18002
18,3,412,103,25.0,282,68.45,14,3.4,13,3.16,18003
18,4,474,35,7.38,420,88.61,10,2.11,9,1.9,18004
18,5,343,13,3.79,312,90.96,11,3.21,7,2.04,18005
18,6,426,123,28.87,272,63.85,14,3.29,17,3.99,18006
18,7,498,55,11.04,417,83.73,12,2.41,14,2.81,18007
18,8,452,33,7.3,408,90.27,7,1.55,4,0.88,18008
18,9,428,44,10.28,365,85.28,11,2.57,8,1.87,18009
18,10,554,34,6.14,493,88.99,14,2.53,13,2.35,18010
18,11,395,61,15.44,322,81.52,6,1.52,6,1.52,18011
18,12,438,27,6.16,391,89.27,7,1.6,13,2.97,18012
18,13,486,34,7.0,425,87.45,13,2.67,14,2.88,18013
18,14,461,23,4.99,416,90.24,12,2.6,10,2.17,18014
18,15,533,74,13.88,417,78.24,23,4.32,19,3.56,18015
18,16,427,30,7.03,376,88.06,9,2.11,12,2.81,18016
18,17,475,39,8.21,406,85.47,15,3.16,15,3.16,18017
18,18,362,23,6.35,325,89.78,5,1.38,9,2.49,18018
18,19,432,21,4.86,392,90.74,10,2.31,9,2.08,18019
18,20,376,17,4.52,345,91.76,7,1.86,7,1.86,18020
18,21,552,50,9.06,469,84.96,20,3.62,13,2.36,18021
18,22,478,24,5.02,436,91.21,11,2.3,7,1.46,18022
18,23,435,30,6.9,378,86.9,14,3.22,13,2.99,18023
18,24,460,91,19.78,322,70.0,25,5.43,22,4.78,18024
18,25,491,97,19.76,358,72.91,14,2.85,22,4.48,18025
18,26,520,46,8.85,455,87.5,11,2.12,8,1.54,18026
18,27,376,29,7.71,315,83.78,17,4.52,15,3.99,18027
18,28,452,119,26.33,306,67.7,16,3.54,11,2.43,18028
18,29,490,72,14.69,400,81.63,6,1.22,12,2.45,18029
18,30,534,134,25.09,369,69.1,10,1.87,21,3.93,18030
18,31,483,29,6.0,435,90.06,11,2.28,8,1.66,18031
18,32,473,23,4.86,427,90.27,12,2.54,11,2.33,18032
18,33,362,16,4.42,328,90.61,10,2.76,8,2.21,18033
18,34,508,51,10.04,430,84.65,11,2.17,16,3.15,18034
18,35,475,35,7.37,416,87.58,9,1.89,15,3.16,18035
18,36,490,68,13.88,386,78.78,12,2.45,24,4.9,18036
18,37,499,33,6.61,446,89.38,11,2.2,9,1.8,18037
18,38,413,24,5.81,373,90.31,8,1.94,8,1.94,18038
18,39,412,23,5.58,374,90.78,5,1.21,10,2.43,18039
18,40,543,81,14.92,435,80.11,15,2.76,12,2.21,18040
18,41,516,26,5.04,464,89.92,16,3.1,10,1.94,18041
18,42,440,23,5.23,378,85.91,25,5.68,14,3.18,18042
18,43,375,83,22.13,258,68.8,11,2.93,23,6.13,18043
18,44,417,109,26.14,291,69.78,7,1.68,10,2.4,18044
18,45,471,41,8.7,413,87.69,10,2.12,7,1.49,18045
18,46,506,101,19.96,366,72.33,17,3.36,22,4.35,18046
18,47,390,25,6.41,342,87.69,13,3.33,10,2.56,18047
18,48,371,16,4.31,336,90.57,8,2.16,11,2.96,18048
18,49,321,13,4.05,286,89.1,5,1.56,17,5.3,18049
18,50,392,24,6.12,355,90.56,5,1.28,8,2.04,18050
19,1,444,193,43.47,220,49.55,20,4.5,11,2.48,19001
19,2,618,118,19.09,463,74.92,17,2.75,20,3.24,19002
19,3,403,224,55.58,160,39.7,12,2.98,7,1.74,19003
19,4,562,289,51.42,242,43.06,16,2.85,15,2.67,19004
19,5,514,156,30.35,333,64.79,12,2.33,13,2.53,19005
19,6,514,266,51.75,213,41.44,19,3.7,16,3.11,19006
19,7,468,183,39.1,249,53.21,24,5.13,12,2.56,19007
19,8,560,289,51.61,231,41.25,17,3.04,23,4.11,19008
19,9,387,171,44.19,200,51.68,8,2.07,8,2.07,19009
19,10,582,192,32.99,355,61.0,15,2.58,20,3.44,19010
19,11,505,303,60.0,176,34.85,12,2.38,14,2.77,19011
19,12,431,236,54.76,162,37.59,17,3.94,16,3.71,19012
19,13,589,62,10.53,492,83.53,20,3.4,15,2.55,19013
19,14,542,149,27.49,351,64.76,20,3.69,22,4.06,19014
19,15,664,348,52.41,260,39.16,13,1.96,43,6.48,19015
19,16,518,273,52.7,217,41.89,16,3.09,12,2.32,19016
19,17,461,200,43.38,233,50.54,20,4.34,8,1.74,19017
19,18,453,155,34.22,279,61.59,12,2.65,7,1.55,19018
19,19,617,203,32.9,378,61.26,17,2.76,19,3.08,19019
19,20,423,58,13.71,337,79.67,12,2.84,16,3.78,19020
19,21,526,262,49.81,227,43.16,16,3.04,21,3.99,19021
19,22,508,186,36.61,298,58.66,14,2.76,10,1.97,19022
19,23,490,226,46.12,240,48.98,14,2.86,10,2.04,19023
19,24,370,209,56.49,141,38.11,8,2.16,12,3.24,19024
19,25,463,199,42.98,245,52.92,8,1.73,11,2.38,19025
19,26,520,235,45.19,264,50.77,16,3.08,5,0.96,19026
19,27,482,85,17.63,362,75.1,18,3.73,17,3.53,19027
19,28,565,56,9.91,470,83.19,16,2.83,23,4.07,19028
19,29,536,280,52.24,211,39.37,21,3.92,24,4.48,19029
19,30,465,246,52.9,183,39.35,16,3.44,20,4.3,19030
19,31,446,172,38.57,243,54.48,14,3.14,17,3.81,19031
19,32,440,190,43.18,213,48.41,18,4.09,19,4.32,19032
19,33,511,278,54.4,204,39.92,11,2.15,18,3.52,19033
19,34,463,188,40.6,251,54.21,15,3.24,9,1.94,19034
19,35,447,162,36.24,253,56.6,16,3.58,16,3.58,19035
19,36,698,93,13.32,551,78.94,26,3.72,28,4.01,19036
19,37,470,88,18.72,358,76.17,14,2.98,10,2.13,19037
19,38,438,82,18.72,330,75.34,8,1.83,18,4.11,19038
19,39,223,20,8.97,193,86.55,10,4.48,0,0.0,19039
19,40,528,157,29.73,329,62.31,20,3.79,22,4.17,19040
19,41,489,258,52.76,209,42.74,9,1.84,13,2.66,19041
19,42,381,101,26.51,249,65.35,16,4.2,15,3.94,19042
19,43,672,47,6.99,572,85.12,27,4.02,26,3.87,19043
19,44,570,307,53.86,229,40.18,22,3.86,12,2.11,19044
19,45,491,230,46.84,226,46.03,11,2.24,24,4.89,19045
19,46,507,257,50.69,224,44.18,11,2.17,15,2.96,19046
19,47,700,121,17.29,549,78.43,17,2.43,13,1.86,19047
19,48,625,34,5.44,560,89.6,18,2.88,13,2.08,19048
19,49,582,91,15.64,446,76.63,14,2.41,31,5.33,19049
19,50,420,153,36.43,243,57.86,14,3.33,10,2.38,19050
19,51,549,228,41.53,291,53.01,10,1.82,20,3.64,19051
19,52,578,281,48.62,247,42.73,33,5.71,17,2.94,19052
19,53,462,176,38.1,250,54.11,18,3.9,18,3.9,19053
19,54,416,231,55.53,159,38.22,10,2.4,16,3.85,19054
19,55,441,249,56.46,163,36.96,12,2.72,17,3.85,19055
19,56,520,170,32.69,331,63.65,12,2.31,7,1.35,19056
19,57,408,111,27.21,270,66.18,9,2.21,18,4.41,19057
20,1,511,25,4.89,457,89.43,16,3.13,13,2.54,20001
20,2,221,14,6.33,202,91.4,3,1.36,2,0.9,20002
20,3,399,22,5.51,350,87.72,13,3.26,14,3.51,20003
20,4,252,21,8.33,211,83.73,10,3.97,10,3.97,20004
20,5,513,35,6.82,454,88.5,12,2.34,12,2.34,20005
20,6,263,6,2.28,231,87.83,12,4.56,14,5.32,20006
20,7,522,27,5.17,444,85.06,25,4.79,26,4.98,20007
20,8,452,18,3.98,418,92.48,7,1.55,9,1.99,20008
20,9,651,32,4.92,580,89.09,21,3.23,18,2.76,20009
20,10,423,27,6.38,370,87.47,12,2.84,14,3.31,20010
20,11,625,29,4.64,571,91.36,16,2.56,9,1.44,20011
20,12,427,13,3.04,396,92.74,8,1.87,10,2.34,20012
20,13,598,27,4.52,540,90.3,19,3.18,12,2.01,20013
20,14,265,10,3.77,240,90.57,5,1.89,10,3.77,20014
20,15,513,41,7.99,443,86.35,14,2.73,15,2.92,20015
20,16,513,33,6.43,440,85.77,20,3.9,20,3.9,20016
20,17,310,23,7.42,265,85.48,14,4.52,8,2.58,20017
20,18,393,24,6.11,347,88.3,10,2.54,12,3.05,20018
20,19,521,27,5.18,462,88.68,14,2.69,18,3.45,20019
20,20,416,30,7.21,360,86.54,8,1.92,18,4.33,20020
20,21,415,19,4.58,373,89.88,6,1.45,17,4.1,20021
20,22,485,38,7.84,413,85.15,13,2.68,21,4.33,20022
20,23,609,28,4.6,549,90.15,14,2.3,18,2.96,20023
20,24,489,44,9.0,408,83.44,15,3.07,22,4.5,20024
20,25,405,23,5.68,357,88.15,12,2.96,13,3.21,20025
20,26,504,33,6.55,439,87.1,11,2.18,21,4.17,20026
20,27,282,11,3.9,253,89.72,8,2.84,10,3.55,20027
20,28,300,16,5.33,268,89.33,4,1.33,12,4.0,20028
20,29,557,28,5.03,502,90.13,13,2.33,14,2.51,20029
20,30,255,19,7.45,225,88.24,7,2.75,4,1.57,20030
20,31,587,23,3.92,533,90.8,13,2.21,18,3.07,20031
20,32,498,20,4.02,457,91.77,11,2.21,10,2.01,20032
20,33,340,14,4.12,313,92.06,6,1.76,7,2.06,20033
20,34,708,59,8.33,606,85.59,18,2.54,25,3.53,20034
20,35,491,14,2.85,456,92.87,9,1.83,12,2.44,20035
20,36,192,6,3.13,176,91.67,5,2.6,5,2.6,20036
20,37,180,7,3.89,165,91.67,6,3.33,2,1.11,20037
20,38,209,12,5.74,187,89.47,6,2.87,4,1.91,20038
20,39,63,0,0.0,62,98.41,0,0.0,1,1.59,20039
21,1,464,18,3.88,418,90.09,15,3.23,13,2.8,21001
21,2,389,9,2.31,361,92.8,10,2.57,9,2.31,21002
21,3,496,23,4.64,450,90.73,18,3.63,5,1.01,21003
21,4,483,14,2.9,432,89.44,20,4.14,17,3.52,21004
21,5,517,26,5.03,463,89.56,10,1.93,18,3.48,21005
