ward,precinct,total,Christopher Pfannkuche,Christopher Pfannkuche Percent,Kim Foxx,Kim Foxx Percent,precinct_id
17,14,479,26,5.43,453,94.57,17014
17,15,529,15,2.84,514,97.16,17015
17,16,471,33,7.01,438,92.99,17016
17,17,435,22,5.06,413,94.94,17017
17,18,467,10,2.14,457,97.86,17018
17,19,322,7,2.17,315,97.83,17019
17,20,535,2,0.37,533,99.63,17020
17,21,501,8,1.6,493,98.4,17021
17,22,419,9,2.15,410,97.85,17022
17,23,303,6,1.98,297,98.02,17023
17,24,500,7,1.4,493,98.6,17024
17,25,368,11,2.99,357,97.01,17025
17,26,530,10,1.89,520,98.11,17026
17,27,448,9,2.01,439,97.99,17027
17,28,364,6,1.65,358,98.35,17028
17,29,453,9,1.99,444,98.01,17029
17,30,407,52,12.78,355,87.22,17030
17,31,328,9,2.74,319,97.26,17031
17,32,411,6,1.46,405,98.54,17032
17,33,345,9,2.61,336,97.39,17033
17,34,353,7,1.98,346,98.02,17034
17,35,387,7,1.81,380,98.19,17035
17,36,467,4,0.86,463,99.14,17036
17,37,397,7,1.76,390,98.24,17037
17,38,502,10,1.99,492,98.01,17038
17,39,461,9,1.95,452,98.05,17039
17,40,456,9,1.97,447,98.03,17040
17,41,533,8,1.5,525,98.5,17041
18,1,431,22,5.1,409,94.9,18001
18,2,435,85,19.54,350,80.46,18002
18,3,400,125,31.25,275,68.75,18003
18,4,467,18,3.85,449,96.15,18004
18,5,341,5,1.47,336,98.53,18005
18,6,413,131,31.72,282,68.28,18006
18,7,484,53,10.95,431,89.05,18007
18,8,450,16,3.56,434,96.44,18008
18,9,424,27,6.37,397,93.63,18009
18,10,554,21,3.79,533,96.21,18010
18,11,381,55,14.44,326,85.56,18011
18,12,437,20,4.58,417,95.42,18012
18,13,480,21,4.38,459,95.63,18013
18,14,457,15,3.28,442,96.72,18014
18,15,513,80,15.59,433,84.41,18015
18,16,423,22,5.2,401,94.8,18016
18,17,473,31,6.55,442,93.45,18017
18,18,370,4,1.08,366,98.92,18018
18,19,438,11,2.51,427,97.49,18019
18,20,379,3,0.79,376,99.21,18020
18,21,546,26,4.76,520,95.24,18021
18,22,482,14,2.9,468,97.1,18022
18,23,432,26,6.02,406,93.98,18023
18,24,435,112,25.75,323,74.25,18024
18,25,466,109,23.39,357,76.61,18025
18,26,524,24,4.58,500,95.42,18026
18,27,375,26,6.93,349,93.07,18027
18,28,435,136,31.26,299,68.74,18028
18,29,483,59,12.22,424,87.78,18029
18,30,503,148,29.42,355,70.58,18030
18,31,481,20,4.16,461,95.84,18031
18,32,481,7,1.46,474,98.54,18032
18,33,369,6,1.63,363,98.37,18033
18,34,515,28,5.44,487,94.56,18034
18,35,484,24,4.96,460,95.04,18035
18,36,484,66,13.64,418,86.36,18036
18,37,499,13,2.61,486,97.39,18037
18,38,414,5,1.21,409,98.79,18038
18,39,403,14,3.47,389,96.53,18039
18,40,525,87,16.57,438,83.43,18040
18,41,516,13,2.52,503,97.48,18041
18,42,428,25,5.84,403,94.16,18042
18,43,362,91,25.14,271,74.86,18043
18,44,392,132,33.67,260,66.33,18044
18,45,457,47,10.28,410,89.72,18045
18,46,486,118,24.28,368,75.72,18046
18,47,395,20,5.06,375,94.94,18047
18,48,378,7,1.85,371,98.15,18048
18,49,309,11,3.56,298,96.44,18049
18,50,392,16,4.08,376,95.92,18050
19,1,436,239,54.82,197,45.18,19001
19,2,617,116,18.8,501,81.2,19002
19,3,388,281,72.42,107,27.58,19003
19,4,560,356,63.57,204,36.43,19004
19,5,507,164,32.35,343,67.65,19005
19,6,499,325,65.13,174,34.87,19006
19,7,453,211,46.58,242,53.42,19007
19,8,548,376,68.61,172,31.39,19008
19,9,379,212,55.94,167,44.06,19009
19,10,576,182,31.6,394,68.4,19010
19,11,501,356,71.06,145,28.94,19011
19,12,410,286,69.76,124,30.24,19012
19,13,585,35,5.98,550,94.02,19013
19,14,533,146,27.39,387,72.61,19014
19,15,651,431,66.21,220,33.79,19015
19,16,503,332,66.0,171,34.0,19016
19,17,441,252,57.14,189,42.86,19017
19,18,443,167,37.7,276,62.3,19018
19,19,605,220,36.36,385,63.64,19019
19,20,421,70,16.63,351,83.37,19020
19,21,519,335,64.55,184,35.45,19021
19,22,506,197,38.93,309,61.07,19022
19,23,484,270,55.79,214,44.21,19023
19,24,357,247,69.19,110,30.81,19024
19,25,450,194,43.11,256,56.89,19025
19,26,509,238,46.76,271,53.24,19026
19,27,479,67,13.99,412,86.01,19027
19,28,564,37,6.56,527,93.44,19028
19,29,525,335,63.81,190,36.19,19029
19,30,459,305,66.45,154,33.55,19030
19,31,436,195,44.72,241,55.28,19031
19,32,427,232,54.33,195,45.67,19032
19,33,498,339,68.07,159,31.93,19033
19,34,455,188,41.32,267,58.68,19034
19,35,435,173,39.77,262,60.23,19035
19,36,693,86,12.41,607,87.59,19036
19,37,465,79,16.99,386,83.01,19037
19,38,437,63,14.42,374,85.58,19038
19,39,221,19,8.6,202,91.4,19039
19,40,515,146,28.35,369,71.65,19040
19,41,468,310,66.24,158,33.76,19041
19,42,375,89,23.73,286,76.27,19042
19,43,680,33,4.85,647,95.15,19043
19,44,550,374,68.0,176,32.0,19044
19,45,475,275,57.89,200,42.11,19045
19,46,489,291,59.51,198,40.49,19046
19,47,684,118,17.25,566,82.75,19047
19,48,630,19,3.02,611,96.98,19048
19,49,576,72,12.5,504,87.5,19049
19,50,399,186,46.62,213,53.38,19050
19,51,516,253,49.03,263,50.97,19051
19,52,561,358,63.81,203,36.19,19052
19,53,443,205,46.28,238,53.72,19053
19,54,401,270,67.33,131,32.67,19054
19,55,428,284,66.36,144,33.64,19055
19,56,515,179,34.76,336,65.24,19056
19,57,406,103,25.37,303,74.63,19057
20,1,511,9,1.76,502,98.24,20001
20,2,220,11,5.0,209,95.0,20002
20,3,401,2,0.5,399,99.5,20003
20,4,249,16,6.43,233,93.57,20004
20,5,507,15,2.96,492,97.04,20005
20,6,265,14,5.28,251,94.72,20006
20,7,517,14,2.71,503,97.29,20007
20,8,451,7,1.55,444,98.45,20008
20,9,640,9,1.41,631,98.59,20009
20,10,415,5,1.2,410,98.8,20010
20,11,618,14,2.27,604,97.73,20011
20,12,418,9,2.15,409,97.85,20012
20,13,554,4,0.72,550,99.28,20013
20,14,268,8,2.99,260,97.01,20014
20,15,489,57,11.66,432,88.34,20015
20,16,519,21,4.05,498,95.95,20016
20,17,308,19,6.17,289,93.83,20017
20,18,381,8,2.1,373,97.9,20018
20,19,517,12,2.32,505,97.68,20019
20,20,402,46,11.44,356,88.56,20020
20,21,421,11,2.61,410,97.39,20021
20,22,485,15,3.09,470,96.91,20022
20,23,577,8,1.39,569,98.61,20023
20,24,490,19,3.88,471,96.12,20024
20,25,394,8,2.03,386,97.97,20025
20,26,496,35,7.06,461,92.94,20026
20,27,274,4,1.46,270,98.54,20027
20,28,306,4,1.31,302,98.69,20028
20,29,559,16,2.86,543,97.14,20029
20,30,249,7,2.81,242,97.19,20030
20,31,588,13,2.21,575,97.79,20031
20,32,483,11,2.28,472,97.72,20032
20,33,341,6,1.76,335,98.24,20033
20,34,708,39,5.51,669,94.49,20034
20,35,466,6,1.29,460,98.71,20035
20,36,186,2,1.08,184,98.92,20036
20,37,176,3,1.7,173,98.3,20037
20,38,212,12,5.66,200,94.34,20038
20,39,61,0,0.0,61,100.0,20039
21,1,461,8,1.74,453,98.26,21001
21,2,396,3,0.76,393,99.24,21002
21,3,494,8,1.62,486,98.38,21003
21,4,482,4,0.83,478,99.17,21004
21,5,518,9,1.74,509,98.26,21005
21,6,421,4,0.95,417,99.05,21006
21,7,471,6,1.27,465,98.73,21007
21,8,506,10,1.98,496,98.02,21008
21,9,484,4,0.83,480,99.17,21009
21,10,446,12,2.69,434,97.31,21010
21,11,445,3,0.67,442,99.33,21011
21,12,448,5,1.12,443,98.88,21012
21,13,489,9,1.84,480,98.16,21013
21,14,529,12,2.27,517,97.73,21014
21,15,440,5,1.14,435,98.86,21015
21,16,425,4,0.94,421,99.06,21016
21,17,435,9,2.07,426,97.93,21017
21,18,521,11,2.11,510,97.89,21018
21,19,488,3,0.61,485,99.39,21019
21,20,445,3,0.67,442,99.33,21020
21,21,391,6,1.53,385,98.47,21021
21,22,443,14,3.16,429,96.84,21022
21,23,427,8,1.87,419,98.13,21023
21,24,460,9,1.96,451,98.04,21024
21,25,413,5,1.21,408,98.79,21025
21,26,509,17,3.34,492,96.66,21026
21,27,444,4,0.9,440,99.1,21027
21,28,590,11,1.86,579,98.14,21028
21,29,508,9,1.77,499,98.23,21029
21,30,398,13,3.27,385,96.73,21030
21,31,317,7,2.21,310,97.79,21031
21,32,455,7,1.54,448,98.46,21032
21,33,465,6,1.29,459,98.71,21033
21,34,497,8,1.61,489,98.39,21034
21,35,478,4,0.84,474,99.16,21035
21,36,483,14,2.9,469,97.1,21036
21,37,391,7,1.79,384,98.21,21037
21,38,492,8,1.63,484,98.37,21038
21,39,404,4,0.99,400,99.01,21039
21,40,423,7,1.65,416,98.35,21040
21,41,444,8,1.8,436,98.2,21041
21,42,508,9,1.77,499,98.23,21042
21,43,472,4,0.85,468,99.15,21043
21,44,462,12,2.6,450,97.4,21044
21,45,428,15,3.5,413,96.5,21045
21,46,510,8,1.57,502,98.43,21046
21,47,476,8,1.68,468,98.32,21047
21,48,440,9,2.05,431,97.95,21048
21,49,514,8,1.56,506,98.44,21049
21,50,393,9,2.29,384,97.71,21050
21,51,444,6,1.35,438,98.65,21051
21,52,488,11,2.25,477,97.75,21052
21,53,374,13,3.48,361,96.52,21053
21,54,412,9,2.18,403,97.82,21054
22,1,277,4,1.44,273,98.56,22001
22,2,512,172,33.59,340,66.41,22002
22,3,587,60,10.22,527,89.78,22003
22,4,361,27,7.48,334,92.52,22004
22,5,440,41,9.32,399,90.68,22005
22,6,433,36,8.31,397,91.69,22006
22,7,328,32,9.76,296,90.24,22007
22,8,572,134,23.43,438,76.57,22008
22,9,398,37,9.3,361,90.7,22009
22,10,594,66,11.11,528,88.89,22010
22,11,380,40,10.53,340,89.47,22011
22,12,383,83,21.67,300,78.33,22012
22,13,420,51,12.14,369,87.86,22013
22,14,358,28,7.82,330,92.18,22014
22,15,392,43,10.97,349,89.03,22015
22,16,366,35,9.56,331,90.44,22016
22,17,476,51,10.71,425,89.29,22017
22,18,428,34,7.94,394,92.06,22018
22,19,272,6,2.21,266,97.79,22019
22,20,416,48,11.54,368,88.46,22020
22,21,534,7,1.31,527,98.69,22021
22,22,391,36,9.21,355,90.79,22022
22,23,585,18,3.08,567,96.92,22023
22,24,512,62,12.11,450,87.89,22024
22,25,432,34,7.87,398,92.13,22025
23,1,404,197,48.76,207,51.24,23001
23,2,414,190,45.89,224,54.11,23002
23,3,396,219,55.3,177,44.7,23003
23,4,463,178,38.44,285,61.56,23004
23,5,445,76,17.08,369,82.92,23005
23,6,469,100,21.32,369,78.68,23006
23,7,426,67,15.73,359,84.27,23007
23,8,496,155,31.25,341,68.75,23008
23,9,380,57,15.0,323,85.0,23009
23,10,501,104,20.76,397,79.24,23010
23,11,502,78,15.54,424,84.46,23011
23,12,397,223,56.17,174,43.83,23012
23,13,380,43,11.32,337,88.68,23013
23,14,362,178,49.17,184,50.83,23014
23,15,389,57,14.65,332,85.35,23015
23,16,390,217,55.64,173,44.36,23016
23,17,302,39,12.91,263,87.09,23017
23,18,378,172,45.5,206,54.5,23018
23,19,373,44,11.8,329,88.2,23019
23,20,316,54,17.09,262,82.91,23020
23,21,424,249,58.73,175,41.27,23021
23,22,420,150,35.71,270,64.29,23022
23,23,394,192,48.73,202,51.27,23023
23,24,382,71,18.59,311,81.41,23024
23,25,442,91,20.59,351,79.41,23025
23,26,431,88,20.42,343,79.58,23026
23,27,372,195,52.42,177,47.58,23027
23,28,411,182,44.28,229,55.72,23028
23,29,341,146,42.82,195,57.18,23029
23,30,492,89,18.09,403,81.91,23030
23,31,349,53,15.19,296,84.81,23031
23,32,435,73,16.78,362,83.22,23032
23,33,466,79,16.95,387,83.05,23033
23,34,427,70,16.39,357,83.61,23034
23,35,333,169,50.75,164,49.25,23035
23,36,394,202,51.27,192,48.73,23036
23,37,387,214,55.3,173,44.7,23037
23,38,362,163,45.03,199,54.97,23038
23,39,422,62,14.69,360,85.31,23039
24,1,390,6,1.54,384,98.46,24001
24,2,439,3,0.68,436,99.32,24002
24,3,490,8,1.63,482,98.37,24003
24,4,357,4,1.12,353,98.88,24004
24,5,284,13,4.58,271,95.42,24005
24,6,438,14,3.2,424,96.8,24006
24,7,263,25,9.51,238,90.49,24007
24,8,209,5,2.39,204,97.61,24008
24,9,470,16,3.4,454,96.6,24009
24,10,212,1,0.47,211,99.53,24010
24,11,503,14,2.78,489,97.22,24011
24,12,291,9,3.09,282,96.91,24012
24,13,281,9,3.2,272,96.8,24013
24,14,419,13,3.1,406,96.9,24014
24,15,290,10,3.45,280,96.55,24015
24,16,454,49,10.79,405,89.21,24016
24,17,356,5,1.4,351,98.6,24017
24,18,438,7,1.6,431,98.4,24018
24,19,523,11,2.1,512,97.9,24019
24,20,378,14,3.7,364,96.3,24020
24,21,235,4,1.7,231,98.3,24021
24,22,596,12,2.01,584,97.99,24022
24,23,431,10,2.32,421,97.68,24023
24,24,573,9,1.57,564,98.43,24024
24,25,332,7,2.11,325,97.89,24025
24,26,572,10,1.75,562,98.25,24026
24,27,456,6,1.32,450,98.68,24027
24,28,318,7,2.2,311,97.8,24028
24,29,298,5,1.68,293,98.32,24029
24,30,243,5,2.06,238,97.94,24030
24,31,489,12,2.45,477,97.55,24031
24,32,257,3,1.17,254,98.83,24032
24,33,271,4,1.48,267,98.52,24033
24,34,405,10,2.47,395,97.53,24034
24,35,411,8,1.95,403,98.05,24035
24,36,515,12,2.33,503,97.67,24036
24,37,296,5,1.69,291,98.31,24037
24,38,341,10,2.93,331,97.07,24038
24,39,466,30,6.44,436,93.56,24039
24,40,479,9,1.88,470,98.12,24040
24,41,315,4,1.27,311,98.73,24041
25,1,438,54,12.33,384,87.67,25001
25,2,512,49,9.57,463,90.43,25002
25,3,722,205,28.39,517,71.61,25003
25,4,541,65,12.01,476,87.99,25004
25,5,522,82,15.71,440,84.29,25005
25,6,150,45,30.0,105,70.0,25006
25,7,503,55,10.93,448,89.07,25007
25,8,560,54,9.64,506,90.36,25008
25,9,538,57,10.59,481,89.41,25009
25,10,820,295,35.98,525,64.02,25010
25,11,554,70,12.64,484,87.36,25011
25,12,478,72,15.06,406,84.94,25012
25,13,537,44,8.19,493,91.81,25013
25,14,301,77,25.58,224,74.42,25014
25,15,451,76,16.85,375,83.15,25015
25,16,774,274,35.4,500,64.6,25016
25,17,534,76,14.23,458,85.77,25017
25,18,329,74,22.49,255,77.51,25018
25,19,510,50,9.8,460,90.2,25019
25,20,450,16,3.56,434,96.44,25020
25,21,907,209,23.04,698,76.96,25021
25,22,506,56,11.07,450,88.93,25022
25,23,564,54,9.57,510,90.43,25023
25,24,524,70,13.36,454,86.64,25024
25,25,546,167,30.59,379,69.41,25025
25,26,482,62,12.86,420,87.14,25026
25,27,746,218,29.22,528,70.78,25027
25,28,527,60,11.39,467,88.61,25028
25,29,498,39,7.83,459,92.17,25029
25,30,497,62,12.47,435,87.53,25030
25,31,943,348,36.9,595,63.1,25031
25,32,440,91,20.68,349,79.32,25032
26,1,427,57,13.35,370,86.65,26001
26,2,388,46,11.86,342,88.14,26002
26,3,481,82,17.05,399,82.95,26003
26,4,298,27,9.06,271,90.94,26004
26,5,369,29,7.86,340,92.14,26005
26,6,330,38,11.52,292,88.48,26006
26,7,385,35,9.09,350,90.91,26007
26,8,219,38,17.35,181,82.65,26008
26,9,369,31,8.4,338,91.6,26009
26,10,374,41,10.96,333,89.04,26010
26,11,368,58,15.76,310,84.24,26011
26,12,420,41,9.76,379,90.24,26012
26,13,236,14,5.93,222,94.07,26013
26,14,310,33,10.65,277,89.35,26014
26,15,237,36,15.19,201,84.81,26015
26,16,237,19,8.02,218,91.98,26016
26,17,344,115,33.43,229,66.57,26017
26,18,326,42,12.88,284,87.12,26018
26,19,302,24,7.95,278,92.05,26019
26,20,349,50,14.33,299,85.67,26020
26,21,528,45,8.52,483,91.48,26021
26,22,254,26,10.24,228,89.76,26022
26,23,252,29,11.51,223,88.49,26023
26,24,376,31,8.24,345,91.76,26024
26,25,357,33,9.24,324,90.76,26025
26,26,296,35,11.82,261,88.18,26026
26,27,414,52,12.56,362,87.44,26027
26,28,530,124,23.4,406,76.6,26028
26,29,234,33,14.1,201,85.9,26029
26,30,313,21,6.71,292,93.29,26030
26,31,200,25,12.5,175,87.5,26031
26,32,482,105,21.78,377,78.22,26032
26,33,393,41,10.43,352,89.57,26033
26,34,445,37,8.31,408,91.69,26034
26,35,343,41,11.95,302,88.05,26035
26,36,404,69,17.08,335,82.92,26036
26,37,442,33,7.47,409,92.53,26037
26,38,226,22,9.73,204,90.27,26038
26,39,432,67,15.51,365,84.49,26039
26,40,267,28,10.49,239,89.51,26040
26,41,477,39,8.18,438,91.82,26041
26,42,309,42,13.59,267,86.41,26042
26,43,247,23,9.31,224,90.69,26043
26,44,231,18,7.79,213,92.21,26044
26,45,214,19,8.88,195,91.12,26045
26,46,299,82,27.42,217,72.58,26046
26,47,288,36,12.5,252,87.5,26047
26,48,386,49,12.69,337,87.31,26048
26,49,225,18,8.0,207,92.0,26049
27,1,696,225,32.33,471,67.67,27001
27,2,548,125,22.81,423,77.19,27002
27,3,309,13,4.21,296,95.79,27003
27,4,291,18,6.19,273,93.81,27004
27,5,367,14,3.81,353,96.19,27005
27,6,502,99,19.72,403,80.28,27006
27,7,681,103,15.12,578,84.88,27007
27,8,436,19,4.36,417,95.64,27008
27,9,261,88,33.72,173,66.28,27009
27,10,513,22,4.29,491,95.71,27010
27,11,586,189,32.25,397,67.75,27011
27,12,369,134,36.31,235,63.69,27012
27,13,566,44,7.77,522,92.23,27013
27,14,310,4,1.29,306,98.71,27014
27,15,355,9,2.54,346,97.46,27015
27,16,620,187,30.16,433,69.84,27016
27,17,523,34,6.5,489,93.5,27017
27,18,391,23,5.88,368,94.12,27018
27,19,333,18,5.41,315,94.59,27019
27,20,451,9,2.0,442,98.0,27020
27,21,527,176,33.4,351,66.6,27021
27,22,282,11,3.9,271,96.1,27022
27,23,377,4,1.06,373,98.94,27023
27,24,387,18,4.65,369,95.35,27024
27,25,452,49,10.84,403,89.16,27025
27,26,388,13,3.35,375,96.65,27026
27,27,632,58,9.18,574,90.82,27027
27,28,246,48,19.51,198,80.49,27028
27,29,389,14,3.6,375,96.4,27029
27,30,260,10,3.85,250,96.15,27030
27,31,397,14,3.53,383,96.47,27031
27,32,431,36,8.35,395,91.65,27032
27,33,511,117,22.9,394,77.1,27033
27,34,454,7,1.54,447,98.46,27034
27,35,551,173,31.4,378,68.6,27035
27,36,369,24,6.5,345,93.5,27036
27,37,562,126,22.42,436,77.58,27037
27,38,741,147,19.84,594,80.16,27038
27,39,335,16,4.78,319,95.22,27039
27,40,669,145,21.67,524,78.33,27040
27,41,442,15,3.39,427,96.61,27041
27,42,349,91,26.07,258,73.93,27042
27,43,410,18,4.39,392,95.61,27043
27,44,387,8,2.07,379,97.93,27044
27,45,963,283,29.39,680,70.61,27045
27,46,359,134,37.33,225,62.67,27046
27,47,359,33,9.19,326,90.81,27047
27,48,818,129,15.77,689,84.23,27048
27,49,373,7,1.88,366,98.12,27049
27,50,487,14,2.87,473,97.13,27050
28,1,411,8,1.95,403,98.05,28001
28,2,410,16,3.9,394,96.1,28002
28,3,390,10,2.56,380,97.44,28003
28,4,376,105,27.93,271,72.07,28004
28,5,219,12,5.48,207,94.52,28005
28,6,217,47,21.66,170,78.34,28006
28,7,496,8,1.61,488,98.39,28007
28,8,472,134,28.39,338,71.61,28008
28,9,436,8,1.83,428,98.17,28009
28,10,558,106,19.0,452,81.0,28010
28,11,864,101,11.69,763,88.31,28011
28,12,479,6,1.25,473,98.75,28012
28,13,419,11,2.63,408,97.37,28013
28,14,416,3,0.72,413,99.28,28014
28,15,152,4,2.63,148,97.37,28015
28,16,306,8,2.61,298,97.39,28016
28,17,418,6,1.44,412,98.56,28017
28,18,330,9,2.73,321,97.27,28018
28,19,384,65,16.93,319,83.07,28019
28,20,435,17,3.91,418,96.09,28020
28,21,379,8,2.11,371,97.89,28021
28,22,391,14,3.58,377,96.42,28022
28,23,553,13,2.35,540,97.65,28023
28,24,397,10,2.52,387,97.48,28024
28,25,541,15,2.77,526,97.23,28025
28,26,529,10,1.89,519,98.11,28026
28,27,440,132,30.0,308,70.0,28027
28,28,499,142,28.46,357,71.54,28028
28,29,251,7,2.79,244,97.21,28029
28,30,70,2,2.86,68,97.14,28030
28,31,570,14,2.46,556,97.54,28031
28,32,461,8,1.74,453,98.26,28032
28,33,526,7,1.33,519,98.67,28033
28,34,868,30,3.46,838,96.54,28034
28,35,532,10,1.88,522,98.12,28035
28,36,263,3,1.14,260,98.86,28036
28,37,601,13,2.16,588,97.84,28037
28,38,212,6,2.83,206,97.17,28038
28,39,357,4,1.12,353,98.88,28039
28,40,570,10,1.75,560,98.25,28040
28,41,351,7,1.99,344,98.01,28041
28,42,527,8,1.52,519,98.48,28042
28,43,578,9,1.56,569,98.44,28043
28,44,331,3,0.91,328,99.09,28044
28,45,481,135,28.07,346,71.93,28045
28,46,773,171,22.12,602,77.88,28046
29,1,606,145,23.93,461,76.07,29001
29,2,744,12,1.61,732,98.39,29002
29,3,606,15,2.48,591,97.52,29003
29,4,577,14,2.43,563,97.57,29004
29,5,491,8,1.63,483,98.37,29005
29,6,466,9,1.93,457,98.07,29006
29,7,474,63,13.29,411,86.71,29007
29,8,507,9,1.78,498,98.22,29008
29,9,540,154,28.52,386,71.48,29009
29,10,581,118,20.31,463,79.69,29010
29,11,320,17,5.31,303,94.69,29011
29,12,598,27,4.52,571,95.48,29012
29,13,567,17,3.0,550,97.0,29013
29,14,494,9,1.82,485,98.18,29014
29,15,587,14,2.39,573,97.61,29015
29,16,565,9,1.59,556,98.41,29016
29,17,485,8,1.65,477,98.35,29017
29,18,534,10,1.87,524,98.13,29018
29,19,566,8,1.41,558,98.59,29019
29,20,656,10,1.52,646,98.48,29020
29,21,703,16,2.28,687,97.72,29021
29,22,406,29,7.14,377,92.86,29022
29,23,509,150,29.47,359,70.53,29023
29,24,483,13,2.69,470,97.31,29024
29,25,588,7,1.19,581,98.81,29025
29,26,504,27,5.36,477,94.64,29026
29,27,449,10,2.23,439,97.77,29027
29,28,653,5,0.77,648,99.23,29028
29,29,484,196,40.5,288,59.5,29029
29,30,563,107,19.01,456,80.99,29030
29,31,480,214,44.58,266,55.42,29031
29,32,466,211,45.28,255,54.72,29032
29,33,351,17,4.84,334,95.16,29033
29,34,319,42,13.17,277,86.83,29034
29,35,393,5,1.27,388,98.73,29035
29,36,435,14,3.22,421,96.78,29036
29,37,480,16,3.33,464,96.67,29037
29,38,482,133,27.59,349,72.41,29038
29,39,440,126,28.64,314,71.36,29039
29,40,576,11,1.91,565,98.09,29040
29,41,444,14,3.15,430,96.85,29041
29,42,571,12,2.1,559,97.9,29042
29,43,582,78,13.4,504,86.6,29043
29,44,626,36,5.75,590,94.25,29044
30,1,532,120,22.56,412,77.44,30001
30,2,468,105,22.44,363,77.56,30002
30,3,363,73,20.11,290,79.89,30003
30,4,467,145,31.05,322,68.95,30004
30,5,391,82,20.97,309,79.03,30005
30,6,374,63,16.84,311,83.16,30006
30,7,522,129,24.71,393,75.29,30007
30,8,511,92,18.0,419,82.0,30008
30,9,393,104,26.46,289,73.54,30009
30,10,535,118,22.06,417,77.94,30010
30,11,445,70,15.73,375,84.27,30011
30,12,464,92,19.83,372,80.17,30012
30,13,432,106,24.54,326,75.46,30013
30,14,310,43,13.87,267,86.13,30014
30,15,397,111,27.96,286,72.04,30015
30,16,245,53,21.63,192,78.37,30016
30,17,471,117,24.84,354,75.16,30017
30,18,546,60,10.99,486,89.01,30018
30,19,476,60,12.61,416,87.39,30019
30,20,508,124,24.41,384,75.59,30020
30,21,364,103,28.3,261,71.7,30021
30,22,612,103,16.83,509,83.17,30022
30,23,542,86,15.87,456,84.13,30023
30,24,567,93,16.4,474,83.6,30024
30,25,618,123,19.9,495,80.1,30025
30,26,322,72,22.36,250,77.64,30026
30,27,315,68,21.59,247,78.41,30027
30,28,526,94,17.87,432,82.13,30028
30,29,327,59,18.04,268,81.96,30029
30,30,224,33,14.73,191,85.27,30030
30,31,305,88,28.85,217,71.15,30031
30,32,372,66,17.74,306,82.26,30032
31,1,307,43,14.01,264,85.99,31001
31,2,266,48,18.05,218,81.95,31002
31,3,317,57,17.98,260,82.02,31003
31,4,422,49,11.61,373,88.39,31004
31,5,338,63,18.64,275,81.36,31005
31,6,274,38,13.87,236,86.13,31006
31,7,515,59,11.46,456,88.54,31007
31,8,260,42,16.15,218,83.85,31008
31,9,366,54,14.75,312,85.25,31009
31,10,331,50,15.11,281,84.89,31010
31,11,290,67,23.1,223,76.9,31011
31,12,316,88,27.85,228,72.15,31012
31,13,341,36,10.56,305,89.44,31013
31,14,311,59,18.97,252,81.03,31014
31,15,280,59,21.07,221,78.93,31015
31,16,400,50,12.5,350,87.5,31016
31,17,316,75,23.73,241,76.27,31017
31,18,293,57,19.45,236,80.55,31018
31,19,279,57,20.43,222,79.57,31019
31,20,317,58,18.3,259,81.7,31020
31,21,325,53,16.31,272,83.69,31021
31,22,322,52,16.15,270,83.85,31022
31,23,317,58,18.3,259,81.7,31023
31,24,332,59,17.77,273,82.23,31024
31,25,309,70,22.65,239,77.35,31025
31,26,348,80,22.99,268,77.01,31026
31,27,345,66,19.13,279,80.87,31027
31,28,318,53,16.67,265,83.33,31028
31,29,316,60,18.99,256,81.01,31029
31,30,272,44,16.18,228,83.82,31030
31,31,302,75,24.83,227,75.17,31031
31,32,292,52,17.81,240,82.19,31032
31,33,317,79,24.92,238,75.08,31033
31,34,346,72,20.81,274,79.19,31034
31,35,341,68,19.94,273,80.06,31035
31,36,335,64,19.1,271,80.9,31036
31,37,294,36,12.24,258,87.76,31037
31,38,341,43,12.61,298,87.39,31038
31,39,347,32,9.22,315,90.78,31039
31,40,363,46,12.67,317,87.33,31040
31,41,312,48,15.38,264,84.62,31041
32,1,698,179,25.64,519,74.36,32001
32,2,685,213,31.09,472,68.91,32002
32,3,638,104,16.3,534,83.7,32003
32,4,579,149,25.73,430,74.27,32004
32,5,629,138,21.94,491,78.06,32005
32,6,676,162,23.96,514,76.04,32006
32,7,650,188,28.92,462,71.08,32007
32,8,749,262,34.98,487,65.02,32008
32,9,633,173,27.33,460,72.67,32009
32,10,641,204,31.83,437,68.17,32010
32,11,554,50,9.03,504,90.97,32011
32,12,440,50,11.36,390,88.64,32012
32,13,643,217,33.75,426,66.25,32013
32,14,614,82,13.36,532,86.64,32014
32,15,588,156,26.53,432,73.47,32015
32,16,599,129,21.54,470,78.46,32016
32,17,589,89,15.11,500,84.89,32017
32,18,578,226,39.1,352,60.9,32018
32,19,581,145,24.96,436,75.04,32019
32,20,585,57,9.74,528,90.26,32020
32,21,638,177,27.74,461,72.26,32021
32,22,775,122,15.74,653,84.26,32022
32,23,620,208,33.55,412,66.45,32023
32,24,502,203,40.44,299,59.56,32024
32,25,590,188,31.86,402,68.14,32025
32,26,626,93,14.86,533,85.14,32026
32,27,607,232,38.22,375,61.78,32027
32,28,590,74,12.54,516,87.46,32028
32,29,650,136,20.92,514,79.08,32029
32,30,620,237,38.23,383,61.77,32030
32,31,635,212,33.39,423,66.61,32031
32,32,614,166,27.04,448,72.96,32032
32,33,602,176,29.24,426,70.76,32033
32,34,653,143,21.9,510,78.1,32034
32,35,617,172,27.88,445,72.12,32035
32,36,636,177,27.83,459,72.17,32036
