ward,precinct,total,CARL HAWKINSON,CARL HAWKINSON Percent,JACK J. McINERNEY,JACK J. McINERNEY Percent,CHARLES G. OWENS,CHARLES G. OWENS Percent,WILLIAM A. O'CONNOR,WILLIAM A. O'CONNOR Percent,precinct_id
8,48,1,1,100.0,0,0.0,0,0.0,0,0.0,08048
8,49,0,0,0.0,0,0.0,0,0.0,0,0.0,08049
8,50,2,1,50.0,0,0.0,1,50.0,0,0.0,08050
8,51,2,0,0.0,2,100.0,0,0.0,0,0.0,08051
8,52,2,0,0.0,1,50.0,0,0.0,1,50.0,08052
8,53,3,1,33.33,0,0.0,2,66.67,0,0.0,08053
8,54,4,1,25.0,0,0.0,0,0.0,3,75.0,08054
8,55,2,1,50.0,0,0.0,0,0.0,1,50.0,08055
8,56,0,0,0.0,0,0.0,0,0.0,0,0.0,08056
8,57,1,0,0.0,0,0.0,1,100.0,0,0.0,08057
8,58,0,0,0.0,0,0.0,0,0.0,0,0.0,08058
8,59,0,0,0.0,0,0.0,0,0.0,0,0.0,08059
8,60,4,0,0.0,1,25.0,2,50.0,1,25.0,08060
8,61,0,0,0.0,0,0.0,0,0.0,0,0.0,08061
8,62,3,1,33.33,1,33.33,1,33.33,0,0.0,08062
8,63,0,0,0.0,0,0.0,0,0.0,0,0.0,08063
8,64,1,0,0.0,0,0.0,1,100.0,0,0.0,08064
8,65,2,0,0.0,0,0.0,0,0.0,2,100.0,08065
8,66,2,0,0.0,0,0.0,0,0.0,2,100.0,08066
9,1,0,0,0.0,0,0.0,0,0.0,0,0.0,09001
9,2,4,1,25.0,1,25.0,2,50.0,0,0.0,09002
9,3,0,0,0.0,0,0.0,0,0.0,0,0.0,09003
9,4,1,0,0.0,0,0.0,1,100.0,0,0.0,09004
9,5,0,0,0.0,0,0.0,0,0.0,0,0.0,09005
9,6,1,0,0.0,0,0.0,0,0.0,1,100.0,09006
9,7,1,1,100.0,0,0.0,0,0.0,0,0.0,09007
9,8,6,1,16.67,2,33.33,2,33.33,1,16.67,09008
9,9,0,0,0.0,0,0.0,0,0.0,0,0.0,09009
9,10,1,0,0.0,0,0.0,1,100.0,0,0.0,09010
9,11,1,0,0.0,0,0.0,0,0.0,1,100.0,09011
9,12,3,1,33.33,1,33.33,1,33.33,0,0.0,09012
9,13,5,1,20.0,0,0.0,2,40.0,2,40.0,09013
9,14,1,0,0.0,0,0.0,1,100.0,0,0.0,09014
9,15,2,0,0.0,1,50.0,1,50.0,0,0.0,09015
9,16,0,0,0.0,0,0.0,0,0.0,0,0.0,09016
9,17,0,0,0.0,0,0.0,0,0.0,0,0.0,09017
9,18,4,2,50.0,0,0.0,1,25.0,1,25.0,09018
9,19,1,0,0.0,0,0.0,1,100.0,0,0.0,09019
9,20,2,0,0.0,1,50.0,1,50.0,0,0.0,09020
9,21,0,0,0.0,0,0.0,0,0.0,0,0.0,09021
9,22,0,0,0.0,0,0.0,0,0.0,0,0.0,09022
9,23,2,1,50.0,0,0.0,1,50.0,0,0.0,09023
9,24,3,1,33.33,1,33.33,1,33.33,0,0.0,09024
9,25,1,0,0.0,0,0.0,0,0.0,1,100.0,09025
9,26,0,0,0.0,0,0.0,0,0.0,0,0.0,09026
9,27,3,2,66.67,1,33.33,0,0.0,0,0.0,09027
9,28,1,0,0.0,1,100.0,0,0.0,0,0.0,09028
9,29,4,1,25.0,0,0.0,0,0.0,3,75.0,09029
9,30,2,1,50.0,0,0.0,1,50.0,0,0.0,09030
9,31,7,1,14.29,2,28.57,1,14.29,3,42.86,09031
9,32,2,0,0.0,0,0.0,2,100.0,0,0.0,09032
9,33,1,0,0.0,0,0.0,0,0.0,1,100.0,09033
9,34,0,0,0.0,0,0.0,0,0.0,0,0.0,09034
9,35,1,0,0.0,0,0.0,1,100.0,0,0.0,09035
9,36,1,0,0.0,0,0.0,1,100.0,0,0.0,09036
9,37,32,12,37.5,5,15.63,3,9.38,12,37.5,09037
9,38,1,0,0.0,0,0.0,1,100.0,0,0.0,09038
9,39,0,0,0.0,0,0.0,0,0.0,0,0.0,09039
9,40,4,2,50.0,2,50.0,0,0.0,0,0.0,09040
9,41,3,1,33.33,0,0.0,0,0.0,2,66.67,09041
9,42,4,1,25.0,1,25.0,1,25.0,1,25.0,09042
9,43,1,0,0.0,0,0.0,0,0.0,1,100.0,09043
9,44,1,0,0.0,0,0.0,0,0.0,1,100.0,09044
9,45,0,0,0.0,0,0.0,0,0.0,0,0.0,09045
9,46,0,0,0.0,0,0.0,0,0.0,0,0.0,09046
9,47,3,2,66.67,0,0.0,0,0.0,1,33.33,09047
9,48,2,0,0.0,0,0.0,2,100.0,0,0.0,09048
9,49,1,1,100.0,0,0.0,0,0.0,0,0.0,09049
9,50,0,0,0.0,0,0.0,0,0.0,0,0.0,09050
9,51,2,0,0.0,0,0.0,1,50.0,1,50.0,09051
9,52,5,0,0.0,2,40.0,1,20.0,2,40.0,09052
10,1,3,1,33.33,0,0.0,0,0.0,2,66.67,10001
10,2,10,8,80.0,2,20.0,0,0.0,0,0.0,10002
10,3,16,8,50.0,3,18.75,1,6.25,4,25.0,10003
10,4,6,2,33.33,0,0.0,1,16.67,3,50.0,10004
10,5,15,4,26.67,3,20.0,1,6.67,7,46.67,10005
10,6,0,0,0.0,0,0.0,0,0.0,0,0.0,10006
10,7,4,2,50.0,0,0.0,0,0.0,2,50.0,10007
10,8,18,5,27.78,4,22.22,1,5.56,8,44.44,10008
10,9,22,10,45.45,2,9.09,4,18.18,6,27.27,10009
10,10,2,0,0.0,0,0.0,1,50.0,1,50.0,10010
10,11,21,12,57.14,3,14.29,0,0.0,6,28.57,10011
10,12,20,10,50.0,1,5.0,2,10.0,7,35.0,10012
10,13,15,6,40.0,2,13.33,2,13.33,5,33.33,10013
10,14,4,0,0.0,1,25.0,1,25.0,2,50.0,10014
10,15,9,3,33.33,3,33.33,0,0.0,3,33.33,10015
10,16,15,9,60.0,2,13.33,1,6.67,3,20.0,10016
10,17,13,4,30.77,0,0.0,1,7.69,8,61.54,10017
10,18,1,1,100.0,0,0.0,0,0.0,0,0.0,10018
10,19,37,20,54.05,5,13.51,1,2.7,11,29.73,10019
10,20,42,22,52.38,4,9.52,3,7.14,13,30.95,10020
10,21,24,7,29.17,5,20.83,1,4.17,11,45.83,10021
10,22,7,3,42.86,2,28.57,1,14.29,1,14.29,10022
10,23,6,1,16.67,1,16.67,1,16.67,3,50.0,10023
10,24,25,9,36.0,1,4.0,5,20.0,10,40.0,10024
10,25,7,3,42.86,0,0.0,1,14.29,3,42.86,10025
10,26,17,13,76.47,0,0.0,2,11.76,2,11.76,10026
10,27,23,12,52.17,4,17.39,0,0.0,7,30.43,10027
10,28,3,0,0.0,0,0.0,1,33.33,2,66.67,10028
10,29,5,1,20.0,0,0.0,1,20.0,3,60.0,10029
10,30,9,5,55.56,1,11.11,1,11.11,2,22.22,10030
10,31,16,9,56.25,0,0.0,0,0.0,7,43.75,10031
10,32,29,12,41.38,4,13.79,2,6.9,11,37.93,10032
10,33,16,8,50.0,2,12.5,1,6.25,5,31.25,10033
10,34,9,4,44.44,1,11.11,1,11.11,3,33.33,10034
10,35,21,7,33.33,1,4.76,1,4.76,12,57.14,10035
10,36,6,3,50.0,0,0.0,0,0.0,3,50.0,10036
10,37,3,2,66.67,0,0.0,0,0.0,1,33.33,10037
10,38,28,20,71.43,1,3.57,2,7.14,5,17.86,10038
10,39,17,9,52.94,2,11.76,0,0.0,6,35.29,10039
10,40,3,2,66.67,0,0.0,1,33.33,0,0.0,10040
10,41,51,30,58.82,4,7.84,3,5.88,14,27.45,10041
10,42,23,8,34.78,5,21.74,1,4.35,9,39.13,10042
10,43,4,1,25.0,0,0.0,1,25.0,2,50.0,10043
10,44,8,5,62.5,0,0.0,1,12.5,2,25.0,10044
10,45,13,6,46.15,2,15.38,1,7.69,4,30.77,10045
10,46,16,7,43.75,0,0.0,3,18.75,6,37.5,10046
11,1,11,4,36.36,3,27.27,0,0.0,4,36.36,11001
11,2,10,6,60.0,1,10.0,1,10.0,2,20.0,11002
11,3,16,3,18.75,7,43.75,1,6.25,5,31.25,11003
11,4,7,3,42.86,2,28.57,0,0.0,2,28.57,11004
11,5,7,2,28.57,1,14.29,1,14.29,3,42.86,11005
11,6,10,6,60.0,0,0.0,1,10.0,3,30.0,11006
11,7,10,5,50.0,1,10.0,0,0.0,4,40.0,11007
11,8,10,3,30.0,2,20.0,2,20.0,3,30.0,11008
11,9,5,2,40.0,2,40.0,1,20.0,0,0.0,11009
11,10,8,5,62.5,0,0.0,1,12.5,2,25.0,11010
11,11,12,2,16.67,3,25.0,3,25.0,4,33.33,11011
11,12,13,7,53.85,2,15.38,0,0.0,4,30.77,11012
11,13,10,6,60.0,0,0.0,1,10.0,3,30.0,11013
11,14,2,1,50.0,0,0.0,1,50.0,0,0.0,11014
11,15,7,1,14.29,4,57.14,0,0.0,2,28.57,11015
11,16,7,5,71.43,0,0.0,1,14.29,1,14.29,11016
11,17,24,13,54.17,5,20.83,1,4.17,5,20.83,11017
11,18,9,3,33.33,0,0.0,1,11.11,5,55.56,11018
11,19,7,1,14.29,0,0.0,0,0.0,6,85.71,11019
11,20,6,2,33.33,1,16.67,1,16.67,2,33.33,11020
11,21,8,2,25.0,3,37.5,0,0.0,3,37.5,11021
11,22,5,4,80.0,1,20.0,0,0.0,0,0.0,11022
11,23,7,0,0.0,4,57.14,0,0.0,3,42.86,11023
11,24,7,3,42.86,0,0.0,0,0.0,4,57.14,11024
11,25,5,2,40.0,0,0.0,0,0.0,3,60.0,11025
11,26,12,5,41.67,2,16.67,1,8.33,4,33.33,11026
11,27,9,4,44.44,1,11.11,2,22.22,2,22.22,11027
11,28,2,0,0.0,0,0.0,0,0.0,2,100.0,11028
11,29,8,4,50.0,2,25.0,0,0.0,2,25.0,11029
11,30,10,5,50.0,1,10.0,0,0.0,4,40.0,11030
11,31,2,0,0.0,1,50.0,1,50.0,0,0.0,11031
11,32,5,1,20.0,2,40.0,1,20.0,1,20.0,11032
11,33,1,0,0.0,0,0.0,1,100.0,0,0.0,11033
11,34,8,6,75.0,0,0.0,1,12.5,1,12.5,11034
11,35,9,3,33.33,1,11.11,1,11.11,4,44.44,11035
11,36,5,0,0.0,3,60.0,0,0.0,2,40.0,11036
11,37,17,7,41.18,2,11.76,2,11.76,6,35.29,11037
11,38,7,2,28.57,3,42.86,0,0.0,2,28.57,11038
11,39,5,1,20.0,3,60.0,0,0.0,1,20.0,11039
11,40,5,3,60.0,1,20.0,0,0.0,1,20.0,11040
11,41,6,2,33.33,0,0.0,0,0.0,4,66.67,11041
11,42,1,0,0.0,1,100.0,0,0.0,0,0.0,11042
11,43,9,6,66.67,1,11.11,0,0.0,2,22.22,11043
11,44,7,1,14.29,2,28.57,1,14.29,3,42.86,11044
11,45,3,1,33.33,0,0.0,1,33.33,1,33.33,11045
11,46,1,0,0.0,0,0.0,0,0.0,1,100.0,11046
11,47,7,2,28.57,2,28.57,0,0.0,3,42.86,11047
11,48,2,2,100.0,0,0.0,0,0.0,0,0.0,11048
11,49,2,0,0.0,2,100.0,0,0.0,0,0.0,11049
11,50,5,2,40.0,0,0.0,0,0.0,3,60.0,11050
11,51,5,0,0.0,2,40.0,0,0.0,3,60.0,11051
11,52,14,6,42.86,3,21.43,2,14.29,3,21.43,11052
11,53,3,0,0.0,2,66.67,0,0.0,1,33.33,11053
11,54,2,0,0.0,0,0.0,2,100.0,0,0.0,11054
12,1,6,1,16.67,0,0.0,2,33.33,3,50.0,12001
12,2,6,2,33.33,0,0.0,0,0.0,4,66.67,12002
12,3,3,1,33.33,0,0.0,1,33.33,1,33.33,12003
12,4,1,0,0.0,0,0.0,0,0.0,1,100.0,12004
12,5,3,0,0.0,1,33.33,0,0.0,2,66.67,12005
12,6,7,4,57.14,0,0.0,0,0.0,3,42.86,12006
12,7,3,1,33.33,1,33.33,0,0.0,1,33.33,12007
12,8,10,3,30.0,2,20.0,2,20.0,3,30.0,12008
12,9,6,4,66.67,0,0.0,1,16.67,1,16.67,12009
12,10,6,1,16.67,2,33.33,0,0.0,3,50.0,12010
12,11,3,1,33.33,0,0.0,0,0.0,2,66.67,12011
12,12,3,3,100.0,0,0.0,0,0.0,0,0.0,12012
12,13,8,5,62.5,1,12.5,0,0.0,2,25.0,12013
12,14,6,1,16.67,1,16.67,0,0.0,4,66.67,12014
12,15,1,1,100.0,0,0.0,0,0.0,0,0.0,12015
12,16,6,0,0.0,2,33.33,2,33.33,2,33.33,12016
12,17,2,1,50.0,0,0.0,1,50.0,0,0.0,12017
12,18,6,1,16.67,1,16.67,1,16.67,3,50.0,12018
12,19,0,0,0.0,0,0.0,0,0.0,0,0.0,12019
12,20,5,4,80.0,0,0.0,0,0.0,1,20.0,12020
12,21,4,1,25.0,1,25.0,0,0.0,2,50.0,12021
12,22,12,6,50.0,2,16.67,0,0.0,4,33.33,12022
12,23,1,0,0.0,1,100.0,0,0.0,0,0.0,12023
12,24,7,4,57.14,1,14.29,1,14.29,1,14.29,12024
12,25,15,10,66.67,0,0.0,2,13.33,3,20.0,12025
12,26,1,0,0.0,0,0.0,0,0.0,1,100.0,12026
12,27,17,9,52.94,4,23.53,3,17.65,1,5.88,12027
12,28,4,0,0.0,0,0.0,0,0.0,4,100.0,12028
12,29,8,2,25.0,1,12.5,1,12.5,4,50.0,12029
12,30,10,2,20.0,3,30.0,0,0.0,5,50.0,12030
13,1,25,5,20.0,10,40.0,1,4.0,9,36.0,13001
13,2,16,5,31.25,5,31.25,1,6.25,5,31.25,13002
13,3,16,10,62.5,5,31.25,0,0.0,1,6.25,13003
13,4,12,6,50.0,2,16.67,0,0.0,4,33.33,13004
13,5,7,1,14.29,3,42.86,1,14.29,2,28.57,13005
13,6,19,6,31.58,3,15.79,1,5.26,9,47.37,13006
13,7,7,1,14.29,1,14.29,1,14.29,4,57.14,13007
13,8,28,13,46.43,4,14.29,2,7.14,9,32.14,13008
13,9,9,3,33.33,1,11.11,1,11.11,4,44.44,13009
13,10,16,4,25.0,2,12.5,4,25.0,6,37.5,13010
13,11,12,3,25.0,0,0.0,1,8.33,8,66.67,13011
13,12,12,5,41.67,1,8.33,1,8.33,5,41.67,13012
13,13,6,1,16.67,2,33.33,0,0.0,3,50.0,13013
13,14,15,5,33.33,3,20.0,2,13.33,5,33.33,13014
13,15,12,4,33.33,3,25.0,1,8.33,4,33.33,13015
13,16,14,4,28.57,3,21.43,2,14.29,5,35.71,13016
13,17,7,3,42.86,1,14.29,0,0.0,3,42.86,13017
13,18,13,5,38.46,1,7.69,1,7.69,6,46.15,13018
13,19,10,4,40.0,5,50.0,0,0.0,1,10.0,13019
13,20,11,4,36.36,2,18.18,2,18.18,3,27.27,13020
13,21,10,4,40.0,2,20.0,0,0.0,4,40.0,13021
13,22,6,2,33.33,0,0.0,0,0.0,4,66.67,13022
13,23,5,3,60.0,1,20.0,0,0.0,1,20.0,13023
13,24,26,13,50.0,5,19.23,1,3.85,7,26.92,13024
13,25,16,4,25.0,6,37.5,0,0.0,6,37.5,13025
13,26,1,0,0.0,0,0.0,1,100.0,0,0.0,13026
13,27,20,5,25.0,3,15.0,2,10.0,10,50.0,13027
13,28,8,3,37.5,3,37.5,0,0.0,2,25.0,13028
13,29,13,3,23.08,3,23.08,0,0.0,7,53.85,13029
13,30,8,2,25.0,0,0.0,1,12.5,5,62.5,13030
13,31,10,3,30.0,1,10.0,1,10.0,5,50.0,13031
13,32,7,2,28.57,2,28.57,1,14.29,2,28.57,13032
13,33,8,3,37.5,2,25.0,0,0.0,3,37.5,13033
13,34,13,6,46.15,0,0.0,0,0.0,7,53.85,13034
13,35,9,0,0.0,3,33.33,2,22.22,4,44.44,13035
13,36,11,5,45.45,3,27.27,0,0.0,3,27.27,13036
13,37,7,5,71.43,0,0.0,0,0.0,2,28.57,13037
13,38,6,2,33.33,1,16.67,0,0.0,3,50.0,13038
13,39,9,4,44.44,1,11.11,2,22.22,2,22.22,13039
13,40,16,8,50.0,0,0.0,1,6.25,7,43.75,13040
13,41,5,1,20.0,2,40.0,0,0.0,2,40.0,13041
13,42,9,1,11.11,2,22.22,0,0.0,6,66.67,13042
13,43,5,2,40.0,1,20.0,1,20.0,1,20.0,13043
13,44,11,2,18.18,3,27.27,1,9.09,5,45.45,13044
13,45,11,5,45.45,4,36.36,2,18.18,0,0.0,13045
13,46,1,0,0.0,1,100.0,0,0.0,0,0.0,13046
13,47,10,4,40.0,2,20.0,0,0.0,4,40.0,13047
13,48,6,2,33.33,1,16.67,0,0.0,3,50.0,13048
13,49,10,2,20.0,2,20.0,4,40.0,2,20.0,13049
13,50,13,5,38.46,1,7.69,0,0.0,7,53.85,13050
13,51,14,7,50.0,2,14.29,0,0.0,5,35.71,13051
13,52,17,9,52.94,2,11.76,1,5.88,5,29.41,13052
13,53,14,3,21.43,6,42.86,0,0.0,5,35.71,13053
13,54,5,1,20.0,0,0.0,0,0.0,4,80.0,13054
13,55,7,1,14.29,1,14.29,2,28.57,3,42.86,13055
13,56,12,7,58.33,0,0.0,0,0.0,5,41.67,13056
13,57,15,5,33.33,3,20.0,0,0.0,7,46.67,13057
13,58,7,2,28.57,0,0.0,0,0.0,5,71.43,13058
13,59,10,2,20.0,2,20.0,1,10.0,5,50.0,13059
13,60,4,0,0.0,2,50.0,1,25.0,1,25.0,13060
13,61,17,6,35.29,3,17.65,0,0.0,8,47.06,13061
13,62,8,1,12.5,1,12.5,0,0.0,6,75.0,13062
13,63,20,9,45.0,7,35.0,2,10.0,2,10.0,13063
14,1,11,5,45.45,1,9.09,2,18.18,3,27.27,14001
14,2,9,4,44.44,0,0.0,2,22.22,3,33.33,14002
14,3,7,3,42.86,1,14.29,0,0.0,3,42.86,14003
14,4,11,2,18.18,3,27.27,0,0.0,6,54.55,14004
14,5,10,5,50.0,0,0.0,2,20.0,3,30.0,14005
14,6,6,1,16.67,2,33.33,1,16.67,2,33.33,14006
14,7,6,1,16.67,1,16.67,0,0.0,4,66.67,14007
14,8,8,3,37.5,1,12.5,0,0.0,4,50.0,14008
14,9,4,3,75.0,0,0.0,0,0.0,1,25.0,14009
14,10,3,1,33.33,0,0.0,0,0.0,2,66.67,14010
14,11,8,1,12.5,1,12.5,0,0.0,6,75.0,14011
14,12,7,5,71.43,1,14.29,0,0.0,1,14.29,14012
14,13,11,4,36.36,2,18.18,0,0.0,5,45.45,14013
14,14,11,3,27.27,1,9.09,1,9.09,6,54.55,14014
14,15,5,1,20.0,1,20.0,1,20.0,2,40.0,14015
14,16,10,4,40.0,2,20.0,1,10.0,3,30.0,14016
14,17,6,0,0.0,3,50.0,1,16.67,2,33.33,14017
14,18,5,5,100.0,0,0.0,0,0.0,0,0.0,14018
14,19,4,1,25.0,1,25.0,1,25.0,1,25.0,14019
14,20,2,1,50.0,1,50.0,0,0.0,0,0.0,14020
14,21,8,2,25.0,1,12.5,2,25.0,3,37.5,14021
14,22,7,1,14.29,3,42.86,0,0.0,3,42.86,14022
14,23,8,0,0.0,4,50.0,2,25.0,2,25.0,14023
14,24,11,3,27.27,1,9.09,2,18.18,5,45.45,14024
14,25,9,4,44.44,1,11.11,0,0.0,4,44.44,14025
14,26,8,1,12.5,2,25.0,1,12.5,4,50.0,14026
14,27,7,0,0.0,1,14.29,0,0.0,6,85.71,14027
14,28,11,4,36.36,2,18.18,0,0.0,5,45.45,14028
14,29,9,3,33.33,1,11.11,0,0.0,5,55.56,14029
14,30,8,2,25.0,1,12.5,0,0.0,5,62.5,14030
14,31,6,1,16.67,0,0.0,0,0.0,5,83.33,14031
14,32,6,1,16.67,0,0.0,2,33.33,3,50.0,14032
14,33,5,0,0.0,1,20.0,2,40.0,2,40.0,14033
14,34,4,2,50.0,2,50.0,0,0.0,0,0.0,14034
14,35,10,5,50.0,0,0.0,0,0.0,5,50.0,14035
14,36,9,3,33.33,2,22.22,1,11.11,3,33.33,14036
14,37,4,3,75.0,1,25.0,0,0.0,0,0.0,14037
14,38,10,2,20.0,2,20.0,2,20.0,4,40.0,14038
14,39,16,8,50.0,1,6.25,0,0.0,7,43.75,14039
14,40,5,2,40.0,1,20.0,0,0.0,2,40.0,14040
14,41,7,2,28.57,2,28.57,2,28.57,1,14.29,14041
14,42,7,4,57.14,0,0.0,1,14.29,2,28.57,14042
14,43,13,3,23.08,1,7.69,3,23.08,6,46.15,14043
14,44,12,2,16.67,3,25.0,2,16.67,5,41.67,14044
14,45,9,2,22.22,2,22.22,0,0.0,5,55.56,14045
14,46,9,1,11.11,4,44.44,0,0.0,4,44.44,14046
14,47,8,4,50.0,0,0.0,1,12.5,3,37.5,14047
14,48,7,3,42.86,1,14.29,0,0.0,3,42.86,14048
15,1,0,0,0.0,0,0.0,0,0.0,0,0.0,15001
15,2,1,0,0.0,0,0.0,1,100.0,0,0.0,15002
15,3,1,0,0.0,0,0.0,0,0.0,1,100.0,15003
15,4,2,0,0.0,0,0.0,1,50.0,1,50.0,15004
15,5,3,0,0.0,0,0.0,2,66.67,1,33.33,15005
15,6,3,1,33.33,0,0.0,1,33.33,1,33.33,15006
15,7,1,1,100.0,0,0.0,0,0.0,0,0.0,15007
15,8,3,1,33.33,0,0.0,0,0.0,2,66.67,15008
15,9,0,0,0.0,0,0.0,0,0.0,0,0.0,15009
15,10,5,0,0.0,0,0.0,1,20.0,4,80.0,15010
15,11,0,0,0.0,0,0.0,0,0.0,0,0.0,15011
15,12,7,1,14.29,2,28.57,0,0.0,4,57.14,15012
15,13,2,0,0.0,0,0.0,2,100.0,0,0.0,15013
15,14,7,2,28.57,3,42.86,1,14.29,1,14.29,15014
15,15,0,0,0.0,0,0.0,0,0.0,0,0.0,15015
15,16,6,2,33.33,1,16.67,0,0.0,3,50.0,15016
15,17,3,1,33.33,0,0.0,0,0.0,2,66.67,15017
15,18,1,0,0.0,0,0.0,0,0.0,1,100.0,15018
15,19,2,0,0.0,1,50.0,1,50.0,0,0.0,15019
15,20,0,0,0.0,0,0.0,0,0.0,0,0.0,15020
15,21,0,0,0.0,0,0.0,0,0.0,0,0.0,15021
15,22,3,0,0.0,0,0.0,0,0.0,3,100.0,15022
15,23,0,0,0.0,0,0.0,0,0.0,0,0.0,15023
15,24,3,2,66.67,0,0.0,0,0.0,1,33.33,15024
15,25,4,1,25.0,1,25.0,0,0.0,2,50.0,15025
15,26,0,0,0.0,0,0.0,0,0.0,0,0.0,15026
15,27,11,4,36.36,1,9.09,0,0.0,6,54.55,15027
15,28,8,6,75.0,0,0.0,0,0.0,2,25.0,15028
15,29,1,0,0.0,0,0.0,0,0.0,1,100.0,15029
15,30,3,1,33.33,0,0.0,0,0.0,2,66.67,15030
15,31,1,0,0.0,0,0.0,0,0.0,1,100.0,15031
15,32,1,0,0.0,0,0.0,0,0.0,1,100.0,15032
15,33,1,0,0.0,0,0.0,0,0.0,1,100.0,15033
15,34,2,0,0.0,0,0.0,0,0.0,2,100.0,15034
15,35,3,0,0.0,0,0.0,0,0.0,3,100.0,15035
15,36,0,0,0.0,0,0.0,0,0.0,0,0.0,15036
15,37,1,0,0.0,1,100.0,0,0.0,0,0.0,15037
15,38,3,1,33.33,2,66.67,0,0.0,0,0.0,15038
15,39,2,1,50.0,0,0.0,0,0.0,1,50.0,15039
15,40,2,0,0.0,2,100.0,0,0.0,0,0.0,15040
15,41,14,7,50.0,1,7.14,1,7.14,5,35.71,15041
15,42,0,0,0.0,0,0.0,0,0.0,0,0.0,15042
15,43,0,0,0.0,0,0.0,0,0.0,0,0.0,15043
15,44,2,0,0.0,0,0.0,0,0.0,2,100.0,15044
15,45,15,6,40.0,4,26.67,2,13.33,3,20.0,15045
15,46,0,0,0.0,0,0.0,0,0.0,0,0.0,15046
15,47,3,0,0.0,1,33.33,2,66.67,0,0.0,15047
15,48,4,2,50.0,0,0.0,1,25.0,1,25.0,15048
15,49,5,2,40.0,2,40.0,1,20.0,0,0.0,15049
15,50,1,1,100.0,0,0.0,0,0.0,0,0.0,15050
16,1,4,2,50.0,0,0.0,0,0.0,2,50.0,16001
16,2,2,0,0.0,1,50.0,1,50.0,0,0.0,16002
16,3,2,0,0.0,1,50.0,0,0.0,1,50.0,16003
16,4,0,0,0.0,0,0.0,0,0.0,0,0.0,16004
16,5,1,0,0.0,0,0.0,0,0.0,1,100.0,16005
16,6,1,0,0.0,1,100.0,0,0.0,0,0.0,16006
16,7,1,0,0.0,0,0.0,0,0.0,1,100.0,16007
16,8,5,0,0.0,0,0.0,1,20.0,4,80.0,16008
16,9,0,0,0.0,0,0.0,0,0.0,0,0.0,16009
16,10,1,1,100.0,0,0.0,0,0.0,0,0.0,16010
16,11,1,0,0.0,0,0.0,1,100.0,0,0.0,16011
16,12,0,0,0.0,0,0.0,0,0.0,0,0.0,16012
16,13,7,2,28.57,1,14.29,0,0.0,4,57.14,16013
16,14,1,0,0.0,0,0.0,1,100.0,0,0.0,16014
16,15,3,2,66.67,1,33.33,0,0.0,0,0.0,16015
16,16,1,1,100.0,0,0.0,0,0.0,0,0.0,16016
16,17,0,0,0.0,0,0.0,0,0.0,0,0.0,16017
16,18,0,0,0.0,0,0.0,0,0.0,0,0.0,16018
16,19,0,0,0.0,0,0.0,0,0.0,0,0.0,16019
16,20,1,1,100.0,0,0.0,0,0.0,0,0.0,16020
16,21,4,2,50.0,1,25.0,0,0.0,1,25.0,16021
16,22,1,0,0.0,0,0.0,0,0.0,1,100.0,16022
16,23,11,5,45.45,1,9.09,2,18.18,3,27.27,16023
16,24,1,0,0.0,0,0.0,1,100.0,0,0.0,16024
16,25,4,0,0.0,1,25.0,3,75.0,0,0.0,16025
16,26,1,1,100.0,0,0.0,0,0.0,0,0.0,16026
16,27,4,0,0.0,0,0.0,2,50.0,2,50.0,16027
16,28,1,0,0.0,0,0.0,0,0.0,1,100.0,16028
16,29,1,0,0.0,1,100.0,0,0.0,0,0.0,16029
16,30,2,0,0.0,1,50.0,0,0.0,1,50.0,16030
16,31,2,0,0.0,1,50.0,0,0.0,1,50.0,16031
16,32,0,0,0.0,0,0.0,0,0.0,0,0.0,16032
16,33,0,0,0.0,0,0.0,0,0.0,0,0.0,16033
16,34,2,1,50.0,0,0.0,1,50.0,0,0.0,16034
16,35,4,1,25.0,0,0.0,1,25.0,2,50.0,16035
16,36,1,0,0.0,0,0.0,0,0.0,1,100.0,16036
16,37,2,1,50.0,1,50.0,0,0.0,0,0.0,16037
16,38,3,1,33.33,0,0.0,0,0.0,2,66.67,16038
16,39,1,0,0.0,0,0.0,0,0.0,1,100.0,16039
16,40,1,1,100.0,0,0.0,0,0.0,0,0.0,16040
16,41,3,1,33.33,2,66.67,0,0.0,0,0.0,16041
16,42,9,4,44.44,0,0.0,2,22.22,3,33.33,16042
17,1,0,0,0.0,0,0.0,0,0.0,0,0.0,17001
17,2,5,1,20.0,0,0.0,1,20.0,3,60.0,17002
17,3,1,0,0.0,0,0.0,0,0.0,1,100.0,17003
17,4,2,0,0.0,2,100.0,0,0.0,0,0.0,17004
17,5,1,0,0.0,1,100.0,0,0.0,0,0.0,17005
17,6,1,0,0.0,0,0.0,0,0.0,1,100.0,17006
17,7,0,0,0.0,0,0.0,0,0.0,0,0.0,17007
17,8,1,1,100.0,0,0.0,0,0.0,0,0.0,17008
17,9,1,1,100.0,0,0.0,0,0.0,0,0.0,17009
17,10,0,0,0.0,0,0.0,0,0.0,0,0.0,17010
17,11,0,0,0.0,0,0.0,0,0.0,0,0.0,17011
17,12,2,2,100.0,0,0.0,0,0.0,0,0.0,17012
17,13,6,2,33.33,1,16.67,1,16.67,2,33.33,17013
17,14,1,0,0.0,1,100.0,0,0.0,0,0.0,17014
17,15,2,1,50.0,0,0.0,0,0.0,1,50.0,17015
17,16,1,0,0.0,1,100.0,0,0.0,0,0.0,17016
