ward,precinct,total,PATRICIA VAZQUEZ,PATRICIA VAZQUEZ Percent,DONALD G. HANSEN,DONALD G. HANSEN Percent,ERICK M. NICKERSON,ERICK M. NICKERSON Percent,precinct_id
10,24,61,21,34.43,21,34.43,19,31.15,10024
10,25,15,7,46.67,4,26.67,4,26.67,10025
10,26,37,14,37.84,13,35.14,10,27.03,10026
10,27,45,16,35.56,16,35.56,13,28.89,10027
10,28,6,1,16.67,2,33.33,3,50.0,10028
10,29,5,4,80.0,0,0.0,1,20.0,10029
10,30,18,8,44.44,5,27.78,5,27.78,10030
10,31,34,13,38.24,10,29.41,11,32.35,10031
10,32,57,20,35.09,20,35.09,17,29.82,10032
10,33,30,9,30.0,12,40.0,9,30.0,10033
10,34,18,6,33.33,7,38.89,5,27.78,10034
10,35,44,17,38.64,15,34.09,12,27.27,10035
10,36,12,4,33.33,4,33.33,4,33.33,10036
10,37,6,4,66.67,1,16.67,1,16.67,10037
10,38,47,16,34.04,16,34.04,15,31.91,10038
10,39,34,15,44.12,10,29.41,9,26.47,10039
10,40,4,2,50.0,1,25.0,1,25.0,10040
10,41,99,30,30.3,37,37.37,32,32.32,10041
10,42,44,17,38.64,15,34.09,12,27.27,10042
10,43,4,3,75.0,0,0.0,1,25.0,10043
10,44,10,5,50.0,2,20.0,3,30.0,10044
10,45,17,8,47.06,6,35.29,3,17.65,10045
10,46,25,8,32.0,12,48.0,5,20.0,10046
11,1,22,7,31.82,8,36.36,7,31.82,11001
11,2,26,9,34.62,8,30.77,9,34.62,11002
11,3,21,6,28.57,7,33.33,8,38.1,11003
11,4,11,4,36.36,5,45.45,2,18.18,11004
11,5,9,5,55.56,2,22.22,2,22.22,11005
11,6,23,9,39.13,5,21.74,9,39.13,11006
11,7,9,4,44.44,3,33.33,2,22.22,11007
11,8,17,4,23.53,8,47.06,5,29.41,11008
11,9,14,4,28.57,5,35.71,5,35.71,11009
11,10,11,7,63.64,2,18.18,2,18.18,11010
11,11,14,6,42.86,4,28.57,4,28.57,11011
11,12,26,9,34.62,10,38.46,7,26.92,11012
11,13,24,8,33.33,8,33.33,8,33.33,11013
11,14,6,2,33.33,3,50.0,1,16.67,11014
11,15,12,4,33.33,5,41.67,3,25.0,11015
11,16,15,5,33.33,5,33.33,5,33.33,11016
11,17,39,16,41.03,12,30.77,11,28.21,11017
11,18,17,6,35.29,7,41.18,4,23.53,11018
11,19,12,4,33.33,4,33.33,4,33.33,11019
11,20,13,3,23.08,5,38.46,5,38.46,11020
11,21,16,4,25.0,7,43.75,5,31.25,11021
11,22,10,3,30.0,4,40.0,3,30.0,11022
11,23,15,5,33.33,5,33.33,5,33.33,11023
11,24,13,4,30.77,6,46.15,3,23.08,11024
11,25,7,2,28.57,3,42.86,2,28.57,11025
11,26,30,12,40.0,8,26.67,10,33.33,11026
11,27,22,8,36.36,7,31.82,7,31.82,11027
11,28,4,1,25.0,2,50.0,1,25.0,11028
11,29,21,8,38.1,7,33.33,6,28.57,11029
11,30,21,6,28.57,7,33.33,8,38.1,11030
11,31,2,2,100.0,0,0.0,0,0.0,11031
11,32,8,3,37.5,3,37.5,2,25.0,11032
11,33,4,2,50.0,1,25.0,1,25.0,11033
11,34,11,3,27.27,5,45.45,3,27.27,11034
11,35,16,6,37.5,6,37.5,4,25.0,11035
11,36,9,4,44.44,3,33.33,2,22.22,11036
11,37,28,9,32.14,11,39.29,8,28.57,11037
11,38,19,7,36.84,6,31.58,6,31.58,11038
11,39,9,3,33.33,3,33.33,3,33.33,11039
11,40,9,3,33.33,3,33.33,3,33.33,11040
11,41,9,2,22.22,4,44.44,3,33.33,11041
11,42,1,1,100.0,0,0.0,0,0.0,11042
11,43,9,4,44.44,4,44.44,1,11.11,11043
11,44,9,3,33.33,2,22.22,4,44.44,11044
11,45,6,2,33.33,2,33.33,2,33.33,11045
11,46,3,1,33.33,1,33.33,1,33.33,11046
11,47,9,4,44.44,3,33.33,2,22.22,11047
11,48,3,1,33.33,1,33.33,1,33.33,11048
11,49,2,1,50.0,1,50.0,0,0.0,11049
11,50,7,2,28.57,2,28.57,3,42.86,11050
11,51,8,4,50.0,2,25.0,2,25.0,11051
11,52,21,7,33.33,8,38.1,6,28.57,11052
11,53,10,3,30.0,4,40.0,3,30.0,11053
11,54,5,2,40.0,2,40.0,1,20.0,11054
12,1,8,5,62.5,2,25.0,1,12.5,12001
12,2,14,5,35.71,4,28.57,5,35.71,12002
12,3,6,3,50.0,1,16.67,2,33.33,12003
12,4,2,1,50.0,0,0.0,1,50.0,12004
12,5,5,2,40.0,2,40.0,1,20.0,12005
12,6,6,4,66.67,1,16.67,1,16.67,12006
12,7,7,2,28.57,3,42.86,2,28.57,12007
12,8,21,8,38.1,7,33.33,6,28.57,12008
12,9,4,3,75.0,1,25.0,0,0.0,12009
12,10,10,5,50.0,2,20.0,3,30.0,12010
12,11,5,2,40.0,2,40.0,1,20.0,12011
12,12,7,2,28.57,3,42.86,2,28.57,12012
12,13,14,4,28.57,5,35.71,5,35.71,12013
12,14,10,5,50.0,2,20.0,3,30.0,12014
12,15,1,1,100.0,0,0.0,0,0.0,12015
12,16,11,6,54.55,3,27.27,2,18.18,12016
12,17,2,2,100.0,0,0.0,0,0.0,12017
12,18,8,5,62.5,1,12.5,2,25.0,12018
12,19,0,0,0.0,0,0.0,0,0.0,12019
12,20,8,5,62.5,2,25.0,1,12.5,12020
12,21,5,1,20.0,1,20.0,3,60.0,12021
12,22,19,11,57.89,4,21.05,4,21.05,12022
12,23,2,0,0.0,1,50.0,1,50.0,12023
12,24,14,4,28.57,5,35.71,5,35.71,12024
12,25,18,9,50.0,5,27.78,4,22.22,12025
12,26,3,1,33.33,1,33.33,1,33.33,12026
12,27,18,9,50.0,5,27.78,4,22.22,12027
12,28,4,1,25.0,2,50.0,1,25.0,12028
12,29,13,6,46.15,4,30.77,3,23.08,12029
12,30,21,7,33.33,8,38.1,6,28.57,12030
13,1,62,22,35.48,20,32.26,20,32.26,13001
13,2,35,10,28.57,15,42.86,10,28.57,13002
13,3,38,13,34.21,13,34.21,12,31.58,13003
13,4,24,8,33.33,9,37.5,7,29.17,13004
13,5,9,4,44.44,3,33.33,2,22.22,13005
13,6,27,8,29.63,12,44.44,7,25.93,13006
13,7,12,4,33.33,5,41.67,3,25.0,13007
13,8,63,21,33.33,21,33.33,21,33.33,13008
13,9,6,2,33.33,3,50.0,1,16.67,13009
13,10,32,11,34.38,12,37.5,9,28.13,13010
13,11,18,8,44.44,4,22.22,6,33.33,13011
13,12,23,8,34.78,9,39.13,6,26.09,13012
13,13,12,5,41.67,4,33.33,3,25.0,13013
13,14,26,9,34.62,9,34.62,8,30.77,13014
13,15,23,9,39.13,7,30.43,7,30.43,13015
13,16,18,7,38.89,6,33.33,5,27.78,13016
13,17,14,4,28.57,5,35.71,5,35.71,13017
13,18,21,8,38.1,8,38.1,5,23.81,13018
13,19,16,5,31.25,5,31.25,6,37.5,13019
13,20,13,5,38.46,4,30.77,4,30.77,13020
13,21,17,4,23.53,8,47.06,5,29.41,13021
13,22,12,4,33.33,5,41.67,3,25.0,13022
13,23,10,4,40.0,4,40.0,2,20.0,13023
13,24,45,15,33.33,18,40.0,12,26.67,13024
13,25,29,12,41.38,10,34.48,7,24.14,13025
13,26,4,2,50.0,1,25.0,1,25.0,13026
13,27,35,15,42.86,12,34.29,8,22.86,13027
13,28,15,5,33.33,6,40.0,4,26.67,13028
13,29,23,8,34.78,8,34.78,7,30.43,13029
13,30,13,5,38.46,5,38.46,3,23.08,13030
13,31,17,9,52.94,4,23.53,4,23.53,13031
13,32,18,6,33.33,7,38.89,5,27.78,13032
13,33,14,4,28.57,7,50.0,3,21.43,13033
13,34,35,13,37.14,10,28.57,12,34.29,13034
13,35,17,7,41.18,5,29.41,5,29.41,13035
13,36,21,7,33.33,7,33.33,7,33.33,13036
13,37,13,5,38.46,5,38.46,3,23.08,13037
13,38,12,3,25.0,6,50.0,3,25.0,13038
13,39,16,7,43.75,4,25.0,5,31.25,13039
13,40,28,14,50.0,6,21.43,8,28.57,13040
13,41,10,3,30.0,5,50.0,2,20.0,13041
13,42,14,6,42.86,6,42.86,2,14.29,13042
13,43,7,4,57.14,2,28.57,1,14.29,13043
13,44,23,12,52.17,5,21.74,6,26.09,13044
13,45,27,10,37.04,9,33.33,8,29.63,13045
13,46,1,1,100.0,0,0.0,0,0.0,13046
13,47,18,6,33.33,6,33.33,6,33.33,13047
13,48,9,3,33.33,3,33.33,3,33.33,13048
13,49,13,5,38.46,4,30.77,4,30.77,13049
13,50,23,9,39.13,8,34.78,6,26.09,13050
13,51,21,8,38.1,8,38.1,5,23.81,13051
13,52,37,14,37.84,12,32.43,11,29.73,13052
13,53,21,7,33.33,8,38.1,6,28.57,13053
13,54,9,5,55.56,2,22.22,2,22.22,13054
13,55,18,6,33.33,7,38.89,5,27.78,13055
13,56,20,9,45.0,6,30.0,5,25.0,13056
13,57,24,8,33.33,9,37.5,7,29.17,13057
13,58,14,5,35.71,5,35.71,4,28.57,13058
13,59,14,4,28.57,5,35.71,5,35.71,13059
13,60,6,2,33.33,2,33.33,2,33.33,13060
13,61,27,10,37.04,9,33.33,8,29.63,13061
13,62,12,4,33.33,4,33.33,4,33.33,13062
13,63,35,12,34.29,11,31.43,12,34.29,13063
14,1,20,7,35.0,9,45.0,4,20.0,14001
14,2,16,5,31.25,5,31.25,6,37.5,14002
14,3,18,9,50.0,5,27.78,4,22.22,14003
14,4,12,8,66.67,2,16.67,2,16.67,14004
14,5,19,8,42.11,5,26.32,6,31.58,14005
14,6,11,5,45.45,4,36.36,2,18.18,14006
14,7,10,5,50.0,3,30.0,2,20.0,14007
14,8,18,8,44.44,5,27.78,5,27.78,14008
14,9,4,2,50.0,1,25.0,1,25.0,14009
14,10,3,0,0.0,2,66.67,1,33.33,14010
14,11,6,4,66.67,1,16.67,1,16.67,14011
14,12,22,7,31.82,8,36.36,7,31.82,14012
14,13,19,7,36.84,8,42.11,4,21.05,14013
14,14,25,12,48.0,7,28.0,6,24.0,14014
14,15,7,4,57.14,1,14.29,2,28.57,14015
14,16,15,6,40.0,4,26.67,5,33.33,14016
14,17,10,4,40.0,4,40.0,2,20.0,14017
14,18,10,2,20.0,5,50.0,3,30.0,14018
14,19,8,4,50.0,2,25.0,2,25.0,14019
14,20,1,1,100.0,0,0.0,0,0.0,14020
14,21,13,5,38.46,4,30.77,4,30.77,14021
14,22,20,10,50.0,5,25.0,5,25.0,14022
14,23,16,5,31.25,7,43.75,4,25.0,14023
14,24,13,10,76.92,2,15.38,1,7.69,14024
14,25,17,9,52.94,4,23.53,4,23.53,14025
14,26,12,6,50.0,3,25.0,3,25.0,14026
14,27,16,8,50.0,4,25.0,4,25.0,14027
14,28,20,8,40.0,7,35.0,5,25.0,14028
14,29,19,7,36.84,7,36.84,5,26.32,14029
14,30,12,5,41.67,3,25.0,4,33.33,14030
14,31,8,3,37.5,3,37.5,2,25.0,14031
14,32,10,5,50.0,3,30.0,2,20.0,14032
14,33,5,2,40.0,2,40.0,1,20.0,14033
14,34,10,3,30.0,3,30.0,4,40.0,14034
14,35,17,6,35.29,5,29.41,6,35.29,14035
14,36,12,6,50.0,3,25.0,3,25.0,14036
14,37,9,4,44.44,3,33.33,2,22.22,14037
14,38,15,8,53.33,4,26.67,3,20.0,14038
14,39,29,9,31.03,11,37.93,9,31.03,14039
14,40,11,4,36.36,4,36.36,3,27.27,14040
14,41,10,5,50.0,2,20.0,3,30.0,14041
14,42,19,6,31.58,7,36.84,6,31.58,14042
14,43,22,9,40.91,5,22.73,8,36.36,14043
14,44,22,9,40.91,7,31.82,6,27.27,14044
14,45,14,7,50.0,4,28.57,3,21.43,14045
14,46,18,7,38.89,6,33.33,5,27.78,14046
14,47,14,6,42.86,4,28.57,4,28.57,14047
14,48,10,6,60.0,2,20.0,2,20.0,14048
15,1,0,0,0.0,0,0.0,0,0.0,15001
15,2,1,1,100.0,0,0.0,0,0.0,15002
15,3,3,1,33.33,1,33.33,1,33.33,15003
15,4,2,2,100.0,0,0.0,0,0.0,15004
15,5,4,1,25.0,3,75.0,0,0.0,15005
15,6,7,3,42.86,2,28.57,2,28.57,15006
15,7,1,0,0.0,0,0.0,1,100.0,15007
15,8,6,2,33.33,2,33.33,2,33.33,15008
15,9,0,0,0.0,0,0.0,0,0.0,15009
15,10,14,6,42.86,4,28.57,4,28.57,15010
15,11,3,1,33.33,1,33.33,1,33.33,15011
15,12,10,6,60.0,2,20.0,2,20.0,15012
15,13,2,0,0.0,0,0.0,2,100.0,15013
15,14,17,5,29.41,7,41.18,5,29.41,15014
15,15,0,0,0.0,0,0.0,0,0.0,15015
15,16,5,1,20.0,2,40.0,2,40.0,15016
15,17,7,3,42.86,2,28.57,2,28.57,15017
15,18,0,0,0.0,0,0.0,0,0.0,15018
15,19,0,0,0.0,0,0.0,0,0.0,15019
15,20,0,0,0.0,0,0.0,0,0.0,15020
15,21,0,0,0.0,0,0.0,0,0.0,15021
15,22,5,2,40.0,2,40.0,1,20.0,15022
15,23,0,0,0.0,0,0.0,0,0.0,15023
15,24,3,1,33.33,1,33.33,1,33.33,15024
15,25,9,4,44.44,2,22.22,3,33.33,15025
15,26,0,0,0.0,0,0.0,0,0.0,15026
15,27,16,6,37.5,6,37.5,4,25.0,15027
15,28,12,4,33.33,4,33.33,4,33.33,15028
15,29,3,1,33.33,1,33.33,1,33.33,15029
15,30,5,1,20.0,3,60.0,1,20.0,15030
15,31,3,1,33.33,1,33.33,1,33.33,15031
15,32,3,1,33.33,1,33.33,1,33.33,15032
15,33,2,1,50.0,1,50.0,0,0.0,15033
15,34,5,3,60.0,1,20.0,1,20.0,15034
15,35,3,1,33.33,1,33.33,1,33.33,15035
15,36,0,0,0.0,0,0.0,0,0.0,15036
15,37,3,1,33.33,1,33.33,1,33.33,15037
15,38,6,3,50.0,1,16.67,2,33.33,15038
15,39,4,2,50.0,1,25.0,1,25.0,15039
15,40,2,1,50.0,0,0.0,1,50.0,15040
15,41,28,12,42.86,9,32.14,7,25.0,15041
15,42,0,0,0.0,0,0.0,0,0.0,15042
15,43,0,0,0.0,0,0.0,0,0.0,15043
15,44,2,2,100.0,0,0.0,0,0.0,15044
15,45,31,12,38.71,10,32.26,9,29.03,15045
15,46,0,0,0.0,0,0.0,0,0.0,15046
15,47,3,1,33.33,1,33.33,1,33.33,15047
15,48,9,3,33.33,3,33.33,3,33.33,15048
15,49,11,4,36.36,4,36.36,3,27.27,15049
15,50,3,1,33.33,1,33.33,1,33.33,15050
16,1,7,2,28.57,3,42.86,2,28.57,16001
16,2,2,0,0.0,1,50.0,1,50.0,16002
16,3,4,2,50.0,1,25.0,1,25.0,16003
16,4,0,0,0.0,0,0.0,0,0.0,16004
16,5,2,1,50.0,0,0.0,1,50.0,16005
16,6,3,1,33.33,1,33.33,1,33.33,16006
16,7,1,1,100.0,0,0.0,0,0.0,16007
16,8,3,2,66.67,0,0.0,1,33.33,16008
16,9,0,0,0.0,0,0.0,0,0.0,16009
16,10,0,0,0.0,0,0.0,0,0.0,16010
16,11,1,1,100.0,0,0.0,0,0.0,16011
16,12,2,1,50.0,0,0.0,1,50.0,16012
16,13,13,3,23.08,5,38.46,5,38.46,16013
16,14,1,0,0.0,0,0.0,1,100.0,16014
16,15,3,1,33.33,1,33.33,1,33.33,16015
16,16,1,0,0.0,0,0.0,1,100.0,16016
16,17,0,0,0.0,0,0.0,0,0.0,16017
16,18,0,0,0.0,0,0.0,0,0.0,16018
16,19,0,0,0.0,0,0.0,0,0.0,16019
16,20,1,0,0.0,1,100.0,0,0.0,16020
16,21,7,3,42.86,2,28.57,2,28.57,16021
16,22,1,1,100.0,0,0.0,0,0.0,16022
16,23,19,14,73.68,3,15.79,2,10.53,16023
16,24,1,0,0.0,0,0.0,1,100.0,16024
16,25,3,2,66.67,0,0.0,1,33.33,16025
16,26,3,1,33.33,1,33.33,1,33.33,16026
16,27,9,2,22.22,3,33.33,4,44.44,16027
16,28,2,1,50.0,1,50.0,0,0.0,16028
16,29,3,1,33.33,1,33.33,1,33.33,16029
16,30,1,0,0.0,1,100.0,0,0.0,16030
16,31,5,2,40.0,2,40.0,1,20.0,16031
16,32,0,0,0.0,0,0.0,0,0.0,16032
16,33,0,0,0.0,0,0.0,0,0.0,16033
16,34,4,1,25.0,1,25.0,2,50.0,16034
16,35,4,1,25.0,2,50.0,1,25.0,16035
16,36,1,1,100.0,0,0.0,0,0.0,16036
16,37,3,1,33.33,1,33.33,1,33.33,16037
16,38,2,0,0.0,2,100.0,0,0.0,16038
16,39,0,0,0.0,0,0.0,0,0.0,16039
16,40,1,1,100.0,0,0.0,0,0.0,16040
16,41,7,3,42.86,2,28.57,2,28.57,16041
16,42,16,9,56.25,4,25.0,3,18.75,16042
17,1,0,0,0.0,0,0.0,0,0.0,17001
17,2,13,6,46.15,3,23.08,4,30.77,17002
17,3,1,0,0.0,0,0.0,1,100.0,17003
17,4,9,3,33.33,3,33.33,3,33.33,17004
17,5,0,0,0.0,0,0.0,0,0.0,17005
17,6,1,0,0.0,0,0.0,1,100.0,17006
17,7,0,0,0.0,0,0.0,0,0.0,17007
17,8,0,0,0.0,0,0.0,0,0.0,17008
17,9,3,1,33.33,1,33.33,1,33.33,17009
17,10,0,0,0.0,0,0.0,0,0.0,17010
17,11,1,1,100.0,0,0.0,0,0.0,17011
17,12,2,0,0.0,1,50.0,1,50.0,17012
17,13,9,5,55.56,2,22.22,2,22.22,17013
17,14,3,1,33.33,1,33.33,1,33.33,17014
17,15,4,2,50.0,0,0.0,2,50.0,17015
17,16,3,1,33.33,1,33.33,1,33.33,17016
17,17,0,0,0.0,0,0.0,0,0.0,17017
17,18,1,0,0.0,0,0.0,1,100.0,17018
17,19,0,0,0.0,0,0.0,0,0.0,17019
17,20,2,0,0.0,0,0.0,2,100.0,17020
17,21,16,6,37.5,5,31.25,5,31.25,17021
17,22,1,1,100.0,0,0.0,0,0.0,17022
17,23,3,1,33.33,1,33.33,1,33.33,17023
17,24,11,3,27.27,5,45.45,3,27.27,17024
17,25,0,0,0.0,0,0.0,0,0.0,17025
17,26,2,1,50.0,0,0.0,1,50.0,17026
17,27,1,0,0.0,1,100.0,0,0.0,17027
17,28,0,0,0.0,0,0.0,0,0.0,17028
17,29,4,2,50.0,1,25.0,1,25.0,17029
17,30,8,3,37.5,3,37.5,2,25.0,17030
17,31,5,1,20.0,3,60.0,1,20.0,17031
17,32,0,0,0.0,0,0.0,0,0.0,17032
17,33,0,0,0.0,0,0.0,0,0.0,17033
17,34,0,0,0.0,0,0.0,0,0.0,17034
17,35,4,2,50.0,2,50.0,0,0.0,17035
17,36,0,0,0.0,0,0.0,0,0.0,17036
17,37,7,2,28.57,2,28.57,3,42.86,17037
17,38,0,0,0.0,0,0.0,0,0.0,17038
17,39,1,0,0.0,1,100.0,0,0.0,17039
17,40,0,0,0.0,0,0.0,0,0.0,17040
17,41,1,1,100.0,0,0.0,0,0.0,17041
17,42,1,1,100.0,0,0.0,0,0.0,17042
17,43,4,2,50.0,1,25.0,1,25.0,17043
17,44,0,0,0.0,0,0.0,0,0.0,17044
17,45,5,2,40.0,2,40.0,1,20.0,17045
17,46,7,3,42.86,2,28.57,2,28.57,17046
17,47,4,2,50.0,1,25.0,1,25.0,17047
17,48,5,3,60.0,1,20.0,1,20.0,17048
17,49,7,3,42.86,3,42.86,1,14.29,17049
17,50,3,1,33.33,1,33.33,1,33.33,17050
17,51,10,4,40.0,3,30.0,3,30.0,17051
17,52,1,1,100.0,0,0.0,0,0.0,17052
17,53,9,4,44.44,2,22.22,3,33.33,17053
17,54,17,9,52.94,2,11.76,6,35.29,17054
17,55,2,1,50.0,0,0.0,1,50.0,17055
18,1,3,0,0.0,1,33.33,2,66.67,18001
18,2,15,6,40.0,5,33.33,4,26.67,18002
18,3,1,0,0.0,1,100.0,0,0.0,18003
18,4,22,7,31.82,7,31.82,8,36.36,18004
18,5,2,1,50.0,1,50.0,0,0.0,18005
18,6,3,1,33.33,1,33.33,1,33.33,18006
18,7,13,5,38.46,5,38.46,3,23.08,18007
18,8,24,8,33.33,9,37.5,7,29.17,18008
18,9,10,4,40.0,3,30.0,3,30.0,18009
18,10,18,6,33.33,6,33.33,6,33.33,18010
18,11,32,11,34.38,10,31.25,11,34.38,18011
18,12,19,6,31.58,7,36.84,6,31.58,18012
18,13,18,5,27.78,7,38.89,6,33.33,18013
18,14,11,3,27.27,3,27.27,5,45.45,18014
18,15,3,1,33.33,1,33.33,1,33.33,18015
18,16,22,8,36.36,7,31.82,7,31.82,18016
18,17,24,10,41.67,8,33.33,6,25.0,18017
18,18,4,1,25.0,2,50.0,1,25.0,18018
18,19,3,1,33.33,1,33.33,1,33.33,18019
18,20,5,2,40.0,2,40.0,1,20.0,18020
18,21,22,8,36.36,7,31.82,7,31.82,18021
18,22,13,5,38.46,4,30.77,4,30.77,18022
18,23,8,2,25.0,3,37.5,3,37.5,18023
18,24,1,0,0.0,1,100.0,0,0.0,18024
18,25,1,1,100.0,0,0.0,0,0.0,18025
18,26,4,2,50.0,1,25.0,1,25.0,18026
18,27,4,2,50.0,1,25.0,1,25.0,18027
18,28,3,1,33.33,1,33.33,1,33.33,18028
18,29,39,13,33.33,13,33.33,13,33.33,18029
18,30,2,0,0.0,0,0.0,2,100.0,18030
18,31,3,0,0.0,1,33.33,2,66.67,18031
18,32,0,0,0.0,0,0.0,0,0.0,18032
18,33,0,0,0.0,0,0.0,0,0.0,18033
18,34,19,5,26.32,7,36.84,7,36.84,18034
18,35,18,5,27.78,8,44.44,5,27.78,18035
18,36,3,1,33.33,1,33.33,1,33.33,18036
18,37,7,3,42.86,2,28.57,2,28.57,18037
18,38,3,1,33.33,1,33.33,1,33.33,18038
18,39,0,0,0.0,0,0.0,0,0.0,18039
18,40,3,1,33.33,2,66.67,0,0.0,18040
18,41,6,2,33.33,2,33.33,2,33.33,18041
18,42,9,3,33.33,3,33.33,3,33.33,18042
18,43,1,0,0.0,0,0.0,1,100.0,18043
18,44,6,2,33.33,2,33.33,2,33.33,18044
18,45,7,4,57.14,2,28.57,1,14.29,18045
18,46,2,2,100.0,0,0.0,0,0.0,18046
18,47,4,1,25.0,1,25.0,2,50.0,18047
18,48,4,2,50.0,1,25.0,1,25.0,18048
18,49,14,4,28.57,5,35.71,5,35.71,18049
18,50,9,3,33.33,3,33.33,3,33.33,18050
18,51,3,2,66.67,0,0.0,1,33.33,18051
18,52,0,0,0.0,0,0.0,0,0.0,18052
18,53,1,1,100.0,0,0.0,0,0.0,18053
18,54,1,1,100.0,0,0.0,0,0.0,18054
18,55,0,0,0.0,0,0.0,0,0.0,18055
18,56,4,1,25.0,2,50.0,1,25.0,18056
18,57,2,2,100.0,0,0.0,0,0.0,18057
18,58,1,0,0.0,1,100.0,0,0.0,18058
18,59,5,1,20.0,2,40.0,2,40.0,18059
18,60,3,1,33.33,1,33.33,1,33.33,18060
18,61,0,0,0.0,0,0.0,0,0.0,18061
18,62,3,1,33.33,1,33.33,1,33.33,18062
18,63,0,0,0.0,0,0.0,0,0.0,18063
19,1,29,10,34.48,11,37.93,8,27.59,19001
19,2,34,12,35.29,11,32.35,11,32.35,19002
19,3,37,11,29.73,16,43.24,10,27.03,19003
19,4,45,12,26.67,18,40.0,15,33.33,19004
19,5,20,6,30.0,8,40.0,6,30.0,19005
19,6,50,15,30.0,21,42.0,14,28.0,19006
19,7,15,5,33.33,6,40.0,4,26.67,19007
19,8,27,9,33.33,10,37.04,8,29.63,19008
19,9,51,17,33.33,20,39.22,14,27.45,19009
19,10,36,13,36.11,13,36.11,10,27.78,19010
19,11,55,16,29.09,21,38.18,18,32.73,19011
19,12,51,16,31.37,21,41.18,14,27.45,19012
19,13,20,8,40.0,6,30.0,6,30.0,19013
19,14,38,12,31.58,16,42.11,10,26.32,19014
19,15,24,7,29.17,11,45.83,6,25.0,19015
19,16,28,11,39.29,10,35.71,7,25.0,19016
19,17,25,6,24.0,13,52.0,6,24.0,19017
19,18,42,13,30.95,16,38.1,13,30.95,19018
19,19,31,12,38.71,10,32.26,9,29.03,19019
19,20,25,11,44.0,6,24.0,8,32.0,19020
19,21,27,9,33.33,9,33.33,9,33.33,19021
19,22,34,13,38.24,12,35.29,9,26.47,19022
19,23,27,9,33.33,10,37.04,8,29.63,19023
19,24,45,16,35.56,15,33.33,14,31.11,19024
19,25,71,24,33.8,26,36.62,21,29.58,19025
19,26,55,18,32.73,22,40.0,15,27.27,19026
19,27,34,10,29.41,14,41.18,10,29.41,19027
19,28,30,11,36.67,10,33.33,9,30.0,19028
19,29,22,6,27.27,9,40.91,7,31.82,19029
19,30,61,20,32.79,22,36.07,19,31.15,19030
19,31,73,25,34.25,27,36.99,21,28.77,19031
19,32,60,19,31.67,25,41.67,16,26.67,19032
19,33,44,13,29.55,16,36.36,15,34.09,19033
19,34,37,12,32.43,14,37.84,11,29.73,19034
19,35,28,9,32.14,10,35.71,9,32.14,19035
19,36,31,10,32.26,11,35.48,10,32.26,19036
19,37,27,9,33.33,9,33.33,9,33.33,19037
19,38,36,12,33.33,14,38.89,10,27.78,19038
19,39,14,6,42.86,4,28.57,4,28.57,19039
19,40,56,20,35.71,20,35.71,16,28.57,19040
19,41,40,10,25.0,19,47.5,11,27.5,19041
19,42,43,12,27.91,20,46.51,11,25.58,19042
19,43,2,1,50.0,1,50.0,0,0.0,19043
19,44,15,3,20.0,8,53.33,4,26.67,19044
19,45,58,19,32.76,20,34.48,19,32.76,19045
19,46,40,12,30.0,14,35.0,14,35.0,19046
19,47,15,4,26.67,6,40.0,5,33.33,19047
19,48,4,1,25.0,2,50.0,1,25.0,19048
19,49,39,13,33.33,13,33.33,13,33.33,19049
19,50,6,2,33.33,2,33.33,2,33.33,19050
19,51,38,14,36.84,14,36.84,10,26.32,19051
19,52,68,20,29.41,27,39.71,21,30.88,19052
19,53,25,8,32.0,9,36.0,8,32.0,19053
19,54,63,22,34.92,22,34.92,19,30.16,19054
19,55,47,15,31.91,17,36.17,15,31.91,19055
19,56,55,18,32.73,18,32.73,19,34.55,19056
19,57,50,14,28.0,20,40.0,16,32.0,19057
19,58,40,12,30.0,17,42.5,11,27.5,19058
19,59,61,18,29.51,27,44.26,16,26.23,19059
19,60,12,4,33.33,4,33.33,4,33.33,19060
19,61,34,10,29.41,13,38.24,11,32.35,19061
19,62,39,13,33.33,16,41.03,10,25.64,19062
19,63,19,6,31.58,7,36.84,6,31.58,19063
19,64,27,11,40.74,9,33.33,7,25.93,19064
19,65,50,14,28.0,17,34.0,19,38.0,19065
20,1,3,1,33.33,1,33.33,1,33.33,20001
20,2,11,5,45.45,3,27.27,3,27.27,20002
20,3,5,1,20.0,1,20.0,3,60.0,20003
20,4,1,1,100.0,0,0.0,0,0.0,20004
20,5,1,0,0.0,1,100.0,0,0.0,20005
20,6,0,0,0.0,0,0.0,0,0.0,20006
20,7,0,0,0.0,0,0.0,0,0.0,20007
20,8,4,2,50.0,1,25.0,1,25.0,20008
20,9,6,1,16.67,3,50.0,2,33.33,20009
20,10,5,1,20.0,2,40.0,2,40.0,20010
20,11,0,0,0.0,0,0.0,0,0.0,20011
20,12,0,0,0.0,0,0.0,0,0.0,20012
20,13,2,0,0.0,1,50.0,1,50.0,20013
20,14,6,2,33.33,1,16.67,3,50.0,20014
20,15,0,0,0.0,0,0.0,0,0.0,20015
20,16,0,0,0.0,0,0.0,0,0.0,20016
20,17,4,2,50.0,1,25.0,1,25.0,20017
20,18,2,0,0.0,0,0.0,2,100.0,20018
20,19,0,0,0.0,0,0.0,0,0.0,20019
20,20,1,1,100.0,0,0.0,0,0.0,20020
20,21,0,0,0.0,0,0.0,0,0.0,20021
