ward,precinct,total,Stephanie D. Neely,Stephanie D. Neely Percent,precinct_id
36,32,155,155,100.0,36032
36,33,132,132,100.0,36033
36,34,126,126,100.0,36034
36,35,225,225,100.0,36035
36,36,152,152,100.0,36036
36,37,132,132,100.0,36037
36,38,117,117,100.0,36038
36,39,153,153,100.0,36039
36,40,187,187,100.0,36040
36,41,138,138,100.0,36041
36,42,132,132,100.0,36042
36,43,133,133,100.0,36043
36,44,179,179,100.0,36044
36,45,188,188,100.0,36045
36,46,158,158,100.0,36046
36,47,145,145,100.0,36047
36,48,139,139,100.0,36048
36,49,198,198,100.0,36049
36,50,162,162,100.0,36050
36,51,216,216,100.0,36051
36,52,153,153,100.0,36052
36,53,122,122,100.0,36053
36,54,204,204,100.0,36054
36,55,244,244,100.0,36055
37,1,92,92,100.0,37001
37,2,137,137,100.0,37002
37,3,67,67,100.0,37003
37,4,166,166,100.0,37004
37,5,171,171,100.0,37005
37,6,170,170,100.0,37006
37,7,167,167,100.0,37007
37,8,98,98,100.0,37008
37,9,126,126,100.0,37009
37,10,144,144,100.0,37010
37,11,63,63,100.0,37011
37,12,97,97,100.0,37012
37,13,129,129,100.0,37013
37,14,199,199,100.0,37014
37,15,175,175,100.0,37015
37,16,156,156,100.0,37016
37,17,111,111,100.0,37017
37,18,155,155,100.0,37018
37,19,128,128,100.0,37019
37,20,108,108,100.0,37020
37,21,179,179,100.0,37021
37,22,103,103,100.0,37022
37,23,131,131,100.0,37023
37,24,139,139,100.0,37024
37,25,164,164,100.0,37025
37,26,180,180,100.0,37026
37,27,157,157,100.0,37027
37,28,164,164,100.0,37028
37,29,154,154,100.0,37029
37,30,108,108,100.0,37030
37,31,174,174,100.0,37031
37,32,142,142,100.0,37032
37,33,133,133,100.0,37033
37,34,157,157,100.0,37034
37,35,177,177,100.0,37035
37,36,127,127,100.0,37036
37,37,143,143,100.0,37037
37,38,198,198,100.0,37038
37,39,170,170,100.0,37039
37,40,167,167,100.0,37040
37,41,192,192,100.0,37041
37,42,89,89,100.0,37042
37,43,123,123,100.0,37043
38,1,156,156,100.0,38001
38,2,107,107,100.0,38002
38,3,108,108,100.0,38003
38,4,67,67,100.0,38004
38,5,178,178,100.0,38005
38,6,127,127,100.0,38006
38,7,138,138,100.0,38007
38,8,93,93,100.0,38008
38,9,95,95,100.0,38009
38,10,141,141,100.0,38010
38,11,119,119,100.0,38011
38,12,172,172,100.0,38012
38,13,131,131,100.0,38013
38,14,136,136,100.0,38014
38,15,95,95,100.0,38015
38,16,152,152,100.0,38016
38,17,111,111,100.0,38017
38,18,151,151,100.0,38018
38,19,177,177,100.0,38019
38,20,148,148,100.0,38020
38,21,118,118,100.0,38021
38,22,139,139,100.0,38022
38,23,93,93,100.0,38023
38,24,79,79,100.0,38024
38,25,143,143,100.0,38025
38,26,103,103,100.0,38026
38,27,87,87,100.0,38027
38,28,101,101,100.0,38028
38,29,125,125,100.0,38029
38,30,120,120,100.0,38030
38,31,153,153,100.0,38031
38,32,183,183,100.0,38032
38,33,129,129,100.0,38033
38,34,95,95,100.0,38034
38,35,166,166,100.0,38035
38,36,142,142,100.0,38036
38,37,114,114,100.0,38037
38,38,174,174,100.0,38038
38,39,126,126,100.0,38039
38,40,103,103,100.0,38040
38,41,198,198,100.0,38041
38,42,159,159,100.0,38042
38,43,149,149,100.0,38043
38,44,157,157,100.0,38044
38,45,156,156,100.0,38045
38,46,122,122,100.0,38046
38,47,132,132,100.0,38047
38,48,138,138,100.0,38048
38,49,133,133,100.0,38049
38,50,150,150,100.0,38050
38,51,101,101,100.0,38051
38,52,150,150,100.0,38052
38,53,35,35,100.0,38053
39,1,157,157,100.0,39001
39,2,308,308,100.0,39002
39,3,158,158,100.0,39003
39,4,117,117,100.0,39004
39,5,112,112,100.0,39005
39,6,155,155,100.0,39006
39,7,120,120,100.0,39007
39,8,173,173,100.0,39008
39,9,189,189,100.0,39009
39,10,121,121,100.0,39010
39,11,239,239,100.0,39011
39,12,106,106,100.0,39012
39,13,65,65,100.0,39013
39,14,130,130,100.0,39014
39,15,143,143,100.0,39015
39,16,95,95,100.0,39016
39,17,113,113,100.0,39017
39,18,159,159,100.0,39018
39,19,113,113,100.0,39019
39,20,130,130,100.0,39020
39,21,103,103,100.0,39021
39,22,169,169,100.0,39022
39,23,83,83,100.0,39023
39,24,137,137,100.0,39024
39,25,146,146,100.0,39025
39,26,155,155,100.0,39026
39,27,147,147,100.0,39027
39,28,157,157,100.0,39028
39,29,145,145,100.0,39029
39,30,94,94,100.0,39030
39,31,107,107,100.0,39031
39,32,156,156,100.0,39032
39,33,184,184,100.0,39033
39,34,155,155,100.0,39034
39,35,129,129,100.0,39035
39,36,178,178,100.0,39036
39,37,219,219,100.0,39037
39,38,161,161,100.0,39038
39,39,76,76,100.0,39039
39,40,101,101,100.0,39040
39,41,65,65,100.0,39041
39,42,147,147,100.0,39042
39,43,119,119,100.0,39043
39,44,132,132,100.0,39044
39,45,84,84,100.0,39045
39,46,128,128,100.0,39046
39,47,112,112,100.0,39047
40,1,90,90,100.0,40001
40,2,75,75,100.0,40002
40,3,102,102,100.0,40003
40,4,109,109,100.0,40004
40,5,94,94,100.0,40005
40,6,84,84,100.0,40006
40,7,101,101,100.0,40007
40,8,33,33,100.0,40008
40,9,92,92,100.0,40009
40,10,147,147,100.0,40010
40,11,86,86,100.0,40011
40,12,94,94,100.0,40012
40,13,118,118,100.0,40013
40,14,86,86,100.0,40014
40,15,139,139,100.0,40015
40,16,171,171,100.0,40016
40,17,74,74,100.0,40017
40,18,115,115,100.0,40018
40,19,142,142,100.0,40019
40,20,112,112,100.0,40020
40,21,110,110,100.0,40021
40,22,35,35,100.0,40022
40,23,111,111,100.0,40023
40,24,79,79,100.0,40024
40,25,97,97,100.0,40025
40,26,123,123,100.0,40026
40,27,90,90,100.0,40027
40,28,117,117,100.0,40028
40,29,154,154,100.0,40029
40,30,171,171,100.0,40030
40,31,128,128,100.0,40031
40,32,74,74,100.0,40032
40,33,109,109,100.0,40033
40,34,86,86,100.0,40034
40,35,145,145,100.0,40035
40,36,141,141,100.0,40036
40,37,103,103,100.0,40037
40,38,72,72,100.0,40038
40,39,104,104,100.0,40039
40,40,81,81,100.0,40040
40,41,126,126,100.0,40041
40,42,139,139,100.0,40042
40,43,100,100,100.0,40043
40,44,101,101,100.0,40044
40,45,186,186,100.0,40045
40,46,151,151,100.0,40046
40,47,106,106,100.0,40047
40,48,87,87,100.0,40048
40,49,68,68,100.0,40049
41,1,190,190,100.0,41001
41,2,238,238,100.0,41002
41,3,193,193,100.0,41003
41,4,225,225,100.0,41004
41,5,222,222,100.0,41005
41,6,143,143,100.0,41006
41,7,237,237,100.0,41007
41,8,211,211,100.0,41008
41,9,236,236,100.0,41009
41,10,148,148,100.0,41010
41,11,238,238,100.0,41011
41,12,213,213,100.0,41012
41,13,133,133,100.0,41013
41,14,188,188,100.0,41014
41,15,205,205,100.0,41015
41,16,231,231,100.0,41016
41,17,230,230,100.0,41017
41,18,194,194,100.0,41018
41,19,187,187,100.0,41019
41,20,313,313,100.0,41020
41,21,229,229,100.0,41021
41,22,190,190,100.0,41022
41,23,189,189,100.0,41023
41,24,223,223,100.0,41024
41,25,64,64,100.0,41025
41,26,97,97,100.0,41026
41,27,59,59,100.0,41027
41,28,110,110,100.0,41028
41,29,66,66,100.0,41029
41,30,245,245,100.0,41030
41,31,240,240,100.0,41031
41,32,142,142,100.0,41032
41,33,170,170,100.0,41033
41,34,184,184,100.0,41034
41,35,206,206,100.0,41035
41,36,228,228,100.0,41036
41,37,236,236,100.0,41037
41,38,226,226,100.0,41038
41,39,145,145,100.0,41039
41,40,255,255,100.0,41040
41,41,211,211,100.0,41041
41,42,246,246,100.0,41042
41,43,220,220,100.0,41043
41,44,149,149,100.0,41044
41,45,174,174,100.0,41045
41,46,160,160,100.0,41046
41,47,167,167,100.0,41047
41,48,122,122,100.0,41048
41,49,207,207,100.0,41049
41,50,197,197,100.0,41050
41,51,134,134,100.0,41051
41,52,279,279,100.0,41052
41,53,206,206,100.0,41053
41,54,121,121,100.0,41054
41,55,254,254,100.0,41055
41,56,245,245,100.0,41056
41,57,145,145,100.0,41057
42,1,218,218,100.0,42001
42,2,112,112,100.0,42002
42,3,153,153,100.0,42003
42,4,142,142,100.0,42004
42,5,132,132,100.0,42005
42,6,312,312,100.0,42006
42,7,158,158,100.0,42007
42,8,177,177,100.0,42008
42,9,203,203,100.0,42009
42,10,92,92,100.0,42010
42,11,175,175,100.0,42011
42,12,93,93,100.0,42012
42,13,319,319,100.0,42013
42,14,128,128,100.0,42014
42,15,180,180,100.0,42015
42,16,80,80,100.0,42016
42,17,254,254,100.0,42017
42,18,172,172,100.0,42018
42,19,55,55,100.0,42019
42,20,91,91,100.0,42020
42,21,73,73,100.0,42021
42,22,93,93,100.0,42022
42,23,197,197,100.0,42023
42,24,171,171,100.0,42024
42,25,136,136,100.0,42025
42,26,184,184,100.0,42026
42,27,220,220,100.0,42027
42,28,169,169,100.0,42028
42,29,164,164,100.0,42029
42,30,84,84,100.0,42030
42,31,92,92,100.0,42031
42,32,79,79,100.0,42032
42,33,222,222,100.0,42033
42,34,138,138,100.0,42034
42,35,132,132,100.0,42035
42,36,107,107,100.0,42036
42,37,121,121,100.0,42037
42,38,127,127,100.0,42038
42,39,148,148,100.0,42039
42,40,166,166,100.0,42040
42,41,111,111,100.0,42041
42,42,110,110,100.0,42042
42,43,165,165,100.0,42043
42,44,181,181,100.0,42044
42,45,139,139,100.0,42045
42,46,99,99,100.0,42046
42,47,111,111,100.0,42047
42,48,119,119,100.0,42048
42,49,87,87,100.0,42049
42,50,140,140,100.0,42050
42,51,182,182,100.0,42051
42,52,101,101,100.0,42052
42,53,153,153,100.0,42053
42,54,96,96,100.0,42054
42,55,164,164,100.0,42055
42,56,91,91,100.0,42056
42,57,91,91,100.0,42057
42,58,65,65,100.0,42058
42,59,152,152,100.0,42059
42,60,67,67,100.0,42060
42,61,99,99,100.0,42061
42,62,129,129,100.0,42062
42,63,155,155,100.0,42063
42,64,67,67,100.0,42064
42,65,146,146,100.0,42065
42,66,148,148,100.0,42066
42,67,185,185,100.0,42067
42,68,94,94,100.0,42068
42,69,109,109,100.0,42069
43,1,177,177,100.0,43001
43,2,128,128,100.0,43002
43,3,129,129,100.0,43003
43,4,175,175,100.0,43004
43,5,112,112,100.0,43005
43,6,110,110,100.0,43006
43,7,151,151,100.0,43007
43,8,194,194,100.0,43008
43,9,86,86,100.0,43009
43,10,95,95,100.0,43010
43,11,83,83,100.0,43011
43,12,177,177,100.0,43012
43,13,56,56,100.0,43013
43,14,130,130,100.0,43014
43,15,114,114,100.0,43015
43,16,129,129,100.0,43016
43,17,152,152,100.0,43017
43,18,159,159,100.0,43018
43,19,90,90,100.0,43019
43,20,158,158,100.0,43020
43,21,128,128,100.0,43021
43,22,78,78,100.0,43022
43,23,118,118,100.0,43023
43,24,162,162,100.0,43024
43,25,162,162,100.0,43025
43,26,117,117,100.0,43026
43,27,104,104,100.0,43027
43,28,173,173,100.0,43028
43,29,122,122,100.0,43029
43,30,72,72,100.0,43030
43,31,139,139,100.0,43031
43,32,142,142,100.0,43032
43,33,41,41,100.0,43033
43,34,67,67,100.0,43034
43,35,142,142,100.0,43035
43,36,102,102,100.0,43036
43,37,80,80,100.0,43037
43,38,104,104,100.0,43038
43,39,110,110,100.0,43039
43,40,55,55,100.0,43040
43,41,65,65,100.0,43041
43,42,149,149,100.0,43042
43,43,88,88,100.0,43043
43,44,113,113,100.0,43044
43,45,40,40,100.0,43045
43,46,177,177,100.0,43046
43,47,137,137,100.0,43047
43,48,104,104,100.0,43048
43,49,139,139,100.0,43049
43,50,99,99,100.0,43050
43,51,159,159,100.0,43051
43,52,82,82,100.0,43052
43,53,154,154,100.0,43053
43,54,93,93,100.0,43054
43,55,124,124,100.0,43055
43,56,73,73,100.0,43056
43,57,74,74,100.0,43057
43,58,93,93,100.0,43058
43,59,154,154,100.0,43059
44,1,123,123,100.0,44001
44,2,99,99,100.0,44002
44,3,200,200,100.0,44003
44,4,200,200,100.0,44004
44,5,135,135,100.0,44005
44,6,76,76,100.0,44006
44,7,150,150,100.0,44007
44,8,66,66,100.0,44008
44,9,68,68,100.0,44009
44,10,44,44,100.0,44010
44,11,91,91,100.0,44011
44,12,96,96,100.0,44012
44,13,74,74,100.0,44013
44,14,70,70,100.0,44014
44,15,141,141,100.0,44015
44,16,102,102,100.0,44016
44,17,116,116,100.0,44017
44,18,66,66,100.0,44018
44,19,74,74,100.0,44019
44,20,92,92,100.0,44020
44,21,91,91,100.0,44021
44,22,163,163,100.0,44022
44,23,82,82,100.0,44023
44,24,67,67,100.0,44024
44,25,88,88,100.0,44025
44,26,70,70,100.0,44026
44,27,106,106,100.0,44027
44,28,74,74,100.0,44028
44,29,92,92,100.0,44029
44,30,102,102,100.0,44030
44,31,95,95,100.0,44031
44,32,64,64,100.0,44032
44,33,112,112,100.0,44033
44,34,100,100,100.0,44034
44,35,126,126,100.0,44035
44,36,84,84,100.0,44036
44,37,145,145,100.0,44037
44,38,72,72,100.0,44038
44,39,88,88,100.0,44039
44,40,113,113,100.0,44040
44,41,137,137,100.0,44041
44,42,158,158,100.0,44042
44,43,116,116,100.0,44043
44,44,159,159,100.0,44044
44,45,124,124,100.0,44045
44,46,71,71,100.0,44046
44,47,130,130,100.0,44047
44,48,104,104,100.0,44048
44,49,193,193,100.0,44049
44,50,109,109,100.0,44050
44,51,66,66,100.0,44051
45,1,149,149,100.0,45001
45,2,218,218,100.0,45002
45,3,287,287,100.0,45003
45,4,224,224,100.0,45004
45,5,205,205,100.0,45005
45,6,205,205,100.0,45006
45,7,153,153,100.0,45007
45,8,167,167,100.0,45008
45,9,253,253,100.0,45009
45,10,253,253,100.0,45010
45,11,218,218,100.0,45011
45,12,215,215,100.0,45012
45,13,279,279,100.0,45013
45,14,209,209,100.0,45014
45,15,236,236,100.0,45015
45,16,194,194,100.0,45016
45,17,152,152,100.0,45017
45,18,237,237,100.0,45018
45,19,200,200,100.0,45019
45,20,199,199,100.0,45020
45,21,194,194,100.0,45021
45,22,192,192,100.0,45022
45,23,200,200,100.0,45023
45,24,269,269,100.0,45024
45,25,245,245,100.0,45025
45,26,253,253,100.0,45026
45,27,212,212,100.0,45027
45,28,176,176,100.0,45028
45,29,192,192,100.0,45029
45,30,238,238,100.0,45030
45,31,167,167,100.0,45031
45,32,138,138,100.0,45032
45,33,181,181,100.0,45033
45,34,158,158,100.0,45034
45,35,227,227,100.0,45035
45,36,169,169,100.0,45036
45,37,210,210,100.0,45037
45,38,240,240,100.0,45038
45,39,243,243,100.0,45039
45,40,236,236,100.0,45040
45,41,121,121,100.0,45041
45,42,214,214,100.0,45042
45,43,179,179,100.0,45043
45,44,254,254,100.0,45044
45,45,160,160,100.0,45045
45,46,204,204,100.0,45046
45,47,228,228,100.0,45047
45,48,211,211,100.0,45048
45,49,192,192,100.0,45049
45,50,169,169,100.0,45050
45,51,186,186,100.0,45051
45,52,221,221,100.0,45052
45,53,137,137,100.0,45053
46,1,304,304,100.0,46001
46,2,160,160,100.0,46002
46,3,195,195,100.0,46003
46,4,241,241,100.0,46004
46,5,102,102,100.0,46005
46,6,237,237,100.0,46006
46,7,109,109,100.0,46007
46,8,232,232,100.0,46008
46,9,227,227,100.0,46009
46,10,138,138,100.0,46010
46,11,210,210,100.0,46011
46,12,219,219,100.0,46012
46,13,147,147,100.0,46013
46,14,113,113,100.0,46014
46,15,198,198,100.0,46015
46,16,155,155,100.0,46016
46,17,222,222,100.0,46017
46,18,168,168,100.0,46018
46,19,139,139,100.0,46019
46,20,179,179,100.0,46020
46,21,40,40,100.0,46021
46,22,198,198,100.0,46022
46,23,179,179,100.0,46023
46,24,78,78,100.0,46024
46,25,246,246,100.0,46025
46,26,246,246,100.0,46026
46,27,197,197,100.0,46027
46,28,175,175,100.0,46028
46,29,165,165,100.0,46029
46,30,202,202,100.0,46030
46,31,154,154,100.0,46031
46,32,207,207,100.0,46032
46,33,210,210,100.0,46033
46,34,176,176,100.0,46034
46,35,260,260,100.0,46035
46,36,163,163,100.0,46036
46,37,94,94,100.0,46037
46,38,169,169,100.0,46038
46,39,201,201,100.0,46039
46,40,195,195,100.0,46040
46,41,213,213,100.0,46041
46,42,223,223,100.0,46042
46,43,188,188,100.0,46043
46,44,114,114,100.0,46044
46,45,164,164,100.0,46045
46,46,178,178,100.0,46046
46,47,73,73,100.0,46047
47,1,152,152,100.0,47001
47,2,147,147,100.0,47002
47,3,118,118,100.0,47003
47,4,179,179,100.0,47004
47,5,145,145,100.0,47005
47,6,184,184,100.0,47006
47,7,148,148,100.0,47007
47,8,223,223,100.0,47008
47,9,148,148,100.0,47009
47,10,80,80,100.0,47010
47,11,232,232,100.0,47011
47,12,129,129,100.0,47012
47,13,204,204,100.0,47013
47,14,109,109,100.0,47014
47,15,123,123,100.0,47015
47,16,142,142,100.0,47016
47,17,175,175,100.0,47017
47,18,132,132,100.0,47018
47,19,188,188,100.0,47019
47,20,143,143,100.0,47020
47,21,159,159,100.0,47021
47,22,165,165,100.0,47022
47,23,69,69,100.0,47023
47,24,100,100,100.0,47024
47,25,148,148,100.0,47025
47,26,162,162,100.0,47026
47,27,114,114,100.0,47027
47,28,194,194,100.0,47028
47,29,141,141,100.0,47029
47,30,151,151,100.0,47030
47,31,123,123,100.0,47031
47,32,122,122,100.0,47032
47,33,150,150,100.0,47033
47,34,180,180,100.0,47034
47,35,172,172,100.0,47035
47,36,204,204,100.0,47036
47,37,165,165,100.0,47037
47,38,160,160,100.0,47038
47,39,140,140,100.0,47039
47,40,121,121,100.0,47040
47,41,241,241,100.0,47041
47,42,111,111,100.0,47042
47,43,93,93,100.0,47043
47,44,133,133,100.0,47044
47,45,127,127,100.0,47045
47,46,98,98,100.0,47046
47,47,134,134,100.0,47047
47,48,56,56,100.0,47048
47,49,85,85,100.0,47049
47,50,115,115,100.0,47050
47,51,118,118,100.0,47051
47,52,83,83,100.0,47052
48,1,119,119,100.0,48001
48,2,142,142,100.0,48002
48,3,153,153,100.0,48003
48,4,159,159,100.0,48004
48,5,154,154,100.0,48005
48,6,165,165,100.0,48006
48,7,84,84,100.0,48007
48,8,95,95,100.0,48008
48,9,162,162,100.0,48009
48,10,57,57,100.0,48010
48,11,129,129,100.0,48011
48,12,101,101,100.0,48012
48,13,120,120,100.0,48013
48,14,238,238,100.0,48014
48,15,62,62,100.0,48015
48,16,109,109,100.0,48016
48,17,137,137,100.0,48017
48,18,97,97,100.0,48018
48,19,120,120,100.0,48019
48,20,57,57,100.0,48020
48,21,50,50,100.0,48021
48,22,236,236,100.0,48022
48,23,158,158,100.0,48023
48,24,181,181,100.0,48024
48,25,154,154,100.0,48025
48,26,122,122,100.0,48026
48,27,114,114,100.0,48027
48,28,146,146,100.0,48028
48,29,154,154,100.0,48029
48,30,104,104,100.0,48030
48,31,124,124,100.0,48031
48,32,90,90,100.0,48032
48,33,143,143,100.0,48033
48,34,76,76,100.0,48034
48,35,98,98,100.0,48035
48,36,163,163,100.0,48036
48,37,74,74,100.0,48037
48,38,163,163,100.0,48038
48,39,117,117,100.0,48039
48,40,73,73,100.0,48040
48,41,75,75,100.0,48041
48,42,83,83,100.0,48042
48,43,116,116,100.0,48043
48,44,101,101,100.0,48044
48,45,113,113,100.0,48045
48,46,94,94,100.0,48046
48,47,102,102,100.0,48047
48,48,120,120,100.0,48048
48,49,55,55,100.0,48049
48,50,158,158,100.0,48050
48,51,151,151,100.0,48051
48,52,80,80,100.0,48052
48,53,117,117,100.0,48053
48,54,89,89,100.0,48054
48,55,83,83,100.0,48055
48,56,114,114,100.0,48056
49,1,142,142,100.0,49001
49,2,217,217,100.0,49002
49,3,110,110,100.0,49003
49,4,103,103,100.0,49004
49,5,171,171,100.0,49005
49,6,149,149,100.0,49006
49,7,112,112,100.0,49007
49,8,142,142,100.0,49008
49,9,118,118,100.0,49009
49,10,122,122,100.0,49010
49,11,118,118,100.0,49011
49,12,157,157,100.0,49012
49,13,157,157,100.0,49013
49,14,122,122,100.0,49014
49,15,99,99,100.0,49015
49,16,119,119,100.0,49016
49,17,16,16,100.0,49017
49,18,108,108,100.0,49018
49,19,165,165,100.0,49019
49,20,187,187,100.0,49020
49,21,46,46,100.0,49021
49,22,156,156,100.0,49022
49,23,109,109,100.0,49023
49,24,173,173,100.0,49024
49,25,156,156,100.0,49025
49,26,155,155,100.0,49026
49,27,146,146,100.0,49027
49,28,112,112,100.0,49028
49,29,167,167,100.0,49029
49,30,152,152,100.0,49030
49,31,103,103,100.0,49031
49,32,83,83,100.0,49032
49,33,115,115,100.0,49033
49,34,147,147,100.0,49034
49,35,202,202,100.0,49035
49,36,175,175,100.0,49036
49,37,170,170,100.0,49037
49,38,106,106,100.0,49038
49,39,126,126,100.0,49039
49,40,110,110,100.0,49040
49,41,148,148,100.0,49041
49,42,164,164,100.0,49042
50,1,240,240,100.0,50001
50,2,238,238,100.0,50002
50,3,186,186,100.0,50003
50,4,186,186,100.0,50004
50,5,200,200,100.0,50005
50,6,149,149,100.0,50006
50,7,231,231,100.0,50007
50,8,122,122,100.0,50008
50,9,162,162,100.0,50009
50,10,129,129,100.0,50010
50,11,172,172,100.0,50011
50,12,112,112,100.0,50012
50,13,167,167,100.0,50013
50,14,96,96,100.0,50014
50,15,221,221,100.0,50015
50,16,120,120,100.0,50016
50,17,154,154,100.0,50017
50,18,160,160,100.0,50018
50,19,158,158,100.0,50019
50,20,172,172,100.0,50020
50,21,203,203,100.0,50021
50,22,155,155,100.0,50022
50,23,109,109,100.0,50023
50,24,172,172,100.0,50024
50,25,176,176,100.0,50025
50,26,126,126,100.0,50026
50,27,92,92,100.0,50027
50,28,130,130,100.0,50028
50,29,181,181,100.0,50029
50,30,175,175,100.0,50030
50,31,85,85,100.0,50031
50,32,129,129,100.0,50032
50,33,126,126,100.0,50033
50,34,188,188,100.0,50034
50,35,210,210,100.0,50035
50,36,186,186,100.0,50036
50,37,206,206,100.0,50037
50,38,148,148,100.0,50038
50,39,151,151,100.0,50039
50,40,190,190,100.0,50040
50,41,218,218,100.0,50041
50,42,169,169,100.0,50042
50,43,171,171,100.0,50043
50,44,156,156,100.0,50044
50,45,91,91,100.0,50045
