ward,precinct,total,Ruth Isabel Gudino,Ruth Isabel Gudino Percent,Chelsey Renece Robinson,Chelsey Renece Robinson Percent,precinct_id
17,13,74,38,51.35,36,48.65,17013
17,14,56,28,50.0,28,50.0,17014
17,15,104,31,29.81,73,70.19,17015
17,16,77,34,44.16,43,55.84,17016
17,17,85,37,43.53,48,56.47,17017
17,18,141,46,32.62,95,67.38,17018
17,19,38,10,26.32,28,73.68,17019
17,20,152,50,32.89,102,67.11,17020
17,21,163,50,30.67,113,69.33,17021
17,22,96,33,34.38,63,65.63,17022
17,23,66,18,27.27,48,72.73,17023
17,24,114,36,31.58,78,68.42,17024
17,25,73,33,45.21,40,54.79,17025
17,26,101,41,40.59,60,59.41,17026
17,27,104,33,31.73,71,68.27,17027
17,28,77,28,36.36,49,63.64,17028
17,29,98,34,34.69,64,65.31,17029
17,30,38,17,44.74,21,55.26,17030
17,31,73,22,30.14,51,69.86,17031
17,32,57,29,50.88,28,49.12,17032
17,33,47,19,40.43,28,59.57,17033
17,34,51,16,31.37,35,68.63,17034
17,35,57,15,26.32,42,73.68,17035
17,36,87,34,39.08,53,60.92,17036
17,37,90,34,37.78,56,62.22,17037
17,38,97,50,51.55,47,48.45,17038
17,39,102,31,30.39,71,69.61,17039
17,40,142,62,43.66,80,56.34,17040
17,41,131,46,35.11,85,64.89,17041
18,1,87,41,47.13,46,52.87,18001
18,2,59,31,52.54,28,47.46,18002
18,3,69,50,72.46,19,27.54,18003
18,4,156,71,45.51,85,54.49,18004
18,5,64,23,35.94,41,64.06,18005
18,6,84,53,63.1,31,36.9,18006
18,7,92,35,38.04,57,61.96,18007
18,8,156,61,39.1,95,60.9,18008
18,9,173,68,39.31,105,60.69,18009
18,10,226,89,39.38,137,60.62,18010
18,11,90,51,56.67,39,43.33,18011
18,12,125,59,47.2,66,52.8,18012
18,13,112,56,50.0,56,50.0,18013
18,14,167,67,40.12,100,59.88,18014
18,15,100,53,53.0,47,47.0,18015
18,16,129,51,39.53,78,60.47,18016
18,17,92,47,51.09,45,48.91,18017
18,18,161,59,36.65,102,63.35,18018
18,19,138,53,38.41,85,61.59,18019
18,20,84,27,32.14,57,67.86,18020
18,21,180,76,42.22,104,57.78,18021
18,22,161,59,36.65,102,63.35,18022
18,23,108,42,38.89,66,61.11,18023
18,24,53,40,75.47,13,24.53,18024
18,25,83,60,72.29,23,27.71,18025
18,26,202,85,42.08,117,57.92,18026
18,27,93,39,41.94,54,58.06,18027
18,28,80,58,72.5,22,27.5,18028
18,29,121,57,47.11,64,52.89,18029
18,30,73,54,73.97,19,26.03,18030
18,31,124,64,51.61,60,48.39,18031
18,32,150,68,45.33,82,54.67,18032
18,33,81,37,45.68,44,54.32,18033
18,34,197,85,43.15,112,56.85,18034
18,35,173,72,41.62,101,58.38,18035
18,36,79,40,50.63,39,49.37,18036
18,37,184,76,41.3,108,58.7,18037
18,38,114,47,41.23,67,58.77,18038
18,39,74,34,45.95,40,54.05,18039
18,40,110,59,53.64,51,46.36,18040
18,41,171,53,30.99,118,69.01,18041
18,42,84,33,39.29,51,60.71,18042
18,43,50,37,74.0,13,26.0,18043
18,44,71,52,73.24,19,26.76,18044
18,45,78,46,58.97,32,41.03,18045
18,46,83,60,72.29,23,27.71,18046
18,47,77,28,36.36,49,63.64,18047
18,48,69,41,59.42,28,40.58,18048
18,49,60,26,43.33,34,56.67,18049
18,50,63,30,47.62,33,52.38,18050
19,1,107,85,79.44,22,20.56,19001
19,2,274,136,49.64,138,50.36,19002
19,3,55,43,78.18,12,21.82,19003
19,4,114,95,83.33,19,16.67,19004
19,5,199,117,58.79,82,41.21,19005
19,6,96,77,80.21,19,19.79,19006
19,7,113,79,69.91,34,30.09,19007
19,8,74,65,87.84,9,12.16,19008
19,9,79,66,83.54,13,16.46,19009
19,10,243,156,64.2,87,35.8,19010
19,11,90,80,88.89,10,11.11,19011
19,12,66,55,83.33,11,16.67,19012
19,13,217,66,30.41,151,69.59,19013
19,14,176,94,53.41,82,46.59,19014
19,15,105,82,78.1,23,21.9,19015
19,16,108,87,80.56,21,19.44,19016
19,17,120,95,79.17,25,20.83,19017
19,18,196,151,77.04,45,22.96,19018
19,19,258,156,60.47,102,39.53,19019
19,20,166,68,40.96,98,59.04,19020
19,21,92,71,77.17,21,22.83,19021
19,22,171,102,59.65,69,40.35,19022
19,23,145,118,81.38,27,18.62,19023
19,24,56,42,75.0,14,25.0,19024
19,25,164,125,76.22,39,23.78,19025
19,26,154,117,75.97,37,24.03,19026
19,27,171,89,52.05,82,47.95,19027
19,28,209,85,40.67,124,59.33,19028
19,29,87,63,72.41,24,27.59,19029
19,30,77,67,87.01,10,12.99,19030
19,31,141,92,65.25,49,34.75,19031
19,32,109,87,79.82,22,20.18,19032
19,33,90,71,78.89,19,21.11,19033
19,34,133,106,79.7,27,20.3,19034
19,35,160,110,68.75,50,31.25,19035
19,36,204,99,48.53,105,51.47,19036
19,37,212,123,58.02,89,41.98,19037
19,38,178,69,38.76,109,61.24,19038
19,39,40,21,52.5,19,47.5,19039
19,40,186,104,55.91,82,44.09,19040
19,41,73,59,80.82,14,19.18,19041
19,42,144,73,50.69,71,49.31,19042
19,43,209,63,30.14,146,69.86,19043
19,44,90,69,76.67,21,23.33,19044
19,45,114,90,78.95,24,21.05,19045
19,46,121,111,91.74,10,8.26,19046
19,47,284,116,40.85,168,59.15,19047
19,48,160,56,35.0,104,65.0,19048
19,49,236,98,41.53,138,58.47,19049
19,50,100,70,70.0,30,30.0,19050
19,51,163,117,71.78,46,28.22,19051
19,52,108,76,70.37,32,29.63,19052
19,53,117,93,79.49,24,20.51,19053
19,54,60,51,85.0,9,15.0,19054
19,55,58,53,91.38,5,8.62,19055
19,56,212,141,66.51,71,33.49,19056
19,57,162,110,67.9,52,32.1,19057
20,1,132,45,34.09,87,65.91,20001
20,2,24,16,66.67,8,33.33,20002
20,3,116,34,29.31,82,70.69,20003
20,4,35,16,45.71,19,54.29,20004
20,5,106,40,37.74,66,62.26,20005
20,6,38,20,52.63,18,47.37,20006
20,7,94,32,34.04,62,65.96,20007
20,8,95,39,41.05,56,58.95,20008
20,9,166,53,31.93,113,68.07,20009
20,10,60,22,36.67,38,63.33,20010
20,11,96,33,34.38,63,65.63,20011
20,12,58,13,22.41,45,77.59,20012
20,13,106,48,45.28,58,54.72,20013
20,14,69,30,43.48,39,56.52,20014
20,15,59,46,77.97,13,22.03,20015
20,16,146,47,32.19,99,67.81,20016
20,17,53,34,64.15,19,35.85,20017
20,18,74,22,29.73,52,70.27,20018
20,19,76,25,32.89,51,67.11,20019
20,20,53,33,62.26,20,37.74,20020
20,21,63,24,38.1,39,61.9,20021
20,22,185,63,34.05,122,65.95,20022
20,23,76,29,38.16,47,61.84,20023
20,24,128,46,35.94,82,64.06,20024
20,25,76,28,36.84,48,63.16,20025
20,26,134,59,44.03,75,55.97,20026
20,27,67,24,35.82,43,64.18,20027
20,28,59,20,33.9,39,66.1,20028
20,29,131,44,33.59,87,66.41,20029
20,30,52,29,55.77,23,44.23,20030
20,31,110,53,48.18,57,51.82,20031
20,32,75,30,40.0,45,60.0,20032
20,33,66,27,40.91,39,59.09,20033
20,34,122,49,40.16,73,59.84,20034
20,35,32,9,28.13,23,71.88,20035
20,36,38,13,34.21,25,65.79,20036
20,37,31,15,48.39,16,51.61,20037
20,38,24,8,33.33,16,66.67,20038
20,39,4,0,0.0,4,100.0,20039
21,1,153,58,37.91,95,62.09,21001
21,2,61,29,47.54,32,52.46,21002
21,3,162,51,31.48,111,68.52,21003
21,4,113,39,34.51,74,65.49,21004
21,5,155,31,20.0,124,80.0,21005
21,6,97,39,40.21,58,59.79,21006
21,7,171,59,34.5,112,65.5,21007
21,8,147,54,36.73,93,63.27,21008
21,9,155,41,26.45,114,73.55,21009
21,10,126,34,26.98,92,73.02,21010
21,11,115,53,46.09,62,53.91,21011
21,12,94,33,35.11,61,64.89,21012
21,13,104,34,32.69,70,67.31,21013
21,14,144,47,32.64,97,67.36,21014
21,15,104,26,25.0,78,75.0,21015
21,16,94,35,37.23,59,62.77,21016
21,17,92,39,42.39,53,57.61,21017
21,18,157,63,40.13,94,59.87,21018
21,19,143,48,33.57,95,66.43,21019
21,20,130,60,46.15,70,53.85,21020
21,21,114,44,38.6,70,61.4,21021
21,22,118,42,35.59,76,64.41,21022
21,23,129,41,31.78,88,68.22,21023
21,24,151,55,36.42,96,63.58,21024
21,25,136,44,32.35,92,67.65,21025
21,26,76,30,39.47,46,60.53,21026
21,27,127,35,27.56,92,72.44,21027
21,28,132,51,38.64,81,61.36,21028
21,29,142,66,46.48,76,53.52,21029
21,30,95,38,40.0,57,60.0,21030
21,31,123,49,39.84,74,60.16,21031
21,32,113,40,35.4,73,64.6,21032
21,33,100,37,37.0,63,63.0,21033
21,34,96,40,41.67,56,58.33,21034
21,35,151,60,39.74,91,60.26,21035
21,36,118,43,36.44,75,63.56,21036
21,37,109,29,26.61,80,73.39,21037
21,38,95,32,33.68,63,66.32,21038
21,39,78,27,34.62,51,65.38,21039
21,40,120,47,39.17,73,60.83,21040
21,41,154,56,36.36,98,63.64,21041
21,42,132,45,34.09,87,65.91,21042
21,43,132,32,24.24,100,75.76,21043
21,44,140,48,34.29,92,65.71,21044
21,45,113,39,34.51,74,65.49,21045
21,46,127,51,40.16,76,59.84,21046
21,47,95,39,41.05,56,58.95,21047
21,48,128,50,39.06,78,60.94,21048
21,49,152,52,34.21,100,65.79,21049
21,50,94,28,29.79,66,70.21,21050
21,51,144,51,35.42,93,64.58,21051
21,52,139,47,33.81,92,66.19,21052
21,53,101,33,32.67,68,67.33,21053
21,54,105,36,34.29,69,65.71,21054
22,1,53,22,41.51,31,58.49,22001
22,2,95,86,90.53,9,9.47,22002
22,3,99,81,81.82,18,18.18,22003
22,4,42,36,85.71,6,14.29,22004
22,5,64,52,81.25,12,18.75,22005
22,6,66,54,81.82,12,18.18,22006
22,7,66,51,77.27,15,22.73,22007
22,8,107,69,64.49,38,35.51,22008
22,9,57,46,80.7,11,19.3,22009
22,10,111,90,81.08,21,18.92,22010
22,11,37,33,89.19,4,10.81,22011
22,12,68,45,66.18,23,33.82,22012
22,13,60,53,88.33,7,11.67,22013
22,14,74,47,63.51,27,36.49,22014
22,15,49,38,77.55,11,22.45,22015
22,16,49,36,73.47,13,26.53,22016
22,17,89,77,86.52,12,13.48,22017
22,18,56,46,82.14,10,17.86,22018
22,19,36,16,44.44,20,55.56,22019
22,20,64,50,78.13,14,21.88,22020
22,21,81,49,60.49,32,39.51,22021
22,22,44,34,77.27,10,22.73,22022
22,23,135,52,38.52,83,61.48,22023
22,24,95,73,76.84,22,23.16,22024
22,25,57,51,89.47,6,10.53,22025
23,1,70,57,81.43,13,18.57,23001
23,2,90,70,77.78,20,22.22,23002
23,3,75,52,69.33,23,30.67,23003
23,4,69,46,66.67,23,33.33,23004
23,5,56,40,71.43,16,28.57,23005
23,6,57,52,91.23,5,8.77,23006
23,7,46,38,82.61,8,17.39,23007
23,8,80,63,78.75,17,21.25,23008
23,9,37,32,86.49,5,13.51,23009
23,10,81,68,83.95,13,16.05,23010
23,11,59,49,83.05,10,16.95,23011
23,12,74,59,79.73,15,20.27,23012
23,13,51,41,80.39,10,19.61,23013
23,14,57,39,68.42,18,31.58,23014
23,15,42,30,71.43,12,28.57,23015
23,16,97,78,80.41,19,19.59,23016
23,17,34,21,61.76,13,38.24,23017
23,18,70,55,78.57,15,21.43,23018
23,19,43,34,79.07,9,20.93,23019
23,20,34,26,76.47,8,23.53,23020
23,21,82,68,82.93,14,17.07,23021
23,22,63,44,69.84,19,30.16,23022
23,23,89,70,78.65,19,21.35,23023
23,24,56,40,71.43,16,28.57,23024
23,25,53,39,73.58,14,26.42,23025
23,26,74,55,74.32,19,25.68,23026
23,27,78,66,84.62,12,15.38,23027
23,28,66,48,72.73,18,27.27,23028
23,29,67,52,77.61,15,22.39,23029
23,30,72,56,77.78,16,22.22,23030
23,31,43,35,81.4,8,18.6,23031
23,32,62,48,77.42,14,22.58,23032
23,33,59,48,81.36,11,18.64,23033
23,34,54,39,72.22,15,27.78,23034
23,35,48,43,89.58,5,10.42,23035
23,36,79,61,77.22,18,22.78,23036
23,37,103,83,80.58,20,19.42,23037
23,38,70,59,84.29,11,15.71,23038
23,39,80,71,88.75,9,11.25,23039
24,1,78,24,30.77,54,69.23,24001
24,2,59,19,32.2,40,67.8,24002
24,3,69,34,49.28,35,50.72,24003
24,4,47,20,42.55,27,57.45,24004
24,5,26,11,42.31,15,57.69,24005
24,6,80,26,32.5,54,67.5,24006
24,7,49,26,53.06,23,46.94,24007
24,8,24,11,45.83,13,54.17,24008
24,9,65,24,36.92,41,63.08,24009
24,10,54,14,25.93,40,74.07,24010
24,11,58,26,44.83,32,55.17,24011
24,12,41,17,41.46,24,58.54,24012
24,13,38,15,39.47,23,60.53,24013
24,14,35,13,37.14,22,62.86,24014
24,15,33,20,60.61,13,39.39,24015
24,16,419,185,44.15,234,55.85,24016
24,17,55,23,41.82,32,58.18,24017
24,18,78,34,43.59,44,56.41,24018
24,19,87,32,36.78,55,63.22,24019
24,20,64,24,37.5,40,62.5,24020
24,21,33,10,30.3,23,69.7,24021
24,22,101,35,34.65,66,65.35,24022
24,23,64,27,42.19,37,57.81,24023
24,24,76,37,48.68,39,51.32,24024
24,25,38,18,47.37,20,52.63,24025
24,26,147,65,44.22,82,55.78,24026
24,27,91,44,48.35,47,51.65,24027
24,28,34,9,26.47,25,73.53,24028
24,29,23,12,52.17,11,47.83,24029
24,30,42,17,40.48,25,59.52,24030
24,31,69,31,44.93,38,55.07,24031
24,32,49,28,57.14,21,42.86,24032
24,33,40,17,42.5,23,57.5,24033
24,34,62,27,43.55,35,56.45,24034
24,35,66,28,42.42,38,57.58,24035
24,36,113,41,36.28,72,63.72,24036
24,37,44,13,29.55,31,70.45,24037
24,38,75,27,36.0,48,64.0,24038
24,39,104,51,49.04,53,50.96,24039
24,40,80,25,31.25,55,68.75,24040
24,41,62,25,40.32,37,59.68,24041
25,1,96,62,64.58,34,35.42,25001
25,2,143,85,59.44,58,40.56,25002
25,3,168,115,68.45,53,31.55,25003
25,4,79,43,54.43,36,45.57,25004
25,5,113,72,63.72,41,36.28,25005
25,6,33,26,78.79,7,21.21,25006
25,7,108,73,67.59,35,32.41,25007
25,8,123,74,60.16,49,39.84,25008
25,9,92,62,67.39,30,32.61,25009
25,10,134,100,74.63,34,25.37,25010
25,11,131,83,63.36,48,36.64,25011
25,12,123,69,56.1,54,43.9,25012
25,13,159,112,70.44,47,29.56,25013
25,14,82,53,64.63,29,35.37,25014
25,15,102,66,64.71,36,35.29,25015
25,16,156,113,72.44,43,27.56,25016
25,17,140,84,60.0,56,40.0,25017
25,18,49,33,67.35,16,32.65,25018
25,19,119,83,69.75,36,30.25,25019
25,20,50,24,48.0,26,52.0,25020
25,21,269,156,57.99,113,42.01,25021
25,22,116,80,68.97,36,31.03,25022
25,23,159,112,70.44,47,29.56,25023
25,24,94,64,68.09,30,31.91,25024
25,25,107,75,70.09,32,29.91,25025
25,26,100,69,69.0,31,31.0,25026
25,27,148,101,68.24,47,31.76,25027
25,28,112,71,63.39,41,36.61,25028
25,29,89,46,51.69,43,48.31,25029
25,30,97,57,58.76,40,41.24,25030
25,31,172,126,73.26,46,26.74,25031
25,32,82,59,71.95,23,28.05,25032
26,1,114,65,57.02,49,42.98,26001
26,2,82,35,42.68,47,57.32,26002
26,3,126,59,46.83,67,53.17,26003
26,4,54,24,44.44,30,55.56,26004
26,5,92,37,40.22,55,59.78,26005
26,6,65,33,50.77,32,49.23,26006
26,7,95,44,46.32,51,53.68,26007
26,8,46,31,67.39,15,32.61,26008
26,9,100,62,62.0,38,38.0,26009
26,10,82,52,63.41,30,36.59,26010
26,11,102,51,50.0,51,50.0,26011
26,12,118,66,55.93,52,44.07,26012
26,13,42,28,66.67,14,33.33,26013
26,14,79,51,64.56,28,35.44,26014
26,15,44,34,77.27,10,22.73,26015
26,16,34,20,58.82,14,41.18,26016
26,17,121,73,60.33,48,39.67,26017
26,18,62,41,66.13,21,33.87,26018
26,19,43,32,74.42,11,25.58,26019
26,20,111,66,59.46,45,40.54,26020
26,21,117,46,39.32,71,60.68,26021
26,22,23,17,73.91,6,26.09,26022
26,23,46,25,54.35,21,45.65,26023
26,24,77,44,57.14,33,42.86,26024
26,25,82,51,62.2,31,37.8,26025
26,26,72,36,50.0,36,50.0,26026
26,27,137,86,62.77,51,37.23,26027
26,28,151,99,65.56,52,34.44,26028
26,29,69,44,63.77,25,36.23,26029
26,30,106,50,47.17,56,52.83,26030
26,31,50,31,62.0,19,38.0,26031
26,32,108,76,70.37,32,29.63,26032
26,33,118,58,49.15,60,50.85,26033
26,34,133,70,52.63,63,47.37,26034
26,35,84,51,60.71,33,39.29,26035
26,36,114,75,65.79,39,34.21,26036
26,37,111,68,61.26,43,38.74,26037
26,38,43,30,69.77,13,30.23,26038
26,39,126,71,56.35,55,43.65,26039
26,40,54,30,55.56,24,44.44,26040
26,41,120,54,45.0,66,55.0,26041
26,42,103,53,51.46,50,48.54,26042
26,43,46,33,71.74,13,28.26,26043
26,44,43,30,69.77,13,30.23,26044
26,45,35,19,54.29,16,45.71,26045
26,46,86,54,62.79,32,37.21,26046
26,47,47,34,72.34,13,27.66,26047
26,48,119,69,57.98,50,42.02,26048
26,49,44,28,63.64,16,36.36,26049
27,1,190,119,62.63,71,37.37,27001
27,2,134,75,55.97,59,44.03,27002
27,3,41,20,48.78,21,51.22,27003
27,4,65,28,43.08,37,56.92,27004
27,5,64,28,43.75,36,56.25,27005
27,6,114,61,53.51,53,46.49,27006
27,7,145,88,60.69,57,39.31,27007
27,8,69,29,42.03,40,57.97,27008
27,9,49,30,61.22,19,38.78,27009
27,10,115,55,47.83,60,52.17,27010
27,11,94,68,72.34,26,27.66,27011
27,12,83,60,72.29,23,27.71,27012
27,13,192,106,55.21,86,44.79,27013
27,14,46,15,32.61,31,67.39,27014
27,15,41,20,48.78,21,51.22,27015
27,16,81,63,77.78,18,22.22,27016
27,17,94,53,56.38,41,43.62,27017
27,18,64,31,48.44,33,51.56,27018
27,19,45,26,57.78,19,42.22,27019
27,20,38,15,39.47,23,60.53,27020
27,21,115,74,64.35,41,35.65,27021
27,22,56,23,41.07,33,58.93,27022
27,23,71,30,42.25,41,57.75,27023
27,24,47,30,63.83,17,36.17,27024
27,25,104,58,55.77,46,44.23,27025
27,26,68,26,38.24,42,61.76,27026
27,27,132,72,54.55,60,45.45,27027
27,28,148,82,55.41,66,44.59,27028
27,29,69,38,55.07,31,44.93,27029
27,30,37,16,43.24,21,56.76,27030
27,31,60,23,38.33,37,61.67,27031
27,32,99,55,55.56,44,44.44,27032
27,33,112,56,50.0,56,50.0,27033
27,34,56,27,48.21,29,51.79,27034
27,35,146,92,63.01,54,36.99,27035
27,36,72,40,55.56,32,44.44,27036
27,37,110,59,53.64,51,46.36,27037
27,38,184,99,53.8,85,46.2,27038
27,39,92,48,52.17,44,47.83,27039
27,40,104,64,61.54,40,38.46,27040
27,41,97,40,41.24,57,58.76,27041
27,42,92,59,64.13,33,35.87,27042
27,43,66,29,43.94,37,56.06,27043
27,44,52,15,28.85,37,71.15,27044
27,45,224,148,66.07,76,33.93,27045
27,46,87,64,73.56,23,26.44,27046
27,47,84,40,47.62,44,52.38,27047
27,48,159,100,62.89,59,37.11,27048
27,49,85,40,47.06,45,52.94,27049
27,50,88,44,50.0,44,50.0,27050
28,1,34,18,52.94,16,47.06,28001
28,2,64,33,51.56,31,48.44,28002
28,3,43,26,60.47,17,39.53,28003
28,4,61,38,62.3,23,37.7,28004
28,5,57,32,56.14,25,43.86,28005
28,6,55,36,65.45,19,34.55,28006
28,7,49,30,61.22,19,38.78,28007
28,8,118,74,62.71,44,37.29,28008
28,9,61,30,49.18,31,50.82,28009
28,10,105,64,60.95,41,39.05,28010
28,11,158,77,48.73,81,51.27,28011
28,12,63,24,38.1,39,61.9,28012
28,13,118,68,57.63,50,42.37,28013
28,14,54,27,50.0,27,50.0,28014
28,15,31,10,32.26,21,67.74,28015
28,16,50,26,52.0,24,48.0,28016
28,17,64,31,48.44,33,51.56,28017
28,18,62,35,56.45,27,43.55,28018
28,19,71,50,70.42,21,29.58,28019
28,20,47,24,51.06,23,48.94,28020
28,21,68,26,38.24,42,61.76,28021
28,22,90,36,40.0,54,60.0,28022
28,23,69,33,47.83,36,52.17,28023
28,24,53,24,45.28,29,54.72,28024
28,25,137,69,50.36,68,49.64,28025
28,26,70,34,48.57,36,51.43,28026
28,27,86,64,74.42,22,25.58,28027
28,28,113,85,75.22,28,24.78,28028
28,29,24,13,54.17,11,45.83,28029
28,30,22,18,81.82,4,18.18,28030
28,31,96,33,34.38,63,65.63,28031
28,32,72,32,44.44,40,55.56,28032
28,33,85,45,52.94,40,47.06,28033
28,34,97,60,61.86,37,38.14,28034
28,35,53,27,50.94,26,49.06,28035
28,36,38,21,55.26,17,44.74,28036
28,37,75,33,44.0,42,56.0,28037
28,38,30,15,50.0,15,50.0,28038
28,39,44,25,56.82,19,43.18,28039
28,40,99,55,55.56,44,44.44,28040
28,41,61,29,47.54,32,52.46,28041
28,42,59,31,52.54,28,47.46,28042
28,43,88,42,47.73,46,52.27,28043
28,44,48,21,43.75,27,56.25,28044
28,45,117,83,70.94,34,29.06,28045
28,46,184,116,63.04,68,36.96,28046
29,1,197,134,68.02,63,31.98,29001
29,2,130,55,42.31,75,57.69,29002
29,3,104,42,40.38,62,59.62,29003
29,4,129,54,41.86,75,58.14,29004
29,5,52,16,30.77,36,69.23,29005
29,6,68,22,32.35,46,67.65,29006
29,7,141,79,56.03,62,43.97,29007
29,8,61,25,40.98,36,59.02,29008
29,9,164,110,67.07,54,32.93,29009
29,10,203,118,58.13,85,41.87,29010
29,11,81,34,41.98,47,58.02,29011
29,12,138,63,45.65,75,54.35,29012
29,13,114,49,42.98,65,57.02,29013
29,14,103,35,33.98,68,66.02,29014
29,15,139,44,31.65,95,68.35,29015
29,16,92,37,40.22,55,59.78,29016
29,17,87,52,59.77,35,40.23,29017
29,18,104,50,48.08,54,51.92,29018
29,19,134,45,33.58,89,66.42,29019
29,20,103,40,38.83,63,61.17,29020
29,21,93,40,43.01,53,56.99,29021
29,22,95,47,49.47,48,50.53,29022
29,23,120,82,68.33,38,31.67,29023
29,24,107,49,45.79,58,54.21,29024
29,25,153,60,39.22,93,60.78,29025
29,26,124,71,57.26,53,42.74,29026
29,27,98,36,36.73,62,63.27,29027
29,28,130,53,40.77,77,59.23,29028
29,29,113,87,76.99,26,23.01,29029
29,30,182,102,56.04,80,43.96,29030
29,31,84,65,77.38,19,22.62,29031
29,32,93,74,79.57,19,20.43,29032
29,33,89,35,39.33,54,60.67,29033
29,34,70,38,54.29,32,45.71,29034
29,35,75,28,37.33,47,62.67,29035
29,36,111,53,47.75,58,52.25,29036
29,37,82,32,39.02,50,60.98,29037
29,38,96,67,69.79,29,30.21,29038
29,39,84,63,75.0,21,25.0,29039
29,40,141,59,41.84,82,58.16,29040
29,41,88,40,45.45,48,54.55,29041
29,42,112,47,41.96,65,58.04,29042
29,43,179,102,56.98,77,43.02,29043
29,44,138,64,46.38,74,53.62,29044
30,1,156,99,63.46,57,36.54,30001
30,2,95,65,68.42,30,31.58,30002
30,3,137,82,59.85,55,40.15,30003
30,4,104,68,65.38,36,34.62,30004
30,5,51,38,74.51,13,25.49,30005
30,6,79,54,68.35,25,31.65,30006
30,7,138,78,56.52,60,43.48,30007
30,8,177,102,57.63,75,42.37,30008
30,9,89,66,74.16,23,25.84,30009
30,10,97,71,73.2,26,26.8,30010
30,11,71,59,83.1,12,16.9,30011
30,12,56,43,76.79,13,23.21,30012
30,13,95,69,72.63,26,27.37,30013
30,14,51,39,76.47,12,23.53,30014
30,15,182,120,65.93,62,34.07,30015
30,16,44,28,63.64,16,36.36,30016
30,17,109,72,66.06,37,33.94,30017
30,18,170,96,56.47,74,43.53,30018
30,19,72,60,83.33,12,16.67,30019
30,20,129,87,67.44,42,32.56,30020
30,21,78,48,61.54,30,38.46,30021
30,22,192,103,53.65,89,46.35,30022
30,23,125,78,62.4,47,37.6,30023
30,24,205,95,46.34,110,53.66,30024
30,25,188,95,50.53,93,49.47,30025
30,26,75,47,62.67,28,37.33,30026
30,27,76,49,64.47,27,35.53,30027
30,28,168,92,54.76,76,45.24,30028
30,29,49,42,85.71,7,14.29,30029
30,30,42,34,80.95,8,19.05,30030
30,31,54,36,66.67,18,33.33,30031
30,32,126,79,62.7,47,37.3,30032
31,1,50,40,80.0,10,20.0,31001
31,2,43,30,69.77,13,30.23,31002
31,3,42,35,83.33,7,16.67,31003
31,4,115,63,54.78,52,45.22,31004
31,5,83,55,66.27,28,33.73,31005
31,6,57,45,78.95,12,21.05,31006
31,7,157,84,53.5,73,46.5,31007
31,8,55,37,67.27,18,32.73,31008
31,9,53,34,64.15,19,35.85,31009
31,10,87,55,63.22,32,36.78,31010
31,11,63,41,65.08,22,34.92,31011
31,12,65,50,76.92,15,23.08,31012
31,13,71,58,81.69,13,18.31,31013
31,14,63,44,69.84,19,30.16,31014
31,15,55,37,67.27,18,32.73,31015
31,16,127,72,56.69,55,43.31,31016
31,17,56,33,58.93,23,41.07,31017
31,18,68,53,77.94,15,22.06,31018
31,19,64,49,76.56,15,23.44,31019
31,20,56,37,66.07,19,33.93,31020
31,21,46,40,86.96,6,13.04,31021
31,22,51,33,64.71,18,35.29,31022
31,23,87,53,60.92,34,39.08,31023
31,24,87,55,63.22,32,36.78,31024
31,25,55,44,80.0,11,20.0,31025
31,26,89,55,61.8,34,38.2,31026
31,27,71,55,77.46,16,22.54,31027
31,28,39,26,66.67,13,33.33,31028
31,29,60,38,63.33,22,36.67,31029
31,30,56,40,71.43,16,28.57,31030
31,31,46,29,63.04,17,36.96,31031
31,32,28,22,78.57,6,21.43,31032
31,33,61,45,73.77,16,26.23,31033
31,34,83,54,65.06,29,34.94,31034
31,35,59,32,54.24,27,45.76,31035
31,36,71,48,67.61,23,32.39,31036
31,37,50,34,68.0,16,32.0,31037
31,38,33,30,90.91,3,9.09,31038
31,39,71,33,46.48,38,53.52,31039
31,40,80,47,58.75,33,41.25,31040
31,41,61,37,60.66,24,39.34,31041
32,1,176,114,64.77,62,35.23,32001
32,2,143,107,74.83,36,25.17,32002
32,3,184,101,54.89,83,45.11,32003
32,4,151,102,67.55,49,32.45,32004
32,5,161,108,67.08,53,32.92,32005
32,6,186,123,66.13,63,33.87,32006
32,7,165,108,65.45,57,34.55,32007
32,8,165,111,67.27,54,32.73,32008
32,9,141,92,65.25,49,34.75,32009
32,10,151,105,69.54,46,30.46,32010
32,11,169,86,50.89,83,49.11,32011
32,12,142,75,52.82,67,47.18,32012
32,13,147,103,70.07,44,29.93,32013
32,14,202,114,56.44,88,43.56,32014
32,15,154,111,72.08,43,27.92,32015
32,16,153,104,67.97,49,32.03,32016
32,17,197,109,55.33,88,44.67,32017
32,18,130,92,70.77,38,29.23,32018
32,19,144,86,59.72,58,40.28,32019
32,20,178,100,56.18,78,43.82,32020
32,21,189,133,70.37,56,29.63,32021
32,22,261,121,46.36,140,53.64,32022
32,23,149,94,63.09,55,36.91,32023
32,24,116,86,74.14,30,25.86,32024
32,25,168,129,76.79,39,23.21,32025
32,26,225,128,56.89,97,43.11,32026
32,27,117,84,71.79,33,28.21,32027
32,28,189,105,55.56,84,44.44,32028
32,29,153,93,60.78,60,39.22,32029
32,30,123,87,70.73,36,29.27,32030
32,31,138,94,68.12,44,31.88,32031
32,32,184,135,73.37,49,26.63,32032
32,33,160,106,66.25,54,33.75,32033
32,34,163,100,61.35,63,38.65,32034
32,35,148,107,72.3,41,27.7,32035
