ward,precinct,total,Diana Lopez,Diana Lopez Percent,Monica G. Somerville,Monica G. Somerville Percent,Mable Taylor,Mable Taylor Percent,precinct_id
13,5,61,44,72.13,13,21.31,4,6.56,13005
13,6,95,63,66.32,28,29.47,4,4.21,13006
13,7,46,36,78.26,5,10.87,5,10.87,13007
13,8,58,39,67.24,13,22.41,6,10.34,13008
13,9,63,45,71.43,16,25.4,2,3.17,13009
13,10,80,45,56.25,24,30.0,11,13.75,13010
13,11,84,51,60.71,21,25.0,12,14.29,13011
13,12,66,48,72.73,10,15.15,8,12.12,13012
13,13,76,58,76.32,14,18.42,4,5.26,13013
13,14,79,58,73.42,15,18.99,6,7.59,13014
13,15,86,70,81.4,9,10.47,7,8.14,13015
13,16,43,36,83.72,7,16.28,0,0.0,13016
13,17,78,54,69.23,18,23.08,6,7.69,13017
13,18,66,47,71.21,13,19.7,6,9.09,13018
13,19,62,48,77.42,5,8.06,9,14.52,13019
13,20,44,23,52.27,16,36.36,5,11.36,13020
13,21,103,58,56.31,34,33.01,11,10.68,13021
13,22,87,51,58.62,30,34.48,6,6.9,13022
13,23,56,47,83.93,5,8.93,4,7.14,13023
13,24,73,60,82.19,12,16.44,1,1.37,13024
13,25,58,46,79.31,8,13.79,4,6.9,13025
13,26,84,70,83.33,12,14.29,2,2.38,13026
13,27,74,53,71.62,13,17.57,8,10.81,13027
13,28,56,46,82.14,6,10.71,4,7.14,13028
13,29,48,34,70.83,9,18.75,5,10.42,13029
13,30,33,29,87.88,3,9.09,1,3.03,13030
13,31,102,68,66.67,30,29.41,4,3.92,13031
13,32,71,49,69.01,17,23.94,5,7.04,13032
13,33,99,67,67.68,27,27.27,5,5.05,13033
13,34,73,60,82.19,7,9.59,6,8.22,13034
13,35,61,48,78.69,10,16.39,3,4.92,13035
13,36,30,24,80.0,2,6.67,4,13.33,13036
13,37,140,72,51.43,33,23.57,35,25.0,13037
13,38,55,39,70.91,15,27.27,1,1.82,13038
13,39,71,56,78.87,13,18.31,2,2.82,13039
13,40,45,33,73.33,10,22.22,2,4.44,13040
13,41,86,68,79.07,12,13.95,6,6.98,13041
13,42,96,67,69.79,25,26.04,4,4.17,13042
13,43,80,52,65.0,18,22.5,10,12.5,13043
13,44,56,49,87.5,7,12.5,0,0.0,13044
13,45,78,56,71.79,17,21.79,5,6.41,13045
13,46,62,43,69.35,16,25.81,3,4.84,13046
13,47,88,76,86.36,9,10.23,3,3.41,13047
13,48,70,57,81.43,12,17.14,1,1.43,13048
14,1,130,77,59.23,43,33.08,10,7.69,14001
14,2,80,60,75.0,16,20.0,4,5.0,14002
14,3,47,39,82.98,5,10.64,3,6.38,14003
14,4,69,42,60.87,21,30.43,6,8.7,14004
14,5,61,49,80.33,8,13.11,4,6.56,14005
14,6,25,23,92.0,0,0.0,2,8.0,14006
14,7,80,72,90.0,5,6.25,3,3.75,14007
14,8,72,62,86.11,9,12.5,1,1.39,14008
14,9,75,55,73.33,19,25.33,1,1.33,14009
14,10,47,41,87.23,6,12.77,0,0.0,14010
14,11,25,17,68.0,5,20.0,3,12.0,14011
14,12,80,60,75.0,11,13.75,9,11.25,14012
14,13,66,49,74.24,11,16.67,6,9.09,14013
14,14,72,55,76.39,11,15.28,6,8.33,14014
14,15,48,42,87.5,4,8.33,2,4.17,14015
14,16,58,48,82.76,7,12.07,3,5.17,14016
14,17,36,32,88.89,4,11.11,0,0.0,14017
14,18,33,26,78.79,4,12.12,3,9.09,14018
14,19,65,53,81.54,9,13.85,3,4.62,14019
14,20,51,43,84.31,7,13.73,1,1.96,14020
14,21,42,38,90.48,4,9.52,0,0.0,14021
14,22,91,68,74.73,17,18.68,6,6.59,14022
14,23,61,43,70.49,15,24.59,3,4.92,14023
14,24,97,61,62.89,33,34.02,3,3.09,14024
14,25,28,24,85.71,3,10.71,1,3.57,14025
14,26,59,53,89.83,5,8.47,1,1.69,14026
14,27,62,51,82.26,8,12.9,3,4.84,14027
14,28,45,37,82.22,4,8.89,4,8.89,14028
14,29,51,42,82.35,5,9.8,4,7.84,14029
14,30,40,38,95.0,1,2.5,1,2.5,14030
14,31,40,33,82.5,4,10.0,3,7.5,14031
15,1,76,67,88.16,7,9.21,2,2.63,15001
15,2,58,11,18.97,14,24.14,33,56.9,15002
15,3,63,16,25.4,13,20.63,34,53.97,15003
15,4,49,42,85.71,5,10.2,2,4.08,15004
15,5,47,37,78.72,8,17.02,2,4.26,15005
15,6,53,47,88.68,3,5.66,3,5.66,15006
15,7,45,15,33.33,10,22.22,20,44.44,15007
15,8,57,51,89.47,5,8.77,1,1.75,15008
15,9,74,60,81.08,7,9.46,7,9.46,15009
15,10,113,89,78.76,20,17.7,4,3.54,15010
15,11,70,58,82.86,10,14.29,2,2.86,15011
15,12,60,54,90.0,5,8.33,1,1.67,15012
15,13,70,60,85.71,8,11.43,2,2.86,15013
15,14,45,40,88.89,1,2.22,4,8.89,15014
15,15,53,46,86.79,3,5.66,4,7.55,15015
15,16,62,44,70.97,5,8.06,13,20.97,15016
15,17,71,27,38.03,15,21.13,29,40.85,15017
15,18,44,20,45.45,6,13.64,18,40.91,15018
15,19,76,47,61.84,12,15.79,17,22.37,15019
15,20,63,15,23.81,13,20.63,35,55.56,15020
15,21,51,21,41.18,8,15.69,22,43.14,15021
15,22,69,27,39.13,20,28.99,22,31.88,15022
15,23,84,25,29.76,20,23.81,39,46.43,15023
15,24,42,12,28.57,9,21.43,21,50.0,15024
16,1,81,69,85.19,5,6.17,7,8.64,16001
16,2,78,30,38.46,11,14.1,37,47.44,16002
16,3,59,19,32.2,14,23.73,26,44.07,16003
16,4,64,21,32.81,17,26.56,26,40.63,16004
16,5,53,21,39.62,13,24.53,19,35.85,16005
16,6,68,33,48.53,10,14.71,25,36.76,16006
16,7,77,33,42.86,18,23.38,26,33.77,16007
16,8,42,19,45.24,8,19.05,15,35.71,16008
16,9,73,24,32.88,18,24.66,31,42.47,16009
16,10,78,28,35.9,26,33.33,24,30.77,16010
16,11,58,30,51.72,11,18.97,17,29.31,16011
16,12,43,14,32.56,6,13.95,23,53.49,16012
16,13,24,12,50.0,3,12.5,9,37.5,16013
16,14,56,15,26.79,12,21.43,29,51.79,16014
16,15,68,26,38.24,13,19.12,29,42.65,16015
16,16,81,30,37.04,18,22.22,33,40.74,16016
16,17,60,30,50.0,12,20.0,18,30.0,16017
16,18,64,24,37.5,14,21.88,26,40.63,16018
16,19,69,34,49.28,9,13.04,26,37.68,16019
16,20,55,21,38.18,11,20.0,23,41.82,16020
16,21,49,20,40.82,12,24.49,17,34.69,16021
16,22,49,26,53.06,8,16.33,15,30.61,16022
16,23,47,29,61.7,6,12.77,12,25.53,16023
16,24,37,11,29.73,13,35.14,13,35.14,16024
16,25,89,28,31.46,26,29.21,35,39.33,16025
16,26,47,17,36.17,12,25.53,18,38.3,16026
16,27,33,9,27.27,14,42.42,10,30.3,16027
16,28,78,28,35.9,12,15.38,38,48.72,16028
16,29,48,20,41.67,7,14.58,21,43.75,16029
16,30,57,18,31.58,10,17.54,29,50.88,16030
16,31,66,24,36.36,14,21.21,28,42.42,16031
16,32,59,41,69.49,8,13.56,10,16.95,16032
16,33,53,16,30.19,15,28.3,22,41.51,16033
16,34,67,17,25.37,21,31.34,29,43.28,16034
16,35,53,36,67.92,7,13.21,10,18.87,16035
16,36,40,7,17.5,11,27.5,22,55.0,16036
17,1,60,35,58.33,12,20.0,13,21.67,17001
17,2,85,25,29.41,19,22.35,41,48.24,17002
17,3,101,39,38.61,25,24.75,37,36.63,17003
17,4,132,49,37.12,26,19.7,57,43.18,17004
17,5,81,28,34.57,17,20.99,36,44.44,17005
17,6,71,34,47.89,13,18.31,24,33.8,17006
17,7,65,34,52.31,12,18.46,19,29.23,17007
17,8,69,25,36.23,13,18.84,31,44.93,17008
17,9,82,17,20.73,27,32.93,38,46.34,17009
17,10,118,37,31.36,45,38.14,36,30.51,17010
17,11,59,19,32.2,13,22.03,27,45.76,17011
17,12,81,38,46.91,20,24.69,23,28.4,17012
17,13,80,26,32.5,20,25.0,34,42.5,17013
17,14,59,28,47.46,17,28.81,14,23.73,17014
17,15,110,28,25.45,34,30.91,48,43.64,17015
17,16,84,48,57.14,13,15.48,23,27.38,17016
17,17,88,26,29.55,23,26.14,39,44.32,17017
17,18,142,44,30.99,45,31.69,53,37.32,17018
17,19,44,18,40.91,4,9.09,22,50.0,17019
17,20,155,45,29.03,50,32.26,60,38.71,17020
17,21,164,52,31.71,46,28.05,66,40.24,17021
17,22,102,31,30.39,36,35.29,35,34.31,17022
17,23,68,20,29.41,18,26.47,30,44.12,17023
17,24,124,36,29.03,36,29.03,52,41.94,17024
17,25,75,30,40.0,12,16.0,33,44.0,17025
17,26,104,36,34.62,26,25.0,42,40.38,17026
17,27,108,26,24.07,30,27.78,52,48.15,17027
17,28,84,25,29.76,23,27.38,36,42.86,17028
17,29,110,45,40.91,26,23.64,39,35.45,17029
17,30,37,16,43.24,9,24.32,12,32.43,17030
17,31,76,29,38.16,17,22.37,30,39.47,17031
17,32,59,23,38.98,17,28.81,19,32.2,17032
17,33,48,22,45.83,9,18.75,17,35.42,17033
17,34,53,17,32.08,10,18.87,26,49.06,17034
17,35,58,21,36.21,12,20.69,25,43.1,17035
17,36,94,35,37.23,16,17.02,43,45.74,17036
17,37,103,30,29.13,27,26.21,46,44.66,17037
17,38,105,35,33.33,30,28.57,40,38.1,17038
17,39,102,31,30.39,24,23.53,47,46.08,17039
17,40,147,50,34.01,43,29.25,54,36.73,17040
17,41,130,37,28.46,38,29.23,55,42.31,17041
18,1,88,38,43.18,25,28.41,25,28.41,18001
18,2,61,35,57.38,11,18.03,15,24.59,18002
18,3,72,37,51.39,22,30.56,13,18.06,18003
18,4,161,52,32.3,56,34.78,53,32.92,18004
18,5,66,20,30.3,14,21.21,32,48.48,18005
18,6,89,42,47.19,32,35.96,15,16.85,18006
18,7,95,28,29.47,29,30.53,38,40.0,18007
18,8,157,41,26.11,51,32.48,65,41.4,18008
18,9,174,52,29.89,56,32.18,66,37.93,18009
18,10,232,57,24.57,96,41.38,79,34.05,18010
18,11,95,48,50.53,21,22.11,26,27.37,18011
18,12,131,40,30.53,38,29.01,53,40.46,18012
18,13,113,33,29.2,42,37.17,38,33.63,18013
18,14,167,53,31.74,55,32.93,59,35.33,18014
18,15,106,57,53.77,28,26.42,21,19.81,18015
18,16,132,44,33.33,40,30.3,48,36.36,18016
18,17,92,41,44.57,24,26.09,27,29.35,18017
18,18,168,49,29.17,49,29.17,70,41.67,18018
18,19,137,38,27.74,47,34.31,52,37.96,18019
18,20,92,29,31.52,24,26.09,39,42.39,18020
18,21,182,56,30.77,70,38.46,56,30.77,18021
18,22,167,51,30.54,56,33.53,60,35.93,18022
18,23,113,40,35.4,38,33.63,35,30.97,18023
18,24,59,38,64.41,14,23.73,7,11.86,18024
18,25,85,54,63.53,22,25.88,9,10.59,18025
18,26,208,65,31.25,75,36.06,68,32.69,18026
18,27,91,34,37.36,32,35.16,25,27.47,18027
18,28,87,45,51.72,23,26.44,19,21.84,18028
18,29,119,53,44.54,41,34.45,25,21.01,18029
18,30,74,43,58.11,18,24.32,13,17.57,18030
18,31,125,53,42.4,40,32.0,32,25.6,18031
18,32,149,52,34.9,48,32.21,49,32.89,18032
18,33,80,26,32.5,25,31.25,29,36.25,18033
18,34,197,61,30.96,71,36.04,65,32.99,18034
18,35,177,67,37.85,57,32.2,53,29.94,18035
18,36,83,31,37.35,27,32.53,25,30.12,18036
18,37,187,58,31.02,62,33.16,67,35.83,18037
18,38,116,37,31.9,38,32.76,41,35.34,18038
18,39,76,31,40.79,20,26.32,25,32.89,18039
18,40,112,54,48.21,27,24.11,31,27.68,18040
18,41,181,63,34.81,56,30.94,62,34.25,18041
18,42,86,24,27.91,29,33.72,33,38.37,18042
18,43,50,33,66.0,11,22.0,6,12.0,18043
18,44,75,48,64.0,19,25.33,8,10.67,18044
18,45,80,42,52.5,21,26.25,17,21.25,18045
18,46,86,58,67.44,18,20.93,10,11.63,18046
18,47,79,27,34.18,22,27.85,30,37.97,18047
18,48,69,28,40.58,18,26.09,23,33.33,18048
18,49,63,25,39.68,16,25.4,22,34.92,18049
18,50,69,34,49.28,13,18.84,22,31.88,18050
19,1,111,59,53.15,45,40.54,7,6.31,19001
19,2,289,104,35.99,150,51.9,35,12.11,19002
19,3,55,30,54.55,23,41.82,2,3.64,19003
19,4,120,65,54.17,50,41.67,5,4.17,19004
19,5,224,82,36.61,114,50.89,28,12.5,19005
19,6,109,62,56.88,45,41.28,2,1.83,19006
19,7,127,58,45.67,56,44.09,13,10.24,19007
19,8,83,45,54.22,35,42.17,3,3.61,19008
19,9,88,51,57.95,32,36.36,5,5.68,19009
19,10,255,124,48.63,97,38.04,34,13.33,19010
19,11,95,58,61.05,32,33.68,5,5.26,19011
19,12,69,37,53.62,29,42.03,3,4.35,19012
19,13,224,76,33.93,82,36.61,66,29.46,19013
19,14,194,85,43.81,70,36.08,39,20.1,19014
19,15,112,66,58.93,38,33.93,8,7.14,19015
19,16,115,61,53.04,48,41.74,6,5.22,19016
19,17,127,70,55.12,55,43.31,2,1.57,19017
19,18,208,114,54.81,78,37.5,16,7.69,19018
19,19,297,116,39.06,161,54.21,20,6.73,19019
19,20,174,69,39.66,67,38.51,38,21.84,19020
19,21,95,46,48.42,38,40.0,11,11.58,19021
19,22,210,77,36.67,121,57.62,12,5.71,19022
19,23,154,81,52.6,63,40.91,10,6.49,19023
19,24,63,26,41.27,34,53.97,3,4.76,19024
19,25,182,58,31.87,110,60.44,14,7.69,19025
19,26,175,70,40.0,100,57.14,5,2.86,19026
19,27,188,88,46.81,77,40.96,23,12.23,19027
19,28,221,83,37.56,87,39.37,51,23.08,19028
19,29,92,42,45.65,40,43.48,10,10.87,19029
19,30,82,38,46.34,37,45.12,7,8.54,19030
19,31,159,64,40.25,78,49.06,17,10.69,19031
19,32,122,71,58.2,43,35.25,8,6.56,19032
19,33,95,50,52.63,42,44.21,3,3.16,19033
19,34,147,72,48.98,68,46.26,7,4.76,19034
19,35,177,90,50.85,69,38.98,18,10.17,19035
19,36,219,102,46.58,63,28.77,54,24.66,19036
19,37,222,112,50.45,81,36.49,29,13.06,19037
19,38,184,74,40.22,70,38.04,40,21.74,19038
19,39,41,17,41.46,10,24.39,14,34.15,19039
19,40,199,86,43.22,82,41.21,31,15.58,19040
19,41,83,35,42.17,43,51.81,5,6.02,19041
19,42,150,64,42.67,64,42.67,22,14.67,19042
19,43,223,64,28.7,101,45.29,58,26.01,19043
19,44,105,49,46.67,46,43.81,10,9.52,19044
19,45,122,67,54.92,46,37.7,9,7.38,19045
19,46,129,82,63.57,43,33.33,4,3.1,19046
19,47,294,91,30.95,140,47.62,63,21.43,19047
19,48,171,52,30.41,76,44.44,43,25.15,19048
19,49,245,88,35.92,110,44.9,47,19.18,19049
19,50,113,55,48.67,44,38.94,14,12.39,19050
19,51,170,92,54.12,68,40.0,10,5.88,19051
19,52,114,57,50.0,45,39.47,12,10.53,19052
19,53,130,70,53.85,52,40.0,8,6.15,19053
19,54,68,27,39.71,38,55.88,3,4.41,19054
19,55,62,34,54.84,22,35.48,6,9.68,19055
19,56,231,105,45.45,101,43.72,25,10.82,19056
19,57,174,84,48.28,69,39.66,21,12.07,19057
20,1,135,51,37.78,29,21.48,55,40.74,20001
20,2,24,12,50.0,6,25.0,6,25.0,20002
20,3,116,53,45.69,21,18.1,42,36.21,20003
20,4,38,16,42.11,10,26.32,12,31.58,20004
20,5,112,48,42.86,23,20.54,41,36.61,20005
20,6,38,18,47.37,9,23.68,11,28.95,20006
20,7,94,28,29.79,25,26.6,41,43.62,20007
20,8,98,33,33.67,19,19.39,46,46.94,20008
20,9,173,69,39.88,48,27.75,56,32.37,20009
20,10,65,19,29.23,15,23.08,31,47.69,20010
20,11,100,43,43.0,26,26.0,31,31.0,20011
20,12,56,13,23.21,15,26.79,28,50.0,20012
20,13,110,36,32.73,32,29.09,42,38.18,20013
20,14,73,34,46.58,14,19.18,25,34.25,20014
20,15,62,53,85.48,4,6.45,5,8.06,20015
20,16,147,65,44.22,29,19.73,53,36.05,20016
20,17,53,27,50.94,10,18.87,16,30.19,20017
20,18,73,26,35.62,16,21.92,31,42.47,20018
20,19,79,35,44.3,16,20.25,28,35.44,20019
20,20,56,44,78.57,8,14.29,4,7.14,20020
20,21,68,29,42.65,17,25.0,22,32.35,20021
20,22,193,84,43.52,51,26.42,58,30.05,20022
20,23,86,28,32.56,17,19.77,41,47.67,20023
20,24,133,74,55.64,25,18.8,34,25.56,20024
20,25,79,31,39.24,11,13.92,37,46.84,20025
20,26,135,75,55.56,24,17.78,36,26.67,20026
20,27,70,22,31.43,17,24.29,31,44.29,20027
20,28,60,22,36.67,14,23.33,24,40.0,20028
20,29,135,45,33.33,32,23.7,58,42.96,20029
20,30,53,21,39.62,13,24.53,19,35.85,20030
20,31,117,44,37.61,29,24.79,44,37.61,20031
20,32,78,29,37.18,19,24.36,30,38.46,20032
20,33,65,28,43.08,15,23.08,22,33.85,20033
20,34,124,72,58.06,24,19.35,28,22.58,20034
20,35,33,11,33.33,9,27.27,13,39.39,20035
20,36,36,11,30.56,8,22.22,17,47.22,20036
20,37,31,10,32.26,10,32.26,11,35.48,20037
20,38,25,12,48.0,8,32.0,5,20.0,20038
20,39,4,2,50.0,1,25.0,1,25.0,20039
21,1,155,64,41.29,44,28.39,47,30.32,21001
21,2,62,24,38.71,11,17.74,27,43.55,21002
21,3,167,54,32.34,43,25.75,70,41.92,21003
21,4,119,37,31.09,33,27.73,49,41.18,21004
21,5,154,47,30.52,42,27.27,65,42.21,21005
21,6,97,36,37.11,25,25.77,36,37.11,21006
21,7,173,57,32.95,37,21.39,79,45.66,21007
21,8,153,50,32.68,30,19.61,73,47.71,21008
21,9,161,48,29.81,39,24.22,74,45.96,21009
21,10,128,35,27.34,40,31.25,53,41.41,21010
21,11,116,41,35.34,29,25.0,46,39.66,21011
21,12,92,38,41.3,23,25.0,31,33.7,21012
21,13,104,28,26.92,28,26.92,48,46.15,21013
21,14,152,56,36.84,30,19.74,66,43.42,21014
21,15,110,32,29.09,28,25.45,50,45.45,21015
21,16,100,33,33.0,21,21.0,46,46.0,21016
21,17,95,49,51.58,20,21.05,26,27.37,21017
21,18,159,47,29.56,44,27.67,68,42.77,21018
21,19,150,53,35.33,38,25.33,59,39.33,21019
21,20,138,55,39.86,40,28.99,43,31.16,21020
21,21,119,47,39.5,36,30.25,36,30.25,21021
21,22,125,44,35.2,36,28.8,45,36.0,21022
21,23,134,37,27.61,41,30.6,56,41.79,21023
21,24,151,57,37.75,41,27.15,53,35.1,21024
21,25,138,51,36.96,22,15.94,65,47.1,21025
21,26,80,22,27.5,16,20.0,42,52.5,21026
21,27,132,42,31.82,44,33.33,46,34.85,21027
21,28,134,44,32.84,36,26.87,54,40.3,21028
21,29,142,59,41.55,26,18.31,57,40.14,21029
21,30,97,36,37.11,25,25.77,36,37.11,21030
21,31,126,49,38.89,31,24.6,46,36.51,21031
21,32,117,41,35.04,31,26.5,45,38.46,21032
21,33,102,32,31.37,26,25.49,44,43.14,21033
21,34,99,38,38.38,20,20.2,41,41.41,21034
21,35,154,69,44.81,37,24.03,48,31.17,21035
21,36,120,46,38.33,31,25.83,43,35.83,21036
21,37,112,43,38.39,28,25.0,41,36.61,21037
21,38,94,26,27.66,32,34.04,36,38.3,21038
21,39,79,30,37.97,26,32.91,23,29.11,21039
21,40,120,52,43.33,35,29.17,33,27.5,21040
21,41,156,68,43.59,40,25.64,48,30.77,21041
21,42,137,52,37.96,29,21.17,56,40.88,21042
21,43,135,43,31.85,36,26.67,56,41.48,21043
21,44,139,51,36.69,35,25.18,53,38.13,21044
21,45,116,30,25.86,33,28.45,53,45.69,21045
21,46,133,51,38.35,32,24.06,50,37.59,21046
21,47,98,37,37.76,27,27.55,34,34.69,21047
21,48,132,50,37.88,30,22.73,52,39.39,21048
21,49,153,55,35.95,40,26.14,58,37.91,21049
21,50,102,37,36.27,33,32.35,32,31.37,21050
21,51,151,52,34.44,42,27.81,57,37.75,21051
21,52,141,44,31.21,34,24.11,63,44.68,21052
21,53,103,42,40.78,28,27.18,33,32.04,21053
21,54,110,43,39.09,20,18.18,47,42.73,21054
22,1,55,15,27.27,7,12.73,33,60.0,22001
22,2,97,79,81.44,10,10.31,8,8.25,22002
22,3,104,96,92.31,4,3.85,4,3.85,22003
22,4,48,44,91.67,4,8.33,0,0.0,22004
22,5,71,66,92.96,4,5.63,1,1.41,22005
22,6,68,56,82.35,7,10.29,5,7.35,22006
22,7,71,65,91.55,4,5.63,2,2.82,22007
22,8,113,76,67.26,20,17.7,17,15.04,22008
22,9,61,60,98.36,0,0.0,1,1.64,22009
22,10,116,105,90.52,8,6.9,3,2.59,22010
22,11,43,41,95.35,1,2.33,1,2.33,22011
22,12,72,49,68.06,13,18.06,10,13.89,22012
22,13,64,59,92.19,1,1.56,4,6.25,22013
22,14,77,55,71.43,10,12.99,12,15.58,22014
22,15,51,45,88.24,6,11.76,0,0.0,22015
22,16,57,53,92.98,3,5.26,1,1.75,22016
22,17,97,89,91.75,4,4.12,4,4.12,22017
22,18,55,51,92.73,3,5.45,1,1.82,22018
22,19,38,25,65.79,3,7.89,10,26.32,22019
22,20,64,58,90.63,4,6.25,2,3.13,22020
22,21,86,46,53.49,12,13.95,28,32.56,22021
22,22,46,42,91.3,2,4.35,2,4.35,22022
22,23,138,49,35.51,23,16.67,66,47.83,22023
22,24,103,97,94.17,4,3.88,2,1.94,22024
22,25,57,56,98.25,1,1.75,0,0.0,22025
23,1,74,48,64.86,22,29.73,4,5.41,23001
23,2,92,67,72.83,20,21.74,5,5.43,23002
23,3,77,53,68.83,20,25.97,4,5.19,23003
23,4,72,50,69.44,15,20.83,7,9.72,23004
23,5,60,45,75.0,8,13.33,7,11.67,23005
23,6,62,47,75.81,11,17.74,4,6.45,23006
23,7,48,37,77.08,8,16.67,3,6.25,23007
23,8,87,68,78.16,9,10.34,10,11.49,23008
23,9,38,30,78.95,6,15.79,2,5.26,23009
23,10,82,66,80.49,12,14.63,4,4.88,23010
23,11,60,55,91.67,4,6.67,1,1.67,23011
23,12,78,49,62.82,26,33.33,3,3.85,23012
23,13,51,47,92.16,2,3.92,2,3.92,23013
23,14,59,41,69.49,16,27.12,2,3.39,23014
23,15,44,32,72.73,5,11.36,7,15.91,23015
23,16,96,55,57.29,33,34.38,8,8.33,23016
23,17,37,27,72.97,5,13.51,5,13.51,23017
23,18,79,49,62.03,24,30.38,6,7.59,23018
23,19,48,42,87.5,5,10.42,1,2.08,23019
23,20,35,29,82.86,5,14.29,1,2.86,23020
23,21,85,53,62.35,24,28.24,8,9.41,23021
23,22,64,49,76.56,10,15.63,5,7.81,23022
23,23,93,61,65.59,26,27.96,6,6.45,23023
23,24,55,37,67.27,13,23.64,5,9.09,23024
23,25,54,42,77.78,4,7.41,8,14.81,23025
23,26,74,58,78.38,12,16.22,4,5.41,23026
23,27,79,46,58.23,28,35.44,5,6.33,23027
23,28,69,46,66.67,13,18.84,10,14.49,23028
23,29,71,51,71.83,14,19.72,6,8.45,23029
23,30,74,63,85.14,9,12.16,2,2.7,23030
23,31,46,42,91.3,0,0.0,4,8.7,23031
23,32,63,58,92.06,3,4.76,2,3.17,23032
23,33,64,52,81.25,6,9.38,6,9.38,23033
23,34,57,42,73.68,11,19.3,4,7.02,23034
23,35,47,30,63.83,15,31.91,2,4.26,23035
23,36,85,49,57.65,29,34.12,7,8.24,23036
23,37,112,71,63.39,32,28.57,9,8.04,23037
23,38,76,49,64.47,23,30.26,4,5.26,23038
23,39,81,69,85.19,10,12.35,2,2.47,23039
24,1,80,29,36.25,16,20.0,35,43.75,24001
24,2,64,16,25.0,19,29.69,29,45.31,24002
24,3,72,28,38.89,16,22.22,28,38.89,24003
24,4,50,21,42.0,6,12.0,23,46.0,24004
24,5,28,13,46.43,9,32.14,6,21.43,24005
24,6,83,29,34.94,20,24.1,34,40.96,24006
24,7,50,39,78.0,7,14.0,4,8.0,24007
24,8,25,5,20.0,5,20.0,15,60.0,24008
24,9,68,26,38.24,17,25.0,25,36.76,24009
24,10,58,23,39.66,6,10.34,29,50.0,24010
24,11,61,33,54.1,9,14.75,19,31.15,24011
24,12,46,10,21.74,12,26.09,24,52.17,24012
24,13,39,13,33.33,8,20.51,18,46.15,24013
24,14,41,16,39.02,9,21.95,16,39.02,24014
24,15,35,18,51.43,6,17.14,11,31.43,24015
24,16,438,187,42.69,130,29.68,121,27.63,24016
24,17,59,25,42.37,15,25.42,19,32.2,24017
24,18,82,31,37.8,21,25.61,30,36.59,24018
24,19,87,34,39.08,10,11.49,43,49.43,24019
24,20,65,29,44.62,9,13.85,27,41.54,24020
24,21,35,15,42.86,3,8.57,17,48.57,24021
24,22,106,32,30.19,34,32.08,40,37.74,24022
24,23,65,29,44.62,11,16.92,25,38.46,24023
24,24,78,27,34.62,21,26.92,30,38.46,24024
24,25,38,19,50.0,7,18.42,12,31.58,24025
24,26,160,77,48.13,24,15.0,59,36.88,24026
24,27,93,36,38.71,21,22.58,36,38.71,24027
24,28,39,11,28.21,9,23.08,19,48.72,24028
24,29,23,5,21.74,6,26.09,12,52.17,24029
24,30,43,19,44.19,10,23.26,14,32.56,24030
24,31,73,30,41.1,13,17.81,30,41.1,24031
24,32,48,23,47.92,13,27.08,12,25.0,24032
24,33,40,16,40.0,8,20.0,16,40.0,24033
24,34,64,26,40.63,12,18.75,26,40.63,24034
24,35,71,24,33.8,20,28.17,27,38.03,24035
24,36,117,37,31.62,23,19.66,57,48.72,24036
24,37,47,17,36.17,10,21.28,20,42.55,24037
24,38,77,31,40.26,9,11.69,37,48.05,24038
24,39,104,52,50.0,20,19.23,32,30.77,24039
24,40,84,33,39.29,24,28.57,27,32.14,24040
24,41,66,27,40.91,14,21.21,25,37.88,24041
25,1,99,89,89.9,5,5.05,5,5.05,25001
25,2,150,130,86.67,10,6.67,10,6.67,25002
25,3,169,133,78.7,22,13.02,14,8.28,25003
25,4,81,43,53.09,15,18.52,23,28.4,25004
25,5,118,104,88.14,7,5.93,7,5.93,25005
25,6,33,26,78.79,6,18.18,1,3.03,25006
25,7,123,109,88.62,7,5.69,7,5.69,25007
25,8,132,119,90.15,7,5.3,6,4.55,25008
25,9,98,88,89.8,6,6.12,4,4.08,25009
25,10,137,103,75.18,25,18.25,9,6.57,25010
25,11,138,122,88.41,8,5.8,8,5.8,25011
25,12,130,115,88.46,11,8.46,4,3.08,25012
25,13,172,155,90.12,12,6.98,5,2.91,25013
25,14,85,58,68.24,12,14.12,15,17.65,25014
25,15,104,97,93.27,5,4.81,2,1.92,25015
25,16,160,119,74.38,30,18.75,11,6.88,25016
25,17,145,126,86.9,10,6.9,9,6.21,25017
25,18,52,44,84.62,6,11.54,2,3.85,25018
25,19,119,102,85.71,10,8.4,7,5.88,25019
25,20,55,25,45.45,11,20.0,19,34.55,25020
25,21,278,213,76.62,32,11.51,33,11.87,25021
25,22,115,109,94.78,3,2.61,3,2.61,25022
25,23,175,155,88.57,13,7.43,7,4.0,25023
25,24,98,94,95.92,2,2.04,2,2.04,25024
25,25,113,86,76.11,17,15.04,10,8.85,25025
25,26,108,90,83.33,12,11.11,6,5.56,25026
25,27,155,121,78.06,25,16.13,9,5.81,25027
25,28,118,104,88.14,8,6.78,6,5.08,25028
25,29,99,68,68.69,6,6.06,25,25.25,25029
25,30,101,90,89.11,4,3.96,7,6.93,25030
25,31,176,145,82.39,20,11.36,11,6.25,25031
25,32,86,65,75.58,16,18.6,5,5.81,25032
26,1,115,96,83.48,12,10.43,7,6.09,26001
26,2,82,69,84.15,5,6.1,8,9.76,26002
