ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Ricardo Mu̱oz,Ricardo Mu̱oz Percent,precinct_id
14,22,175,73,41.71,102,58.29,14022
14,23,80,38,47.5,42,52.5,14023
14,24,67,41,61.19,26,38.81,14024
14,25,64,36,56.25,28,43.75,14025
14,26,56,16,28.57,40,71.43,14026
14,27,107,59,55.14,48,44.86,14027
14,28,71,41,57.75,30,42.25,14028
14,29,141,88,62.41,53,37.59,14029
14,30,100,63,63.0,37,37.0,14030
14,31,55,24,43.64,31,56.36,14031
14,32,59,27,45.76,32,54.24,14032
15,1,136,90,66.18,46,33.82,15001
15,2,54,49,90.74,5,9.26,15002
15,3,48,46,95.83,2,4.17,15003
15,4,124,119,95.97,5,4.03,15004
15,5,42,40,95.24,2,4.76,15005
15,6,49,43,87.76,6,12.24,15006
15,7,78,72,92.31,6,7.69,15007
15,8,78,76,97.44,2,2.56,15008
15,9,121,107,88.43,14,11.57,15009
15,10,32,10,31.25,22,68.75,15010
15,11,66,62,93.94,4,6.06,15011
15,12,41,40,97.56,1,2.44,15012
15,13,69,42,60.87,27,39.13,15013
15,14,62,44,70.97,18,29.03,15014
15,15,33,20,60.61,13,39.39,15015
15,16,35,13,37.14,22,62.86,15016
15,17,72,67,93.06,5,6.94,15017
15,18,116,108,93.1,8,6.9,15018
15,19,79,67,84.81,12,15.19,15019
15,20,47,45,95.74,2,4.26,15020
15,21,81,78,96.3,3,3.7,15021
15,22,99,92,92.93,7,7.07,15022
15,23,119,117,98.32,2,1.68,15023
15,24,56,47,83.93,9,16.07,15024
15,25,53,39,73.58,14,26.42,15025
15,26,112,99,88.39,13,11.61,15026
15,27,55,50,90.91,5,9.09,15027
15,28,71,35,49.3,36,50.7,15028
15,29,17,16,94.12,1,5.88,15029
15,30,43,38,88.37,5,11.63,15030
15,31,117,114,97.44,3,2.56,15031
15,32,48,37,77.08,11,22.92,15032
15,33,53,49,92.45,4,7.55,15033
15,34,61,54,88.52,7,11.48,15034
15,35,75,72,96.0,3,4.0,15035
15,36,80,75,93.75,5,6.25,15036
15,37,55,54,98.18,1,1.82,15037
15,38,78,70,89.74,8,10.26,15038
15,39,35,26,74.29,9,25.71,15039
15,40,36,31,86.11,5,13.89,15040
15,41,98,84,85.71,14,14.29,15041
15,42,125,123,98.4,2,1.6,15042
16,1,35,29,82.86,6,17.14,16001
16,2,44,40,90.91,4,9.09,16002
16,3,69,67,97.1,2,2.9,16003
16,4,31,21,67.74,10,32.26,16004
16,5,52,51,98.08,1,1.92,16005
16,6,24,24,100.0,0,0.0,16006
16,7,59,54,91.53,5,8.47,16007
16,8,46,42,91.3,4,8.7,16008
16,9,101,98,97.03,3,2.97,16009
16,10,85,81,95.29,4,4.71,16010
16,11,66,54,81.82,12,18.18,16011
16,12,107,94,87.85,13,12.15,16012
16,13,43,17,39.53,26,60.47,16013
16,14,57,53,92.98,4,7.02,16014
16,15,77,72,93.51,5,6.49,16015
16,16,131,120,91.6,11,8.4,16016
16,17,43,16,37.21,27,62.79,16017
16,18,77,73,94.81,4,5.19,16018
16,19,77,69,89.61,8,10.39,16019
16,20,104,102,98.08,2,1.92,16020
16,21,29,6,20.69,23,79.31,16021
16,22,37,13,35.14,24,64.86,16022
16,23,33,20,60.61,13,39.39,16023
16,24,45,41,91.11,4,8.89,16024
16,25,57,51,89.47,6,10.53,16025
16,26,74,70,94.59,4,5.41,16026
16,27,146,138,94.52,8,5.48,16027
16,28,89,80,89.89,9,10.11,16028
16,29,49,49,100.0,0,0.0,16029
16,30,53,46,86.79,7,13.21,16030
16,31,90,84,93.33,6,6.67,16031
16,32,39,18,46.15,21,53.85,16032
16,33,48,42,87.5,6,12.5,16033
16,34,44,41,93.18,3,6.82,16034
16,35,37,25,67.57,12,32.43,16035
16,36,99,92,92.93,7,7.07,16036
16,37,60,56,93.33,4,6.67,16037
16,38,55,51,92.73,4,7.27,16038
16,39,49,25,51.02,24,48.98,16039
16,40,82,73,89.02,9,10.98,16040
17,1,105,96,91.43,9,8.57,17001
17,2,86,82,95.35,4,4.65,17002
17,3,94,90,95.74,4,4.26,17003
17,4,130,119,91.54,11,8.46,17004
17,5,71,64,90.14,7,9.86,17005
17,6,133,123,92.48,10,7.52,17006
17,7,97,89,91.75,8,8.25,17007
17,8,85,80,94.12,5,5.88,17008
17,9,136,128,94.12,8,5.88,17009
17,10,105,100,95.24,5,4.76,17010
17,11,70,69,98.57,1,1.43,17011
17,12,164,154,93.9,10,6.1,17012
17,13,53,50,94.34,3,5.66,17013
17,14,73,70,95.89,3,4.11,17014
17,15,77,72,93.51,5,6.49,17015
17,16,87,79,90.8,8,9.2,17016
17,17,53,52,98.11,1,1.89,17017
17,18,136,127,93.38,9,6.62,17018
17,19,43,41,95.35,2,4.65,17019
17,20,74,72,97.3,2,2.7,17020
17,21,162,152,93.83,10,6.17,17021
17,22,106,101,95.28,5,4.72,17022
17,23,113,107,94.69,6,5.31,17023
17,24,101,95,94.06,6,5.94,17024
17,25,61,56,91.8,5,8.2,17025
17,26,117,115,98.29,2,1.71,17026
17,27,134,122,91.04,12,8.96,17027
17,28,74,70,94.59,4,5.41,17028
17,29,188,179,95.21,9,4.79,17029
17,30,117,114,97.44,3,2.56,17030
17,31,101,92,91.09,9,8.91,17031
17,32,80,75,93.75,5,6.25,17032
17,33,66,62,93.94,4,6.06,17033
17,34,79,72,91.14,7,8.86,17034
17,35,132,123,93.18,9,6.82,17035
17,36,45,41,91.11,4,8.89,17036
17,37,107,102,95.33,5,4.67,17037
17,38,56,50,89.29,6,10.71,17038
17,39,82,77,93.9,5,6.1,17039
17,40,65,63,96.92,2,3.08,17040
17,41,56,53,94.64,3,5.36,17041
17,42,63,58,92.06,5,7.94,17042
17,43,57,53,92.98,4,7.02,17043
17,44,132,121,91.67,11,8.33,17044
17,45,44,40,90.91,4,9.09,17045
17,46,82,78,95.12,4,4.88,17046
17,47,99,93,93.94,6,6.06,17047
17,48,84,81,96.43,3,3.57,17048
17,49,53,52,98.11,1,1.89,17049
17,50,65,59,90.77,6,9.23,17050
17,51,65,62,95.38,3,4.62,17051
17,52,132,127,96.21,5,3.79,17052
17,53,91,85,93.41,6,6.59,17053
17,54,122,112,91.8,10,8.2,17054
17,55,71,66,92.96,5,7.04,17055
18,1,154,139,90.26,15,9.74,18001
18,2,56,34,60.71,22,39.29,18002
18,3,182,116,63.74,66,36.26,18003
18,4,300,275,91.67,25,8.33,18004
18,5,94,86,91.49,8,8.51,18005
18,6,157,97,61.78,60,38.22,18006
18,7,89,70,78.65,19,21.35,18007
18,8,52,50,96.15,2,3.85,18008
18,9,353,321,90.93,32,9.07,18009
18,10,217,192,88.48,25,11.52,18010
18,11,96,64,66.67,32,33.33,18011
18,12,132,124,93.94,8,6.06,18012
18,13,142,122,85.92,20,14.08,18013
18,14,125,120,96.0,5,4.0,18014
18,15,58,36,62.07,22,37.93,18015
18,16,185,172,92.97,13,7.03,18016
18,17,104,81,77.88,23,22.12,18017
18,18,141,139,98.58,2,1.42,18018
18,19,173,162,93.64,11,6.36,18019
18,20,271,255,94.1,16,5.9,18020
18,21,199,172,86.43,27,13.57,18021
18,22,232,218,93.97,14,6.03,18022
18,23,126,115,91.27,11,8.73,18023
18,24,180,172,95.56,8,4.44,18024
18,25,295,275,93.22,20,6.78,18025
18,26,115,103,89.57,12,10.43,18026
18,27,101,89,88.12,12,11.88,18027
18,28,126,62,49.21,64,50.79,18028
18,29,103,91,88.35,12,11.65,18029
18,30,99,95,95.96,4,4.04,18030
18,31,106,86,81.13,20,18.87,18031
18,32,203,195,96.06,8,3.94,18032
18,33,89,85,95.51,4,4.49,18033
18,34,220,195,88.64,25,11.36,18034
18,35,335,297,88.66,38,11.34,18035
18,36,75,56,74.67,19,25.33,18036
18,37,113,102,90.27,11,9.73,18037
18,38,162,153,94.44,9,5.56,18038
18,39,83,75,90.36,8,9.64,18039
18,40,118,106,89.83,12,10.17,18040
18,41,73,53,72.6,20,27.4,18041
18,42,64,57,89.06,7,10.94,18042
18,43,58,38,65.52,20,34.48,18043
18,44,77,67,87.01,10,12.99,18044
18,45,73,57,78.08,16,21.92,18045
18,46,128,120,93.75,8,6.25,18046
18,47,84,75,89.29,9,10.71,18047
18,48,95,89,93.68,6,6.32,18048
18,49,77,69,89.61,8,10.39,18049
18,50,85,72,84.71,13,15.29,18050
18,51,178,169,94.94,9,5.06,18051
18,52,153,140,91.5,13,8.5,18052
18,53,95,92,96.84,3,3.16,18053
19,1,185,100,54.05,85,45.95,19001
19,2,184,132,71.74,52,28.26,19002
19,3,108,60,55.56,48,44.44,19003
19,4,151,83,54.97,68,45.03,19004
19,5,203,141,69.46,62,30.54,19005
19,6,126,61,48.41,65,51.59,19006
19,7,207,111,53.62,96,46.38,19007
19,8,127,69,54.33,58,45.67,19008
19,9,114,62,54.39,52,45.61,19009
19,10,221,120,54.3,101,45.7,19010
19,11,205,99,48.29,106,51.71,19011
19,12,136,70,51.47,66,48.53,19012
19,13,131,105,80.15,26,19.85,19013
19,14,172,103,59.88,69,40.12,19014
19,15,124,74,59.68,50,40.32,19015
19,16,221,135,61.09,86,38.91,19016
19,17,172,72,41.86,100,58.14,19017
19,18,209,113,54.07,96,45.93,19018
19,19,181,105,58.01,76,41.99,19019
19,20,176,125,71.02,51,28.98,19020
19,21,109,53,48.62,56,51.38,19021
19,22,191,97,50.79,94,49.21,19022
19,23,212,99,46.7,113,53.3,19023
19,24,151,76,50.33,75,49.67,19024
19,25,173,85,49.13,88,50.87,19025
19,26,197,91,46.19,106,53.81,19026
19,27,91,57,62.64,34,37.36,19027
19,28,223,190,85.2,33,14.8,19028
19,29,117,57,48.72,60,51.28,19029
19,30,136,77,56.62,59,43.38,19030
19,31,138,71,51.45,67,48.55,19031
19,32,183,84,45.9,99,54.1,19032
19,33,167,105,62.87,62,37.13,19033
19,34,169,90,53.25,79,46.75,19034
19,35,192,104,54.17,88,45.83,19035
19,36,198,149,75.25,49,24.75,19036
19,37,203,127,62.56,76,37.44,19037
19,38,195,136,69.74,59,30.26,19038
19,39,56,50,89.29,6,10.71,19039
19,40,162,89,54.94,73,45.06,19040
19,41,113,57,50.44,56,49.56,19041
19,42,147,103,70.07,44,29.93,19042
19,43,212,193,91.04,19,8.96,19043
19,44,148,77,52.03,71,47.97,19044
19,45,184,92,50.0,92,50.0,19045
19,46,212,99,46.7,113,53.3,19046
19,47,264,189,71.59,75,28.41,19047
19,48,239,218,91.21,21,8.79,19048
19,49,232,183,78.88,49,21.12,19049
19,50,187,168,89.84,19,10.16,19050
19,51,130,75,57.69,55,42.31,19051
19,52,117,63,53.85,54,46.15,19052
19,53,165,91,55.15,74,44.85,19053
19,54,135,74,54.81,61,45.19,19054
19,55,122,65,53.28,57,46.72,19055
19,56,204,116,56.86,88,43.14,19056
19,57,193,118,61.14,75,38.86,19057
19,58,125,59,47.2,66,52.8,19058
19,59,185,108,58.38,77,41.62,19059
19,60,136,112,82.35,24,17.65,19060
19,61,250,126,50.4,124,49.6,19061
19,62,157,84,53.5,73,46.5,19062
19,63,138,98,71.01,40,28.99,19063
20,1,109,97,88.99,12,11.01,20001
20,2,83,81,97.59,2,2.41,20002
20,3,72,68,94.44,4,5.56,20003
20,4,34,13,38.24,21,61.76,20004
20,5,59,52,88.14,7,11.86,20005
20,6,103,94,91.26,9,8.74,20006
20,7,68,60,88.24,8,11.76,20007
20,8,24,7,29.17,17,70.83,20008
20,9,185,164,88.65,21,11.35,20009
20,10,149,135,90.6,14,9.4,20010
20,11,84,80,95.24,4,4.76,20011
20,12,51,46,90.2,5,9.8,20012
20,13,94,89,94.68,5,5.32,20013
20,14,111,104,93.69,7,6.31,20014
20,15,25,7,28.0,18,72.0,20015
20,16,129,114,88.37,15,11.63,20016
20,17,133,124,93.23,9,6.77,20017
20,18,79,68,86.08,11,13.92,20018
20,19,71,67,94.37,4,5.63,20019
20,20,47,45,95.74,2,4.26,20020
20,21,28,9,32.14,19,67.86,20021
20,22,174,148,85.06,26,14.94,20022
20,23,128,111,86.72,17,13.28,20023
20,24,115,96,83.48,19,16.52,20024
20,25,71,65,91.55,6,8.45,20025
20,26,124,116,93.55,8,6.45,20026
20,27,73,63,86.3,10,13.7,20027
20,28,87,81,93.1,6,6.9,20028
20,29,101,87,86.14,14,13.86,20029
20,30,148,135,91.22,13,8.78,20030
20,31,105,97,92.38,8,7.62,20031
20,32,51,49,96.08,2,3.92,20032
20,33,98,91,92.86,7,7.14,20033
20,34,138,114,82.61,24,17.39,20034
20,35,36,33,91.67,3,8.33,20035
20,36,85,80,94.12,5,5.88,20036
20,37,102,88,86.27,14,13.73,20037
20,38,17,17,100.0,0,0.0,20038
20,39,79,77,97.47,2,2.53,20039
20,40,108,101,93.52,7,6.48,20040
20,41,18,8,44.44,10,55.56,20041
20,42,45,40,88.89,5,11.11,20042
20,43,7,7,100.0,0,0.0,20043
20,44,132,120,90.91,12,9.09,20044
20,45,31,30,96.77,1,3.23,20045
21,1,193,179,92.75,14,7.25,21001
21,2,96,88,91.67,8,8.33,21002
21,3,232,218,93.97,14,6.03,21003
21,4,48,46,95.83,2,4.17,21004
21,5,146,142,97.26,4,2.74,21005
21,6,120,117,97.5,3,2.5,21006
21,7,268,248,92.54,20,7.46,21007
21,8,148,141,95.27,7,4.73,21008
21,9,122,116,95.08,6,4.92,21009
21,10,209,196,93.78,13,6.22,21010
21,11,128,120,93.75,8,6.25,21011
21,12,144,139,96.53,5,3.47,21012
21,13,64,61,95.31,3,4.69,21013
21,14,248,234,94.35,14,5.65,21014
21,15,89,82,92.13,7,7.87,21015
21,16,124,119,95.97,5,4.03,21016
21,17,97,95,97.94,2,2.06,21017
21,18,129,122,94.57,7,5.43,21018
21,19,132,118,89.39,14,10.61,21019
21,20,74,66,89.19,8,10.81,21020
21,21,136,127,93.38,9,6.62,21021
21,22,128,121,94.53,7,5.47,21022
21,23,101,92,91.09,9,8.91,21023
21,24,145,135,93.1,10,6.9,21024
21,25,245,229,93.47,16,6.53,21025
21,26,99,92,92.93,7,7.07,21026
21,27,165,149,90.3,16,9.7,21027
21,28,104,98,94.23,6,5.77,21028
21,29,57,52,91.23,5,8.77,21029
21,30,92,85,92.39,7,7.61,21030
21,31,182,169,92.86,13,7.14,21031
21,32,104,101,97.12,3,2.88,21032
21,33,117,110,94.02,7,5.98,21033
21,34,157,150,95.54,7,4.46,21034
21,35,127,117,92.13,10,7.87,21035
21,36,92,87,94.57,5,5.43,21036
21,37,120,114,95.0,6,5.0,21037
21,38,140,130,92.86,10,7.14,21038
21,39,95,87,91.58,8,8.42,21039
21,40,150,140,93.33,10,6.67,21040
21,41,121,115,95.04,6,4.96,21041
21,42,141,126,89.36,15,10.64,21042
21,43,101,91,90.1,10,9.9,21043
21,44,125,115,92.0,10,8.0,21044
21,45,118,112,94.92,6,5.08,21045
21,46,79,74,93.67,5,6.33,21046
21,47,182,169,92.86,13,7.14,21047
21,48,141,125,88.65,16,11.35,21048
21,49,177,164,92.66,13,7.34,21049
21,50,153,137,89.54,16,10.46,21050
21,51,135,130,96.3,5,3.7,21051
21,52,122,116,95.08,6,4.92,21052
21,53,195,181,92.82,14,7.18,21053
21,54,153,144,94.12,9,5.88,21054
21,55,112,106,94.64,6,5.36,21055
21,56,99,95,95.96,4,4.04,21056
21,57,116,108,93.1,8,6.9,21057
21,58,115,106,92.17,9,7.83,21058
21,59,158,147,93.04,11,6.96,21059
21,60,159,152,95.6,7,4.4,21060
21,61,133,124,93.23,9,6.77,21061
21,62,112,104,92.86,8,7.14,21062
21,63,185,178,96.22,7,3.78,21063
21,64,60,57,95.0,3,5.0,21064
21,65,222,203,91.44,19,8.56,21065
21,66,118,114,96.61,4,3.39,21066
21,67,147,142,96.6,5,3.4,21067
22,1,55,19,34.55,36,65.45,22001
22,2,42,7,16.67,35,83.33,22002
22,3,69,25,36.23,44,63.77,22003
22,4,65,26,40.0,39,60.0,22004
22,5,90,28,31.11,62,68.89,22005
22,6,91,32,35.16,59,64.84,22006
22,7,113,84,74.34,29,25.66,22007
22,8,76,23,30.26,53,69.74,22008
22,9,75,29,38.67,46,61.33,22009
22,10,111,29,26.13,82,73.87,22010
22,11,87,28,32.18,59,67.82,22011
22,12,93,28,30.11,65,69.89,22012
22,13,108,38,35.19,70,64.81,22013
22,14,67,28,41.79,39,58.21,22014
22,15,73,18,24.66,55,75.34,22015
22,16,126,33,26.19,93,73.81,22016
22,17,86,19,22.09,67,77.91,22017
22,18,111,32,28.83,79,71.17,22018
22,19,59,46,77.97,13,22.03,22019
22,20,71,16,22.54,55,77.46,22020
22,21,118,92,77.97,26,22.03,22021
22,22,73,18,24.66,55,75.34,22022
22,23,116,33,28.45,83,71.55,22023
22,24,82,20,24.39,62,75.61,22024
22,25,116,49,42.24,67,57.76,22025
22,26,73,30,41.1,43,58.9,22026
22,27,85,23,27.06,62,72.94,22027
22,28,64,25,39.06,39,60.94,22028
23,1,168,96,57.14,72,42.86,23001
23,2,71,33,46.48,38,53.52,23002
23,3,180,103,57.22,77,42.78,23003
23,4,142,78,54.93,64,45.07,23004
23,5,48,21,43.75,27,56.25,23005
23,6,120,65,54.17,55,45.83,23006
23,7,144,86,59.72,58,40.28,23007
23,8,119,71,59.66,48,40.34,23008
23,9,125,45,36.0,80,64.0,23009
23,10,168,71,42.26,97,57.74,23010
23,11,361,178,49.31,183,50.69,23011
23,12,172,79,45.93,93,54.07,23012
23,13,177,89,50.28,88,49.72,23013
23,14,86,48,55.81,38,44.19,23014
23,15,137,64,46.72,73,53.28,23015
23,16,189,102,53.97,87,46.03,23016
23,17,48,15,31.25,33,68.75,23017
23,18,238,112,47.06,126,52.94,23018
23,19,140,73,52.14,67,47.86,23019
23,20,142,89,62.68,53,37.32,23020
23,21,127,116,91.34,11,8.66,23021
23,22,153,86,56.21,67,43.79,23022
23,23,123,75,60.98,48,39.02,23023
23,24,48,21,43.75,27,56.25,23024
23,25,52,19,36.54,33,63.46,23025
23,26,140,59,42.14,81,57.86,23026
23,27,205,116,56.59,89,43.41,23027
23,28,127,73,57.48,54,42.52,23028
23,29,71,25,35.21,46,64.79,23029
23,30,107,59,55.14,48,44.86,23030
23,31,95,48,50.53,47,49.47,23031
23,32,107,59,55.14,48,44.86,23032
23,33,164,69,42.07,95,57.93,23033
23,34,100,48,48.0,52,52.0,23034
23,35,101,97,96.04,4,3.96,23035
23,36,149,92,61.74,57,38.26,23036
23,37,86,78,90.7,8,9.3,23037
23,38,126,79,62.7,47,37.3,23038
23,39,343,205,59.77,138,40.23,23039
23,40,124,66,53.23,58,46.77,23040
23,41,98,57,58.16,41,41.84,23041
23,42,90,45,50.0,45,50.0,23042
23,43,182,93,51.1,89,48.9,23043
23,44,129,68,52.71,61,47.29,23044
23,45,109,57,52.29,52,47.71,23045
23,46,139,74,53.24,65,46.76,23046
23,47,184,90,48.91,94,51.09,23047
23,48,78,55,70.51,23,29.49,23048
23,49,263,154,58.56,109,41.44,23049
24,1,142,129,90.85,13,9.15,24001
24,2,68,64,94.12,4,5.88,24002
24,3,79,73,92.41,6,7.59,24003
24,4,92,86,93.48,6,6.52,24004
24,5,106,97,91.51,9,8.49,24005
24,6,123,108,87.8,15,12.2,24006
24,7,99,93,93.94,6,6.06,24007
24,8,89,85,95.51,4,4.49,24008
24,9,95,93,97.89,2,2.11,24009
24,10,83,79,95.18,4,4.82,24010
24,11,142,137,96.48,5,3.52,24011
24,12,84,83,98.81,1,1.19,24012
24,13,73,70,95.89,3,4.11,24013
24,14,119,110,92.44,9,7.56,24014
24,15,82,76,92.68,6,7.32,24015
24,16,74,72,97.3,2,2.7,24016
24,17,75,74,98.67,1,1.33,24017
24,18,136,131,96.32,5,3.68,24018
24,19,178,166,93.26,12,6.74,24019
24,20,71,67,94.37,4,5.63,24020
24,21,49,46,93.88,3,6.12,24021
24,22,176,165,93.75,11,6.25,24022
24,23,140,124,88.57,16,11.43,24023
24,24,178,169,94.94,9,5.06,24024
24,25,97,91,93.81,6,6.19,24025
24,26,113,105,92.92,8,7.08,24026
24,27,158,150,94.94,8,5.06,24027
24,28,126,119,94.44,7,5.56,24028
24,29,137,128,93.43,9,6.57,24029
24,30,86,82,95.35,4,4.65,24030
24,31,103,93,90.29,10,9.71,24031
24,32,111,98,88.29,13,11.71,24032
24,33,91,16,17.58,75,82.42,24033
24,34,90,81,90.0,9,10.0,24034
24,35,156,145,92.95,11,7.05,24035
24,36,146,134,91.78,12,8.22,24036
24,37,109,98,89.91,11,10.09,24037
24,38,125,107,85.6,18,14.4,24038
24,39,96,93,96.88,3,3.13,24039
24,40,134,122,91.04,12,8.96,24040
24,41,81,76,93.83,5,6.17,24041
24,42,83,79,95.18,4,4.82,24042
24,43,131,125,95.42,6,4.58,24043
24,44,169,137,81.07,32,18.93,24044
24,45,67,66,98.51,1,1.49,24045
24,46,104,97,93.27,7,6.73,24046
24,47,83,72,86.75,11,13.25,24047
24,48,124,108,87.1,16,12.9,24048
24,49,221,210,95.02,11,4.98,24049
24,50,187,178,95.19,9,4.81,24050
25,1,95,30,31.58,65,68.42,25001
25,2,113,34,30.09,79,69.91,25002
25,3,49,40,81.63,9,18.37,25003
25,4,105,47,44.76,58,55.24,25004
25,5,100,31,31.0,69,69.0,25005
25,6,76,29,38.16,47,61.84,25006
25,7,60,19,31.67,41,68.33,25007
25,8,72,24,33.33,48,66.67,25008
25,9,114,32,28.07,82,71.93,25009
25,10,51,27,52.94,24,47.06,25010
25,11,91,28,30.77,63,69.23,25011
25,12,75,31,41.33,44,58.67,25012
25,13,91,28,30.77,63,69.23,25013
25,14,48,30,62.5,18,37.5,25014
25,15,103,46,44.66,57,55.34,25015
25,16,44,29,65.91,15,34.09,25016
25,17,145,75,51.72,70,48.28,25017
25,18,100,68,68.0,32,32.0,25018
25,19,83,31,37.35,52,62.65,25019
25,20,122,38,31.15,84,68.85,25020
25,21,98,59,60.2,39,39.8,25021
25,22,64,25,39.06,39,60.94,25022
25,23,126,30,23.81,96,76.19,25023
25,24,113,31,27.43,82,72.57,25024
25,25,72,32,44.44,40,55.56,25025
25,26,35,13,37.14,22,62.86,25026
25,27,60,21,35.0,39,65.0,25027
25,28,104,40,38.46,64,61.54,25028
25,29,172,109,63.37,63,36.63,25029
25,30,85,27,31.76,58,68.24,25030
26,1,44,25,56.82,19,43.18,26001
26,2,69,31,44.93,38,55.07,26002
26,3,40,17,42.5,23,57.5,26003
26,4,27,11,40.74,16,59.26,26004
26,5,59,36,61.02,23,38.98,26005
26,6,38,17,44.74,21,55.26,26006
26,7,47,24,51.06,23,48.94,26007
26,8,48,22,45.83,26,54.17,26008
26,9,45,28,62.22,17,37.78,26009
26,10,64,26,40.63,38,59.38,26010
26,11,35,9,25.71,26,74.29,26011
26,12,60,31,51.67,29,48.33,26012
26,13,126,45,35.71,81,64.29,26013
26,14,37,14,37.84,23,62.16,26014
26,15,32,16,50.0,16,50.0,26015
26,16,37,12,32.43,25,67.57,26016
26,17,47,26,55.32,21,44.68,26017
26,18,32,12,37.5,20,62.5,26018
26,19,119,43,36.13,76,63.87,26019
26,20,52,21,40.38,31,59.62,26020
26,21,30,16,53.33,14,46.67,26021
26,22,37,20,54.05,17,45.95,26022
26,23,37,14,37.84,23,62.16,26023
26,24,38,15,39.47,23,60.53,26024
26,25,37,16,43.24,21,56.76,26025
26,26,29,17,58.62,12,41.38,26026
26,27,61,31,50.82,30,49.18,26027
26,28,19,10,52.63,9,47.37,26028
26,29,47,26,55.32,21,44.68,26029
26,30,24,12,50.0,12,50.0,26030
26,31,54,23,42.59,31,57.41,26031
26,32,44,23,52.27,21,47.73,26032
26,33,36,21,58.33,15,41.67,26033
26,34,81,39,48.15,42,51.85,26034
26,35,54,21,38.89,33,61.11,26035
26,36,43,27,62.79,16,37.21,26036
26,37,29,15,51.72,14,48.28,26037
26,38,25,18,72.0,7,28.0,26038
26,39,15,8,53.33,7,46.67,26039
26,40,24,10,41.67,14,58.33,26040
26,41,43,12,27.91,31,72.09,26041
26,42,21,14,66.67,7,33.33,26042
26,43,37,14,37.84,23,62.16,26043
26,44,46,29,63.04,17,36.96,26044
26,45,60,34,56.67,26,43.33,26045
26,46,37,19,51.35,18,48.65,26046
26,47,21,13,61.9,8,38.1,26047
26,48,55,29,52.73,26,47.27,26048
26,49,49,18,36.73,31,63.27,26049
26,50,39,23,58.97,16,41.03,26050
26,51,62,33,53.23,29,46.77,26051
26,52,56,22,39.29,34,60.71,26052
26,53,40,19,47.5,21,52.5,26053
27,1,71,29,40.85,42,59.15,27001
27,2,82,74,90.24,8,9.76,27002
27,3,133,116,87.22,17,12.78,27003
27,4,41,25,60.98,16,39.02,27004
27,5,31,22,70.97,9,29.03,27005
27,6,38,37,97.37,1,2.63,27006
27,7,76,40,52.63,36,47.37,27007
27,8,85,76,89.41,9,10.59,27008
27,9,158,145,91.77,13,8.23,27009
27,10,212,199,93.87,13,6.13,27010
27,11,47,28,59.57,19,40.43,27011
27,12,68,48,70.59,20,29.41,27012
27,13,106,50,47.17,56,52.83,27013
27,14,150,140,93.33,10,6.67,27014
27,15,151,137,90.73,14,9.27,27015
27,16,32,17,53.13,15,46.88,27016
27,17,55,21,38.18,34,61.82,27017
27,18,50,14,28.0,36,72.0,27018
27,19,146,129,88.36,17,11.64,27019
27,20,117,110,94.02,7,5.98,27020
27,21,121,107,88.43,14,11.57,27021
27,22,179,167,93.3,12,6.7,27022
27,23,100,91,91.0,9,9.0,27023
27,24,160,136,85.0,24,15.0,27024
27,25,56,50,89.29,6,10.71,27025
27,26,118,111,94.07,7,5.93,27026
27,27,87,78,89.66,9,10.34,27027
27,28,87,72,82.76,15,17.24,27028
27,29,54,43,79.63,11,20.37,27029
27,30,48,42,87.5,6,12.5,27030
27,31,84,81,96.43,3,3.57,27031
27,32,106,60,56.6,46,43.4,27032
27,33,66,59,89.39,7,10.61,27033
27,34,194,188,96.91,6,3.09,27034
27,35,74,34,45.95,40,54.05,27035
27,36,97,83,85.57,14,14.43,27036
27,37,165,145,87.88,20,12.12,27037
27,38,61,23,37.7,38,62.3,27038
27,39,83,49,59.04,34,40.96,27039
27,40,63,51,80.95,12,19.05,27040
27,41,55,26,47.27,29,52.73,27041
27,42,32,20,62.5,12,37.5,27042
27,43,50,24,48.0,26,52.0,27043
27,44,174,162,93.1,12,6.9,27044
27,45,28,12,42.86,16,57.14,27045
28,1,83,81,97.59,2,2.41,28001
28,2,111,100,90.09,11,9.91,28002
28,3,59,55,93.22,4,6.78,28003
28,4,108,107,99.07,1,0.93,28004
28,5,77,68,88.31,9,11.69,28005
28,6,59,54,91.53,5,8.47,28006
28,7,55,53,96.36,2,3.64,28007
28,8,77,73,94.81,4,5.19,28008
28,9,81,79,97.53,2,2.47,28009
28,10,27,24,88.89,3,11.11,28010
28,11,50,48,96.0,2,4.0,28011
28,12,45,44,97.78,1,2.22,28012
28,13,50,48,96.0,2,4.0,28013
28,14,111,106,95.5,5,4.5,28014
28,15,80,75,93.75,5,6.25,28015
28,16,64,58,90.63,6,9.38,28016
28,17,92,83,90.22,9,9.78,28017
28,18,130,126,96.92,4,3.08,28018
28,19,97,86,88.66,11,11.34,28019
28,20,137,129,94.16,8,5.84,28020
28,21,113,110,97.35,3,2.65,28021
28,22,87,83,95.4,4,4.6,28022
28,23,147,135,91.84,12,8.16,28023
28,24,53,44,83.02,9,16.98,28024
28,25,76,71,93.42,5,6.58,28025
28,26,77,76,98.7,1,1.3,28026
28,27,106,99,93.4,7,6.6,28027
28,28,61,59,96.72,2,3.28,28028
28,29,105,28,26.67,77,73.33,28029
28,30,58,58,100.0,0,0.0,28030
28,31,81,76,93.83,5,6.17,28031
28,32,83,75,90.36,8,9.64,28032
