ward,precinct,total,"Alfred M. Swanson, Jr.","Alfred M. Swanson, Jr. Percent",Denise Marie Nalley,Denise Marie Nalley Percent,Elizabeth Mary Hayes,Elizabeth Mary Hayes Percent,Joan Marie Kubalanza,Joan Marie Kubalanza Percent,Peter J. Vilkelis,Peter J. Vilkelis Percent,Brian J. Stephenson,Brian J. Stephenson Percent,precinct_id
19,43,176,39,22.16,35,19.89,62,35.23,8,4.55,6,3.41,26,14.77,19043
19,44,121,4,3.31,15,12.4,37,30.58,14,11.57,38,31.4,13,10.74,19044
19,45,164,12,7.32,15,9.15,78,47.56,19,11.59,32,19.51,8,4.88,19045
19,46,192,6,3.13,13,6.77,60,31.25,15,7.81,90,46.88,8,4.17,19046
19,47,231,45,19.48,21,9.09,81,35.06,12,5.19,51,22.08,21,9.09,19047
19,48,207,63,30.43,32,15.46,77,37.2,8,3.86,8,3.86,19,9.18,19048
19,49,195,48,24.62,22,11.28,59,30.26,7,3.59,31,15.9,28,14.36,19049
19,50,151,31,20.53,29,19.21,59,39.07,4,2.65,9,5.96,19,12.58,19050
19,51,110,8,7.27,14,12.73,41,37.27,10,9.09,29,26.36,8,7.27,19051
19,52,96,7,7.29,10,10.42,26,27.08,12,12.5,34,35.42,7,7.29,19052
19,53,151,12,7.95,14,9.27,54,35.76,11,7.28,49,32.45,11,7.28,19053
19,54,118,8,6.78,16,13.56,47,39.83,11,9.32,27,22.88,9,7.63,19054
19,55,101,10,9.9,13,12.87,29,28.71,7,6.93,32,31.68,10,9.9,19055
19,56,178,17,9.55,13,7.3,51,28.65,12,6.74,66,37.08,19,10.67,19056
19,57,175,30,17.14,17,9.71,49,28.0,19,10.86,40,22.86,20,11.43,19057
19,58,110,9,8.18,6,5.45,28,25.45,13,11.82,41,37.27,13,11.82,19058
19,59,154,16,10.39,16,10.39,71,46.1,8,5.19,27,17.53,16,10.39,19059
19,60,112,24,21.43,13,11.61,34,30.36,7,6.25,29,25.89,5,4.46,19060
19,61,239,11,4.6,9,3.77,87,36.4,12,5.02,109,45.61,11,4.6,19061
19,62,130,8,6.15,9,6.92,50,38.46,9,6.92,50,38.46,4,3.08,19062
19,63,117,24,20.51,13,11.11,38,32.48,11,9.4,16,13.68,15,12.82,19063
20,1,89,27,30.34,18,20.22,25,28.09,6,6.74,2,2.25,11,12.36,20001
20,2,67,16,23.88,14,20.9,23,34.33,9,13.43,1,1.49,4,5.97,20002
20,3,54,14,25.93,8,14.81,25,46.3,2,3.7,2,3.7,3,5.56,20003
20,4,32,8,25.0,7,21.88,10,31.25,0,0.0,4,12.5,3,9.38,20004
20,5,47,12,25.53,10,21.28,19,40.43,2,4.26,1,2.13,3,6.38,20005
20,6,95,21,22.11,14,14.74,37,38.95,8,8.42,7,7.37,8,8.42,20006
20,7,53,12,22.64,12,22.64,17,32.08,2,3.77,3,5.66,7,13.21,20007
20,8,24,3,12.5,3,12.5,10,41.67,3,12.5,4,16.67,1,4.17,20008
20,9,133,39,29.32,23,17.29,51,38.35,6,4.51,5,3.76,9,6.77,20009
20,10,123,23,18.7,25,20.33,50,40.65,5,4.07,3,2.44,17,13.82,20010
20,11,68,20,29.41,16,23.53,21,30.88,2,2.94,1,1.47,8,11.76,20011
20,12,35,9,25.71,5,14.29,14,40.0,1,2.86,1,2.86,5,14.29,20012
20,13,70,22,31.43,12,17.14,25,35.71,2,2.86,3,4.29,6,8.57,20013
20,14,93,30,32.26,15,16.13,35,37.63,7,7.53,0,0.0,6,6.45,20014
20,15,23,6,26.09,2,8.7,8,34.78,2,8.7,1,4.35,4,17.39,20015
20,16,108,32,29.63,20,18.52,33,30.56,6,5.56,4,3.7,13,12.04,20016
20,17,106,20,18.87,16,15.09,49,46.23,5,4.72,2,1.89,14,13.21,20017
20,18,73,12,16.44,16,21.92,30,41.1,4,5.48,5,6.85,6,8.22,20018
20,19,64,12,18.75,16,25.0,28,43.75,0,0.0,3,4.69,5,7.81,20019
20,20,40,11,27.5,10,25.0,16,40.0,2,5.0,0,0.0,1,2.5,20020
20,21,24,5,20.83,4,16.67,7,29.17,5,20.83,2,8.33,1,4.17,20021
20,22,144,47,32.64,23,15.97,43,29.86,16,11.11,1,0.69,14,9.72,20022
20,23,91,29,31.87,15,16.48,32,35.16,5,5.49,2,2.2,8,8.79,20023
20,24,98,27,27.55,22,22.45,31,31.63,7,7.14,4,4.08,7,7.14,20024
20,25,62,16,25.81,12,19.35,19,30.65,1,1.61,3,4.84,11,17.74,20025
20,26,95,29,30.53,14,14.74,32,33.68,6,6.32,4,4.21,10,10.53,20026
20,27,56,16,28.57,12,21.43,21,37.5,1,1.79,1,1.79,5,8.93,20027
20,28,65,16,24.62,13,20.0,31,47.69,0,0.0,3,4.62,2,3.08,20028
20,29,84,29,34.52,12,14.29,25,29.76,5,5.95,7,8.33,6,7.14,20029
20,30,113,30,26.55,11,9.73,54,47.79,2,1.77,5,4.42,11,9.73,20030
20,31,80,22,27.5,11,13.75,32,40.0,1,1.25,3,3.75,11,13.75,20031
20,32,37,9,24.32,8,21.62,17,45.95,0,0.0,0,0.0,3,8.11,20032
20,33,80,24,30.0,15,18.75,30,37.5,2,2.5,3,3.75,6,7.5,20033
20,34,107,27,25.23,16,14.95,35,32.71,7,6.54,8,7.48,14,13.08,20034
20,35,33,9,27.27,4,12.12,17,51.52,0,0.0,1,3.03,2,6.06,20035
20,36,77,24,31.17,12,15.58,30,38.96,5,6.49,1,1.3,5,6.49,20036
20,37,82,19,23.17,12,14.63,35,42.68,6,7.32,1,1.22,9,10.98,20037
20,38,18,7,38.89,1,5.56,8,44.44,1,5.56,0,0.0,1,5.56,20038
20,39,58,18,31.03,12,20.69,17,29.31,4,6.9,0,0.0,7,12.07,20039
20,40,79,25,31.65,15,18.99,31,39.24,3,3.8,1,1.27,4,5.06,20040
20,41,16,0,0.0,1,6.25,11,68.75,1,6.25,1,6.25,2,12.5,20041
20,42,36,6,16.67,1,2.78,16,44.44,3,8.33,3,8.33,7,19.44,20042
20,43,7,2,28.57,0,0.0,4,57.14,0,0.0,0,0.0,1,14.29,20043
20,44,110,34,30.91,27,24.55,33,30.0,6,5.45,2,1.82,8,7.27,20044
20,45,30,8,26.67,7,23.33,12,40.0,2,6.67,0,0.0,1,3.33,20045
21,1,155,38,24.52,17,10.97,64,41.29,6,3.87,15,9.68,15,9.68,21001
21,2,85,26,30.59,12,14.12,28,32.94,1,1.18,7,8.24,11,12.94,21002
21,3,196,52,26.53,37,18.88,70,35.71,6,3.06,11,5.61,20,10.2,21003
21,4,40,8,20.0,7,17.5,15,37.5,1,2.5,6,15.0,3,7.5,21004
21,5,135,42,31.11,20,14.81,41,30.37,5,3.7,17,12.59,10,7.41,21005
21,6,111,24,21.62,17,15.32,47,42.34,3,2.7,16,14.41,4,3.6,21006
21,7,231,65,28.14,38,16.45,91,39.39,4,1.73,10,4.33,23,9.96,21007
21,8,127,36,28.35,19,14.96,43,33.86,3,2.36,14,11.02,12,9.45,21008
21,9,107,32,29.91,20,18.69,41,38.32,2,1.87,8,7.48,4,3.74,21009
21,10,178,45,25.28,21,11.8,61,34.27,8,4.49,25,14.04,18,10.11,21010
21,11,104,38,36.54,14,13.46,35,33.65,0,0.0,10,9.62,7,6.73,21011
21,12,117,35,29.91,13,11.11,45,38.46,4,3.42,16,13.68,4,3.42,21012
21,13,55,16,29.09,6,10.91,21,38.18,1,1.82,6,10.91,5,9.09,21013
21,14,219,43,19.63,32,14.61,72,32.88,9,4.11,48,21.92,15,6.85,21014
21,15,71,19,26.76,14,19.72,17,23.94,3,4.23,13,18.31,5,7.04,21015
21,16,106,34,32.08,15,14.15,32,30.19,2,1.89,16,15.09,7,6.6,21016
21,17,74,20,27.03,9,12.16,32,43.24,1,1.35,3,4.05,9,12.16,21017
21,18,108,27,25.0,16,14.81,45,41.67,1,0.93,7,6.48,12,11.11,21018
21,19,116,33,28.45,20,17.24,34,29.31,4,3.45,12,10.34,13,11.21,21019
21,20,63,17,26.98,5,7.94,33,52.38,2,3.17,2,3.17,4,6.35,21020
21,21,116,18,15.52,26,22.41,41,35.34,3,2.59,13,11.21,15,12.93,21021
21,22,109,36,33.03,12,11.01,28,25.69,1,0.92,16,14.68,16,14.68,21022
21,23,81,23,28.4,8,9.88,25,30.86,4,4.94,10,12.35,11,13.58,21023
21,24,129,34,26.36,17,13.18,45,34.88,0,0.0,18,13.95,15,11.63,21024
21,25,205,62,30.24,28,13.66,73,35.61,2,0.98,24,11.71,16,7.8,21025
21,26,90,17,18.89,18,20.0,31,34.44,3,3.33,11,12.22,10,11.11,21026
21,27,134,33,24.63,18,13.43,53,39.55,4,2.99,17,12.69,9,6.72,21027
21,28,76,19,25.0,12,15.79,31,40.79,0,0.0,5,6.58,9,11.84,21028
21,29,54,13,24.07,14,25.93,14,25.93,1,1.85,8,14.81,4,7.41,21029
21,30,78,30,38.46,11,14.1,19,24.36,2,2.56,10,12.82,6,7.69,21030
21,31,162,37,22.84,24,14.81,46,28.4,7,4.32,30,18.52,18,11.11,21031
21,32,94,26,27.66,12,12.77,30,31.91,1,1.06,22,23.4,3,3.19,21032
21,33,98,25,25.51,11,11.22,34,34.69,0,0.0,12,12.24,16,16.33,21033
21,34,140,54,38.57,19,13.57,52,37.14,2,1.43,1,0.71,12,8.57,21034
21,35,103,28,27.18,11,10.68,42,40.78,2,1.94,13,12.62,7,6.8,21035
21,36,73,18,24.66,18,24.66,26,35.62,3,4.11,3,4.11,5,6.85,21036
21,37,102,29,28.43,17,16.67,34,33.33,2,1.96,8,7.84,12,11.76,21037
21,38,122,32,26.23,26,21.31,45,36.89,6,4.92,9,7.38,4,3.28,21038
21,39,82,19,23.17,19,23.17,31,37.8,3,3.66,3,3.66,7,8.54,21039
21,40,133,38,28.57,13,9.77,29,21.8,0,0.0,42,31.58,11,8.27,21040
21,41,98,28,28.57,21,21.43,36,36.73,2,2.04,2,2.04,9,9.18,21041
21,42,124,29,23.39,20,16.13,43,34.68,4,3.23,17,13.71,11,8.87,21042
21,43,84,15,17.86,9,10.71,37,44.05,1,1.19,13,15.48,9,10.71,21043
21,44,111,26,23.42,17,15.32,39,35.14,2,1.8,16,14.41,11,9.91,21044
21,45,91,26,28.57,13,14.29,29,31.87,1,1.1,11,12.09,11,12.09,21045
21,46,65,18,27.69,15,23.08,22,33.85,2,3.08,2,3.08,6,9.23,21046
21,47,148,45,30.41,23,15.54,51,34.46,6,4.05,13,8.78,10,6.76,21047
21,48,120,27,22.5,21,17.5,49,40.83,6,5.0,8,6.67,9,7.5,21048
21,49,146,29,19.86,19,13.01,59,40.41,3,2.05,20,13.7,16,10.96,21049
21,50,104,44,42.31,8,7.69,32,30.77,5,4.81,8,7.69,7,6.73,21050
21,51,115,29,25.22,26,22.61,30,26.09,6,5.22,14,12.17,10,8.7,21051
21,52,90,31,34.44,9,10.0,40,44.44,2,2.22,3,3.33,5,5.56,21052
21,53,167,41,24.55,26,15.57,62,37.13,2,1.2,21,12.57,15,8.98,21053
21,54,132,28,21.21,20,15.15,45,34.09,4,3.03,24,18.18,11,8.33,21054
21,55,92,28,30.43,17,18.48,32,34.78,4,4.35,4,4.35,7,7.61,21055
21,56,79,21,26.58,17,21.52,26,32.91,3,3.8,3,3.8,9,11.39,21056
21,57,98,22,22.45,17,17.35,36,36.73,1,1.02,18,18.37,4,4.08,21057
21,58,92,21,22.83,10,10.87,34,36.96,2,2.17,15,16.3,10,10.87,21058
21,59,136,40,29.41,12,8.82,55,40.44,5,3.68,14,10.29,10,7.35,21059
21,60,129,29,22.48,29,22.48,33,25.58,3,2.33,25,19.38,10,7.75,21060
21,61,105,33,31.43,12,11.43,43,40.95,2,1.9,3,2.86,12,11.43,21061
21,62,97,38,39.18,18,18.56,29,29.9,2,2.06,7,7.22,3,3.09,21062
21,63,160,30,18.75,23,14.38,64,40.0,6,3.75,24,15.0,13,8.13,21063
21,64,49,6,12.24,3,6.12,30,61.22,0,0.0,1,2.04,9,18.37,21064
21,65,189,48,25.4,25,13.23,62,32.8,3,1.59,28,14.81,23,12.17,21065
21,66,101,21,20.79,24,23.76,40,39.6,3,2.97,6,5.94,7,6.93,21066
21,67,106,27,25.47,13,12.26,44,41.51,1,0.94,13,12.26,8,7.55,21067
22,1,46,5,10.87,10,21.74,20,43.48,4,8.7,5,10.87,2,4.35,22001
22,2,32,7,21.88,4,12.5,14,43.75,3,9.38,2,6.25,2,6.25,22002
22,3,59,11,18.64,17,28.81,21,35.59,5,8.47,2,3.39,3,5.08,22003
22,4,54,7,12.96,11,20.37,23,42.59,3,5.56,4,7.41,6,11.11,22004
22,5,69,11,15.94,16,23.19,30,43.48,5,7.25,4,5.8,3,4.35,22005
22,6,70,15,21.43,13,18.57,27,38.57,7,10.0,4,5.71,4,5.71,22006
22,7,89,24,26.97,17,19.1,28,31.46,1,1.12,15,16.85,4,4.49,22007
22,8,58,16,27.59,11,18.97,21,36.21,2,3.45,4,6.9,4,6.9,22008
22,9,65,20,30.77,13,20.0,18,27.69,4,6.15,5,7.69,5,7.69,22009
22,10,80,11,13.75,12,15.0,39,48.75,8,10.0,2,2.5,8,10.0,22010
22,11,63,11,17.46,13,20.63,24,38.1,8,12.7,4,6.35,3,4.76,22011
22,12,69,12,17.39,11,15.94,30,43.48,8,11.59,6,8.7,2,2.9,22012
22,13,87,12,13.79,13,14.94,37,42.53,11,12.64,3,3.45,11,12.64,22013
22,14,54,8,14.81,13,24.07,17,31.48,4,7.41,6,11.11,6,11.11,22014
22,15,57,10,17.54,6,10.53,31,54.39,3,5.26,3,5.26,4,7.02,22015
22,16,99,17,17.17,24,24.24,37,37.37,12,12.12,5,5.05,4,4.04,22016
22,17,63,9,14.29,12,19.05,24,38.1,9,14.29,3,4.76,6,9.52,22017
22,18,82,16,19.51,19,23.17,24,29.27,9,10.98,5,6.1,9,10.98,22018
22,19,46,9,19.57,7,15.22,24,52.17,1,2.17,1,2.17,4,8.7,22019
22,20,60,16,26.67,8,13.33,23,38.33,3,5.0,1,1.67,9,15.0,22020
22,21,96,17,17.71,15,15.63,36,37.5,2,2.08,21,21.88,5,5.21,22021
22,22,61,11,18.03,5,8.2,34,55.74,8,13.11,1,1.64,2,3.28,22022
22,23,83,15,18.07,13,15.66,39,46.99,7,8.43,3,3.61,6,7.23,22023
22,24,67,14,20.9,12,17.91,30,44.78,5,7.46,3,4.48,3,4.48,22024
22,25,90,14,15.56,14,15.56,41,45.56,9,10.0,10,11.11,2,2.22,22025
22,26,62,12,19.35,10,16.13,24,38.71,7,11.29,5,8.06,4,6.45,22026
22,27,65,13,20.0,12,18.46,29,44.62,4,6.15,3,4.62,4,6.15,22027
22,28,43,8,18.6,4,9.3,23,53.49,5,11.63,0,0.0,3,6.98,22028
23,1,165,6,3.64,5,3.03,116,70.3,15,9.09,21,12.73,2,1.21,23001
23,2,62,11,17.74,6,9.68,21,33.87,7,11.29,12,19.35,5,8.06,23002
23,3,169,19,11.24,14,8.28,88,52.07,18,10.65,19,11.24,11,6.51,23003
23,4,119,12,10.08,18,15.13,56,47.06,14,11.76,9,7.56,10,8.4,23004
23,5,38,4,10.53,1,2.63,19,50.0,8,21.05,6,15.79,0,0.0,23005
23,6,111,11,9.91,14,12.61,44,39.64,18,16.22,11,9.91,13,11.71,23006
23,7,127,5,3.94,11,8.66,61,48.03,18,14.17,24,18.9,8,6.3,23007
23,8,117,15,12.82,15,12.82,44,37.61,24,20.51,11,9.4,8,6.84,23008
23,9,109,16,14.68,18,16.51,39,35.78,18,16.51,8,7.34,10,9.17,23009
23,10,142,28,19.72,20,14.08,56,39.44,18,12.68,12,8.45,8,5.63,23010
23,11,337,26,7.72,31,9.2,194,57.57,37,10.98,31,9.2,18,5.34,23011
23,12,150,17,11.33,11,7.33,79,52.67,16,10.67,17,11.33,10,6.67,23012
23,13,160,19,11.88,25,15.63,71,44.38,14,8.75,19,11.88,12,7.5,23013
23,14,75,10,13.33,5,6.67,35,46.67,9,12.0,5,6.67,11,14.67,23014
23,15,115,11,9.57,8,6.96,58,50.43,15,13.04,16,13.91,7,6.09,23015
23,16,167,7,4.19,21,12.57,87,52.1,28,16.77,14,8.38,10,5.99,23016
23,17,47,3,6.38,5,10.64,23,48.94,10,21.28,5,10.64,1,2.13,23017
23,18,218,25,11.47,21,9.63,106,48.62,26,11.93,28,12.84,12,5.5,23018
23,19,121,6,4.96,9,7.44,59,48.76,23,19.01,18,14.88,6,4.96,23019
23,20,124,12,9.68,15,12.1,59,47.58,17,13.71,14,11.29,7,5.65,23020
23,21,104,17,16.35,15,14.42,49,47.12,5,4.81,2,1.92,16,15.38,23021
23,22,132,13,9.85,17,12.88,56,42.42,19,14.39,18,13.64,9,6.82,23022
23,23,111,7,6.31,17,15.32,56,50.45,14,12.61,11,9.91,6,5.41,23023
23,24,42,6,14.29,7,16.67,16,38.1,8,19.05,4,9.52,1,2.38,23024
23,25,46,3,6.52,10,21.74,17,36.96,6,13.04,5,10.87,5,10.87,23025
23,26,123,11,8.94,17,13.82,58,47.15,16,13.01,9,7.32,12,9.76,23026
23,27,179,19,10.61,14,7.82,89,49.72,25,13.97,22,12.29,10,5.59,23027
23,28,109,8,7.34,9,8.26,61,55.96,15,13.76,10,9.17,6,5.5,23028
23,29,57,9,15.79,8,14.04,16,28.07,14,24.56,6,10.53,4,7.02,23029
23,30,100,9,9.0,2,2.0,54,54.0,18,18.0,9,9.0,8,8.0,23030
23,31,80,11,13.75,12,15.0,36,45.0,3,3.75,11,13.75,7,8.75,23031
23,32,91,12,13.19,12,13.19,44,48.35,10,10.99,3,3.3,10,10.99,23032
23,33,145,18,12.41,18,12.41,66,45.52,12,8.28,13,8.97,18,12.41,23033
23,34,95,4,4.21,11,11.58,48,50.53,19,20.0,5,5.26,8,8.42,23034
23,35,81,20,24.69,7,8.64,44,54.32,2,2.47,0,0.0,8,9.88,23035
23,36,137,7,5.11,14,10.22,70,51.09,16,11.68,19,13.87,11,8.03,23036
23,37,79,15,18.99,14,17.72,40,50.63,2,2.53,1,1.27,7,8.86,23037
23,38,108,5,4.63,13,12.04,57,52.78,14,12.96,12,11.11,7,6.48,23038
23,39,297,20,6.73,37,12.46,165,55.56,24,8.08,33,11.11,18,6.06,23039
23,40,97,5,5.15,17,17.53,41,42.27,13,13.4,12,12.37,9,9.28,23040
23,41,89,12,13.48,13,14.61,32,35.96,20,22.47,5,5.62,7,7.87,23041
23,42,87,14,16.09,13,14.94,43,49.43,8,9.2,6,6.9,3,3.45,23042
23,43,147,13,8.84,19,12.93,68,46.26,14,9.52,22,14.97,11,7.48,23043
23,44,121,8,6.61,4,3.31,74,61.16,14,11.57,12,9.92,9,7.44,23044
23,45,95,8,8.42,11,11.58,41,43.16,14,14.74,10,10.53,11,11.58,23045
23,46,128,18,14.06,8,6.25,50,39.06,20,15.63,19,14.84,13,10.16,23046
23,47,159,10,6.29,14,8.81,75,47.17,16,10.06,31,19.5,13,8.18,23047
23,48,71,9,12.68,6,8.45,35,49.3,10,14.08,8,11.27,3,4.23,23048
23,49,240,14,5.83,23,9.58,139,57.92,25,10.42,23,9.58,16,6.67,23049
24,1,113,21,18.58,14,12.39,33,29.2,5,4.42,26,23.01,14,12.39,24001
24,2,56,13,23.21,9,16.07,20,35.71,3,5.36,7,12.5,4,7.14,24002
24,3,61,10,16.39,9,14.75,20,32.79,1,1.64,14,22.95,7,11.48,24003
24,4,71,19,26.76,18,25.35,22,30.99,3,4.23,6,8.45,3,4.23,24004
24,5,79,10,12.66,17,21.52,31,39.24,3,3.8,13,16.46,5,6.33,24005
24,6,94,21,22.34,14,14.89,37,39.36,3,3.19,10,10.64,9,9.57,24006
24,7,67,14,20.9,13,19.4,19,28.36,4,5.97,7,10.45,10,14.93,24007
24,8,66,14,21.21,20,30.3,17,25.76,2,3.03,7,10.61,6,9.09,24008
24,9,75,17,22.67,14,18.67,23,30.67,2,2.67,11,14.67,8,10.67,24009
24,10,66,16,24.24,10,15.15,27,40.91,0,0.0,8,12.12,5,7.58,24010
24,11,113,18,15.93,18,15.93,31,27.43,6,5.31,26,23.01,14,12.39,24011
24,12,67,9,13.43,14,20.9,27,40.3,3,4.48,6,8.96,8,11.94,24012
24,13,57,8,14.04,14,24.56,22,38.6,4,7.02,5,8.77,4,7.02,24013
24,14,100,21,21.0,16,16.0,30,30.0,3,3.0,21,21.0,9,9.0,24014
24,15,59,13,22.03,9,15.25,17,28.81,4,6.78,10,16.95,6,10.17,24015
24,16,47,12,25.53,9,19.15,18,38.3,1,2.13,3,6.38,4,8.51,24016
24,17,54,19,35.19,8,14.81,16,29.63,1,1.85,4,7.41,6,11.11,24017
24,18,107,32,29.91,19,17.76,35,32.71,6,5.61,6,5.61,9,8.41,24018
24,19,150,34,22.67,36,24.0,39,26.0,3,2.0,23,15.33,15,10.0,24019
24,20,53,20,37.74,5,9.43,22,41.51,1,1.89,2,3.77,3,5.66,24020
24,21,42,8,19.05,9,21.43,14,33.33,2,4.76,9,21.43,0,0.0,24021
24,22,144,32,22.22,33,22.92,41,28.47,6,4.17,21,14.58,11,7.64,24022
24,23,102,20,19.61,17,16.67,45,44.12,3,2.94,8,7.84,9,8.82,24023
24,24,133,22,16.54,29,21.8,48,36.09,6,4.51,17,12.78,11,8.27,24024
24,25,73,22,30.14,13,17.81,19,26.03,4,5.48,10,13.7,5,6.85,24025
24,26,83,18,21.69,13,15.66,31,37.35,5,6.02,7,8.43,9,10.84,24026
24,27,125,23,18.4,17,13.6,38,30.4,5,4.0,31,24.8,11,8.8,24027
24,28,106,23,21.7,17,16.04,31,29.25,4,3.77,20,18.87,11,10.38,24028
24,29,103,31,30.1,17,16.5,33,32.04,2,1.94,12,11.65,8,7.77,24029
24,30,57,14,24.56,11,19.3,13,22.81,3,5.26,8,14.04,8,14.04,24030
24,31,86,15,17.44,16,18.6,30,34.88,0,0.0,16,18.6,9,10.47,24031
24,32,94,24,25.53,11,11.7,28,29.79,4,4.26,21,22.34,6,6.38,24032
24,33,73,14,19.18,16,21.92,26,35.62,8,10.96,5,6.85,4,5.48,24033
24,34,80,12,15.0,13,16.25,23,28.75,8,10.0,12,15.0,12,15.0,24034
24,35,111,21,18.92,25,22.52,36,32.43,4,3.6,11,9.91,14,12.61,24035
24,36,114,22,19.3,21,18.42,41,35.96,5,4.39,14,12.28,11,9.65,24036
24,37,90,24,26.67,16,17.78,29,32.22,4,4.44,11,12.22,6,6.67,24037
24,38,96,23,23.96,15,15.63,29,30.21,5,5.21,10,10.42,14,14.58,24038
24,39,85,15,17.65,13,15.29,31,36.47,4,4.71,15,17.65,7,8.24,24039
24,40,107,27,25.23,17,15.89,32,29.91,3,2.8,21,19.63,7,6.54,24040
24,41,53,6,11.32,15,28.3,21,39.62,0,0.0,2,3.77,9,16.98,24041
24,42,52,21,40.38,6,11.54,11,21.15,2,3.85,7,13.46,5,9.62,24042
24,43,99,18,18.18,19,19.19,28,28.28,3,3.03,24,24.24,7,7.07,24043
24,44,140,25,17.86,20,14.29,56,40.0,4,2.86,21,15.0,14,10.0,24044
24,45,52,9,17.31,8,15.38,20,38.46,3,5.77,11,21.15,1,1.92,24045
24,46,92,31,33.7,20,21.74,27,29.35,2,2.17,5,5.43,7,7.61,24046
24,47,71,19,26.76,7,9.86,23,32.39,5,7.04,10,14.08,7,9.86,24047
24,48,97,24,24.74,26,26.8,33,34.02,0,0.0,7,7.22,7,7.22,24048
24,49,169,43,25.44,23,13.61,64,37.87,4,2.37,24,14.2,11,6.51,24049
24,50,146,20,13.7,24,16.44,39,26.71,8,5.48,44,30.14,11,7.53,24050
25,1,74,11,14.86,11,14.86,23,31.08,11,14.86,10,13.51,8,10.81,25001
25,2,82,9,10.98,17,20.73,32,39.02,6,7.32,11,13.41,7,8.54,25002
25,3,40,8,20.0,11,27.5,15,37.5,1,2.5,1,2.5,4,10.0,25003
25,4,90,32,35.56,11,12.22,11,12.22,10,11.11,20,22.22,6,6.67,25004
25,5,82,11,13.41,16,19.51,25,30.49,19,23.17,6,7.32,5,6.1,25005
25,6,58,9,15.52,5,8.62,15,25.86,17,29.31,8,13.79,4,6.9,25006
25,7,44,5,11.36,4,9.09,18,40.91,9,20.45,3,6.82,5,11.36,25007
25,8,55,8,14.55,10,18.18,19,34.55,6,10.91,7,12.73,5,9.09,25008
25,9,76,6,7.89,12,15.79,35,46.05,10,13.16,6,7.89,7,9.21,25009
25,10,46,9,19.57,12,26.09,8,17.39,6,13.04,6,13.04,5,10.87,25010
25,11,72,13,18.06,17,23.61,25,34.72,7,9.72,3,4.17,7,9.72,25011
25,12,54,9,16.67,3,5.56,27,50.0,5,9.26,6,11.11,4,7.41,25012
25,13,62,7,11.29,13,20.97,19,30.65,8,12.9,8,12.9,7,11.29,25013
25,14,39,9,23.08,6,15.38,12,30.77,4,10.26,8,20.51,0,0.0,25014
25,15,70,10,14.29,10,14.29,21,30.0,10,14.29,11,15.71,8,11.43,25015
25,16,26,8,30.77,3,11.54,3,11.54,4,15.38,6,23.08,2,7.69,25016
25,17,105,16,15.24,17,16.19,44,41.9,10,9.52,10,9.52,8,7.62,25017
25,18,70,12,17.14,9,12.86,28,40.0,5,7.14,7,10.0,9,12.86,25018
25,19,60,13,21.67,6,10.0,26,43.33,9,15.0,4,6.67,2,3.33,25019
25,20,86,11,12.79,11,12.79,38,44.19,11,12.79,8,9.3,7,8.14,25020
25,21,75,17,22.67,6,8.0,20,26.67,12,16.0,16,21.33,4,5.33,25021
25,22,45,4,8.89,10,22.22,19,42.22,9,20.0,1,2.22,2,4.44,25022
25,23,100,13,13.0,19,19.0,36,36.0,9,9.0,12,12.0,11,11.0,25023
25,24,82,9,10.98,12,14.63,34,41.46,19,23.17,3,3.66,5,6.1,25024
25,25,59,11,18.64,7,11.86,15,25.42,9,15.25,11,18.64,6,10.17,25025
25,26,22,3,13.64,1,4.55,7,31.82,5,22.73,5,22.73,1,4.55,25026
25,27,48,8,16.67,4,8.33,21,43.75,5,10.42,7,14.58,3,6.25,25027
25,28,80,25,31.25,8,10.0,13,16.25,12,15.0,15,18.75,7,8.75,25028
25,29,129,34,26.36,15,11.63,39,30.23,11,8.53,23,17.83,7,5.43,25029
25,30,71,12,16.9,10,14.08,27,38.03,7,9.86,9,12.68,6,8.45,25030
26,1,36,9,25.0,3,8.33,9,25.0,7,19.44,8,22.22,0,0.0,26001
26,2,57,9,15.79,7,12.28,22,38.6,7,12.28,5,8.77,7,12.28,26002
26,3,33,5,15.15,4,12.12,17,51.52,2,6.06,3,9.09,2,6.06,26003
26,4,27,4,14.81,2,7.41,8,29.63,7,25.93,2,7.41,4,14.81,26004
26,5,49,10,20.41,8,16.33,19,38.78,7,14.29,2,4.08,3,6.12,26005
26,6,33,6,18.18,6,18.18,12,36.36,4,12.12,2,6.06,3,9.09,26006
26,7,36,12,33.33,1,2.78,9,25.0,5,13.89,5,13.89,4,11.11,26007
26,8,38,3,7.89,7,18.42,15,39.47,4,10.53,5,13.16,4,10.53,26008
26,9,43,8,18.6,7,16.28,15,34.88,8,18.6,3,6.98,2,4.65,26009
26,10,54,6,11.11,11,20.37,25,46.3,4,7.41,5,9.26,3,5.56,26010
26,11,30,6,20.0,4,13.33,9,30.0,4,13.33,4,13.33,3,10.0,26011
26,12,53,8,15.09,12,22.64,25,47.17,5,9.43,1,1.89,2,3.77,26012
26,13,104,27,25.96,12,11.54,25,24.04,14,13.46,12,11.54,14,13.46,26013
26,14,32,11,34.38,6,18.75,6,18.75,4,12.5,2,6.25,3,9.38,26014
26,15,27,6,22.22,7,25.93,9,33.33,1,3.7,2,7.41,2,7.41,26015
26,16,31,5,16.13,8,25.81,13,41.94,5,16.13,0,0.0,0,0.0,26016
