ward,precinct,total,Maureen Elizabeth Connors,Maureen Elizabeth Connors Percent,precinct_id
20,5,41,41,100.0,20005
20,6,93,93,100.0,20006
20,7,54,54,100.0,20007
20,8,22,22,100.0,20008
20,9,130,130,100.0,20009
20,10,113,113,100.0,20010
20,11,69,69,100.0,20011
20,12,33,33,100.0,20012
20,13,71,71,100.0,20013
20,14,92,92,100.0,20014
20,15,25,25,100.0,20015
20,16,107,107,100.0,20016
20,17,100,100,100.0,20017
20,18,58,58,100.0,20018
20,19,60,60,100.0,20019
20,20,37,37,100.0,20020
20,21,23,23,100.0,20021
20,22,142,142,100.0,20022
20,23,100,100,100.0,20023
20,24,100,100,100.0,20024
20,25,56,56,100.0,20025
20,26,95,95,100.0,20026
20,27,49,49,100.0,20027
20,28,68,68,100.0,20028
20,29,71,71,100.0,20029
20,30,122,122,100.0,20030
20,31,81,81,100.0,20031
20,32,32,32,100.0,20032
20,33,72,72,100.0,20033
20,34,108,108,100.0,20034
20,35,33,33,100.0,20035
20,36,70,70,100.0,20036
20,37,75,75,100.0,20037
20,38,14,14,100.0,20038
20,39,56,56,100.0,20039
20,40,76,76,100.0,20040
20,41,15,15,100.0,20041
20,42,36,36,100.0,20042
20,43,7,7,100.0,20043
20,44,104,104,100.0,20044
20,45,27,27,100.0,20045
21,1,157,157,100.0,21001
21,2,81,81,100.0,21002
21,3,189,189,100.0,21003
21,4,40,40,100.0,21004
21,5,126,126,100.0,21005
21,6,104,104,100.0,21006
21,7,223,223,100.0,21007
21,8,122,122,100.0,21008
21,9,107,107,100.0,21009
21,10,165,165,100.0,21010
21,11,97,97,100.0,21011
21,12,103,103,100.0,21012
21,13,51,51,100.0,21013
21,14,201,201,100.0,21014
21,15,67,67,100.0,21015
21,16,101,101,100.0,21016
21,17,76,76,100.0,21017
21,18,106,106,100.0,21018
21,19,110,110,100.0,21019
21,20,54,54,100.0,21020
21,21,105,105,100.0,21021
21,22,105,105,100.0,21022
21,23,78,78,100.0,21023
21,24,121,121,100.0,21024
21,25,190,190,100.0,21025
21,26,77,77,100.0,21026
21,27,130,130,100.0,21027
21,28,78,78,100.0,21028
21,29,52,52,100.0,21029
21,30,73,73,100.0,21030
21,31,146,146,100.0,21031
21,32,86,86,100.0,21032
21,33,93,93,100.0,21033
21,34,136,136,100.0,21034
21,35,99,99,100.0,21035
21,36,73,73,100.0,21036
21,37,98,98,100.0,21037
21,38,116,116,100.0,21038
21,39,74,74,100.0,21039
21,40,121,121,100.0,21040
21,41,96,96,100.0,21041
21,42,115,115,100.0,21042
21,43,86,86,100.0,21043
21,44,101,101,100.0,21044
21,45,82,82,100.0,21045
21,46,67,67,100.0,21046
21,47,148,148,100.0,21047
21,48,121,121,100.0,21048
21,49,141,141,100.0,21049
21,50,105,105,100.0,21050
21,51,100,100,100.0,21051
21,52,96,96,100.0,21052
21,53,164,164,100.0,21053
21,54,120,120,100.0,21054
21,55,89,89,100.0,21055
21,56,72,72,100.0,21056
21,57,90,90,100.0,21057
21,58,89,89,100.0,21058
21,59,118,118,100.0,21059
21,60,122,122,100.0,21060
21,61,108,108,100.0,21061
21,62,92,92,100.0,21062
21,63,149,149,100.0,21063
21,64,49,49,100.0,21064
21,65,176,176,100.0,21065
21,66,98,98,100.0,21066
21,67,115,115,100.0,21067
22,1,45,45,100.0,22001
22,2,30,30,100.0,22002
22,3,62,62,100.0,22003
22,4,54,54,100.0,22004
22,5,60,60,100.0,22005
22,6,62,62,100.0,22006
22,7,91,91,100.0,22007
22,8,53,53,100.0,22008
22,9,56,56,100.0,22009
22,10,74,74,100.0,22010
22,11,57,57,100.0,22011
22,12,70,70,100.0,22012
22,13,82,82,100.0,22013
22,14,45,45,100.0,22014
22,15,47,47,100.0,22015
22,16,85,85,100.0,22016
22,17,67,67,100.0,22017
22,18,64,64,100.0,22018
22,19,43,43,100.0,22019
22,20,56,56,100.0,22020
22,21,74,74,100.0,22021
22,22,55,55,100.0,22022
22,23,78,78,100.0,22023
22,24,63,63,100.0,22024
22,25,84,84,100.0,22025
22,26,58,58,100.0,22026
22,27,62,62,100.0,22027
22,28,44,44,100.0,22028
23,1,130,130,100.0,23001
23,2,57,57,100.0,23002
23,3,139,139,100.0,23003
23,4,107,107,100.0,23004
23,5,39,39,100.0,23005
23,6,98,98,100.0,23006
23,7,115,115,100.0,23007
23,8,108,108,100.0,23008
23,9,109,109,100.0,23009
23,10,134,134,100.0,23010
23,11,304,304,100.0,23011
23,12,139,139,100.0,23012
23,13,137,137,100.0,23013
23,14,63,63,100.0,23014
23,15,108,108,100.0,23015
23,16,143,143,100.0,23016
23,17,38,38,100.0,23017
23,18,198,198,100.0,23018
23,19,100,100,100.0,23019
23,20,122,122,100.0,23020
23,21,93,93,100.0,23021
23,22,125,125,100.0,23022
23,23,100,100,100.0,23023
23,24,43,43,100.0,23024
23,25,44,44,100.0,23025
23,26,107,107,100.0,23026
23,27,172,172,100.0,23027
23,28,113,113,100.0,23028
23,29,57,57,100.0,23029
23,30,87,87,100.0,23030
23,31,76,76,100.0,23031
23,32,88,88,100.0,23032
23,33,144,144,100.0,23033
23,34,90,90,100.0,23034
23,35,74,74,100.0,23035
23,36,120,120,100.0,23036
23,37,72,72,100.0,23037
23,38,106,106,100.0,23038
23,39,267,267,100.0,23039
23,40,81,81,100.0,23040
23,41,84,84,100.0,23041
23,42,79,79,100.0,23042
23,43,135,135,100.0,23043
23,44,93,93,100.0,23044
23,45,88,88,100.0,23045
23,46,115,115,100.0,23046
23,47,148,148,100.0,23047
23,48,57,57,100.0,23048
23,49,209,209,100.0,23049
24,1,97,97,100.0,24001
24,2,47,47,100.0,24002
24,3,49,49,100.0,24003
24,4,66,66,100.0,24004
24,5,76,76,100.0,24005
24,6,92,92,100.0,24006
24,7,66,66,100.0,24007
24,8,58,58,100.0,24008
24,9,69,69,100.0,24009
24,10,65,65,100.0,24010
24,11,104,104,100.0,24011
24,12,61,61,100.0,24012
24,13,53,53,100.0,24013
24,14,84,84,100.0,24014
24,15,55,55,100.0,24015
24,16,47,47,100.0,24016
24,17,51,51,100.0,24017
24,18,99,99,100.0,24018
24,19,135,135,100.0,24019
24,20,48,48,100.0,24020
24,21,36,36,100.0,24021
24,22,133,133,100.0,24022
24,23,101,101,100.0,24023
24,24,116,116,100.0,24024
24,25,67,67,100.0,24025
24,26,79,79,100.0,24026
24,27,109,109,100.0,24027
24,28,97,97,100.0,24028
24,29,107,107,100.0,24029
24,30,56,56,100.0,24030
24,31,77,77,100.0,24031
24,32,79,79,100.0,24032
24,33,79,79,100.0,24033
24,34,69,69,100.0,24034
24,35,112,112,100.0,24035
24,36,101,101,100.0,24036
24,37,86,86,100.0,24037
24,38,85,85,100.0,24038
24,39,66,66,100.0,24039
24,40,96,96,100.0,24040
24,41,53,53,100.0,24041
24,42,37,37,100.0,24042
24,43,84,84,100.0,24043
24,44,116,116,100.0,24044
24,45,51,51,100.0,24045
24,46,82,82,100.0,24046
24,47,66,66,100.0,24047
24,48,89,89,100.0,24048
24,49,158,158,100.0,24049
24,50,131,131,100.0,24050
25,1,73,73,100.0,25001
25,2,77,77,100.0,25002
25,3,42,42,100.0,25003
25,4,83,83,100.0,25004
25,5,75,75,100.0,25005
25,6,58,58,100.0,25006
25,7,45,45,100.0,25007
25,8,64,64,100.0,25008
25,9,86,86,100.0,25009
25,10,41,41,100.0,25010
25,11,68,68,100.0,25011
25,12,53,53,100.0,25012
25,13,71,71,100.0,25013
25,14,38,38,100.0,25014
25,15,69,69,100.0,25015
25,16,32,32,100.0,25016
25,17,108,108,100.0,25017
25,18,67,67,100.0,25018
25,19,60,60,100.0,25019
25,20,94,94,100.0,25020
25,21,71,71,100.0,25021
25,22,49,49,100.0,25022
25,23,95,95,100.0,25023
25,24,87,87,100.0,25024
25,25,60,60,100.0,25025
25,26,25,25,100.0,25026
25,27,49,49,100.0,25027
25,28,80,80,100.0,25028
25,29,125,125,100.0,25029
25,30,72,72,100.0,25030
26,1,37,37,100.0,26001
26,2,55,55,100.0,26002
26,3,35,35,100.0,26003
26,4,24,24,100.0,26004
26,5,51,51,100.0,26005
26,6,28,28,100.0,26006
26,7,35,35,100.0,26007
26,8,35,35,100.0,26008
26,9,41,41,100.0,26009
26,10,49,49,100.0,26010
26,11,29,29,100.0,26011
26,12,50,50,100.0,26012
26,13,102,102,100.0,26013
26,14,34,34,100.0,26014
26,15,24,24,100.0,26015
26,16,30,30,100.0,26016
26,17,38,38,100.0,26017
26,18,22,22,100.0,26018
26,19,94,94,100.0,26019
26,20,37,37,100.0,26020
26,21,22,22,100.0,26021
26,22,29,29,100.0,26022
26,23,27,27,100.0,26023
26,24,32,32,100.0,26024
26,25,21,21,100.0,26025
26,26,25,25,100.0,26026
26,27,44,44,100.0,26027
26,28,13,13,100.0,26028
26,29,37,37,100.0,26029
26,30,20,20,100.0,26030
26,31,33,33,100.0,26031
26,32,38,38,100.0,26032
26,33,29,29,100.0,26033
26,34,73,73,100.0,26034
26,35,34,34,100.0,26035
26,36,26,26,100.0,26036
26,37,25,25,100.0,26037
26,38,19,19,100.0,26038
26,39,13,13,100.0,26039
26,40,20,20,100.0,26040
26,41,32,32,100.0,26041
26,42,18,18,100.0,26042
26,43,31,31,100.0,26043
26,44,36,36,100.0,26044
26,45,46,46,100.0,26045
26,46,24,24,100.0,26046
26,47,19,19,100.0,26047
26,48,43,43,100.0,26048
26,49,36,36,100.0,26049
26,50,24,24,100.0,26050
26,51,40,40,100.0,26051
26,52,44,44,100.0,26052
26,53,32,32,100.0,26053
27,1,55,55,100.0,27001
27,2,61,61,100.0,27002
27,3,95,95,100.0,27003
27,4,26,26,100.0,27004
27,5,19,19,100.0,27005
27,6,18,18,100.0,27006
27,7,56,56,100.0,27007
27,8,66,66,100.0,27008
27,9,112,112,100.0,27009
27,10,156,156,100.0,27010
27,11,39,39,100.0,27011
27,12,49,49,100.0,27012
27,13,91,91,100.0,27013
27,14,110,110,100.0,27014
27,15,115,115,100.0,27015
27,16,24,24,100.0,27016
27,17,42,42,100.0,27017
27,18,38,38,100.0,27018
27,19,113,113,100.0,27019
27,20,69,69,100.0,27020
27,21,65,65,100.0,27021
27,22,113,113,100.0,27022
27,23,79,79,100.0,27023
27,24,101,101,100.0,27024
27,25,38,38,100.0,27025
27,26,85,85,100.0,27026
27,27,57,57,100.0,27027
27,28,65,65,100.0,27028
27,29,35,35,100.0,27029
27,30,34,34,100.0,27030
27,31,53,53,100.0,27031
27,32,78,78,100.0,27032
27,33,43,43,100.0,27033
27,34,124,124,100.0,27034
27,35,63,63,100.0,27035
27,36,61,61,100.0,27036
27,37,83,83,100.0,27037
27,38,47,47,100.0,27038
27,39,62,62,100.0,27039
27,40,36,36,100.0,27040
27,41,46,46,100.0,27041
27,42,27,27,100.0,27042
27,43,38,38,100.0,27043
27,44,129,129,100.0,27044
27,45,19,19,100.0,27045
28,1,66,66,100.0,28001
28,2,89,89,100.0,28002
28,3,39,39,100.0,28003
28,4,82,82,100.0,28004
28,5,61,61,100.0,28005
28,6,51,51,100.0,28006
28,7,42,42,100.0,28007
28,8,64,64,100.0,28008
28,9,66,66,100.0,28009
28,10,26,26,100.0,28010
28,11,36,36,100.0,28011
28,12,38,38,100.0,28012
28,13,41,41,100.0,28013
28,14,93,93,100.0,28014
28,15,62,62,100.0,28015
28,16,49,49,100.0,28016
28,17,61,61,100.0,28017
28,18,99,99,100.0,28018
28,19,76,76,100.0,28019
28,20,94,94,100.0,28020
28,21,87,87,100.0,28021
28,22,68,68,100.0,28022
28,23,117,117,100.0,28023
28,24,33,33,100.0,28024
28,25,53,53,100.0,28025
28,26,59,59,100.0,28026
28,27,90,90,100.0,28027
28,28,51,51,100.0,28028
28,29,82,82,100.0,28029
28,30,38,38,100.0,28030
28,31,62,62,100.0,28031
28,32,60,60,100.0,28032
28,33,92,92,100.0,28033
28,34,86,86,100.0,28034
28,35,56,56,100.0,28035
28,36,105,105,100.0,28036
28,37,114,114,100.0,28037
28,38,71,71,100.0,28038
28,39,64,64,100.0,28039
28,40,103,103,100.0,28040
28,41,45,45,100.0,28041
28,42,48,48,100.0,28042
28,43,94,94,100.0,28043
28,44,88,88,100.0,28044
28,45,64,64,100.0,28045
28,46,61,61,100.0,28046
28,47,69,69,100.0,28047
28,48,59,59,100.0,28048
28,49,65,65,100.0,28049
28,50,48,48,100.0,28050
28,51,55,55,100.0,28051
28,52,49,49,100.0,28052
28,53,80,80,100.0,28053
28,54,50,50,100.0,28054
28,55,41,41,100.0,28055
29,1,166,166,100.0,29001
29,2,41,41,100.0,29002
29,3,142,142,100.0,29003
29,4,131,131,100.0,29004
29,5,93,93,100.0,29005
29,6,80,80,100.0,29006
29,7,33,33,100.0,29007
29,8,57,57,100.0,29008
29,9,42,42,100.0,29009
29,10,45,45,100.0,29010
29,11,91,91,100.0,29011
29,12,117,117,100.0,29012
29,13,66,66,100.0,29013
29,14,121,121,100.0,29014
29,15,137,137,100.0,29015
29,16,204,204,100.0,29016
29,17,96,96,100.0,29017
29,18,98,98,100.0,29018
29,19,143,143,100.0,29019
29,20,137,137,100.0,29020
29,21,71,71,100.0,29021
29,22,100,100,100.0,29022
29,23,98,98,100.0,29023
29,24,114,114,100.0,29024
29,25,112,112,100.0,29025
29,26,94,94,100.0,29026
29,27,67,67,100.0,29027
29,28,111,111,100.0,29028
29,29,165,165,100.0,29029
29,30,40,40,100.0,29030
29,31,69,69,100.0,29031
29,32,34,34,100.0,29032
29,33,109,109,100.0,29033
29,34,68,68,100.0,29034
29,35,95,95,100.0,29035
29,36,169,169,100.0,29036
29,37,97,97,100.0,29037
29,38,103,103,100.0,29038
29,39,47,47,100.0,29039
29,40,150,150,100.0,29040
29,41,109,109,100.0,29041
29,42,137,137,100.0,29042
29,43,132,132,100.0,29043
29,44,99,99,100.0,29044
29,45,84,84,100.0,29045
29,46,78,78,100.0,29046
29,47,147,147,100.0,29047
29,48,83,83,100.0,29048
30,1,64,64,100.0,30001
30,2,58,58,100.0,30002
30,3,60,60,100.0,30003
30,4,72,72,100.0,30004
30,5,38,38,100.0,30005
30,6,79,79,100.0,30006
30,7,44,44,100.0,30007
30,8,76,76,100.0,30008
30,9,126,126,100.0,30009
30,10,44,44,100.0,30010
30,11,43,43,100.0,30011
30,12,54,54,100.0,30012
30,13,106,106,100.0,30013
30,14,77,77,100.0,30014
30,15,45,45,100.0,30015
30,16,13,13,100.0,30016
30,17,28,28,100.0,30017
30,18,78,78,100.0,30018
30,19,30,30,100.0,30019
30,20,20,20,100.0,30020
30,21,37,37,100.0,30021
30,22,46,46,100.0,30022
30,23,33,33,100.0,30023
30,24,48,48,100.0,30024
30,25,24,24,100.0,30025
30,26,35,35,100.0,30026
30,27,63,63,100.0,30027
30,28,72,72,100.0,30028
30,29,16,16,100.0,30029
30,30,65,65,100.0,30030
30,31,22,22,100.0,30031
31,1,58,58,100.0,31001
31,2,63,63,100.0,31002
31,3,41,41,100.0,31003
31,4,50,50,100.0,31004
31,5,73,73,100.0,31005
31,6,43,43,100.0,31006
31,7,44,44,100.0,31007
31,8,45,45,100.0,31008
31,9,48,48,100.0,31009
31,10,45,45,100.0,31010
31,11,71,71,100.0,31011
31,12,28,28,100.0,31012
31,13,46,46,100.0,31013
31,14,39,39,100.0,31014
31,15,15,15,100.0,31015
31,16,29,29,100.0,31016
31,17,33,33,100.0,31017
31,18,36,36,100.0,31018
31,19,63,63,100.0,31019
31,20,37,37,100.0,31020
31,21,36,36,100.0,31021
31,22,35,35,100.0,31022
31,23,40,40,100.0,31023
31,24,65,65,100.0,31024
31,25,22,22,100.0,31025
31,26,33,33,100.0,31026
31,27,25,25,100.0,31027
31,28,48,48,100.0,31028
31,29,34,34,100.0,31029
31,30,65,65,100.0,31030
31,31,90,90,100.0,31031
31,32,79,79,100.0,31032
31,33,72,72,100.0,31033
31,34,21,21,100.0,31034
31,35,40,40,100.0,31035
31,36,49,49,100.0,31036
31,37,23,23,100.0,31037
31,38,41,41,100.0,31038
31,39,18,18,100.0,31039
31,40,54,54,100.0,31040
31,41,63,63,100.0,31041
31,42,53,53,100.0,31042
31,43,34,34,100.0,31043
31,44,25,25,100.0,31044
31,45,26,26,100.0,31045
31,46,51,51,100.0,31046
31,47,61,61,100.0,31047
32,1,60,60,100.0,32001
32,2,79,79,100.0,32002
32,3,44,44,100.0,32003
32,4,70,70,100.0,32004
32,5,38,38,100.0,32005
32,6,63,63,100.0,32006
32,7,37,37,100.0,32007
32,8,66,66,100.0,32008
32,9,74,74,100.0,32009
32,10,55,55,100.0,32010
32,11,50,50,100.0,32011
32,12,39,39,100.0,32012
32,13,14,14,100.0,32013
32,14,57,57,100.0,32014
32,15,26,26,100.0,32015
32,16,45,45,100.0,32016
32,17,64,64,100.0,32017
32,18,30,30,100.0,32018
32,19,51,51,100.0,32019
32,20,29,29,100.0,32020
32,21,32,32,100.0,32021
32,22,46,46,100.0,32022
32,23,49,49,100.0,32023
32,24,41,41,100.0,32024
32,25,39,39,100.0,32025
32,26,48,48,100.0,32026
32,27,41,41,100.0,32027
32,28,35,35,100.0,32028
32,29,50,50,100.0,32029
32,30,32,32,100.0,32030
32,31,72,72,100.0,32031
32,32,38,38,100.0,32032
32,33,54,54,100.0,32033
32,34,38,38,100.0,32034
32,35,48,48,100.0,32035
32,36,54,54,100.0,32036
32,37,38,38,100.0,32037
32,38,42,42,100.0,32038
32,39,52,52,100.0,32039
32,40,49,49,100.0,32040
32,41,47,47,100.0,32041
32,42,59,59,100.0,32042
32,43,49,49,100.0,32043
32,44,56,56,100.0,32044
32,45,31,31,100.0,32045
32,46,19,19,100.0,32046
32,47,62,62,100.0,32047
32,48,97,97,100.0,32048
32,49,30,30,100.0,32049
32,50,64,64,100.0,32050
32,51,54,54,100.0,32051
32,52,29,29,100.0,32052
33,1,57,57,100.0,33001
33,2,94,94,100.0,33002
33,3,60,60,100.0,33003
33,4,61,61,100.0,33004
33,5,58,58,100.0,33005
33,6,85,85,100.0,33006
33,7,128,128,100.0,33007
33,8,46,46,100.0,33008
33,9,63,63,100.0,33009
33,10,97,97,100.0,33010
33,11,67,67,100.0,33011
33,12,65,65,100.0,33012
33,13,63,63,100.0,33013
33,14,53,53,100.0,33014
33,15,71,71,100.0,33015
33,16,46,46,100.0,33016
33,17,74,74,100.0,33017
33,18,13,13,100.0,33018
33,19,67,67,100.0,33019
33,20,73,73,100.0,33020
33,21,76,76,100.0,33021
33,22,119,119,100.0,33022
33,23,75,75,100.0,33023
33,24,102,102,100.0,33024
33,25,80,80,100.0,33025
33,26,64,64,100.0,33026
33,27,57,57,100.0,33027
34,1,233,233,100.0,34001
34,2,124,124,100.0,34002
34,3,125,125,100.0,34003
34,4,142,142,100.0,34004
34,5,97,97,100.0,34005
34,6,287,287,100.0,34006
34,7,169,169,100.0,34007
34,8,205,205,100.0,34008
34,9,65,65,100.0,34009
34,10,131,131,100.0,34010
34,11,62,62,100.0,34011
34,12,138,138,100.0,34012
34,13,154,154,100.0,34013
34,14,80,80,100.0,34014
34,15,86,86,100.0,34015
34,16,63,63,100.0,34016
34,17,99,99,100.0,34017
34,18,132,132,100.0,34018
34,19,133,133,100.0,34019
34,20,191,191,100.0,34020
34,21,128,128,100.0,34021
34,22,160,160,100.0,34022
34,23,110,110,100.0,34023
34,24,124,124,100.0,34024
34,25,152,152,100.0,34025
34,26,133,133,100.0,34026
34,27,100,100,100.0,34027
34,28,83,83,100.0,34028
34,29,130,130,100.0,34029
34,30,167,167,100.0,34030
34,31,64,64,100.0,34031
34,32,274,274,100.0,34032
34,33,132,132,100.0,34033
34,34,169,169,100.0,34034
34,35,108,108,100.0,34035
34,36,158,158,100.0,34036
34,37,117,117,100.0,34037
34,38,88,88,100.0,34038
34,39,77,77,100.0,34039
34,40,133,133,100.0,34040
34,41,69,69,100.0,34041
34,42,166,166,100.0,34042
34,43,191,191,100.0,34043
34,44,139,139,100.0,34044
34,45,113,113,100.0,34045
34,46,115,115,100.0,34046
34,47,100,100,100.0,34047
34,48,166,166,100.0,34048
34,49,201,201,100.0,34049
34,50,127,127,100.0,34050
34,51,174,174,100.0,34051
34,52,85,85,100.0,34052
34,53,70,70,100.0,34053
34,54,80,80,100.0,34054
34,55,123,123,100.0,34055
35,1,57,57,100.0,35001
35,2,41,41,100.0,35002
35,3,48,48,100.0,35003
35,4,55,55,100.0,35004
35,5,51,51,100.0,35005
35,6,58,58,100.0,35006
35,7,93,93,100.0,35007
35,8,91,91,100.0,35008
35,9,51,51,100.0,35009
35,10,88,88,100.0,35010
35,11,65,65,100.0,35011
35,12,113,113,100.0,35012
35,13,11,11,100.0,35013
35,14,76,76,100.0,35014
35,15,79,79,100.0,35015
35,16,78,78,100.0,35016
35,17,69,69,100.0,35017
35,18,49,49,100.0,35018
35,19,75,75,100.0,35019
35,20,44,44,100.0,35020
35,21,71,71,100.0,35021
35,22,14,14,100.0,35022
35,23,34,34,100.0,35023
35,24,24,24,100.0,35024
35,25,100,100,100.0,35025
35,26,57,57,100.0,35026
35,27,105,105,100.0,35027
35,28,82,82,100.0,35028
35,29,101,101,100.0,35029
35,30,151,151,100.0,35030
35,31,42,42,100.0,35031
35,32,40,40,100.0,35032
35,33,52,52,100.0,35033
35,34,98,98,100.0,35034
35,35,69,69,100.0,35035
35,36,69,69,100.0,35036
36,1,65,65,100.0,36001
36,2,77,77,100.0,36002
36,3,183,183,100.0,36003
36,4,31,31,100.0,36004
36,5,118,118,100.0,36005
36,6,67,67,100.0,36006
36,7,68,68,100.0,36007
36,8,80,80,100.0,36008
36,9,120,120,100.0,36009
36,10,75,75,100.0,36010
36,11,93,93,100.0,36011
36,12,66,66,100.0,36012
36,13,134,134,100.0,36013
36,14,109,109,100.0,36014
36,15,69,69,100.0,36015
36,16,171,171,100.0,36016
36,17,49,49,100.0,36017
36,18,80,80,100.0,36018
36,19,90,90,100.0,36019
36,20,99,99,100.0,36020
36,21,121,121,100.0,36021
36,22,133,133,100.0,36022
36,23,208,208,100.0,36023
36,24,106,106,100.0,36024
36,25,123,123,100.0,36025
36,26,71,71,100.0,36026
36,27,54,54,100.0,36027
36,28,54,54,100.0,36028
36,29,69,69,100.0,36029
36,30,89,89,100.0,36030
36,31,88,88,100.0,36031
36,32,60,60,100.0,36032
36,33,86,86,100.0,36033
36,34,42,42,100.0,36034
36,35,85,85,100.0,36035
36,36,66,66,100.0,36036
36,37,75,75,100.0,36037
36,38,41,41,100.0,36038
36,39,60,60,100.0,36039
36,40,71,71,100.0,36040
36,41,60,60,100.0,36041
36,42,56,56,100.0,36042
36,43,72,72,100.0,36043
36,44,122,122,100.0,36044
36,45,120,120,100.0,36045
36,46,82,82,100.0,36046
36,47,171,171,100.0,36047
36,48,60,60,100.0,36048
36,49,119,119,100.0,36049
36,50,83,83,100.0,36050
36,51,93,93,100.0,36051
37,1,26,26,100.0,37001
37,2,70,70,100.0,37002
37,3,39,39,100.0,37003
37,4,87,87,100.0,37004
37,5,112,112,100.0,37005
37,6,125,125,100.0,37006
37,7,110,110,100.0,37007
37,8,43,43,100.0,37008
37,9,82,82,100.0,37009
37,10,123,123,100.0,37010
37,11,19,19,100.0,37011
37,12,55,55,100.0,37012
37,13,80,80,100.0,37013
37,14,126,126,100.0,37014
37,15,85,85,100.0,37015
37,16,101,101,100.0,37016
37,17,68,68,100.0,37017
37,18,125,125,100.0,37018
37,19,36,36,100.0,37019
37,20,80,80,100.0,37020
37,21,98,98,100.0,37021
37,22,77,77,100.0,37022
37,23,83,83,100.0,37023
37,24,60,60,100.0,37024
37,25,97,97,100.0,37025
37,26,106,106,100.0,37026
37,27,98,98,100.0,37027
37,28,88,88,100.0,37028
37,29,80,80,100.0,37029
37,30,56,56,100.0,37030
37,31,97,97,100.0,37031
37,32,84,84,100.0,37032
37,33,59,59,100.0,37033
37,34,95,95,100.0,37034
37,35,114,114,100.0,37035
37,36,81,81,100.0,37036
37,37,88,88,100.0,37037
37,38,85,85,100.0,37038
37,39,52,52,100.0,37039
37,40,87,87,100.0,37040
37,41,107,107,100.0,37041
37,42,33,33,100.0,37042
37,43,81,81,100.0,37043
38,1,67,67,100.0,38001
38,2,93,93,100.0,38002
38,3,40,40,100.0,38003
38,4,99,99,100.0,38004
38,5,72,72,100.0,38005
38,6,81,81,100.0,38006
38,7,50,50,100.0,38007
38,8,27,27,100.0,38008
38,9,65,65,100.0,38009
38,10,71,71,100.0,38010
38,11,104,104,100.0,38011
38,12,58,58,100.0,38012
38,13,118,118,100.0,38013
38,14,62,62,100.0,38014
38,15,73,73,100.0,38015
38,16,82,82,100.0,38016
38,17,72,72,100.0,38017
38,18,66,66,100.0,38018
38,19,86,86,100.0,38019
38,20,84,84,100.0,38020
38,21,48,48,100.0,38021
38,22,65,65,100.0,38022
38,23,137,137,100.0,38023
38,24,109,109,100.0,38024
38,25,47,47,100.0,38025
38,26,48,48,100.0,38026
38,27,66,66,100.0,38027
38,28,82,82,100.0,38028
38,29,79,79,100.0,38029
38,30,58,58,100.0,38030
38,31,89,89,100.0,38031
38,32,81,81,100.0,38032
38,33,57,57,100.0,38033
38,34,96,96,100.0,38034
38,35,108,108,100.0,38035
38,36,73,73,100.0,38036
38,37,77,77,100.0,38037
38,38,55,55,100.0,38038
38,39,76,76,100.0,38039
38,40,45,45,100.0,38040
38,41,109,109,100.0,38041
38,42,66,66,100.0,38042
38,43,51,51,100.0,38043
38,44,50,50,100.0,38044
38,45,60,60,100.0,38045
39,1,54,54,100.0,39001
39,2,98,98,100.0,39002
39,3,63,63,100.0,39003
39,4,49,49,100.0,39004
39,5,39,39,100.0,39005
39,6,42,42,100.0,39006
39,7,44,44,100.0,39007
39,8,73,73,100.0,39008
39,9,66,66,100.0,39009
39,10,46,46,100.0,39010
39,11,61,61,100.0,39011
39,12,77,77,100.0,39012
39,13,29,29,100.0,39013
39,14,56,56,100.0,39014
39,15,42,42,100.0,39015
39,16,39,39,100.0,39016
39,17,75,75,100.0,39017
39,18,65,65,100.0,39018
39,19,36,36,100.0,39019
39,20,56,56,100.0,39020
39,21,39,39,100.0,39021
39,22,45,45,100.0,39022
39,23,45,45,100.0,39023
39,24,49,49,100.0,39024
39,25,74,74,100.0,39025
39,26,52,52,100.0,39026
39,27,56,56,100.0,39027
39,28,122,122,100.0,39028
39,29,42,42,100.0,39029
39,30,52,52,100.0,39030
39,31,40,40,100.0,39031
39,32,33,33,100.0,39032
39,33,54,54,100.0,39033
39,34,73,73,100.0,39034
39,35,54,54,100.0,39035
39,36,68,68,100.0,39036
39,37,97,97,100.0,39037
39,38,77,77,100.0,39038
39,39,22,22,100.0,39039
39,40,42,42,100.0,39040
39,41,37,37,100.0,39041
39,42,39,39,100.0,39042
39,43,57,57,100.0,39043
40,1,55,55,100.0,40001
40,2,32,32,100.0,40002
40,3,64,64,100.0,40003
40,4,79,79,100.0,40004
40,5,107,107,100.0,40005
40,6,42,42,100.0,40006
40,7,71,71,100.0,40007
40,8,12,12,100.0,40008
40,9,64,64,100.0,40009
40,10,86,86,100.0,40010
40,11,57,57,100.0,40011
40,12,66,66,100.0,40012
40,13,157,157,100.0,40013
40,14,62,62,100.0,40014
40,15,54,54,100.0,40015
40,16,94,94,100.0,40016
40,17,62,62,100.0,40017
40,18,55,55,100.0,40018
40,19,83,83,100.0,40019
40,20,41,41,100.0,40020
40,21,46,46,100.0,40021
40,22,20,20,100.0,40022
40,23,63,63,100.0,40023
40,24,28,28,100.0,40024
40,25,27,27,100.0,40025
40,26,83,83,100.0,40026
40,27,50,50,100.0,40027
40,28,94,94,100.0,40028
40,29,72,72,100.0,40029
40,30,113,113,100.0,40030
40,31,51,51,100.0,40031
40,32,95,95,100.0,40032
40,33,60,60,100.0,40033
40,34,26,26,100.0,40034
