ward,precinct,total,RICHARD M. DALEY,RICHARD M. DALEY Percent,PATRICIA McALLISTER,PATRICIA McALLISTER Percent,"PAUL L. JAKES, JR.","PAUL L. JAKES, JR. Percent",JOSEPH McAFEE,JOSEPH McAFEE Percent,precinct_id
8,12,186,110,59.14,25,13.44,45,24.19,6,3.23,08012
8,13,157,97,61.78,10,6.37,49,31.21,1,0.64,08013
8,14,140,74,52.86,8,5.71,39,27.86,19,13.57,08014
8,15,172,107,62.21,14,8.14,45,26.16,6,3.49,08015
8,16,245,153,62.45,22,8.98,64,26.12,6,2.45,08016
8,17,185,134,72.43,11,5.95,37,20.0,3,1.62,08017
8,18,133,78,58.65,13,9.77,32,24.06,10,7.52,08018
8,19,255,158,61.96,27,10.59,60,23.53,10,3.92,08019
8,20,156,85,54.49,16,10.26,54,34.62,1,0.64,08020
8,21,152,89,58.55,14,9.21,46,30.26,3,1.97,08021
8,22,167,98,58.68,19,11.38,47,28.14,3,1.8,08022
8,23,185,107,57.84,6,3.24,64,34.59,8,4.32,08023
8,24,224,130,58.04,26,11.61,65,29.02,3,1.34,08024
8,25,203,121,59.61,19,9.36,58,28.57,5,2.46,08025
8,26,132,69,52.27,10,7.58,48,36.36,5,3.79,08026
8,27,235,144,61.28,24,10.21,61,25.96,6,2.55,08027
8,28,177,120,67.8,13,7.34,40,22.6,4,2.26,08028
8,29,217,127,58.53,26,11.98,62,28.57,2,0.92,08029
8,30,180,106,58.89,11,6.11,55,30.56,8,4.44,08030
8,31,139,75,53.96,22,15.83,41,29.5,1,0.72,08031
8,32,317,190,59.94,30,9.46,85,26.81,12,3.79,08032
8,33,199,128,64.32,20,10.05,46,23.12,5,2.51,08033
8,34,239,145,60.67,22,9.21,67,28.03,5,2.09,08034
8,35,267,185,69.29,14,5.24,63,23.6,5,1.87,08035
8,36,201,118,58.71,18,8.96,60,29.85,5,2.49,08036
8,37,203,115,56.65,16,7.88,62,30.54,10,4.93,08037
8,38,182,108,59.34,12,6.59,54,29.67,8,4.4,08038
8,39,213,136,63.85,19,8.92,53,24.88,5,2.35,08039
8,40,213,125,58.69,15,7.04,54,25.35,19,8.92,08040
8,41,193,108,55.96,15,7.77,56,29.02,14,7.25,08041
8,42,203,111,54.68,19,9.36,71,34.98,2,0.99,08042
8,43,198,106,53.54,13,6.57,62,31.31,17,8.59,08043
8,44,146,88,60.27,12,8.22,41,28.08,5,3.42,08044
8,45,157,84,53.5,13,8.28,54,34.39,6,3.82,08045
8,46,164,99,60.37,11,6.71,51,31.1,3,1.83,08046
8,47,234,147,62.82,19,8.12,61,26.07,7,2.99,08047
8,48,165,115,69.7,10,6.06,37,22.42,3,1.82,08048
8,49,236,138,58.47,22,9.32,72,30.51,4,1.69,08049
8,50,216,127,58.8,14,6.48,70,32.41,5,2.31,08050
8,51,234,144,61.54,13,5.56,74,31.62,3,1.28,08051
8,52,217,128,58.99,20,9.22,65,29.95,4,1.84,08052
8,53,265,171,64.53,29,10.94,59,22.26,6,2.26,08053
8,54,188,107,56.91,19,10.11,54,28.72,8,4.26,08054
8,55,159,93,58.49,18,11.32,41,25.79,7,4.4,08055
8,56,225,147,65.33,9,4.0,65,28.89,4,1.78,08056
8,57,181,100,55.25,18,9.94,56,30.94,7,3.87,08057
8,58,230,151,65.65,14,6.09,61,26.52,4,1.74,08058
8,59,137,86,62.77,12,8.76,34,24.82,5,3.65,08059
8,60,144,88,61.11,8,5.56,44,30.56,4,2.78,08060
8,61,171,110,64.33,13,7.6,41,23.98,7,4.09,08061
8,62,201,130,64.68,13,6.47,53,26.37,5,2.49,08062
8,63,210,147,70.0,13,6.19,47,22.38,3,1.43,08063
8,64,161,92,57.14,18,11.18,48,29.81,3,1.86,08064
8,65,150,95,63.33,12,8.0,38,25.33,5,3.33,08065
8,66,263,163,61.98,19,7.22,75,28.52,6,2.28,08066
8,67,107,70,65.42,6,5.61,30,28.04,1,0.93,08067
8,68,121,69,57.02,12,9.92,36,29.75,4,3.31,08068
8,69,134,71,52.99,9,6.72,50,37.31,4,2.99,08069
8,70,224,126,56.25,18,8.04,74,33.04,6,2.68,08070
9,1,232,131,56.47,20,8.62,81,34.91,0,0.0,09001
9,2,271,175,64.58,21,7.75,72,26.57,3,1.11,09002
9,3,127,78,61.42,11,8.66,36,28.35,2,1.57,09003
9,4,224,116,51.79,22,9.82,81,36.16,5,2.23,09004
9,5,203,143,70.44,12,5.91,44,21.67,4,1.97,09005
9,6,166,98,59.04,10,6.02,54,32.53,4,2.41,09006
9,7,191,128,67.02,16,8.38,43,22.51,4,2.09,09007
9,8,167,106,63.47,10,5.99,47,28.14,4,2.4,09008
9,9,258,164,63.57,20,7.75,69,26.74,5,1.94,09009
9,10,196,120,61.22,18,9.18,56,28.57,2,1.02,09010
9,11,118,81,68.64,12,10.17,22,18.64,3,2.54,09011
9,12,187,114,60.96,9,4.81,59,31.55,5,2.67,09012
9,13,300,178,59.33,24,8.0,90,30.0,8,2.67,09013
9,14,281,151,53.74,23,8.19,99,35.23,8,2.85,09014
9,15,68,43,63.24,3,4.41,17,25.0,5,7.35,09015
9,16,168,110,65.48,18,10.71,36,21.43,4,2.38,09016
9,17,161,92,57.14,17,10.56,48,29.81,4,2.48,09017
9,18,221,130,58.82,26,11.76,63,28.51,2,0.9,09018
9,19,198,106,53.54,28,14.14,61,30.81,3,1.52,09019
9,20,241,140,58.09,21,8.71,77,31.95,3,1.24,09020
9,21,135,78,57.78,10,7.41,46,34.07,1,0.74,09021
9,22,238,142,59.66,23,9.66,65,27.31,8,3.36,09022
9,23,154,104,67.53,9,5.84,36,23.38,5,3.25,09023
9,24,100,65,65.0,8,8.0,21,21.0,6,6.0,09024
9,25,95,62,65.26,8,8.42,22,23.16,3,3.16,09025
9,26,111,75,67.57,8,7.21,25,22.52,3,2.7,09026
9,27,127,79,62.2,11,8.66,34,26.77,3,2.36,09027
9,28,130,98,75.38,6,4.62,24,18.46,2,1.54,09028
9,29,162,98,60.49,10,6.17,48,29.63,6,3.7,09029
9,30,140,79,56.43,10,7.14,46,32.86,5,3.57,09030
9,31,147,92,62.59,11,7.48,44,29.93,0,0.0,09031
9,32,202,124,61.39,21,10.4,54,26.73,3,1.49,09032
9,33,143,89,62.24,17,11.89,35,24.48,2,1.4,09033
9,34,172,109,63.37,14,8.14,48,27.91,1,0.58,09034
9,35,230,146,63.48,22,9.57,54,23.48,8,3.48,09035
9,36,105,47,44.76,13,12.38,39,37.14,6,5.71,09036
9,37,189,149,78.84,17,8.99,19,10.05,4,2.12,09037
9,38,197,111,56.35,17,8.63,64,32.49,5,2.54,09038
9,39,181,100,55.25,12,6.63,64,35.36,5,2.76,09039
9,40,238,136,57.14,28,11.76,70,29.41,4,1.68,09040
9,41,243,145,59.67,19,7.82,73,30.04,6,2.47,09041
9,42,136,80,58.82,6,4.41,47,34.56,3,2.21,09042
9,43,139,87,62.59,9,6.47,39,28.06,4,2.88,09043
9,44,152,95,62.5,12,7.89,42,27.63,3,1.97,09044
9,45,184,103,55.98,13,7.07,64,34.78,4,2.17,09045
9,46,150,85,56.67,13,8.67,47,31.33,5,3.33,09046
9,47,118,81,68.64,13,11.02,22,18.64,2,1.69,09047
9,48,237,139,58.65,22,9.28,72,30.38,4,1.69,09048
9,49,65,33,50.77,10,15.38,20,30.77,2,3.08,09049
9,50,68,43,63.24,5,7.35,19,27.94,1,1.47,09050
9,51,138,82,59.42,9,6.52,43,31.16,4,2.9,09051
9,52,210,122,58.1,13,6.19,71,33.81,4,1.9,09052
9,53,165,109,66.06,12,7.27,40,24.24,4,2.42,09053
9,54,167,101,60.48,10,5.99,51,30.54,5,2.99,09054
9,55,112,62,55.36,12,10.71,34,30.36,4,3.57,09055
9,56,104,69,66.35,8,7.69,25,24.04,2,1.92,09056
9,57,139,113,81.29,5,3.6,20,14.39,1,0.72,09057
9,58,133,76,57.14,13,9.77,39,29.32,5,3.76,09058
10,1,143,106,74.13,10,6.99,25,17.48,2,1.4,10001
10,2,146,143,97.95,2,1.37,1,0.68,0,0.0,10002
10,3,212,198,93.4,5,2.36,7,3.3,2,0.94,10003
10,4,120,101,84.17,8,6.67,11,9.17,0,0.0,10004
10,5,198,183,92.42,9,4.55,6,3.03,0,0.0,10005
10,6,126,82,65.08,10,7.94,32,25.4,2,1.59,10006
10,7,40,33,82.5,2,5.0,4,10.0,1,2.5,10007
10,8,193,177,91.71,7,3.63,3,1.55,6,3.11,10008
10,9,222,212,95.5,4,1.8,5,2.25,1,0.45,10009
10,10,198,186,93.94,2,1.01,7,3.54,3,1.52,10010
10,11,178,164,92.13,6,3.37,6,3.37,2,1.12,10011
10,12,169,163,96.45,2,1.18,2,1.18,2,1.18,10012
10,13,157,146,92.99,1,0.64,10,6.37,0,0.0,10013
10,14,182,167,91.76,4,2.2,8,4.4,3,1.65,10014
10,15,95,83,87.37,5,5.26,5,5.26,2,2.11,10015
10,16,199,187,93.97,5,2.51,6,3.02,1,0.5,10016
10,17,200,187,93.5,4,2.0,5,2.5,4,2.0,10017
10,18,114,103,90.35,5,4.39,5,4.39,1,0.88,10018
10,19,212,197,92.92,6,2.83,6,2.83,3,1.42,10019
10,20,157,144,91.72,5,3.18,5,3.18,3,1.91,10020
10,21,148,140,94.59,3,2.03,4,2.7,1,0.68,10021
10,22,60,54,90.0,2,3.33,2,3.33,2,3.33,10022
10,23,141,135,95.74,3,2.13,1,0.71,2,1.42,10023
10,24,183,172,93.99,4,2.19,5,2.73,2,1.09,10024
10,25,203,163,80.3,7,3.45,30,14.78,3,1.48,10025
10,26,119,108,90.76,2,1.68,6,5.04,3,2.52,10026
10,27,250,242,96.8,7,2.8,1,0.4,0,0.0,10027
10,28,154,103,66.88,13,8.44,32,20.78,6,3.9,10028
10,29,115,62,53.91,10,8.7,40,34.78,3,2.61,10029
10,30,181,174,96.13,5,2.76,2,1.1,0,0.0,10030
10,31,168,160,95.24,4,2.38,2,1.19,2,1.19,10031
10,32,164,145,88.41,7,4.27,10,6.1,2,1.22,10032
10,33,158,152,96.2,3,1.9,2,1.27,1,0.63,10033
10,34,162,154,95.06,3,1.85,2,1.23,3,1.85,10034
10,35,156,145,92.95,4,2.56,4,2.56,3,1.92,10035
10,36,170,136,80.0,14,8.24,18,10.59,2,1.18,10036
10,37,101,82,81.19,5,4.95,13,12.87,1,0.99,10037
10,38,189,173,91.53,12,6.35,4,2.12,0,0.0,10038
10,39,169,163,96.45,4,2.37,2,1.18,0,0.0,10039
10,40,171,154,90.06,6,3.51,10,5.85,1,0.58,10040
10,41,219,208,94.98,6,2.74,4,1.83,1,0.46,10041
10,42,177,160,90.4,8,4.52,5,2.82,4,2.26,10042
10,43,51,40,78.43,4,7.84,7,13.73,0,0.0,10043
10,44,136,126,92.65,4,2.94,3,2.21,3,2.21,10044
10,45,107,104,97.2,1,0.93,0,0.0,2,1.87,10045
10,46,169,155,91.72,7,4.14,4,2.37,3,1.78,10046
10,47,150,142,94.67,5,3.33,3,2.0,0,0.0,10047
10,48,104,78,75.0,10,9.62,13,12.5,3,2.88,10048
10,49,106,75,70.75,6,5.66,24,22.64,1,0.94,10049
11,1,272,261,95.96,7,2.57,2,0.74,2,0.74,11001
11,2,214,201,93.93,6,2.8,5,2.34,2,0.93,11002
11,3,201,186,92.54,6,2.99,7,3.48,2,1.0,11003
11,4,318,303,95.28,6,1.89,4,1.26,5,1.57,11004
11,5,155,144,92.9,5,3.23,6,3.87,0,0.0,11005
11,6,316,295,93.35,9,2.85,8,2.53,4,1.27,11006
11,7,248,237,95.56,4,1.61,3,1.21,4,1.61,11007
11,8,269,254,94.42,2,0.74,10,3.72,3,1.12,11008
11,9,251,239,95.22,6,2.39,4,1.59,2,0.8,11009
11,10,154,142,92.21,7,4.55,1,0.65,4,2.6,11010
11,11,283,264,93.29,9,3.18,8,2.83,2,0.71,11011
11,12,332,319,96.08,3,0.9,8,2.41,2,0.6,11012
11,13,270,254,94.07,6,2.22,9,3.33,1,0.37,11013
11,14,275,269,97.82,1,0.36,4,1.45,1,0.36,11014
11,15,239,228,95.4,6,2.51,3,1.26,2,0.84,11015
11,16,249,241,96.79,3,1.2,2,0.8,3,1.2,11016
11,17,300,286,95.33,9,3.0,3,1.0,2,0.67,11017
11,18,193,180,93.26,10,5.18,3,1.55,0,0.0,11018
11,19,208,200,96.15,3,1.44,4,1.92,1,0.48,11019
11,20,226,226,100.0,0,0.0,0,0.0,0,0.0,11020
11,21,283,274,96.82,4,1.41,4,1.41,1,0.35,11021
11,22,241,235,97.51,2,0.83,3,1.24,1,0.41,11022
11,23,230,221,96.09,4,1.74,5,2.17,0,0.0,11023
11,24,487,479,98.36,3,0.62,3,0.62,2,0.41,11024
11,25,194,188,96.91,4,2.06,2,1.03,0,0.0,11025
11,26,343,333,97.08,5,1.46,5,1.46,0,0.0,11026
11,27,289,270,93.43,9,3.11,7,2.42,3,1.04,11027
11,28,241,237,98.34,0,0.0,4,1.66,0,0.0,11028
11,29,328,321,97.87,5,1.52,1,0.3,1,0.3,11029
11,30,232,221,95.26,4,1.72,6,2.59,1,0.43,11030
11,31,270,258,95.56,6,2.22,4,1.48,2,0.74,11031
11,32,221,217,98.19,0,0.0,2,0.9,2,0.9,11032
11,33,211,206,97.63,2,0.95,0,0.0,3,1.42,11033
11,34,187,170,90.91,7,3.74,9,4.81,1,0.53,11034
11,35,338,334,98.82,4,1.18,0,0.0,0,0.0,11035
11,36,96,93,96.88,1,1.04,2,2.08,0,0.0,11036
11,37,272,263,96.69,6,2.21,1,0.37,2,0.74,11037
11,38,396,385,97.22,9,2.27,1,0.25,1,0.25,11038
11,39,397,391,98.49,2,0.5,3,0.76,1,0.25,11039
11,40,163,157,96.32,1,0.61,4,2.45,1,0.61,11040
11,41,178,168,94.38,5,2.81,5,2.81,0,0.0,11041
11,42,208,200,96.15,6,2.88,2,0.96,0,0.0,11042
11,43,389,379,97.43,3,0.77,4,1.03,3,0.77,11043
11,44,255,235,92.16,7,2.75,11,4.31,2,0.78,11044
11,45,159,151,94.97,3,1.89,4,2.52,1,0.63,11045
11,46,184,172,93.48,1,0.54,8,4.35,3,1.63,11046
11,47,281,268,95.37,9,3.2,0,0.0,4,1.42,11047
11,48,146,133,91.1,5,3.42,7,4.79,1,0.68,11048
11,49,241,229,95.02,6,2.49,5,2.07,1,0.41,11049
11,50,215,212,98.6,2,0.93,1,0.47,0,0.0,11050
12,1,124,104,83.87,9,7.26,10,8.06,1,0.81,12001
12,2,169,155,91.72,7,4.14,5,2.96,2,1.18,12002
12,3,138,131,94.93,6,4.35,0,0.0,1,0.72,12003
12,4,162,148,91.36,7,4.32,5,3.09,2,1.23,12004
12,5,182,177,97.25,4,2.2,1,0.55,0,0.0,12005
12,6,159,148,93.08,3,1.89,5,3.14,3,1.89,12006
12,7,85,76,89.41,3,3.53,4,4.71,2,2.35,12007
12,8,319,306,95.92,10,3.13,1,0.31,2,0.63,12008
12,9,161,153,95.03,1,0.62,5,3.11,2,1.24,12009
12,10,111,102,91.89,4,3.6,4,3.6,1,0.9,12010
12,11,155,143,92.26,5,3.23,5,3.23,2,1.29,12011
12,12,129,122,94.57,5,3.88,1,0.78,1,0.78,12012
12,13,141,128,90.78,7,4.96,4,2.84,2,1.42,12013
12,14,134,120,89.55,8,5.97,3,2.24,3,2.24,12014
12,15,163,150,92.02,8,4.91,3,1.84,2,1.23,12015
12,16,148,139,93.92,5,3.38,2,1.35,2,1.35,12016
12,17,148,132,89.19,5,3.38,10,6.76,1,0.68,12017
12,18,178,147,82.58,9,5.06,16,8.99,6,3.37,12018
12,19,164,146,89.02,14,8.54,2,1.22,2,1.22,12019
12,20,193,187,96.89,1,0.52,4,2.07,1,0.52,12020
12,21,225,212,94.22,7,3.11,4,1.78,2,0.89,12021
12,22,133,116,87.22,7,5.26,7,5.26,3,2.26,12022
12,23,147,139,94.56,7,4.76,1,0.68,0,0.0,12023
12,24,218,210,96.33,6,2.75,2,0.92,0,0.0,12024
12,25,164,153,93.29,5,3.05,6,3.66,0,0.0,12025
12,26,173,168,97.11,3,1.73,1,0.58,1,0.58,12026
12,27,127,119,93.7,3,2.36,2,1.57,3,2.36,12027
12,28,186,174,93.55,4,2.15,7,3.76,1,0.54,12028
12,29,208,200,96.15,4,1.92,3,1.44,1,0.48,12029
13,1,266,249,93.61,10,3.76,6,2.26,1,0.38,13001
13,2,203,191,94.09,5,2.46,6,2.96,1,0.49,13002
13,3,217,206,94.93,6,2.76,2,0.92,3,1.38,13003
13,4,361,344,95.29,8,2.22,4,1.11,5,1.39,13004
13,5,194,187,96.39,4,2.06,1,0.52,2,1.03,13005
13,6,217,212,97.7,1,0.46,4,1.84,0,0.0,13006
13,7,278,269,96.76,5,1.8,2,0.72,2,0.72,13007
13,8,278,255,91.73,9,3.24,10,3.6,4,1.44,13008
13,9,259,248,95.75,3,1.16,5,1.93,3,1.16,13009
13,10,254,233,91.73,9,3.54,10,3.94,2,0.79,13010
13,11,229,210,91.7,6,2.62,13,5.68,0,0.0,13011
13,12,247,237,95.95,2,0.81,6,2.43,2,0.81,13012
13,13,316,303,95.89,5,1.58,6,1.9,2,0.63,13013
13,14,190,178,93.68,6,3.16,6,3.16,0,0.0,13014
13,15,291,278,95.53,5,1.72,6,2.06,2,0.69,13015
13,16,211,204,96.68,5,2.37,0,0.0,2,0.95,13016
13,17,277,266,96.03,5,1.81,2,0.72,4,1.44,13017
13,18,205,196,95.61,4,1.95,4,1.95,1,0.49,13018
13,19,167,146,87.43,8,4.79,13,7.78,0,0.0,13019
13,20,179,171,95.53,4,2.23,1,0.56,3,1.68,13020
13,21,192,185,96.35,3,1.56,3,1.56,1,0.52,13021
13,22,268,260,97.01,3,1.12,3,1.12,2,0.75,13022
13,23,217,206,94.93,8,3.69,3,1.38,0,0.0,13023
13,24,295,287,97.29,2,0.68,4,1.36,2,0.68,13024
13,25,184,174,94.57,4,2.17,4,2.17,2,1.09,13025
13,26,174,167,95.98,5,2.87,2,1.15,0,0.0,13026
13,27,300,283,94.33,9,3.0,7,2.33,1,0.33,13027
13,28,174,170,97.7,2,1.15,1,0.57,1,0.57,13028
13,29,257,240,93.39,9,3.5,5,1.95,3,1.17,13029
13,30,190,181,95.26,3,1.58,5,2.63,1,0.53,13030
13,31,183,177,96.72,3,1.64,1,0.55,2,1.09,13031
13,32,181,120,66.3,24,13.26,31,17.13,6,3.31,13032
13,33,216,199,92.13,10,4.63,4,1.85,3,1.39,13033
13,34,263,250,95.06,9,3.42,4,1.52,0,0.0,13034
13,35,258,242,93.8,11,4.26,2,0.78,3,1.16,13035
13,36,159,146,91.82,6,3.77,4,2.52,3,1.89,13036
13,37,163,152,93.25,9,5.52,2,1.23,0,0.0,13037
13,38,230,209,90.87,9,3.91,7,3.04,5,2.17,13038
13,39,214,199,92.99,5,2.34,8,3.74,2,0.93,13039
13,40,198,191,96.46,4,2.02,2,1.01,1,0.51,13040
13,41,190,183,96.32,5,2.63,1,0.53,1,0.53,13041
13,42,332,306,92.17,15,4.52,9,2.71,2,0.6,13042
13,43,207,195,94.2,3,1.45,6,2.9,3,1.45,13043
13,44,386,372,96.37,5,1.3,8,2.07,1,0.26,13044
13,45,382,364,95.29,10,2.62,7,1.83,1,0.26,13045
13,46,247,239,96.76,5,2.02,2,0.81,1,0.4,13046
13,47,223,212,95.07,3,1.35,7,3.14,1,0.45,13047
13,48,193,178,92.23,11,5.7,1,0.52,3,1.55,13048
13,49,270,258,95.56,5,1.85,4,1.48,3,1.11,13049
13,50,290,280,96.55,6,2.07,3,1.03,1,0.34,13050
13,51,197,187,94.92,5,2.54,3,1.52,2,1.02,13051
13,52,297,283,95.29,7,2.36,7,2.36,0,0.0,13052
13,53,281,242,86.12,9,3.2,21,7.47,9,3.2,13053
13,54,259,248,95.75,8,3.09,3,1.16,0,0.0,13054
14,1,152,150,98.68,1,0.66,1,0.66,0,0.0,14001
14,2,133,127,95.49,4,3.01,0,0.0,2,1.5,14002
14,3,208,197,94.71,7,3.37,1,0.48,3,1.44,14003
14,4,125,121,96.8,4,3.2,0,0.0,0,0.0,14004
14,5,200,194,97.0,1,0.5,5,2.5,0,0.0,14005
14,6,122,113,92.62,7,5.74,1,0.82,1,0.82,14006
14,7,151,141,93.38,3,1.99,7,4.64,0,0.0,14007
14,8,108,104,96.3,4,3.7,0,0.0,0,0.0,14008
14,9,160,153,95.63,4,2.5,2,1.25,1,0.63,14009
14,10,173,164,94.8,1,0.58,7,4.05,1,0.58,14010
14,11,143,139,97.2,2,1.4,2,1.4,0,0.0,14011
14,12,115,109,94.78,4,3.48,1,0.87,1,0.87,14012
14,13,188,180,95.74,2,1.06,3,1.6,3,1.6,14013
14,14,112,108,96.43,0,0.0,3,2.68,1,0.89,14014
14,15,202,197,97.52,2,0.99,3,1.49,0,0.0,14015
14,16,166,158,95.18,5,3.01,3,1.81,0,0.0,14016
14,17,210,201,95.71,5,2.38,4,1.9,0,0.0,14017
14,18,163,150,92.02,11,6.75,1,0.61,1,0.61,14018
14,19,232,224,96.55,4,1.72,3,1.29,1,0.43,14019
14,20,136,126,92.65,4,2.94,2,1.47,4,2.94,14020
14,21,180,170,94.44,4,2.22,4,2.22,2,1.11,14021
14,22,169,162,95.86,4,2.37,2,1.18,1,0.59,14022
14,23,147,141,95.92,5,3.4,1,0.68,0,0.0,14023
14,24,152,142,93.42,6,3.95,4,2.63,0,0.0,14024
14,25,190,174,91.58,8,4.21,5,2.63,3,1.58,14025
14,26,103,96,93.2,4,3.88,2,1.94,1,0.97,14026
14,27,118,113,95.76,2,1.69,3,2.54,0,0.0,14027
14,28,162,155,95.68,5,3.09,1,0.62,1,0.62,14028
14,29,183,168,91.8,7,3.83,5,2.73,3,1.64,14029
14,30,148,140,94.59,4,2.7,4,2.7,0,0.0,14030
14,31,182,178,97.8,2,1.1,1,0.55,1,0.55,14031
14,32,101,96,95.05,1,0.99,4,3.96,0,0.0,14032
14,33,132,126,95.45,1,0.76,5,3.79,0,0.0,14033
14,34,123,118,95.93,2,1.63,2,1.63,1,0.81,14034
14,35,89,85,95.51,0,0.0,2,2.25,2,2.25,14035
14,36,205,194,94.63,4,1.95,4,1.95,3,1.46,14036
14,37,146,141,96.58,2,1.37,3,2.05,0,0.0,14037
15,1,127,113,88.98,4,3.15,9,7.09,1,0.79,15001
15,2,125,78,62.4,9,7.2,35,28.0,3,2.4,15002
15,3,149,93,62.42,13,8.72,40,26.85,3,2.01,15003
15,4,111,67,60.36,12,10.81,30,27.03,2,1.8,15004
15,5,113,68,60.18,14,12.39,28,24.78,3,2.65,15005
15,6,130,99,76.15,13,10.0,16,12.31,2,1.54,15006
15,7,86,45,52.33,12,13.95,27,31.4,2,2.33,15007
15,8,148,85,57.43,11,7.43,51,34.46,1,0.68,15008
15,9,140,89,63.57,6,4.29,43,30.71,2,1.43,15009
15,10,140,132,94.29,3,2.14,3,2.14,2,1.43,15010
15,11,121,71,58.68,3,2.48,46,38.02,1,0.83,15011
15,12,84,51,60.71,9,10.71,24,28.57,0,0.0,15012
15,13,81,56,69.14,10,12.35,14,17.28,1,1.23,15013
15,14,216,185,85.65,13,6.02,15,6.94,3,1.39,15014
15,15,170,138,81.18,11,6.47,18,10.59,3,1.76,15015
15,16,139,127,91.37,5,3.6,6,4.32,1,0.72,15016
15,17,124,68,54.84,15,12.1,39,31.45,2,1.61,15017
15,18,110,65,59.09,16,14.55,26,23.64,3,2.73,15018
15,19,149,85,57.05,14,9.4,49,32.89,1,0.67,15019
15,20,118,75,63.56,9,7.63,33,27.97,1,0.85,15020
15,21,138,85,61.59,11,7.97,38,27.54,4,2.9,15021
15,22,153,115,75.16,9,5.88,29,18.95,0,0.0,15022
15,23,92,48,52.17,15,16.3,27,29.35,2,2.17,15023
15,24,116,80,68.97,5,4.31,29,25.0,2,1.72,15024
15,25,126,101,80.16,8,6.35,17,13.49,0,0.0,15025
15,26,94,53,56.38,6,6.38,32,34.04,3,3.19,15026
15,27,109,58,53.21,19,17.43,30,27.52,2,1.83,15027
15,28,165,149,90.3,7,4.24,7,4.24,2,1.21,15028
15,29,63,34,53.97,10,15.87,19,30.16,0,0.0,15029
15,30,140,84,60.0,15,10.71,37,26.43,4,2.86,15030
15,31,104,61,58.65,9,8.65,33,31.73,1,0.96,15031
15,32,137,101,73.72,15,10.95,19,13.87,2,1.46,15032
15,33,99,50,50.51,10,10.1,39,39.39,0,0.0,15033
15,34,89,45,50.56,5,5.62,36,40.45,3,3.37,15034
15,35,132,74,56.06,10,7.58,46,34.85,2,1.52,15035
15,36,108,58,53.7,21,19.44,27,25.0,2,1.85,15036
15,37,112,67,59.82,15,13.39,28,25.0,2,1.79,15037
15,38,108,76,70.37,8,7.41,20,18.52,4,3.7,15038
15,39,141,82,58.16,11,7.8,42,29.79,6,4.26,15039
15,40,120,61,50.83,8,6.67,48,40.0,3,2.5,15040
15,41,155,107,69.03,3,1.94,43,27.74,2,1.29,15041
15,42,84,54,64.29,8,9.52,21,25.0,1,1.19,15042
15,43,108,72,66.67,7,6.48,28,25.93,1,0.93,15043
15,44,160,126,78.75,11,6.88,19,11.88,4,2.5,15044
15,45,59,41,69.49,7,11.86,10,16.95,1,1.69,15045
15,46,116,69,59.48,12,10.34,34,29.31,1,0.86,15046
15,47,146,88,60.27,8,5.48,48,32.88,2,1.37,15047
15,48,98,55,56.12,5,5.1,36,36.73,2,2.04,15048
15,49,106,80,75.47,8,7.55,18,16.98,0,0.0,15049
15,50,118,67,56.78,10,8.47,39,33.05,2,1.69,15050
15,51,83,50,60.24,2,2.41,28,33.73,3,3.61,15051
15,52,68,44,64.71,10,14.71,13,19.12,1,1.47,15052
16,1,83,51,61.45,11,13.25,18,21.69,3,3.61,16001
16,2,125,94,75.2,5,4.0,26,20.8,0,0.0,16002
16,3,155,84,54.19,19,12.26,43,27.74,9,5.81,16003
16,4,122,89,72.95,13,10.66,18,14.75,2,1.64,16004
16,5,155,89,57.42,18,11.61,44,28.39,4,2.58,16005
16,6,51,33,64.71,6,11.76,11,21.57,1,1.96,16006
16,7,112,68,60.71,8,7.14,33,29.46,3,2.68,16007
16,8,106,62,58.49,10,9.43,30,28.3,4,3.77,16008
16,9,211,131,62.09,18,8.53,59,27.96,3,1.42,16009
16,10,110,62,56.36,8,7.27,33,30.0,7,6.36,16010
16,11,138,93,67.39,8,5.8,32,23.19,5,3.62,16011
16,12,100,58,58.0,6,6.0,35,35.0,1,1.0,16012
16,13,128,111,86.72,9,7.03,6,4.69,2,1.56,16013
16,14,155,97,62.58,9,5.81,49,31.61,0,0.0,16014
16,15,163,98,60.12,14,8.59,48,29.45,3,1.84,16015
16,16,162,105,64.81,15,9.26,39,24.07,3,1.85,16016
16,17,193,184,95.34,5,2.59,4,2.07,0,0.0,16017
16,18,121,76,62.81,20,16.53,22,18.18,3,2.48,16018
16,19,91,56,61.54,6,6.59,28,30.77,1,1.1,16019
16,20,130,72,55.38,16,12.31,38,29.23,4,3.08,16020
16,21,122,107,87.7,9,7.38,3,2.46,3,2.46,16021
16,22,96,65,67.71,3,3.13,27,28.13,1,1.04,16022
16,23,125,96,76.8,16,12.8,11,8.8,2,1.6,16023
16,24,79,44,55.7,6,7.59,27,34.18,2,2.53,16024
16,25,122,86,70.49,7,5.74,28,22.95,1,0.82,16025
16,26,167,109,65.27,13,7.78,38,22.75,7,4.19,16026
16,27,177,111,62.71,9,5.08,52,29.38,5,2.82,16027
16,28,193,89,46.11,17,8.81,77,39.9,10,5.18,16028
16,29,62,40,64.52,8,12.9,14,22.58,0,0.0,16029
16,30,102,61,59.8,17,16.67,23,22.55,1,0.98,16030
16,31,177,104,58.76,15,8.47,54,30.51,4,2.26,16031
16,32,128,122,95.31,3,2.34,3,2.34,0,0.0,16032
