ward,precinct,total,Sherri Griffith (Romney),Sherri Griffith (Romney) Percent,Tonia S. Members (Romney),Tonia S. Members (Romney) Percent,Maribeth Churak (Romney),Maribeth Churak (Romney) Percent,Peter McCutcheon (Paul),Peter McCutcheon (Paul) Percent,Ben Stech (Paul),Ben Stech (Paul) Percent,Larry Wennlund (Gingrich),Larry Wennlund (Gingrich) Percent,Pedro ''Pete'' Anaya (Gingrich),Pedro ''Pete'' Anaya (Gingrich) Percent,"Doug R. Taylor, Sr. (Gingrich)","Doug R. Taylor, Sr. (Gingrich) Percent",Karen A. Hayes (Santorum),Karen A. Hayes (Santorum) Percent,Nicholas Tieman (Santorum),Nicholas Tieman (Santorum) Percent,Sandra K Czyznikiewicz (Santorum),Sandra K Czyznikiewicz (Santorum) Percent,precinct_id
8,52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08052
8,53,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08053
8,54,6,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,2,33.33,08054
8,55,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08055
8,56,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,08056
8,58,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,08058
8,59,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08059
8,61,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08061
8,62,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08062
8,64,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08064
9,36,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09036
9,47,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09047
13,19,35,4,11.43,2,5.71,2,5.71,1,2.86,1,2.86,1,2.86,1,2.86,1,2.86,8,22.86,7,20.0,6,17.14,13019
15,6,12,1,8.33,0,0.0,1,8.33,2,16.67,1,8.33,1,8.33,1,8.33,0,0.0,2,16.67,1,8.33,1,8.33,15006
15,8,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15008
15,9,19,1,5.26,1,5.26,1,5.26,1,5.26,1,5.26,4,21.05,3,15.79,4,21.05,1,5.26,2,10.53,0,0.0,15009
15,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15011
15,41,23,3,13.04,1,4.35,2,8.7,0,0.0,0,0.0,0,0.0,2,8.7,1,4.35,6,26.09,3,13.04,4,17.39,15041
16,9,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,16009
16,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16024
16,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16025
16,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16027
16,28,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16028
16,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16029
16,37,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,16037
16,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16040
17,2,10,3,30.0,3,30.0,3,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,17002
17,3,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,17003
17,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17004
17,5,11,1,9.09,2,18.18,0,0.0,2,18.18,2,18.18,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,17005
17,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17006
17,7,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17007
17,8,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17008
17,9,9,0,0.0,1,11.11,0,0.0,1,11.11,0,0.0,1,11.11,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,17009
17,10,6,1,16.67,1,16.67,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17010
17,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17011
17,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17012
17,13,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17013
17,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17015
17,16,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17016
17,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17017
17,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17018
17,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17020
17,21,8,2,25.0,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,17021
17,22,3,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17022
17,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17023
17,24,4,1,25.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,17024
17,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17025
17,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17026
17,27,5,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,0,0.0,1,20.0,0,0.0,1,20.0,0,0.0,0,0.0,17027
17,28,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,17028
17,29,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17029
17,30,2,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,17030
17,32,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17032
17,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17033
17,35,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,17035
17,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17038
17,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17040
17,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17043
17,44,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,1,25.0,1,25.0,17044
17,45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17045
17,47,2,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,17047
17,48,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17048
17,49,7,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,2,28.57,1,14.29,1,14.29,17049
17,50,5,1,20.0,0,0.0,0,0.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,17050
17,51,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17051
17,52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17052
17,53,4,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,17053
17,54,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17054
17,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17055
18,1,40,6,15.0,6,15.0,6,15.0,1,2.5,1,2.5,0,0.0,0,0.0,1,2.5,6,15.0,6,15.0,6,15.0,18001
18,2,26,4,15.38,2,7.69,3,11.54,1,3.85,0,0.0,0,0.0,0,0.0,1,3.85,6,23.08,4,15.38,5,19.23,18002
18,3,136,21,15.44,24,17.65,22,16.18,5,3.68,4,2.94,2,1.47,3,2.21,3,2.21,17,12.5,15,11.03,17,12.5,18003
18,4,28,1,3.57,1,3.57,2,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,28.57,8,28.57,8,28.57,18004
18,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18005
18,6,200,32,16.0,27,13.5,28,14.0,10,5.0,9,4.5,5,2.5,4,2.0,5,2.5,26,13.0,23,11.5,24,12.0,18006
18,7,28,3,10.71,2,7.14,3,10.71,2,7.14,1,3.57,2,7.14,1,3.57,1,3.57,5,17.86,5,17.86,2,7.14,18007
18,8,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,18008
18,9,44,3,6.82,1,2.27,1,2.27,0,0.0,0,0.0,0,0.0,0,0.0,1,2.27,14,31.82,12,27.27,12,27.27,18009
18,10,5,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,1,20.0,1,20.0,18010
18,11,33,6,18.18,5,15.15,5,15.15,2,6.06,1,3.03,0,0.0,0,0.0,0,0.0,5,15.15,4,12.12,4,12.12,18011
18,12,9,3,33.33,3,33.33,3,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18012
18,13,7,1,14.29,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,18013
18,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18014
18,15,42,6,14.29,6,14.29,7,16.67,1,2.38,0,0.0,1,2.38,1,2.38,1,2.38,6,14.29,6,14.29,5,11.9,18015
18,16,20,2,10.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,6,30.0,5,25.0,5,25.0,18016
18,17,6,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,18017
18,18,6,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18018
18,19,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18019
18,20,7,1,14.29,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,18020
18,21,31,4,12.9,4,12.9,5,16.13,2,6.45,2,6.45,0,0.0,0,0.0,0,0.0,4,12.9,4,12.9,4,12.9,18021
18,22,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,37.5,3,37.5,2,25.0,18022
18,23,9,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,18023
18,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18024
18,25,6,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,18025
18,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18026
18,27,7,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,28.57,2,28.57,1,14.29,18027
18,28,79,15,18.99,14,17.72,15,18.99,4,5.06,4,5.06,1,1.27,0,0.0,0,0.0,7,8.86,6,7.59,8,10.13,18028
18,29,55,12,21.82,9,16.36,9,16.36,1,1.82,0,0.0,2,3.64,1,1.82,1,1.82,8,14.55,6,10.91,6,10.91,18029
18,30,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18030
18,31,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,33.33,3,33.33,3,33.33,18031
18,32,6,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,2,33.33,18032
18,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18033
18,34,16,1,6.25,2,12.5,1,6.25,2,12.5,2,12.5,0,0.0,0,0.0,0,0.0,2,12.5,2,12.5,2,12.5,18034
18,35,19,0,0.0,0,0.0,1,5.26,1,5.26,0,0.0,1,5.26,2,10.53,1,5.26,4,21.05,4,21.05,5,26.32,18035
18,36,13,3,23.08,2,15.38,2,15.38,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,18036
18,37,15,3,20.0,3,20.0,2,13.33,2,13.33,0,0.0,0,0.0,0,0.0,0,0.0,2,13.33,1,6.67,2,13.33,18037
18,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18038
18,39,8,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,2,25.0,2,25.0,18039
18,40,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,18040
18,41,22,6,27.27,6,27.27,5,22.73,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,1,4.55,2,9.09,18041
18,42,29,6,20.69,7,24.14,6,20.69,3,10.34,3,10.34,1,3.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18042
18,43,20,2,10.0,2,10.0,1,5.0,2,10.0,2,10.0,0,0.0,0,0.0,0,0.0,4,20.0,3,15.0,2,10.0,18043
18,44,18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,33.33,6,33.33,6,33.33,18044
18,45,10,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,1,10.0,2,20.0,2,20.0,2,20.0,18045
18,46,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18046
18,47,11,2,18.18,2,18.18,2,18.18,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,2,18.18,1,9.09,1,9.09,18047
18,48,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18048
18,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18049
18,50,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,2,22.22,2,22.22,2,22.22,18050
18,51,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18051
18,52,9,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,3,33.33,2,22.22,2,22.22,18052
18,53,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18053
19,2,47,10,21.28,6,12.77,6,12.77,1,2.13,1,2.13,2,4.26,2,4.26,1,2.13,6,12.77,5,10.64,5,10.64,19002
19,5,95,14,14.74,13,13.68,11,11.58,12,12.63,10,10.53,1,1.05,1,1.05,1,1.05,9,9.47,7,7.37,6,6.32,19005
19,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19011
19,13,13,1,7.69,1,7.69,1,7.69,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,3,23.08,2,15.38,3,23.08,19013
19,14,138,26,18.84,26,18.84,30,21.74,3,2.17,2,1.45,6,4.35,6,4.35,5,3.62,12,8.7,10,7.25,10,7.25,19014
19,20,59,13,22.03,12,20.34,11,18.64,2,3.39,2,3.39,1,1.69,1,1.69,2,3.39,5,8.47,4,6.78,4,6.78,19020
19,27,40,2,5.0,2,5.0,2,5.0,3,7.5,3,7.5,0,0.0,0,0.0,1,2.5,8,20.0,8,20.0,8,20.0,19027
19,28,36,2,5.56,4,11.11,3,8.33,4,11.11,3,8.33,1,2.78,2,5.56,1,2.78,5,13.89,4,11.11,4,11.11,19028
19,31,157,24,15.29,22,14.01,22,14.01,8,5.1,6,3.82,5,3.18,3,1.91,3,1.91,22,14.01,19,12.1,17,10.83,19031
19,36,46,7,15.22,6,13.04,6,13.04,3,6.52,3,6.52,2,4.35,3,6.52,3,6.52,4,8.7,3,6.52,3,6.52,19036
19,37,63,9,14.29,8,12.7,8,12.7,6,9.52,5,7.94,0,0.0,0,0.0,2,3.17,9,14.29,6,9.52,5,7.94,19037
19,38,58,7,12.07,6,10.34,5,8.62,4,6.9,2,3.45,2,3.45,2,3.45,2,3.45,9,15.52,8,13.79,8,13.79,19038
19,39,7,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,19039
19,40,114,20,17.54,20,17.54,20,17.54,3,2.63,3,2.63,6,5.26,6,5.26,6,5.26,9,7.89,11,9.65,7,6.14,19040
19,42,101,16,15.84,14,13.86,14,13.86,4,3.96,4,3.96,3,2.97,1,0.99,0,0.0,14,13.86,13,12.87,14,13.86,19042
19,43,16,4,25.0,2,12.5,2,12.5,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,3,18.75,2,12.5,2,12.5,19043
19,47,95,17,17.89,17,17.89,17,17.89,5,5.26,5,5.26,6,6.32,3,3.16,4,4.21,6,6.32,5,5.26,4,4.21,19047
19,48,8,2,25.0,1,12.5,2,25.0,0,0.0,1,12.5,0,0.0,1,12.5,0,0.0,0,0.0,1,12.5,0,0.0,19048
19,49,62,13,20.97,14,22.58,13,20.97,2,3.23,2,3.23,1,1.61,1,1.61,1,1.61,4,6.45,5,8.06,5,8.06,19049
19,50,6,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,19050
19,60,13,2,15.38,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,0,0.0,1,7.69,1,7.69,2,15.38,19060
19,63,19,4,21.05,4,21.05,4,21.05,0,0.0,0,0.0,1,5.26,0,0.0,0,0.0,2,10.53,2,10.53,2,10.53,19063
20,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20001
20,2,9,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,20002
20,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20003
20,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20005
20,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20006
20,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20007
20,9,11,2,18.18,1,9.09,1,9.09,3,27.27,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20009
20,10,12,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,2,16.67,2,16.67,2,16.67,20010
20,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20011
20,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20012
20,13,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20013
20,14,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20014
20,16,14,2,14.29,2,14.29,2,14.29,0,0.0,0,0.0,1,7.14,2,14.29,1,7.14,2,14.29,1,7.14,1,7.14,20016
20,17,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,20017
20,18,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,20018
20,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20020
20,22,12,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,2,16.67,1,8.33,2,16.67,2,16.67,1,8.33,20022
20,23,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,20023
20,24,12,1,8.33,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,2,16.67,3,25.0,2,16.67,20024
20,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20025
20,26,9,2,22.22,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,1,11.11,0,0.0,1,11.11,1,11.11,1,11.11,20026
20,28,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,20028
20,29,15,2,13.33,2,13.33,1,6.67,0,0.0,0,0.0,0,0.0,1,6.67,0,0.0,4,26.67,2,13.33,2,13.33,20029
20,30,6,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,20030
20,32,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20032
20,33,6,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,20033
20,34,9,1,11.11,1,11.11,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,20034
20,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20035
20,36,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,20036
20,37,6,1,16.67,0,0.0,0,0.0,1,16.67,2,33.33,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,20037
20,38,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,20038
20,39,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20039
20,44,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,20044
21,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21001
21,2,7,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,2,28.57,1,14.29,1,14.29,21002
21,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21003
