ward,precinct,total,Jim Oberweis,Jim Oberweis Percent,Andy McKenna,Andy McKenna Percent,John Borling,John Borling Percent,Steven J. Rauschenberger,Steven J. Rauschenberger Percent,Jack Ryan,Jack Ryan Percent,Chirinjeev Kathuria,Chirinjeev Kathuria Percent,Jonathan C. Wright,Jonathan C. Wright Percent,Norm Hill,Norm Hill Percent,precinct_id
5,21,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05021
5,22,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,05022
5,23,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,05023
5,24,6,1,16.67,0,0.0,0,0.0,1,16.67,4,66.67,0,0.0,0,0.0,0,0.0,05024
5,25,4,0,0.0,0,0.0,0,0.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,05025
5,26,4,1,25.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,1,25.0,0,0.0,05026
5,27,25,0,0.0,0,0.0,1,4.0,1,4.0,22,88.0,1,4.0,0,0.0,0,0.0,05027
5,28,3,1,33.33,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,05028
5,29,4,2,50.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,05029
5,30,12,1,8.33,0,0.0,1,8.33,6,50.0,2,16.67,0,0.0,1,8.33,1,8.33,05030
5,31,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05031
5,32,3,2,66.67,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,05032
5,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05033
5,34,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,05034
5,35,9,0,0.0,1,11.11,0,0.0,0,0.0,7,77.78,0,0.0,1,11.11,0,0.0,05035
5,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05036
5,37,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,05037
5,38,10,2,20.0,1,10.0,2,20.0,1,10.0,4,40.0,0,0.0,0,0.0,0,0.0,05038
5,39,8,0,0.0,2,25.0,1,12.5,4,50.0,1,12.5,0,0.0,0,0.0,0,0.0,05039
5,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05040
5,41,10,0,0.0,1,10.0,0,0.0,3,30.0,5,50.0,1,10.0,0,0.0,0,0.0,05041
5,42,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,05042
5,43,4,0,0.0,1,25.0,0,0.0,2,50.0,1,25.0,0,0.0,0,0.0,0,0.0,05043
5,44,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05044
5,45,3,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,05045
5,46,14,3,21.43,2,14.29,2,14.29,3,21.43,3,21.43,1,7.14,0,0.0,0,0.0,05046
5,47,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,05047
5,48,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,05048
5,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05049
5,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05050
5,51,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05051
5,52,3,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,05052
5,53,5,2,40.0,0,0.0,0,0.0,0,0.0,3,60.0,0,0.0,0,0.0,0,0.0,05053
5,54,3,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,05054
5,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05055
6,1,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,06001
6,2,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06002
6,3,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,06003
6,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06004
6,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06005
6,6,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06006
6,7,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,06007
6,8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06008
6,9,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,06009
6,10,3,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,06010
6,11,3,0,0.0,0,0.0,0,0.0,1,33.33,2,66.67,0,0.0,0,0.0,0,0.0,06011
6,12,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,06012
6,13,3,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,06013
6,14,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,06014
6,15,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,06015
6,16,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,06016
6,17,4,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0,0,0.0,1,25.0,0,0.0,06017
6,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06018
6,19,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,06019
6,20,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,06020
6,21,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06021
6,22,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,06022
6,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06023
6,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06024
6,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06025
6,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06026
6,27,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,06027
6,28,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,06028
6,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06029
6,30,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,06030
6,31,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06031
6,32,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,06032
6,33,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,06033
6,34,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06034
6,35,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,06035
6,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06036
6,37,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,06037
6,38,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,06038
6,39,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06039
6,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06040
6,41,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,06041
6,42,3,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,06042
6,43,3,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,06043
6,44,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,06044
6,45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06045
6,46,2,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,06046
6,47,2,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06047
6,48,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,06048
6,49,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,06049
6,50,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,06050
6,51,4,2,50.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,06051
6,52,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,06052
6,53,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,06053
6,54,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06054
6,55,3,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,06055
6,56,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06056
6,57,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06057
6,58,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06058
6,59,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,06059
6,60,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06060
6,61,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06061
6,62,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06062
6,63,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,06063
6,64,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,06064
6,65,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06065
6,66,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06066
7,1,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,07001
7,2,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07002
7,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07003
7,4,3,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,07004
7,5,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,07005
7,6,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,07006
7,7,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07007
7,8,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07008
7,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07009
7,10,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,07010
7,11,2,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,07011
7,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07012
7,13,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07013
7,14,4,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0,1,25.0,0,0.0,0,0.0,07014
7,15,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07015
7,16,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07016
7,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07017
7,18,4,0,0.0,0,0.0,0,0.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,07018
7,19,3,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,07019
7,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07020
7,21,5,3,60.0,1,20.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,07021
7,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07022
7,23,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,07023
7,24,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07024
7,25,5,2,40.0,0,0.0,0,0.0,0,0.0,3,60.0,0,0.0,0,0.0,0,0.0,07025
7,26,3,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,07026
7,27,5,0,0.0,0,0.0,0,0.0,1,20.0,2,40.0,0,0.0,0,0.0,2,40.0,07027
7,28,4,0,0.0,0,0.0,0,0.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,07028
7,29,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,07029
7,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07030
7,31,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07031
7,32,3,1,33.33,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,07032
7,33,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,07033
7,34,4,1,25.0,1,25.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,07034
7,35,3,0,0.0,0,0.0,0,0.0,1,33.33,2,66.67,0,0.0,0,0.0,0,0.0,07035
7,36,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07036
7,37,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07037
7,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07038
7,39,4,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,1,25.0,07039
7,40,3,0,0.0,0,0.0,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,07040
7,41,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07041
7,42,5,0,0.0,2,40.0,0,0.0,0,0.0,2,40.0,0,0.0,0,0.0,1,20.0,07042
7,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07043
7,44,4,0,0.0,0,0.0,1,25.0,0,0.0,3,75.0,0,0.0,0,0.0,0,0.0,07044
7,45,7,0,0.0,1,14.29,0,0.0,1,14.29,5,71.43,0,0.0,0,0.0,0,0.0,07045
7,46,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07046
7,47,10,2,20.0,0,0.0,0,0.0,0,0.0,7,70.0,0,0.0,0,0.0,1,10.0,07047
7,48,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,07048
7,49,3,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,07049
7,50,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07050
7,51,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,07051
7,52,3,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,07052
7,53,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,07053
7,54,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07054
7,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07055
7,56,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,07056
7,57,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,07057
7,58,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07058
7,59,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07059
7,60,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,07060
7,61,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07061
7,62,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07062
7,63,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07063
7,64,6,0,0.0,0,0.0,0,0.0,2,33.33,3,50.0,0,0.0,0,0.0,1,16.67,07064
7,65,3,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,07065
8,1,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,08001
8,2,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08002
8,3,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,08003
8,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08004
8,5,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08005
8,6,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,08006
8,7,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,08007
8,8,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,08008
8,9,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08009
8,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08010
8,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08011
8,12,7,2,28.57,0,0.0,0,0.0,1,14.29,4,57.14,0,0.0,0,0.0,0,0.0,08012
8,13,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08013
8,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08014
8,15,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,08015
8,16,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08016
8,17,2,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,08017
8,18,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08018
8,19,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08019
8,20,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08020
8,21,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,08021
8,22,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08022
8,23,4,0,0.0,0,0.0,0,0.0,1,25.0,3,75.0,0,0.0,0,0.0,0,0.0,08023
8,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08024
8,25,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08025
8,26,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,08026
8,27,3,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,1,33.33,0,0.0,08027
8,28,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08028
8,29,4,1,25.0,0,0.0,0,0.0,1,25.0,2,50.0,0,0.0,0,0.0,0,0.0,08029
8,30,3,2,66.67,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,08030
8,31,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08031
8,32,6,0,0.0,0,0.0,0,0.0,0,0.0,5,83.33,0,0.0,0,0.0,1,16.67,08032
8,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08033
8,34,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,08034
8,35,5,1,20.0,0,0.0,0,0.0,0,0.0,4,80.0,0,0.0,0,0.0,0,0.0,08035
8,36,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08036
8,37,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,08037
8,38,2,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,08038
8,39,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,08039
8,40,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,08040
8,41,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08041
8,42,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,08042
8,43,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,08043
8,44,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,08044
8,45,4,1,25.0,1,25.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,08045
8,46,2,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,08046
8,47,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08047
8,48,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08048
8,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08049
8,50,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,08050
8,51,6,5,83.33,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,08051
8,52,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08052
8,53,3,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,08053
8,54,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08054
8,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08055
8,56,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,08056
8,57,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08057
8,58,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08058
8,59,5,1,20.0,1,20.0,0,0.0,0,0.0,1,20.0,0,0.0,1,20.0,1,20.0,08059
8,60,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,08060
8,61,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08061
8,62,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08062
8,63,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08063
8,64,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08064
8,65,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08065
8,66,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08066
8,67,4,1,25.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,1,25.0,0,0.0,08067
8,68,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08068
8,69,2,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,08069
8,70,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08070
9,1,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,09001
9,2,6,3,50.0,1,16.67,0,0.0,0,0.0,2,33.33,0,0.0,0,0.0,0,0.0,09002
9,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09003
9,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09004
9,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09005
9,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09006
