ward,precinct,total,DENISE MARGARET O'MALLEY,DENISE MARGARET O'MALLEY Percent,precinct_id
18,13,236,236,100.0,18013
18,14,271,271,100.0,18014
18,15,145,145,100.0,18015
18,16,228,228,100.0,18016
18,17,201,201,100.0,18017
18,18,242,242,100.0,18018
18,19,172,172,100.0,18019
18,20,197,197,100.0,18020
18,21,305,305,100.0,18021
18,22,264,264,100.0,18022
18,23,208,208,100.0,18023
18,24,258,258,100.0,18024
18,25,233,233,100.0,18025
18,26,180,180,100.0,18026
18,27,214,214,100.0,18027
18,28,280,280,100.0,18028
18,29,228,228,100.0,18029
18,30,222,222,100.0,18030
18,31,221,221,100.0,18031
18,32,280,280,100.0,18032
18,33,187,187,100.0,18033
18,34,280,280,100.0,18034
18,35,294,294,100.0,18035
18,36,184,184,100.0,18036
18,37,164,164,100.0,18037
18,38,273,273,100.0,18038
18,39,177,177,100.0,18039
18,40,275,275,100.0,18040
18,41,251,251,100.0,18041
18,42,174,174,100.0,18042
18,43,216,216,100.0,18043
18,44,150,150,100.0,18044
18,45,218,218,100.0,18045
18,46,190,190,100.0,18046
18,47,213,213,100.0,18047
18,48,168,168,100.0,18048
18,49,176,176,100.0,18049
18,50,228,228,100.0,18050
18,51,129,129,100.0,18051
18,52,207,207,100.0,18052
18,53,201,201,100.0,18053
18,54,222,222,100.0,18054
18,55,261,261,100.0,18055
18,56,212,212,100.0,18056
18,57,199,199,100.0,18057
18,58,224,224,100.0,18058
18,59,157,157,100.0,18059
18,60,265,265,100.0,18060
18,61,230,230,100.0,18061
18,62,167,167,100.0,18062
18,63,204,204,100.0,18063
18,64,194,194,100.0,18064
19,1,312,312,100.0,19001
19,2,244,244,100.0,19002
19,3,244,244,100.0,19003
19,4,260,260,100.0,19004
19,5,279,279,100.0,19005
19,6,270,270,100.0,19006
19,7,283,283,100.0,19007
19,8,222,222,100.0,19008
19,9,222,222,100.0,19009
19,10,347,347,100.0,19010
19,11,291,291,100.0,19011
19,12,253,253,100.0,19012
19,13,206,206,100.0,19013
19,14,189,189,100.0,19014
19,15,154,154,100.0,19015
19,16,314,314,100.0,19016
19,17,274,274,100.0,19017
19,18,340,340,100.0,19018
19,19,309,309,100.0,19019
19,20,241,241,100.0,19020
19,21,249,249,100.0,19021
19,22,309,309,100.0,19022
19,23,325,325,100.0,19023
19,24,216,216,100.0,19024
19,25,319,319,100.0,19025
19,26,291,291,100.0,19026
19,27,180,180,100.0,19027
19,28,305,305,100.0,19028
19,29,246,246,100.0,19029
19,30,267,267,100.0,19030
19,31,244,244,100.0,19031
19,32,333,333,100.0,19032
19,33,301,301,100.0,19033
19,34,309,309,100.0,19034
19,35,277,277,100.0,19035
19,36,295,295,100.0,19036
19,37,256,256,100.0,19037
19,38,338,338,100.0,19038
19,39,164,164,100.0,19039
19,40,257,257,100.0,19040
19,41,282,282,100.0,19041
19,42,231,231,100.0,19042
19,43,253,253,100.0,19043
19,44,236,236,100.0,19044
19,45,308,308,100.0,19045
19,46,362,362,100.0,19046
19,47,191,191,100.0,19047
19,48,201,201,100.0,19048
19,49,311,311,100.0,19049
19,50,257,257,100.0,19050
19,51,244,244,100.0,19051
19,52,239,239,100.0,19052
19,53,286,286,100.0,19053
19,54,221,221,100.0,19054
19,55,247,247,100.0,19055
19,56,335,335,100.0,19056
19,57,293,293,100.0,19057
19,58,296,296,100.0,19058
19,59,299,299,100.0,19059
19,60,239,239,100.0,19060
19,61,346,346,100.0,19061
19,62,275,275,100.0,19062
19,63,186,186,100.0,19063
19,64,313,313,100.0,19064
19,65,185,185,100.0,19065
19,66,228,228,100.0,19066
19,67,57,57,100.0,19067
20,1,195,195,100.0,20001
20,2,138,138,100.0,20002
20,3,214,214,100.0,20003
20,4,112,112,100.0,20004
20,5,128,128,100.0,20005
20,6,187,187,100.0,20006
20,7,128,128,100.0,20007
20,8,66,66,100.0,20008
20,9,169,169,100.0,20009
20,10,169,169,100.0,20010
20,11,127,127,100.0,20011
20,12,78,78,100.0,20012
20,13,38,38,100.0,20013
20,14,245,245,100.0,20014
20,15,56,56,100.0,20015
20,16,85,85,100.0,20016
20,17,158,158,100.0,20017
20,18,225,225,100.0,20018
20,19,77,77,100.0,20019
20,20,113,113,100.0,20020
20,21,73,73,100.0,20021
20,22,165,165,100.0,20022
20,23,218,218,100.0,20023
20,24,262,262,100.0,20024
20,25,84,84,100.0,20025
20,26,166,166,100.0,20026
20,27,131,131,100.0,20027
20,28,214,214,100.0,20028
20,29,183,183,100.0,20029
20,30,156,156,100.0,20030
20,31,174,174,100.0,20031
20,32,250,250,100.0,20032
20,33,233,233,100.0,20033
20,34,215,215,100.0,20034
20,35,101,101,100.0,20035
20,36,157,157,100.0,20036
20,37,116,116,100.0,20037
20,38,34,34,100.0,20038
20,39,167,167,100.0,20039
20,40,125,125,100.0,20040
20,41,9,9,100.0,20041
20,42,132,132,100.0,20042
20,43,66,66,100.0,20043
20,44,181,181,100.0,20044
20,45,38,38,100.0,20045
20,46,133,133,100.0,20046
20,47,103,103,100.0,20047
20,48,76,76,100.0,20048
20,49,146,146,100.0,20049
20,50,147,147,100.0,20050
20,51,40,40,100.0,20051
20,52,76,76,100.0,20052
20,53,36,36,100.0,20053
20,54,124,124,100.0,20054
20,55,88,88,100.0,20055
21,1,319,319,100.0,21001
21,2,97,97,100.0,21002
21,3,337,337,100.0,21003
21,4,288,288,100.0,21004
21,5,237,237,100.0,21005
21,6,227,227,100.0,21006
21,7,238,238,100.0,21007
21,8,250,250,100.0,21008
21,9,219,219,100.0,21009
21,10,156,156,100.0,21010
21,11,235,235,100.0,21011
21,12,247,247,100.0,21012
21,13,124,124,100.0,21013
21,14,217,217,100.0,21014
21,15,197,197,100.0,21015
21,16,208,208,100.0,21016
21,17,106,106,100.0,21017
21,18,228,228,100.0,21018
21,19,202,202,100.0,21019
21,20,130,130,100.0,21020
21,21,242,242,100.0,21021
21,22,259,259,100.0,21022
21,23,172,172,100.0,21023
21,24,252,252,100.0,21024
21,25,177,177,100.0,21025
21,26,169,169,100.0,21026
21,27,263,263,100.0,21027
21,28,172,172,100.0,21028
21,29,110,110,100.0,21029
21,30,159,159,100.0,21030
21,31,311,311,100.0,21031
21,32,142,142,100.0,21032
21,33,235,235,100.0,21033
21,34,261,261,100.0,21034
21,35,156,156,100.0,21035
21,36,211,211,100.0,21036
21,37,150,150,100.0,21037
21,38,220,220,100.0,21038
21,39,190,190,100.0,21039
21,40,228,228,100.0,21040
21,41,192,192,100.0,21041
21,42,208,208,100.0,21042
21,43,196,196,100.0,21043
21,44,211,211,100.0,21044
21,45,178,178,100.0,21045
21,46,171,171,100.0,21046
21,47,283,283,100.0,21047
21,48,284,284,100.0,21048
21,49,262,262,100.0,21049
21,50,218,218,100.0,21050
21,51,220,220,100.0,21051
21,52,253,253,100.0,21052
21,53,194,194,100.0,21053
21,54,201,201,100.0,21054
21,55,246,246,100.0,21055
21,56,171,171,100.0,21056
21,57,232,232,100.0,21057
21,58,170,170,100.0,21058
21,59,286,286,100.0,21059
21,60,198,198,100.0,21060
21,61,253,253,100.0,21061
21,62,214,214,100.0,21062
21,63,224,224,100.0,21063
21,64,128,128,100.0,21064
21,65,188,188,100.0,21065
21,66,183,183,100.0,21066
21,67,179,179,100.0,21067
21,68,225,225,100.0,21068
21,69,179,179,100.0,21069
21,70,146,146,100.0,21070
21,71,158,158,100.0,21071
21,72,176,176,100.0,21072
21,73,277,277,100.0,21073
21,74,86,86,100.0,21074
21,75,173,173,100.0,21075
21,76,236,236,100.0,21076
22,1,99,99,100.0,22001
22,2,92,92,100.0,22002
22,3,107,107,100.0,22003
22,4,129,129,100.0,22004
22,5,145,145,100.0,22005
22,6,130,130,100.0,22006
22,7,149,149,100.0,22007
22,8,116,116,100.0,22008
22,9,126,126,100.0,22009
22,10,117,117,100.0,22010
22,11,126,126,100.0,22011
22,12,83,83,100.0,22012
22,13,161,161,100.0,22013
22,14,94,94,100.0,22014
22,15,105,105,100.0,22015
22,16,159,159,100.0,22016
22,17,124,124,100.0,22017
22,18,129,129,100.0,22018
22,19,135,135,100.0,22019
22,20,141,141,100.0,22020
22,21,195,195,100.0,22021
22,22,95,95,100.0,22022
22,23,78,78,100.0,22023
22,24,108,108,100.0,22024
22,25,103,103,100.0,22025
22,26,93,93,100.0,22026
22,27,119,119,100.0,22027
22,28,111,111,100.0,22028
22,29,80,80,100.0,22029
22,30,131,131,100.0,22030
23,1,218,218,100.0,23001
23,2,260,260,100.0,23002
23,3,227,227,100.0,23003
23,4,216,216,100.0,23004
23,5,193,193,100.0,23005
23,6,238,238,100.0,23006
23,7,114,114,100.0,23007
23,8,249,249,100.0,23008
23,9,190,190,100.0,23009
23,10,249,249,100.0,23010
23,11,259,259,100.0,23011
23,12,210,210,100.0,23012
23,13,286,286,100.0,23013
23,14,106,106,100.0,23014
23,15,243,243,100.0,23015
23,16,275,275,100.0,23016
23,17,291,291,100.0,23017
23,18,189,189,100.0,23018
23,19,224,224,100.0,23019
23,20,216,216,100.0,23020
23,21,186,186,100.0,23021
23,22,240,240,100.0,23022
23,23,216,216,100.0,23023
23,24,160,160,100.0,23024
23,25,151,151,100.0,23025
23,26,227,227,100.0,23026
23,27,231,231,100.0,23027
23,28,256,256,100.0,23028
23,29,197,197,100.0,23029
23,30,235,235,100.0,23030
23,31,217,217,100.0,23031
23,32,259,259,100.0,23032
23,33,237,237,100.0,23033
23,34,191,191,100.0,23034
23,35,143,143,100.0,23035
23,36,313,313,100.0,23036
23,37,172,172,100.0,23037
23,38,180,180,100.0,23038
23,39,220,220,100.0,23039
23,40,213,213,100.0,23040
23,41,221,221,100.0,23041
23,42,195,195,100.0,23042
23,43,273,273,100.0,23043
23,44,217,217,100.0,23044
23,45,269,269,100.0,23045
23,46,247,247,100.0,23046
23,47,257,257,100.0,23047
23,48,184,184,100.0,23048
23,49,288,288,100.0,23049
23,50,158,158,100.0,23050
23,51,201,201,100.0,23051
23,52,304,304,100.0,23052
23,53,154,154,100.0,23053
23,54,315,315,100.0,23054
23,55,226,226,100.0,23055
23,56,192,192,100.0,23056
24,1,144,144,100.0,24001
24,2,181,181,100.0,24002
24,3,149,149,100.0,24003
24,4,179,179,100.0,24004
24,5,135,135,100.0,24005
24,6,215,215,100.0,24006
24,7,146,146,100.0,24007
24,8,150,150,100.0,24008
24,9,186,186,100.0,24009
24,10,163,163,100.0,24010
24,11,90,90,100.0,24011
24,12,130,130,100.0,24012
24,13,136,136,100.0,24013
24,14,238,238,100.0,24014
24,15,146,146,100.0,24015
24,16,138,138,100.0,24016
24,17,170,170,100.0,24017
24,18,118,118,100.0,24018
24,19,138,138,100.0,24019
24,20,199,199,100.0,24020
24,21,125,125,100.0,24021
24,22,165,165,100.0,24022
24,23,165,165,100.0,24023
24,24,111,111,100.0,24024
24,25,105,105,100.0,24025
24,26,187,187,100.0,24026
24,27,111,111,100.0,24027
24,28,160,160,100.0,24028
24,29,195,195,100.0,24029
24,30,136,136,100.0,24030
24,31,157,157,100.0,24031
24,32,170,170,100.0,24032
24,33,102,102,100.0,24033
24,34,155,155,100.0,24034
24,35,109,109,100.0,24035
24,36,149,149,100.0,24036
24,37,175,175,100.0,24037
24,38,164,164,100.0,24038
24,39,184,184,100.0,24039
24,40,205,205,100.0,24040
24,41,154,154,100.0,24041
24,42,147,147,100.0,24042
24,43,211,211,100.0,24043
24,44,66,66,100.0,24044
24,45,149,149,100.0,24045
24,46,170,170,100.0,24046
24,47,138,138,100.0,24047
24,48,95,95,100.0,24048
24,49,229,229,100.0,24049
24,50,250,250,100.0,24050
24,51,225,225,100.0,24051
24,52,150,150,100.0,24052
24,53,134,134,100.0,24053
24,54,160,160,100.0,24054
24,55,95,95,100.0,24055
24,56,208,208,100.0,24056
24,57,141,141,100.0,24057
24,58,182,182,100.0,24058
24,59,92,92,100.0,24059
25,1,161,161,100.0,25001
25,2,186,186,100.0,25002
25,3,86,86,100.0,25003
25,4,237,237,100.0,25004
25,5,213,213,100.0,25005
25,6,149,149,100.0,25006
25,7,154,154,100.0,25007
25,8,174,174,100.0,25008
25,9,222,222,100.0,25009
25,10,111,111,100.0,25010
25,11,138,138,100.0,25011
25,12,178,178,100.0,25012
25,13,204,204,100.0,25013
25,14,108,108,100.0,25014
25,15,166,166,100.0,25015
25,16,64,64,100.0,25016
25,17,240,240,100.0,25017
25,18,159,159,100.0,25018
25,19,178,178,100.0,25019
25,20,230,230,100.0,25020
25,21,160,160,100.0,25021
25,22,99,99,100.0,25022
25,23,203,203,100.0,25023
25,24,154,154,100.0,25024
25,25,187,187,100.0,25025
25,26,129,129,100.0,25026
25,27,153,153,100.0,25027
25,28,247,247,100.0,25028
25,29,170,170,100.0,25029
25,30,183,183,100.0,25030
26,1,97,97,100.0,26001
26,2,90,90,100.0,26002
26,3,88,88,100.0,26003
26,4,90,90,100.0,26004
26,5,157,157,100.0,26005
26,6,90,90,100.0,26006
26,7,78,78,100.0,26007
26,8,87,87,100.0,26008
26,9,76,76,100.0,26009
26,10,78,78,100.0,26010
26,11,101,101,100.0,26011
26,12,67,67,100.0,26012
26,13,120,120,100.0,26013
26,14,100,100,100.0,26014
26,15,79,79,100.0,26015
26,16,92,92,100.0,26016
26,17,99,99,100.0,26017
26,18,72,72,100.0,26018
26,19,149,149,100.0,26019
26,20,128,128,100.0,26020
26,21,122,122,100.0,26021
26,22,77,77,100.0,26022
26,23,83,83,100.0,26023
26,24,97,97,100.0,26024
26,25,53,53,100.0,26025
26,26,69,69,100.0,26026
26,27,88,88,100.0,26027
26,28,86,86,100.0,26028
26,29,89,89,100.0,26029
26,30,129,129,100.0,26030
26,31,89,89,100.0,26031
26,32,132,132,100.0,26032
26,33,65,65,100.0,26033
26,34,113,113,100.0,26034
26,35,124,124,100.0,26035
26,36,111,111,100.0,26036
26,37,60,60,100.0,26037
26,38,81,81,100.0,26038
26,39,95,95,100.0,26039
26,40,39,39,100.0,26040
26,41,93,93,100.0,26041
26,42,88,88,100.0,26042
26,43,83,83,100.0,26043
26,44,81,81,100.0,26044
26,45,103,103,100.0,26045
26,46,192,192,100.0,26046
26,47,52,52,100.0,26047
26,48,104,104,100.0,26048
26,49,70,70,100.0,26049
26,50,61,61,100.0,26050
26,51,98,98,100.0,26051
26,52,64,64,100.0,26052
26,53,66,66,100.0,26053
26,54,94,94,100.0,26054
26,55,87,87,100.0,26055
26,56,99,99,100.0,26056
26,57,72,72,100.0,26057
26,58,80,80,100.0,26058
26,59,94,94,100.0,26059
26,60,81,81,100.0,26060
26,61,68,68,100.0,26061
26,62,132,132,100.0,26062
26,63,41,41,100.0,26063
27,1,93,93,100.0,27001
27,2,141,141,100.0,27002
27,3,187,187,100.0,27003
27,4,119,119,100.0,27004
27,5,39,39,100.0,27005
27,6,123,123,100.0,27006
27,7,149,149,100.0,27007
27,8,93,93,100.0,27008
27,9,279,279,100.0,27009
27,10,263,263,100.0,27010
27,11,103,103,100.0,27011
27,12,69,69,100.0,27012
27,13,51,51,100.0,27013
27,14,77,77,100.0,27014
27,15,118,118,100.0,27015
27,16,85,85,100.0,27016
27,17,96,96,100.0,27017
27,18,80,80,100.0,27018
27,19,165,165,100.0,27019
27,20,220,220,100.0,27020
27,21,98,98,100.0,27021
27,22,154,154,100.0,27022
27,23,66,66,100.0,27023
27,24,153,153,100.0,27024
27,25,118,118,100.0,27025
27,26,145,145,100.0,27026
27,27,88,88,100.0,27027
27,28,169,169,100.0,27028
27,29,136,136,100.0,27029
27,30,119,119,100.0,27030
27,31,142,142,100.0,27031
27,32,108,108,100.0,27032
27,33,146,146,100.0,27033
27,34,115,115,100.0,27034
27,35,322,322,100.0,27035
27,36,155,155,100.0,27036
27,37,71,71,100.0,27037
27,38,171,171,100.0,27038
27,39,90,90,100.0,27039
27,40,122,122,100.0,27040
27,41,196,196,100.0,27041
27,42,99,99,100.0,27042
27,43,126,126,100.0,27043
27,44,126,126,100.0,27044
27,45,157,157,100.0,27045
27,46,164,164,100.0,27046
27,47,146,146,100.0,27047
27,48,161,161,100.0,27048
27,49,134,134,100.0,27049
27,50,280,280,100.0,27050
27,51,92,92,100.0,27051
27,52,38,38,100.0,27052
27,53,80,80,100.0,27053
27,54,208,208,100.0,27054
27,55,73,73,100.0,27055
27,56,122,122,100.0,27056
27,57,112,112,100.0,27057
27,58,125,125,100.0,27058
27,59,177,177,100.0,27059
27,60,42,42,100.0,27060
27,61,37,37,100.0,27061
27,62,130,130,100.0,27062
27,63,160,160,100.0,27063
27,64,141,141,100.0,27064
28,1,166,166,100.0,28001
28,2,105,105,100.0,28002
28,3,87,87,100.0,28003
28,4,113,113,100.0,28004
28,5,42,42,100.0,28005
28,6,124,124,100.0,28006
28,7,184,184,100.0,28007
28,8,103,103,100.0,28008
28,9,108,108,100.0,28009
28,10,46,46,100.0,28010
28,11,91,91,100.0,28011
28,12,71,71,100.0,28012
28,13,67,67,100.0,28013
28,14,114,114,100.0,28014
28,15,109,109,100.0,28015
28,16,134,134,100.0,28016
28,17,132,132,100.0,28017
28,18,193,193,100.0,28018
28,19,171,171,100.0,28019
28,20,142,142,100.0,28020
28,21,178,178,100.0,28021
28,22,145,145,100.0,28022
28,23,197,197,100.0,28023
28,24,110,110,100.0,28024
28,25,108,108,100.0,28025
28,26,151,151,100.0,28026
28,27,104,104,100.0,28027
28,28,119,119,100.0,28028
28,29,130,130,100.0,28029
28,30,105,105,100.0,28030
28,31,105,105,100.0,28031
28,32,152,152,100.0,28032
28,33,133,133,100.0,28033
28,34,10,10,100.0,28034
28,35,117,117,100.0,28035
28,36,154,154,100.0,28036
28,37,178,178,100.0,28037
28,38,58,58,100.0,28038
28,39,89,89,100.0,28039
28,40,172,172,100.0,28040
28,41,80,80,100.0,28041
28,42,106,106,100.0,28042
28,43,98,98,100.0,28043
28,44,87,87,100.0,28044
28,45,116,116,100.0,28045
28,46,122,122,100.0,28046
28,47,116,116,100.0,28047
28,48,86,86,100.0,28048
28,49,80,80,100.0,28049
28,50,79,79,100.0,28050
28,51,161,161,100.0,28051
28,52,155,155,100.0,28052
28,53,71,71,100.0,28053
28,54,127,127,100.0,28054
28,55,130,130,100.0,28055
28,56,143,143,100.0,28056
28,57,106,106,100.0,28057
28,58,96,96,100.0,28058
28,59,114,114,100.0,28059
28,60,113,113,100.0,28060
28,61,79,79,100.0,28061
28,62,141,141,100.0,28062
28,63,161,161,100.0,28063
28,64,106,106,100.0,28064
28,65,146,146,100.0,28065
28,66,136,136,100.0,28066
28,67,91,91,100.0,28067
28,68,147,147,100.0,28068
28,69,87,87,100.0,28069
28,70,90,90,100.0,28070
28,71,134,134,100.0,28071
28,72,85,85,100.0,28072
28,73,73,73,100.0,28073
28,74,116,116,100.0,28074
28,75,97,97,100.0,28075
28,76,93,93,100.0,28076
29,1,215,215,100.0,29001
29,2,82,82,100.0,29002
29,3,240,240,100.0,29003
29,4,176,176,100.0,29004
29,5,241,241,100.0,29005
29,6,74,74,100.0,29006
29,7,88,88,100.0,29007
29,8,164,164,100.0,29008
29,9,82,82,100.0,29009
29,10,211,211,100.0,29010
29,11,279,279,100.0,29011
29,12,246,246,100.0,29012
29,13,212,212,100.0,29013
29,14,227,227,100.0,29014
29,15,235,235,100.0,29015
29,16,278,278,100.0,29016
29,17,196,196,100.0,29017
29,18,213,213,100.0,29018
29,19,168,168,100.0,29019
29,20,190,190,100.0,29020
29,21,170,170,100.0,29021
29,22,149,149,100.0,29022
29,23,213,213,100.0,29023
29,24,87,87,100.0,29024
29,25,236,236,100.0,29025
29,26,193,193,100.0,29026
29,27,146,146,100.0,29027
29,28,246,246,100.0,29028
29,29,254,254,100.0,29029
29,30,40,40,100.0,29030
29,31,195,195,100.0,29031
29,32,141,141,100.0,29032
29,33,199,199,100.0,29033
29,34,139,139,100.0,29034
29,35,179,179,100.0,29035
29,36,220,220,100.0,29036
29,37,207,207,100.0,29037
29,38,176,176,100.0,29038
29,39,167,167,100.0,29039
29,40,325,325,100.0,29040
29,41,245,245,100.0,29041
29,42,241,241,100.0,29042
29,43,249,249,100.0,29043
29,44,228,228,100.0,29044
29,45,209,209,100.0,29045
29,46,200,200,100.0,29046
29,47,306,306,100.0,29047
29,48,193,193,100.0,29048
29,49,260,260,100.0,29049
29,50,175,175,100.0,29050
29,51,219,219,100.0,29051
29,52,152,152,100.0,29052
29,53,167,167,100.0,29053
29,54,133,133,100.0,29054
30,1,155,155,100.0,30001
30,2,115,115,100.0,30002
30,3,218,218,100.0,30003
30,4,129,129,100.0,30004
30,5,93,93,100.0,30005
30,6,81,81,100.0,30006
30,7,118,118,100.0,30007
30,8,182,182,100.0,30008
30,9,151,151,100.0,30009
30,10,181,181,100.0,30010
30,11,122,122,100.0,30011
30,12,114,114,100.0,30012
30,13,138,138,100.0,30013
30,14,58,58,100.0,30014
30,15,147,147,100.0,30015
30,16,116,116,100.0,30016
30,17,202,202,100.0,30017
30,18,33,33,100.0,30018
30,19,98,98,100.0,30019
30,20,111,111,100.0,30020
30,21,102,102,100.0,30021
30,22,160,160,100.0,30022
30,23,110,110,100.0,30023
30,24,107,107,100.0,30024
30,25,113,113,100.0,30025
30,26,97,97,100.0,30026
30,27,118,118,100.0,30027
30,28,115,115,100.0,30028
30,29,62,62,100.0,30029
30,30,156,156,100.0,30030
30,31,100,100,100.0,30031
30,32,72,72,100.0,30032
30,33,116,116,100.0,30033
30,34,145,145,100.0,30034
30,35,119,119,100.0,30035
30,36,148,148,100.0,30036
30,37,117,117,100.0,30037
30,38,215,215,100.0,30038
30,39,134,134,100.0,30039
30,40,140,140,100.0,30040
30,41,134,134,100.0,30041
31,1,74,74,100.0,31001
31,2,117,117,100.0,31002
31,3,109,109,100.0,31003
31,4,121,121,100.0,31004
31,5,136,136,100.0,31005
31,6,143,143,100.0,31006
31,7,107,107,100.0,31007
31,8,95,95,100.0,31008
31,9,140,140,100.0,31009
31,10,61,61,100.0,31010
31,11,81,81,100.0,31011
31,12,122,122,100.0,31012
31,13,126,126,100.0,31013
31,14,115,115,100.0,31014
31,15,75,75,100.0,31015
31,16,68,68,100.0,31016
31,17,101,101,100.0,31017
31,18,122,122,100.0,31018
31,19,107,107,100.0,31019
31,20,98,98,100.0,31020
31,21,138,138,100.0,31021
31,22,85,85,100.0,31022
31,23,76,76,100.0,31023
31,24,98,98,100.0,31024
31,25,115,115,100.0,31025
31,26,71,71,100.0,31026
31,27,77,77,100.0,31027
31,28,124,124,100.0,31028
31,29,108,108,100.0,31029
31,30,118,118,100.0,31030
31,31,173,173,100.0,31031
31,32,104,104,100.0,31032
31,33,112,112,100.0,31033
31,34,106,106,100.0,31034
31,35,87,87,100.0,31035
31,36,121,121,100.0,31036
31,37,129,129,100.0,31037
31,38,67,67,100.0,31038
31,39,75,75,100.0,31039
31,40,89,89,100.0,31040
31,41,104,104,100.0,31041
31,42,110,110,100.0,31042
31,43,146,146,100.0,31043
31,44,108,108,100.0,31044
31,45,106,106,100.0,31045
31,46,109,109,100.0,31046
31,47,156,156,100.0,31047
31,48,111,111,100.0,31048
31,49,61,61,100.0,31049
31,50,167,167,100.0,31050
31,51,75,75,100.0,31051
32,1,241,241,100.0,32001
32,2,237,237,100.0,32002
32,3,165,165,100.0,32003
32,4,262,262,100.0,32004
32,5,164,164,100.0,32005
32,6,178,178,100.0,32006
32,7,173,173,100.0,32007
32,8,295,295,100.0,32008
32,9,356,356,100.0,32009
32,10,226,226,100.0,32010
32,11,138,138,100.0,32011
32,12,124,124,100.0,32012
32,13,112,112,100.0,32013
32,14,173,173,100.0,32014
32,15,194,194,100.0,32015
32,16,236,236,100.0,32016
32,17,186,186,100.0,32017
32,18,196,196,100.0,32018
32,19,203,203,100.0,32019
32,20,224,224,100.0,32020
32,21,214,214,100.0,32021
32,22,300,300,100.0,32022
32,23,248,248,100.0,32023
32,24,202,202,100.0,32024
32,25,199,199,100.0,32025
32,26,176,176,100.0,32026
32,27,188,188,100.0,32027
32,28,186,186,100.0,32028
32,29,208,208,100.0,32029
32,30,185,185,100.0,32030
32,31,297,297,100.0,32031
32,32,232,232,100.0,32032
32,33,184,184,100.0,32033
32,34,242,242,100.0,32034
32,35,261,261,100.0,32035
32,36,255,255,100.0,32036
32,37,200,200,100.0,32037
32,38,245,245,100.0,32038
32,39,298,298,100.0,32039
32,40,263,263,100.0,32040
32,41,279,279,100.0,32041
32,42,284,284,100.0,32042
32,43,248,248,100.0,32043
32,44,142,142,100.0,32044
32,45,200,200,100.0,32045
32,46,91,91,100.0,32046
32,47,240,240,100.0,32047
32,48,311,311,100.0,32048
32,49,165,165,100.0,32049
32,50,274,274,100.0,32050
32,51,245,245,100.0,32051
32,52,131,131,100.0,32052
33,1,223,223,100.0,33001
33,2,305,305,100.0,33002
33,3,174,174,100.0,33003
33,4,204,204,100.0,33004
33,5,109,109,100.0,33005
33,6,239,239,100.0,33006
33,7,240,240,100.0,33007
33,8,259,259,100.0,33008
33,9,143,143,100.0,33009
33,10,338,338,100.0,33010
33,11,262,262,100.0,33011
33,12,261,261,100.0,33012
33,13,286,286,100.0,33013
33,14,184,184,100.0,33014
33,15,194,194,100.0,33015
33,16,68,68,100.0,33016
33,17,250,250,100.0,33017
33,18,94,94,100.0,33018
33,19,213,213,100.0,33019
33,20,180,180,100.0,33020
33,21,279,279,100.0,33021
33,22,290,290,100.0,33022
33,23,305,305,100.0,33023
33,24,225,225,100.0,33024
33,25,318,318,100.0,33025
33,26,203,203,100.0,33026
33,27,137,137,100.0,33027
33,28,223,223,100.0,33028
33,29,223,223,100.0,33029
33,30,200,200,100.0,33030
33,31,225,225,100.0,33031
33,32,202,202,100.0,33032
33,33,177,177,100.0,33033
33,34,140,140,100.0,33034
34,1,301,301,100.0,34001
34,2,202,202,100.0,34002
34,3,188,188,100.0,34003
34,4,220,220,100.0,34004
34,5,179,179,100.0,34005
34,6,145,145,100.0,34006
34,7,291,291,100.0,34007
34,8,243,243,100.0,34008
34,9,211,211,100.0,34009
34,10,294,294,100.0,34010
34,11,185,185,100.0,34011
34,12,225,225,100.0,34012
34,13,203,203,100.0,34013
34,14,187,187,100.0,34014
34,15,179,179,100.0,34015
34,16,186,186,100.0,34016
34,17,213,213,100.0,34017
34,18,175,175,100.0,34018
34,19,172,172,100.0,34019
34,20,280,280,100.0,34020
34,21,280,280,100.0,34021
34,22,260,260,100.0,34022
34,23,197,197,100.0,34023
34,24,214,214,100.0,34024
34,25,142,142,100.0,34025
34,26,199,199,100.0,34026
34,27,166,166,100.0,34027
34,28,145,145,100.0,34028
34,29,281,281,100.0,34029
34,30,283,283,100.0,34030
34,31,153,153,100.0,34031
34,32,269,269,100.0,34032
34,33,131,131,100.0,34033
34,34,207,207,100.0,34034
34,35,270,270,100.0,34035
34,36,225,225,100.0,34036
34,37,155,155,100.0,34037
34,38,156,156,100.0,34038
34,39,164,164,100.0,34039
34,40,278,278,100.0,34040
34,41,204,204,100.0,34041
34,42,250,250,100.0,34042
34,43,232,232,100.0,34043
34,44,331,331,100.0,34044
34,45,265,265,100.0,34045
34,46,133,133,100.0,34046
34,47,124,124,100.0,34047
34,48,222,222,100.0,34048
34,49,236,236,100.0,34049
34,50,197,197,100.0,34050
34,51,347,347,100.0,34051
34,52,194,194,100.0,34052
34,53,203,203,100.0,34053
34,54,196,196,100.0,34054
34,55,160,160,100.0,34055
34,56,188,188,100.0,34056
34,57,160,160,100.0,34057
34,58,187,187,100.0,34058
34,59,188,188,100.0,34059
34,60,167,167,100.0,34060
34,61,181,181,100.0,34061
34,62,275,275,100.0,34062
34,63,201,201,100.0,34063
34,64,53,53,100.0,34064
34,65,87,87,100.0,34065
34,66,226,226,100.0,34066
34,67,192,192,100.0,34067
34,68,124,124,100.0,34068
34,69,149,149,100.0,34069
