ward,precinct,total,Robert Russell Kijak (Christie),Robert Russell Kijak (Christie) Percent,Jean Wayner (Christie),Jean Wayner (Christie) Percent,Antonio Alonso (Trump),Antonio Alonso (Trump) Percent,Michael Burke (Trump),Michael Burke (Trump) Percent,Christopher Hilliard (Trump),Christopher Hilliard (Trump) Percent,Kirstie Ann Brenson (Bush),Kirstie Ann Brenson (Bush) Percent,Jeffrey S. Arseneau (Bush),Jeffrey S. Arseneau (Bush) Percent,Patrick E. Rea (Bush),Patrick E. Rea (Bush) Percent,Karen Ann Hayes (Cruz),Karen Ann Hayes (Cruz) Percent,Audrey A. Tancos (Cruz),Audrey A. Tancos (Cruz) Percent,Gina M. Danaher (Cruz),Gina M. Danaher (Cruz) Percent,Joann Kelly (Fiorina),Joann Kelly (Fiorina) Percent,Norman Stanley (Fiorina),Norman Stanley (Fiorina) Percent,Mary P. Geringer (Fiorina),Mary P. Geringer (Fiorina) Percent,Shaun Colin Murphy (Kasich),Shaun Colin Murphy (Kasich) Percent,Matthew T. Murphy (Kasich),Matthew T. Murphy (Kasich) Percent,Kevin Suggs (Kasich),Kevin Suggs (Kasich) Percent,Darnell B. Macklin (Carson),Darnell B. Macklin (Carson) Percent,Michael J. Uremovich (Carson),Michael J. Uremovich (Carson) Percent,Symeon Brown (Paul),Symeon Brown (Paul) Percent,Margo McDermed (Rubio),Margo McDermed (Rubio) Percent,Corey Brooks (Rubio),Corey Brooks (Rubio) Percent,Raymond Tuminello (Rubio),Raymond Tuminello (Rubio) Percent,precinct_id
6,22,18,0,0.0,0,0.0,3,16.67,3,16.67,3,16.67,0,0.0,0,0.0,0,0.0,2,11.11,2,11.11,2,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,1,5.56,1,5.56,06022
6,23,8,0,0.0,1,12.5,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,06023
6,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06024
6,25,7,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06025
6,26,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,2,28.57,2,28.57,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06026
6,27,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,30.0,3,30.0,3,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,06027
6,28,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06028
6,29,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06029
6,30,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06030
6,31,6,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06031
6,32,4,0,0.0,0,0.0,1,25.0,1,25.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06032
6,33,16,0,0.0,0,0.0,1,6.25,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,3,18.75,3,18.75,3,18.75,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,06033
6,34,9,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,06034
6,35,13,2,15.38,0,0.0,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,1,7.69,2,15.38,1,7.69,0,0.0,1,7.69,0,0.0,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06035
6,36,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06036
6,37,12,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,25.0,1,8.33,0,0.0,2,16.67,3,25.0,1,8.33,06037
6,38,7,0,0.0,0,0.0,2,28.57,2,28.57,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,06038
6,39,6,0,0.0,0,0.0,0,0.0,2,33.33,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06039
6,40,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,06040
6,41,6,0,0.0,1,16.67,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,06041
6,42,12,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,2,16.67,1,8.33,0,0.0,0,0.0,1,8.33,0,0.0,06042
6,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06043
6,44,35,0,0.0,1,2.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,8.57,1,2.86,2,5.71,1,2.86,1,2.86,1,2.86,0,0.0,0,0.0,2,5.71,16,45.71,3,8.57,1,2.86,1,2.86,2,5.71,0,0.0,06044
6,45,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,42.86,2,28.57,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06045
6,46,3,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,06046
6,47,6,0,0.0,0,0.0,1,16.67,2,33.33,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,06047
6,48,11,0,0.0,0,0.0,2,18.18,2,18.18,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,1,9.09,0,0.0,06048
7,1,3,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07001
8,1,7,0,0.0,0,0.0,2,28.57,2,28.57,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,08001
8,2,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,08002
8,3,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08003
8,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08004
8,5,8,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,2,25.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,08005
8,6,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,28.57,2,28.57,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08006
8,8,5,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08008
8,10,4,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,08010
8,11,3,1,33.33,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08011
8,12,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,0,0.0,1,20.0,1,20.0,1,20.0,08012
8,13,7,0,0.0,0,0.0,2,28.57,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,08013
8,14,10,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,2,20.0,2,20.0,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,1,10.0,0,0.0,1,10.0,0,0.0,08014
8,15,11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,1,9.09,3,27.27,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,1,9.09,2,18.18,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,08015
8,16,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08016
8,18,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,1,14.29,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,1,14.29,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,08018
8,19,14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,28.57,3,21.43,3,21.43,0,0.0,0,0.0,0,0.0,0,0.0,1,7.14,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,08019
8,20,4,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,08020
8,21,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,08021
8,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08022
8,23,7,0,0.0,0,0.0,2,28.57,2,28.57,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08023
8,24,6,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,08024
8,25,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08025
8,26,6,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08026
8,27,4,0,0.0,0,0.0,2,50.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08027
8,29,17,0,0.0,0,0.0,2,11.76,1,5.88,3,17.65,0,0.0,0,0.0,0,0.0,2,11.76,3,17.65,2,11.76,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,0,0.0,1,5.88,0,0.0,0,0.0,1,5.88,0,0.0,0,0.0,08029
8,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08030
8,31,9,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,1,11.11,0,0.0,2,22.22,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08031
8,33,6,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,08033
8,34,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08034
8,35,9,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,08035
8,37,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,0,0.0,0,0.0,2,20.0,2,20.0,2,20.0,1,10.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,08037
8,38,3,0,0.0,1,33.33,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08038
8,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08040
8,41,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,2,25.0,2,25.0,2,25.0,08041
8,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08043
8,44,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08044
8,45,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08045
8,47,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08047
8,48,5,1,20.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,08048
8,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08049
8,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08050
8,51,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08051
8,52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08052
8,54,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08054
8,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08055
8,56,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08056
9,12,8,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09012
9,23,12,1,8.33,0,0.0,3,25.0,2,16.67,3,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,09023
9,24,11,0,0.0,0,0.0,3,27.27,3,27.27,3,27.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09024
9,25,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,09025
9,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09036
9,42,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,09042
9,47,7,0,0.0,0,0.0,2,28.57,1,14.29,2,28.57,0,0.0,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09047
9,48,8,0,0.0,0,0.0,2,25.0,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,09048
9,49,4,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,09049
9,50,9,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,09050
9,51,4,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09051
13,19,22,0,0.0,0,0.0,4,18.18,3,13.64,2,9.09,0,0.0,0,0.0,1,4.55,1,4.55,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,13.64,3,13.64,3,13.64,13019
13,41,17,0,0.0,0,0.0,2,11.76,4,23.53,2,11.76,0,0.0,0,0.0,0,0.0,2,11.76,2,11.76,3,17.65,0,0.0,0,0.0,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,13041
16,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16006
16,9,13,0,0.0,1,7.69,0,0.0,0,0.0,2,15.38,0,0.0,1,7.69,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,2,15.38,2,15.38,3,23.08,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,16009
