ward,precinct,total,Thomas J. Dart,Thomas J. Dart Percent,Sylvester E. Baker Jr.,Sylvester E. Baker Jr. Percent,precinct_id
13,27,167,153,91.62,14,8.38,13027
13,28,109,88,80.73,21,19.27,13028
13,29,148,133,89.86,15,10.14,13029
13,30,210,186,88.57,24,11.43,13030
13,31,188,167,88.83,21,11.17,13031
13,32,151,101,66.89,50,33.11,13032
13,33,150,129,86.0,21,14.0,13033
13,34,235,224,95.32,11,4.68,13034
13,35,190,174,91.58,16,8.42,13035
13,36,90,88,97.78,2,2.22,13036
13,37,168,139,82.74,29,17.26,13037
13,38,150,135,90.0,15,10.0,13038
13,39,146,136,93.15,10,6.85,13039
13,40,182,156,85.71,26,14.29,13040
13,41,132,110,83.33,22,16.67,13041
13,42,177,147,83.05,30,16.95,13042
13,43,180,160,88.89,20,11.11,13043
13,44,183,161,87.98,22,12.02,13044
13,45,203,195,96.06,8,3.94,13045
13,46,144,135,93.75,9,6.25,13046
13,47,146,124,84.93,22,15.07,13047
14,1,86,77,89.53,9,10.47,14001
14,2,130,107,82.31,23,17.69,14002
14,3,171,139,81.29,32,18.71,14003
14,4,105,91,86.67,14,13.33,14004
14,5,180,145,80.56,35,19.44,14005
14,6,134,106,79.1,28,20.9,14006
14,7,117,102,87.18,15,12.82,14007
14,8,91,77,84.62,14,15.38,14008
14,9,172,143,83.14,29,16.86,14009
14,10,116,103,88.79,13,11.21,14010
14,11,122,108,88.52,14,11.48,14011
14,12,108,97,89.81,11,10.19,14012
14,13,187,164,87.7,23,12.3,14013
14,14,88,72,81.82,16,18.18,14014
14,15,153,134,87.58,19,12.42,14015
14,16,110,102,92.73,8,7.27,14016
14,17,115,93,80.87,22,19.13,14017
14,18,84,69,82.14,15,17.86,14018
14,19,157,135,85.99,22,14.01,14019
14,20,92,75,81.52,17,18.48,14020
14,21,130,119,91.54,11,8.46,14021
14,22,144,115,79.86,29,20.14,14022
14,23,128,102,79.69,26,20.31,14023
14,24,102,90,88.24,12,11.76,14024
14,25,152,139,91.45,13,8.55,14025
14,26,117,96,82.05,21,17.95,14026
14,27,175,146,83.43,29,16.57,14027
14,28,135,107,79.26,28,20.74,14028
14,29,155,132,85.16,23,14.84,14029
14,30,109,95,87.16,14,12.84,14030
14,31,113,106,93.81,7,6.19,14031
14,32,113,90,79.65,23,20.35,14032
14,33,105,95,90.48,10,9.52,14033
14,34,131,111,84.73,20,15.27,14034
14,35,111,90,81.08,21,18.92,14035
15,1,86,57,66.28,29,33.72,15001
15,2,72,44,61.11,28,38.89,15002
15,3,71,38,53.52,33,46.48,15003
15,4,73,36,49.32,37,50.68,15004
15,5,72,36,50.0,36,50.0,15005
15,6,86,57,66.28,29,33.72,15006
15,7,77,42,54.55,35,45.45,15007
15,8,110,61,55.45,49,44.55,15008
15,9,94,54,57.45,40,42.55,15009
15,10,73,56,76.71,17,23.29,15010
15,11,89,47,52.81,42,47.19,15011
15,12,59,30,50.85,29,49.15,15012
15,13,56,28,50.0,28,50.0,15013
15,14,98,73,74.49,25,25.51,15014
15,15,61,38,62.3,23,37.7,15015
15,16,75,58,77.33,17,22.67,15016
15,17,81,43,53.09,38,46.91,15017
15,18,52,29,55.77,23,44.23,15018
15,19,83,48,57.83,35,42.17,15019
15,20,60,33,55.0,27,45.0,15020
15,21,91,44,48.35,47,51.65,15021
15,22,106,62,58.49,44,41.51,15022
15,23,63,32,50.79,31,49.21,15023
15,24,76,40,52.63,36,47.37,15024
15,25,71,38,53.52,33,46.48,15025
15,26,88,45,51.14,43,48.86,15026
15,27,76,35,46.05,41,53.95,15027
15,28,100,69,69.0,31,31.0,15028
15,29,34,15,44.12,19,55.88,15029
15,30,74,43,58.11,31,41.89,15030
15,31,46,24,52.17,22,47.83,15031
15,32,88,60,68.18,28,31.82,15032
15,33,46,23,50.0,23,50.0,15033
15,34,58,34,58.62,24,41.38,15034
15,35,105,58,55.24,47,44.76,15035
15,36,68,36,52.94,32,47.06,15036
15,37,65,33,50.77,32,49.23,15037
15,38,69,43,62.32,26,37.68,15038
15,39,73,48,65.75,25,34.25,15039
15,40,68,38,55.88,30,44.12,15040
15,41,114,71,62.28,43,37.72,15041
15,42,55,31,56.36,24,43.64,15042
15,43,79,36,45.57,43,54.43,15043
15,44,96,57,59.38,39,40.63,15044
15,45,41,27,65.85,14,34.15,15045
15,46,45,24,53.33,21,46.67,15046
15,47,95,54,56.84,41,43.16,15047
15,48,57,31,54.39,26,45.61,15048
15,49,53,34,64.15,19,35.85,15049
15,50,73,46,63.01,27,36.99,15050
15,51,59,28,47.46,31,52.54,15051
15,52,58,32,55.17,26,44.83,15052
16,1,43,23,53.49,20,46.51,16001
16,2,66,41,62.12,25,37.88,16002
16,3,92,53,57.61,39,42.39,16003
16,4,57,40,70.18,17,29.82,16004
16,5,77,44,57.14,33,42.86,16005
16,6,42,27,64.29,15,35.71,16006
16,7,82,49,59.76,33,40.24,16007
16,8,77,47,61.04,30,38.96,16008
16,9,134,63,47.01,71,52.99,16009
16,10,128,75,58.59,53,41.41,16010
16,11,80,44,55.0,36,45.0,16011
16,12,42,23,54.76,19,45.24,16012
16,13,66,39,59.09,27,40.91,16013
16,14,74,35,47.3,39,52.7,16014
16,15,110,69,62.73,41,37.27,16015
16,16,82,45,54.88,37,45.12,16016
16,17,88,72,81.82,16,18.18,16017
16,18,96,56,58.33,40,41.67,16018
16,19,102,47,46.08,55,53.92,16019
16,20,71,31,43.66,40,56.34,16020
16,21,76,53,69.74,23,30.26,16021
16,22,84,49,58.33,35,41.67,16022
16,23,72,44,61.11,28,38.89,16023
16,24,43,25,58.14,18,41.86,16024
16,25,57,27,47.37,30,52.63,16025
16,26,99,60,60.61,39,39.39,16026
16,27,119,60,50.42,59,49.58,16027
16,28,108,49,45.37,59,54.63,16028
16,29,53,32,60.38,21,39.62,16029
16,30,63,36,57.14,27,42.86,16030
16,31,107,51,47.66,56,52.34,16031
16,32,73,63,86.3,10,13.7,16032
16,33,73,34,46.58,39,53.42,16033
16,34,68,34,50.0,34,50.0,16034
16,35,77,49,63.64,28,36.36,16035
16,36,61,32,52.46,29,47.54,16036
16,37,45,18,40.0,27,60.0,16037
16,38,56,29,51.79,27,48.21,16038
16,39,101,75,74.26,26,25.74,16039
16,40,92,50,54.35,42,45.65,16040
16,41,47,18,38.3,29,61.7,16041
16,42,49,38,77.55,11,22.45,16042
16,43,91,44,48.35,47,51.65,16043
16,44,71,43,60.56,28,39.44,16044
17,1,63,33,52.38,30,47.62,17001
17,2,112,55,49.11,57,50.89,17002
17,3,55,29,52.73,26,47.27,17003
17,4,163,97,59.51,66,40.49,17004
17,5,103,62,60.19,41,39.81,17005
17,6,74,48,64.86,26,35.14,17006
17,7,104,46,44.23,58,55.77,17007
17,8,83,52,62.65,31,37.35,17008
17,9,82,43,52.44,39,47.56,17009
17,10,115,56,48.7,59,51.3,17010
17,11,105,49,46.67,56,53.33,17011
17,12,192,97,50.52,95,49.48,17012
17,13,71,35,49.3,36,50.7,17013
17,14,82,46,56.1,36,43.9,17014
17,15,125,66,52.8,59,47.2,17015
17,16,76,37,48.68,39,51.32,17016
17,17,60,32,53.33,28,46.67,17017
17,18,127,68,53.54,59,46.46,17018
17,19,44,28,63.64,16,36.36,17019
17,20,88,47,53.41,41,46.59,17020
17,21,176,94,53.41,82,46.59,17021
17,22,125,55,44.0,70,56.0,17022
17,23,62,35,56.45,27,43.55,17023
17,24,116,55,47.41,61,52.59,17024
17,25,63,27,42.86,36,57.14,17025
17,26,142,76,53.52,66,46.48,17026
17,27,157,80,50.96,77,49.04,17027
17,28,94,51,54.26,43,45.74,17028
17,29,124,77,62.1,47,37.9,17029
17,30,143,64,44.76,79,55.24,17030
17,31,90,40,44.44,50,55.56,17031
17,32,110,62,56.36,48,43.64,17032
17,33,91,60,65.93,31,34.07,17033
17,34,90,54,60.0,36,40.0,17034
17,35,81,37,45.68,44,54.32,17035
17,36,65,40,61.54,25,38.46,17036
17,37,91,52,57.14,39,42.86,17037
17,38,98,47,47.96,51,52.04,17038
17,39,82,44,53.66,38,46.34,17039
17,40,78,43,55.13,35,44.87,17040
17,41,84,49,58.33,35,41.67,17041
17,42,72,36,50.0,36,50.0,17042
17,43,65,37,56.92,28,43.08,17043
17,44,60,33,55.0,27,45.0,17044
17,45,51,26,50.98,25,49.02,17045
17,46,105,50,47.62,55,52.38,17046
17,47,52,32,61.54,20,38.46,17047
17,48,118,51,43.22,67,56.78,17048
17,49,72,40,55.56,32,44.44,17049
17,50,85,51,60.0,34,40.0,17050
17,51,122,68,55.74,54,44.26,17051
17,52,145,76,52.41,69,47.59,17052
17,53,127,67,52.76,60,47.24,17053
17,54,139,74,53.24,65,46.76,17054
17,55,103,50,48.54,53,51.46,17055
17,56,105,67,63.81,38,36.19,17056
17,57,120,60,50.0,60,50.0,17057
17,58,90,49,54.44,41,45.56,17058
17,59,58,32,55.17,26,44.83,17059
17,60,149,76,51.01,73,48.99,17060
17,61,101,67,66.34,34,33.66,17061
17,62,81,46,56.79,35,43.21,17062
17,63,61,41,67.21,20,32.79,17063
17,64,71,37,52.11,34,47.89,17064
18,1,71,45,63.38,26,36.62,18001
18,2,144,75,52.08,69,47.92,18002
18,3,141,118,83.69,23,16.31,18003
18,4,192,104,54.17,88,45.83,18004
18,5,119,69,57.98,50,42.02,18005
18,6,139,111,79.86,28,20.14,18006
18,7,133,93,69.92,40,30.08,18007
18,8,64,40,62.5,24,37.5,18008
18,9,203,120,59.11,83,40.89,18009
18,10,266,164,61.65,102,38.35,18010
18,11,145,106,73.1,39,26.9,18011
18,12,218,125,57.34,93,42.66,18012
18,13,186,114,61.29,72,38.71,18013
18,14,200,104,52.0,96,48.0,18014
18,15,78,65,83.33,13,16.67,18015
18,16,175,98,56.0,77,44.0,18016
18,17,135,90,66.67,45,33.33,18017
18,18,174,97,55.75,77,44.25,18018
18,19,223,129,57.85,94,42.15,18019
18,20,151,76,50.33,75,49.67,18020
18,21,232,146,62.93,86,37.07,18021
18,22,187,105,56.15,82,43.85,18022
18,23,130,72,55.38,58,44.62,18023
18,24,210,102,48.57,108,51.43,18024
18,25,184,106,57.61,78,42.39,18025
18,26,147,90,61.22,57,38.78,18026
18,27,136,78,57.35,58,42.65,18027
18,28,164,143,87.2,21,12.8,18028
18,29,155,107,69.03,48,30.97,18029
18,30,123,54,43.9,69,56.1,18030
18,31,104,66,63.46,38,36.54,18031
18,32,234,130,55.56,104,44.44,18032
18,33,132,69,52.27,63,47.73,18033
18,34,276,165,59.78,111,40.22,18034
18,35,226,145,64.16,81,35.84,18035
18,36,116,77,66.38,39,33.62,18036
18,37,141,73,51.77,68,48.23,18037
18,38,179,99,55.31,80,44.69,18038
18,39,114,69,60.53,45,39.47,18039
18,40,216,127,58.8,89,41.2,18040
18,41,157,127,80.89,30,19.11,18041
18,42,84,53,63.1,31,36.9,18042
18,43,92,59,64.13,33,35.87,18043
18,44,93,62,66.67,31,33.33,18044
18,45,198,97,48.99,101,51.01,18045
18,46,159,77,48.43,82,51.57,18046
18,47,107,64,59.81,43,40.19,18047
18,48,89,75,84.27,14,15.73,18048
18,49,103,57,55.34,46,44.66,18049
18,50,135,93,68.89,42,31.11,18050
18,51,205,104,50.73,101,49.27,18051
18,52,195,103,52.82,92,47.18,18052
18,53,118,75,63.56,43,36.44,18053
18,54,164,91,55.49,73,44.51,18054
18,55,169,152,89.94,17,10.06,18055
18,56,100,60,60.0,40,40.0,18056
18,57,99,67,67.68,32,32.32,18057
18,58,109,59,54.13,50,45.87,18058
18,59,137,76,55.47,61,44.53,18059
18,60,160,81,50.63,79,49.38,18060
18,61,154,79,51.3,75,48.7,18061
18,62,107,82,76.64,25,23.36,18062
19,1,294,286,97.28,8,2.72,19001
19,2,236,189,80.08,47,19.92,19002
19,3,183,174,95.08,9,4.92,19003
19,4,230,221,96.09,9,3.91,19004
19,5,293,214,73.04,79,26.96,19005
19,6,213,207,97.18,6,2.82,19006
19,7,279,266,95.34,13,4.66,19007
19,8,168,160,95.24,8,4.76,19008
19,9,178,172,96.63,6,3.37,19009
19,10,341,301,88.27,40,11.73,19010
19,11,257,246,95.72,11,4.28,19011
19,12,213,206,96.71,7,3.29,19012
19,13,164,102,62.2,62,37.8,19013
19,14,145,141,97.24,4,2.76,19014
19,15,181,173,95.58,8,4.42,19015
19,16,283,269,95.05,14,4.95,19016
19,17,275,263,95.64,12,4.36,19017
19,18,324,299,92.28,25,7.72,19018
19,19,260,231,88.85,29,11.15,19019
19,20,221,147,66.52,74,33.48,19020
19,21,163,159,97.55,4,2.45,19021
19,22,280,247,88.21,33,11.79,19022
19,23,296,286,96.62,10,3.38,19023
19,24,218,210,96.33,8,3.67,19024
19,25,295,268,90.85,27,9.15,19025
19,26,308,289,93.83,19,6.17,19026
19,27,170,121,71.18,49,28.82,19027
19,28,250,149,59.6,101,40.4,19028
19,29,162,149,91.98,13,8.02,19029
19,30,205,201,98.05,4,1.95,19030
19,31,264,248,93.94,16,6.06,19031
19,32,270,254,94.07,16,5.93,19032
19,33,248,236,95.16,12,4.84,19033
19,34,302,278,92.05,24,7.95,19034
19,35,279,251,89.96,28,10.04,19035
19,36,266,185,69.55,81,30.45,19036
19,37,257,208,80.93,49,19.07,19037
19,38,238,171,71.85,67,28.15,19038
19,39,89,64,71.91,25,28.09,19039
19,40,262,235,89.69,27,10.31,19040
19,41,181,178,98.34,3,1.66,19041
19,42,237,193,81.43,44,18.57,19042
19,43,248,161,64.92,87,35.08,19043
19,44,219,211,96.35,8,3.65,19044
19,45,268,258,96.27,10,3.73,19045
19,46,348,342,98.28,6,1.72,19046
19,47,185,146,78.92,39,21.08,19047
19,48,170,118,69.41,52,30.59,19048
19,49,302,209,69.21,93,30.79,19049
19,50,205,144,70.24,61,29.76,19050
19,51,178,171,96.07,7,3.93,19051
19,52,171,167,97.66,4,2.34,19052
19,53,270,249,92.22,21,7.78,19053
19,54,150,147,98.0,3,2.0,19054
19,55,180,175,97.22,5,2.78,19055
19,56,297,254,85.52,43,14.48,19056
19,57,272,236,86.76,36,13.24,19057
19,58,230,217,94.35,13,5.65,19058
19,59,211,203,96.21,8,3.79,19059
19,60,167,102,61.08,65,38.92,19060
19,61,345,336,97.39,9,2.61,19061
19,62,245,230,93.88,15,6.12,19062
19,63,171,132,77.19,39,22.81,19063
19,64,256,231,90.23,25,9.77,19064
19,65,198,154,77.78,44,22.22,19065
19,66,181,102,56.35,79,43.65,19066
20,1,108,61,56.48,47,43.52,20001
20,2,90,45,50.0,45,50.0,20002
20,3,86,51,59.3,35,40.7,20003
20,4,71,49,69.01,22,30.99,20004
20,5,85,54,63.53,31,36.47,20005
20,6,132,65,49.24,67,50.76,20006
20,7,26,12,46.15,14,53.85,20007
20,8,40,34,85.0,6,15.0,20008
20,9,166,100,60.24,66,39.76,20009
20,10,75,41,54.67,34,45.33,20010
20,11,64,31,48.44,33,51.56,20011
20,12,68,36,52.94,32,47.06,20012
20,13,99,63,63.64,36,36.36,20013
20,14,150,90,60.0,60,40.0,20014
20,15,82,62,75.61,20,24.39,20015
20,16,154,103,66.88,51,33.12,20016
20,17,80,34,42.5,46,57.5,20017
20,18,74,32,43.24,42,56.76,20018
20,19,81,48,59.26,33,40.74,20019
20,20,43,27,62.79,16,37.21,20020
20,21,49,37,75.51,12,24.49,20021
20,22,173,99,57.23,74,42.77,20022
20,23,130,69,53.08,61,46.92,20023
20,24,111,61,54.95,50,45.05,20024
20,25,83,40,48.19,43,51.81,20025
20,26,122,63,51.64,59,48.36,20026
20,27,85,48,56.47,37,43.53,20027
20,28,120,65,54.17,55,45.83,20028
20,29,114,60,52.63,54,47.37,20029
20,30,104,54,51.92,50,48.08,20030
20,31,142,79,55.63,63,44.37,20031
20,32,72,47,65.28,25,34.72,20032
20,33,115,55,47.83,60,52.17,20033
20,34,163,120,73.62,43,26.38,20034
20,35,35,25,71.43,10,28.57,20035
20,36,87,44,50.57,43,49.43,20036
20,37,115,54,46.96,61,53.04,20037
20,38,23,13,56.52,10,43.48,20038
20,39,91,47,51.65,44,48.35,20039
20,40,95,52,54.74,43,45.26,20040
20,41,37,29,78.38,8,21.62,20041
20,42,93,50,53.76,43,46.24,20042
20,43,22,14,63.64,8,36.36,20043
20,44,171,109,63.74,62,36.26,20044
20,45,47,27,57.45,20,42.55,20045
20,46,94,43,45.74,51,54.26,20046
20,47,81,46,56.79,35,43.21,20047
20,48,48,30,62.5,18,37.5,20048
20,49,69,37,53.62,32,46.38,20049
20,50,41,23,56.1,18,43.9,20050
21,1,250,131,52.4,119,47.6,21001
21,2,132,76,57.58,56,42.42,21002
21,3,136,62,45.59,74,54.41,21003
21,4,147,78,53.06,69,46.94,21004
21,5,155,77,49.68,78,50.32,21005
21,6,116,68,58.62,48,41.38,21006
21,7,173,88,50.87,85,49.13,21007
21,8,177,85,48.02,92,51.98,21008
21,9,168,82,48.81,86,51.19,21009
21,10,111,54,48.65,57,51.35,21010
21,11,149,71,47.65,78,52.35,21011
21,12,161,66,40.99,95,59.01,21012
21,13,77,38,49.35,39,50.65,21013
21,14,135,74,54.81,61,45.19,21014
21,15,119,53,44.54,66,55.46,21015
21,16,150,77,51.33,73,48.67,21016
21,17,156,81,51.92,75,48.08,21017
21,18,142,70,49.3,72,50.7,21018
21,19,131,67,51.15,64,48.85,21019
21,20,104,56,53.85,48,46.15,21020
21,21,175,101,57.71,74,42.29,21021
21,22,141,77,54.61,64,45.39,21022
21,23,128,51,39.84,77,60.16,21023
21,24,174,104,59.77,70,40.23,21024
21,25,145,59,40.69,86,59.31,21025
21,26,134,59,44.03,75,55.97,21026
21,27,173,86,49.71,87,50.29,21027
21,28,114,56,49.12,58,50.88,21028
21,29,69,33,47.83,36,52.17,21029
21,30,106,57,53.77,49,46.23,21030
21,31,189,97,51.32,92,48.68,21031
21,32,119,49,41.18,70,58.82,21032
21,33,160,85,53.13,75,46.88,21033
21,34,184,96,52.17,88,47.83,21034
21,35,78,45,57.69,33,42.31,21035
21,36,115,58,50.43,57,49.57,21036
21,37,134,72,53.73,62,46.27,21037
21,38,150,76,50.67,74,49.33,21038
21,39,118,59,50.0,59,50.0,21039
21,40,167,90,53.89,77,46.11,21040
21,41,112,55,49.11,57,50.89,21041
21,42,167,91,54.49,76,45.51,21042
21,43,137,64,46.72,73,53.28,21043
21,44,155,76,49.03,79,50.97,21044
21,45,154,82,53.25,72,46.75,21045
21,46,101,52,51.49,49,48.51,21046
21,47,211,101,47.87,110,52.13,21047
21,48,157,80,50.96,77,49.04,21048
21,49,193,104,53.89,89,46.11,21049
21,50,168,80,47.62,88,52.38,21050
21,51,179,94,52.51,85,47.49,21051
21,52,151,70,46.36,81,53.64,21052
21,53,128,62,48.44,66,51.56,21053
21,54,168,80,47.62,88,52.38,21054
21,55,134,73,54.48,61,45.52,21055
21,56,114,45,39.47,69,60.53,21056
21,57,126,59,46.83,67,53.17,21057
21,58,121,62,51.24,59,48.76,21058
21,59,174,97,55.75,77,44.25,21059
21,60,158,77,48.73,81,51.27,21060
21,61,170,89,52.35,81,47.65,21061
21,62,141,74,52.48,67,47.52,21062
21,63,148,76,51.35,72,48.65,21063
21,64,79,41,51.9,38,48.1,21064
21,65,248,124,50.0,124,50.0,21065
21,66,120,52,43.33,68,56.67,21066
21,67,149,78,52.35,71,47.65,21067
21,68,152,75,49.34,77,50.66,21068
21,69,122,50,40.98,72,59.02,21069
21,70,131,59,45.04,72,54.96,21070
21,71,127,64,50.39,63,49.61,21071
21,72,153,61,39.87,92,60.13,21072
21,73,149,78,52.35,71,47.65,21073
21,74,47,17,36.17,30,63.83,21074
22,1,70,47,67.14,23,32.86,22001
22,2,68,52,76.47,16,23.53,22002
22,3,130,96,73.85,34,26.15,22003
22,4,93,64,68.82,29,31.18,22004
22,5,111,68,61.26,43,38.74,22005
22,6,86,55,63.95,31,36.05,22006
22,7,111,64,57.66,47,42.34,22007
22,8,56,41,73.21,15,26.79,22008
22,9,91,60,65.93,31,34.07,22009
22,10,114,75,65.79,39,34.21,22010
22,11,84,64,76.19,20,23.81,22011
22,12,85,61,71.76,24,28.24,22012
22,13,117,85,72.65,32,27.35,22013
22,14,50,34,68.0,16,32.0,22014
22,15,61,44,72.13,17,27.87,22015
22,16,108,79,73.15,29,26.85,22016
22,17,106,78,73.58,28,26.42,22017
22,18,103,72,69.9,31,30.1,22018
22,19,60,34,56.67,26,43.33,22019
22,20,105,81,77.14,24,22.86,22020
22,21,106,56,52.83,50,47.17,22021
22,22,63,46,73.02,17,26.98,22022
22,23,118,76,64.41,42,35.59,22023
22,24,80,54,67.5,26,32.5,22024
22,25,89,52,58.43,37,41.57,22025
22,26,85,69,81.18,16,18.82,22026
22,27,128,100,78.13,28,21.88,22027
22,28,62,46,74.19,16,25.81,22028
22,29,56,42,75.0,14,25.0,22029
23,1,194,171,88.14,23,11.86,23001
23,2,249,229,91.97,20,8.03,23002
23,3,184,170,92.39,14,7.61,23003
23,4,165,143,86.67,22,13.33,23004
23,5,135,108,80.0,27,20.0,23005
23,6,187,157,83.96,30,16.04,23006
23,7,194,170,87.63,24,12.37,23007
23,8,165,140,84.85,25,15.15,23008
23,9,188,146,77.66,42,22.34,23009
23,10,261,237,90.8,24,9.2,23010
23,11,224,203,90.63,21,9.38,23011
23,12,180,160,88.89,20,11.11,23012
23,13,212,196,92.45,16,7.55,23013
23,14,152,134,88.16,18,11.84,23014
23,15,163,141,86.5,22,13.5,23015
23,16,216,195,90.28,21,9.72,23016
23,17,225,201,89.33,24,10.67,23017
23,18,134,125,93.28,9,6.72,23018
23,19,159,149,93.71,10,6.29,23019
23,20,175,167,95.43,8,4.57,23020
23,21,131,73,55.73,58,44.27,23021
23,22,169,153,90.53,16,9.47,23022
23,23,164,150,91.46,14,8.54,23023
23,24,106,84,79.25,22,20.75,23024
23,25,116,91,78.45,25,21.55,23025
23,26,187,168,89.84,19,10.16,23026
23,27,158,142,89.87,16,10.13,23027
23,28,202,179,88.61,23,11.39,23028
23,29,146,117,80.14,29,19.86,23029
23,30,161,148,91.93,13,8.07,23030
23,31,179,135,75.42,44,24.58,23031
23,32,207,176,85.02,31,14.98,23032
23,33,205,171,83.41,34,16.59,23033
23,34,133,110,82.71,23,17.29,23034
23,35,106,60,56.6,46,43.4,23035
23,36,235,220,93.62,15,6.38,23036
23,37,129,89,68.99,40,31.01,23037
23,38,150,139,92.67,11,7.33,23038
23,39,158,142,89.87,16,10.13,23039
23,40,181,163,90.06,18,9.94,23040
23,41,164,135,82.32,29,17.68,23041
23,42,152,133,87.5,19,12.5,23042
23,43,207,195,94.2,12,5.8,23043
23,44,205,187,91.22,18,8.78,23044
23,45,193,171,88.6,22,11.4,23045
23,46,173,155,89.6,18,10.4,23046
23,47,225,199,88.44,26,11.56,23047
23,48,147,124,84.35,23,15.65,23048
23,49,255,230,90.2,25,9.8,23049
23,50,120,98,81.67,22,18.33,23050
23,51,185,143,77.3,42,22.7,23051
23,52,219,195,89.04,24,10.96,23052
23,53,124,104,83.87,20,16.13,23053
23,54,213,191,89.67,22,10.33,23054
24,1,133,57,42.86,76,57.14,24001
24,2,67,29,43.28,38,56.72,24002
24,3,95,54,56.84,41,43.16,24003
24,4,97,59,60.82,38,39.18,24004
24,5,70,36,51.43,34,48.57,24005
24,6,126,60,47.62,66,52.38,24006
24,7,88,61,69.32,27,30.68,24007
24,8,81,46,56.79,35,43.21,24008
24,9,82,40,48.78,42,51.22,24009
24,10,92,41,44.57,51,55.43,24010
24,11,64,31,48.44,33,51.56,24011
24,12,74,37,50.0,37,50.0,24012
24,13,104,63,60.58,41,39.42,24013
24,14,117,55,47.01,62,52.99,24014
24,15,78,45,57.69,33,42.31,24015
24,16,62,23,37.1,39,62.9,24016
24,17,73,46,63.01,27,36.99,24017
24,18,65,33,50.77,32,49.23,24018
24,19,70,43,61.43,27,38.57,24019
24,20,101,55,54.46,46,45.54,24020
24,21,41,21,51.22,20,48.78,24021
24,22,98,48,48.98,50,51.02,24022
24,23,81,49,60.49,32,39.51,24023
24,24,52,30,57.69,22,42.31,24024
24,25,110,48,43.64,62,56.36,24025
24,26,97,57,58.76,40,41.24,24026
24,27,59,32,54.24,27,45.76,24027
24,28,119,73,61.34,46,38.66,24028
24,29,102,60,58.82,42,41.18,24029
24,30,75,38,50.67,37,49.33,24030
24,31,86,45,52.33,41,47.67,24031
24,32,84,47,55.95,37,44.05,24032
24,33,75,47,62.67,28,37.33,24033
24,34,118,67,56.78,51,43.22,24034
24,35,129,60,46.51,69,53.49,24035
24,36,74,35,47.3,39,52.7,24036
24,37,122,66,54.1,56,45.9,24037
24,38,126,72,57.14,54,42.86,24038
24,39,80,36,45.0,44,55.0,24039
24,40,147,73,49.66,74,50.34,24040
24,41,93,49,52.69,44,47.31,24041
24,42,66,41,62.12,25,37.88,24042
24,43,119,56,47.06,63,52.94,24043
24,44,156,81,51.92,75,48.08,24044
24,45,85,54,63.53,31,36.47,24045
24,46,122,68,55.74,54,44.26,24046
24,47,81,34,41.98,47,58.02,24047
24,48,57,23,40.35,34,59.65,24048
24,49,181,101,55.8,80,44.2,24049
24,50,155,89,57.42,66,42.58,24050
24,51,127,73,57.48,54,42.52,24051
24,52,84,48,57.14,36,42.86,24052
24,53,102,69,67.65,33,32.35,24053
24,54,104,61,58.65,43,41.35,24054
24,55,83,50,60.24,33,39.76,24055
24,56,131,66,50.38,65,49.62,24056
25,1,124,98,79.03,26,20.97,25001
25,2,152,109,71.71,43,28.29,25002
25,3,94,62,65.96,32,34.04,25003
25,4,144,111,77.08,33,22.92,25004
25,5,125,103,82.4,22,17.6,25005
25,6,67,52,77.61,15,22.39,25006
25,7,98,71,72.45,27,27.55,25007
25,8,124,91,73.39,33,26.61,25008
25,9,158,126,79.75,32,20.25,25009
25,10,64,49,76.56,15,23.44,25010
25,11,135,100,74.07,35,25.93,25011
25,12,102,80,78.43,22,21.57,25012
25,13,145,111,76.55,34,23.45,25013
25,14,82,70,85.37,12,14.63,25014
25,15,124,100,80.65,24,19.35,25015
25,16,111,98,88.29,13,11.71,25016
25,17,175,130,74.29,45,25.71,25017
25,18,200,163,81.5,37,18.5,25018
25,19,125,94,75.2,31,24.8,25019
25,20,136,108,79.41,28,20.59,25020
25,21,97,85,87.63,12,12.37,25021
25,22,63,44,69.84,19,30.16,25022
25,23,132,96,72.73,36,27.27,25023
25,24,152,121,79.61,31,20.39,25024
25,25,107,97,90.65,10,9.35,25025
25,26,80,68,85.0,12,15.0,25026
25,27,96,81,84.38,15,15.63,25027
25,28,173,150,86.71,23,13.29,25028
25,29,242,187,77.27,55,22.73,25029
25,30,123,92,74.8,31,25.2,25030
25,31,74,54,72.97,20,27.03,25031
26,1,48,38,79.17,10,20.83,26001
26,2,88,66,75.0,22,25.0,26002
26,3,61,50,81.97,11,18.03,26003
26,4,45,38,84.44,7,15.56,26004
26,5,100,71,71.0,29,29.0,26005
26,6,43,27,62.79,16,37.21,26006
26,7,40,32,80.0,8,20.0,26007
26,8,42,25,59.52,17,40.48,26008
26,9,32,25,78.13,7,21.88,26009
26,10,48,35,72.92,13,27.08,26010
26,11,69,46,66.67,23,33.33,26011
26,12,48,34,70.83,14,29.17,26012
26,13,75,65,86.67,10,13.33,26013
26,14,63,44,69.84,19,30.16,26014
26,15,60,44,73.33,16,26.67,26015
26,16,50,38,76.0,12,24.0,26016
26,17,43,38,88.37,5,11.63,26017
26,18,37,24,64.86,13,35.14,26018
26,19,134,99,73.88,35,26.12,26019
26,20,79,59,74.68,20,25.32,26020
26,21,58,36,62.07,22,37.93,26021
26,22,34,25,73.53,9,26.47,26022
26,23,49,39,79.59,10,20.41,26023
26,24,48,41,85.42,7,14.58,26024
26,25,34,24,70.59,10,29.41,26025
