ward,precinct,total,"John Patrick Callahan, Jr.","John Patrick Callahan, Jr. Percent",Joanne F. Fehn,Joanne F. Fehn Percent,precinct_id
13,27,163,136,83.44,27,16.56,13027
13,28,105,83,79.05,22,20.95,13028
13,29,137,119,86.86,18,13.14,13029
13,30,206,172,83.5,34,16.5,13030
13,31,185,152,82.16,33,17.84,13031
13,32,128,90,70.31,38,29.69,13032
13,33,140,111,79.29,29,20.71,13033
13,34,230,200,86.96,30,13.04,13034
13,35,184,163,88.59,21,11.41,13035
13,36,83,67,80.72,16,19.28,13036
13,37,160,123,76.88,37,23.13,13037
13,38,142,125,88.03,17,11.97,13038
13,39,133,111,83.46,22,16.54,13039
13,40,175,139,79.43,36,20.57,13040
13,41,120,92,76.67,28,23.33,13041
13,42,165,136,82.42,29,17.58,13042
13,43,174,141,81.03,33,18.97,13043
13,44,168,145,86.31,23,13.69,13044
13,45,185,168,90.81,17,9.19,13045
13,46,127,105,82.68,22,17.32,13046
13,47,139,113,81.29,26,18.71,13047
14,1,84,64,76.19,20,23.81,14001
14,2,113,88,77.88,25,22.12,14002
14,3,162,127,78.4,35,21.6,14003
14,4,97,80,82.47,17,17.53,14004
14,5,171,146,85.38,25,14.62,14005
14,6,125,101,80.8,24,19.2,14006
14,7,110,91,82.73,19,17.27,14007
14,8,82,71,86.59,11,13.41,14008
14,9,160,129,80.63,31,19.38,14009
14,10,102,79,77.45,23,22.55,14010
14,11,118,106,89.83,12,10.17,14011
14,12,96,74,77.08,22,22.92,14012
14,13,176,147,83.52,29,16.48,14013
14,14,84,71,84.52,13,15.48,14014
14,15,147,128,87.07,19,12.93,14015
14,16,102,79,77.45,23,22.55,14016
14,17,110,83,75.45,27,24.55,14017
14,18,84,50,59.52,34,40.48,14018
14,19,155,112,72.26,43,27.74,14019
14,20,85,61,71.76,24,28.24,14020
14,21,129,110,85.27,19,14.73,14021
14,22,134,101,75.37,33,24.63,14022
14,23,124,93,75.0,31,25.0,14023
14,24,98,76,77.55,22,22.45,14024
14,25,132,105,79.55,27,20.45,14025
14,26,107,74,69.16,33,30.84,14026
14,27,169,125,73.96,44,26.04,14027
14,28,136,105,77.21,31,22.79,14028
14,29,148,117,79.05,31,20.95,14029
14,30,101,84,83.17,17,16.83,14030
14,31,113,103,91.15,10,8.85,14031
14,32,109,95,87.16,14,12.84,14032
14,33,98,81,82.65,17,17.35,14033
14,34,128,110,85.94,18,14.06,14034
14,35,104,88,84.62,16,15.38,14035
15,1,73,53,72.6,20,27.4,15001
15,2,61,44,72.13,17,27.87,15002
15,3,65,41,63.08,24,36.92,15003
15,4,61,36,59.02,25,40.98,15004
15,5,55,36,65.45,19,34.55,15005
15,6,72,53,73.61,19,26.39,15006
15,7,61,37,60.66,24,39.34,15007
15,8,81,44,54.32,37,45.68,15008
15,9,73,47,64.38,26,35.62,15009
15,10,65,43,66.15,22,33.85,15010
15,11,71,48,67.61,23,32.39,15011
15,12,51,35,68.63,16,31.37,15012
15,13,49,26,53.06,23,46.94,15013
15,14,91,61,67.03,30,32.97,15014
15,15,55,29,52.73,26,47.27,15015
15,16,63,46,73.02,17,26.98,15016
15,17,72,50,69.44,22,30.56,15017
15,18,46,29,63.04,17,36.96,15018
15,19,77,51,66.23,26,33.77,15019
15,20,51,34,66.67,17,33.33,15020
15,21,74,53,71.62,21,28.38,15021
15,22,88,49,55.68,39,44.32,15022
15,23,56,28,50.0,28,50.0,15023
15,24,67,47,70.15,20,29.85,15024
15,25,62,42,67.74,20,32.26,15025
15,26,79,51,64.56,28,35.44,15026
15,27,69,44,63.77,25,36.23,15027
15,28,89,59,66.29,30,33.71,15028
15,29,28,21,75.0,7,25.0,15029
15,30,66,43,65.15,23,34.85,15030
15,31,45,24,53.33,21,46.67,15031
15,32,72,48,66.67,24,33.33,15032
15,33,43,23,53.49,20,46.51,15033
15,34,48,19,39.58,29,60.42,15034
15,35,86,58,67.44,28,32.56,15035
15,36,62,40,64.52,22,35.48,15036
15,37,56,38,67.86,18,32.14,15037
15,38,59,40,67.8,19,32.2,15038
15,39,60,36,60.0,24,40.0,15039
15,40,61,40,65.57,21,34.43,15040
15,41,102,64,62.75,38,37.25,15041
15,42,48,32,66.67,16,33.33,15042
15,43,67,38,56.72,29,43.28,15043
15,44,93,59,63.44,34,36.56,15044
15,45,38,22,57.89,16,42.11,15045
15,46,38,23,60.53,15,39.47,15046
15,47,83,58,69.88,25,30.12,15047
15,48,53,34,64.15,19,35.85,15048
15,49,51,26,50.98,25,49.02,15049
15,50,65,31,47.69,34,52.31,15050
15,51,43,29,67.44,14,32.56,15051
15,52,58,32,55.17,26,44.83,15052
16,1,42,26,61.9,16,38.1,16001
16,2,58,38,65.52,20,34.48,16002
16,3,69,45,65.22,24,34.78,16003
16,4,54,37,68.52,17,31.48,16004
16,5,69,40,57.97,29,42.03,16005
16,6,35,19,54.29,16,45.71,16006
16,7,73,37,50.68,36,49.32,16007
16,8,66,35,53.03,31,46.97,16008
16,9,115,69,60.0,46,40.0,16009
16,10,109,63,57.8,46,42.2,16010
16,11,69,47,68.12,22,31.88,16011
16,12,39,24,61.54,15,38.46,16012
16,13,54,31,57.41,23,42.59,16013
16,14,68,40,58.82,28,41.18,16014
16,15,93,55,59.14,38,40.86,16015
16,16,71,49,69.01,22,30.99,16016
16,17,82,56,68.29,26,31.71,16017
16,18,80,49,61.25,31,38.75,16018
16,19,86,55,63.95,31,36.05,16019
16,20,64,37,57.81,27,42.19,16020
16,21,62,48,77.42,14,22.58,16021
16,22,76,44,57.89,32,42.11,16022
16,23,62,42,67.74,20,32.26,16023
16,24,38,22,57.89,16,42.11,16024
16,25,49,37,75.51,12,24.49,16025
16,26,77,47,61.04,30,38.96,16026
16,27,98,50,51.02,48,48.98,16027
16,28,81,43,53.09,38,46.91,16028
16,29,46,27,58.7,19,41.3,16029
16,30,58,33,56.9,25,43.1,16030
16,31,94,53,56.38,41,43.62,16031
16,32,72,54,75.0,18,25.0,16032
16,33,67,35,52.24,32,47.76,16033
16,34,52,32,61.54,20,38.46,16034
16,35,78,53,67.95,25,32.05,16035
16,36,61,27,44.26,34,55.74,16036
16,37,40,21,52.5,19,47.5,16037
16,38,47,28,59.57,19,40.43,16038
16,39,92,66,71.74,26,28.26,16039
16,40,79,39,49.37,40,50.63,16040
16,41,41,26,63.41,15,36.59,16041
16,42,48,34,70.83,14,29.17,16042
16,43,76,44,57.89,32,42.11,16043
16,44,66,43,65.15,23,34.85,16044
17,1,51,31,60.78,20,39.22,17001
17,2,92,47,51.09,45,48.91,17002
17,3,43,26,60.47,17,39.53,17003
17,4,133,95,71.43,38,28.57,17004
17,5,83,53,63.86,30,36.14,17005
17,6,53,35,66.04,18,33.96,17006
17,7,83,47,56.63,36,43.37,17007
17,8,74,48,64.86,26,35.14,17008
17,9,68,46,67.65,22,32.35,17009
17,10,91,58,63.74,33,36.26,17010
17,11,98,60,61.22,38,38.78,17011
17,12,143,83,58.04,60,41.96,17012
17,13,58,34,58.62,24,41.38,17013
17,14,69,51,73.91,18,26.09,17014
17,15,110,59,53.64,51,46.36,17015
17,16,60,36,60.0,24,40.0,17016
17,17,53,34,64.15,19,35.85,17017
17,18,117,84,71.79,33,28.21,17018
17,19,40,25,62.5,15,37.5,17019
17,20,72,40,55.56,32,44.44,17020
17,21,147,99,67.35,48,32.65,17021
17,22,96,58,60.42,38,39.58,17022
17,23,53,30,56.6,23,43.4,17023
17,24,97,64,65.98,33,34.02,17024
17,25,63,37,58.73,26,41.27,17025
17,26,114,68,59.65,46,40.35,17026
17,27,137,93,67.88,44,32.12,17027
17,28,84,54,64.29,30,35.71,17028
17,29,108,74,68.52,34,31.48,17029
17,30,116,70,60.34,46,39.66,17030
17,31,75,46,61.33,29,38.67,17031
17,32,89,56,62.92,33,37.08,17032
17,33,65,51,78.46,14,21.54,17033
17,34,79,45,56.96,34,43.04,17034
17,35,74,47,63.51,27,36.49,17035
17,36,49,35,71.43,14,28.57,17036
17,37,77,54,70.13,23,29.87,17037
17,38,80,55,68.75,25,31.25,17038
17,39,66,48,72.73,18,27.27,17039
17,40,63,43,68.25,20,31.75,17040
17,41,70,49,70.0,21,30.0,17041
17,42,63,44,69.84,19,30.16,17042
17,43,55,36,65.45,19,34.55,17043
17,44,47,30,63.83,17,36.17,17044
17,45,42,31,73.81,11,26.19,17045
17,46,89,62,69.66,27,30.34,17046
17,47,50,33,66.0,17,34.0,17047
17,48,100,55,55.0,45,45.0,17048
17,49,56,41,73.21,15,26.79,17049
17,50,69,44,63.77,25,36.23,17050
17,51,98,67,68.37,31,31.63,17051
17,52,113,70,61.95,43,38.05,17052
17,53,112,70,62.5,42,37.5,17053
17,54,119,72,60.5,47,39.5,17054
17,55,86,48,55.81,38,44.19,17055
17,56,89,61,68.54,28,31.46,17056
17,57,107,74,69.16,33,30.84,17057
17,58,81,57,70.37,24,29.63,17058
17,59,50,34,68.0,16,32.0,17059
17,60,121,69,57.02,52,42.98,17060
17,61,79,59,74.68,20,25.32,17061
17,62,50,33,66.0,17,34.0,17062
17,63,39,26,66.67,13,33.33,17063
17,64,56,31,55.36,25,44.64,17064
18,1,68,40,58.82,28,41.18,18001
18,2,121,79,65.29,42,34.71,18002
18,3,121,91,75.21,30,24.79,18003
18,4,160,94,58.75,66,41.25,18004
18,5,97,56,57.73,41,42.27,18005
18,6,118,89,75.42,29,24.58,18006
18,7,113,69,61.06,44,38.94,18007
18,8,64,47,73.44,17,26.56,18008
18,9,170,108,63.53,62,36.47,18009
18,10,243,155,63.79,88,36.21,18010
18,11,119,90,75.63,29,24.37,18011
18,12,184,105,57.07,79,42.93,18012
18,13,149,95,63.76,54,36.24,18013
18,14,157,95,60.51,62,39.49,18014
18,15,70,49,70.0,21,30.0,18015
18,16,145,84,57.93,61,42.07,18016
18,17,120,82,68.33,38,31.67,18017
18,18,148,87,58.78,61,41.22,18018
18,19,184,126,68.48,58,31.52,18019
18,20,114,67,58.77,47,41.23,18020
18,21,195,118,60.51,77,39.49,18021
18,22,163,98,60.12,65,39.88,18022
18,23,107,65,60.75,42,39.25,18023
18,24,185,110,59.46,75,40.54,18024
18,25,155,91,58.71,64,41.29,18025
18,26,125,84,67.2,41,32.8,18026
18,27,114,78,68.42,36,31.58,18027
18,28,146,119,81.51,27,18.49,18028
18,29,132,92,69.7,40,30.3,18029
18,30,102,73,71.57,29,28.43,18030
18,31,96,59,61.46,37,38.54,18031
18,32,205,121,59.02,84,40.98,18032
18,33,114,73,64.04,41,35.96,18033
18,34,242,170,70.25,72,29.75,18034
18,35,204,144,70.59,60,29.41,18035
18,36,98,65,66.33,33,33.67,18036
18,37,126,85,67.46,41,32.54,18037
18,38,147,98,66.67,49,33.33,18038
18,39,101,63,62.38,38,37.62,18039
18,40,180,115,63.89,65,36.11,18040
18,41,138,104,75.36,34,24.64,18041
18,42,79,55,69.62,24,30.38,18042
18,43,75,55,73.33,20,26.67,18043
18,44,84,57,67.86,27,32.14,18044
18,45,165,99,60.0,66,40.0,18045
18,46,138,81,58.7,57,41.3,18046
18,47,84,55,65.48,29,34.52,18047
18,48,84,68,80.95,16,19.05,18048
18,49,89,61,68.54,28,31.46,18049
18,50,114,74,64.91,40,35.09,18050
18,51,176,116,65.91,60,34.09,18051
18,52,156,92,58.97,64,41.03,18052
18,53,95,54,56.84,41,43.16,18053
18,54,140,85,60.71,55,39.29,18054
18,55,142,113,79.58,29,20.42,18055
18,56,82,56,68.29,26,31.71,18056
18,57,91,66,72.53,25,27.47,18057
18,58,97,63,64.95,34,35.05,18058
18,59,120,88,73.33,32,26.67,18059
18,60,144,86,59.72,58,40.28,18060
18,61,131,82,62.6,49,37.4,18061
18,62,98,68,69.39,30,30.61,18062
19,1,260,236,90.77,24,9.23,19001
19,2,196,154,78.57,42,21.43,19002
19,3,164,151,92.07,13,7.93,19003
19,4,208,192,92.31,16,7.69,19004
19,5,238,158,66.39,80,33.61,19005
19,6,180,156,86.67,24,13.33,19006
19,7,242,214,88.43,28,11.57,19007
19,8,141,124,87.94,17,12.06,19008
19,9,150,141,94.0,9,6.0,19009
19,10,298,242,81.21,56,18.79,19010
19,11,224,195,87.05,29,12.95,19011
19,12,177,156,88.14,21,11.86,19012
19,13,133,82,61.65,51,38.35,19013
19,14,121,104,85.95,17,14.05,19014
19,15,151,130,86.09,21,13.91,19015
19,16,238,214,89.92,24,10.08,19016
19,17,227,207,91.19,20,8.81,19017
19,18,267,236,88.39,31,11.61,19018
19,19,215,171,79.53,44,20.47,19019
19,20,188,123,65.43,65,34.57,19020
19,21,145,130,89.66,15,10.34,19021
19,22,232,189,81.47,43,18.53,19022
19,23,252,225,89.29,27,10.71,19023
19,24,190,165,86.84,25,13.16,19024
19,25,243,201,82.72,42,17.28,19025
19,26,242,214,88.43,28,11.57,19026
19,27,127,80,62.99,47,37.01,19027
19,28,208,136,65.38,72,34.62,19028
19,29,143,120,83.92,23,16.08,19029
19,30,174,149,85.63,25,14.37,19030
19,31,219,190,86.76,29,13.24,19031
19,32,226,207,91.59,19,8.41,19032
19,33,213,183,85.92,30,14.08,19033
19,34,250,222,88.8,28,11.2,19034
19,35,234,203,86.75,31,13.25,19035
19,36,219,141,64.38,78,35.62,19036
19,37,220,158,71.82,62,28.18,19037
19,38,197,138,70.05,59,29.95,19038
19,39,72,49,68.06,23,31.94,19039
19,40,199,155,77.89,44,22.11,19040
19,41,146,130,89.04,16,10.96,19041
19,42,196,127,64.8,69,35.2,19042
19,43,194,115,59.28,79,40.72,19043
19,44,184,168,91.3,16,8.7,19044
19,45,233,213,91.42,20,8.58,19045
19,46,291,274,94.16,17,5.84,19046
19,47,171,130,76.02,41,23.98,19047
19,48,141,82,58.16,59,41.84,19048
19,49,232,147,63.36,85,36.64,19049
19,50,176,118,67.05,58,32.95,19050
19,51,155,142,91.61,13,8.39,19051
19,52,143,126,88.11,17,11.89,19052
19,53,221,193,87.33,28,12.67,19053
19,54,121,108,89.26,13,10.74,19054
19,55,162,149,91.98,13,8.02,19055
19,56,234,181,77.35,53,22.65,19056
19,57,218,168,77.06,50,22.94,19057
19,58,197,177,89.85,20,10.15,19058
19,59,176,152,86.36,24,13.64,19059
19,60,142,79,55.63,63,44.37,19060
19,61,299,281,93.98,18,6.02,19061
19,62,210,185,88.1,25,11.9,19062
19,63,148,108,72.97,40,27.03,19063
19,64,212,171,80.66,41,19.34,19064
19,65,148,102,68.92,46,31.08,19065
19,66,153,97,63.4,56,36.6,19066
20,1,97,58,59.79,39,40.21,20001
20,2,77,51,66.23,26,33.77,20002
20,3,73,46,63.01,27,36.99,20003
20,4,70,45,64.29,25,35.71,20004
20,5,67,45,67.16,22,32.84,20005
20,6,127,70,55.12,57,44.88,20006
20,7,20,10,50.0,10,50.0,20007
20,8,42,27,64.29,15,35.71,20008
20,9,135,84,62.22,51,37.78,20009
20,10,65,39,60.0,26,40.0,20010
20,11,60,31,51.67,29,48.33,20011
20,12,53,25,47.17,28,52.83,20012
20,13,82,52,63.41,30,36.59,20013
20,14,120,83,69.17,37,30.83,20014
20,15,69,48,69.57,21,30.43,20015
20,16,133,79,59.4,54,40.6,20016
20,17,66,32,48.48,34,51.52,20017
20,18,65,39,60.0,26,40.0,20018
20,19,65,44,67.69,21,32.31,20019
20,20,36,26,72.22,10,27.78,20020
20,21,49,39,79.59,10,20.41,20021
20,22,135,86,63.7,49,36.3,20022
20,23,106,64,60.38,42,39.62,20023
20,24,86,55,63.95,31,36.05,20024
20,25,79,42,53.16,37,46.84,20025
20,26,105,64,60.95,41,39.05,20026
20,27,73,50,68.49,23,31.51,20027
20,28,91,51,56.04,40,43.96,20028
20,29,92,55,59.78,37,40.22,20029
20,30,89,54,60.67,35,39.33,20030
20,31,129,72,55.81,57,44.19,20031
20,32,63,37,58.73,26,41.27,20032
20,33,92,52,56.52,40,43.48,20033
20,34,138,97,70.29,41,29.71,20034
20,35,34,25,73.53,9,26.47,20035
20,36,81,54,66.67,27,33.33,20036
20,37,101,56,55.45,45,44.55,20037
20,38,22,17,77.27,5,22.73,20038
20,39,76,48,63.16,28,36.84,20039
20,40,74,49,66.22,25,33.78,20040
20,41,37,21,56.76,16,43.24,20041
20,42,82,56,68.29,26,31.71,20042
20,43,20,12,60.0,8,40.0,20043
20,44,133,87,65.41,46,34.59,20044
20,45,40,27,67.5,13,32.5,20045
20,46,82,46,56.1,36,43.9,20046
20,47,68,41,60.29,27,39.71,20047
20,48,41,28,68.29,13,31.71,20048
20,49,60,42,70.0,18,30.0,20049
20,50,34,23,67.65,11,32.35,20050
21,1,199,111,55.78,88,44.22,21001
21,2,111,73,65.77,38,34.23,21002
21,3,117,71,60.68,46,39.32,21003
21,4,124,73,58.87,51,41.13,21004
21,5,136,82,60.29,54,39.71,21005
21,6,100,64,64.0,36,36.0,21006
21,7,149,75,50.34,74,49.66,21007
21,8,148,79,53.38,69,46.62,21008
21,9,142,89,62.68,53,37.32,21009
21,10,94,61,64.89,33,35.11,21010
21,11,126,64,50.79,62,49.21,21011
21,12,138,77,55.8,61,44.2,21012
21,13,57,37,64.91,20,35.09,21013
21,14,128,71,55.47,57,44.53,21014
21,15,102,70,68.63,32,31.37,21015
21,16,125,74,59.2,51,40.8,21016
21,17,131,74,56.49,57,43.51,21017
21,18,124,84,67.74,40,32.26,21018
21,19,122,74,60.66,48,39.34,21019
21,20,91,53,58.24,38,41.76,21020
21,21,148,86,58.11,62,41.89,21021
21,22,115,77,66.96,38,33.04,21022
21,23,111,57,51.35,54,48.65,21023
21,24,151,112,74.17,39,25.83,21024
21,25,123,65,52.85,58,47.15,21025
21,26,118,63,53.39,55,46.61,21026
21,27,149,88,59.06,61,40.94,21027
21,28,90,54,60.0,36,40.0,21028
21,29,61,40,65.57,21,34.43,21029
21,30,90,52,57.78,38,42.22,21030
21,31,162,84,51.85,78,48.15,21031
21,32,108,65,60.19,43,39.81,21032
21,33,133,81,60.9,52,39.1,21033
21,34,140,81,57.86,59,42.14,21034
21,35,65,46,70.77,19,29.23,21035
21,36,97,60,61.86,37,38.14,21036
21,37,115,63,54.78,52,45.22,21037
21,38,128,81,63.28,47,36.72,21038
21,39,105,61,58.1,44,41.9,21039
21,40,135,86,63.7,49,36.3,21040
21,41,93,52,55.91,41,44.09,21041
21,42,141,85,60.28,56,39.72,21042
21,43,118,69,58.47,49,41.53,21043
21,44,129,79,61.24,50,38.76,21044
21,45,123,63,51.22,60,48.78,21045
21,46,85,46,54.12,39,45.88,21046
21,47,176,112,63.64,64,36.36,21047
21,48,146,84,57.53,62,42.47,21048
21,49,166,98,59.04,68,40.96,21049
21,50,127,75,59.06,52,40.94,21050
21,51,142,81,57.04,61,42.96,21051
21,52,126,80,63.49,46,36.51,21052
21,53,111,70,63.06,41,36.94,21053
21,54,149,100,67.11,49,32.89,21054
21,55,117,68,58.12,49,41.88,21055
21,56,98,51,52.04,47,47.96,21056
21,57,105,68,64.76,37,35.24,21057
21,58,98,64,65.31,34,34.69,21058
21,59,149,92,61.74,57,38.26,21059
21,60,141,99,70.21,42,29.79,21060
21,61,133,73,54.89,60,45.11,21061
21,62,113,70,61.95,43,38.05,21062
21,63,119,76,63.87,43,36.13,21063
21,64,72,42,58.33,30,41.67,21064
21,65,211,124,58.77,87,41.23,21065
21,66,97,55,56.7,42,43.3,21066
21,67,120,66,55.0,54,45.0,21067
21,68,130,78,60.0,52,40.0,21068
21,69,92,61,66.3,31,33.7,21069
21,70,111,63,56.76,48,43.24,21070
21,71,115,68,59.13,47,40.87,21071
21,72,134,83,61.94,51,38.06,21072
21,73,119,69,57.98,50,42.02,21073
21,74,39,21,53.85,18,46.15,21074
22,1,71,49,69.01,22,30.99,22001
22,2,63,47,74.6,16,25.4,22002
22,3,120,81,67.5,39,32.5,22003
22,4,75,50,66.67,25,33.33,22004
22,5,110,76,69.09,34,30.91,22005
22,6,99,73,73.74,26,26.26,22006
22,7,96,63,65.63,33,34.38,22007
22,8,55,39,70.91,16,29.09,22008
22,9,92,71,77.17,21,22.83,22009
22,10,104,71,68.27,33,31.73,22010
22,11,81,60,74.07,21,25.93,22011
22,12,71,50,70.42,21,29.58,22012
22,13,115,76,66.09,39,33.91,22013
22,14,49,34,69.39,15,30.61,22014
22,15,58,43,74.14,15,25.86,22015
22,16,105,76,72.38,29,27.62,22016
22,17,108,68,62.96,40,37.04,22017
22,18,99,73,73.74,26,26.26,22018
22,19,51,37,72.55,14,27.45,22019
22,20,103,72,69.9,31,30.1,22020
22,21,94,62,65.96,32,34.04,22021
22,22,60,45,75.0,15,25.0,22022
22,23,121,85,70.25,36,29.75,22023
22,24,76,55,72.37,21,27.63,22024
22,25,81,57,70.37,24,29.63,22025
22,26,79,52,65.82,27,34.18,22026
22,27,121,86,71.07,35,28.93,22027
22,28,58,45,77.59,13,22.41,22028
22,29,54,39,72.22,15,27.78,22029
23,1,159,128,80.5,31,19.5,23001
23,2,201,138,68.66,63,31.34,23002
23,3,142,107,75.35,35,24.65,23003
23,4,152,111,73.03,41,26.97,23004
23,5,117,89,76.07,28,23.93,23005
23,6,158,123,77.85,35,22.15,23006
23,7,144,113,78.47,31,21.53,23007
23,8,133,106,79.7,27,20.3,23008
23,9,169,115,68.05,54,31.95,23009
23,10,178,126,70.79,52,29.21,23010
23,11,175,146,83.43,29,16.57,23011
23,12,160,119,74.38,41,25.63,23012
23,13,182,140,76.92,42,23.08,23013
23,14,120,97,80.83,23,19.17,23014
23,15,133,99,74.44,34,25.56,23015
23,16,180,128,71.11,52,28.89,23016
23,17,187,149,79.68,38,20.32,23017
23,18,106,83,78.3,23,21.7,23018
23,19,127,98,77.17,29,22.83,23019
23,20,137,111,81.02,26,18.98,23020
23,21,111,70,63.06,41,36.94,23021
23,22,153,115,75.16,38,24.84,23022
23,23,134,94,70.15,40,29.85,23023
23,24,101,70,69.31,31,30.69,23024
23,25,109,81,74.31,28,25.69,23025
23,26,154,109,70.78,45,29.22,23026
23,27,144,113,78.47,31,21.53,23027
23,28,170,143,84.12,27,15.88,23028
23,29,133,84,63.16,49,36.84,23029
23,30,139,113,81.29,26,18.71,23030
23,31,149,106,71.14,43,28.86,23031
23,32,182,120,65.93,62,34.07,23032
23,33,168,134,79.76,34,20.24,23033
23,34,110,73,66.36,37,33.64,23034
23,35,85,57,67.06,28,32.94,23035
23,36,193,151,78.24,42,21.76,23036
23,37,110,73,66.36,37,33.64,23037
23,38,125,101,80.8,24,19.2,23038
23,39,139,111,79.86,28,20.14,23039
23,40,144,105,72.92,39,27.08,23040
23,41,143,101,70.63,42,29.37,23041
23,42,135,108,80.0,27,20.0,23042
23,43,175,136,77.71,39,22.29,23043
23,44,173,138,79.77,35,20.23,23044
23,45,163,122,74.85,41,25.15,23045
23,46,145,112,77.24,33,22.76,23046
23,47,172,126,73.26,46,26.74,23047
23,48,126,97,76.98,29,23.02,23048
23,49,205,146,71.22,59,28.78,23049
23,50,112,80,71.43,32,28.57,23050
23,51,167,115,68.86,52,31.14,23051
23,52,195,147,75.38,48,24.62,23052
23,53,102,73,71.57,29,28.43,23053
23,54,172,130,75.58,42,24.42,23054
24,1,106,75,70.75,31,29.25,24001
24,2,55,38,69.09,17,30.91,24002
24,3,77,48,62.34,29,37.66,24003
24,4,90,62,68.89,28,31.11,24004
24,5,58,43,74.14,15,25.86,24005
24,6,98,56,57.14,42,42.86,24006
24,7,69,43,62.32,26,37.68,24007
24,8,68,41,60.29,27,39.71,24008
24,9,65,38,58.46,27,41.54,24009
24,10,81,43,53.09,38,46.91,24010
24,11,53,30,56.6,23,43.4,24011
24,12,67,31,46.27,36,53.73,24012
24,13,85,53,62.35,32,37.65,24013
24,14,97,63,64.95,34,35.05,24014
24,15,67,37,55.22,30,44.78,24015
24,16,54,32,59.26,22,40.74,24016
24,17,64,42,65.63,22,34.38,24017
24,18,54,35,64.81,19,35.19,24018
24,19,56,33,58.93,23,41.07,24019
24,20,92,57,61.96,35,38.04,24020
24,21,30,21,70.0,9,30.0,24021
24,22,82,55,67.07,27,32.93,24022
24,23,70,44,62.86,26,37.14,24023
24,24,47,26,55.32,21,44.68,24024
24,25,91,55,60.44,36,39.56,24025
24,26,76,47,61.84,29,38.16,24026
24,27,51,27,52.94,24,47.06,24027
24,28,107,64,59.81,43,40.19,24028
24,29,93,63,67.74,30,32.26,24029
24,30,63,39,61.9,24,38.1,24030
24,31,80,50,62.5,30,37.5,24031
24,32,70,44,62.86,26,37.14,24032
24,33,62,39,62.9,23,37.1,24033
24,34,105,60,57.14,45,42.86,24034
24,35,114,69,60.53,45,39.47,24035
24,36,64,40,62.5,24,37.5,24036
24,37,103,62,60.19,41,39.81,24037
24,38,106,63,59.43,43,40.57,24038
24,39,66,36,54.55,30,45.45,24039
24,40,124,71,57.26,53,42.74,24040
24,41,72,52,72.22,20,27.78,24041
24,42,54,42,77.78,12,22.22,24042
24,43,90,47,52.22,43,47.78,24043
24,44,135,82,60.74,53,39.26,24044
24,45,70,52,74.29,18,25.71,24045
24,46,106,57,53.77,49,46.23,24046
24,47,72,41,56.94,31,43.06,24047
24,48,49,32,65.31,17,34.69,24048
24,49,153,93,60.78,60,39.22,24049
24,50,127,73,57.48,54,42.52,24050
24,51,114,81,71.05,33,28.95,24051
24,52,68,41,60.29,27,39.71,24052
24,53,89,58,65.17,31,34.83,24053
24,54,92,59,64.13,33,35.87,24054
24,55,68,40,58.82,28,41.18,24055
24,56,121,73,60.33,48,39.67,24056
25,1,111,74,66.67,37,33.33,25001
25,2,130,89,68.46,41,31.54,25002
25,3,84,42,50.0,42,50.0,25003
25,4,121,73,60.33,48,39.67,25004
25,5,98,64,65.31,34,34.69,25005
25,6,60,36,60.0,24,40.0,25006
25,7,89,57,64.04,32,35.96,25007
25,8,110,71,64.55,39,35.45,25008
25,9,136,87,63.97,49,36.03,25009
25,10,56,30,53.57,26,46.43,25010
25,11,119,79,66.39,40,33.61,25011
25,12,88,60,68.18,28,31.82,25012
25,13,123,88,71.54,35,28.46,25013
25,14,58,41,70.69,17,29.31,25014
25,15,113,67,59.29,46,40.71,25015
25,16,48,35,72.92,13,27.08,25016
25,17,137,90,65.69,47,34.31,25017
25,18,97,62,63.92,35,36.08,25018
25,19,107,72,67.29,35,32.71,25019
25,20,121,80,66.12,41,33.88,25020
25,21,78,54,69.23,24,30.77,25021
25,22,52,35,67.31,17,32.69,25022
25,23,111,76,68.47,35,31.53,25023
25,24,132,68,51.52,64,48.48,25024
25,25,96,73,76.04,23,23.96,25025
25,26,69,47,68.12,22,31.88,25026
25,27,76,53,69.74,23,30.26,25027
25,28,143,110,76.92,33,23.08,25028
25,29,188,127,67.55,61,32.45,25029
25,30,107,57,53.27,50,46.73,25030
25,31,65,44,67.69,21,32.31,25031
26,1,41,28,68.29,13,31.71,26001
26,2,77,45,58.44,32,41.56,26002
26,3,50,33,66.0,17,34.0,26003
26,4,40,27,67.5,13,32.5,26004
26,5,89,58,65.17,31,34.83,26005
26,6,40,25,62.5,15,37.5,26006
26,7,35,22,62.86,13,37.14,26007
26,8,35,22,62.86,13,37.14,26008
26,9,24,15,62.5,9,37.5,26009
26,10,49,30,61.22,19,38.78,26010
26,11,60,41,68.33,19,31.67,26011
26,12,40,26,65.0,14,35.0,26012
26,13,72,50,69.44,22,30.56,26013
26,14,58,35,60.34,23,39.66,26014
26,15,58,43,74.14,15,25.86,26015
26,16,47,25,53.19,22,46.81,26016
26,17,36,25,69.44,11,30.56,26017
26,18,36,21,58.33,15,41.67,26018
26,19,116,76,65.52,40,34.48,26019
26,20,62,37,59.68,25,40.32,26020
26,21,49,26,53.06,23,46.94,26021
26,22,35,22,62.86,13,37.14,26022
26,23,42,24,57.14,18,42.86,26023
26,24,36,21,58.33,15,41.67,26024
26,25,30,19,63.33,11,36.67,26025
