ward,precinct,total,Frederick Collins,Frederick Collins Percent,Thomas J. Dart,Thomas J. Dart Percent,Marshall P. Lewis,Marshall P. Lewis Percent,precinct_id
10,2,169,25,14.79,140,82.84,4,2.37,10002
10,3,230,47,20.43,181,78.7,2,0.87,10003
10,4,163,7,4.29,149,91.41,7,4.29,10004
10,5,192,25,13.02,162,84.38,5,2.6,10005
10,6,257,6,2.33,245,95.33,6,2.33,10006
10,7,58,3,5.17,51,87.93,4,6.9,10007
10,8,220,47,21.36,166,75.45,7,3.18,10008
10,9,214,48,22.43,162,75.7,4,1.87,10009
10,10,225,46,20.44,174,77.33,5,2.22,10010
10,11,213,37,17.37,165,77.46,11,5.16,10011
10,12,165,15,9.09,145,87.88,5,3.03,10012
10,13,187,24,12.83,156,83.42,7,3.74,10013
10,14,218,36,16.51,177,81.19,5,2.29,10014
10,15,105,16,15.24,84,80.0,5,4.76,10015
10,16,224,48,21.43,157,70.09,19,8.48,10016
10,17,189,32,16.93,152,80.42,5,2.65,10017
10,18,159,4,2.52,147,92.45,8,5.03,10018
10,19,262,40,15.27,212,80.92,10,3.82,10019
10,20,174,28,16.09,141,81.03,5,2.87,10020
10,21,218,45,20.64,169,77.52,4,1.83,10021
10,22,165,5,3.03,156,94.55,4,2.42,10022
10,23,164,18,10.98,142,86.59,4,2.44,10023
10,24,209,54,25.84,150,71.77,5,2.39,10024
10,25,243,13,5.35,216,88.89,14,5.76,10025
10,26,184,23,12.5,147,79.89,14,7.61,10026
10,27,240,36,15.0,193,80.42,11,4.58,10027
10,28,203,5,2.46,193,95.07,5,2.46,10028
10,29,229,4,1.75,221,96.51,4,1.75,10029
10,30,199,20,10.05,171,85.93,8,4.02,10030
10,31,190,28,14.74,155,81.58,7,3.68,10031
10,32,201,23,11.44,167,83.08,11,5.47,10032
10,33,204,26,12.75,171,83.82,7,3.43,10033
10,34,192,15,7.81,171,89.06,6,3.13,10034
10,35,189,23,12.17,161,85.19,5,2.65,10035
10,36,251,11,4.38,232,92.43,8,3.19,10036
10,37,161,4,2.48,150,93.17,7,4.35,10037
10,38,243,30,12.35,204,83.95,9,3.7,10038
10,39,193,19,9.84,162,83.94,12,6.22,10039
10,40,177,12,6.78,159,89.83,6,3.39,10040
10,41,260,39,15.0,214,82.31,7,2.69,10041
10,42,218,56,25.69,158,72.48,4,1.83,10042
10,43,114,7,6.14,103,90.35,4,3.51,10043
10,44,195,25,12.82,159,81.54,11,5.64,10044
10,45,138,13,9.42,117,84.78,8,5.8,10045
10,46,207,22,10.63,177,85.51,8,3.86,10046
10,47,167,17,10.18,144,86.23,6,3.59,10047
10,48,175,7,4.0,162,92.57,6,3.43,10048
11,1,308,43,13.96,250,81.17,15,4.87,11001
11,2,231,29,12.55,193,83.55,9,3.9,11002
11,3,185,18,9.73,161,87.03,6,3.24,11003
11,4,269,26,9.67,227,84.39,16,5.95,11004
11,5,165,26,15.76,126,76.36,13,7.88,11005
11,6,300,24,8.0,262,87.33,14,4.67,11006
11,7,220,19,8.64,196,89.09,5,2.27,11007
11,8,229,33,14.41,186,81.22,10,4.37,11008
11,9,149,18,12.08,124,83.22,7,4.7,11009
11,10,135,11,8.15,115,85.19,9,6.67,11010
11,11,400,63,15.75,319,79.75,18,4.5,11011
11,12,264,32,12.12,229,86.74,3,1.14,11012
11,13,229,32,13.97,191,83.41,6,2.62,11013
11,14,211,31,14.69,169,80.09,11,5.21,11014
11,15,190,20,10.53,164,86.32,6,3.16,11015
11,16,282,41,14.54,233,82.62,8,2.84,11016
11,17,315,26,8.25,263,83.49,26,8.25,11017
11,18,193,33,17.1,142,73.58,18,9.33,11018
11,19,222,35,15.77,167,75.23,20,9.01,11019
11,20,193,15,7.77,171,88.6,7,3.63,11020
11,21,233,22,9.44,207,88.84,4,1.72,11021
11,22,206,16,7.77,179,86.89,11,5.34,11022
11,23,177,13,7.34,159,89.83,5,2.82,11023
11,24,420,45,10.71,370,88.1,5,1.19,11024
11,25,248,27,10.89,209,84.27,12,4.84,11025
11,26,295,30,10.17,252,85.42,13,4.41,11026
11,27,246,36,14.63,201,81.71,9,3.66,11027
11,28,176,21,11.93,148,84.09,7,3.98,11028
11,29,251,26,10.36,214,85.26,11,4.38,11029
11,30,232,29,12.5,186,80.17,17,7.33,11030
11,31,178,27,15.17,142,79.78,9,5.06,11031
11,32,185,34,18.38,149,80.54,2,1.08,11032
11,33,151,18,11.92,127,84.11,6,3.97,11033
11,34,167,18,10.78,145,86.83,4,2.4,11034
11,35,336,39,11.61,291,86.61,6,1.79,11035
11,36,69,9,13.04,58,84.06,2,2.9,11036
11,37,311,53,17.04,252,81.03,6,1.93,11037
11,38,326,49,15.03,261,80.06,16,4.91,11038
11,39,359,48,13.37,304,84.68,7,1.95,11039
11,40,154,15,9.74,134,87.01,5,3.25,11040
11,41,130,13,10.0,110,84.62,7,5.38,11041
11,42,180,16,8.89,160,88.89,4,2.22,11042
11,43,257,33,12.84,218,84.82,6,2.33,11043
11,44,258,32,12.4,211,81.78,15,5.81,11044
11,45,125,32,25.6,89,71.2,4,3.2,11045
11,46,152,15,9.87,135,88.82,2,1.32,11046
11,47,224,33,14.73,182,81.25,9,4.02,11047
11,48,105,13,12.38,91,86.67,1,0.95,11048
11,49,212,20,9.43,186,87.74,6,2.83,11049
11,50,125,21,16.8,102,81.6,2,1.6,11050
12,1,107,17,15.89,83,77.57,7,6.54,12001
12,2,134,15,11.19,115,85.82,4,2.99,12002
12,3,163,23,14.11,127,77.91,13,7.98,12003
12,4,112,20,17.86,84,75.0,8,7.14,12004
12,5,124,14,11.29,104,83.87,6,4.84,12005
12,6,102,6,5.88,86,84.31,10,9.8,12006
12,7,216,15,6.94,186,86.11,15,6.94,12007
12,8,281,33,11.74,231,82.21,17,6.05,12008
12,9,132,11,8.33,113,85.61,8,6.06,12009
12,10,166,21,12.65,137,82.53,8,4.82,12010
12,11,229,21,9.17,192,83.84,16,6.99,12011
12,12,140,16,11.43,117,83.57,7,5.0,12012
12,13,239,29,12.13,195,81.59,15,6.28,12013
12,14,168,17,10.12,141,83.93,10,5.95,12014
12,15,109,11,10.09,87,79.82,11,10.09,12015
12,16,134,15,11.19,114,85.07,5,3.73,12016
12,17,196,18,9.18,161,82.14,17,8.67,12017
12,18,174,15,8.62,148,85.06,11,6.32,12018
12,19,224,36,16.07,174,77.68,14,6.25,12019
12,20,164,26,15.85,133,81.1,5,3.05,12020
12,21,180,20,11.11,151,83.89,9,5.0,12021
12,22,122,8,6.56,99,81.15,15,12.3,12022
12,23,182,23,12.64,150,82.42,9,4.95,12023
12,24,209,24,11.48,174,83.25,11,5.26,12024
13,1,271,39,14.39,227,83.76,5,1.85,13001
13,2,185,14,7.57,162,87.57,9,4.86,13002
13,3,295,31,10.51,259,87.8,5,1.69,13003
13,4,394,60,15.23,318,80.71,16,4.06,13004
13,5,266,19,7.14,241,90.6,6,2.26,13005
13,6,249,33,13.25,206,82.73,10,4.02,13006
13,7,236,14,5.93,211,89.41,11,4.66,13007
13,8,286,37,12.94,243,84.97,6,2.1,13008
13,9,283,23,8.13,251,88.69,9,3.18,13009
13,10,224,31,13.84,186,83.04,7,3.13,13010
13,11,250,19,7.6,223,89.2,8,3.2,13011
13,12,217,23,10.6,185,85.25,9,4.15,13012
13,13,300,23,7.67,273,91.0,4,1.33,13013
13,14,248,39,15.73,197,79.44,12,4.84,13014
13,15,324,28,8.64,280,86.42,16,4.94,13015
13,16,301,35,11.63,257,85.38,9,2.99,13016
13,17,272,36,13.24,232,85.29,4,1.47,13017
13,18,207,29,14.01,172,83.09,6,2.9,13018
13,19,329,24,7.29,296,89.97,9,2.74,13019
13,20,238,26,10.92,208,87.39,4,1.68,13020
13,21,309,27,8.74,272,88.03,10,3.24,13021
13,22,223,36,16.14,181,81.17,6,2.69,13022
13,23,226,29,12.83,188,83.19,9,3.98,13023
13,24,242,25,10.33,203,83.88,14,5.79,13024
13,25,235,34,14.47,195,82.98,6,2.55,13025
13,26,262,35,13.36,220,83.97,7,2.67,13026
13,27,271,29,10.7,237,87.45,5,1.85,13027
13,28,190,13,6.84,172,90.53,5,2.63,13028
13,29,233,22,9.44,204,87.55,7,3.0,13029
13,30,303,24,7.92,271,89.44,8,2.64,13030
13,31,256,21,8.2,227,88.67,8,3.13,13031
13,32,283,17,6.01,255,90.11,11,3.89,13032
13,33,236,21,8.9,210,88.98,5,2.12,13033
13,34,341,22,6.45,310,90.91,9,2.64,13034
13,35,267,20,7.49,243,91.01,4,1.5,13035
13,36,124,7,5.65,116,93.55,1,0.81,13036
13,37,264,29,10.98,225,85.23,10,3.79,13037
13,38,277,33,11.91,241,87.0,3,1.08,13038
13,39,229,26,11.35,195,85.15,8,3.49,13039
13,40,274,38,13.87,229,83.58,7,2.55,13040
13,41,216,17,7.87,192,88.89,7,3.24,13041
13,42,232,22,9.48,205,88.36,5,2.16,13042
13,43,254,29,11.42,209,82.28,16,6.3,13043
13,44,290,14,4.83,271,93.45,5,1.72,13044
13,45,320,39,12.19,274,85.63,7,2.19,13045
13,46,263,24,9.13,228,86.69,11,4.18,13046
13,47,270,32,11.85,230,85.19,8,2.96,13047
14,1,96,9,9.38,85,88.54,2,2.08,14001
14,2,181,25,13.81,150,82.87,6,3.31,14002
14,3,203,20,9.85,180,88.67,3,1.48,14003
14,4,168,24,14.29,140,83.33,4,2.38,14004
14,5,223,7,3.14,208,93.27,8,3.59,14005
14,6,182,13,7.14,160,87.91,9,4.95,14006
14,7,163,16,9.82,139,85.28,8,4.91,14007
14,8,128,8,6.25,116,90.63,4,3.13,14008
14,9,208,16,7.69,181,87.02,11,5.29,14009
14,10,192,24,12.5,155,80.73,13,6.77,14010
14,11,149,10,6.71,136,91.28,3,2.01,14011
14,12,163,12,7.36,145,88.96,6,3.68,14012
14,13,204,21,10.29,170,83.33,13,6.37,14013
14,14,153,9,5.88,136,88.89,8,5.23,14014
14,15,197,20,10.15,170,86.29,7,3.55,14015
14,16,200,22,11.0,170,85.0,8,4.0,14016
14,17,171,17,9.94,150,87.72,4,2.34,14017
14,18,170,22,12.94,141,82.94,7,4.12,14018
14,19,248,19,7.66,225,90.73,4,1.61,14019
14,20,157,20,12.74,126,80.25,11,7.01,14020
14,21,187,9,4.81,171,91.44,7,3.74,14021
14,22,207,24,11.59,175,84.54,8,3.86,14022
14,23,212,14,6.6,192,90.57,6,2.83,14023
14,24,136,9,6.62,125,91.91,2,1.47,14024
14,25,188,25,13.3,158,84.04,5,2.66,14025
14,26,193,16,8.29,168,87.05,9,4.66,14026
14,27,249,32,12.85,211,84.74,6,2.41,14027
14,28,192,17,8.85,167,86.98,8,4.17,14028
14,29,229,17,7.42,209,91.27,3,1.31,14029
14,30,163,11,6.75,146,89.57,6,3.68,14030
14,31,182,12,6.59,165,90.66,5,2.75,14031
14,32,131,5,3.82,121,92.37,5,3.82,14032
14,33,127,9,7.09,115,90.55,3,2.36,14033
14,34,144,11,7.64,127,88.19,6,4.17,14034
14,35,168,9,5.36,153,91.07,6,3.57,14035
15,1,146,8,5.48,136,93.15,2,1.37,15001
15,2,161,4,2.48,157,97.52,0,0.0,15002
15,3,162,4,2.47,153,94.44,5,3.09,15003
15,4,181,3,1.66,173,95.58,5,2.76,15004
15,5,186,3,1.61,177,95.16,6,3.23,15005
15,6,208,9,4.33,192,92.31,7,3.37,15006
15,7,202,6,2.97,190,94.06,6,2.97,15007
15,8,271,8,2.95,253,93.36,10,3.69,15008
15,9,213,4,1.88,204,95.77,5,2.35,15009
15,10,142,16,11.27,120,84.51,6,4.23,15010
15,11,220,4,1.82,208,94.55,8,3.64,15011
15,12,125,1,0.8,121,96.8,3,2.4,15012
15,13,150,8,5.33,132,88.0,10,6.67,15013
15,14,220,19,8.64,192,87.27,9,4.09,15014
15,15,177,9,5.08,161,90.96,7,3.95,15015
15,16,140,16,11.43,122,87.14,2,1.43,15016
15,17,194,4,2.06,183,94.33,7,3.61,15017
15,18,154,2,1.3,145,94.16,7,4.55,15018
15,19,169,4,2.37,161,95.27,4,2.37,15019
15,20,118,4,3.39,114,96.61,0,0.0,15020
15,21,184,5,2.72,174,94.57,5,2.72,15021
15,22,231,9,3.9,214,92.64,8,3.46,15022
15,23,141,8,5.67,128,90.78,5,3.55,15023
15,24,185,4,2.16,172,92.97,9,4.86,15024
15,25,185,10,5.41,168,90.81,7,3.78,15025
15,26,173,3,1.73,167,96.53,3,1.73,15026
15,27,182,7,3.85,171,93.96,4,2.2,15027
15,28,208,18,8.65,182,87.5,8,3.85,15028
15,29,98,1,1.02,92,93.88,5,5.1,15029
15,30,228,5,2.19,218,95.61,5,2.19,15030
15,31,163,1,0.61,161,98.77,1,0.61,15031
15,32,192,14,7.29,169,88.02,9,4.69,15032
15,33,161,4,2.48,150,93.17,7,4.35,15033
15,34,173,7,4.05,163,94.22,3,1.73,15034
15,35,225,2,0.89,219,97.33,4,1.78,15035
15,36,161,4,2.48,154,95.65,3,1.86,15036
15,37,149,1,0.67,145,97.32,3,2.01,15037
15,38,156,5,3.21,148,94.87,3,1.92,15038
15,39,179,2,1.12,175,97.77,2,1.12,15039
15,40,182,3,1.65,176,96.7,3,1.65,15040
15,41,280,14,5.0,258,92.14,8,2.86,15041
15,42,119,2,1.68,114,95.8,3,2.52,15042
15,43,152,1,0.66,150,98.68,1,0.66,15043
15,44,208,7,3.37,194,93.27,7,3.37,15044
15,45,90,4,4.44,86,95.56,0,0.0,15045
15,46,117,3,2.56,112,95.73,2,1.71,15046
15,47,233,5,2.15,224,96.14,4,1.72,15047
15,48,164,3,1.83,160,97.56,1,0.61,15048
15,49,141,9,6.38,129,91.49,3,2.13,15049
15,50,195,8,4.1,180,92.31,7,3.59,15050
15,51,134,3,2.24,127,94.78,4,2.99,15051
15,52,151,3,1.99,143,94.7,5,3.31,15052
16,1,120,5,4.17,113,94.17,2,1.67,16001
16,2,135,1,0.74,132,97.78,2,1.48,16002
16,3,177,5,2.82,169,95.48,3,1.69,16003
16,4,141,9,6.38,127,90.07,5,3.55,16004
16,5,172,5,2.91,161,93.6,6,3.49,16005
16,6,77,1,1.3,71,92.21,5,6.49,16006
16,7,177,7,3.95,168,94.92,2,1.13,16007
16,8,178,7,3.93,165,92.7,6,3.37,16008
16,9,243,1,0.41,234,96.3,8,3.29,16009
16,10,290,2,0.69,277,95.52,11,3.79,16010
16,11,213,3,1.41,200,93.9,10,4.69,16011
16,12,127,6,4.72,118,92.91,3,2.36,16012
16,13,148,10,6.76,129,87.16,9,6.08,16013
16,14,186,6,3.23,176,94.62,4,2.15,16014
16,15,223,2,0.9,215,96.41,6,2.69,16015
16,16,207,6,2.9,195,94.2,6,2.9,16016
16,17,139,13,9.35,120,86.33,6,4.32,16017
16,18,211,2,0.95,203,96.21,6,2.84,16018
16,19,224,4,1.79,216,96.43,4,1.79,16019
16,20,155,1,0.65,150,96.77,4,2.58,16020
16,21,167,25,14.97,138,82.63,4,2.4,16021
16,22,167,3,1.8,162,97.01,2,1.2,16022
16,23,153,14,9.15,133,86.93,6,3.92,16023
16,24,105,1,0.95,101,96.19,3,2.86,16024
16,25,130,2,1.54,124,95.38,4,3.08,16025
16,26,192,1,0.52,189,98.44,2,1.04,16026
16,27,284,6,2.11,272,95.77,6,2.11,16027
16,28,214,4,1.87,208,97.2,2,0.93,16028
16,29,159,6,3.77,150,94.34,3,1.89,16029
16,30,168,3,1.79,163,97.02,2,1.19,16030
16,31,240,3,1.25,233,97.08,4,1.67,16031
16,32,168,18,10.71,142,84.52,8,4.76,16032
16,33,145,2,1.38,138,95.17,5,3.45,16033
16,34,171,1,0.58,165,96.49,5,2.92,16034
16,35,201,12,5.97,182,90.55,7,3.48,16035
16,36,182,7,3.85,171,93.96,4,2.2,16036
16,37,129,0,0.0,126,97.67,3,2.33,16037
16,38,134,3,2.24,128,95.52,3,2.24,16038
16,39,175,19,10.86,148,84.57,8,4.57,16039
16,40,194,6,3.09,185,95.36,3,1.55,16040
16,41,88,2,2.27,86,97.73,0,0.0,16041
16,42,148,18,12.16,126,85.14,4,2.7,16042
16,43,200,6,3.0,187,93.5,7,3.5,16043
16,44,202,12,5.94,183,90.59,7,3.47,16044
17,1,138,0,0.0,134,97.1,4,2.9,17001
17,2,238,6,2.52,221,92.86,11,4.62,17002
17,3,165,4,2.42,157,95.15,4,2.42,17003
17,4,337,3,0.89,328,97.33,6,1.78,17004
17,5,191,8,4.19,180,94.24,3,1.57,17005
17,6,179,3,1.68,172,96.09,4,2.23,17006
17,7,271,6,2.21,260,95.94,5,1.85,17007
17,8,180,3,1.67,175,97.22,2,1.11,17008
17,9,147,2,1.36,143,97.28,2,1.36,17009
17,10,218,10,4.59,204,93.58,4,1.83,17010
17,11,237,7,2.95,222,93.67,8,3.38,17011
17,12,320,6,1.88,306,95.63,8,2.5,17012
17,13,168,7,4.17,158,94.05,3,1.79,17013
17,14,216,4,1.85,206,95.37,6,2.78,17014
17,15,282,8,2.84,264,93.62,10,3.55,17015
17,16,181,2,1.1,176,97.24,3,1.66,17016
17,17,187,3,1.6,178,95.19,6,3.21,17017
17,18,243,4,1.65,228,93.83,11,4.53,17018
17,19,107,3,2.8,104,97.2,0,0.0,17019
17,20,204,3,1.47,198,97.06,3,1.47,17020
17,21,297,8,2.69,277,93.27,12,4.04,17021
17,22,251,7,2.79,241,96.02,3,1.2,17022
17,23,156,2,1.28,152,97.44,2,1.28,17023
17,24,255,4,1.57,246,96.47,5,1.96,17024
17,25,151,2,1.32,147,97.35,2,1.32,17025
17,26,296,7,2.36,284,95.95,5,1.69,17026
17,27,293,7,2.39,276,94.2,10,3.41,17027
17,28,194,5,2.58,185,95.36,4,2.06,17028
17,29,241,4,1.66,229,95.02,8,3.32,17029
17,30,267,4,1.5,255,95.51,8,3.0,17030
17,31,203,5,2.46,193,95.07,5,2.46,17031
17,32,271,1,0.37,264,97.42,6,2.21,17032
17,33,188,2,1.06,183,97.34,3,1.6,17033
17,34,191,1,0.52,183,95.81,7,3.66,17034
17,35,140,5,3.57,133,95.0,2,1.43,17035
17,36,119,1,0.84,118,99.16,0,0.0,17036
17,37,189,2,1.06,181,95.77,6,3.17,17037
17,38,202,7,3.47,191,94.55,4,1.98,17038
17,39,181,4,2.21,173,95.58,4,2.21,17039
17,40,199,6,3.02,186,93.47,7,3.52,17040
17,41,181,0,0.0,178,98.34,3,1.66,17041
17,42,200,6,3.0,191,95.5,3,1.5,17042
17,43,168,1,0.6,165,98.21,2,1.19,17043
17,44,144,2,1.39,139,96.53,3,2.08,17044
17,45,135,2,1.48,131,97.04,2,1.48,17045
17,46,202,2,0.99,194,96.04,6,2.97,17046
17,47,131,1,0.76,130,99.24,0,0.0,17047
17,48,235,7,2.98,220,93.62,8,3.4,17048
17,49,146,2,1.37,142,97.26,2,1.37,17049
17,50,222,8,3.6,209,94.14,5,2.25,17050
17,51,272,5,1.84,256,94.12,11,4.04,17051
17,52,304,5,1.64,295,97.04,4,1.32,17052
17,53,220,2,0.91,214,97.27,4,1.82,17053
17,54,246,1,0.41,240,97.56,5,2.03,17054
17,55,214,7,3.27,204,95.33,3,1.4,17055
17,56,243,5,2.06,233,95.88,5,2.06,17056
17,57,249,4,1.61,242,97.19,3,1.2,17057
17,58,201,2,1.0,195,97.01,4,1.99,17058
17,59,141,3,2.13,136,96.45,2,1.42,17059
17,60,297,6,2.02,286,96.3,5,1.68,17060
17,61,211,4,1.9,203,96.21,4,1.9,17061
17,62,167,2,1.2,163,97.6,2,1.2,17062
17,63,177,2,1.13,169,95.48,6,3.39,17063
17,64,157,5,3.18,149,94.9,3,1.91,17064
18,1,155,4,2.58,148,95.48,3,1.94,18001
18,2,315,13,4.13,295,93.65,7,2.22,18002
18,3,215,29,13.49,178,82.79,8,3.72,18003
18,4,343,13,3.79,320,93.29,10,2.92,18004
18,5,268,3,1.12,257,95.9,8,2.99,18005
18,6,250,38,15.2,206,82.4,6,2.4,18006
18,7,264,17,6.44,238,90.15,9,3.41,18007
18,8,118,3,2.54,113,95.76,2,1.69,18008
18,9,327,19,5.81,302,92.35,6,1.83,18009
18,10,467,12,2.57,445,95.29,10,2.14,18010
18,11,305,20,6.56,275,90.16,10,3.28,18011
18,12,365,13,3.56,343,93.97,9,2.47,18012
18,13,368,11,2.99,342,92.93,15,4.08,18013
18,14,358,22,6.15,328,91.62,8,2.23,18014
18,15,166,23,13.86,140,84.34,3,1.81,18015
18,16,375,12,3.2,355,94.67,8,2.13,18016
18,17,300,13,4.33,277,92.33,10,3.33,18017
18,18,270,11,4.07,251,92.96,8,2.96,18018
18,19,364,6,1.65,357,98.08,1,0.27,18019
18,20,304,7,2.3,294,96.71,3,0.99,18020
18,21,446,13,2.91,420,94.17,13,2.91,18021
18,22,400,7,1.75,386,96.5,7,1.75,18022
18,23,281,7,2.49,264,93.95,10,3.56,18023
18,24,339,6,1.77,326,96.17,7,2.06,18024
18,25,321,6,1.87,303,94.39,12,3.74,18025
18,26,253,12,4.74,233,92.09,8,3.16,18026
18,27,297,13,4.38,275,92.59,9,3.03,18027
18,28,275,37,13.45,233,84.73,5,1.82,18028
18,29,336,24,7.14,307,91.37,5,1.49,18029
18,30,260,4,1.54,250,96.15,6,2.31,18030
18,31,299,12,4.01,282,94.31,5,1.67,18031
18,32,393,8,2.04,369,93.89,16,4.07,18032
18,33,269,4,1.49,257,95.54,8,2.97,18033
18,34,407,18,4.42,383,94.1,6,1.47,18034
18,35,388,15,3.87,367,94.59,6,1.55,18035
18,36,210,13,6.19,191,90.95,6,2.86,18036
18,37,270,5,1.85,256,94.81,9,3.33,18037
18,38,341,3,0.88,330,96.77,8,2.35,18038
18,39,291,8,2.75,275,94.5,8,2.75,18039
18,40,366,13,3.55,341,93.17,12,3.28,18040
18,41,280,35,12.5,234,83.57,11,3.93,18041
18,42,236,20,8.47,212,89.83,4,1.69,18042
18,43,214,17,7.94,187,87.38,10,4.67,18043
18,44,206,13,6.31,185,89.81,8,3.88,18044
18,45,333,7,2.1,314,94.29,12,3.6,18045
18,46,297,6,2.02,285,95.96,6,2.02,18046
18,47,275,7,2.55,264,96.0,4,1.45,18047
18,48,161,14,8.7,142,88.2,5,3.11,18048
18,49,214,7,3.27,198,92.52,9,4.21,18049
18,50,283,7,2.47,272,96.11,4,1.41,18050
18,51,372,9,2.42,354,95.16,9,2.42,18051
18,52,335,4,1.19,324,96.72,7,2.09,18052
18,53,199,3,1.51,191,95.98,5,2.51,18053
18,54,291,4,1.37,274,94.16,13,4.47,18054
18,55,270,44,16.3,222,82.22,4,1.48,18055
18,56,272,18,6.62,244,89.71,10,3.68,18056
18,57,223,15,6.73,200,89.69,8,3.59,18057
18,58,290,5,1.72,279,96.21,6,2.07,18058
18,59,277,7,2.53,264,95.31,6,2.17,18059
18,60,346,10,2.89,329,95.09,7,2.02,18060
18,61,296,3,1.01,285,96.28,8,2.7,18061
18,62,207,26,12.56,178,85.99,3,1.45,18062
19,1,381,36,9.45,340,89.24,5,1.31,19001
19,2,342,11,3.22,323,94.44,8,2.34,19002
19,3,327,46,14.07,281,85.93,0,0.0,19003
19,4,349,37,10.6,309,88.54,3,0.86,19004
19,5,422,22,5.21,390,92.42,10,2.37,19005
19,6,328,37,11.28,289,88.11,2,0.61,19006
19,7,352,26,7.39,324,92.05,2,0.57,19007
19,8,286,41,14.34,242,84.62,3,1.05,19008
19,9,269,29,10.78,236,87.73,4,1.49,19009
19,10,480,38,7.92,427,88.96,15,3.13,19010
19,11,403,68,16.87,334,82.88,1,0.25,19011
19,12,362,50,13.81,310,85.64,2,0.55,19012
19,13,277,16,5.78,247,89.17,14,5.05,19013
19,14,426,34,7.98,384,90.14,8,1.88,19014
19,15,332,55,16.57,274,82.53,3,0.9,19015
19,16,436,61,13.99,371,85.09,4,0.92,19016
19,17,384,25,6.51,353,91.93,6,1.56,19017
19,18,439,25,5.69,412,93.85,2,0.46,19018
19,19,406,25,6.16,374,92.12,7,1.72,19019
19,20,354,23,6.5,320,90.4,11,3.11,19020
19,21,270,33,12.22,234,86.67,3,1.11,19021
19,22,440,34,7.73,400,90.91,6,1.36,19022
19,23,437,52,11.9,381,87.19,4,0.92,19023
19,24,336,53,15.77,282,83.93,1,0.3,19024
19,25,439,44,10.02,393,89.52,2,0.46,19025
19,26,451,33,7.32,410,90.91,8,1.77,19026
19,27,272,18,6.62,243,89.34,11,4.04,19027
19,28,405,17,4.2,378,93.33,10,2.47,19028
19,29,349,60,17.19,284,81.38,5,1.43,19029
19,30,383,46,12.01,335,87.47,2,0.52,19030
19,31,329,31,9.42,288,87.54,10,3.04,19031
19,32,378,45,11.9,332,87.83,1,0.26,19032
19,33,426,48,11.27,373,87.56,5,1.17,19033
19,34,372,24,6.45,344,92.47,4,1.08,19034
19,35,369,32,8.67,331,89.7,6,1.63,19035
19,36,488,22,4.51,453,92.83,13,2.66,19036
19,37,401,25,6.23,364,90.77,12,2.99,19037
19,38,397,16,4.03,361,90.93,20,5.04,19038
19,39,184,4,2.17,176,95.65,4,2.17,19039
19,40,409,22,5.38,378,92.42,9,2.2,19040
19,41,301,40,13.29,258,85.71,3,1.0,19041
19,42,399,31,7.77,354,88.72,14,3.51,19042
19,43,534,20,3.75,489,91.57,25,4.68,19043
19,44,356,43,12.08,310,87.08,3,0.84,19044
19,45,382,51,13.35,325,85.08,6,1.57,19045
19,46,451,44,9.76,406,90.02,1,0.22,19046
19,47,546,32,5.86,495,90.66,19,3.48,19047
19,48,547,12,2.19,518,94.7,17,3.11,19048
19,49,458,32,6.99,409,89.3,17,3.71,19049
19,50,438,10,2.28,421,96.12,7,1.6,19050
19,51,275,38,13.82,236,85.82,1,0.36,19051
19,52,322,52,16.15,264,81.99,6,1.86,19052
19,53,368,29,7.88,333,90.49,6,1.63,19053
19,54,296,47,15.88,246,83.11,3,1.01,19054
19,55,304,39,12.83,260,85.53,5,1.64,19055
19,56,463,40,8.64,417,90.06,6,1.3,19056
19,57,432,34,7.87,383,88.66,15,3.47,19057
19,58,369,39,10.57,323,87.53,7,1.9,19058
19,59,429,64,14.92,364,84.85,1,0.23,19059
19,60,304,3,0.99,289,95.07,12,3.95,19060
19,61,445,38,8.54,396,88.99,11,2.47,19061
19,62,359,30,8.36,320,89.14,9,2.51,19062
19,63,269,9,3.35,253,94.05,7,2.6,19063
20,1,243,5,2.06,223,91.77,15,6.17,20001
20,2,203,7,3.45,193,95.07,3,1.48,20002
20,3,231,2,0.87,223,96.54,6,2.6,20003
20,4,177,15,8.47,155,87.57,7,3.95,20004
20,5,164,2,1.22,157,95.73,5,3.05,20005
20,6,272,5,1.84,256,94.12,11,4.04,20006
20,7,66,0,0.0,65,98.48,1,1.52,20007
20,8,68,11,16.18,52,76.47,5,7.35,20008
20,9,348,11,3.16,325,93.39,12,3.45,20009
20,10,186,1,0.54,177,95.16,8,4.3,20010
20,11,162,2,1.23,157,96.91,3,1.85,20011
20,12,138,3,2.17,133,96.38,2,1.45,20012
20,13,196,5,2.55,185,94.39,6,3.06,20013
20,14,315,4,1.27,304,96.51,7,2.22,20014
20,15,192,18,9.38,162,84.38,12,6.25,20015
20,16,314,10,3.18,290,92.36,14,4.46,20016
20,17,176,6,3.41,162,92.05,8,4.55,20017
20,18,163,1,0.61,156,95.71,6,3.68,20018
20,19,206,2,0.97,201,97.57,3,1.46,20019
20,20,110,1,0.91,109,99.09,0,0.0,20020
20,21,98,8,8.16,86,87.76,4,4.08,20021
20,22,362,12,3.31,334,92.27,16,4.42,20022
20,23,314,7,2.23,303,96.5,4,1.27,20023
20,24,277,8,2.89,257,92.78,12,4.33,20024
20,25,172,5,2.91,165,95.93,2,1.16,20025
20,26,245,8,3.27,225,91.84,12,4.9,20026
20,27,197,3,1.52,188,95.43,6,3.05,20027
