ward,precinct,total,Dan Rutherford,Dan Rutherford Percent,Robin Kelly,Robin Kelly Percent,Scott K. Summers,Scott K. Summers Percent,James Pauly,James Pauly Percent,precinct_id
24,46,269,7,2.6,261,97.03,0,0.0,1,0.37,24046
24,47,181,1,0.55,179,98.9,1,0.55,0,0.0,24047
24,48,123,3,2.44,117,95.12,3,2.44,0,0.0,24048
24,49,400,5,1.25,386,96.5,6,1.5,3,0.75,24049
24,50,369,9,2.44,357,96.75,3,0.81,0,0.0,24050
24,51,328,7,2.13,314,95.73,6,1.83,1,0.3,24051
24,52,180,4,2.22,172,95.56,4,2.22,0,0.0,24052
24,53,171,17,9.94,148,86.55,4,2.34,2,1.17,24053
24,54,263,6,2.28,252,95.82,5,1.9,0,0.0,24054
24,55,221,2,0.9,218,98.64,1,0.45,0,0.0,24055
24,56,266,3,1.13,259,97.37,3,1.13,1,0.38,24056
25,1,238,41,17.23,187,78.57,7,2.94,3,1.26,25001
25,2,325,31,9.54,266,81.85,21,6.46,7,2.15,25002
25,3,319,71,22.26,239,74.92,8,2.51,1,0.31,25003
25,4,278,88,31.65,167,60.07,15,5.4,8,2.88,25004
25,5,231,60,25.97,152,65.8,13,5.63,6,2.6,25005
25,6,189,26,13.76,138,73.02,19,10.05,6,3.17,25006
25,7,229,30,13.1,170,74.24,23,10.04,6,2.62,25007
25,8,245,27,11.02,198,80.82,15,6.12,5,2.04,25008
25,9,325,48,14.77,245,75.38,26,8.0,6,1.85,25009
25,10,157,12,7.64,141,89.81,4,2.55,0,0.0,25010
25,11,276,36,13.04,220,79.71,13,4.71,7,2.54,25011
25,12,252,44,17.46,182,72.22,17,6.75,9,3.57,25012
25,13,259,20,7.72,212,81.85,22,8.49,5,1.93,25013
25,14,159,67,42.14,85,53.46,4,2.52,3,1.89,25014
25,15,238,45,18.91,174,73.11,15,6.3,4,1.68,25015
25,16,195,37,18.97,144,73.85,7,3.59,7,3.59,25016
25,17,381,51,13.39,294,77.17,24,6.3,12,3.15,25017
25,18,249,65,26.1,176,70.68,5,2.01,3,1.2,25018
25,19,287,25,8.71,239,83.28,18,6.27,5,1.74,25019
25,20,270,36,13.33,220,81.48,11,4.07,3,1.11,25020
25,21,185,74,40.0,102,55.14,8,4.32,1,0.54,25021
25,22,130,21,16.15,96,73.85,12,9.23,1,0.77,25022
25,23,313,36,11.5,244,77.96,27,8.63,6,1.92,25023
25,24,304,35,11.51,241,79.28,22,7.24,6,1.97,25024
25,25,260,93,35.77,146,56.15,13,5.0,8,3.08,25025
25,26,190,70,36.84,110,57.89,6,3.16,4,2.11,25026
25,27,236,83,35.17,138,58.47,13,5.51,2,0.85,25027
25,28,343,120,34.99,195,56.85,22,6.41,6,1.75,25028
25,29,661,200,30.26,421,63.69,26,3.93,14,2.12,25029
25,30,246,24,9.76,187,76.02,30,12.2,5,2.03,25030
25,31,152,30,19.74,107,70.39,12,7.89,3,1.97,25031
26,1,146,39,26.71,91,62.33,12,8.22,4,2.74,26001
26,2,180,20,11.11,147,81.67,12,6.67,1,0.56,26002
26,3,171,19,11.11,133,77.78,13,7.6,6,3.51,26003
26,4,135,15,11.11,96,71.11,20,14.81,4,2.96,26004
26,5,207,15,7.25,170,82.13,15,7.25,7,3.38,26005
26,6,109,12,11.01,91,83.49,3,2.75,3,2.75,26006
26,7,140,34,24.29,97,69.29,8,5.71,1,0.71,26007
26,8,153,21,13.73,109,71.24,15,9.8,8,5.23,26008
26,9,92,14,15.22,72,78.26,4,4.35,2,2.17,26009
26,10,123,10,8.13,100,81.3,8,6.5,5,4.07,26010
26,11,147,26,17.69,110,74.83,6,4.08,5,3.4,26011
26,12,93,12,12.9,76,81.72,3,3.23,2,2.15,26012
26,13,173,39,22.54,118,68.21,14,8.09,2,1.16,26013
26,14,101,15,14.85,84,83.17,2,1.98,0,0.0,26014
26,15,126,17,13.49,95,75.4,11,8.73,3,2.38,26015
26,16,101,4,3.96,89,88.12,7,6.93,1,0.99,26016
26,17,132,51,38.64,69,52.27,6,4.55,6,4.55,26017
26,18,93,10,10.75,78,83.87,5,5.38,0,0.0,26018
26,19,281,53,18.86,173,61.57,50,17.79,5,1.78,26019
26,20,188,27,14.36,142,75.53,17,9.04,2,1.06,26020
26,21,169,11,6.51,145,85.8,10,5.92,3,1.78,26021
26,22,123,22,17.89,86,69.92,9,7.32,6,4.88,26022
26,23,101,14,13.86,78,77.23,8,7.92,1,0.99,26023
26,24,139,23,16.55,99,71.22,13,9.35,4,2.88,26024
26,25,48,3,6.25,41,85.42,4,8.33,0,0.0,26025
26,26,105,14,13.33,84,80.0,5,4.76,2,1.9,26026
26,27,157,21,13.38,130,82.8,5,3.18,1,0.64,26027
26,28,128,14,10.94,104,81.25,7,5.47,3,2.34,26028
26,29,126,17,13.49,103,81.75,6,4.76,0,0.0,26029
26,30,132,22,16.67,101,76.52,7,5.3,2,1.52,26030
26,31,132,17,12.88,107,81.06,5,3.79,3,2.27,26031
26,32,182,51,28.02,120,65.93,7,3.85,4,2.2,26032
26,33,102,42,41.18,53,51.96,6,5.88,1,0.98,26033
26,34,191,24,12.57,137,71.73,29,15.18,1,0.52,26034
26,35,208,66,31.73,125,60.1,14,6.73,3,1.44,26035
26,36,123,12,9.76,100,81.3,8,6.5,3,2.44,26036
26,37,87,15,17.24,68,78.16,0,0.0,4,4.6,26037
26,38,139,13,9.35,114,82.01,9,6.47,3,2.16,26038
26,39,141,9,6.38,112,79.43,18,12.77,2,1.42,26039
26,40,98,7,7.14,81,82.65,6,6.12,4,4.08,26040
26,41,134,15,11.19,111,82.84,4,2.99,4,2.99,26041
26,42,140,16,11.43,100,71.43,20,14.29,4,2.86,26042
26,43,109,10,9.17,94,86.24,3,2.75,2,1.83,26043
26,44,87,6,6.9,73,83.91,4,4.6,4,4.6,26044
26,45,190,15,7.89,160,84.21,11,5.79,4,2.11,26045
26,46,259,83,32.05,155,59.85,16,6.18,5,1.93,26046
26,47,83,14,16.87,65,78.31,4,4.82,0,0.0,26047
26,48,182,20,10.99,142,78.02,16,8.79,4,2.2,26048
26,49,108,13,12.04,93,86.11,1,0.93,1,0.93,26049
26,50,98,16,16.33,72,73.47,8,8.16,2,2.04,26050
26,51,165,30,18.18,122,73.94,11,6.67,2,1.21,26051
26,52,64,3,4.69,55,85.94,5,7.81,1,1.56,26052
26,53,108,22,20.37,78,72.22,6,5.56,2,1.85,26053
26,54,113,20,17.7,89,78.76,2,1.77,2,1.77,26054
26,55,99,21,21.21,71,71.72,5,5.05,2,2.02,26055
26,56,127,14,11.02,95,74.8,16,12.6,2,1.57,26056
26,57,120,18,15.0,90,75.0,6,5.0,6,5.0,26057
26,58,96,12,12.5,77,80.21,4,4.17,3,3.13,26058
26,59,158,17,10.76,123,77.85,6,3.8,12,7.59,26059
26,60,125,22,17.6,83,66.4,18,14.4,2,1.6,26060
26,61,86,10,11.63,69,80.23,6,6.98,1,1.16,26061
26,62,192,27,14.06,140,72.92,22,11.46,3,1.56,26062
26,63,52,7,13.46,37,71.15,6,11.54,2,3.85,26063
27,1,515,236,45.83,258,50.1,12,2.33,9,1.75,27001
27,2,164,3,1.83,156,95.12,5,3.05,0,0.0,27002
27,3,171,2,1.17,167,97.66,1,0.58,1,0.58,27003
27,4,144,10,6.94,129,89.58,2,1.39,3,2.08,27004
27,5,160,66,41.25,88,55.0,2,1.25,4,2.5,27005
27,6,74,5,6.76,68,91.89,1,1.35,0,0.0,27006
27,7,366,127,34.7,223,60.93,10,2.73,6,1.64,27007
27,8,207,5,2.42,199,96.14,2,0.97,1,0.48,27008
27,9,301,42,13.95,251,83.39,5,1.66,3,1.0,27009
27,10,324,10,3.09,306,94.44,6,1.85,2,0.62,27010
27,11,274,102,37.23,155,56.57,15,5.47,2,0.73,27011
27,12,370,150,40.54,207,55.95,4,1.08,9,2.43,27012
27,13,241,51,21.16,163,67.63,22,9.13,5,2.07,27013
27,14,291,9,3.09,273,93.81,7,2.41,2,0.69,27014
27,15,121,9,7.44,111,91.74,0,0.0,1,0.83,27015
27,16,113,51,45.13,55,48.67,5,4.42,2,1.77,27016
27,17,353,148,41.93,176,49.86,17,4.82,12,3.4,27017
27,18,246,101,41.06,126,51.22,14,5.69,5,2.03,27018
27,19,209,8,3.83,200,95.69,1,0.48,0,0.0,27019
27,20,313,5,1.6,306,97.76,2,0.64,0,0.0,27020
27,21,183,12,6.56,168,91.8,2,1.09,1,0.55,27021
27,22,222,7,3.15,209,94.14,3,1.35,3,1.35,27022
27,23,40,0,0.0,39,97.5,0,0.0,1,2.5,27023
27,24,174,12,6.9,161,92.53,1,0.57,0,0.0,27024
27,25,132,3,2.27,127,96.21,2,1.52,0,0.0,27025
27,26,198,8,4.04,184,92.93,3,1.52,3,1.52,27026
27,27,260,19,7.31,234,90.0,4,1.54,3,1.15,27027
27,28,291,91,31.27,183,62.89,11,3.78,6,2.06,27028
27,29,164,4,2.44,153,93.29,6,3.66,1,0.61,27029
27,30,127,4,3.15,121,95.28,0,0.0,2,1.57,27030
27,31,159,4,2.52,151,94.97,3,1.89,1,0.63,27031
27,32,213,36,16.9,161,75.59,12,5.63,4,1.88,27032
27,33,211,27,12.8,176,83.41,8,3.79,0,0.0,27033
27,34,256,4,1.56,249,97.27,3,1.17,0,0.0,27034
27,35,227,46,20.26,159,70.04,21,9.25,1,0.44,27035
27,36,229,10,4.37,202,88.21,9,3.93,8,3.49,27036
27,37,284,35,12.32,239,84.15,7,2.46,3,1.06,27037
27,38,183,38,20.77,135,73.77,8,4.37,2,1.09,27038
27,39,110,11,10.0,97,88.18,2,1.82,0,0.0,27039
27,40,176,6,3.41,166,94.32,3,1.7,1,0.57,27040
27,41,284,80,28.17,184,64.79,11,3.87,9,3.17,27041
27,42,241,109,45.23,122,50.62,8,3.32,2,0.83,27042
27,43,70,2,2.86,65,92.86,2,2.86,1,1.43,27043
27,44,163,4,2.45,155,95.09,3,1.84,1,0.61,27044
27,45,174,1,0.57,172,98.85,1,0.57,0,0.0,27045
27,46,173,6,3.47,163,94.22,3,1.73,1,0.58,27046
27,47,169,7,4.14,159,94.08,3,1.78,0,0.0,27047
27,48,262,6,2.29,247,94.27,7,2.67,2,0.76,27048
27,49,208,5,2.4,196,94.23,6,2.88,1,0.48,27049
27,50,334,131,39.22,188,56.29,11,3.29,4,1.2,27050
27,51,37,3,8.11,34,91.89,0,0.0,0,0.0,27051
27,52,190,2,1.05,187,98.42,0,0.0,1,0.53,27052
27,53,208,38,18.27,152,73.08,12,5.77,6,2.88,27053
27,54,384,149,38.8,212,55.21,12,3.13,11,2.86,27054
27,55,178,2,1.12,175,98.31,0,0.0,1,0.56,27055
27,56,190,49,25.79,124,65.26,11,5.79,6,3.16,27056
27,57,190,74,38.95,112,58.95,2,1.05,2,1.05,27057
27,58,153,71,46.41,72,47.06,9,5.88,1,0.65,27058
27,59,257,43,16.73,195,75.88,16,6.23,3,1.17,27059
28,1,231,3,1.3,227,98.27,0,0.0,1,0.43,28001
28,2,270,6,2.22,255,94.44,9,3.33,0,0.0,28002
28,3,171,1,0.58,165,96.49,2,1.17,3,1.75,28003
28,4,235,2,0.85,230,97.87,2,0.85,1,0.43,28004
28,5,194,13,6.7,174,89.69,5,2.58,2,1.03,28005
28,6,141,3,2.13,138,97.87,0,0.0,0,0.0,28006
28,7,173,4,2.31,167,96.53,0,0.0,2,1.16,28007
28,8,200,5,2.5,190,95.0,2,1.0,3,1.5,28008
28,9,172,5,2.91,164,95.35,2,1.16,1,0.58,28009
28,10,55,1,1.82,52,94.55,1,1.82,1,1.82,28010
28,11,164,1,0.61,159,96.95,3,1.83,1,0.61,28011
28,12,146,3,2.05,141,96.58,1,0.68,1,0.68,28012
28,13,129,3,2.33,126,97.67,0,0.0,0,0.0,28013
28,14,130,3,2.31,123,94.62,4,3.08,0,0.0,28014
28,15,191,2,1.05,184,96.34,4,2.09,1,0.52,28015
28,16,186,4,2.15,171,91.94,5,2.69,6,3.23,28016
28,17,184,4,2.17,179,97.28,1,0.54,0,0.0,28017
28,18,270,8,2.96,258,95.56,3,1.11,1,0.37,28018
28,19,259,4,1.54,248,95.75,7,2.7,0,0.0,28019
28,20,230,6,2.61,219,95.22,5,2.17,0,0.0,28020
28,21,262,5,1.91,255,97.33,1,0.38,1,0.38,28021
28,22,191,2,1.05,187,97.91,1,0.52,1,0.52,28022
28,23,178,4,2.25,172,96.63,2,1.12,0,0.0,28023
28,24,149,5,3.36,139,93.29,2,1.34,3,2.01,28024
28,25,154,5,3.25,141,91.56,7,4.55,1,0.65,28025
28,26,174,4,2.3,168,96.55,2,1.15,0,0.0,28026
28,27,234,7,2.99,226,96.58,1,0.43,0,0.0,28027
28,28,129,2,1.55,126,97.67,1,0.78,0,0.0,28028
28,29,189,17,8.99,157,83.07,10,5.29,5,2.65,28029
28,30,167,1,0.6,162,97.01,3,1.8,1,0.6,28030
28,31,184,2,1.09,181,98.37,1,0.54,0,0.0,28031
28,32,206,12,5.83,193,93.69,0,0.0,1,0.49,28032
28,33,241,5,2.07,235,97.51,1,0.41,0,0.0,28033
28,34,56,5,8.93,48,85.71,2,3.57,1,1.79,28034
28,35,193,1,0.52,182,94.3,10,5.18,0,0.0,28035
28,36,180,1,0.56,176,97.78,1,0.56,2,1.11,28036
28,37,300,9,3.0,284,94.67,6,2.0,1,0.33,28037
28,38,92,8,8.7,77,83.7,5,5.43,2,2.17,28038
28,39,231,4,1.73,223,96.54,3,1.3,1,0.43,28039
28,40,283,6,2.12,267,94.35,6,2.12,4,1.41,28040
28,41,203,6,2.96,195,96.06,2,0.99,0,0.0,28041
28,42,157,3,1.91,153,97.45,1,0.64,0,0.0,28042
28,43,275,15,5.45,256,93.09,4,1.45,0,0.0,28043
28,44,277,7,2.53,268,96.75,2,0.72,0,0.0,28044
28,45,227,5,2.2,221,97.36,1,0.44,0,0.0,28045
28,46,188,3,1.6,182,96.81,3,1.6,0,0.0,28046
28,47,226,10,4.42,204,90.27,5,2.21,7,3.1,28047
28,48,120,3,2.5,116,96.67,0,0.0,1,0.83,28048
28,49,93,1,1.08,91,97.85,1,1.08,0,0.0,28049
28,50,129,4,3.1,125,96.9,0,0.0,0,0.0,28050
28,51,201,6,2.99,191,95.02,4,1.99,0,0.0,28051
28,52,171,11,6.43,159,92.98,1,0.58,0,0.0,28052
28,53,105,11,10.48,90,85.71,4,3.81,0,0.0,28053
28,54,155,3,1.94,150,96.77,1,0.65,1,0.65,28054
28,55,191,1,0.52,187,97.91,2,1.05,1,0.52,28055
28,56,191,10,5.24,175,91.62,3,1.57,3,1.57,28056
28,57,191,2,1.05,183,95.81,3,1.57,3,1.57,28057
28,58,233,12,5.15,218,93.56,3,1.29,0,0.0,28058
28,59,170,3,1.76,162,95.29,4,2.35,1,0.59,28059
28,60,147,2,1.36,142,96.6,1,0.68,2,1.36,28060
28,61,156,26,16.67,125,80.13,4,2.56,1,0.64,28061
29,1,395,13,3.29,380,96.2,0,0.0,2,0.51,29001
29,2,165,34,20.61,121,73.33,10,6.06,0,0.0,29002
29,3,360,2,0.56,350,97.22,7,1.94,1,0.28,29003
29,4,265,6,2.26,259,97.74,0,0.0,0,0.0,29004
29,5,238,6,2.52,229,96.22,2,0.84,1,0.42,29005
29,6,117,32,27.35,83,70.94,2,1.71,0,0.0,29006
29,7,135,24,17.78,105,77.78,5,3.7,1,0.74,29007
29,8,186,3,1.61,181,97.31,1,0.54,1,0.54,29008
29,9,184,55,29.89,119,64.67,7,3.8,3,1.63,29009
29,10,133,26,19.55,100,75.19,3,2.26,4,3.01,29010
29,11,304,8,2.63,292,96.05,2,0.66,2,0.66,29011
29,12,331,22,6.65,301,90.94,6,1.81,2,0.6,29012
29,13,295,5,1.69,289,97.97,1,0.34,0,0.0,29013
29,14,331,8,2.42,321,96.98,2,0.6,0,0.0,29014
29,15,318,6,1.89,310,97.48,1,0.31,1,0.31,29015
29,16,412,5,1.21,401,97.33,5,1.21,1,0.24,29016
29,17,255,7,2.75,245,96.08,2,0.78,1,0.39,29017
29,18,319,4,1.25,305,95.61,7,2.19,3,0.94,29018
29,19,379,7,1.85,363,95.78,2,0.53,7,1.85,29019
29,20,324,14,4.32,303,93.52,2,0.62,5,1.54,29020
29,21,258,5,1.94,248,96.12,2,0.78,3,1.16,29021
29,22,266,33,12.41,211,79.32,11,4.14,11,4.14,29022
29,23,254,2,0.79,251,98.82,1,0.39,0,0.0,29023
29,24,165,23,13.94,135,81.82,4,2.42,3,1.82,29024
29,25,306,3,0.98,302,98.69,0,0.0,1,0.33,29025
29,26,250,4,1.6,242,96.8,3,1.2,1,0.4,29026
29,27,243,3,1.23,235,96.71,4,1.65,1,0.41,29027
29,28,369,9,2.44,355,96.21,4,1.08,1,0.27,29028
29,29,360,19,5.28,336,93.33,4,1.11,1,0.28,29029
29,30,150,47,31.33,99,66.0,3,2.0,1,0.67,29030
29,31,258,3,1.16,249,96.51,4,1.55,2,0.78,29031
29,32,196,51,26.02,132,67.35,10,5.1,3,1.53,29032
29,33,258,7,2.71,246,95.35,5,1.94,0,0.0,29033
29,34,196,25,12.76,168,85.71,2,1.02,1,0.51,29034
29,35,239,5,2.09,232,97.07,2,0.84,0,0.0,29035
29,36,350,5,1.43,343,98.0,1,0.29,1,0.29,29036
29,37,276,2,0.72,268,97.1,4,1.45,2,0.72,29037
29,38,267,5,1.87,261,97.75,0,0.0,1,0.37,29038
29,39,181,24,13.26,150,82.87,5,2.76,2,1.1,29039
29,40,389,9,2.31,377,96.92,2,0.51,1,0.26,29040
29,41,325,4,1.23,315,96.92,4,1.23,2,0.62,29041
29,42,332,9,2.71,321,96.69,1,0.3,1,0.3,29042
29,43,324,4,1.23,316,97.53,1,0.31,3,0.93,29043
29,44,258,11,4.26,243,94.19,4,1.55,0,0.0,29044
29,45,250,7,2.8,236,94.4,3,1.2,4,1.6,29045
29,46,278,6,2.16,267,96.04,3,1.08,2,0.72,29046
29,47,350,27,7.71,311,88.86,7,2.0,5,1.43,29047
29,48,267,11,4.12,252,94.38,2,0.75,2,0.75,29048
29,49,367,10,2.72,348,94.82,5,1.36,4,1.09,29049
30,1,233,87,37.34,129,55.36,9,3.86,8,3.43,30001
30,2,151,52,34.44,95,62.91,4,2.65,0,0.0,30002
30,3,248,52,20.97,168,67.74,23,9.27,5,2.02,30003
30,4,163,22,13.5,123,75.46,9,5.52,9,5.52,30004
30,5,101,14,13.86,86,85.15,1,0.99,0,0.0,30005
30,6,141,35,24.82,95,67.38,8,5.67,3,2.13,30006
30,7,148,35,23.65,104,70.27,5,3.38,4,2.7,30007
30,8,217,69,31.8,127,58.53,14,6.45,7,3.23,30008
30,9,189,46,24.34,132,69.84,8,4.23,3,1.59,30009
30,10,160,39,24.38,111,69.38,6,3.75,4,2.5,30010
30,11,121,39,32.23,79,65.29,3,2.48,0,0.0,30011
30,12,134,36,26.87,93,69.4,5,3.73,0,0.0,30012
30,13,186,67,36.02,108,58.06,8,4.3,3,1.61,30013
30,14,63,15,23.81,39,61.9,7,11.11,2,3.17,30014
30,15,244,93,38.11,136,55.74,11,4.51,4,1.64,30015
30,16,211,66,31.28,130,61.61,14,6.64,1,0.47,30016
30,17,107,26,24.3,75,70.09,3,2.8,3,2.8,30017
30,18,144,30,20.83,100,69.44,11,7.64,3,2.08,30018
30,19,135,21,15.56,100,74.07,8,5.93,6,4.44,30019
30,20,140,15,10.71,115,82.14,7,5.0,3,2.14,30020
30,21,167,37,22.16,120,71.86,5,2.99,5,2.99,30021
30,22,163,20,12.27,130,79.75,7,4.29,6,3.68,30022
30,23,149,9,6.04,132,88.59,6,4.03,2,1.34,30023
30,24,141,21,14.89,113,80.14,2,1.42,5,3.55,30024
30,25,120,39,32.5,68,56.67,13,10.83,0,0.0,30025
30,26,112,10,8.93,97,86.61,2,1.79,3,2.68,30026
30,27,269,24,8.92,226,84.01,11,4.09,8,2.97,30027
30,28,160,58,36.25,94,58.75,6,3.75,2,1.25,30028
30,29,105,16,15.24,80,76.19,3,2.86,6,5.71,30029
30,30,226,75,33.19,132,58.41,14,6.19,5,2.21,30030
30,31,117,15,12.82,94,80.34,7,5.98,1,0.85,30031
30,32,73,15,20.55,55,75.34,1,1.37,2,2.74,30032
30,33,139,15,10.79,115,82.73,5,3.6,4,2.88,30033
30,34,192,68,35.42,117,60.94,4,2.08,3,1.56,30034
30,35,190,33,17.37,146,76.84,5,2.63,6,3.16,30035
30,36,188,40,21.28,124,65.96,18,9.57,6,3.19,30036
30,37,146,50,34.25,87,59.59,7,4.79,2,1.37,30037
30,38,252,53,21.03,178,70.63,13,5.16,8,3.17,30038
30,39,195,45,23.08,130,66.67,16,8.21,4,2.05,30039
30,40,171,39,22.81,121,70.76,7,4.09,4,2.34,30040
30,41,169,20,11.83,142,84.02,4,2.37,3,1.78,30041
31,1,78,15,19.23,59,75.64,4,5.13,0,0.0,31001
31,2,118,31,26.27,78,66.1,8,6.78,1,0.85,31002
31,3,130,37,28.46,85,65.38,4,3.08,4,3.08,31003
31,4,145,32,22.07,102,70.34,9,6.21,2,1.38,31004
31,5,186,52,27.96,125,67.2,7,3.76,2,1.08,31005
31,6,152,37,24.34,107,70.39,7,4.61,1,0.66,31006
31,7,142,28,19.72,110,77.46,4,2.82,0,0.0,31007
31,8,129,35,27.13,89,68.99,5,3.88,0,0.0,31008
31,9,129,29,22.48,92,71.32,6,4.65,2,1.55,31009
31,10,70,6,8.57,61,87.14,1,1.43,2,2.86,31010
31,11,141,34,24.11,98,69.5,8,5.67,1,0.71,31011
31,12,150,22,14.67,115,76.67,7,4.67,6,4.0,31012
31,13,154,26,16.88,117,75.97,9,5.84,2,1.3,31013
31,14,122,34,27.87,83,68.03,4,3.28,1,0.82,31014
31,15,83,31,37.35,45,54.22,5,6.02,2,2.41,31015
31,16,140,26,18.57,102,72.86,12,8.57,0,0.0,31016
31,17,112,21,18.75,87,77.68,4,3.57,0,0.0,31017
31,18,132,17,12.88,110,83.33,1,0.76,4,3.03,31018
31,19,130,22,16.92,98,75.38,7,5.38,3,2.31,31019
31,20,107,22,20.56,78,72.9,4,3.74,3,2.8,31020
31,21,141,23,16.31,115,81.56,3,2.13,0,0.0,31021
31,22,107,26,24.3,72,67.29,6,5.61,3,2.8,31022
31,23,94,23,24.47,66,70.21,3,3.19,2,2.13,31023
31,24,129,18,13.95,103,79.84,4,3.1,4,3.1,31024
31,25,146,19,13.01,118,80.82,3,2.05,6,4.11,31025
31,26,115,32,27.83,75,65.22,7,6.09,1,0.87,31026
31,27,109,7,6.42,96,88.07,6,5.5,0,0.0,31027
31,28,151,23,15.23,120,79.47,8,5.3,0,0.0,31028
31,29,121,33,27.27,84,69.42,3,2.48,1,0.83,31029
31,30,175,35,20.0,124,70.86,10,5.71,6,3.43,31030
31,31,208,44,21.15,147,70.67,13,6.25,4,1.92,31031
31,32,175,33,18.86,130,74.29,9,5.14,3,1.71,31032
31,33,180,35,19.44,132,73.33,11,6.11,2,1.11,31033
31,34,103,15,14.56,80,77.67,5,4.85,3,2.91,31034
31,35,104,18,17.31,78,75.0,5,4.81,3,2.88,31035
31,36,168,30,17.86,125,74.4,11,6.55,2,1.19,31036
31,37,130,23,17.69,99,76.15,5,3.85,3,2.31,31037
31,38,99,23,23.23,71,71.72,4,4.04,1,1.01,31038
31,39,80,5,6.25,71,88.75,2,2.5,2,2.5,31039
31,40,99,19,19.19,74,74.75,1,1.01,5,5.05,31040
31,41,145,28,19.31,104,71.72,9,6.21,4,2.76,31041
31,42,166,19,11.45,140,84.34,4,2.41,3,1.81,31042
31,43,177,56,31.64,109,61.58,5,2.82,7,3.95,31043
31,44,128,19,14.84,106,82.81,3,2.34,0,0.0,31044
31,45,130,35,26.92,87,66.92,4,3.08,4,3.08,31045
31,46,129,19,14.73,102,79.07,6,4.65,2,1.55,31046
31,47,149,36,24.16,105,70.47,7,4.7,1,0.67,31047
31,48,124,28,22.58,92,74.19,3,2.42,1,0.81,31048
31,49,78,10,12.82,64,82.05,2,2.56,2,2.56,31049
31,50,165,50,30.3,109,66.06,5,3.03,1,0.61,31050
31,51,91,10,10.99,73,80.22,4,4.4,4,4.4,31051
32,1,325,93,28.62,197,60.62,26,8.0,9,2.77,32001
32,2,351,96,27.35,225,64.1,23,6.55,7,1.99,32002
32,3,257,54,21.01,179,69.65,13,5.06,11,4.28,32003
32,4,369,135,36.59,210,56.91,16,4.34,8,2.17,32004
32,5,236,76,32.2,138,58.47,17,7.2,5,2.12,32005
32,6,304,104,34.21,164,53.95,29,9.54,7,2.3,32006
32,7,275,126,45.82,138,50.18,8,2.91,3,1.09,32007
32,8,468,221,47.22,227,48.5,12,2.56,8,1.71,32008
32,9,505,180,35.64,291,57.62,19,3.76,15,2.97,32009
32,10,341,147,43.11,176,51.61,12,3.52,6,1.76,32010
32,11,264,68,25.76,162,61.36,25,9.47,9,3.41,32011
32,12,195,41,21.03,139,71.28,14,7.18,1,0.51,32012
32,13,192,102,53.13,77,40.1,8,4.17,5,2.6,32013
32,14,264,68,25.76,172,65.15,18,6.82,6,2.27,32014
32,15,232,89,38.36,127,54.74,9,3.88,7,3.02,32015
32,16,292,79,27.05,186,63.7,23,7.88,4,1.37,32016
32,17,346,88,25.43,223,64.45,28,8.09,7,2.02,32017
32,18,294,125,42.52,155,52.72,11,3.74,3,1.02,32018
32,19,310,99,31.94,191,61.61,13,4.19,7,2.26,32019
32,20,325,149,45.85,159,48.92,9,2.77,8,2.46,32020
32,21,261,93,35.63,152,58.24,7,2.68,9,3.45,32021
32,22,383,141,36.81,213,55.61,17,4.44,12,3.13,32022
32,23,328,118,35.98,187,57.01,15,4.57,8,2.44,32023
32,24,447,229,51.23,201,44.97,4,0.89,13,2.91,32024
32,25,280,102,36.43,168,60.0,9,3.21,1,0.36,32025
32,26,264,68,25.76,149,56.44,39,14.77,8,3.03,32026
32,27,343,147,42.86,180,52.48,12,3.5,4,1.17,32027
32,28,274,82,29.93,170,62.04,15,5.47,7,2.55,32028
32,29,254,61,24.02,157,61.81,24,9.45,12,4.72,32029
32,30,403,210,52.11,186,46.15,4,0.99,3,0.74,32030
32,31,402,160,39.8,218,54.23,12,2.99,12,2.99,32031
32,32,357,181,50.7,156,43.7,13,3.64,7,1.96,32032
32,33,223,82,36.77,126,56.5,10,4.48,5,2.24,32033
32,34,371,132,35.58,212,57.14,19,5.12,8,2.16,32034
32,35,354,131,37.01,188,53.11,30,8.47,5,1.41,32035
32,36,372,133,35.75,218,58.6,19,5.11,2,0.54,32036
32,37,280,91,32.5,173,61.79,11,3.93,5,1.79,32037
32,38,354,127,35.88,199,56.21,21,5.93,7,1.98,32038
32,39,422,204,48.34,200,47.39,10,2.37,8,1.9,32039
32,40,373,137,36.73,209,56.03,20,5.36,7,1.88,32040
32,41,415,183,44.1,215,51.81,13,3.13,4,0.96,32041
32,42,411,167,40.63,213,51.82,23,5.6,8,1.95,32042
32,43,375,204,54.4,162,43.2,7,1.87,2,0.53,32043
32,44,237,69,29.11,146,61.6,17,7.17,5,2.11,32044
32,45,324,131,40.43,173,53.4,16,4.94,4,1.23,32045
32,46,143,49,34.27,79,55.24,6,4.2,9,6.29,32046
32,47,377,179,47.48,184,48.81,8,2.12,6,1.59,32047
32,48,468,201,42.95,240,51.28,13,2.78,14,2.99,32048
32,49,214,79,36.92,119,55.61,9,4.21,7,3.27,32049
32,50,426,207,48.59,196,46.01,12,2.82,11,2.58,32050
32,51,418,206,49.28,191,45.69,8,1.91,13,3.11,32051
32,52,210,88,41.9,110,52.38,5,2.38,7,3.33,32052
33,1,335,60,17.91,249,74.33,20,5.97,6,1.79,33001
33,2,389,119,30.59,247,63.5,14,3.6,9,2.31,33002
33,3,339,56,16.52,242,71.39,33,9.73,8,2.36,33003
