ward,precinct,total,Mark Steven Kirk,Mark Steven Kirk Percent,Alexander ''Alexi'' Giannoulias,Alexander ''Alexi'' Giannoulias Percent,LeAlan M. Jones,LeAlan M. Jones Percent,Mike Labno,Mike Labno Percent,precinct_id
8,29,322,0,0.0,315,97.83,6,1.86,1,0.31,08029
8,30,260,7,2.69,245,94.23,7,2.69,1,0.38,08030
8,31,215,4,1.86,204,94.88,7,3.26,0,0.0,08031
8,32,439,7,1.59,423,96.36,7,1.59,2,0.46,08032
8,33,265,1,0.38,261,98.49,2,0.75,1,0.38,08033
8,34,376,1,0.27,366,97.34,7,1.86,2,0.53,08034
8,35,343,9,2.62,331,96.5,3,0.87,0,0.0,08035
8,36,264,6,2.27,252,95.45,4,1.52,2,0.76,08036
8,37,355,1,0.28,347,97.75,5,1.41,2,0.56,08037
8,38,307,5,1.63,293,95.44,7,2.28,2,0.65,08038
8,39,305,3,0.98,301,98.69,1,0.33,0,0.0,08039
8,40,258,9,3.49,246,95.35,3,1.16,0,0.0,08040
8,41,231,8,3.46,219,94.81,3,1.3,1,0.43,08041
8,42,301,3,1.0,291,96.68,5,1.66,2,0.66,08042
8,43,245,6,2.45,236,96.33,3,1.22,0,0.0,08043
8,44,231,4,1.73,224,96.97,2,0.87,1,0.43,08044
8,45,237,3,1.27,231,97.47,3,1.27,0,0.0,08045
8,46,251,5,1.99,242,96.41,4,1.59,0,0.0,08046
8,47,301,7,2.33,287,95.35,6,1.99,1,0.33,08047
8,48,259,8,3.09,244,94.21,7,2.7,0,0.0,08048
8,49,390,7,1.79,374,95.9,7,1.79,2,0.51,08049
8,50,317,1,0.32,310,97.79,5,1.58,1,0.32,08050
8,51,386,8,2.07,368,95.34,8,2.07,2,0.52,08051
8,52,293,4,1.37,283,96.59,5,1.71,1,0.34,08052
8,53,331,7,2.11,314,94.86,7,2.11,3,0.91,08053
8,54,307,6,1.95,295,96.09,4,1.3,2,0.65,08054
8,55,289,7,2.42,277,95.85,5,1.73,0,0.0,08055
8,56,332,5,1.51,321,96.69,5,1.51,1,0.3,08056
8,57,272,5,1.84,263,96.69,4,1.47,0,0.0,08057
8,58,309,4,1.29,302,97.73,3,0.97,0,0.0,08058
8,59,183,4,2.19,174,95.08,4,2.19,1,0.55,08059
8,60,275,5,1.82,264,96.0,3,1.09,3,1.09,08060
8,61,226,3,1.33,214,94.69,8,3.54,1,0.44,08061
8,62,254,4,1.57,246,96.85,4,1.57,0,0.0,08062
8,63,308,3,0.97,298,96.75,7,2.27,0,0.0,08063
8,64,280,3,1.07,268,95.71,7,2.5,2,0.71,08064
8,65,200,4,2.0,194,97.0,1,0.5,1,0.5,08065
8,66,443,8,1.81,426,96.16,6,1.35,3,0.68,08066
8,67,206,3,1.46,201,97.57,2,0.97,0,0.0,08067
8,68,191,5,2.62,184,96.34,2,1.05,0,0.0,08068
8,69,189,4,2.12,178,94.18,6,3.17,1,0.53,08069
8,70,372,5,1.34,354,95.16,10,2.69,3,0.81,08070
9,1,353,3,0.85,346,98.02,3,0.85,1,0.28,09001
9,2,350,3,0.86,342,97.71,3,0.86,2,0.57,09002
9,3,130,0,0.0,129,99.23,1,0.77,0,0.0,09003
9,4,291,7,2.41,276,94.85,7,2.41,1,0.34,09004
9,5,372,12,3.23,349,93.82,9,2.42,2,0.54,09005
9,6,368,5,1.36,359,97.55,1,0.27,3,0.82,09006
9,7,255,9,3.53,238,93.33,7,2.75,1,0.39,09007
9,8,328,11,3.35,307,93.6,7,2.13,3,0.91,09008
9,9,372,5,1.34,362,97.31,5,1.34,0,0.0,09009
9,10,311,5,1.61,299,96.14,5,1.61,2,0.64,09010
9,11,227,3,1.32,221,97.36,3,1.32,0,0.0,09011
9,12,288,1,0.35,283,98.26,4,1.39,0,0.0,09012
9,13,338,3,0.89,329,97.34,5,1.48,1,0.3,09013
9,14,421,6,1.43,411,97.62,4,0.95,0,0.0,09014
9,15,273,5,1.83,263,96.34,3,1.1,2,0.73,09015
9,16,239,0,0.0,237,99.16,1,0.42,1,0.42,09016
9,17,293,5,1.71,286,97.61,2,0.68,0,0.0,09017
9,18,302,9,2.98,286,94.7,7,2.32,0,0.0,09018
9,19,305,6,1.97,297,97.38,1,0.33,1,0.33,09019
9,20,329,4,1.22,314,95.44,10,3.04,1,0.3,09020
9,21,317,6,1.89,307,96.85,4,1.26,0,0.0,09021
9,22,363,4,1.1,350,96.42,7,1.93,2,0.55,09022
9,23,231,5,2.16,220,95.24,6,2.6,0,0.0,09023
9,24,141,7,4.96,133,94.33,1,0.71,0,0.0,09024
9,25,238,43,18.07,184,77.31,4,1.68,7,2.94,09025
9,26,229,5,2.18,223,97.38,1,0.44,0,0.0,09026
9,27,295,8,2.71,280,94.92,6,2.03,1,0.34,09027
9,28,143,3,2.1,135,94.41,2,1.4,3,2.1,09028
9,29,262,6,2.29,250,95.42,6,2.29,0,0.0,09029
9,30,308,5,1.62,300,97.4,3,0.97,0,0.0,09030
9,31,244,0,0.0,241,98.77,2,0.82,1,0.41,09031
9,32,282,7,2.48,268,95.04,5,1.77,2,0.71,09032
9,33,276,1,0.36,273,98.91,2,0.72,0,0.0,09033
9,34,238,7,2.94,226,94.96,4,1.68,1,0.42,09034
9,35,340,5,1.47,330,97.06,5,1.47,0,0.0,09035
9,36,363,5,1.38,349,96.14,6,1.65,3,0.83,09036
9,37,251,44,17.53,195,77.69,4,1.59,8,3.19,09037
9,38,313,5,1.6,300,95.85,8,2.56,0,0.0,09038
9,39,371,5,1.35,359,96.77,5,1.35,2,0.54,09039
9,40,329,4,1.22,316,96.05,6,1.82,3,0.91,09040
9,41,339,9,2.65,319,94.1,10,2.95,1,0.29,09041
9,42,152,3,1.97,143,94.08,6,3.95,0,0.0,09042
9,43,202,9,4.46,187,92.57,2,0.99,4,1.98,09043
9,44,221,4,1.81,212,95.93,4,1.81,1,0.45,09044
9,45,278,3,1.08,268,96.4,6,2.16,1,0.36,09045
9,46,248,4,1.61,238,95.97,4,1.61,2,0.81,09046
9,47,347,7,2.02,331,95.39,7,2.02,2,0.58,09047
9,48,325,7,2.15,316,97.23,1,0.31,1,0.31,09048
9,49,204,2,0.98,197,96.57,5,2.45,0,0.0,09049
9,50,298,4,1.34,291,97.65,3,1.01,0,0.0,09050
9,51,174,8,4.6,154,88.51,6,3.45,6,3.45,09051
9,52,327,9,2.75,313,95.72,4,1.22,1,0.31,09052
9,53,170,6,3.53,160,94.12,4,2.35,0,0.0,09053
10,1,235,8,3.4,221,94.04,5,2.13,1,0.43,10001
10,2,170,53,31.18,108,63.53,3,1.76,6,3.53,10002
10,3,229,104,45.41,119,51.97,1,0.44,5,2.18,10003
10,4,168,19,11.31,142,84.52,4,2.38,3,1.79,10004
10,5,197,48,24.37,136,69.04,7,3.55,6,3.05,10005
10,6,258,2,0.78,251,97.29,4,1.55,1,0.39,10006
10,7,59,4,6.78,51,86.44,2,3.39,2,3.39,10007
10,8,226,86,38.05,125,55.31,6,2.65,9,3.98,10008
10,9,220,97,44.09,119,54.09,2,0.91,2,0.91,10009
10,10,232,89,38.36,129,55.6,6,2.59,8,3.45,10010
10,11,211,63,29.86,138,65.4,3,1.42,7,3.32,10011
10,12,172,41,23.84,126,73.26,4,2.33,1,0.58,10012
10,13,197,60,30.46,127,64.47,5,2.54,5,2.54,10013
10,14,233,92,39.48,133,57.08,6,2.58,2,0.86,10014
10,15,109,29,26.61,72,66.06,7,6.42,1,0.92,10015
10,16,231,94,40.69,119,51.52,9,3.9,9,3.9,10016
10,17,190,74,38.95,103,54.21,7,3.68,6,3.16,10017
10,18,160,7,4.38,145,90.63,5,3.13,3,1.88,10018
10,19,267,82,30.71,173,64.79,7,2.62,5,1.87,10019
10,20,172,53,30.81,115,66.86,4,2.33,0,0.0,10020
10,21,217,84,38.71,119,54.84,7,3.23,7,3.23,10021
10,22,167,5,2.99,159,95.21,2,1.2,1,0.6,10022
10,23,167,28,16.77,132,79.04,5,2.99,2,1.2,10023
10,24,215,107,49.77,91,42.33,9,4.19,8,3.72,10024
10,25,249,21,8.43,213,85.54,8,3.21,7,2.81,10025
10,26,189,42,22.22,128,67.72,9,4.76,10,5.29,10026
10,27,243,77,31.69,155,63.79,7,2.88,4,1.65,10027
10,28,203,8,3.94,188,92.61,7,3.45,0,0.0,10028
10,29,236,4,1.69,229,97.03,3,1.27,0,0.0,10029
10,30,201,30,14.93,164,81.59,4,1.99,3,1.49,10030
10,31,196,55,28.06,129,65.82,5,2.55,7,3.57,10031
10,32,213,58,27.23,145,68.08,7,3.29,3,1.41,10032
10,33,209,40,19.14,159,76.08,5,2.39,5,2.39,10033
10,34,194,33,17.01,150,77.32,5,2.58,6,3.09,10034
10,35,191,34,17.8,152,79.58,5,2.62,0,0.0,10035
10,36,257,14,5.45,236,91.83,5,1.95,2,0.78,10036
10,37,171,15,8.77,150,87.72,3,1.75,3,1.75,10037
10,38,251,65,25.9,169,67.33,12,4.78,5,1.99,10038
10,39,195,29,14.87,151,77.44,11,5.64,4,2.05,10039
10,40,184,17,9.24,161,87.5,5,2.72,1,0.54,10040
10,41,269,93,34.57,164,60.97,7,2.6,5,1.86,10041
10,42,222,91,40.99,114,51.35,7,3.15,10,4.5,10042
10,43,116,9,7.76,102,87.93,3,2.59,2,1.72,10043
10,44,203,34,16.75,158,77.83,8,3.94,3,1.48,10044
10,45,140,19,13.57,108,77.14,6,4.29,7,5.0,10045
10,46,209,41,19.62,162,77.51,2,0.96,4,1.91,10046
10,47,173,41,23.7,124,71.68,4,2.31,4,2.31,10047
10,48,180,7,3.89,166,92.22,4,2.22,3,1.67,10048
11,1,319,95,29.78,199,62.38,18,5.64,7,2.19,11001
11,2,235,48,20.43,171,72.77,11,4.68,5,2.13,11002
11,3,188,31,16.49,152,80.85,5,2.66,0,0.0,11003
11,4,286,62,21.68,209,73.08,10,3.5,5,1.75,11004
11,5,171,27,15.79,129,75.44,7,4.09,8,4.68,11005
11,6,303,67,22.11,214,70.63,15,4.95,7,2.31,11006
11,7,220,50,22.73,157,71.36,7,3.18,6,2.73,11007
11,8,241,70,29.05,155,64.32,10,4.15,6,2.49,11008
11,9,155,47,30.32,98,63.23,5,3.23,5,3.23,11009
11,10,140,26,18.57,103,73.57,6,4.29,5,3.57,11010
11,11,407,135,33.17,249,61.18,16,3.93,7,1.72,11011
11,12,270,79,29.26,178,65.93,6,2.22,7,2.59,11012
11,13,239,63,26.36,168,70.29,7,2.93,1,0.42,11013
11,14,228,74,32.46,140,61.4,6,2.63,8,3.51,11014
11,15,194,68,35.05,110,56.7,10,5.15,6,3.09,11015
11,16,285,82,28.77,188,65.96,9,3.16,6,2.11,11016
11,17,321,64,19.94,240,74.77,11,3.43,6,1.87,11017
11,18,201,58,28.86,124,61.69,14,6.97,5,2.49,11018
11,19,227,58,25.55,154,67.84,7,3.08,8,3.52,11019
11,20,194,53,27.32,127,65.46,10,5.15,4,2.06,11020
11,21,232,76,32.76,138,59.48,8,3.45,10,4.31,11021
11,22,207,36,17.39,155,74.88,9,4.35,7,3.38,11022
11,23,180,51,28.33,122,67.78,4,2.22,3,1.67,11023
11,24,419,136,32.46,269,64.2,10,2.39,4,0.95,11024
11,25,253,67,26.48,172,67.98,12,4.74,2,0.79,11025
11,26,295,58,19.66,220,74.58,13,4.41,4,1.36,11026
11,27,277,102,36.82,169,61.01,2,0.72,4,1.44,11027
11,28,175,50,28.57,117,66.86,6,3.43,2,1.14,11028
11,29,265,54,20.38,203,76.6,4,1.51,4,1.51,11029
11,30,231,48,20.78,168,72.73,12,5.19,3,1.3,11030
11,31,185,75,40.54,97,52.43,6,3.24,7,3.78,11031
11,32,182,68,37.36,106,58.24,4,2.2,4,2.2,11032
11,33,155,41,26.45,109,70.32,2,1.29,3,1.94,11033
11,34,171,46,26.9,117,68.42,6,3.51,2,1.17,11034
11,35,337,123,36.5,196,58.16,13,3.86,5,1.48,11035
11,36,73,17,23.29,54,73.97,1,1.37,1,1.37,11036
11,37,321,112,34.89,196,61.06,3,0.93,10,3.12,11037
11,38,333,113,33.93,206,61.86,9,2.7,5,1.5,11038
11,39,354,125,35.31,218,61.58,6,1.69,5,1.41,11039
11,40,154,54,35.06,92,59.74,2,1.3,6,3.9,11040
11,41,129,27,20.93,90,69.77,10,7.75,2,1.55,11041
11,42,187,53,28.34,125,66.84,5,2.67,4,2.14,11042
11,43,268,74,27.61,179,66.79,9,3.36,6,2.24,11043
11,44,262,82,31.3,166,63.36,8,3.05,6,2.29,11044
11,45,134,60,44.78,70,52.24,3,2.24,1,0.75,11045
11,46,170,42,24.71,119,70.0,6,3.53,3,1.76,11046
11,47,226,80,35.4,134,59.29,8,3.54,4,1.77,11047
11,48,102,36,35.29,64,62.75,1,0.98,1,0.98,11048
11,49,213,72,33.8,126,59.15,10,4.69,5,2.35,11049
11,50,134,41,30.6,87,64.93,3,2.24,3,2.24,11050
12,1,114,17,14.91,94,82.46,3,2.63,0,0.0,12001
12,2,145,26,17.93,112,77.24,4,2.76,3,2.07,12002
12,3,168,40,23.81,119,70.83,5,2.98,4,2.38,12003
12,4,116,27,23.28,83,71.55,4,3.45,2,1.72,12004
12,5,127,27,21.26,98,77.17,1,0.79,1,0.79,12005
12,6,109,19,17.43,83,76.15,1,0.92,6,5.5,12006
12,7,224,17,7.59,197,87.95,7,3.13,3,1.34,12007
12,8,291,48,16.49,220,75.6,14,4.81,9,3.09,12008
12,9,137,23,16.79,101,73.72,8,5.84,5,3.65,12009
12,10,174,42,24.14,122,70.11,6,3.45,4,2.3,12010
12,11,245,26,10.61,207,84.49,6,2.45,6,2.45,12011
12,12,147,35,23.81,102,69.39,8,5.44,2,1.36,12012
12,13,248,54,21.77,182,73.39,7,2.82,5,2.02,12013
12,14,177,33,18.64,135,76.27,6,3.39,3,1.69,12014
12,15,117,14,11.97,98,83.76,0,0.0,5,4.27,12015
12,16,139,16,11.51,116,83.45,5,3.6,2,1.44,12016
12,17,204,21,10.29,169,82.84,12,5.88,2,0.98,12017
12,18,181,21,11.6,146,80.66,10,5.52,4,2.21,12018
12,19,238,46,19.33,175,73.53,12,5.04,5,2.1,12019
12,20,172,31,18.02,130,75.58,4,2.33,7,4.07,12020
12,21,189,47,24.87,133,70.37,6,3.17,3,1.59,12021
12,22,125,18,14.4,92,73.6,11,8.8,4,3.2,12022
12,23,184,26,14.13,148,80.43,6,3.26,4,2.17,12023
12,24,213,41,19.25,154,72.3,13,6.1,5,2.35,12024
13,1,272,90,33.09,162,59.56,10,3.68,10,3.68,13001
13,2,186,31,16.67,144,77.42,8,4.3,3,1.61,13002
13,3,300,80,26.67,215,71.67,2,0.67,3,1.0,13003
13,4,392,154,39.29,205,52.3,18,4.59,15,3.83,13004
13,5,272,68,25.0,193,70.96,5,1.84,6,2.21,13005
13,6,253,70,27.67,169,66.8,10,3.95,4,1.58,13006
13,7,240,53,22.08,163,67.92,12,5.0,12,5.0,13007
13,8,283,111,39.22,156,55.12,7,2.47,9,3.18,13008
13,9,282,61,21.63,210,74.47,3,1.06,8,2.84,13009
13,10,223,59,26.46,156,69.96,5,2.24,3,1.35,13010
13,11,253,63,24.9,171,67.59,11,4.35,8,3.16,13011
13,12,222,62,27.93,152,68.47,5,2.25,3,1.35,13012
13,13,300,69,23.0,223,74.33,5,1.67,3,1.0,13013
13,14,247,76,30.77,152,61.54,7,2.83,12,4.86,13014
13,15,322,91,28.26,216,67.08,7,2.17,8,2.48,13015
13,16,297,77,25.93,206,69.36,9,3.03,5,1.68,13016
13,17,274,105,38.32,155,56.57,8,2.92,6,2.19,13017
13,18,201,53,26.37,138,68.66,8,3.98,2,1.0,13018
13,19,329,48,14.59,263,79.94,6,1.82,12,3.65,13019
13,20,240,44,18.33,181,75.42,10,4.17,5,2.08,13020
13,21,312,65,20.83,239,76.6,4,1.28,4,1.28,13021
13,22,225,65,28.89,151,67.11,4,1.78,5,2.22,13022
13,23,224,58,25.89,157,70.09,5,2.23,4,1.79,13023
13,24,241,74,30.71,149,61.83,10,4.15,8,3.32,13024
13,25,231,72,31.17,135,58.44,15,6.49,9,3.9,13025
13,26,263,95,36.12,155,58.94,8,3.04,5,1.9,13026
13,27,270,71,26.3,185,68.52,8,2.96,6,2.22,13027
13,28,192,45,23.44,143,74.48,2,1.04,2,1.04,13028
13,29,226,66,29.2,145,64.16,6,2.65,9,3.98,13029
13,30,306,64,20.92,231,75.49,7,2.29,4,1.31,13030
13,31,252,34,13.49,209,82.94,4,1.59,5,1.98,13031
13,32,284,19,6.69,255,89.79,8,2.82,2,0.7,13032
13,33,243,60,24.69,172,70.78,6,2.47,5,2.06,13033
13,34,337,57,16.91,264,78.34,7,2.08,9,2.67,13034
13,35,271,67,24.72,188,69.37,10,3.69,6,2.21,13035
13,36,128,32,25.0,92,71.88,1,0.78,3,2.34,13036
13,37,261,56,21.46,196,75.1,6,2.3,3,1.15,13037
13,38,275,79,28.73,185,67.27,6,2.18,5,1.82,13038
13,39,225,57,25.33,162,72.0,4,1.78,2,0.89,13039
13,40,275,85,30.91,169,61.45,10,3.64,11,4.0,13040
13,41,216,39,18.06,167,77.31,4,1.85,6,2.78,13041
13,42,235,61,25.96,157,66.81,10,4.26,7,2.98,13042
13,43,262,64,24.43,177,67.56,12,4.58,9,3.44,13043
13,44,288,49,17.01,230,79.86,8,2.78,1,0.35,13044
13,45,321,110,34.27,197,61.37,8,2.49,6,1.87,13045
13,46,261,67,25.67,178,68.2,11,4.21,5,1.92,13046
13,47,266,59,22.18,197,74.06,6,2.26,4,1.5,13047
14,1,96,14,14.58,79,82.29,0,0.0,3,3.13,14001
14,2,183,48,26.23,129,70.49,4,2.19,2,1.09,14002
14,3,204,34,16.67,161,78.92,5,2.45,4,1.96,14003
14,4,167,38,22.75,126,75.45,2,1.2,1,0.6,14004
14,5,226,20,8.85,198,87.61,5,2.21,3,1.33,14005
14,6,179,32,17.88,140,78.21,5,2.79,2,1.12,14006
14,7,167,34,20.36,128,76.65,3,1.8,2,1.2,14007
14,8,130,22,16.92,99,76.15,6,4.62,3,2.31,14008
14,9,215,26,12.09,181,84.19,7,3.26,1,0.47,14009
14,10,198,50,25.25,134,67.68,11,5.56,3,1.52,14010
14,11,148,12,8.11,132,89.19,3,2.03,1,0.68,14011
14,12,166,30,18.07,125,75.3,3,1.81,8,4.82,14012
14,13,207,37,17.87,158,76.33,9,4.35,3,1.45,14013
14,14,153,23,15.03,122,79.74,5,3.27,3,1.96,14014
14,15,197,31,15.74,156,79.19,4,2.03,6,3.05,14015
14,16,207,44,21.26,148,71.5,9,4.35,6,2.9,14016
14,17,214,32,14.95,179,83.64,1,0.47,2,0.93,14017
14,18,183,30,16.39,138,75.41,11,6.01,4,2.19,14018
14,19,249,39,15.66,196,78.71,4,1.61,10,4.02,14019
14,20,156,31,19.87,114,73.08,7,4.49,4,2.56,14020
14,21,194,27,13.92,154,79.38,8,4.12,5,2.58,14021
14,22,214,50,23.36,155,72.43,6,2.8,3,1.4,14022
14,23,219,47,21.46,160,73.06,7,3.2,5,2.28,14023
14,24,137,15,10.95,118,86.13,2,1.46,2,1.46,14024
14,25,188,56,29.79,119,63.3,4,2.13,9,4.79,14025
14,26,195,30,15.38,153,78.46,5,2.56,7,3.59,14026
14,27,257,66,25.68,174,67.7,10,3.89,7,2.72,14027
14,28,189,30,15.87,139,73.54,11,5.82,9,4.76,14028
14,29,233,30,12.88,193,82.83,6,2.58,4,1.72,14029
14,30,162,27,16.67,128,79.01,3,1.85,4,2.47,14030
14,31,184,19,10.33,158,85.87,6,3.26,1,0.54,14031
14,32,136,14,10.29,111,81.62,5,3.68,6,4.41,14032
14,33,128,16,12.5,109,85.16,1,0.78,2,1.56,14033
14,34,141,15,10.64,118,83.69,5,3.55,3,2.13,14034
14,35,171,19,11.11,146,85.38,4,2.34,2,1.17,14035
15,1,146,10,6.85,132,90.41,3,2.05,1,0.68,15001
15,2,161,2,1.24,154,95.65,4,2.48,1,0.62,15002
15,3,168,3,1.79,161,95.83,3,1.79,1,0.6,15003
15,4,185,2,1.08,179,96.76,3,1.62,1,0.54,15004
15,5,185,3,1.62,180,97.3,1,0.54,1,0.54,15005
15,6,210,12,5.71,197,93.81,1,0.48,0,0.0,15006
15,7,202,4,1.98,193,95.54,4,1.98,1,0.5,15007
15,8,274,3,1.09,264,96.35,4,1.46,3,1.09,15008
15,9,218,10,4.59,204,93.58,4,1.83,0,0.0,15009
15,10,146,36,24.66,100,68.49,6,4.11,4,2.74,15010
15,11,224,6,2.68,215,95.98,3,1.34,0,0.0,15011
15,12,127,2,1.57,124,97.64,1,0.79,0,0.0,15012
15,13,149,11,7.38,133,89.26,2,1.34,3,2.01,15013
15,14,232,37,15.95,186,80.17,7,3.02,2,0.86,15014
15,15,178,11,6.18,158,88.76,5,2.81,4,2.25,15015
15,16,142,28,19.72,106,74.65,5,3.52,3,2.11,15016
15,17,196,4,2.04,187,95.41,5,2.55,0,0.0,15017
15,18,157,5,3.18,149,94.9,2,1.27,1,0.64,15018
15,19,175,2,1.14,165,94.29,8,4.57,0,0.0,15019
15,20,125,1,0.8,120,96.0,3,2.4,1,0.8,15020
15,21,187,5,2.67,178,95.19,2,1.07,2,1.07,15021
15,22,232,13,5.6,211,90.95,8,3.45,0,0.0,15022
15,23,145,6,4.14,138,95.17,1,0.69,0,0.0,15023
15,24,191,13,6.81,170,89.01,7,3.66,1,0.52,15024
15,25,187,16,8.56,167,89.3,3,1.6,1,0.53,15025
15,26,173,3,1.73,169,97.69,0,0.0,1,0.58,15026
15,27,188,6,3.19,178,94.68,4,2.13,0,0.0,15027
15,28,206,34,16.5,162,78.64,6,2.91,4,1.94,15028
15,29,98,2,2.04,92,93.88,3,3.06,1,1.02,15029
15,30,235,12,5.11,219,93.19,4,1.7,0,0.0,15030
15,31,165,3,1.82,157,95.15,5,3.03,0,0.0,15031
15,32,197,15,7.61,178,90.36,3,1.52,1,0.51,15032
15,33,168,3,1.79,160,95.24,3,1.79,2,1.19,15033
15,34,180,3,1.67,172,95.56,5,2.78,0,0.0,15034
15,35,231,3,1.3,224,96.97,3,1.3,1,0.43,15035
15,36,161,2,1.24,154,95.65,3,1.86,2,1.24,15036
15,37,149,2,1.34,142,95.3,4,2.68,1,0.67,15037
15,38,156,7,4.49,144,92.31,3,1.92,2,1.28,15038
15,39,185,2,1.08,179,96.76,2,1.08,2,1.08,15039
15,40,181,3,1.66,175,96.69,2,1.1,1,0.55,15040
15,41,284,29,10.21,247,86.97,8,2.82,0,0.0,15041
15,42,119,1,0.84,115,96.64,1,0.84,2,1.68,15042
15,43,152,0,0.0,149,98.03,3,1.97,0,0.0,15043
15,44,211,12,5.69,194,91.94,3,1.42,2,0.95,15044
15,45,91,3,3.3,86,94.51,0,0.0,2,2.2,15045
15,46,119,4,3.36,114,95.8,1,0.84,0,0.0,15046
15,47,241,3,1.24,237,98.34,1,0.41,0,0.0,15047
15,48,168,6,3.57,160,95.24,0,0.0,2,1.19,15048
15,49,145,17,11.72,125,86.21,2,1.38,1,0.69,15049
15,50,197,9,4.57,183,92.89,3,1.52,2,1.02,15050
15,51,137,5,3.65,127,92.7,4,2.92,1,0.73,15051
15,52,151,2,1.32,146,96.69,1,0.66,2,1.32,15052
16,1,124,6,4.84,113,91.13,2,1.61,3,2.42,16001
16,2,142,3,2.11,136,95.77,2,1.41,1,0.7,16002
16,3,181,4,2.21,174,96.13,2,1.1,1,0.55,16003
16,4,143,12,8.39,124,86.71,3,2.1,4,2.8,16004
16,5,171,4,2.34,162,94.74,4,2.34,1,0.58,16005
16,6,78,1,1.28,74,94.87,2,2.56,1,1.28,16006
16,7,181,7,3.87,170,93.92,3,1.66,1,0.55,16007
16,8,181,8,4.42,172,95.03,1,0.55,0,0.0,16008
16,9,250,6,2.4,238,95.2,4,1.6,2,0.8,16009
16,10,293,5,1.71,280,95.56,7,2.39,1,0.34,16010
16,11,221,6,2.71,206,93.21,8,3.62,1,0.45,16011
16,12,128,4,3.13,119,92.97,5,3.91,0,0.0,16012
16,13,152,17,11.18,129,84.87,2,1.32,4,2.63,16013
16,14,192,5,2.6,180,93.75,7,3.65,0,0.0,16014
16,15,226,1,0.44,222,98.23,1,0.44,2,0.88,16015
16,16,210,4,1.9,205,97.62,1,0.48,0,0.0,16016
16,17,146,30,20.55,108,73.97,5,3.42,3,2.05,16017
16,18,218,7,3.21,205,94.04,3,1.38,3,1.38,16018
16,19,231,8,3.46,219,94.81,2,0.87,2,0.87,16019
16,20,162,2,1.23,157,96.91,2,1.23,1,0.62,16020
16,21,164,31,18.9,130,79.27,2,1.22,1,0.61,16021
16,22,173,2,1.16,169,97.69,2,1.16,0,0.0,16022
16,23,163,22,13.5,136,83.44,4,2.45,1,0.61,16023
16,24,107,2,1.87,103,96.26,1,0.93,1,0.93,16024
16,25,130,2,1.54,126,96.92,1,0.77,1,0.77,16025
16,26,201,1,0.5,197,98.01,1,0.5,2,1.0,16026
16,27,313,6,1.92,298,95.21,7,2.24,2,0.64,16027
16,28,225,3,1.33,217,96.44,4,1.78,1,0.44,16028
16,29,166,6,3.61,154,92.77,6,3.61,0,0.0,16029
16,30,168,4,2.38,161,95.83,3,1.79,0,0.0,16030
16,31,242,2,0.83,237,97.93,3,1.24,0,0.0,16031
16,32,170,35,20.59,122,71.76,11,6.47,2,1.18,16032
16,33,147,2,1.36,141,95.92,3,2.04,1,0.68,16033
16,34,173,4,2.31,167,96.53,2,1.16,0,0.0,16034
16,35,211,15,7.11,185,87.68,5,2.37,6,2.84,16035
16,36,190,2,1.05,182,95.79,4,2.11,2,1.05,16036
16,37,132,0,0.0,127,96.21,4,3.03,1,0.76,16037
16,38,138,2,1.45,134,97.1,2,1.45,0,0.0,16038
16,39,182,32,17.58,138,75.82,8,4.4,4,2.2,16039
16,40,200,4,2.0,189,94.5,6,3.0,1,0.5,16040
16,41,88,1,1.14,86,97.73,1,1.14,0,0.0,16041
16,42,150,22,14.67,120,80.0,5,3.33,3,2.0,16042
16,43,204,9,4.41,192,94.12,2,0.98,1,0.49,16043
16,44,206,15,7.28,184,89.32,5,2.43,2,0.97,16044
17,1,143,4,2.8,135,94.41,2,1.4,2,1.4,17001
17,2,247,8,3.24,234,94.74,5,2.02,0,0.0,17002
17,3,165,4,2.42,153,92.73,6,3.64,2,1.21,17003
17,4,336,3,0.89,323,96.13,8,2.38,2,0.6,17004
17,5,193,7,3.63,181,93.78,4,2.07,1,0.52,17005
17,6,183,4,2.19,177,96.72,1,0.55,1,0.55,17006
17,7,274,4,1.46,263,95.99,4,1.46,3,1.09,17007
17,8,183,7,3.83,176,96.17,0,0.0,0,0.0,17008
17,9,152,2,1.32,148,97.37,1,0.66,1,0.66,17009
17,10,225,4,1.78,219,97.33,2,0.89,0,0.0,17010
17,11,246,4,1.63,236,95.93,4,1.63,2,0.81,17011
17,12,325,8,2.46,311,95.69,5,1.54,1,0.31,17012
17,13,169,3,1.78,163,96.45,1,0.59,2,1.18,17013
17,14,220,12,5.45,203,92.27,3,1.36,2,0.91,17014
17,15,281,6,2.14,265,94.31,10,3.56,0,0.0,17015
17,16,182,3,1.65,174,95.6,5,2.75,0,0.0,17016
17,17,186,5,2.69,178,95.7,3,1.61,0,0.0,17017
17,18,255,6,2.35,242,94.9,7,2.75,0,0.0,17018
17,19,110,0,0.0,110,100.0,0,0.0,0,0.0,17019
17,20,207,4,1.93,202,97.58,1,0.48,0,0.0,17020
17,21,301,6,1.99,290,96.35,4,1.33,1,0.33,17021
17,22,253,6,2.37,242,95.65,4,1.58,1,0.4,17022
17,23,162,5,3.09,156,96.3,1,0.62,0,0.0,17023
17,24,263,4,1.52,254,96.58,5,1.9,0,0.0,17024
17,25,154,1,0.65,150,97.4,3,1.95,0,0.0,17025
