ward,precinct,total,Kimberly Neely Dubuclet,Kimberly Neely Dubuclet Percent,Rachel Wales,Rachel Wales Percent,precinct_id
17,14,378,342,90.48,36,9.52,17014
17,15,357,328,91.88,29,8.12,17015
17,16,326,297,91.1,29,8.9,17016
17,17,305,280,91.8,25,8.2,17017
17,18,364,345,94.78,19,5.22,17018
17,19,202,190,94.06,12,5.94,17019
17,20,423,401,94.8,22,5.2,17020
17,21,436,402,92.2,34,7.8,17021
17,22,281,265,94.31,16,5.69,17022
17,23,214,205,95.79,9,4.21,17023
17,24,348,320,91.95,28,8.05,17024
17,25,251,238,94.82,13,5.18,17025
17,26,344,332,96.51,12,3.49,17026
17,27,307,292,95.11,15,4.89,17027
17,28,260,244,93.85,16,6.15,17028
17,29,333,315,94.59,18,5.41,17029
17,30,250,220,88.0,30,12.0,17030
17,31,207,200,96.62,7,3.38,17031
17,32,270,257,95.19,13,4.81,17032
17,33,213,199,93.43,14,6.57,17033
17,34,247,235,95.14,12,4.86,17034
17,35,234,224,95.73,10,4.27,17035
17,36,310,296,95.48,14,4.52,17036
17,37,283,271,95.76,12,4.24,17037
17,38,315,302,95.87,13,4.13,17038
17,39,320,299,93.44,21,6.56,17039
17,40,334,324,97.01,10,2.99,17040
17,41,408,395,96.81,13,3.19,17041
18,1,333,312,93.69,21,6.31,18001
18,2,327,276,84.4,51,15.6,18002
18,3,318,261,82.08,57,17.92,18003
18,4,381,362,95.01,19,4.99,18004
18,5,224,215,95.98,9,4.02,18005
18,6,294,235,79.93,59,20.07,18006
18,7,344,311,90.41,33,9.59,18007
18,8,371,342,92.18,29,7.82,18008
18,9,355,331,93.24,24,6.76,18009
18,10,475,444,93.47,31,6.53,18010
18,11,300,274,91.33,26,8.67,18011
18,12,362,333,91.99,29,8.01,18012
18,13,377,354,93.9,23,6.1,18013
18,14,387,366,94.57,21,5.43,18014
18,15,400,330,82.5,70,17.5,18015
18,16,346,324,93.64,22,6.36,18016
18,17,353,321,90.93,32,9.07,18017
18,18,306,287,93.79,19,6.21,18018
18,19,341,324,95.01,17,4.99,18019
18,20,295,281,95.25,14,4.75,18020
18,21,440,407,92.5,33,7.5,18021
18,22,439,419,95.44,20,4.56,18022
18,23,361,320,88.64,41,11.36,18023
18,24,349,294,84.24,55,15.76,18024
18,25,344,290,84.3,54,15.7,18025
18,26,448,423,94.42,25,5.58,18026
18,27,294,271,92.18,23,7.82,18027
18,28,333,252,75.68,81,24.32,18028
18,29,394,354,89.85,40,10.15,18029
18,30,410,334,81.46,76,18.54,18030
18,31,391,365,93.35,26,6.65,18031
18,32,375,345,92.0,30,8.0,18032
18,33,289,276,95.5,13,4.5,18033
18,34,429,402,93.71,27,6.29,18034
18,35,434,406,93.55,28,6.45,18035
18,36,382,348,91.1,34,8.9,18036
18,37,427,395,92.51,32,7.49,18037
18,38,348,329,94.54,19,5.46,18038
18,39,277,252,90.97,25,9.03,18039
18,40,391,338,86.45,53,13.55,18040
18,41,425,399,93.88,26,6.12,18041
18,42,313,294,93.93,19,6.07,18042
18,43,262,212,80.92,50,19.08,18043
18,44,291,231,79.38,60,20.62,18044
18,45,321,287,89.41,34,10.59,18045
18,46,386,324,83.94,62,16.06,18046
18,47,279,261,93.55,18,6.45,18047
18,48,297,281,94.61,16,5.39,18048
18,49,220,208,94.55,12,5.45,18049
18,50,275,259,94.18,16,5.82,18050
19,1,326,244,74.85,82,25.15,19001
19,2,559,482,86.23,77,13.77,19002
19,3,267,170,63.67,97,36.33,19003
19,4,410,273,66.59,137,33.41,19004
19,5,439,364,82.92,75,17.08,19005
19,6,384,251,65.36,133,34.64,19006
19,7,362,267,73.76,95,26.24,19007
19,8,386,242,62.69,144,37.31,19008
19,9,262,198,75.57,64,24.43,19009
19,10,488,381,78.07,107,21.93,19010
19,11,306,214,69.93,92,30.07,19011
19,12,281,177,62.99,104,37.01,19012
19,13,497,447,89.94,50,10.06,19013
19,14,478,401,83.89,77,16.11,19014
19,15,448,258,57.59,190,42.41,19015
19,16,380,265,69.74,115,30.26,19016
19,17,322,222,68.94,100,31.06,19017
19,18,365,287,78.63,78,21.37,19018
19,19,521,417,80.04,104,19.96,19019
19,20,346,294,84.97,52,15.03,19020
19,21,321,213,66.36,108,33.64,19021
19,22,427,339,79.39,88,20.61,19022
19,23,376,270,71.81,106,28.19,19023
19,24,236,156,66.1,80,33.9,19024
19,25,376,269,71.54,107,28.46,19025
19,26,386,290,75.13,96,24.87,19026
19,27,420,344,81.9,76,18.1,19027
19,28,477,417,87.42,60,12.58,19028
19,29,363,217,59.78,146,40.22,19029
19,30,340,226,66.47,114,33.53,19030
19,31,342,246,71.93,96,28.07,19031
19,32,349,250,71.63,99,28.37,19032
19,33,373,241,64.61,132,35.39,19033
19,34,373,271,72.65,102,27.35,19034
19,35,361,271,75.07,90,24.93,19035
19,36,568,479,84.33,89,15.67,19036
19,37,390,315,80.77,75,19.23,19037
19,38,367,296,80.65,71,19.35,19038
19,39,165,149,90.3,16,9.7,19039
19,40,414,308,74.4,106,25.6,19040
19,41,319,214,67.08,105,32.92,19041
19,42,345,268,77.68,77,22.32,19042
19,43,557,507,91.02,50,8.98,19043
19,44,396,253,63.89,143,36.11,19044
19,45,365,265,72.6,100,27.4,19045
19,46,388,293,75.52,95,24.48,19046
19,47,567,495,87.3,72,12.7,19047
19,48,470,450,95.74,20,4.26,19048
19,49,501,412,82.24,89,17.76,19049
19,50,311,222,71.38,89,28.62,19050
19,51,411,310,75.43,101,24.57,19051
19,52,391,235,60.1,156,39.9,19052
19,53,341,247,72.43,94,27.57,19053
19,54,296,168,56.76,128,43.24,19054
19,55,280,189,67.5,91,32.5,19055
19,56,431,349,80.97,82,19.03,19056
19,57,346,273,78.9,73,21.1,19057
20,1,354,331,93.5,23,6.5,20001
20,2,151,144,95.36,7,4.64,20002
20,3,312,286,91.67,26,8.33,20003
20,4,167,158,94.61,9,5.39,20004
20,5,418,373,89.23,45,10.77,20005
20,6,164,150,91.46,14,8.54,20006
20,7,381,362,95.01,19,4.99,20007
20,8,336,315,93.75,21,6.25,20008
20,9,514,466,90.66,48,9.34,20009
20,10,237,226,95.36,11,4.64,20010
20,11,494,459,92.91,35,7.09,20011
20,12,286,275,96.15,11,3.85,20012
20,13,389,369,94.86,20,5.14,20013
20,14,177,162,91.53,15,8.47,20014
20,15,286,256,89.51,30,10.49,20015
20,16,411,343,83.45,68,16.55,20016
20,17,206,185,89.81,21,10.19,20017
20,18,248,241,97.18,7,2.82,20018
20,19,373,338,90.62,35,9.38,20019
20,20,241,202,83.82,39,16.18,20020
20,21,255,229,89.8,26,10.2,20021
20,22,455,395,86.81,60,13.19,20022
20,23,397,378,95.21,19,4.79,20023
20,24,414,349,84.3,65,15.7,20024
20,25,260,235,90.38,25,9.62,20025
20,26,380,324,85.26,56,14.74,20026
20,27,182,167,91.76,15,8.24,20027
20,28,224,206,91.96,18,8.04,20028
20,29,409,385,94.13,24,5.87,20029
20,30,166,161,96.99,5,3.01,20030
20,31,435,392,90.11,43,9.89,20031
20,32,348,332,95.4,16,4.6,20032
20,33,210,190,90.48,20,9.52,20033
20,34,593,485,81.79,108,18.21,20034
20,35,258,243,94.19,15,5.81,20035
20,36,120,110,91.67,10,8.33,20036
20,37,110,106,96.36,4,3.64,20037
20,38,119,108,90.76,11,9.24,20038
20,39,24,21,87.5,3,12.5,20039
21,1,402,380,94.53,22,5.47,21001
21,2,280,265,94.64,15,5.36,21002
21,3,411,393,95.62,18,4.38,21003
21,4,346,322,93.06,24,6.94,21004
21,5,403,381,94.54,22,5.46,21005
21,6,305,296,97.05,9,2.95,21006
21,7,372,358,96.24,14,3.76,21007
21,8,386,365,94.56,21,5.44,21008
21,9,413,390,94.43,23,5.57,21009
21,10,328,298,90.85,30,9.15,21010
21,11,336,322,95.83,14,4.17,21011
21,12,345,321,93.04,24,6.96,21012
21,13,358,336,93.85,22,6.15,21013
21,14,385,367,95.32,18,4.68,21014
21,15,322,307,95.34,15,4.66,21015
21,16,340,317,93.24,23,6.76,21016
21,17,330,308,93.33,22,6.67,21017
21,18,420,402,95.71,18,4.29,21018
21,19,381,367,96.33,14,3.67,21019
21,20,312,288,92.31,24,7.69,21020
21,21,313,297,94.89,16,5.11,21021
21,22,317,297,93.69,20,6.31,21022
21,23,318,304,95.6,14,4.4,21023
21,24,361,350,96.95,11,3.05,21024
21,25,315,297,94.29,18,5.71,21025
21,26,360,340,94.44,20,5.56,21026
21,27,360,334,92.78,26,7.22,21027
21,28,456,432,94.74,24,5.26,21028
21,29,423,403,95.27,20,4.73,21029
21,30,296,275,92.91,21,7.09,21030
21,31,264,245,92.8,19,7.2,21031
21,32,337,326,96.74,11,3.26,21032
21,33,321,305,95.02,16,4.98,21033
21,34,331,313,94.56,18,5.44,21034
21,35,422,391,92.65,31,7.35,21035
21,36,346,324,93.64,22,6.36,21036
21,37,269,254,94.42,15,5.58,21037
21,38,348,335,96.26,13,3.74,21038
21,39,317,303,95.58,14,4.42,21039
21,40,331,314,94.86,17,5.14,21040
21,41,366,345,94.26,21,5.74,21041
21,42,399,371,92.98,28,7.02,21042
21,43,352,339,96.31,13,3.69,21043
21,44,362,345,95.3,17,4.7,21044
21,45,343,328,95.63,15,4.37,21045
21,46,395,385,97.47,10,2.53,21046
21,47,340,318,93.53,22,6.47,21047
21,48,367,346,94.28,21,5.72,21048
21,49,411,387,94.16,24,5.84,21049
21,50,300,288,96.0,12,4.0,21050
21,51,340,319,93.82,21,6.18,21051
21,52,337,319,94.66,18,5.34,21052
21,53,307,288,93.81,19,6.19,21053
21,54,315,298,94.6,17,5.4,21054
22,1,202,193,95.54,9,4.46,22001
22,2,376,298,79.26,78,20.74,22002
22,3,428,370,86.45,58,13.55,22003
22,4,240,209,87.08,31,12.92,22004
22,5,306,260,84.97,46,15.03,22005
22,6,298,258,86.58,40,13.42,22006
22,7,230,193,83.91,37,16.09,22007
22,8,433,363,83.83,70,16.17,22008
22,9,256,221,86.33,35,13.67,22009
22,10,417,354,84.89,63,15.11,22010
22,11,252,211,83.73,41,16.27,22011
22,12,287,236,82.23,51,17.77,22012
22,13,307,256,83.39,51,16.61,22013
22,14,232,190,81.9,42,18.1,22014
22,15,265,227,85.66,38,14.34,22015
22,16,267,235,88.01,32,11.99,22016
22,17,320,262,81.88,58,18.13,22017
22,18,281,246,87.54,35,12.46,22018
22,19,172,158,91.86,14,8.14,22019
22,20,286,244,85.31,42,14.69,22020
22,21,354,341,96.33,13,3.67,22021
22,22,289,247,85.47,42,14.53,22022
22,23,447,422,94.41,25,5.59,22023
22,24,319,277,86.83,42,13.17,22024
22,25,322,281,87.27,41,12.73,22025
23,1,283,202,71.38,81,28.62,23001
23,2,323,239,73.99,84,26.01,23002
23,3,317,218,68.77,99,31.23,23003
23,4,359,257,71.59,102,28.41,23004
23,5,339,295,87.02,44,12.98,23005
23,6,355,286,80.56,69,19.44,23006
23,7,269,228,84.76,41,15.24,23007
23,8,378,307,81.22,71,18.78,23008
23,9,275,233,84.73,42,15.27,23009
23,10,376,315,83.78,61,16.22,23010
23,11,342,291,85.09,51,14.91,23011
23,12,317,231,72.87,86,27.13,23012
23,13,291,245,84.19,46,15.81,23013
23,14,292,213,72.95,79,27.05,23014
23,15,283,236,83.39,47,16.61,23015
23,16,300,222,74.0,78,26.0,23016
23,17,216,196,90.74,20,9.26,23017
23,18,250,189,75.6,61,24.4,23018
23,19,271,227,83.76,44,16.24,23019
23,20,190,154,81.05,36,18.95,23020
23,21,295,210,71.19,85,28.81,23021
23,22,338,260,76.92,78,23.08,23022
23,23,290,226,77.93,64,22.07,23023
23,24,278,232,83.45,46,16.55,23024
23,25,268,230,85.82,38,14.18,23025
23,26,337,275,81.6,62,18.4,23026
23,27,256,167,65.23,89,34.77,23027
23,28,326,235,72.09,91,27.91,23028
23,29,272,216,79.41,56,20.59,23029
23,30,364,299,82.14,65,17.86,23030
23,31,262,221,84.35,41,15.65,23031
23,32,315,278,88.25,37,11.75,23032
23,33,337,282,83.68,55,16.32,23033
23,34,306,260,84.97,46,15.03,23034
23,35,215,151,70.23,64,29.77,23035
23,36,287,201,70.03,86,29.97,23036
23,37,319,213,66.77,106,33.23,23037
23,38,280,220,78.57,60,21.43,23038
23,39,343,301,87.76,42,12.24,23039
24,1,275,263,95.64,12,4.36,24001
24,2,287,276,96.17,11,3.83,24002
24,3,322,301,93.48,21,6.52,24003
24,4,243,228,93.83,15,6.17,24004
24,5,162,156,96.3,6,3.7,24005
24,6,313,295,94.25,18,5.75,24006
24,7,206,149,72.33,57,27.67,24007
24,8,149,138,92.62,11,7.38,24008
24,9,285,266,93.33,19,6.67,24009
24,10,136,124,91.18,12,8.82,24010
24,11,339,316,93.22,23,6.78,24011
24,12,183,166,90.71,17,9.29,24012
24,13,164,156,95.12,8,4.88,24013
24,14,279,259,92.83,20,7.17,24014
24,15,154,145,94.16,9,5.84,24015
24,16,418,311,74.4,107,25.6,24016
24,17,243,232,95.47,11,4.53,24017
24,18,345,325,94.2,20,5.8,24018
24,19,361,351,97.23,10,2.77,24019
24,20,257,247,96.11,10,3.89,24020
24,21,149,141,94.63,8,5.37,24021
24,22,369,350,94.85,19,5.15,24022
24,23,244,225,92.21,19,7.79,24023
24,24,315,302,95.87,13,4.13,24024
24,25,251,242,96.41,9,3.59,24025
24,26,415,400,96.39,15,3.61,24026
24,27,324,308,95.06,16,4.94,24027
24,28,202,194,96.04,8,3.96,24028
24,29,239,227,94.98,12,5.02,24029
24,30,182,180,98.9,2,1.1,24030
24,31,341,315,92.38,26,7.62,24031
24,32,158,149,94.3,9,5.7,24032
24,33,181,172,95.03,9,4.97,24033
24,34,287,277,96.52,10,3.48,24034
24,35,282,269,95.39,13,4.61,24035
24,36,369,340,92.14,29,7.86,24036
24,37,179,173,96.65,6,3.35,24037
24,38,251,224,89.24,27,10.76,24038
24,39,311,283,91.0,28,9.0,24039
24,40,348,339,97.41,9,2.59,24040
24,41,207,196,94.69,11,5.31,24041
25,1,331,249,75.23,82,24.77,25001
25,2,500,340,68.0,160,32.0,25002
25,3,701,516,73.61,185,26.39,25003
25,4,362,325,89.78,37,10.22,25004
25,5,438,318,72.6,120,27.4,25005
25,6,130,99,76.15,31,23.85,25006
25,7,453,306,67.55,147,32.45,25007
25,8,472,362,76.69,110,23.31,25008
25,9,418,304,72.73,114,27.27,25009
25,10,663,502,75.72,161,24.28,25010
25,11,455,327,71.87,128,28.13,25011
25,12,421,298,70.78,123,29.22,25012
25,13,487,366,75.15,121,24.85,25013
25,14,256,187,73.05,69,26.95,25014
25,15,376,264,70.21,112,29.79,25015
25,16,672,486,72.32,186,27.68,25016
25,17,486,367,75.51,119,24.49,25017
25,18,230,169,73.48,61,26.52,25018
25,19,457,309,67.61,148,32.39,25019
25,20,284,268,94.37,16,5.63,25020
25,21,811,626,77.19,185,22.81,25021
25,22,413,307,74.33,106,25.67,25022
25,23,493,357,72.41,136,27.59,25023
25,24,430,306,71.16,124,28.84,25024
25,25,432,328,75.93,104,24.07,25025
25,26,382,295,77.23,87,22.77,25026
25,27,566,416,73.5,150,26.5,25027
25,28,451,303,67.18,148,32.82,25028
25,29,348,299,85.92,49,14.08,25029
25,30,412,298,72.33,114,27.67,25030
25,31,789,600,76.05,189,23.95,25031
25,32,329,255,77.51,74,22.49,25032
26,1,381,268,70.34,113,29.66,26001
26,2,299,218,72.91,81,27.09,26002
26,3,411,267,64.96,144,35.04,26003
26,4,222,191,86.04,31,13.96,26004
26,5,321,226,70.4,95,29.6,26005
26,6,309,243,78.64,66,21.36,26006
26,7,364,244,67.03,120,32.97,26007
26,8,175,128,73.14,47,26.86,26008
26,9,239,187,78.24,52,21.76,26009
26,10,300,224,74.67,76,25.33,26010
26,11,303,225,74.26,78,25.74,26011
26,12,381,257,67.45,124,32.55,26012
26,13,175,154,88.0,21,12.0,26013
26,14,264,221,83.71,43,16.29,26014
26,15,192,170,88.54,22,11.46,26015
26,16,177,149,84.18,28,15.82,26016
26,17,284,181,63.73,103,36.27,26017
26,18,250,196,78.4,54,21.6,26018
26,19,211,186,88.15,25,11.85,26019
26,20,291,211,72.51,80,27.49,26020
26,21,400,291,72.75,109,27.25,26021
26,22,157,137,87.26,20,12.74,26022
26,23,221,175,79.19,46,20.81,26023
26,24,271,207,76.38,64,23.62,26024
26,25,312,223,71.47,89,28.53,26025
26,26,245,175,71.43,70,28.57,26026
26,27,416,281,67.55,135,32.45,26027
26,28,506,358,70.75,148,29.25,26028
26,29,209,142,67.94,67,32.06,26029
26,30,277,205,74.01,72,25.99,26030
26,31,145,116,80.0,29,20.0,26031
26,32,411,296,72.02,115,27.98,26032
26,33,385,257,66.75,128,33.25,26033
26,34,437,320,73.23,117,26.77,26034
26,35,286,206,72.03,80,27.97,26035
26,36,358,246,68.72,112,31.28,26036
26,37,370,279,75.41,91,24.59,26037
26,38,144,129,89.58,15,10.42,26038
26,39,375,264,70.4,111,29.6,26039
26,40,238,180,75.63,58,24.37,26040
26,41,404,312,77.23,92,22.77,26041
26,42,290,218,75.17,72,24.83,26042
26,43,183,151,82.51,32,17.49,26043
26,44,191,165,86.39,26,13.61,26044
26,45,162,128,79.01,34,20.99,26045
26,46,239,161,67.36,78,32.64,26046
26,47,216,176,81.48,40,18.52,26047
26,48,332,219,65.96,113,34.04,26048
26,49,189,160,84.66,29,15.34,26049
27,1,839,626,74.61,213,25.39,27001
27,2,419,338,80.67,81,19.33,27002
27,3,237,218,91.98,19,8.02,27003
27,4,218,177,81.19,41,18.81,27004
27,5,304,256,84.21,48,15.79,27005
27,6,455,380,83.52,75,16.48,27006
27,7,572,396,69.23,176,30.77,27007
27,8,301,280,93.02,21,6.98,27008
27,9,202,150,74.26,52,25.74,27009
27,10,411,372,90.51,39,9.49,27010
27,11,529,387,73.16,142,26.84,27011
27,12,305,223,73.11,82,26.89,27012
27,13,541,478,88.35,63,11.65,27013
27,14,192,180,93.75,12,6.25,27014
27,15,195,185,94.87,10,5.13,27015
27,16,448,342,76.34,106,23.66,27016
27,17,383,333,86.95,50,13.05,27017
27,18,280,256,91.43,24,8.57,27018
27,19,185,170,91.89,15,8.11,27019
27,20,308,295,95.78,13,4.22,27020
27,21,420,336,80.0,84,20.0,27021
27,22,187,177,94.65,10,5.35,27022
27,23,280,267,95.36,13,4.64,27023
27,24,273,244,89.38,29,10.62,27024
27,25,348,281,80.75,67,19.25,27025
27,26,299,270,90.3,29,9.7,27026
27,27,483,418,86.54,65,13.46,27027
27,28,389,309,79.43,80,20.57,27028
27,29,259,225,86.87,34,13.13,27029
27,30,176,161,91.48,15,8.52,27030
27,31,304,264,86.84,40,13.16,27031
27,32,352,303,86.08,49,13.92,27032
27,33,427,332,77.75,95,22.25,27033
27,34,276,257,93.12,19,6.88,27034
27,35,470,321,68.3,149,31.7,27035
27,36,322,263,81.68,59,18.32,27036
27,37,462,387,83.77,75,16.23,27037
27,38,588,480,81.63,108,18.37,27038
27,39,282,253,89.72,29,10.28,27039
27,40,563,419,74.42,144,25.58,27040
27,41,315,298,94.6,17,5.4,27041
27,42,274,222,81.02,52,18.98,27042
27,43,259,219,84.56,40,15.44,27043
27,44,265,249,93.96,16,6.04,27044
27,45,869,652,75.03,217,24.97,27045
27,46,330,247,74.85,83,25.15,27046
27,47,262,227,86.64,35,13.36,27047
27,48,753,631,83.8,122,16.2,27048
27,49,279,258,92.47,21,7.53,27049
27,50,359,343,95.54,16,4.46,27050
28,1,214,205,95.79,9,4.21,28001
28,2,295,259,87.8,36,12.2,28002
28,3,262,240,91.6,22,8.4,28003
28,4,301,216,71.76,85,28.24,28004
28,5,207,179,86.47,28,13.53,28005
28,6,179,143,79.89,36,20.11,28006
28,7,293,282,96.25,11,3.75,28007
28,8,397,306,77.08,91,22.92,28008
28,9,303,286,94.39,17,5.61,28009
28,10,415,328,79.04,87,20.96,28010
28,11,650,540,83.08,110,16.92,28011
28,12,311,297,95.5,14,4.5,28012
28,13,353,326,92.35,27,7.65,28013
28,14,236,228,96.61,8,3.39,28014
28,15,65,61,93.85,4,6.15,28015
28,16,196,187,95.41,9,4.59,28016
28,17,270,257,95.19,13,4.81,28017
28,18,277,264,95.31,13,4.69,28018
28,19,284,207,72.89,77,27.11,28019
28,20,288,258,89.58,30,10.42,28020
28,21,255,240,94.12,15,5.88,28021
28,22,276,229,82.97,47,17.03,28022
28,23,357,332,93.0,25,7.0,28023
28,24,250,232,92.8,18,7.2,28024
28,25,419,394,94.03,25,5.97,28025
28,26,302,291,96.36,11,3.64,28026
28,27,329,232,70.52,97,29.48,28027
28,28,404,308,76.24,96,23.76,28028
28,29,162,151,93.21,11,6.79,28029
28,30,50,45,90.0,5,10.0,28030
28,31,413,394,95.4,19,4.6,28031
28,32,288,268,93.06,20,6.94,28032
28,33,326,311,95.4,15,4.6,28033
28,34,542,489,90.22,53,9.78,28034
28,35,368,359,97.55,9,2.45,28035
28,36,177,171,96.61,6,3.39,28036
28,37,388,376,96.91,12,3.09,28037
28,38,145,139,95.86,6,4.14,28038
28,39,227,214,94.27,13,5.73,28039
28,40,419,406,96.9,13,3.1,28040
28,41,231,222,96.1,9,3.9,28041
28,42,308,294,95.45,14,4.55,28042
28,43,381,366,96.06,15,3.94,28043
28,44,216,206,95.37,10,4.63,28044
28,45,412,294,71.36,118,28.64,28045
28,46,616,456,74.03,160,25.97,28046
29,1,502,400,79.68,102,20.32,29001
29,2,512,495,96.68,17,3.32,29002
29,3,420,392,93.33,28,6.67,29003
29,4,401,382,95.26,19,4.74,29004
29,5,320,296,92.5,24,7.5,29005
29,6,328,310,94.51,18,5.49,29006
29,7,395,336,85.06,59,14.94,29007
29,8,342,320,93.57,22,6.43,29008
29,9,420,341,81.19,79,18.81,29009
29,10,513,409,79.73,104,20.27,29010
29,11,227,215,94.71,12,5.29,29011
29,12,473,438,92.6,35,7.4,29012
29,13,407,385,94.59,22,5.41,29013
29,14,351,336,95.73,15,4.27,29014
29,15,446,419,93.95,27,6.05,29015
29,16,375,361,96.27,14,3.73,29016
29,17,350,331,94.57,19,5.43,29017
29,18,376,348,92.55,28,7.45,29018
29,19,396,375,94.7,21,5.3,29019
29,20,459,429,93.46,30,6.54,29020
29,21,484,464,95.87,20,4.13,29021
29,22,262,227,86.64,35,13.36,29022
29,23,418,330,78.95,88,21.05,29023
29,24,349,327,93.7,22,6.3,29024
29,25,464,449,96.77,15,3.23,29025
29,26,382,331,86.65,51,13.35,29026
29,27,350,340,97.14,10,2.86,29027
29,28,463,446,96.33,17,3.67,29028
29,29,350,251,71.71,99,28.29,29029
29,30,507,437,86.19,70,13.81,29030
29,31,368,267,72.55,101,27.45,29031
29,32,360,249,69.17,111,30.83,29032
29,33,284,264,92.96,20,7.04,29033
29,34,272,249,91.54,23,8.46,29034
29,35,298,281,94.3,17,5.7,29035
29,36,338,319,94.38,19,5.62,29036
29,37,381,357,93.7,24,6.3,29037
29,38,394,309,78.43,85,21.57,29038
29,39,356,287,80.62,69,19.38,29039
29,40,437,416,95.19,21,4.81,29040
29,41,300,287,95.67,13,4.33,29041
29,42,440,418,95.0,22,5.0,29042
29,43,477,421,88.26,56,11.74,29043
29,44,479,439,91.65,40,8.35,29044
30,1,451,331,73.39,120,26.61,30001
30,2,391,313,80.05,78,19.95,30002
30,3,332,236,71.08,96,28.92,30003
30,4,367,288,78.47,79,21.53,30004
30,5,268,228,85.07,40,14.93,30005
30,6,327,280,85.63,47,14.37,30006
30,7,414,295,71.26,119,28.74,30007
30,8,496,336,67.74,160,32.26,30008
30,9,307,243,79.15,64,20.85,30009
30,10,399,351,87.97,48,12.03,30010
30,11,357,321,89.92,36,10.08,30011
30,12,334,278,83.23,56,16.77,30012
30,13,378,310,82.01,68,17.99,30013
30,14,252,217,86.11,35,13.89,30014
30,15,385,267,69.35,118,30.65,30015
30,16,172,137,79.65,35,20.35,30016
30,17,368,292,79.35,76,20.65,30017
30,18,489,365,74.64,124,25.36,30018
30,19,355,304,85.63,51,14.37,30019
30,20,411,317,77.13,94,22.87,30020
30,21,294,228,77.55,66,22.45,30021
30,22,550,406,73.82,144,26.18,30022
30,23,428,329,76.87,99,23.13,30023
30,24,514,353,68.68,161,31.32,30024
30,25,556,397,71.4,159,28.6,30025
30,26,230,183,79.57,47,20.43,30026
30,27,252,197,78.17,55,21.83,30027
30,28,404,293,72.52,111,27.48,30028
30,29,212,177,83.49,35,16.51,30029
30,30,173,143,82.66,30,17.34,30030
30,31,251,200,79.68,51,20.32,30031
30,32,308,225,73.05,83,26.95,30032
31,1,236,190,80.51,46,19.49,31001
31,2,220,190,86.36,30,13.64,31002
31,3,207,159,76.81,48,23.19,31003
31,4,376,266,70.74,110,29.26,31004
31,5,280,231,82.5,49,17.5,31005
31,6,179,155,86.59,24,13.41,31006
31,7,421,301,71.5,120,28.5,31007
31,8,205,172,83.9,33,16.1,31008
31,9,243,194,79.84,49,20.16,31009
31,10,230,186,80.87,44,19.13,31010
31,11,198,169,85.35,29,14.65,31011
31,12,238,179,75.21,59,24.79,31012
31,13,262,224,85.5,38,14.5,31013
31,14,219,176,80.37,43,19.63,31014
31,15,225,178,79.11,47,20.89,31015
31,16,317,213,67.19,104,32.81,31016
31,17,231,191,82.68,40,17.32,31017
31,18,241,202,83.82,39,16.18,31018
31,19,235,197,83.83,38,16.17,31019
31,20,222,181,81.53,41,18.47,31020
31,21,239,197,82.43,42,17.57,31021
31,22,226,190,84.07,36,15.93,31022
31,23,260,188,72.31,72,27.69,31023
31,24,243,194,79.84,49,20.16,31024
31,25,242,207,85.54,35,14.46,31025
31,26,292,225,77.05,67,22.95,31026
31,27,279,228,81.72,51,18.28,31027
31,28,216,179,82.87,37,17.13,31028
31,29,271,220,81.18,51,18.82,31029
31,30,197,164,83.25,33,16.75,31030
31,31,211,168,79.62,43,20.38,31031
31,32,205,168,81.95,37,18.05,31032
31,33,208,165,79.33,43,20.67,31033
31,34,234,182,77.78,52,22.22,31034
31,35,282,235,83.33,47,16.67,31035
31,36,283,235,83.04,48,16.96,31036
31,37,244,209,85.66,35,14.34,31037
31,38,201,169,84.08,32,15.92,31038
31,39,298,221,74.16,77,25.84,31039
31,40,292,205,70.21,87,29.79,31040
31,41,218,187,85.78,31,14.22,31041
32,1,573,417,72.77,156,27.23,32001
32,2,529,410,77.5,119,22.5,32002
32,3,587,411,70.02,176,29.98,32003
32,4,483,388,80.33,95,19.67,32004
32,5,537,402,74.86,135,25.14,32005
32,6,616,468,75.97,148,24.03,32006
32,7,546,427,78.21,119,21.79,32007
32,8,637,456,71.59,181,28.41,32008
32,9,493,373,75.66,120,24.34,32009
32,10,533,399,74.86,134,25.14,32010
32,11,488,335,68.65,153,31.35,32011
32,12,398,260,65.33,138,34.67,32012
32,13,531,391,73.63,140,26.37,32013
32,14,547,341,62.34,206,37.66,32014
32,15,519,376,72.45,143,27.55,32015
32,16,543,393,72.38,150,27.62,32016
32,17,537,359,66.85,178,33.15,32017
32,18,460,356,77.39,104,22.61,32018
32,19,530,383,72.26,147,27.74,32019
32,20,515,359,69.71,156,30.29,32020
32,21,557,404,72.53,153,27.47,32021
32,22,692,474,68.5,218,31.5,32022
32,23,578,422,73.01,156,26.99,32023
32,24,396,281,70.96,115,29.04,32024
32,25,529,371,70.13,158,29.87,32025
32,26,608,403,66.28,205,33.72,32026
32,27,483,354,73.29,129,26.71,32027
32,28,553,368,66.55,185,33.45,32028
32,29,585,419,71.62,166,28.38,32029
32,30,515,397,77.09,118,22.91,32030
32,31,545,405,74.31,140,25.69,32031
32,32,584,442,75.68,142,24.32,32032
32,33,529,396,74.86,133,25.14,32033
32,34,589,455,77.25,134,22.75,32034
32,35,560,408,72.86,152,27.14,32035
32,36,574,425,74.04,149,25.96,32036
