ward,precinct,total,Rosa Maria Silva,Rosa Maria Silva Percent,precinct_id
45,45,197,197,100.0,45045
45,46,211,211,100.0,45046
45,47,211,211,100.0,45047
45,48,240,240,100.0,45048
46,1,348,348,100.0,46001
46,2,441,441,100.0,46002
46,3,560,560,100.0,46003
46,4,456,456,100.0,46004
46,5,650,650,100.0,46005
46,6,404,404,100.0,46006
46,7,478,478,100.0,46007
46,8,321,321,100.0,46008
46,9,543,543,100.0,46009
46,10,785,785,100.0,46010
46,11,436,436,100.0,46011
46,12,538,538,100.0,46012
46,13,479,479,100.0,46013
46,14,443,443,100.0,46014
46,15,471,471,100.0,46015
46,16,572,572,100.0,46016
46,17,538,538,100.0,46017
46,18,543,543,100.0,46018
46,19,330,330,100.0,46019
46,20,373,373,100.0,46020
46,21,305,305,100.0,46021
46,22,360,360,100.0,46022
46,23,399,399,100.0,46023
46,24,573,573,100.0,46024
46,25,466,466,100.0,46025
46,26,552,552,100.0,46026
46,27,620,620,100.0,46027
46,28,450,450,100.0,46028
46,29,392,392,100.0,46029
46,30,501,501,100.0,46030
46,31,493,493,100.0,46031
46,32,470,470,100.0,46032
46,33,576,576,100.0,46033
46,34,581,581,100.0,46034
46,35,543,543,100.0,46035
46,36,463,463,100.0,46036
46,37,421,421,100.0,46037
46,38,524,524,100.0,46038
46,39,464,464,100.0,46039
46,40,398,398,100.0,46040
47,1,334,334,100.0,47001
47,2,459,459,100.0,47002
47,3,442,442,100.0,47003
47,4,525,525,100.0,47004
47,5,532,532,100.0,47005
47,6,592,592,100.0,47006
47,7,428,428,100.0,47007
47,8,481,481,100.0,47008
47,9,460,460,100.0,47009
47,10,648,648,100.0,47010
47,11,472,472,100.0,47011
47,12,517,517,100.0,47012
47,13,497,497,100.0,47013
47,14,436,436,100.0,47014
47,15,618,618,100.0,47015
47,16,473,473,100.0,47016
47,17,485,485,100.0,47017
47,18,453,453,100.0,47018
47,19,634,634,100.0,47019
47,20,491,491,100.0,47020
47,21,484,484,100.0,47021
47,22,489,489,100.0,47022
47,23,569,569,100.0,47023
47,24,514,514,100.0,47024
47,25,580,580,100.0,47025
47,26,676,676,100.0,47026
47,27,470,470,100.0,47027
47,28,461,461,100.0,47028
47,29,552,552,100.0,47029
47,30,618,618,100.0,47030
47,31,501,501,100.0,47031
47,32,634,634,100.0,47032
47,33,468,468,100.0,47033
47,34,515,515,100.0,47034
47,35,474,474,100.0,47035
47,36,594,594,100.0,47036
47,37,483,483,100.0,47037
47,38,480,480,100.0,47038
47,39,493,493,100.0,47039
47,40,490,490,100.0,47040
47,41,556,556,100.0,47041
47,42,524,524,100.0,47042
47,43,453,453,100.0,47043
47,44,463,463,100.0,47044
47,45,476,476,100.0,47045
47,46,469,469,100.0,47046
47,47,550,550,100.0,47047
47,48,38,38,100.0,47048
48,1,448,448,100.0,48001
48,2,215,215,100.0,48002
48,3,534,534,100.0,48003
48,4,460,460,100.0,48004
48,5,272,272,100.0,48005
48,6,594,594,100.0,48006
48,7,494,494,100.0,48007
48,8,246,246,100.0,48008
48,9,273,273,100.0,48009
48,10,709,709,100.0,48010
48,11,421,421,100.0,48011
48,12,587,587,100.0,48012
48,13,565,565,100.0,48013
48,14,225,225,100.0,48014
48,15,326,326,100.0,48015
48,16,494,494,100.0,48016
48,17,428,428,100.0,48017
48,18,318,318,100.0,48018
48,19,327,327,100.0,48019
48,20,562,562,100.0,48020
48,21,590,590,100.0,48021
48,22,405,405,100.0,48022
48,23,481,481,100.0,48023
48,24,504,504,100.0,48024
48,25,435,435,100.0,48025
48,26,219,219,100.0,48026
48,27,708,708,100.0,48027
48,28,459,459,100.0,48028
48,29,231,231,100.0,48029
48,30,424,424,100.0,48030
48,31,593,593,100.0,48031
48,32,510,510,100.0,48032
48,33,241,241,100.0,48033
48,34,411,411,100.0,48034
48,35,294,294,100.0,48035
48,36,265,265,100.0,48036
48,37,502,502,100.0,48037
48,38,469,469,100.0,48038
48,39,364,364,100.0,48039
48,40,432,432,100.0,48040
48,41,609,609,100.0,48041
48,42,579,579,100.0,48042
48,43,514,514,100.0,48043
48,44,619,619,100.0,48044
48,45,362,362,100.0,48045
48,46,317,317,100.0,48046
49,1,298,298,100.0,49001
49,2,330,330,100.0,49002
49,3,532,532,100.0,49003
49,4,580,580,100.0,49004
49,5,487,487,100.0,49005
49,6,458,458,100.0,49006
49,7,493,493,100.0,49007
49,8,364,364,100.0,49008
49,9,520,520,100.0,49009
49,10,457,457,100.0,49010
49,11,553,553,100.0,49011
49,12,662,662,100.0,49012
49,13,545,545,100.0,49013
49,14,388,388,100.0,49014
49,15,348,348,100.0,49015
49,16,467,467,100.0,49016
49,17,325,325,100.0,49017
49,18,649,649,100.0,49018
49,19,441,441,100.0,49019
49,20,715,715,100.0,49020
49,21,269,269,100.0,49021
49,22,453,453,100.0,49022
49,23,661,661,100.0,49023
49,24,404,404,100.0,49024
49,25,631,631,100.0,49025
49,26,520,520,100.0,49026
49,27,539,539,100.0,49027
49,28,647,647,100.0,49028
49,29,577,577,100.0,49029
49,30,542,542,100.0,49030
49,31,355,355,100.0,49031
49,32,481,481,100.0,49032
49,33,391,391,100.0,49033
50,1,237,237,100.0,50001
50,2,180,180,100.0,50002
50,3,232,232,100.0,50003
50,4,322,322,100.0,50004
50,5,171,171,100.0,50005
50,6,361,361,100.0,50006
50,7,383,383,100.0,50007
50,8,333,333,100.0,50008
50,9,280,280,100.0,50009
50,10,255,255,100.0,50010
50,11,137,137,100.0,50011
50,12,128,128,100.0,50012
50,13,386,386,100.0,50013
50,14,88,88,100.0,50014
50,15,373,373,100.0,50015
50,16,91,91,100.0,50016
50,17,290,290,100.0,50017
50,18,58,58,100.0,50018
50,19,203,203,100.0,50019
50,20,299,299,100.0,50020
50,21,277,277,100.0,50021
50,22,229,229,100.0,50022
50,23,190,190,100.0,50023
50,24,167,167,100.0,50024
50,25,228,228,100.0,50025
50,26,280,280,100.0,50026
50,27,77,77,100.0,50027
50,28,340,340,100.0,50028
50,29,284,284,100.0,50029
50,30,222,222,100.0,50030
50,31,437,437,100.0,50031
50,32,379,379,100.0,50032
50,33,191,191,100.0,50033
50,34,419,419,100.0,50034
50,35,437,437,100.0,50035
50,36,305,305,100.0,50036
50,37,359,359,100.0,50037
50,38,131,131,100.0,50038
50,39,174,174,100.0,50039
50,40,209,209,100.0,50040
