ward,precinct,total,Jack Hagerty,Jack Hagerty Percent,precinct_id
45,45,184,184,100.0,45045
45,46,197,197,100.0,45046
45,47,198,198,100.0,45047
45,48,223,223,100.0,45048
46,1,338,338,100.0,46001
46,2,424,424,100.0,46002
46,3,541,541,100.0,46003
46,4,431,431,100.0,46004
46,5,623,623,100.0,46005
46,6,365,365,100.0,46006
46,7,447,447,100.0,46007
46,8,300,300,100.0,46008
46,9,512,512,100.0,46009
46,10,747,747,100.0,46010
46,11,407,407,100.0,46011
46,12,516,516,100.0,46012
46,13,455,455,100.0,46013
46,14,421,421,100.0,46014
46,15,453,453,100.0,46015
46,16,545,545,100.0,46016
46,17,508,508,100.0,46017
46,18,512,512,100.0,46018
46,19,302,302,100.0,46019
46,20,359,359,100.0,46020
46,21,279,279,100.0,46021
46,22,347,347,100.0,46022
46,23,372,372,100.0,46023
46,24,552,552,100.0,46024
46,25,444,444,100.0,46025
46,26,519,519,100.0,46026
46,27,596,596,100.0,46027
46,28,441,441,100.0,46028
46,29,363,363,100.0,46029
46,30,474,474,100.0,46030
46,31,474,474,100.0,46031
46,32,437,437,100.0,46032
46,33,570,570,100.0,46033
46,34,563,563,100.0,46034
46,35,517,517,100.0,46035
46,36,439,439,100.0,46036
46,37,385,385,100.0,46037
46,38,501,501,100.0,46038
46,39,442,442,100.0,46039
46,40,382,382,100.0,46040
47,1,331,331,100.0,47001
47,2,433,433,100.0,47002
47,3,421,421,100.0,47003
47,4,482,482,100.0,47004
47,5,499,499,100.0,47005
47,6,567,567,100.0,47006
47,7,412,412,100.0,47007
47,8,456,456,100.0,47008
47,9,435,435,100.0,47009
47,10,627,627,100.0,47010
47,11,450,450,100.0,47011
47,12,502,502,100.0,47012
47,13,486,486,100.0,47013
47,14,417,417,100.0,47014
47,15,589,589,100.0,47015
47,16,455,455,100.0,47016
47,17,463,463,100.0,47017
47,18,420,420,100.0,47018
47,19,598,598,100.0,47019
47,20,469,469,100.0,47020
47,21,447,447,100.0,47021
47,22,480,480,100.0,47022
47,23,549,549,100.0,47023
47,24,492,492,100.0,47024
47,25,550,550,100.0,47025
47,26,650,650,100.0,47026
47,27,433,433,100.0,47027
47,28,435,435,100.0,47028
47,29,527,527,100.0,47029
47,30,580,580,100.0,47030
47,31,475,475,100.0,47031
47,32,610,610,100.0,47032
47,33,441,441,100.0,47033
47,34,495,495,100.0,47034
47,35,461,461,100.0,47035
47,36,574,574,100.0,47036
47,37,465,465,100.0,47037
47,38,463,463,100.0,47038
47,39,479,479,100.0,47039
47,40,477,477,100.0,47040
47,41,547,547,100.0,47041
47,42,509,509,100.0,47042
47,43,436,436,100.0,47043
47,44,422,422,100.0,47044
47,45,469,469,100.0,47045
47,46,440,440,100.0,47046
47,47,528,528,100.0,47047
47,48,32,32,100.0,47048
48,1,423,423,100.0,48001
48,2,204,204,100.0,48002
48,3,503,503,100.0,48003
48,4,431,431,100.0,48004
48,5,257,257,100.0,48005
48,6,573,573,100.0,48006
48,7,469,469,100.0,48007
48,8,231,231,100.0,48008
48,9,255,255,100.0,48009
48,10,689,689,100.0,48010
48,11,414,414,100.0,48011
48,12,572,572,100.0,48012
48,13,528,528,100.0,48013
48,14,214,214,100.0,48014
48,15,305,305,100.0,48015
48,16,464,464,100.0,48016
48,17,408,408,100.0,48017
48,18,287,287,100.0,48018
48,19,312,312,100.0,48019
48,20,537,537,100.0,48020
48,21,544,544,100.0,48021
48,22,363,363,100.0,48022
48,23,433,433,100.0,48023
48,24,476,476,100.0,48024
48,25,424,424,100.0,48025
48,26,211,211,100.0,48026
48,27,662,662,100.0,48027
48,28,431,431,100.0,48028
48,29,203,203,100.0,48029
48,30,414,414,100.0,48030
48,31,560,560,100.0,48031
48,32,479,479,100.0,48032
48,33,238,238,100.0,48033
48,34,399,399,100.0,48034
48,35,267,267,100.0,48035
48,36,245,245,100.0,48036
48,37,480,480,100.0,48037
48,38,446,446,100.0,48038
48,39,340,340,100.0,48039
48,40,422,422,100.0,48040
48,41,588,588,100.0,48041
48,42,558,558,100.0,48042
48,43,482,482,100.0,48043
48,44,600,600,100.0,48044
48,45,348,348,100.0,48045
48,46,283,283,100.0,48046
49,1,274,274,100.0,49001
49,2,320,320,100.0,49002
49,3,501,501,100.0,49003
49,4,541,541,100.0,49004
49,5,455,455,100.0,49005
49,6,429,429,100.0,49006
49,7,466,466,100.0,49007
49,8,329,329,100.0,49008
49,9,491,491,100.0,49009
49,10,438,438,100.0,49010
49,11,510,510,100.0,49011
49,12,629,629,100.0,49012
49,13,508,508,100.0,49013
49,14,367,367,100.0,49014
49,15,320,320,100.0,49015
49,16,445,445,100.0,49016
49,17,286,286,100.0,49017
49,18,611,611,100.0,49018
49,19,402,402,100.0,49019
49,20,679,679,100.0,49020
49,21,243,243,100.0,49021
49,22,417,417,100.0,49022
49,23,624,624,100.0,49023
49,24,358,358,100.0,49024
49,25,587,587,100.0,49025
49,26,488,488,100.0,49026
49,27,514,514,100.0,49027
49,28,615,615,100.0,49028
49,29,546,546,100.0,49029
49,30,490,490,100.0,49030
49,31,341,341,100.0,49031
49,32,461,461,100.0,49032
49,33,365,365,100.0,49033
50,1,224,224,100.0,50001
50,2,176,176,100.0,50002
50,3,224,224,100.0,50003
50,4,297,297,100.0,50004
50,5,157,157,100.0,50005
50,6,342,342,100.0,50006
50,7,368,368,100.0,50007
50,8,297,297,100.0,50008
50,9,271,271,100.0,50009
50,10,233,233,100.0,50010
50,11,128,128,100.0,50011
50,12,115,115,100.0,50012
50,13,361,361,100.0,50013
50,14,85,85,100.0,50014
50,15,363,363,100.0,50015
50,16,77,77,100.0,50016
50,17,253,253,100.0,50017
50,18,51,51,100.0,50018
50,19,184,184,100.0,50019
50,20,280,280,100.0,50020
50,21,261,261,100.0,50021
50,22,210,210,100.0,50022
50,23,164,164,100.0,50023
50,24,162,162,100.0,50024
50,25,188,188,100.0,50025
50,26,230,230,100.0,50026
50,27,77,77,100.0,50027
50,28,293,293,100.0,50028
50,29,268,268,100.0,50029
50,30,196,196,100.0,50030
50,31,402,402,100.0,50031
50,32,328,328,100.0,50032
50,33,177,177,100.0,50033
50,34,384,384,100.0,50034
50,35,409,409,100.0,50035
50,36,287,287,100.0,50036
50,37,333,333,100.0,50037
50,38,119,119,100.0,50038
50,39,156,156,100.0,50039
50,40,195,195,100.0,50040
