ward,precinct,total,Carolyn Joan Gallagher,Carolyn Joan Gallagher Percent,William B. Raines,William B. Raines Percent,Patricia S. Spratt,Patricia S. Spratt Percent,Mary Alice Melchor,Mary Alice Melchor Percent,precinct_id
10,7,28,10,35.71,13,46.43,2,7.14,3,10.71,10007
10,8,29,4,13.79,8,27.59,7,24.14,10,34.48,10008
10,9,50,16,32.0,10,20.0,10,20.0,14,28.0,10009
10,10,35,12,34.29,10,28.57,3,8.57,10,28.57,10010
10,11,42,14,33.33,9,21.43,7,16.67,12,28.57,10011
10,12,20,7,35.0,7,35.0,2,10.0,4,20.0,10012
10,13,59,16,27.12,28,47.46,7,11.86,8,13.56,10013
10,14,58,15,25.86,14,24.14,18,31.03,11,18.97,10014
10,15,175,49,28.0,81,46.29,34,19.43,11,6.29,10015
10,16,29,10,34.48,4,13.79,8,27.59,7,24.14,10016
10,17,58,18,31.03,20,34.48,8,13.79,12,20.69,10017
10,18,39,12,30.77,10,25.64,8,20.51,9,23.08,10018
10,19,38,18,47.37,7,18.42,5,13.16,8,21.05,10019
10,20,55,25,45.45,15,27.27,6,10.91,9,16.36,10020
10,21,46,15,32.61,14,30.43,8,17.39,9,19.57,10021
10,22,25,8,32.0,6,24.0,8,32.0,3,12.0,10022
10,23,43,11,25.58,12,27.91,5,11.63,15,34.88,10023
10,24,30,10,33.33,7,23.33,7,23.33,6,20.0,10024
10,25,17,3,17.65,10,58.82,2,11.76,2,11.76,10025
10,26,34,10,29.41,14,41.18,4,11.76,6,17.65,10026
10,27,63,13,20.63,26,41.27,12,19.05,12,19.05,10027
10,28,44,21,47.73,10,22.73,5,11.36,8,18.18,10028
10,29,36,8,22.22,14,38.89,4,11.11,10,27.78,10029
10,30,46,11,23.91,14,30.43,14,30.43,7,15.22,10030
10,31,23,6,26.09,4,17.39,7,30.43,6,26.09,10031
10,32,33,10,30.3,8,24.24,5,15.15,10,30.3,10032
10,33,23,5,21.74,6,26.09,9,39.13,3,13.04,10033
10,34,36,12,33.33,13,36.11,4,11.11,7,19.44,10034
10,35,44,13,29.55,12,27.27,8,18.18,11,25.0,10035
10,36,27,7,25.93,7,25.93,7,25.93,6,22.22,10036
11,1,79,20,25.32,43,54.43,6,7.59,10,12.66,11001
11,2,10,1,10.0,3,30.0,4,40.0,2,20.0,11002
11,3,31,13,41.94,4,12.9,9,29.03,5,16.13,11003
11,4,56,19,33.93,17,30.36,9,16.07,11,19.64,11004
11,5,55,17,30.91,14,25.45,15,27.27,9,16.36,11005
11,6,27,3,11.11,10,37.04,4,14.81,10,37.04,11006
11,7,37,13,35.14,10,27.03,11,29.73,3,8.11,11007
11,8,50,13,26.0,13,26.0,9,18.0,15,30.0,11008
11,9,63,26,41.27,25,39.68,7,11.11,5,7.94,11009
11,10,66,23,34.85,29,43.94,6,9.09,8,12.12,11010
11,11,46,14,30.43,17,36.96,9,19.57,6,13.04,11011
11,12,128,52,40.63,60,46.88,12,9.38,4,3.13,11012
11,13,111,39,35.14,56,50.45,8,7.21,8,7.21,11013
11,14,44,18,40.91,22,50.0,3,6.82,1,2.27,11014
11,15,37,14,37.84,16,43.24,1,2.7,6,16.22,11015
11,16,42,19,45.24,16,38.1,2,4.76,5,11.9,11016
11,17,61,21,34.43,11,18.03,17,27.87,12,19.67,11017
11,18,81,32,39.51,26,32.1,10,12.35,13,16.05,11018
11,19,59,16,27.12,17,28.81,13,22.03,13,22.03,11019
11,20,76,29,38.16,35,46.05,2,2.63,10,13.16,11020
11,21,177,42,23.73,110,62.15,15,8.47,10,5.65,11021
11,22,91,26,28.57,47,51.65,9,9.89,9,9.89,11022
11,23,77,19,24.68,42,54.55,8,10.39,8,10.39,11023
11,24,208,51,24.52,140,67.31,6,2.88,11,5.29,11024
11,25,62,15,24.19,38,61.29,5,8.06,4,6.45,11025
11,26,115,30,26.09,65,56.52,8,6.96,12,10.43,11026
11,27,30,6,20.0,14,46.67,8,26.67,2,6.67,11027
11,28,39,19,48.72,13,33.33,5,12.82,2,5.13,11028
11,29,124,36,29.03,71,57.26,8,6.45,9,7.26,11029
11,30,38,16,42.11,16,42.11,1,2.63,5,13.16,11030
11,31,86,26,30.23,47,54.65,9,10.47,4,4.65,11031
11,32,40,10,25.0,25,62.5,2,5.0,3,7.5,11032
11,33,36,8,22.22,13,36.11,4,11.11,11,30.56,11033
11,34,50,15,30.0,27,54.0,5,10.0,3,6.0,11034
11,35,59,16,27.12,28,47.46,6,10.17,9,15.25,11035
11,36,34,13,38.24,10,29.41,5,14.71,6,17.65,11036
11,37,19,5,26.32,9,47.37,5,26.32,0,0.0,11037
11,38,20,6,30.0,1,5.0,10,50.0,3,15.0,11038
12,1,63,14,22.22,21,33.33,12,19.05,16,25.4,12001
12,2,33,9,27.27,13,39.39,2,6.06,9,27.27,12002
12,3,61,19,31.15,21,34.43,7,11.48,14,22.95,12003
12,4,45,19,42.22,9,20.0,10,22.22,7,15.56,12004
12,5,43,13,30.23,15,34.88,7,16.28,8,18.6,12005
12,6,49,19,38.78,11,22.45,8,16.33,11,22.45,12006
12,7,38,12,31.58,7,18.42,10,26.32,9,23.68,12007
12,8,65,16,24.62,28,43.08,13,20.0,8,12.31,12008
12,9,49,15,30.61,11,22.45,7,14.29,16,32.65,12009
12,10,37,6,16.22,4,10.81,14,37.84,13,35.14,12010
12,11,48,12,25.0,14,29.17,12,25.0,10,20.83,12011
12,12,34,10,29.41,6,17.65,9,26.47,9,26.47,12012
12,13,82,21,25.61,22,26.83,20,24.39,19,23.17,12013
12,14,30,9,30.0,2,6.67,10,33.33,9,30.0,12014
12,15,64,21,32.81,9,14.06,16,25.0,18,28.13,12015
12,16,36,7,19.44,8,22.22,12,33.33,9,25.0,12016
12,17,55,18,32.73,8,14.55,12,21.82,17,30.91,12017
12,18,28,5,17.86,7,25.0,10,35.71,6,21.43,12018
12,19,58,17,29.31,16,27.59,12,20.69,13,22.41,12019
12,20,66,11,16.67,26,39.39,14,21.21,15,22.73,12020
12,21,55,16,29.09,13,23.64,16,29.09,10,18.18,12021
12,22,28,10,35.71,5,17.86,9,32.14,4,14.29,12022
12,23,59,19,32.2,16,27.12,7,11.86,17,28.81,12023
13,1,125,38,30.4,58,46.4,16,12.8,13,10.4,13001
13,2,115,27,23.48,58,50.43,19,16.52,11,9.57,13002
13,3,54,13,24.07,20,37.04,8,14.81,13,24.07,13003
13,4,100,37,37.0,39,39.0,10,10.0,14,14.0,13004
13,5,86,28,32.56,35,40.7,15,17.44,8,9.3,13005
13,6,109,33,30.28,43,39.45,16,14.68,17,15.6,13006
13,7,103,23,22.33,56,54.37,10,9.71,14,13.59,13007
13,8,68,25,36.76,22,32.35,14,20.59,7,10.29,13008
13,9,81,35,43.21,26,32.1,9,11.11,11,13.58,13009
13,10,95,34,35.79,33,34.74,15,15.79,13,13.68,13010
13,11,139,42,30.22,68,48.92,12,8.63,17,12.23,13011
13,12,60,25,41.67,19,31.67,8,13.33,8,13.33,13012
13,13,171,22,12.87,127,74.27,7,4.09,15,8.77,13013
13,14,74,27,36.49,31,41.89,10,13.51,6,8.11,13014
13,15,124,40,32.26,50,40.32,12,9.68,22,17.74,13015
13,16,83,23,27.71,45,54.22,7,8.43,8,9.64,13016
13,17,87,36,41.38,31,35.63,14,16.09,6,6.9,13017
13,18,63,34,53.97,13,20.63,6,9.52,10,15.87,13018
13,19,105,20,19.05,53,50.48,18,17.14,14,13.33,13019
13,20,68,23,33.82,21,30.88,15,22.06,9,13.24,13020
13,21,140,48,34.29,54,38.57,16,11.43,22,15.71,13021
13,22,75,40,53.33,18,24.0,8,10.67,9,12.0,13022
13,23,84,16,19.05,47,55.95,8,9.52,13,15.48,13023
13,24,85,24,28.24,32,37.65,14,16.47,15,17.65,13024
13,25,99,27,27.27,40,40.4,22,22.22,10,10.1,13025
13,26,107,22,20.56,63,58.88,10,9.35,12,11.21,13026
13,27,114,34,29.82,52,45.61,18,15.79,10,8.77,13027
13,28,56,13,23.21,33,58.93,7,12.5,3,5.36,13028
13,29,71,26,36.62,23,32.39,13,18.31,9,12.68,13029
13,30,69,25,36.23,32,46.38,5,7.25,7,10.14,13030
13,31,90,34,37.78,22,24.44,15,16.67,19,21.11,13031
13,32,82,52,63.41,17,20.73,3,3.66,10,12.2,13032
13,33,67,31,46.27,23,34.33,7,10.45,6,8.96,13033
13,34,159,17,10.69,117,73.58,13,8.18,12,7.55,13034
13,35,130,31,23.85,70,53.85,14,10.77,15,11.54,13035
13,36,45,18,40.0,14,31.11,8,17.78,5,11.11,13036
13,37,134,36,26.87,71,52.99,14,10.45,13,9.7,13037
13,38,92,41,44.57,29,31.52,9,9.78,13,14.13,13038
13,39,104,24,23.08,56,53.85,12,11.54,12,11.54,13039
13,40,96,20,20.83,46,47.92,13,13.54,17,17.71,13040
13,41,126,24,19.05,80,63.49,10,7.94,12,9.52,13041
13,42,78,30,38.46,23,29.49,7,8.97,18,23.08,13042
13,43,139,36,25.9,72,51.8,14,10.07,17,12.23,13043
13,44,215,25,11.63,160,74.42,16,7.44,14,6.51,13044
13,45,148,33,22.3,94,63.51,14,9.46,7,4.73,13045
13,46,81,29,35.8,21,25.93,19,23.46,12,14.81,13046
13,47,77,20,25.97,33,42.86,9,11.69,15,19.48,13047
13,48,112,27,24.11,69,61.61,9,8.04,7,6.25,13048
14,1,91,36,39.56,31,34.07,13,14.29,11,12.09,14001
14,2,121,32,26.45,47,38.84,13,10.74,29,23.97,14002
14,3,53,11,20.75,25,47.17,8,15.09,9,16.98,14003
14,4,67,23,34.33,28,41.79,9,13.43,7,10.45,14004
14,5,92,7,7.61,63,68.48,10,10.87,12,13.04,14005
14,6,41,3,7.32,27,65.85,4,9.76,7,17.07,14006
14,7,59,17,28.81,21,35.59,6,10.17,15,25.42,14007
14,8,45,13,28.89,11,24.44,5,11.11,16,35.56,14008
14,9,65,16,24.62,28,43.08,14,21.54,7,10.77,14009
14,10,47,10,21.28,23,48.94,4,8.51,10,21.28,14010
14,11,68,8,11.76,48,70.59,4,5.88,8,11.76,14011
14,12,64,18,28.13,24,37.5,9,14.06,13,20.31,14012
14,13,65,16,24.62,27,41.54,9,13.85,13,20.0,14013
14,14,61,13,21.31,32,52.46,7,11.48,9,14.75,14014
14,15,86,13,15.12,43,50.0,15,17.44,15,17.44,14015
14,16,55,11,20.0,27,49.09,9,16.36,8,14.55,14016
14,17,59,10,16.95,35,59.32,6,10.17,8,13.56,14017
14,18,27,14,51.85,7,25.93,3,11.11,3,11.11,14018
14,19,41,15,36.59,13,31.71,7,17.07,6,14.63,14019
14,20,45,11,24.44,17,37.78,11,24.44,6,13.33,14020
14,21,81,17,20.99,48,59.26,7,8.64,9,11.11,14021
14,22,71,29,40.85,18,25.35,13,18.31,11,15.49,14022
14,23,99,25,25.25,47,47.47,16,16.16,11,11.11,14023
14,24,122,28,22.95,68,55.74,15,12.3,11,9.02,14024
14,25,59,8,13.56,24,40.68,8,13.56,19,32.2,14025
14,26,42,9,21.43,20,47.62,4,9.52,9,21.43,14026
14,27,73,13,17.81,31,42.47,15,20.55,14,19.18,14027
14,28,45,13,28.89,18,40.0,10,22.22,4,8.89,14028
14,29,83,16,19.28,46,55.42,12,14.46,9,10.84,14029
14,30,26,7,26.92,10,38.46,2,7.69,7,26.92,14030
14,31,34,10,29.41,12,35.29,3,8.82,9,26.47,14031
15,1,41,10,24.39,9,21.95,7,17.07,15,36.59,15001
15,2,33,12,36.36,13,39.39,4,12.12,4,12.12,15002
15,3,59,16,27.12,24,40.68,12,20.34,7,11.86,15003
15,4,30,6,20.0,10,33.33,4,13.33,10,33.33,15004
15,5,39,9,23.08,15,38.46,5,12.82,10,25.64,15005
15,6,55,12,21.82,15,27.27,14,25.45,14,25.45,15006
15,7,43,7,16.28,20,46.51,8,18.6,8,18.6,15007
15,8,26,5,19.23,8,30.77,6,23.08,7,26.92,15008
15,9,54,15,27.78,15,27.78,12,22.22,12,22.22,15009
15,10,73,22,30.14,21,28.77,14,19.18,16,21.92,15010
15,11,53,20,37.74,20,37.74,3,5.66,10,18.87,15011
15,12,80,30,37.5,22,27.5,14,17.5,14,17.5,15012
15,13,30,9,30.0,9,30.0,4,13.33,8,26.67,15013
15,14,11,4,36.36,2,18.18,2,18.18,3,27.27,15014
15,15,26,5,19.23,3,11.54,6,23.08,12,46.15,15015
15,16,42,10,23.81,13,30.95,8,19.05,11,26.19,15016
15,17,46,7,15.22,23,50.0,8,17.39,8,17.39,15017
15,18,46,11,23.91,24,52.17,8,17.39,3,6.52,15018
15,19,78,18,23.08,25,32.05,16,20.51,19,24.36,15019
15,20,55,11,20.0,20,36.36,18,32.73,6,10.91,15020
15,21,52,8,15.38,24,46.15,15,28.85,5,9.62,15021
15,22,49,10,20.41,20,40.82,15,30.61,4,8.16,15022
15,23,55,10,18.18,26,47.27,16,29.09,3,5.45,15023
15,24,45,10,22.22,21,46.67,10,22.22,4,8.89,15024
16,1,34,15,44.12,5,14.71,7,20.59,7,20.59,16001
16,2,39,14,35.9,13,33.33,9,23.08,3,7.69,16002
16,3,54,14,25.93,16,29.63,18,33.33,6,11.11,16003
16,4,46,10,21.74,19,41.3,12,26.09,5,10.87,16004
16,5,40,11,27.5,13,32.5,14,35.0,2,5.0,16005
16,6,46,8,17.39,22,47.83,11,23.91,5,10.87,16006
16,7,48,8,16.67,18,37.5,15,31.25,7,14.58,16007
16,8,23,10,43.48,7,30.43,5,21.74,1,4.35,16008
16,9,76,20,26.32,27,35.53,17,22.37,12,15.79,16009
16,10,69,17,24.64,21,30.43,18,26.09,13,18.84,16010
16,11,36,8,22.22,15,41.67,9,25.0,4,11.11,16011
16,12,32,5,15.63,11,34.38,11,34.38,5,15.63,16012
16,13,33,8,24.24,10,30.3,12,36.36,3,9.09,16013
16,14,40,8,20.0,16,40.0,7,17.5,9,22.5,16014
16,15,63,16,25.4,30,47.62,13,20.63,4,6.35,16015
16,16,59,13,22.03,28,47.46,9,15.25,9,15.25,16016
16,17,46,11,23.91,13,28.26,15,32.61,7,15.22,16017
16,18,64,21,32.81,24,37.5,11,17.19,8,12.5,16018
16,19,38,9,23.68,11,28.95,8,21.05,10,26.32,16019
16,20,46,15,32.61,18,39.13,11,23.91,2,4.35,16020
16,21,30,5,16.67,12,40.0,10,33.33,3,10.0,16021
16,22,30,9,30.0,12,40.0,5,16.67,4,13.33,16022
16,23,23,2,8.7,11,47.83,6,26.09,4,17.39,16023
16,24,35,3,8.57,19,54.29,7,20.0,6,17.14,16024
16,25,63,17,26.98,27,42.86,14,22.22,5,7.94,16025
16,26,56,21,37.5,20,35.71,13,23.21,2,3.57,16026
16,27,48,8,16.67,21,43.75,7,14.58,12,25.0,16027
16,28,63,21,33.33,25,39.68,13,20.63,4,6.35,16028
16,29,37,14,37.84,13,35.14,9,24.32,1,2.7,16029
16,30,52,7,13.46,28,53.85,13,25.0,4,7.69,16030
16,31,71,18,25.35,24,33.8,13,18.31,16,22.54,16031
16,32,28,6,21.43,3,10.71,10,35.71,9,32.14,16032
16,33,47,14,29.79,18,38.3,8,17.02,7,14.89,16033
16,34,59,15,25.42,19,32.2,18,30.51,7,11.86,16034
16,35,35,9,25.71,9,25.71,8,22.86,9,25.71,16035
16,36,40,9,22.5,22,55.0,5,12.5,4,10.0,16036
17,1,43,12,27.91,18,41.86,8,18.6,5,11.63,17001
17,2,62,20,32.26,24,38.71,15,24.19,3,4.84,17002
17,3,50,17,34.0,14,28.0,14,28.0,5,10.0,17003
17,4,87,19,21.84,40,45.98,17,19.54,11,12.64,17004
17,5,67,19,28.36,29,43.28,16,23.88,3,4.48,17005
17,6,39,11,28.21,16,41.03,7,17.95,5,12.82,17006
17,7,30,9,30.0,9,30.0,10,33.33,2,6.67,17007
17,8,71,21,29.58,27,38.03,13,18.31,10,14.08,17008
17,9,76,15,19.74,28,36.84,14,18.42,19,25.0,17009
17,10,81,19,23.46,33,40.74,19,23.46,10,12.35,17010
17,11,70,20,28.57,34,48.57,13,18.57,3,4.29,17011
17,12,42,9,21.43,15,35.71,11,26.19,7,16.67,17012
17,13,58,10,17.24,27,46.55,14,24.14,7,12.07,17013
17,14,57,14,24.56,20,35.09,13,22.81,10,17.54,17014
17,15,75,17,22.67,38,50.67,13,17.33,7,9.33,17015
17,16,53,10,18.87,19,35.85,17,32.08,7,13.21,17016
17,17,52,14,26.92,24,46.15,8,15.38,6,11.54,17017
17,18,109,30,27.52,47,43.12,18,16.51,14,12.84,17018
17,19,44,8,18.18,20,45.45,10,22.73,6,13.64,17019
17,20,119,22,18.49,56,47.06,28,23.53,13,10.92,17020
17,21,119,34,28.57,56,47.06,15,12.61,14,11.76,17021
17,22,90,28,31.11,31,34.44,24,26.67,7,7.78,17022
17,23,63,14,22.22,23,36.51,18,28.57,8,12.7,17023
17,24,107,25,23.36,38,35.51,32,29.91,12,11.21,17024
17,25,51,18,35.29,13,25.49,13,25.49,7,13.73,17025
17,26,81,19,23.46,33,40.74,17,20.99,12,14.81,17026
17,27,69,18,26.09,30,43.48,15,21.74,6,8.7,17027
17,28,55,8,14.55,29,52.73,15,27.27,3,5.45,17028
17,29,81,21,25.93,26,32.1,19,23.46,15,18.52,17029
17,30,24,3,12.5,11,45.83,5,20.83,5,20.83,17030
17,31,54,14,25.93,23,42.59,13,24.07,4,7.41,17031
17,32,54,16,29.63,24,44.44,8,14.81,6,11.11,17032
17,33,48,9,18.75,28,58.33,7,14.58,4,8.33,17033
17,34,57,9,15.79,28,49.12,8,14.04,12,21.05,17034
17,35,61,19,31.15,32,52.46,8,13.11,2,3.28,17035
17,36,98,29,29.59,51,52.04,13,13.27,5,5.1,17036
17,37,73,15,20.55,31,42.47,14,19.18,13,17.81,17037
17,38,77,20,25.97,34,44.16,18,23.38,5,6.49,17038
17,39,82,13,15.85,45,54.88,19,23.17,5,6.1,17039
17,40,89,22,24.72,41,46.07,20,22.47,6,6.74,17040
17,41,86,24,27.91,34,39.53,20,23.26,8,9.3,17041
18,1,55,16,29.09,19,34.55,14,25.45,6,10.91,18001
18,2,39,9,23.08,16,41.03,9,23.08,5,12.82,18002
18,3,53,20,37.74,15,28.3,8,15.09,10,18.87,18003
18,4,100,28,28.0,41,41.0,25,25.0,6,6.0,18004
18,5,51,7,13.73,30,58.82,10,19.61,4,7.84,18005
18,6,56,19,33.93,16,28.57,14,25.0,7,12.5,18006
18,7,63,21,33.33,21,33.33,11,17.46,10,15.87,18007
18,8,103,24,23.3,36,34.95,27,26.21,16,15.53,18008
18,9,115,25,21.74,47,40.87,26,22.61,17,14.78,18009
18,10,140,34,24.29,69,49.29,29,20.71,8,5.71,18010
18,11,57,16,28.07,16,28.07,18,31.58,7,12.28,18011
18,12,86,18,20.93,43,50.0,17,19.77,8,9.3,18012
18,13,65,16,24.62,27,41.54,14,21.54,8,12.31,18013
18,14,85,17,20.0,38,44.71,20,23.53,10,11.76,18014
18,15,47,9,19.15,18,38.3,12,25.53,8,17.02,18015
18,16,72,14,19.44,42,58.33,11,15.28,5,6.94,18016
18,17,59,14,23.73,24,40.68,18,30.51,3,5.08,18017
18,18,131,24,18.32,68,51.91,28,21.37,11,8.4,18018
18,19,104,33,31.73,40,38.46,24,23.08,7,6.73,18019
18,20,79,23,29.11,25,31.65,19,24.05,12,15.19,18020
18,21,113,20,17.7,49,43.36,34,30.09,10,8.85,18021
18,22,125,33,26.4,42,33.6,31,24.8,19,15.2,18022
18,23,63,18,28.57,27,42.86,11,17.46,7,11.11,18023
18,24,48,20,41.67,12,25.0,9,18.75,7,14.58,18024
18,25,45,13,28.89,11,24.44,15,33.33,6,13.33,18025
18,26,115,16,13.91,55,47.83,31,26.96,13,11.3,18026
18,27,41,8,19.51,12,29.27,14,34.15,7,17.07,18027
18,28,53,15,28.3,17,32.08,10,18.87,11,20.75,18028
18,29,59,20,33.9,26,44.07,10,16.95,3,5.08,18029
18,30,37,13,35.14,7,18.92,9,24.32,8,21.62,18030
18,31,60,10,16.67,25,41.67,17,28.33,8,13.33,18031
18,32,109,32,29.36,38,34.86,24,22.02,15,13.76,18032
18,33,75,19,25.33,38,50.67,11,14.67,7,9.33,18033
18,34,171,33,19.3,77,45.03,38,22.22,23,13.45,18034
18,35,94,16,17.02,45,47.87,23,24.47,10,10.64,18035
18,36,54,20,37.04,21,38.89,9,16.67,4,7.41,18036
18,37,99,25,25.25,46,46.46,19,19.19,9,9.09,18037
18,38,93,19,20.43,51,54.84,12,12.9,11,11.83,18038
18,39,41,9,21.95,18,43.9,9,21.95,5,12.2,18039
18,40,65,21,32.31,24,36.92,14,21.54,6,9.23,18040
18,41,82,24,29.27,33,40.24,10,12.2,15,18.29,18041
18,42,50,16,32.0,20,40.0,10,20.0,4,8.0,18042
18,43,76,32,42.11,21,27.63,14,18.42,9,11.84,18043
18,44,53,27,50.94,16,30.19,5,9.43,5,9.43,18044
18,45,69,27,39.13,17,24.64,16,23.19,9,13.04,18045
18,46,68,15,22.06,27,39.71,15,22.06,11,16.18,18046
18,47,46,10,21.74,16,34.78,13,28.26,7,15.22,18047
18,48,50,13,26.0,15,30.0,18,36.0,4,8.0,18048
18,49,51,11,21.57,29,56.86,7,13.73,4,7.84,18049
18,50,60,15,25.0,25,41.67,16,26.67,4,6.67,18050
19,1,95,36,37.89,37,38.95,16,16.84,6,6.32,19001
19,2,152,27,17.76,88,57.89,24,15.79,13,8.55,19002
19,3,53,20,37.74,21,39.62,9,16.98,3,5.66,19003
19,4,114,56,49.12,40,35.09,8,7.02,10,8.77,19004
19,5,142,32,22.54,61,42.96,34,23.94,15,10.56,19005
19,6,64,34,53.13,19,29.69,4,6.25,7,10.94,19006
19,7,123,56,45.53,35,28.46,22,17.89,10,8.13,19007
19,8,96,37,38.54,46,47.92,9,9.38,4,4.17,19008
19,9,78,25,32.05,31,39.74,15,19.23,7,8.97,19009
19,10,138,36,26.09,61,44.2,36,26.09,5,3.62,19010
19,11,88,40,45.45,25,28.41,12,13.64,11,12.5,19011
19,12,78,35,44.87,26,33.33,15,19.23,2,2.56,19012
19,13,154,28,18.18,67,43.51,32,20.78,27,17.53,19013
19,14,68,19,27.94,27,39.71,14,20.59,8,11.76,19014
19,15,93,38,40.86,34,36.56,12,12.9,9,9.68,19015
19,16,98,55,56.12,28,28.57,6,6.12,9,9.18,19016
19,17,77,25,32.47,35,45.45,10,12.99,7,9.09,19017
19,18,110,25,22.73,56,50.91,21,19.09,8,7.27,19018
19,19,132,51,38.64,47,35.61,28,21.21,6,4.55,19019
19,20,129,28,21.71,47,36.43,30,23.26,24,18.6,19020
19,21,70,34,48.57,24,34.29,5,7.14,7,10.0,19021
19,22,106,29,27.36,60,56.6,10,9.43,7,6.6,19022
19,23,98,41,41.84,38,38.78,17,17.35,2,2.04,19023
19,24,90,36,40.0,45,50.0,7,7.78,2,2.22,19024
19,25,116,36,31.03,43,37.07,27,23.28,10,8.62,19025
19,26,113,37,32.74,48,42.48,22,19.47,6,5.31,19026
19,27,74,11,14.86,36,48.65,17,22.97,10,13.51,19027
19,28,124,18,14.52,58,46.77,31,25.0,17,13.71,19028
19,29,63,31,49.21,14,22.22,12,19.05,6,9.52,19029
19,30,83,40,48.19,24,28.92,12,14.46,7,8.43,19030
19,31,86,40,46.51,20,23.26,20,23.26,6,6.98,19031
19,32,95,50,52.63,23,24.21,15,15.79,7,7.37,19032
19,33,93,35,37.63,37,39.78,13,13.98,8,8.6,19033
19,34,96,33,34.38,37,38.54,19,19.79,7,7.29,19034
19,35,128,40,31.25,52,40.63,23,17.97,13,10.16,19035
19,36,109,29,26.61,48,44.04,19,17.43,13,11.93,19036
19,37,112,25,22.32,49,43.75,24,21.43,14,12.5,19037
19,38,96,22,22.92,52,54.17,18,18.75,4,4.17,19038
19,39,30,11,36.67,7,23.33,8,26.67,4,13.33,19039
19,40,115,42,36.52,33,28.7,27,23.48,13,11.3,19040
19,41,81,42,51.85,29,35.8,7,8.64,3,3.7,19041
19,42,81,24,29.63,30,37.04,11,13.58,16,19.75,19042
19,43,148,37,25.0,60,40.54,38,25.68,13,8.78,19043
19,44,97,42,43.3,34,35.05,19,19.59,2,2.06,19044
19,45,112,43,38.39,47,41.96,16,14.29,6,5.36,19045
19,46,134,48,35.82,56,41.79,25,18.66,5,3.73,19046
19,47,159,50,31.45,53,33.33,34,21.38,22,13.84,19047
19,48,100,26,26.0,40,40.0,23,23.0,11,11.0,19048
19,49,150,31,20.67,56,37.33,40,26.67,23,15.33,19049
19,50,67,21,31.34,31,46.27,8,11.94,7,10.45,19050
19,51,135,65,48.15,32,23.7,29,21.48,9,6.67,19051
19,52,80,29,36.25,32,40.0,11,13.75,8,10.0,19052
19,53,77,37,48.05,23,29.87,10,12.99,7,9.09,19053
19,54,51,27,52.94,15,29.41,5,9.8,4,7.84,19054
19,55,57,24,42.11,23,40.35,7,12.28,3,5.26,19055
19,56,132,35,26.52,61,46.21,26,19.7,10,7.58,19056
19,57,119,42,35.29,35,29.41,36,30.25,6,5.04,19057
20,1,74,14,18.92,39,52.7,16,21.62,5,6.76,20001
20,2,24,4,16.67,14,58.33,3,12.5,3,12.5,20002
20,3,57,10,17.54,25,43.86,19,33.33,3,5.26,20003
20,4,21,7,33.33,7,33.33,6,28.57,1,4.76,20004
20,5,60,14,23.33,28,46.67,12,20.0,6,10.0,20005
20,6,20,5,25.0,7,35.0,6,30.0,2,10.0,20006
20,7,69,16,23.19,26,37.68,17,24.64,10,14.49,20007
20,8,85,18,21.18,33,38.82,24,28.24,10,11.76,20008
20,9,99,35,35.35,33,33.33,24,24.24,7,7.07,20009
20,10,72,16,22.22,32,44.44,17,23.61,7,9.72,20010
20,11,69,22,31.88,21,30.43,21,30.43,5,7.25,20011
20,12,47,14,29.79,18,38.3,11,23.4,4,8.51,20012
20,13,96,26,27.08,38,39.58,21,21.88,11,11.46,20013
20,14,65,23,35.38,27,41.54,8,12.31,7,10.77,20014
20,15,23,7,30.43,7,30.43,5,21.74,4,17.39,20015
20,16,110,37,33.64,40,36.36,17,15.45,16,14.55,20016
20,17,40,8,20.0,13,32.5,11,27.5,8,20.0,20017
20,18,66,15,22.73,26,39.39,18,27.27,7,10.61,20018
20,19,74,23,31.08,27,36.49,13,17.57,11,14.86,20019
20,20,36,12,33.33,9,25.0,8,22.22,7,19.44,20020
20,21,47,9,19.15,20,42.55,13,27.66,5,10.64,20021
20,22,113,30,26.55,43,38.05,24,21.24,16,14.16,20022
20,23,84,24,28.57,31,36.9,17,20.24,12,14.29,20023
20,24,64,18,28.13,27,42.19,13,20.31,6,9.38,20024
20,25,67,13,19.4,31,46.27,17,25.37,6,8.96,20025
20,26,62,16,25.81,21,33.87,18,29.03,7,11.29,20026
20,27,44,10,22.73,16,36.36,11,25.0,7,15.91,20027
20,28,48,11,22.92,23,47.92,6,12.5,8,16.67,20028
20,29,111,41,36.94,38,34.23,23,20.72,9,8.11,20029
20,30,27,6,22.22,11,40.74,5,18.52,5,18.52,20030
20,31,70,19,27.14,29,41.43,12,17.14,10,14.29,20031
20,32,94,24,25.53,37,39.36,23,24.47,10,10.64,20032
20,33,53,19,35.85,18,33.96,10,18.87,6,11.32,20033
20,34,65,13,20.0,23,35.38,13,20.0,16,24.62,20034
20,35,51,16,31.37,14,27.45,18,35.29,3,5.88,20035
20,36,24,6,25.0,11,45.83,5,20.83,2,8.33,20036
20,37,25,8,32.0,8,32.0,7,28.0,2,8.0,20037
20,38,23,9,39.13,6,26.09,5,21.74,3,13.04,20038
20,39,13,6,46.15,3,23.08,3,23.08,1,7.69,20039
21,1,127,21,16.54,63,49.61,27,21.26,16,12.6,21001
21,2,69,13,18.84,31,44.93,16,23.19,9,13.04,21002
21,3,101,22,21.78,46,45.54,22,21.78,11,10.89,21003
