ward,precinct,total,Sharon Oden Johnson,Sharon Oden Johnson Percent,John B. Simon,John B. Simon Percent,precinct_id
17,15,84,47,55.95,37,44.05,17015
17,16,49,25,51.02,24,48.98,17016
17,17,52,29,55.77,23,44.23,17017
17,18,106,61,57.55,45,42.45,17018
17,19,45,26,57.78,19,42.22,17019
17,20,122,74,60.66,48,39.34,17020
17,21,124,73,58.87,51,41.13,17021
17,22,86,51,59.3,35,40.7,17022
17,23,66,42,63.64,24,36.36,17023
17,24,117,77,65.81,40,34.19,17024
17,25,51,31,60.78,20,39.22,17025
17,26,85,47,55.29,38,44.71,17026
17,27,70,47,67.14,23,32.86,17027
17,28,58,32,55.17,26,44.83,17028
17,29,84,55,65.48,29,34.52,17029
17,30,24,13,54.17,11,45.83,17030
17,31,53,36,67.92,17,32.08,17031
17,32,56,41,73.21,15,26.79,17032
17,33,46,24,52.17,22,47.83,17033
17,34,58,30,51.72,28,48.28,17034
17,35,58,30,51.72,28,48.28,17035
17,36,101,57,56.44,44,43.56,17036
17,37,73,45,61.64,28,38.36,17037
17,38,79,46,58.23,33,41.77,17038
17,39,85,50,58.82,35,41.18,17039
17,40,91,51,56.04,40,43.96,17040
17,41,88,54,61.36,34,38.64,17041
18,1,59,36,61.02,23,38.98,18001
18,2,38,24,63.16,14,36.84,18002
18,3,49,22,44.9,27,55.1,18003
18,4,100,59,59.0,41,41.0,18004
18,5,57,30,52.63,27,47.37,18005
18,6,53,18,33.96,35,66.04,18006
18,7,67,38,56.72,29,43.28,18007
18,8,111,79,71.17,32,28.83,18008
18,9,116,71,61.21,45,38.79,18009
18,10,148,92,62.16,56,37.84,18010
18,11,60,36,60.0,24,40.0,18011
18,12,88,60,68.18,28,31.82,18012
18,13,70,45,64.29,25,35.71,18013
18,14,85,52,61.18,33,38.82,18014
18,15,49,26,53.06,23,46.94,18015
18,16,74,48,64.86,26,35.14,18016
18,17,63,35,55.56,28,44.44,18017
18,18,145,87,60.0,58,40.0,18018
18,19,109,73,66.97,36,33.03,18019
18,20,79,54,68.35,25,31.65,18020
18,21,120,73,60.83,47,39.17,18021
18,22,128,85,66.41,43,33.59,18022
18,23,67,44,65.67,23,34.33,18023
18,24,53,20,37.74,33,62.26,18024
18,25,47,19,40.43,28,59.57,18025
18,26,117,79,67.52,38,32.48,18026
18,27,48,29,60.42,19,39.58,18027
18,28,54,16,29.63,38,70.37,18028
18,29,60,38,63.33,22,36.67,18029
18,30,42,18,42.86,24,57.14,18030
18,31,62,44,70.97,18,29.03,18031
18,32,113,76,67.26,37,32.74,18032
18,33,79,44,55.7,35,44.3,18033
18,34,181,109,60.22,72,39.78,18034
18,35,97,56,57.73,41,42.27,18035
18,36,60,35,58.33,25,41.67,18036
18,37,108,69,63.89,39,36.11,18037
18,38,97,54,55.67,43,44.33,18038
18,39,41,24,58.54,17,41.46,18039
18,40,68,42,61.76,26,38.24,18040
18,41,87,58,66.67,29,33.33,18041
18,42,49,30,61.22,19,38.78,18042
18,43,78,43,55.13,35,44.87,18043
18,44,54,20,37.04,34,62.96,18044
18,45,69,39,56.52,30,43.48,18045
18,46,69,24,34.78,45,65.22,18046
18,47,46,30,65.22,16,34.78,18047
18,48,51,38,74.51,13,25.49,18048
18,49,50,32,64.0,18,36.0,18049
18,50,63,41,65.08,22,34.92,18050
19,1,99,17,17.17,82,82.83,19001
19,2,162,59,36.42,103,63.58,19002
19,3,53,17,32.08,36,67.92,19003
19,4,116,30,25.86,86,74.14,19004
19,5,157,65,41.4,92,58.6,19005
19,6,71,17,23.94,54,76.06,19006
19,7,128,33,25.78,95,74.22,19007
19,8,96,14,14.58,82,85.42,19008
19,9,76,21,27.63,55,72.37,19009
19,10,140,40,28.57,100,71.43,19010
19,11,80,23,28.75,57,71.25,19011
19,12,78,19,24.36,59,75.64,19012
19,13,153,113,73.86,40,26.14,19013
19,14,65,27,41.54,38,58.46,19014
19,15,87,32,36.78,55,63.22,19015
19,16,96,27,28.13,69,71.88,19016
19,17,67,15,22.39,52,77.61,19017
19,18,108,28,25.93,80,74.07,19018
19,19,127,38,29.92,89,70.08,19019
19,20,127,71,55.91,56,44.09,19020
19,21,71,24,33.8,47,66.2,19021
19,22,111,37,33.33,74,66.67,19022
19,23,97,20,20.62,77,79.38,19023
19,24,87,11,12.64,76,87.36,19024
19,25,120,36,30.0,84,70.0,19025
19,26,118,27,22.88,91,77.12,19026
19,27,79,29,36.71,50,63.29,19027
19,28,131,81,61.83,50,38.17,19028
19,29,63,17,26.98,46,73.02,19029
19,30,80,19,23.75,61,76.25,19030
19,31,88,30,34.09,58,65.91,19031
19,32,98,28,28.57,70,71.43,19032
19,33,79,21,26.58,58,73.42,19033
19,34,110,32,29.09,78,70.91,19034
19,35,123,51,41.46,72,58.54,19035
19,36,112,55,49.11,57,50.89,19036
19,37,117,46,39.32,71,60.68,19037
19,38,98,42,42.86,56,57.14,19038
19,39,33,22,66.67,11,33.33,19039
19,40,119,56,47.06,63,52.94,19040
19,41,81,26,32.1,55,67.9,19041
19,42,79,48,60.76,31,39.24,19042
19,43,160,111,69.38,49,30.63,19043
19,44,95,18,18.95,77,81.05,19044
19,45,109,25,22.94,84,77.06,19045
19,46,126,26,20.63,100,79.37,19046
19,47,164,90,54.88,74,45.12,19047
19,48,104,60,57.69,44,42.31,19048
19,49,152,90,59.21,62,40.79,19049
19,50,64,16,25.0,48,75.0,19050
19,51,135,32,23.7,103,76.3,19051
19,52,84,31,36.9,53,63.1,19052
19,53,73,27,36.99,46,63.01,19053
19,54,55,21,38.18,34,61.82,19054
19,55,54,13,24.07,41,75.93,19055
19,56,138,40,28.99,98,71.01,19056
19,57,122,41,33.61,81,66.39,19057
20,1,78,53,67.95,25,32.05,20001
20,2,25,8,32.0,17,68.0,20002
20,3,60,41,68.33,19,31.67,20003
20,4,22,10,45.45,12,54.55,20004
20,5,65,42,64.62,23,35.38,20005
20,6,22,9,40.91,13,59.09,20006
20,7,64,46,71.88,18,28.13,20007
20,8,85,48,56.47,37,43.53,20008
20,9,104,74,71.15,30,28.85,20009
20,10,83,55,66.27,28,33.73,20010
20,11,66,55,83.33,11,16.67,20011
20,12,46,33,71.74,13,28.26,20012
20,13,100,61,61.0,39,39.0,20013
20,14,67,42,62.69,25,37.31,20014
20,15,23,13,56.52,10,43.48,20015
20,16,112,66,58.93,46,41.07,20016
20,17,40,23,57.5,17,42.5,20017
20,18,71,46,64.79,25,35.21,20018
20,19,81,54,66.67,27,33.33,20019
20,20,38,21,55.26,17,44.74,20020
20,21,45,30,66.67,15,33.33,20021
20,22,122,85,69.67,37,30.33,20022
20,23,87,60,68.97,27,31.03,20023
20,24,70,49,70.0,21,30.0,20024
20,25,68,43,63.24,25,36.76,20025
20,26,69,45,65.22,24,34.78,20026
20,27,51,35,68.63,16,31.37,20027
20,28,51,35,68.63,16,31.37,20028
20,29,112,61,54.46,51,45.54,20029
20,30,30,19,63.33,11,36.67,20030
20,31,72,43,59.72,29,40.28,20031
20,32,96,62,64.58,34,35.42,20032
20,33,50,33,66.0,17,34.0,20033
20,34,72,44,61.11,28,38.89,20034
20,35,53,33,62.26,20,37.74,20035
20,36,24,12,50.0,12,50.0,20036
20,37,26,18,69.23,8,30.77,20037
20,38,23,15,65.22,8,34.78,20038
20,39,13,11,84.62,2,15.38,20039
21,1,120,68,56.67,52,43.33,21001
21,2,72,46,63.89,26,36.11,21002
21,3,98,57,58.16,41,41.84,21003
21,4,87,44,50.57,43,49.43,21004
21,5,141,85,60.28,56,39.72,21005
21,6,86,54,62.79,32,37.21,21006
21,7,127,77,60.63,50,39.37,21007
21,8,112,74,66.07,38,33.93,21008
21,9,127,69,54.33,58,45.67,21009
21,10,72,51,70.83,21,29.17,21010
21,11,117,76,64.96,41,35.04,21011
21,12,116,68,58.62,48,41.38,21012
21,13,75,58,77.33,17,22.67,21013
21,14,133,82,61.65,51,38.35,21014
21,15,70,43,61.43,27,38.57,21015
21,16,87,61,70.11,26,29.89,21016
21,17,83,47,56.63,36,43.37,21017
21,18,126,84,66.67,42,33.33,21018
21,19,115,67,58.26,48,41.74,21019
21,20,76,54,71.05,22,28.95,21020
21,21,90,55,61.11,35,38.89,21021
21,22,100,63,63.0,37,37.0,21022
21,23,117,69,58.97,48,41.03,21023
21,24,113,70,61.95,43,38.05,21024
21,25,126,82,65.08,44,34.92,21025
21,26,84,48,57.14,36,42.86,21026
21,27,104,69,66.35,35,33.65,21027
21,28,121,75,61.98,46,38.02,21028
21,29,76,51,67.11,25,32.89,21029
21,30,69,41,59.42,28,40.58,21030
21,31,103,66,64.08,37,35.92,21031
21,32,112,76,67.86,36,32.14,21032
21,33,104,62,59.62,42,40.38,21033
21,34,95,56,58.95,39,41.05,21034
21,35,126,90,71.43,36,28.57,21035
21,36,112,76,67.86,36,32.14,21036
21,37,96,65,67.71,31,32.29,21037
21,38,103,68,66.02,35,33.98,21038
21,39,74,38,51.35,36,48.65,21039
21,40,89,55,61.8,34,38.2,21040
21,41,108,61,56.48,47,43.52,21041
21,42,114,71,62.28,43,37.72,21042
21,43,99,63,63.64,36,36.36,21043
21,44,108,79,73.15,29,26.85,21044
21,45,99,59,59.6,40,40.4,21045
21,46,106,58,54.72,48,45.28,21046
21,47,79,54,68.35,25,31.65,21047
21,48,106,75,70.75,31,29.25,21048
21,49,129,78,60.47,51,39.53,21049
21,50,86,59,68.6,27,31.4,21050
21,51,123,84,68.29,39,31.71,21051
21,52,107,80,74.77,27,25.23,21052
21,53,78,53,67.95,25,32.05,21053
21,54,88,63,71.59,25,28.41,21054
22,1,80,54,67.5,26,32.5,22001
22,2,69,27,39.13,42,60.87,22002
22,3,54,25,46.3,29,53.7,22003
22,4,43,21,48.84,22,51.16,22004
22,5,37,17,45.95,20,54.05,22005
22,6,39,22,56.41,17,43.59,22006
22,7,31,15,48.39,16,51.61,22007
22,8,65,29,44.62,36,55.38,22008
22,9,43,14,32.56,29,67.44,22009
22,10,47,19,40.43,28,59.57,22010
22,11,45,22,48.89,23,51.11,22011
22,12,65,24,36.92,41,63.08,22012
22,13,38,13,34.21,25,65.79,22013
22,14,31,16,51.61,15,48.39,22014
22,15,41,23,56.1,18,43.9,22015
22,16,45,16,35.56,29,64.44,22016
22,17,31,13,41.94,18,58.06,22017
22,18,43,22,51.16,21,48.84,22018
22,19,40,30,75.0,10,25.0,22019
22,20,43,22,51.16,21,48.84,22020
22,21,94,56,59.57,38,40.43,22021
22,22,32,18,56.25,14,43.75,22022
22,23,123,87,70.73,36,29.27,22023
22,24,48,20,41.67,28,58.33,22024
22,25,41,22,53.66,19,46.34,22025
23,1,107,47,43.93,60,56.07,23001
23,2,74,24,32.43,50,67.57,23002
23,3,76,23,30.26,53,69.74,23003
23,4,93,32,34.41,61,65.59,23004
23,5,50,24,48.0,26,52.0,23005
23,6,85,30,35.29,55,64.71,23006
23,7,46,22,47.83,24,52.17,23007
23,8,80,32,40.0,48,60.0,23008
23,9,44,20,45.45,24,54.55,23009
23,10,58,24,41.38,34,58.62,23010
23,11,40,15,37.5,25,62.5,23011
23,12,70,25,35.71,45,64.29,23012
23,13,35,19,54.29,16,45.71,23013
23,14,65,27,41.54,38,58.46,23014
23,15,45,25,55.56,20,44.44,23015
23,16,58,18,31.03,40,68.97,23016
23,17,19,12,63.16,7,36.84,23017
23,18,60,20,33.33,40,66.67,23018
23,19,29,13,44.83,16,55.17,23019
23,20,26,7,26.92,19,73.08,23020
23,21,69,24,34.78,45,65.22,23021
23,22,66,24,36.36,42,63.64,23022
23,23,79,34,43.04,45,56.96,23023
23,24,42,17,40.48,25,59.52,23024
23,25,45,19,42.22,26,57.78,23025
23,26,56,25,44.64,31,55.36,23026
23,27,76,28,36.84,48,63.16,23027
23,28,72,27,37.5,45,62.5,23028
23,29,47,18,38.3,29,61.7,23029
23,30,57,32,56.14,25,43.86,23030
23,31,18,10,55.56,8,44.44,23031
23,32,54,22,40.74,32,59.26,23032
23,33,36,15,41.67,21,58.33,23033
23,34,45,23,51.11,22,48.89,23034
23,35,48,23,47.92,25,52.08,23035
23,36,102,41,40.2,61,59.8,23036
23,37,60,17,28.33,43,71.67,23037
23,38,56,23,41.07,33,58.93,23038
23,39,41,20,48.78,21,51.22,23039
24,1,82,56,68.29,26,31.71,24001
24,2,53,34,64.15,19,35.85,24002
24,3,74,48,64.86,26,35.14,24003
24,4,48,34,70.83,14,29.17,24004
24,5,44,38,86.36,6,13.64,24005
24,6,66,55,83.33,11,16.67,24006
24,7,22,12,54.55,10,45.45,24007
24,8,43,35,81.4,8,18.6,24008
24,9,58,41,70.69,17,29.31,24009
24,10,37,26,70.27,11,29.73,24010
24,11,60,42,70.0,18,30.0,24011
24,12,39,27,69.23,12,30.77,24012
24,13,41,30,73.17,11,26.83,24013
24,14,60,42,70.0,18,30.0,24014
24,15,43,34,79.07,9,20.93,24015
24,16,46,25,54.35,21,45.65,24016
24,17,63,43,68.25,20,31.75,24017
24,18,99,74,74.75,25,25.25,24018
24,19,98,72,73.47,26,26.53,24019
24,20,56,43,76.79,13,23.21,24020
24,21,38,29,76.32,9,23.68,24021
24,22,79,52,65.82,27,34.18,24022
24,23,59,44,74.58,15,25.42,24023
24,24,60,48,80.0,12,20.0,24024
24,25,55,45,81.82,10,18.18,24025
24,26,123,83,67.48,40,32.52,24026
24,27,91,64,70.33,27,29.67,24027
24,28,65,50,76.92,15,23.08,24028
24,29,53,40,75.47,13,24.53,24029
24,30,41,29,70.73,12,29.27,24030
24,31,73,56,76.71,17,23.29,24031
24,32,61,42,68.85,19,31.15,24032
24,33,32,27,84.38,5,15.63,24033
24,34,60,44,73.33,16,26.67,24034
24,35,75,61,81.33,14,18.67,24035
24,36,101,72,71.29,29,28.71,24036
24,37,22,12,54.55,10,45.45,24037
24,38,61,41,67.21,20,32.79,24038
24,39,104,64,61.54,40,38.46,24039
24,40,63,40,63.49,23,36.51,24040
24,41,58,41,70.69,17,29.31,24041
25,1,51,21,41.18,30,58.82,25001
25,2,37,19,51.35,18,48.65,25002
25,3,34,8,23.53,26,76.47,25003
25,4,36,17,47.22,19,52.78,25004
25,5,39,13,33.33,26,66.67,25005
25,6,20,10,50.0,10,50.0,25006
25,7,39,22,56.41,17,43.59,25007
25,8,28,12,42.86,16,57.14,25008
25,9,41,23,56.1,18,43.9,25009
25,10,28,11,39.29,17,60.71,25010
25,11,52,20,38.46,32,61.54,25011
25,12,49,24,48.98,25,51.02,25012
25,13,41,16,39.02,25,60.98,25013
25,14,28,12,42.86,16,57.14,25014
25,15,38,15,39.47,23,60.53,25015
25,16,34,13,38.24,21,61.76,25016
25,17,61,37,60.66,24,39.34,25017
25,18,35,18,51.43,17,48.57,25018
25,19,39,15,38.46,24,61.54,25019
25,20,25,18,72.0,7,28.0,25020
25,21,67,34,50.75,33,49.25,25021
25,22,38,15,39.47,23,60.53,25022
25,23,50,19,38.0,31,62.0,25023
25,24,27,11,40.74,16,59.26,25024
25,25,51,20,39.22,31,60.78,25025
25,26,29,10,34.48,19,65.52,25026
25,27,20,5,25.0,15,75.0,25027
25,28,45,21,46.67,24,53.33,25028
25,29,59,30,50.85,29,49.15,25029
25,30,34,17,50.0,17,50.0,25030
25,31,24,5,20.83,19,79.17,25031
25,32,44,23,52.27,21,47.73,25032
26,1,26,13,50.0,13,50.0,26001
26,2,47,25,53.19,22,46.81,26002
26,3,39,18,46.15,21,53.85,26003
26,4,44,28,63.64,16,36.36,26004
26,5,39,26,66.67,13,33.33,26005
26,6,34,20,58.82,14,41.18,26006
26,7,38,17,44.74,21,55.26,26007
26,8,24,14,58.33,10,41.67,26008
26,9,49,28,57.14,21,42.86,26009
26,10,41,27,65.85,14,34.15,26010
26,11,45,24,53.33,21,46.67,26011
26,12,47,26,55.32,21,44.68,26012
26,13,48,25,52.08,23,47.92,26013
26,14,30,12,40.0,18,60.0,26014
26,15,18,7,38.89,11,61.11,26015
26,16,17,7,41.18,10,58.82,26016
26,17,25,10,40.0,15,60.0,26017
26,18,49,26,53.06,23,46.94,26018
26,19,26,13,50.0,13,50.0,26019
26,20,26,12,46.15,14,53.85,26020
26,21,59,28,47.46,31,52.54,26021
26,22,32,18,56.25,14,43.75,26022
26,23,39,17,43.59,22,56.41,26023
26,24,51,34,66.67,17,33.33,26024
26,25,38,16,42.11,22,57.89,26025
26,26,18,10,55.56,8,44.44,26026
26,27,37,18,48.65,19,51.35,26027
26,28,47,20,42.55,27,57.45,26028
26,29,33,19,57.58,14,42.42,26029
26,30,24,16,66.67,8,33.33,26030
26,31,27,15,55.56,12,44.44,26031
26,32,29,17,58.62,12,41.38,26032
26,33,27,11,40.74,16,59.26,26033
26,34,72,41,56.94,31,43.06,26034
26,35,44,24,54.55,20,45.45,26035
26,36,26,15,57.69,11,42.31,26036
26,37,38,17,44.74,21,55.26,26037
26,38,33,19,57.58,14,42.42,26038
26,39,35,21,60.0,14,40.0,26039
26,40,17,9,52.94,8,47.06,26040
26,41,47,32,68.09,15,31.91,26041
26,42,29,13,44.83,16,55.17,26042
26,43,36,15,41.67,21,58.33,26043
26,44,20,16,80.0,4,20.0,26044
26,45,18,12,66.67,6,33.33,26045
26,46,16,6,37.5,10,62.5,26046
26,47,20,9,45.0,11,55.0,26047
26,48,20,11,55.0,9,45.0,26048
26,49,18,12,66.67,6,33.33,26049
27,1,23,6,26.09,17,73.91,27001
27,2,67,35,52.24,32,47.76,27002
27,3,47,24,51.06,23,48.94,27003
27,4,56,33,58.93,23,41.07,27004
27,5,51,27,52.94,24,47.06,27005
27,6,37,17,45.95,20,54.05,27006
27,7,44,14,31.82,30,68.18,27007
27,8,62,38,61.29,24,38.71,27008
27,9,14,10,71.43,4,28.57,27009
27,10,98,55,56.12,43,43.88,27010
27,11,26,8,30.77,18,69.23,27011
27,12,28,9,32.14,19,67.86,27012
27,13,144,88,61.11,56,38.89,27013
27,14,46,22,47.83,24,52.17,27014
27,15,51,33,64.71,18,35.29,27015
27,16,29,9,31.03,20,68.97,27016
27,17,57,30,52.63,27,47.37,27017
27,18,75,50,66.67,25,33.33,27018
27,19,50,32,64.0,18,36.0,27019
27,20,57,26,45.61,31,54.39,27020
27,21,43,21,48.84,22,51.16,27021
27,22,54,25,46.3,29,53.7,27022
27,23,86,38,44.19,48,55.81,27023
27,24,64,27,42.19,37,57.81,27024
27,25,68,41,60.29,27,39.71,27025
27,26,99,68,68.69,31,31.31,27026
27,27,71,44,61.97,27,38.03,27027
27,28,53,23,43.4,30,56.6,27028
27,29,67,46,68.66,21,31.34,27029
27,30,51,36,70.59,15,29.41,27030
27,31,73,37,50.68,36,49.32,27031
27,32,57,36,63.16,21,36.84,27032
27,33,42,19,45.24,23,54.76,27033
27,34,91,38,41.76,53,58.24,27034
27,35,26,9,34.62,17,65.38,27035
27,36,59,34,57.63,25,42.37,27036
27,37,132,55,41.67,77,58.33,27037
27,38,141,72,51.06,69,48.94,27038
27,39,87,48,55.17,39,44.83,27039
27,40,72,35,48.61,37,51.39,27040
27,41,93,68,73.12,25,26.88,27041
27,42,62,42,67.74,20,32.26,27042
27,43,47,26,55.32,21,44.68,27043
27,44,67,33,49.25,34,50.75,27044
27,45,33,11,33.33,22,66.67,27045
27,46,22,5,22.73,17,77.27,27046
27,47,97,50,51.55,47,48.45,27047
27,48,50,29,58.0,21,42.0,27048
27,49,42,22,52.38,20,47.62,27049
27,50,75,41,54.67,34,45.33,27050
28,1,68,35,51.47,33,48.53,28001
28,2,72,46,63.89,26,36.11,28002
28,3,61,38,62.3,23,37.7,28003
28,4,20,8,40.0,12,60.0,28004
28,5,51,23,45.1,28,54.9,28005
28,6,70,32,45.71,38,54.29,28006
28,7,77,44,57.14,33,42.86,28007
28,8,20,7,35.0,13,65.0,28008
28,9,83,52,62.65,31,37.35,28009
28,10,46,19,41.3,27,58.7,28010
28,11,57,30,52.63,27,47.37,28011
28,12,73,49,67.12,24,32.88,28012
28,13,78,45,57.69,33,42.31,28013
28,14,86,48,55.81,38,44.19,28014
28,15,41,20,48.78,21,51.22,28015
28,16,63,38,60.32,25,39.68,28016
28,17,63,44,69.84,19,30.16,28017
28,18,64,40,62.5,24,37.5,28018
28,19,35,15,42.86,20,57.14,28019
28,20,78,40,51.28,38,48.72,28020
28,21,78,43,55.13,35,44.87,28021
28,22,68,48,70.59,20,29.41,28022
28,23,116,56,48.28,60,51.72,28023
28,24,68,37,54.41,31,45.59,28024
28,25,129,81,62.79,48,37.21,28025
28,26,104,70,67.31,34,32.69,28026
28,27,57,23,40.35,34,59.65,28027
28,28,60,10,16.67,50,83.33,28028
28,29,28,14,50.0,14,50.0,28029
28,30,24,14,58.33,10,41.67,28030
28,31,161,103,63.98,58,36.02,28031
28,32,59,38,64.41,21,35.59,28032
28,33,102,49,48.04,53,51.96,28033
28,34,84,56,66.67,28,33.33,28034
28,35,71,46,64.79,25,35.21,28035
28,36,49,25,51.02,24,48.98,28036
28,37,117,69,58.97,48,41.03,28037
28,38,53,29,54.72,24,45.28,28038
28,39,52,32,61.54,20,38.46,28039
28,40,121,60,49.59,61,50.41,28040
28,41,64,43,67.19,21,32.81,28041
28,42,88,52,59.09,36,40.91,28042
28,43,100,60,60.0,40,40.0,28043
28,44,85,49,57.65,36,42.35,28044
28,45,18,10,55.56,8,44.44,28045
28,46,89,40,44.94,49,55.06,28046
29,1,109,46,42.2,63,57.8,29001
29,2,178,107,60.11,71,39.89,29002
29,3,124,88,70.97,36,29.03,29003
29,4,147,107,72.79,40,27.21,29004
29,5,106,73,68.87,33,31.13,29005
29,6,85,62,72.94,23,27.06,29006
29,7,100,62,62.0,38,38.0,29007
29,8,55,29,52.73,26,47.27,29008
29,9,120,61,50.83,59,49.17,29009
29,10,119,66,55.46,53,44.54,29010
29,11,60,52,86.67,8,13.33,29011
29,12,133,91,68.42,42,31.58,29012
29,13,98,71,72.45,27,27.55,29013
29,14,131,79,60.31,52,39.69,29014
29,15,146,98,67.12,48,32.88,29015
29,16,147,75,51.02,72,48.98,29016
29,17,98,37,37.76,61,62.24,29017
29,18,96,66,68.75,30,31.25,29018
29,19,136,101,74.26,35,25.74,29019
29,20,127,79,62.2,48,37.8,29020
29,21,86,65,75.58,21,24.42,29021
29,22,75,41,54.67,34,45.33,29022
29,23,80,40,50.0,40,50.0,29023
29,24,105,61,58.1,44,41.9,29024
29,25,143,98,68.53,45,31.47,29025
29,26,139,82,58.99,57,41.01,29026
29,27,90,68,75.56,22,24.44,29027
29,28,180,124,68.89,56,31.11,29028
29,29,61,23,37.7,38,62.3,29029
29,30,160,94,58.75,66,41.25,29030
29,31,38,13,34.21,25,65.79,29031
29,32,56,22,39.29,34,60.71,29032
29,33,110,59,53.64,51,46.36,29033
29,34,43,25,58.14,18,41.86,29034
29,35,62,47,75.81,15,24.19,29035
29,36,111,70,63.06,41,36.94,29036
29,37,111,78,70.27,33,29.73,29037
29,38,57,33,57.89,24,42.11,29038
29,39,58,30,51.72,28,48.28,29039
29,40,145,96,66.21,49,33.79,29040
29,41,90,62,68.89,28,31.11,29041
29,42,126,98,77.78,28,22.22,29042
29,43,112,64,57.14,48,42.86,29043
29,44,176,110,62.5,66,37.5,29044
30,1,126,51,40.48,75,59.52,30001
30,2,74,28,37.84,46,62.16,30002
30,3,62,24,38.71,38,61.29,30003
30,4,94,40,42.55,54,57.45,30004
30,5,33,15,45.45,18,54.55,30005
30,6,51,23,45.1,28,54.9,30006
30,7,94,46,48.94,48,51.06,30007
30,8,75,40,53.33,35,46.67,30008
30,9,72,37,51.39,35,48.61,30009
30,10,64,24,37.5,40,62.5,30010
30,11,49,22,44.9,27,55.1,30011
30,12,43,25,58.14,18,41.86,30012
30,13,51,17,33.33,34,66.67,30013
30,14,24,12,50.0,12,50.0,30014
30,15,85,14,16.47,71,83.53,30015
30,16,18,10,55.56,8,44.44,30016
30,17,107,55,51.4,52,48.6,30017
30,18,75,29,38.67,46,61.33,30018
30,19,46,23,50.0,23,50.0,30019
30,20,98,49,50.0,49,50.0,30020
30,21,49,18,36.73,31,63.27,30021
30,22,82,35,42.68,47,57.32,30022
30,23,65,35,53.85,30,46.15,30023
30,24,64,32,50.0,32,50.0,30024
30,25,62,29,46.77,33,53.23,30025
30,26,54,26,48.15,28,51.85,30026
30,27,47,21,44.68,26,55.32,30027
30,28,78,33,42.31,45,57.69,30028
30,29,29,14,48.28,15,51.72,30029
30,30,17,11,64.71,6,35.29,30030
30,31,50,20,40.0,30,60.0,30031
30,32,47,14,29.79,33,70.21,30032
31,1,60,30,50.0,30,50.0,31001
31,2,68,34,50.0,34,50.0,31002
31,3,43,22,51.16,21,48.84,31003
31,4,46,25,54.35,21,45.65,31004
31,5,87,44,50.57,43,49.43,31005
31,6,73,35,47.95,38,52.05,31006
31,7,77,36,46.75,41,53.25,31007
31,8,51,20,39.22,31,60.78,31008
31,9,79,37,46.84,42,53.16,31009
31,10,54,30,55.56,24,44.44,31010
31,11,60,34,56.67,26,43.33,31011
31,12,52,20,38.46,32,61.54,31012
31,13,60,36,60.0,24,40.0,31013
31,14,56,29,51.79,27,48.21,31014
31,15,34,19,55.88,15,44.12,31015
31,16,37,12,32.43,25,67.57,31016
31,17,70,33,47.14,37,52.86,31017
31,18,58,28,48.28,30,51.72,31018
31,19,38,15,39.47,23,60.53,31019
31,20,88,34,38.64,54,61.36,31020
31,21,56,18,32.14,38,67.86,31021
31,22,32,12,37.5,20,62.5,31022
31,23,66,26,39.39,40,60.61,31023
31,24,107,41,38.32,66,61.68,31024
31,25,37,23,62.16,14,37.84,31025
31,26,75,33,44.0,42,56.0,31026
31,27,71,39,54.93,32,45.07,31027
31,28,47,26,55.32,21,44.68,31028
31,29,77,45,58.44,32,41.56,31029
31,30,54,24,44.44,30,55.56,31030
31,31,46,21,45.65,25,54.35,31031
31,32,53,28,52.83,25,47.17,31032
31,33,55,26,47.27,29,52.73,31033
31,34,70,27,38.57,43,61.43,31034
31,35,80,35,43.75,45,56.25,31035
31,36,74,33,44.59,41,55.41,31036
31,37,85,40,47.06,45,52.94,31037
31,38,46,18,39.13,28,60.87,31038
31,39,25,6,24.0,19,76.0,31039
31,40,55,32,58.18,23,41.82,31040
31,41,51,24,47.06,27,52.94,31041
32,1,47,20,42.55,27,57.45,32001
32,2,34,6,17.65,28,82.35,32002
32,3,121,53,43.8,68,56.2,32003
32,4,47,12,25.53,35,74.47,32004
32,5,39,17,43.59,22,56.41,32005
32,6,34,13,38.24,21,61.76,32006
32,7,41,19,46.34,22,53.66,32007
32,8,24,3,12.5,21,87.5,32008
32,9,37,12,32.43,25,67.57,32009
32,10,50,21,42.0,29,58.0,32010
32,11,114,49,42.98,65,57.02,32011
32,12,106,35,33.02,71,66.98,32012
32,13,23,11,47.83,12,52.17,32013
32,14,105,45,42.86,60,57.14,32014
32,15,26,8,30.77,18,69.23,32015
32,16,50,17,34.0,33,66.0,32016
32,17,105,38,36.19,67,63.81,32017
32,18,31,6,19.35,25,80.65,32018
32,19,28,9,32.14,19,67.86,32019
32,20,109,44,40.37,65,59.63,32020
32,21,47,15,31.91,32,68.09,32021
32,22,123,52,42.28,71,57.72,32022
32,23,33,7,21.21,26,78.79,32023
32,24,13,5,38.46,8,61.54,32024
32,25,34,10,29.41,24,70.59,32025
32,26,123,48,39.02,75,60.98,32026
32,27,18,7,38.89,11,61.11,32027
32,28,98,39,39.8,59,60.2,32028
32,29,55,27,49.09,28,50.91,32029
32,30,25,5,20.0,20,80.0,32030
32,31,38,14,36.84,24,63.16,32031
32,32,39,12,30.77,27,69.23,32032
32,33,52,22,42.31,30,57.69,32033
32,34,27,6,22.22,21,77.78,32034
32,35,32,13,40.63,19,59.38,32035
32,36,37,9,24.32,28,75.68,32036
32,37,23,5,21.74,18,78.26,32037
