ward,precinct,total,Tammy Duckworth,Tammy Duckworth Percent,Kathy Salvi,Kathy Salvi Percent,Bill Redpath,Bill Redpath Percent,precinct_id
20,3,175,162,92.57,12,6.86,1,0.57,20003
20,4,139,133,95.68,6,4.32,0,0.0,20004
20,5,273,256,93.77,15,5.49,2,0.73,20005
20,6,178,168,94.38,9,5.06,1,0.56,20006
20,7,230,221,96.09,7,3.04,2,0.87,20007
20,8,276,258,93.48,16,5.8,2,0.72,20008
20,9,526,504,95.82,17,3.23,5,0.95,20009
20,10,554,527,95.13,19,3.43,8,1.44,20010
20,11,441,421,95.46,15,3.4,5,1.13,20011
20,12,92,90,97.83,1,1.09,1,1.09,20012
20,13,800,770,96.25,22,2.75,8,1.0,20013
20,14,459,445,96.95,7,1.53,7,1.53,20014
20,15,435,417,95.86,9,2.07,9,2.07,20015
20,16,478,455,95.19,13,2.72,10,2.09,20016
20,17,572,552,96.5,14,2.45,6,1.05,20017
20,18,724,677,93.51,36,4.97,11,1.52,20018
20,19,380,357,93.95,15,3.95,8,2.11,20019
20,20,508,490,96.46,16,3.15,2,0.39,20020
20,21,656,637,97.1,11,1.68,8,1.22,20021
20,22,594,571,96.13,13,2.19,10,1.68,20022
20,23,242,228,94.21,13,5.37,1,0.41,20023
21,1,661,642,97.13,14,2.12,5,0.76,21001
21,2,204,196,96.08,6,2.94,2,0.98,21002
21,3,701,670,95.58,20,2.85,11,1.57,21003
21,4,598,579,96.82,14,2.34,5,0.84,21004
21,5,626,608,97.12,16,2.56,2,0.32,21005
21,6,530,508,95.85,14,2.64,8,1.51,21006
21,7,748,722,96.52,21,2.81,5,0.67,21007
21,8,633,614,97.0,15,2.37,4,0.63,21008
21,9,204,192,94.12,7,3.43,5,2.45,21009
21,10,685,664,96.93,14,2.04,7,1.02,21010
21,11,705,682,96.74,21,2.98,2,0.28,21011
21,12,329,313,95.14,11,3.34,5,1.52,21012
21,13,510,496,97.25,7,1.37,7,1.37,21013
21,14,759,735,96.84,17,2.24,7,0.92,21014
21,15,731,708,96.85,18,2.46,5,0.68,21015
21,16,664,641,96.54,19,2.86,4,0.6,21016
21,17,503,487,96.82,11,2.19,5,0.99,21017
21,18,717,695,96.93,12,1.67,10,1.39,21018
21,19,605,585,96.69,13,2.15,7,1.16,21019
21,20,500,480,96.0,16,3.2,4,0.8,21020
21,21,747,720,96.39,20,2.68,7,0.94,21021
21,22,772,745,96.5,16,2.07,11,1.42,21022
21,23,543,530,97.61,10,1.84,3,0.55,21023
21,24,550,533,96.91,15,2.73,2,0.36,21024
21,25,431,415,96.29,14,3.25,2,0.46,21025
21,26,493,475,96.35,13,2.64,5,1.01,21026
21,27,720,685,95.14,24,3.33,11,1.53,21027
21,28,633,612,96.68,16,2.53,5,0.79,21028
21,29,635,611,96.22,19,2.99,5,0.79,21029
22,1,206,199,96.6,5,2.43,2,0.97,22001
22,2,130,116,89.23,12,9.23,2,1.54,22002
22,3,281,226,80.43,49,17.44,6,2.14,22003
22,4,171,157,91.81,9,5.26,5,2.92,22004
22,5,430,368,85.58,51,11.86,11,2.56,22005
22,6,224,187,83.48,30,13.39,7,3.13,22006
22,7,251,216,86.06,31,12.35,4,1.59,22007
22,8,269,237,88.1,27,10.04,5,1.86,22008
22,9,262,237,90.46,19,7.25,6,2.29,22009
22,10,338,287,84.91,44,13.02,7,2.07,22010
22,11,372,331,88.98,34,9.14,7,1.88,22011
22,12,239,200,83.68,34,14.23,5,2.09,22012
22,13,308,277,89.94,28,9.09,3,0.97,22013
22,14,283,240,84.81,35,12.37,8,2.83,22014
22,15,156,136,87.18,16,10.26,4,2.56,22015
22,16,363,267,73.55,89,24.52,7,1.93,22016
22,17,151,144,95.36,7,4.64,0,0.0,22017
22,18,320,308,96.25,11,3.44,1,0.31,22018
22,19,525,384,73.14,127,24.19,14,2.67,22019
23,1,318,150,47.17,164,51.57,4,1.26,23001
23,2,550,278,50.55,268,48.73,4,0.73,23002
23,3,342,178,52.05,160,46.78,4,1.17,23003
23,4,267,119,44.57,145,54.31,3,1.12,23004
23,5,458,227,49.56,226,49.34,5,1.09,23005
23,6,256,119,46.48,132,51.56,5,1.95,23006
23,7,339,177,52.21,156,46.02,6,1.77,23007
23,8,346,182,52.6,158,45.66,6,1.73,23008
23,9,528,293,55.49,226,42.8,9,1.7,23009
23,10,539,325,60.3,201,37.29,13,2.41,23010
23,11,243,170,69.96,66,27.16,7,2.88,23011
23,12,329,209,63.53,116,35.26,4,1.22,23012
23,13,588,409,69.56,173,29.42,6,1.02,23013
23,14,384,281,73.18,92,23.96,11,2.86,23014
23,15,433,299,69.05,122,28.18,12,2.77,23015
23,16,212,161,75.94,47,22.17,4,1.89,23016
23,17,292,245,83.9,38,13.01,9,3.08,23017
23,18,254,198,77.95,52,20.47,4,1.57,23018
23,19,210,165,78.57,44,20.95,1,0.48,23019
23,20,198,156,78.79,32,16.16,10,5.05,23020
23,21,187,142,75.94,39,20.86,6,3.21,23021
23,22,212,165,77.83,44,20.75,3,1.42,23022
23,23,211,159,75.36,48,22.75,4,1.9,23023
23,24,200,165,82.5,29,14.5,6,3.0,23024
23,25,166,133,80.12,30,18.07,3,1.81,23025
23,26,132,110,83.33,21,15.91,1,0.76,23026
23,27,178,136,76.4,40,22.47,2,1.12,23027
23,28,251,202,80.48,44,17.53,5,1.99,23028
23,29,338,273,80.77,55,16.27,10,2.96,23029
23,30,208,161,77.4,43,20.67,4,1.92,23030
23,31,251,198,78.88,46,18.33,7,2.79,23031
23,32,204,157,76.96,41,20.1,6,2.94,23032
23,33,465,364,78.28,92,19.78,9,1.94,23033
24,1,243,237,97.53,5,2.06,1,0.41,24001
24,2,219,214,97.72,5,2.28,0,0.0,24002
24,3,435,422,97.01,12,2.76,1,0.23,24003
24,4,389,367,94.34,15,3.86,7,1.8,24004
24,5,627,603,96.17,14,2.23,10,1.59,24005
24,6,392,381,97.19,10,2.55,1,0.26,24006
24,7,189,182,96.3,4,2.12,3,1.59,24007
24,8,267,252,94.38,8,3.0,7,2.62,24008
24,9,467,451,96.57,14,3.0,2,0.43,24009
24,10,340,334,98.24,4,1.18,2,0.59,24010
24,11,450,431,95.78,12,2.67,7,1.56,24011
24,12,504,483,95.83,13,2.58,8,1.59,24012
24,13,470,444,94.47,21,4.47,5,1.06,24013
24,14,373,356,95.44,9,2.41,8,2.14,24014
24,15,401,382,95.26,13,3.24,6,1.5,24015
24,16,535,502,93.83,28,5.23,5,0.93,24016
24,17,320,306,95.63,12,3.75,2,0.63,24017
24,18,514,474,92.22,35,6.81,5,0.97,24018
24,19,1115,860,77.13,187,16.77,68,6.1,24019
25,1,367,323,88.01,39,10.63,5,1.36,25001
25,2,246,213,86.59,30,12.2,3,1.22,25002
25,3,330,291,88.18,30,9.09,9,2.73,25003
25,4,424,355,83.73,57,13.44,12,2.83,25004
25,5,550,511,92.91,25,4.55,14,2.55,25005
25,6,587,499,85.01,77,13.12,11,1.87,25006
25,7,553,484,87.52,63,11.39,6,1.08,25007
25,8,567,492,86.77,71,12.52,4,0.71,25008
25,9,570,504,88.42,50,8.77,16,2.81,25009
25,10,637,572,89.8,55,8.63,10,1.57,25010
25,11,562,504,89.68,47,8.36,11,1.96,25011
25,12,490,453,92.45,29,5.92,8,1.63,25012
25,13,760,663,87.24,88,11.58,9,1.18,25013
25,14,754,680,90.19,63,8.36,11,1.46,25014
25,15,599,476,79.47,110,18.36,13,2.17,25015
25,16,740,657,88.78,74,10.0,9,1.22,25016
25,17,315,267,84.76,45,14.29,3,0.95,25017
26,1,254,204,80.31,48,18.9,2,0.79,26001
26,2,300,273,91.0,23,7.67,4,1.33,26002
26,3,519,482,92.87,33,6.36,4,0.77,26003
26,4,323,247,76.47,66,20.43,10,3.1,26004
26,5,409,370,90.46,29,7.09,10,2.44,26005
26,6,274,217,79.2,51,18.61,6,2.19,26006
26,7,407,359,88.21,45,11.06,3,0.74,26007
26,8,300,260,86.67,35,11.67,5,1.67,26008
26,9,274,226,82.48,46,16.79,2,0.73,26009
26,10,319,275,86.21,37,11.6,7,2.19,26010
26,11,299,264,88.29,28,9.36,7,2.34,26011
26,12,130,113,86.92,16,12.31,1,0.77,26012
26,13,238,206,86.55,22,9.24,10,4.2,26013
26,14,205,178,86.83,24,11.71,3,1.46,26014
26,15,227,187,82.38,35,15.42,5,2.2,26015
26,16,493,436,88.44,47,9.53,10,2.03,26016
26,17,462,410,88.74,46,9.96,6,1.3,26017
26,18,221,165,74.66,54,24.43,2,0.9,26018
26,19,520,474,91.15,36,6.92,10,1.92,26019
26,20,551,510,92.56,32,5.81,9,1.63,26020
26,21,232,194,83.62,36,15.52,2,0.86,26021
26,22,218,162,74.31,50,22.94,6,2.75,26022
26,23,432,383,88.66,45,10.42,4,0.93,26023
26,24,206,174,84.47,30,14.56,2,0.97,26024
26,25,451,409,90.69,32,7.1,10,2.22,26025
26,26,543,488,89.87,45,8.29,10,1.84,26026
26,27,552,493,89.31,50,9.06,9,1.63,26027
26,28,523,473,90.44,41,7.84,9,1.72,26028
26,29,496,434,87.5,55,11.09,7,1.41,26029
26,30,257,244,94.94,9,3.5,4,1.56,26030
26,31,298,247,82.89,43,14.43,8,2.68,26031
26,32,413,368,89.1,38,9.2,7,1.69,26032
27,1,589,485,82.34,98,16.64,6,1.02,27001
27,2,785,645,82.17,120,15.29,20,2.55,27002
27,3,392,376,95.92,13,3.32,3,0.77,27003
27,4,504,471,93.45,20,3.97,13,2.58,27004
27,5,351,332,94.59,17,4.84,2,0.57,27005
27,6,730,611,83.7,108,14.79,11,1.51,27006
27,7,924,809,87.55,104,11.26,11,1.19,27007
27,8,204,191,93.63,12,5.88,1,0.49,27008
27,9,692,584,84.39,93,13.44,15,2.17,27009
27,10,381,357,93.7,19,4.99,5,1.31,27010
27,11,693,547,78.93,131,18.9,15,2.16,27011
27,12,474,393,82.91,74,15.61,7,1.48,27012
27,13,547,486,88.85,53,9.69,8,1.46,27013
27,14,414,386,93.24,23,5.56,5,1.21,27014
27,15,546,471,86.26,68,12.45,7,1.28,27015
27,16,755,585,77.48,152,20.13,18,2.38,27016
27,17,273,250,91.58,23,8.42,0,0.0,27017
27,18,635,588,92.6,36,5.67,11,1.73,27018
27,19,190,175,92.11,14,7.37,1,0.53,27019
27,20,371,343,92.45,24,6.47,4,1.08,27020
27,21,279,227,81.36,46,16.49,6,2.15,27021
27,22,397,378,95.21,11,2.77,8,2.02,27022
27,23,336,318,94.64,15,4.46,3,0.89,27023
27,24,189,179,94.71,6,3.17,4,2.12,27024
27,25,474,443,93.46,20,4.22,11,2.32,27025
27,26,523,490,93.69,27,5.16,6,1.15,27026
27,27,398,360,90.45,31,7.79,7,1.76,27027
27,28,502,380,75.7,108,21.51,14,2.79,27028
27,29,897,750,83.61,136,15.16,11,1.23,27029
28,1,297,289,97.31,5,1.68,3,1.01,28001
28,2,299,287,95.99,9,3.01,3,1.0,28002
28,3,90,84,93.33,4,4.44,2,2.22,28003
28,4,246,231,93.9,11,4.47,4,1.63,28004
28,5,260,254,97.69,5,1.92,1,0.38,28005
28,6,439,416,94.76,20,4.56,3,0.68,28006
28,7,205,195,95.12,7,3.41,3,1.46,28007
28,8,412,391,94.9,16,3.88,5,1.21,28008
28,9,219,215,98.17,2,0.91,2,0.91,28009
28,10,130,123,94.62,6,4.62,1,0.77,28010
28,11,579,523,90.33,48,8.29,8,1.38,28011
28,12,768,650,84.64,108,14.06,10,1.3,28012
28,13,618,486,78.64,118,19.09,14,2.27,28013
28,14,501,465,92.81,29,5.79,7,1.4,28014
28,15,291,279,95.88,10,3.44,2,0.69,28015
28,16,611,542,88.71,57,9.33,12,1.96,28016
28,17,335,310,92.54,22,6.57,3,0.9,28017
28,18,373,352,94.37,18,4.83,3,0.8,28018
28,19,372,363,97.58,6,1.61,3,0.81,28019
28,20,303,294,97.03,8,2.64,1,0.33,28020
28,21,326,310,95.09,13,3.99,3,0.92,28021
28,22,253,237,93.68,13,5.14,3,1.19,28022
28,23,353,340,96.32,10,2.83,3,0.85,28023
28,24,277,260,93.86,14,5.05,3,1.08,28024
28,25,563,535,95.03,17,3.02,11,1.95,28025
28,26,175,167,95.43,8,4.57,0,0.0,28026
29,1,636,380,59.75,246,38.68,10,1.57,29001
29,2,523,322,61.57,192,36.71,9,1.72,29002
29,3,430,307,71.4,118,27.44,5,1.16,29003
29,4,468,337,72.01,119,25.43,12,2.56,29004
29,5,448,364,81.25,80,17.86,4,0.89,29005
29,6,391,350,89.51,33,8.44,8,2.05,29006
29,7,737,592,80.33,130,17.64,15,2.04,29007
29,8,965,849,87.98,105,10.88,11,1.14,29008
29,9,392,378,96.43,11,2.81,3,0.77,29009
29,10,551,524,95.1,23,4.17,4,0.73,29010
29,11,470,440,93.62,25,5.32,5,1.06,29011
29,12,614,583,94.95,24,3.91,7,1.14,29012
29,13,607,586,96.54,14,2.31,7,1.15,29013
29,14,526,492,93.54,27,5.13,7,1.33,29014
29,15,505,475,94.06,19,3.76,11,2.18,29015
29,16,572,542,94.76,28,4.9,2,0.35,29016
29,17,380,365,96.05,11,2.89,4,1.05,29017
29,18,547,524,95.8,18,3.29,5,0.91,29018
29,19,597,579,96.98,14,2.35,4,0.67,29019
29,20,342,329,96.2,11,3.22,2,0.58,29020
29,21,438,385,87.9,47,10.73,6,1.37,29021
29,22,601,576,95.84,21,3.49,4,0.67,29022
29,23,558,533,95.52,19,3.41,6,1.08,29023
29,24,425,409,96.24,13,3.06,3,0.71,29024
30,1,572,420,73.43,150,26.22,2,0.35,30001
30,2,388,277,71.39,106,27.32,5,1.29,30002
30,3,518,471,90.93,45,8.69,2,0.39,30003
30,4,434,314,72.35,117,26.96,3,0.69,30004
30,5,447,333,74.5,100,22.37,14,3.13,30005
30,6,508,410,80.71,85,16.73,13,2.56,30006
30,7,347,280,80.69,63,18.16,4,1.15,30007
30,8,600,510,85.0,76,12.67,14,2.33,30008
30,9,529,388,73.35,130,24.57,11,2.08,30009
30,10,456,349,76.54,102,22.37,5,1.1,30010
30,11,379,291,76.78,80,21.11,8,2.11,30011
30,12,509,367,72.1,132,25.93,10,1.96,30012
30,13,443,306,69.07,123,27.77,14,3.16,30013
30,14,473,343,72.52,124,26.22,6,1.27,30014
30,15,684,590,86.26,85,12.43,9,1.32,30015
30,16,362,247,68.23,100,27.62,15,4.14,30016
30,17,522,412,78.93,107,20.5,3,0.57,30017
30,18,451,373,82.71,69,15.3,9,2.0,30018
30,19,281,224,79.72,55,19.57,2,0.71,30019
30,20,341,266,78.01,71,20.82,4,1.17,30020
30,21,599,406,67.78,186,31.05,7,1.17,30021
30,22,571,485,84.94,81,14.19,5,0.88,30022
30,23,608,512,84.21,87,14.31,9,1.48,30023
30,24,521,407,78.12,104,19.96,10,1.92,30024
30,25,374,282,75.4,88,23.53,4,1.07,30025
30,26,605,515,85.12,78,12.89,12,1.98,30026
31,1,356,296,83.15,56,15.73,4,1.12,31001
31,2,548,468,85.4,74,13.5,6,1.09,31002
31,3,323,237,73.37,77,23.84,9,2.79,31003
31,4,375,336,89.6,34,9.07,5,1.33,31004
31,5,366,300,81.97,62,16.94,4,1.09,31005
31,6,284,230,80.99,45,15.85,9,3.17,31006
31,7,348,279,80.17,61,17.53,8,2.3,31007
31,8,472,379,80.3,84,17.8,9,1.91,31008
31,9,321,239,74.45,77,23.99,5,1.56,31009
31,10,492,418,84.96,64,13.01,10,2.03,31010
31,11,473,349,73.78,115,24.31,9,1.9,31011
31,12,572,454,79.37,107,18.71,11,1.92,31012
31,13,385,322,83.64,55,14.29,8,2.08,31013
31,14,410,331,80.73,73,17.8,6,1.46,31014
31,15,192,144,75.0,48,25.0,0,0.0,31015
31,16,265,207,78.11,49,18.49,9,3.4,31016
31,17,342,265,77.49,73,21.35,4,1.17,31017
31,18,300,238,79.33,58,19.33,4,1.33,31018
31,19,343,275,80.17,63,18.37,5,1.46,31019
31,20,351,274,78.06,66,18.8,11,3.13,31020
31,21,358,295,82.4,62,17.32,1,0.28,31021
31,22,157,136,86.62,18,11.46,3,1.91,31022
31,23,199,158,79.4,37,18.59,4,2.01,31023
32,1,1276,1080,84.64,176,13.79,20,1.57,32001
32,2,1029,881,85.62,127,12.34,21,2.04,32002
32,3,755,641,84.9,96,12.72,18,2.38,32003
32,4,729,618,84.77,98,13.44,13,1.78,32004
32,5,587,494,84.16,84,14.31,9,1.53,32005
32,6,351,294,83.76,47,13.39,10,2.85,32006
32,7,788,613,77.79,155,19.67,20,2.54,32007
32,8,537,457,85.1,74,13.78,6,1.12,32008
32,9,534,423,79.21,102,19.1,9,1.69,32009
32,10,995,825,82.91,153,15.38,17,1.71,32010
32,11,624,498,79.81,114,18.27,12,1.92,32011
32,12,358,289,80.73,66,18.44,3,0.84,32012
32,13,252,186,73.81,60,23.81,6,2.38,32013
32,14,1092,928,84.98,146,13.37,18,1.65,32014
32,15,1143,889,77.78,230,20.12,24,2.1,32015
32,16,518,421,81.27,83,16.02,14,2.7,32016
32,17,1005,805,80.1,185,18.41,15,1.49,32017
32,18,399,344,86.22,51,12.78,4,1.0,32018
32,19,446,383,85.87,59,13.23,4,0.9,32019
32,20,1054,828,78.56,212,20.11,14,1.33,32020
32,21,956,852,89.12,94,9.83,10,1.05,32021
32,22,960,846,88.13,108,11.25,6,0.63,32022
32,23,635,546,85.98,78,12.28,11,1.73,32023
32,24,356,285,80.06,59,16.57,12,3.37,32024
32,25,728,618,84.89,97,13.32,13,1.79,32025
32,26,968,799,82.54,151,15.6,18,1.86,32026
32,27,951,849,89.27,86,9.04,16,1.68,32027
32,28,294,246,83.67,41,13.95,7,2.38,32028
32,29,734,648,88.28,79,10.76,7,0.95,32029
32,30,932,824,88.41,93,9.98,15,1.61,32030
33,1,968,835,86.26,111,11.47,22,2.27,33001
33,2,1040,941,90.48,85,8.17,14,1.35,33002
33,3,745,650,87.25,81,10.87,14,1.88,33003
33,4,996,855,85.84,128,12.85,13,1.31,33004
33,5,819,702,85.71,106,12.94,11,1.34,33005
33,6,868,764,88.02,91,10.48,13,1.5,33006
33,7,827,718,86.82,94,11.37,15,1.81,33007
33,8,588,511,86.9,66,11.22,11,1.87,33008
33,9,630,532,84.44,91,14.44,7,1.11,33009
33,10,599,535,89.32,55,9.18,9,1.5,33010
33,11,484,428,88.43,50,10.33,6,1.24,33011
33,12,743,664,89.37,67,9.02,12,1.62,33012
33,13,674,577,85.61,87,12.91,10,1.48,33013
33,14,866,786,90.76,67,7.74,13,1.5,33014
33,15,664,598,90.06,55,8.28,11,1.66,33015
33,16,831,755,90.85,65,7.82,11,1.32,33016
33,17,789,689,87.33,87,11.03,13,1.65,33017
34,1,663,569,85.82,87,13.12,7,1.06,34001
34,2,411,303,73.72,97,23.6,11,2.68,34002
34,3,930,771,82.9,142,15.27,17,1.83,34003
34,4,530,408,76.98,116,21.89,6,1.13,34004
34,5,863,744,86.21,103,11.94,16,1.85,34005
34,6,653,530,81.16,110,16.85,13,1.99,34006
34,7,303,247,81.52,50,16.5,6,1.98,34007
34,8,520,403,77.5,104,20.0,13,2.5,34008
34,9,995,748,75.18,226,22.71,21,2.11,34009
34,10,393,307,78.12,81,20.61,5,1.27,34010
34,11,645,512,79.38,119,18.45,14,2.17,34011
34,12,644,527,81.83,108,16.77,9,1.4,34012
34,13,741,601,81.11,126,17.0,14,1.89,34013
34,14,773,582,75.29,173,22.38,18,2.33,34014
34,15,597,495,82.91,89,14.91,13,2.18,34015
34,16,932,820,87.98,95,10.19,17,1.82,34016
34,17,835,747,89.46,75,8.98,13,1.56,34017
34,18,801,701,87.52,88,10.99,12,1.5,34018
34,19,615,521,84.72,86,13.98,8,1.3,34019
34,20,799,653,81.73,128,16.02,18,2.25,34020
35,1,219,174,79.45,34,15.53,11,5.02,35001
35,2,538,453,84.2,77,14.31,8,1.49,35002
35,3,383,347,90.6,32,8.36,4,1.04,35003
35,4,581,513,88.3,57,9.81,11,1.89,35004
35,5,810,748,92.35,56,6.91,6,0.74,35005
35,6,1201,1116,92.92,76,6.33,9,0.75,35006
35,7,782,693,88.62,72,9.21,17,2.17,35007
35,8,530,474,89.43,51,9.62,5,0.94,35008
35,9,978,908,92.84,60,6.13,10,1.02,35009
35,10,589,543,92.19,37,6.28,9,1.53,35010
35,11,794,724,91.18,59,7.43,11,1.39,35011
35,12,1032,940,91.09,83,8.04,9,0.87,35012
35,13,655,592,90.38,58,8.85,5,0.76,35013
35,14,561,518,92.34,35,6.24,8,1.43,35014
35,15,825,718,87.03,90,10.91,17,2.06,35015
35,16,1037,927,89.39,99,9.55,11,1.06,35016
35,17,680,603,88.68,67,9.85,10,1.47,35017
35,18,437,385,88.1,43,9.84,9,2.06,35018
35,19,634,541,85.33,79,12.46,14,2.21,35019
35,20,393,333,84.73,53,13.49,7,1.78,35020
35,21,625,513,82.08,99,15.84,13,2.08,35021
35,22,839,695,82.84,137,16.33,7,0.83,35022
36,1,358,224,62.57,127,35.47,7,1.96,36001
36,2,401,268,66.83,126,31.42,7,1.75,36002
36,3,321,215,66.98,96,29.91,10,3.12,36003
36,4,386,274,70.98,105,27.2,7,1.81,36004
36,5,325,247,76.0,71,21.85,7,2.15,36005
36,6,275,218,79.27,52,18.91,5,1.82,36006
36,7,222,177,79.73,43,19.37,2,0.9,36007
36,8,189,138,73.02,47,24.87,4,2.12,36008
36,9,470,379,80.64,80,17.02,11,2.34,36009
36,10,336,268,79.76,62,18.45,6,1.79,36010
36,11,262,206,78.63,46,17.56,10,3.82,36011
36,12,198,158,79.8,34,17.17,6,3.03,36012
36,13,117,95,81.2,21,17.95,1,0.85,36013
36,14,347,282,81.27,54,15.56,11,3.17,36014
36,15,163,141,86.5,18,11.04,4,2.45,36015
36,16,130,107,82.31,20,15.38,3,2.31,36016
36,17,482,436,90.46,41,8.51,5,1.04,36017
36,18,538,485,90.15,42,7.81,11,2.04,36018
36,19,726,655,90.22,59,8.13,12,1.65,36019
36,20,801,712,88.89,73,9.11,16,2.0,36020
36,21,583,451,77.36,121,20.75,11,1.89,36021
36,22,718,633,88.16,75,10.45,10,1.39,36022
36,23,633,536,84.68,83,13.11,14,2.21,36023
36,24,667,570,85.46,77,11.54,20,3.0,36024
36,25,752,655,87.1,76,10.11,21,2.79,36025
36,26,700,614,87.71,72,10.29,14,2.0,36026
36,27,788,685,86.93,87,11.04,16,2.03,36027
37,1,437,398,91.08,29,6.64,10,2.29,37001
37,2,370,326,88.11,32,8.65,12,3.24,37002
37,3,422,405,95.97,14,3.32,3,0.71,37003
37,4,461,430,93.28,24,5.21,7,1.52,37004
37,5,322,304,94.41,14,4.35,4,1.24,37005
37,6,585,559,95.56,21,3.59,5,0.85,37006
37,7,409,375,91.69,28,6.85,6,1.47,37007
37,8,535,516,96.45,15,2.8,4,0.75,37008
37,9,231,217,93.94,9,3.9,5,2.16,37009
37,10,391,358,91.56,28,7.16,5,1.28,37010
37,11,386,369,95.6,11,2.85,6,1.55,37011
37,12,536,500,93.28,29,5.41,7,1.31,37012
37,13,320,298,93.13,17,5.31,5,1.56,37013
37,14,532,512,96.24,14,2.63,6,1.13,37014
37,15,493,467,94.73,21,4.26,5,1.01,37015
37,16,541,498,92.05,37,6.84,6,1.11,37016
37,17,332,325,97.89,5,1.51,2,0.6,37017
37,18,425,381,89.65,35,8.24,9,2.12,37018
37,19,314,291,92.68,18,5.73,5,1.59,37019
37,20,556,527,94.78,26,4.68,3,0.54,37020
37,21,342,311,90.94,26,7.6,5,1.46,37021
37,22,409,370,90.46,34,8.31,5,1.22,37022
38,1,938,367,39.13,563,60.02,8,0.85,38001
38,2,465,223,47.96,239,51.4,3,0.65,38002
38,3,657,323,49.16,323,49.16,11,1.67,38003
38,4,478,232,48.54,234,48.95,12,2.51,38004
38,5,731,366,50.07,354,48.43,11,1.5,38005
38,6,508,282,55.51,220,43.31,6,1.18,38006
38,7,570,325,57.02,232,40.7,13,2.28,38007
38,8,507,267,52.66,237,46.75,3,0.59,38008
38,9,490,301,61.43,182,37.14,7,1.43,38009
38,10,476,255,53.57,208,43.7,13,2.73,38010
38,11,587,377,64.22,208,35.43,2,0.34,38011
38,12,764,454,59.42,294,38.48,16,2.09,38012
38,13,405,232,57.28,169,41.73,4,0.99,38013
38,14,528,304,57.58,212,40.15,12,2.27,38014
38,15,439,252,57.4,182,41.46,5,1.14,38015
38,16,783,481,61.43,292,37.29,10,1.28,38016
38,17,659,444,67.37,208,31.56,7,1.06,38017
38,18,763,539,70.64,213,27.92,11,1.44,38018
38,19,797,566,71.02,214,26.85,17,2.13,38019
38,20,674,466,69.14,197,29.23,11,1.63,38020
38,21,815,568,69.69,236,28.96,11,1.35,38021
38,22,537,398,74.12,134,24.95,5,0.93,38022
38,23,783,566,72.29,203,25.93,14,1.79,38023
38,24,750,534,71.2,209,27.87,7,0.93,38024
38,25,896,714,79.69,169,18.86,13,1.45,38025
39,1,652,451,69.17,186,28.53,15,2.3,39001
39,2,367,262,71.39,100,27.25,5,1.36,39002
39,3,493,407,82.56,80,16.23,6,1.22,39003
39,4,692,434,62.72,251,36.27,7,1.01,39004
39,5,469,380,81.02,85,18.12,4,0.85,39005
39,6,344,270,78.49,71,20.64,3,0.87,39006
39,7,331,266,80.36,57,17.22,8,2.42,39007
39,8,356,271,76.12,81,22.75,4,1.12,39008
39,9,340,245,72.06,86,25.29,9,2.65,39009
39,10,438,383,87.44,48,10.96,7,1.6,39010
39,11,350,258,73.71,84,24.0,8,2.29,39011
39,12,585,446,76.24,132,22.56,7,1.2,39012
39,13,831,658,79.18,166,19.98,7,0.84,39013
39,14,928,509,54.85,402,43.32,17,1.83,39014
39,15,664,519,78.16,134,20.18,11,1.66,39015
39,16,392,311,79.34,70,17.86,11,2.81,39016
39,17,952,575,60.4,364,38.24,13,1.37,39017
39,18,409,245,59.9,160,39.12,4,0.98,39018
39,19,843,701,83.16,126,14.95,16,1.9,39019
39,20,572,348,60.84,220,38.46,4,0.7,39020
39,21,736,582,79.08,131,17.8,23,3.13,39021
39,22,395,241,61.01,148,37.47,6,1.52,39022
39,23,86,50,58.14,34,39.53,2,2.33,39023
39,24,525,446,84.95,68,12.95,11,2.1,39024
39,25,394,332,84.26,49,12.44,13,3.3,39025
39,26,327,267,81.65,54,16.51,6,1.83,39026
39,27,372,252,67.74,116,31.18,4,1.08,39027
39,28,379,294,77.57,76,20.05,9,2.37,39028
39,29,171,130,76.02,41,23.98,0,0.0,39029
39,30,324,237,73.15,84,25.93,3,0.93,39030
39,31,426,264,61.97,153,35.92,9,2.11,39031
39,32,969,632,65.22,321,33.13,16,1.65,39032
39,33,363,248,68.32,110,30.3,5,1.38,39033
39,34,425,279,65.65,136,32.0,10,2.35,39034
39,35,685,527,76.93,149,21.75,9,1.31,39035
40,1,593,515,86.85,72,12.14,6,1.01,40001
40,2,705,584,82.84,104,14.75,17,2.41,40002
40,3,638,534,83.7,92,14.42,12,1.88,40003
40,4,625,484,77.44,127,20.32,14,2.24,40004
40,5,502,419,83.47,77,15.34,6,1.2,40005
40,6,587,493,83.99,82,13.97,12,2.04,40006
40,7,631,555,87.96,65,10.3,11,1.74,40007
40,8,419,336,80.19,82,19.57,1,0.24,40008
40,9,739,591,79.97,132,17.86,16,2.17,40009
40,10,1108,1009,91.06,93,8.39,6,0.54,40010
40,11,746,569,76.27,160,21.45,17,2.28,40011
40,12,758,662,87.34,85,11.21,11,1.45,40012
40,13,756,697,92.2,49,6.48,10,1.32,40013
40,14,1004,947,94.32,45,4.48,12,1.2,40014
40,15,743,691,93.0,48,6.46,4,0.54,40015
40,16,715,675,94.41,34,4.76,6,0.84,40016
40,17,767,684,89.18,74,9.65,9,1.17,40017
40,18,866,769,88.8,82,9.47,15,1.73,40018
40,19,755,673,89.14,75,9.93,7,0.93,40019
