ward,precinct,total,Jesse G. Reyes,Jesse G. Reyes Percent,Terry MacCarthy,Terry MacCarthy Percent,precinct_id
13,24,221,164,74.21,57,25.79,13024
13,25,182,96,52.75,86,47.25,13025
13,26,239,186,77.82,53,22.18,13026
13,27,224,123,54.91,101,45.09,13027
13,28,198,143,72.22,55,27.78,13028
13,29,221,162,73.3,59,26.7,13029
13,30,352,267,75.85,85,24.15,13030
13,31,284,225,79.23,59,20.77,13031
13,32,239,175,73.22,64,26.78,13032
13,33,228,160,70.18,68,29.82,13033
13,34,334,274,82.04,60,17.96,13034
13,35,270,207,76.67,63,23.33,13035
13,36,132,92,69.7,40,30.3,13036
13,37,203,144,70.94,59,29.06,13037
13,38,240,148,61.67,92,38.33,13038
13,39,213,146,68.54,67,31.46,13039
13,40,273,169,61.9,104,38.1,13040
13,41,198,163,82.32,35,17.68,13041
13,42,224,154,68.75,70,31.25,13042
13,43,236,156,66.1,80,33.9,13043
13,44,335,317,94.63,18,5.37,13044
13,45,286,194,67.83,92,32.17,13045
13,46,242,166,68.6,76,31.4,13046
13,47,251,177,70.52,74,29.48,13047
14,1,109,94,86.24,15,13.76,14001
14,2,150,107,71.33,43,28.67,14002
14,3,216,178,82.41,38,17.59,14003
14,4,137,103,75.18,34,24.82,14004
14,5,229,200,87.34,29,12.66,14005
14,6,149,125,83.89,24,16.11,14006
14,7,156,111,71.15,45,28.85,14007
14,8,122,90,73.77,32,26.23,14008
14,9,184,158,85.87,26,14.13,14009
14,10,182,133,73.08,49,26.92,14010
14,11,142,122,85.92,20,14.08,14011
14,12,154,124,80.52,30,19.48,14012
14,13,187,134,71.66,53,28.34,14013
14,14,158,136,86.08,22,13.92,14014
14,15,209,175,83.73,34,16.27,14015
14,16,182,140,76.92,42,23.08,14016
14,17,189,166,87.83,23,12.17,14017
14,18,200,154,77.0,46,23.0,14018
14,19,227,182,80.18,45,19.82,14019
14,20,140,112,80.0,28,20.0,14020
14,21,176,155,88.07,21,11.93,14021
14,22,197,165,83.76,32,16.24,14022
14,23,223,174,78.03,49,21.97,14023
14,24,107,93,86.92,14,13.08,14024
14,25,187,108,57.75,79,42.25,14025
14,26,193,152,78.76,41,21.24,14026
14,27,213,144,67.61,69,32.39,14027
14,28,170,103,60.59,67,39.41,14028
14,29,198,156,78.79,42,21.21,14029
14,30,150,110,73.33,40,26.67,14030
14,31,155,130,83.87,25,16.13,14031
14,32,132,113,85.61,19,14.39,14032
14,33,144,107,74.31,37,25.69,14033
14,34,156,139,89.1,17,10.9,14034
14,35,164,142,86.59,22,13.41,14035
15,1,130,86,66.15,44,33.85,15001
15,2,138,80,57.97,58,42.03,15002
15,3,150,84,56.0,66,44.0,15003
15,4,144,86,59.72,58,40.28,15004
15,5,144,85,59.03,59,40.97,15005
15,6,180,121,67.22,59,32.78,15006
15,7,153,105,68.63,48,31.37,15007
15,8,214,126,58.88,88,41.12,15008
15,9,181,113,62.43,68,37.57,15009
15,10,123,102,82.93,21,17.07,15010
15,11,195,119,61.03,76,38.97,15011
15,12,103,61,59.22,42,40.78,15012
15,13,130,88,67.69,42,32.31,15013
15,14,181,137,75.69,44,24.31,15014
15,15,143,99,69.23,44,30.77,15015
15,16,117,94,80.34,23,19.66,15016
15,17,174,89,51.15,85,48.85,15017
15,18,110,61,55.45,49,44.55,15018
15,19,147,80,54.42,67,45.58,15019
15,20,127,78,61.42,49,38.58,15020
15,21,154,95,61.69,59,38.31,15021
15,22,224,134,59.82,90,40.18,15022
15,23,140,85,60.71,55,39.29,15023
15,24,158,99,62.66,59,37.34,15024
15,25,162,108,66.67,54,33.33,15025
15,26,161,91,56.52,70,43.48,15026
15,27,136,83,61.03,53,38.97,15027
15,28,212,158,74.53,54,25.47,15028
15,29,82,52,63.41,30,36.59,15029
15,30,172,105,61.05,67,38.95,15030
15,31,139,78,56.12,61,43.88,15031
15,32,184,127,69.02,57,30.98,15032
15,33,100,57,57.0,43,43.0,15033
15,34,114,64,56.14,50,43.86,15034
15,35,162,100,61.73,62,38.27,15035
15,36,143,81,56.64,62,43.36,15036
15,37,123,71,57.72,52,42.28,15037
15,38,153,93,60.78,60,39.22,15038
15,39,191,123,64.4,68,35.6,15039
15,40,152,100,65.79,52,34.21,15040
15,41,227,122,53.74,105,46.26,15041
15,42,102,56,54.9,46,45.1,15042
15,43,137,70,51.09,67,48.91,15043
15,44,181,120,66.3,61,33.7,15044
15,45,103,61,59.22,42,40.78,15045
15,46,114,65,57.02,49,42.98,15046
15,47,159,101,63.52,58,36.48,15047
15,48,124,70,56.45,54,43.55,15048
15,49,126,91,72.22,35,27.78,15049
15,50,156,92,58.97,64,41.03,15050
15,51,106,63,59.43,43,40.57,15051
15,52,78,44,56.41,34,43.59,15052
16,1,128,82,64.06,46,35.94,16001
16,2,125,73,58.4,52,41.6,16002
16,3,117,76,64.96,41,35.04,16003
16,4,83,67,80.72,16,19.28,16004
16,5,162,102,62.96,60,37.04,16005
16,6,76,53,69.74,23,30.26,16006
16,7,162,107,66.05,55,33.95,16007
16,8,167,99,59.28,68,40.72,16008
16,9,219,132,60.27,87,39.73,16009
16,10,255,155,60.78,100,39.22,16010
16,11,208,137,65.87,71,34.13,16011
16,12,121,79,65.29,42,34.71,16012
16,13,128,93,72.66,35,27.34,16013
16,14,166,111,66.87,55,33.13,16014
16,15,204,114,55.88,90,44.12,16015
16,16,156,97,62.18,59,37.82,16016
16,17,143,105,73.43,38,26.57,16017
16,18,174,107,61.49,67,38.51,16018
16,19,199,123,61.81,76,38.19,16019
16,20,144,85,59.03,59,40.97,16020
16,21,137,101,73.72,36,26.28,16021
16,22,124,85,68.55,39,31.45,16022
16,23,157,128,81.53,29,18.47,16023
16,24,56,42,75.0,14,25.0,16024
16,25,124,82,66.13,42,33.87,16025
16,26,141,81,57.45,60,42.55,16026
16,27,173,108,62.43,65,37.57,16027
16,28,177,122,68.93,55,31.07,16028
16,29,144,88,61.11,56,38.89,16029
16,30,159,99,62.26,60,37.74,16030
16,31,161,105,65.22,56,34.78,16031
16,32,149,113,75.84,36,24.16,16032
16,33,133,85,63.91,48,36.09,16033
16,34,144,91,63.19,53,36.81,16034
16,35,182,134,73.63,48,26.37,16035
16,36,151,97,64.24,54,35.76,16036
16,37,101,70,69.31,31,30.69,16037
16,38,96,51,53.13,45,46.88,16038
16,39,150,110,73.33,40,26.67,16039
16,40,189,112,59.26,77,40.74,16040
16,41,88,56,63.64,32,36.36,16041
16,42,156,112,71.79,44,28.21,16042
16,43,186,125,67.2,61,32.8,16043
16,44,160,104,65.0,56,35.0,16044
17,1,115,71,61.74,44,38.26,17001
17,2,200,108,54.0,92,46.0,17002
17,3,123,77,62.6,46,37.4,17003
17,4,271,177,65.31,94,34.69,17004
17,5,143,90,62.94,53,37.06,17005
17,6,148,82,55.41,66,44.59,17006
17,7,222,135,60.81,87,39.19,17007
17,8,155,91,58.71,64,41.29,17008
17,9,130,94,72.31,36,27.69,17009
17,10,189,127,67.2,62,32.8,17010
17,11,205,135,65.85,70,34.15,17011
17,12,261,149,57.09,112,42.91,17012
17,13,127,70,55.12,57,44.88,17013
17,14,162,88,54.32,74,45.68,17014
17,15,186,108,58.06,78,41.94,17015
17,16,153,99,64.71,54,35.29,17016
17,17,136,76,55.88,60,44.12,17017
17,18,203,114,56.16,89,43.84,17018
17,19,75,44,58.67,31,41.33,17019
17,20,178,111,62.36,67,37.64,17020
17,21,251,164,65.34,87,34.66,17021
17,22,188,118,62.77,70,37.23,17022
17,23,131,87,66.41,44,33.59,17023
17,24,185,106,57.3,79,42.7,17024
17,25,121,68,56.2,53,43.8,17025
17,26,206,127,61.65,79,38.35,17026
17,27,258,149,57.75,109,42.25,17027
17,28,169,111,65.68,58,34.32,17028
17,29,202,130,64.36,72,35.64,17029
17,30,202,129,63.86,73,36.14,17030
17,31,153,88,57.52,65,42.48,17031
17,32,217,133,61.29,84,38.71,17032
17,33,171,97,56.73,74,43.27,17033
17,34,134,71,52.99,63,47.01,17034
17,35,116,78,67.24,38,32.76,17035
17,36,106,60,56.6,46,43.4,17036
17,37,170,113,66.47,57,33.53,17037
17,38,188,106,56.38,82,43.62,17038
17,39,141,96,68.09,45,31.91,17039
17,40,176,110,62.5,66,37.5,17040
17,41,141,88,62.41,53,37.59,17041
17,42,147,88,59.86,59,40.14,17042
17,43,149,86,57.72,63,42.28,17043
17,44,122,75,61.48,47,38.52,17044
17,45,133,86,64.66,47,35.34,17045
17,46,196,119,60.71,77,39.29,17046
17,47,102,61,59.8,41,40.2,17047
17,48,212,135,63.68,77,36.32,17048
17,49,92,54,58.7,38,41.3,17049
17,50,174,97,55.75,77,44.25,17050
17,51,214,133,62.15,81,37.85,17051
17,52,234,158,67.52,76,32.48,17052
17,53,184,118,64.13,66,35.87,17053
17,54,218,146,66.97,72,33.03,17054
17,55,175,96,54.86,79,45.14,17055
17,56,207,120,57.97,87,42.03,17056
17,57,204,133,65.2,71,34.8,17057
17,58,134,88,65.67,46,34.33,17058
17,59,107,70,65.42,37,34.58,17059
17,60,259,173,66.8,86,33.2,17060
17,61,174,94,54.02,80,45.98,17061
17,62,138,89,64.49,49,35.51,17062
17,63,159,103,64.78,56,35.22,17063
17,64,129,88,68.22,41,31.78,17064
18,1,130,84,64.62,46,35.38,18001
18,2,255,156,61.18,99,38.82,18002
18,3,159,81,50.94,78,49.06,18003
18,4,284,198,69.72,86,30.28,18004
18,5,260,171,65.77,89,34.23,18005
18,6,187,107,57.22,80,42.78,18006
18,7,213,130,61.03,83,38.97,18007
18,8,112,68,60.71,44,39.29,18008
18,9,255,168,65.88,87,34.12,18009
18,10,387,263,67.96,124,32.04,18010
18,11,225,140,62.22,85,37.78,18011
18,12,311,202,64.95,109,35.05,18012
18,13,292,178,60.96,114,39.04,18013
18,14,322,228,70.81,94,29.19,18014
18,15,136,89,65.44,47,34.56,18015
18,16,282,198,70.21,84,29.79,18016
18,17,212,139,65.57,73,34.43,18017
18,18,226,155,68.58,71,31.42,18018
18,19,346,228,65.9,118,34.1,18019
18,20,252,162,64.29,90,35.71,18020
18,21,359,247,68.8,112,31.2,18021
18,22,307,224,72.96,83,27.04,18022
18,23,227,151,66.52,76,33.48,18023
18,24,294,197,67.01,97,32.99,18024
18,25,263,185,70.34,78,29.66,18025
18,26,200,143,71.5,57,28.5,18026
18,27,249,151,60.64,98,39.36,18027
18,28,201,88,43.78,113,56.22,18028
18,29,253,172,67.98,81,32.02,18029
18,30,212,138,65.09,74,34.91,18030
18,31,252,157,62.3,95,37.7,18031
18,32,328,200,60.98,128,39.02,18032
18,33,207,124,59.9,83,40.1,18033
18,34,339,214,63.13,125,36.87,18034
18,35,344,214,62.21,130,37.79,18035
18,36,186,106,56.99,80,43.01,18036
18,37,225,140,62.22,85,37.78,18037
18,38,295,201,68.14,94,31.86,18038
18,39,243,154,63.37,89,36.63,18039
18,40,331,224,67.67,107,32.33,18040
18,41,217,105,48.39,112,51.61,18041
18,42,187,119,63.64,68,36.36,18042
18,43,179,118,65.92,61,34.08,18043
18,44,150,89,59.33,61,40.67,18044
18,45,269,193,71.75,76,28.25,18045
18,46,258,179,69.38,79,30.62,18046
18,47,207,138,66.67,69,33.33,18047
18,48,139,77,55.4,62,44.6,18048
18,49,215,144,66.98,71,33.02,18049
18,50,235,154,65.53,81,34.47,18050
18,51,328,211,64.33,117,35.67,18051
18,52,263,153,58.17,110,41.83,18052
18,53,208,126,60.58,82,39.42,18053
18,54,257,163,63.42,94,36.58,18054
18,55,209,83,39.71,126,60.29,18055
18,56,215,143,66.51,72,33.49,18056
18,57,213,158,74.18,55,25.82,18057
18,58,261,173,66.28,88,33.72,18058
18,59,183,110,60.11,73,39.89,18059
18,60,297,196,65.99,101,34.01,18060
18,61,275,182,66.18,93,33.82,18061
18,62,181,108,59.67,73,40.33,18062
19,1,287,107,37.28,180,62.72,19001
19,2,275,177,64.36,98,35.64,19002
19,3,166,45,27.11,121,72.89,19003
19,4,223,118,52.91,105,47.09,19004
19,5,301,190,63.12,111,36.88,19005
19,6,190,66,34.74,124,65.26,19006
19,7,258,114,44.19,144,55.81,19007
19,8,174,51,29.31,123,70.69,19008
19,9,190,115,60.53,75,39.47,19009
19,10,365,198,54.25,167,45.75,19010
19,11,275,108,39.27,167,60.73,19011
19,12,231,102,44.16,129,55.84,19012
19,13,248,169,68.15,79,31.85,19013
19,14,141,39,27.66,102,72.34,19014
19,15,211,69,32.7,142,67.3,19015
19,16,297,158,53.2,139,46.8,19016
19,17,262,105,40.08,157,59.92,19017
19,18,297,160,53.87,137,46.13,19018
19,19,280,164,58.57,116,41.43,19019
19,20,276,174,63.04,102,36.96,19020
19,21,167,50,29.94,117,70.06,19021
19,22,304,166,54.61,138,45.39,19022
19,23,300,140,46.67,160,53.33,19023
19,24,210,88,41.9,122,58.1,19024
19,25,301,165,54.82,136,45.18,19025
19,26,280,116,41.43,164,58.57,19026
19,27,189,107,56.61,82,43.39,19027
19,28,322,206,63.98,116,36.02,19028
19,29,189,57,30.16,132,69.84,19029
19,30,228,83,36.4,145,63.6,19030
19,31,246,131,53.25,115,46.75,19031
19,32,274,117,42.7,157,57.3,19032
19,33,252,92,36.51,160,63.49,19033
19,34,259,123,47.49,136,52.51,19034
19,35,274,137,50.0,137,50.0,19035
19,36,361,212,58.73,149,41.27,19036
19,37,291,172,59.11,119,40.89,19037
19,38,291,164,56.36,127,43.64,19038
19,39,157,99,63.06,58,36.94,19039
19,40,302,165,54.64,137,45.36,19040
19,41,162,53,32.72,109,67.28,19041
19,42,310,185,59.68,125,40.32,19042
19,43,326,208,63.8,118,36.2,19043
19,44,210,61,29.05,149,70.95,19044
19,45,284,114,40.14,170,59.86,19045
19,46,314,149,47.45,165,52.55,19046
19,47,207,133,64.25,74,35.75,19047
19,48,252,165,65.48,87,34.52,19048
19,49,342,226,66.08,116,33.92,19049
19,50,291,188,64.6,103,35.4,19050
19,51,210,75,35.71,135,64.29,19051
19,52,160,52,32.5,108,67.5,19052
19,53,240,69,28.75,171,71.25,19053
19,54,177,46,25.99,131,74.01,19054
19,55,223,86,38.57,137,61.43,19055
19,56,325,204,62.77,121,37.23,19056
19,57,316,166,52.53,150,47.47,19057
19,58,235,103,43.83,132,56.17,19058
19,59,222,88,39.64,134,60.36,19059
19,60,286,173,60.49,113,39.51,19060
19,61,346,158,45.66,188,54.34,19061
19,62,272,134,49.26,138,50.74,19062
19,63,222,148,66.67,74,33.33,19063
19,64,282,164,58.16,118,41.84,19064
19,65,211,109,51.66,102,48.34,19065
19,66,320,217,67.81,103,32.19,19066
20,1,191,124,64.92,67,35.08,20001
20,2,172,107,62.21,65,37.79,20002
20,3,158,88,55.7,70,44.3,20003
20,4,147,119,80.95,28,19.05,20004
20,5,123,76,61.79,47,38.21,20005
20,6,223,144,64.57,79,35.43,20006
20,7,65,34,52.31,31,47.69,20007
20,8,59,47,79.66,12,20.34,20008
20,9,214,127,59.35,87,40.65,20009
20,10,164,103,62.8,61,37.2,20010
20,11,158,111,70.25,47,29.75,20011
20,12,94,57,60.64,37,39.36,20012
20,13,134,74,55.22,60,44.78,20013
20,14,261,172,65.9,89,34.1,20014
20,15,179,151,84.36,28,15.64,20015
20,16,265,169,63.77,96,36.23,20016
20,17,134,81,60.45,53,39.55,20017
20,18,144,89,61.81,55,38.19,20018
20,19,152,85,55.92,67,44.08,20019
20,20,127,75,59.06,52,40.94,20020
20,21,99,82,82.83,17,17.17,20021
20,22,262,173,66.03,89,33.97,20022
20,23,204,126,61.76,78,38.24,20023
20,24,214,133,62.15,81,37.85,20024
20,25,155,94,60.65,61,39.35,20025
20,26,198,129,65.15,69,34.85,20026
20,27,113,68,60.18,45,39.82,20027
20,28,191,108,56.54,83,43.46,20028
20,29,213,116,54.46,97,45.54,20029
20,30,178,100,56.18,78,43.82,20030
20,31,198,128,64.65,70,35.35,20031
20,32,167,98,58.68,69,41.32,20032
20,33,190,120,63.16,70,36.84,20033
20,34,250,134,53.6,116,46.4,20034
20,35,87,50,57.47,37,42.53,20035
20,36,152,87,57.24,65,42.76,20036
20,37,188,113,60.11,75,39.89,20037
20,38,25,14,56.0,11,44.0,20038
20,39,159,98,61.64,61,38.36,20039
20,40,140,83,59.29,57,40.71,20040
20,41,79,63,79.75,16,20.25,20041
20,42,157,100,63.69,57,36.31,20042
20,43,40,25,62.5,15,37.5,20043
20,44,165,98,59.39,67,40.61,20044
20,45,127,80,62.99,47,37.01,20045
20,46,164,108,65.85,56,34.15,20046
20,47,160,94,58.75,66,41.25,20047
20,48,79,45,56.96,34,43.04,20048
20,49,141,90,63.83,51,36.17,20049
20,50,109,81,74.31,28,25.69,20050
21,1,357,228,63.87,129,36.13,21001
21,2,272,167,61.4,105,38.6,21002
21,3,220,117,53.18,103,46.82,21003
21,4,256,156,60.94,100,39.06,21004
21,5,256,151,58.98,105,41.02,21005
21,6,217,137,63.13,80,36.87,21006
21,7,249,154,61.85,95,38.15,21007
21,8,269,171,63.57,98,36.43,21008
21,9,276,176,63.77,100,36.23,21009
21,10,193,123,63.73,70,36.27,21010
21,11,242,161,66.53,81,33.47,21011
21,12,279,174,62.37,105,37.63,21012
21,13,137,94,68.61,43,31.39,21013
21,14,265,168,63.4,97,36.6,21014
21,15,206,131,63.59,75,36.41,21015
21,16,230,136,59.13,94,40.87,21016
21,17,240,144,60.0,96,40.0,21017
21,18,229,151,65.94,78,34.06,21018
21,19,214,125,58.41,89,41.59,21019
21,20,143,84,58.74,59,41.26,21020
21,21,264,168,63.64,96,36.36,21021
21,22,246,146,59.35,100,40.65,21022
21,23,203,138,67.98,65,32.02,21023
21,24,272,177,65.07,95,34.93,21024
21,25,207,128,61.84,79,38.16,21025
21,26,187,131,70.05,56,29.95,21026
21,27,272,182,66.91,90,33.09,21027
21,28,186,105,56.45,81,43.55,21028
21,29,140,85,60.71,55,39.29,21029
21,30,164,106,64.63,58,35.37,21030
21,31,334,200,59.88,134,40.12,21031
21,32,239,151,63.18,88,36.82,21032
21,33,247,160,64.78,87,35.22,21033
21,34,281,179,63.7,102,36.3,21034
21,35,133,90,67.67,43,32.33,21035
21,36,208,123,59.13,85,40.87,21036
21,37,234,163,69.66,71,30.34,21037
21,38,258,163,63.18,95,36.82,21038
21,39,217,141,64.98,76,35.02,21039
21,40,232,152,65.52,80,34.48,21040
21,41,195,112,57.44,83,42.56,21041
21,42,252,163,64.68,89,35.32,21042
21,43,223,135,60.54,88,39.46,21043
21,44,243,153,62.96,90,37.04,21044
21,45,199,120,60.3,79,39.7,21045
21,46,184,121,65.76,63,34.24,21046
21,47,274,171,62.41,103,37.59,21047
21,48,308,201,65.26,107,34.74,21048
21,49,296,195,65.88,101,34.12,21049
21,50,208,137,65.87,71,34.13,21050
21,51,281,176,62.63,105,37.37,21051
21,52,247,138,55.87,109,44.13,21052
21,53,211,121,57.35,90,42.65,21053
21,54,223,147,65.92,76,34.08,21054
21,55,265,182,68.68,83,31.32,21055
21,56,168,101,60.12,67,39.88,21056
21,57,213,130,61.03,83,38.97,21057
21,58,189,121,64.02,68,35.98,21058
21,59,284,177,62.32,107,37.68,21059
21,60,247,156,63.16,91,36.84,21060
21,61,278,171,61.51,107,38.49,21061
21,62,263,163,61.98,100,38.02,21062
21,63,269,174,64.68,95,35.32,21063
21,64,132,81,61.36,51,38.64,21064
21,65,313,205,65.5,108,34.5,21065
21,66,200,117,58.5,83,41.5,21066
21,67,227,137,60.35,90,39.65,21067
21,68,252,161,63.89,91,36.11,21068
21,69,198,107,54.04,91,45.96,21069
21,70,232,139,59.91,93,40.09,21070
21,71,184,114,61.96,70,38.04,21071
21,72,241,138,57.26,103,42.74,21072
21,73,305,176,57.7,129,42.3,21073
21,74,93,56,60.22,37,39.78,21074
22,1,135,117,86.67,18,13.33,22001
22,2,111,94,84.68,17,15.32,22002
22,3,192,159,82.81,33,17.19,22003
22,4,145,125,86.21,20,13.79,22004
22,5,164,147,89.63,17,10.37,22005
22,6,156,128,82.05,28,17.95,22006
22,7,205,134,65.37,71,34.63,22007
22,8,142,123,86.62,19,13.38,22008
22,9,189,163,86.24,26,13.76,22009
22,10,164,141,85.98,23,14.02,22010
22,11,155,131,84.52,24,15.48,22011
22,12,113,90,79.65,23,20.35,22012
22,13,154,133,86.36,21,13.64,22013
22,14,109,73,66.97,36,33.03,22014
22,15,119,98,82.35,21,17.65,22015
22,16,174,157,90.23,17,9.77,22016
22,17,151,130,86.09,21,13.91,22017
22,18,156,132,84.62,24,15.38,22018
22,19,155,103,66.45,52,33.55,22019
22,20,187,162,86.63,25,13.37,22020
22,21,191,102,53.4,89,46.6,22021
22,22,130,107,82.31,23,17.69,22022
22,23,166,144,86.75,22,13.25,22023
22,24,120,102,85.0,18,15.0,22024
22,25,137,126,91.97,11,8.03,22025
22,26,128,108,84.38,20,15.63,22026
22,27,190,149,78.42,41,21.58,22027
22,28,95,83,87.37,12,12.63,22028
22,29,105,91,86.67,14,13.33,22029
23,1,209,95,45.45,114,54.55,23001
23,2,273,157,57.51,116,42.49,23002
23,3,175,68,38.86,107,61.14,23003
23,4,233,102,43.78,131,56.22,23004
23,5,188,129,68.62,59,31.38,23005
23,6,195,106,54.36,89,45.64,23006
23,7,88,53,60.23,35,39.77,23007
23,8,223,129,57.85,94,42.15,23008
23,9,230,172,74.78,58,25.22,23009
23,10,264,203,76.89,61,23.11,23010
23,11,224,80,35.71,144,64.29,23011
23,12,225,92,40.89,133,59.11,23012
23,13,266,122,45.86,144,54.14,23013
23,14,83,46,55.42,37,44.58,23014
23,15,196,83,42.35,113,57.65,23015
23,16,237,109,45.99,128,54.01,23016
23,17,247,87,35.22,160,64.78,23017
23,18,180,82,45.56,98,54.44,23018
23,19,183,82,44.81,101,55.19,23019
23,20,190,68,35.79,122,64.21,23020
23,21,213,123,57.75,90,42.25,23021
23,22,214,87,40.65,127,59.35,23022
23,23,180,70,38.89,110,61.11,23023
23,24,189,129,68.25,60,31.75,23024
23,25,169,106,62.72,63,37.28,23025
23,26,211,84,39.81,127,60.19,23026
23,27,176,82,46.59,94,53.41,23027
23,28,229,105,45.85,124,54.15,23028
23,29,189,139,73.54,50,26.46,23029
23,30,190,74,38.95,116,61.05,23030
23,31,215,135,62.79,80,37.21,23031
23,32,246,138,56.1,108,43.9,23032
23,33,223,157,70.4,66,29.6,23033
23,34,185,97,52.43,88,47.57,23034
23,35,176,99,56.25,77,43.75,23035
23,36,279,110,39.43,169,60.57,23036
23,37,177,102,57.63,75,42.37,23037
23,38,197,91,46.19,106,53.81,23038
23,39,201,87,43.28,114,56.72,23039
23,40,195,91,46.67,104,53.33,23040
23,41,210,121,57.62,89,42.38,23041
23,42,161,82,50.93,79,49.07,23042
23,43,236,94,39.83,142,60.17,23043
23,44,244,127,52.05,117,47.95,23044
23,45,269,143,53.16,126,46.84,23045
23,46,215,81,37.67,134,62.33,23046
23,47,221,80,36.2,141,63.8,23047
23,48,184,107,58.15,77,41.85,23048
23,49,245,122,49.8,123,50.2,23049
23,50,136,89,65.44,47,34.56,23050
23,51,202,120,59.41,82,40.59,23051
23,52,241,108,44.81,133,55.19,23052
23,53,136,100,73.53,36,26.47,23053
23,54,246,92,37.4,154,62.6,23054
23,55,212,88,41.51,124,58.49,23055
23,56,170,77,45.29,93,54.71,23056
24,1,270,168,62.22,102,37.78,24001
24,2,128,71,55.47,57,44.53,24002
24,3,170,102,60.0,68,40.0,24003
24,4,190,124,65.26,66,34.74,24004
24,5,140,81,57.86,59,42.14,24005
24,6,195,111,56.92,84,43.08,24006
24,7,143,78,54.55,65,45.45,24007
24,8,144,97,67.36,47,32.64,24008
24,9,177,111,62.71,66,37.29,24009
24,10,128,83,64.84,45,35.16,24010
24,11,108,72,66.67,36,33.33,24011
24,12,144,74,51.39,70,48.61,24012
24,13,170,96,56.47,74,43.53,24013
24,14,257,154,59.92,103,40.08,24014
24,15,144,81,56.25,63,43.75,24015
24,16,131,72,54.96,59,45.04,24016
24,17,133,92,69.17,41,30.83,24017
24,18,117,71,60.68,46,39.32,24018
24,19,135,80,59.26,55,40.74,24019
24,20,181,106,58.56,75,41.44,24020
24,21,103,64,62.14,39,37.86,24021
24,22,172,101,58.72,71,41.28,24022
24,23,134,79,58.96,55,41.04,24023
24,24,78,41,52.56,37,47.44,24024
24,25,161,83,51.55,78,48.45,24025
24,26,236,135,57.2,101,42.8,24026
24,27,82,52,63.41,30,36.59,24027
24,28,202,113,55.94,89,44.06,24028
24,29,206,111,53.88,95,46.12,24029
24,30,133,78,58.65,55,41.35,24030
24,31,181,106,58.56,75,41.44,24031
24,32,156,85,54.49,71,45.51,24032
24,33,131,77,58.78,54,41.22,24033
24,34,179,114,63.69,65,36.31,24034
24,35,229,150,65.5,79,34.5,24035
24,36,130,71,54.62,59,45.38,24036
24,37,213,124,58.22,89,41.78,24037
24,38,180,103,57.22,77,42.78,24038
24,39,163,98,60.12,65,39.88,24039
24,40,210,125,59.52,85,40.48,24040
24,41,144,77,53.47,67,46.53,24041
24,42,131,58,44.27,73,55.73,24042
24,43,211,134,63.51,77,36.49,24043
24,44,234,141,60.26,93,39.74,24044
24,45,151,90,59.6,61,40.4,24045
24,46,223,137,61.43,86,38.57,24046
24,47,158,84,53.16,74,46.84,24047
24,48,103,60,58.25,43,41.75,24048
24,49,278,156,56.12,122,43.88,24049
24,50,292,176,60.27,116,39.73,24050
24,51,268,160,59.7,108,40.3,24051
24,52,143,93,65.03,50,34.97,24052
24,53,184,157,85.33,27,14.67,24053
24,54,198,121,61.11,77,38.89,24054
24,55,193,121,62.69,72,37.31,24055
24,56,210,133,63.33,77,36.67,24056
25,1,206,152,73.79,54,26.21,25001
25,2,263,224,85.17,39,14.83,25002
25,3,167,105,62.87,62,37.13,25003
25,4,217,126,58.06,91,41.94,25004
25,5,226,143,63.27,83,36.73,25005
25,6,129,92,71.32,37,28.68,25006
25,7,172,148,86.05,24,13.95,25007
25,8,238,206,86.55,32,13.45,25008
25,9,299,234,78.26,65,21.74,25009
25,10,127,91,71.65,36,28.35,25010
25,11,243,207,85.19,36,14.81,25011
25,12,191,150,78.53,41,21.47,25012
25,13,244,211,86.48,33,13.52,25013
25,14,87,52,59.77,35,40.23,25014
25,15,226,182,80.53,44,19.47,25015
25,16,120,82,68.33,38,31.67,25016
25,17,324,268,82.72,56,17.28,25017
25,18,154,88,57.14,66,42.86,25018
25,19,253,208,82.21,45,17.79,25019
25,20,251,201,80.08,50,19.92,25020
25,21,139,78,56.12,61,43.88,25021
25,22,135,114,84.44,21,15.56,25022
25,23,232,189,81.47,43,18.53,25023
25,24,260,215,82.69,45,17.31,25024
25,25,138,85,61.59,53,38.41,25025
25,26,131,78,59.54,53,40.46,25026
25,27,151,98,64.9,53,35.1,25027
25,28,215,125,58.14,90,41.86,25028
25,29,307,187,60.91,120,39.09,25029
25,30,222,184,82.88,38,17.12,25030
25,31,113,79,69.91,34,30.09,25031
26,1,96,68,70.83,28,29.17,26001
26,2,161,119,73.91,42,26.09,26002
26,3,133,93,69.92,40,30.08,26003
26,4,99,71,71.72,28,28.28,26004
26,5,158,124,78.48,34,21.52,26005
26,6,77,61,79.22,16,20.78,26006
26,7,81,55,67.9,26,32.1,26007
26,8,93,72,77.42,21,22.58,26008
26,9,97,85,87.63,12,12.37,26009
26,10,97,79,81.44,18,18.56,26010
26,11,123,97,78.86,26,21.14,26011
26,12,88,69,78.41,19,21.59,26012
26,13,117,77,65.81,40,34.19,26013
26,14,116,102,87.93,14,12.07,26014
26,15,112,97,86.61,15,13.39,26015
26,16,103,85,82.52,18,17.48,26016
26,17,63,38,60.32,25,39.68,26017
26,18,80,59,73.75,21,26.25,26018
26,19,194,110,56.7,84,43.3,26019
26,20,149,113,75.84,36,24.16,26020
