ward,precinct,total,"Levander ''Van'' Smith, Jr.","Levander ''Van'' Smith, Jr. Percent",Suzanne Therese McEneely,Suzanne Therese McEneely Percent,Megan Kathleen Mulay,Megan Kathleen Mulay Percent,precinct_id
13,3,164,45,27.44,71,43.29,48,29.27,13003
13,4,170,45,26.47,65,38.24,60,35.29,13004
13,5,216,69,31.94,92,42.59,55,25.46,13005
13,6,194,32,16.49,83,42.78,79,40.72,13006
13,7,139,37,26.62,57,41.01,45,32.37,13007
13,8,134,30,22.39,63,47.01,41,30.6,13008
13,9,179,43,24.02,70,39.11,66,36.87,13009
13,10,162,25,15.43,69,42.59,68,41.98,13010
13,11,214,53,24.77,90,42.06,71,33.18,13011
13,12,171,36,21.05,78,45.61,57,33.33,13012
13,13,187,48,25.67,82,43.85,57,30.48,13013
13,14,167,45,26.95,63,37.72,59,35.33,13014
13,15,274,75,27.37,108,39.42,91,33.21,13015
13,16,126,28,22.22,53,42.06,45,35.71,13016
13,17,139,44,31.65,51,36.69,44,31.65,13017
13,18,142,29,20.42,57,40.14,56,39.44,13018
13,19,232,80,34.48,91,39.22,61,26.29,13019
13,20,116,20,17.24,48,41.38,48,41.38,13020
13,21,183,24,13.11,83,45.36,76,41.53,13021
13,22,166,30,18.07,72,43.37,64,38.55,13022
13,23,126,33,26.19,58,46.03,35,27.78,13023
13,24,162,51,31.48,68,41.98,43,26.54,13024
13,25,188,54,28.72,73,38.83,61,32.45,13025
13,26,155,44,28.39,63,40.65,48,30.97,13026
13,27,171,38,22.22,71,41.52,62,36.26,13027
13,28,149,42,28.19,55,36.91,52,34.9,13028
13,29,148,33,22.3,74,50.0,41,27.7,13029
13,30,162,50,30.86,59,36.42,53,32.72,13030
13,31,169,46,27.22,56,33.14,67,39.64,13031
13,32,156,42,26.92,56,35.9,58,37.18,13032
13,33,177,42,23.73,59,33.33,76,42.94,13033
13,34,227,54,23.79,90,39.65,83,36.56,13034
13,35,201,51,25.37,88,43.78,62,30.85,13035
13,36,118,31,26.27,53,44.92,34,28.81,13036
13,37,185,48,25.95,78,42.16,59,31.89,13037
13,38,158,43,27.22,53,33.54,62,39.24,13038
13,39,167,55,32.93,57,34.13,55,32.93,13039
13,40,165,48,29.09,65,39.39,52,31.52,13040
13,41,222,53,23.87,92,41.44,77,34.68,13041
13,42,176,27,15.34,67,38.07,82,46.59,13042
13,43,180,48,26.67,69,38.33,63,35.0,13043
13,44,175,51,29.14,79,45.14,45,25.71,13044
13,45,224,59,26.34,91,40.63,74,33.04,13045
13,46,200,70,35.0,77,38.5,53,26.5,13046
13,47,202,48,23.76,91,45.05,63,31.19,13047
13,48,149,37,24.83,66,44.3,46,30.87,13048
14,1,215,45,20.93,82,38.14,88,40.93,14001
14,2,257,66,25.68,120,46.69,71,27.63,14002
14,3,156,47,30.13,63,40.38,46,29.49,14003
14,4,167,27,16.17,69,41.32,71,42.51,14004
14,5,248,79,31.85,109,43.95,60,24.19,14005
14,6,100,35,35.0,40,40.0,25,25.0,14006
14,7,243,65,26.75,118,48.56,60,24.69,14007
14,8,205,57,27.8,83,40.49,65,31.71,14008
14,9,243,55,22.63,106,43.62,82,33.74,14009
14,10,125,39,31.2,53,42.4,33,26.4,14010
14,11,112,30,26.79,46,41.07,36,32.14,14011
14,12,175,61,34.86,64,36.57,50,28.57,14012
14,13,177,53,29.94,65,36.72,59,33.33,14013
14,14,204,50,24.51,92,45.1,62,30.39,14014
14,15,192,56,29.17,77,40.1,59,30.73,14015
14,16,150,38,25.33,63,42.0,49,32.67,14016
14,17,183,58,31.69,79,43.17,46,25.14,14017
14,18,94,24,25.53,47,50.0,23,24.47,14018
14,19,151,47,31.13,65,43.05,39,25.83,14019
14,20,140,53,37.86,51,36.43,36,25.71,14020
14,21,131,35,26.72,61,46.56,35,26.72,14021
14,22,243,81,33.33,96,39.51,66,27.16,14022
14,23,154,46,29.87,66,42.86,42,27.27,14023
14,24,224,54,24.11,85,37.95,85,37.95,14024
14,25,106,30,28.3,43,40.57,33,31.13,14025
14,26,148,47,31.76,61,41.22,40,27.03,14026
14,27,201,55,27.36,82,40.8,64,31.84,14027
14,28,143,45,31.47,63,44.06,35,24.48,14028
14,29,162,57,35.19,75,46.3,30,18.52,14029
14,30,106,37,34.91,45,42.45,24,22.64,14030
14,31,115,25,21.74,52,45.22,38,33.04,14031
15,1,171,57,33.33,68,39.77,46,26.9,15001
15,2,108,66,61.11,28,25.93,14,12.96,15002
15,3,122,76,62.3,39,31.97,7,5.74,15003
15,4,194,58,29.9,80,41.24,56,28.87,15004
15,5,141,38,26.95,69,48.94,34,24.11,15005
15,6,170,51,30.0,70,41.18,49,28.82,15006
15,7,92,46,50.0,22,23.91,24,26.09,15007
15,8,174,53,30.46,75,43.1,46,26.44,15008
15,9,214,64,29.91,103,48.13,47,21.96,15009
15,10,237,62,26.16,94,39.66,81,34.18,15010
15,11,196,47,23.98,86,43.88,63,32.14,15011
15,12,212,54,25.47,93,43.87,65,30.66,15012
15,13,183,53,28.96,77,42.08,53,28.96,15013
15,14,154,56,36.36,59,38.31,39,25.32,15014
15,15,142,41,28.87,61,42.96,40,28.17,15015
15,16,211,65,30.81,101,47.87,45,21.33,15016
15,17,121,69,57.02,34,28.1,18,14.88,15017
15,18,80,53,66.25,14,17.5,13,16.25,15018
15,19,157,67,42.68,60,38.22,30,19.11,15019
15,20,117,72,61.54,31,26.5,14,11.97,15020
15,21,114,70,61.4,29,25.44,15,13.16,15021
15,22,111,66,59.46,17,15.32,28,25.23,15022
15,23,115,74,64.35,28,24.35,13,11.3,15023
15,24,91,53,58.24,25,27.47,13,14.29,15024
16,1,170,53,31.18,63,37.06,54,31.76,16001
16,2,143,73,51.05,43,30.07,27,18.88,16002
16,3,112,76,67.86,18,16.07,18,16.07,16003
16,4,132,86,65.15,25,18.94,21,15.91,16004
16,5,88,54,61.36,26,29.55,8,9.09,16005
16,6,144,81,56.25,43,29.86,20,13.89,16006
16,7,130,66,50.77,41,31.54,23,17.69,16007
16,8,76,37,48.68,21,27.63,18,23.68,16008
16,9,133,85,63.91,21,15.79,27,20.3,16009
16,10,118,63,53.39,30,25.42,25,21.19,16010
16,11,133,71,53.38,32,24.06,30,22.56,16011
16,12,108,69,63.89,23,21.3,16,14.81,16012
16,13,135,51,37.78,52,38.52,32,23.7,16013
16,14,103,71,68.93,25,24.27,7,6.8,16014
16,15,143,82,57.34,37,25.87,24,16.78,16015
16,16,122,78,63.93,26,21.31,18,14.75,16016
16,17,145,58,40.0,56,38.62,31,21.38,16017
16,18,103,46,44.66,33,32.04,24,23.3,16018
16,19,143,74,51.75,45,31.47,24,16.78,16019
16,20,102,57,55.88,28,27.45,17,16.67,16020
16,21,113,65,57.52,23,20.35,25,22.12,16021
16,22,111,58,52.25,31,27.93,22,19.82,16022
16,23,138,56,40.58,50,36.23,32,23.19,16023
16,24,75,45,60.0,18,24.0,12,16.0,16024
16,25,152,96,63.16,34,22.37,22,14.47,16025
16,26,111,64,57.66,31,27.93,16,14.41,16026
16,27,106,59,55.66,32,30.19,15,14.15,16027
16,28,129,65,50.39,40,31.01,24,18.6,16028
16,29,96,62,64.58,16,16.67,18,18.75,16029
16,30,81,50,61.73,19,23.46,12,14.81,16030
16,31,161,104,64.6,36,22.36,21,13.04,16031
16,32,164,59,35.98,64,39.02,41,25.0,16032
16,33,91,65,71.43,21,23.08,5,5.49,16033
16,34,134,85,63.43,30,22.39,19,14.18,16034
16,35,191,68,35.6,71,37.17,52,27.23,16035
16,36,90,55,61.11,24,26.67,11,12.22,16036
17,1,196,78,39.8,79,40.31,39,19.9,17001
17,2,157,105,66.88,28,17.83,24,15.29,17002
17,3,166,107,64.46,40,24.1,19,11.45,17003
17,4,222,145,65.32,42,18.92,35,15.77,17004
17,5,123,84,68.29,20,16.26,19,15.45,17005
17,6,153,94,61.44,30,19.61,29,18.95,17006
17,7,160,62,38.75,46,28.75,52,32.5,17007
17,8,137,74,54.01,37,27.01,26,18.98,17008
17,9,144,98,68.06,25,17.36,21,14.58,17009
17,10,220,140,63.64,47,21.36,33,15.0,17010
17,11,131,72,54.96,33,25.19,26,19.85,17011
17,12,223,81,36.32,81,36.32,61,27.35,17012
17,13,120,73,60.83,27,22.5,20,16.67,17013
17,14,142,67,47.18,36,25.35,39,27.46,17014
17,15,182,118,64.84,37,20.33,27,14.84,17015
17,16,178,88,49.44,62,34.83,28,15.73,17016
17,17,171,94,54.97,40,23.39,37,21.64,17017
17,18,227,162,71.37,46,20.26,19,8.37,17018
17,19,106,55,51.89,31,29.25,20,18.87,17019
17,20,258,172,66.67,53,20.54,33,12.79,17020
17,21,268,195,72.76,42,15.67,31,11.57,17021
17,22,143,90,62.94,34,23.78,19,13.29,17022
17,23,116,69,59.48,28,24.14,19,16.38,17023
17,24,200,123,61.5,57,28.5,20,10.0,17024
17,25,132,77,58.33,36,27.27,19,14.39,17025
17,26,195,135,69.23,37,18.97,23,11.79,17026
17,27,179,122,68.16,38,21.23,19,10.61,17027
17,28,131,85,64.89,31,23.66,15,11.45,17028
17,29,133,76,57.14,28,21.05,29,21.8,17029
17,30,128,51,39.84,43,33.59,34,26.56,17030
17,31,105,66,62.86,31,29.52,8,7.62,17031
17,32,139,77,55.4,36,25.9,26,18.71,17032
17,33,78,54,69.23,17,21.79,7,8.97,17033
17,34,103,65,63.11,22,21.36,16,15.53,17034
17,35,89,64,71.91,18,20.22,7,7.87,17035
17,36,160,92,57.5,44,27.5,24,15.0,17036
17,37,168,102,60.71,34,20.24,32,19.05,17037
17,38,180,109,60.56,44,24.44,27,15.0,17038
17,39,188,102,54.26,56,29.79,30,15.96,17039
17,40,211,152,72.04,38,18.01,21,9.95,17040
17,41,256,180,70.31,46,17.97,30,11.72,17041
18,1,181,110,60.77,37,20.44,34,18.78,18001
18,2,174,76,43.68,53,30.46,45,25.86,18002
18,3,146,52,35.62,53,36.3,41,28.08,18003
18,4,241,176,73.03,44,18.26,21,8.71,18004
18,5,128,82,64.06,31,24.22,15,11.72,18005
18,6,171,82,47.95,43,25.15,46,26.9,18006
18,7,178,110,61.8,45,25.28,23,12.92,18007
18,8,226,154,68.14,38,16.81,34,15.04,18008
18,9,218,156,71.56,40,18.35,22,10.09,18009
18,10,323,224,69.35,58,17.96,41,12.69,18010
18,11,164,84,51.22,45,27.44,35,21.34,18011
18,12,187,134,71.66,31,16.58,22,11.76,18012
18,13,232,155,66.81,43,18.53,34,14.66,18013
18,14,223,162,72.65,33,14.8,28,12.56,18014
18,15,224,112,50.0,60,26.79,52,23.21,18015
18,16,197,143,72.59,31,15.74,23,11.68,18016
18,17,207,131,63.29,47,22.71,29,14.01,18017
18,18,185,128,69.19,30,16.22,27,14.59,18018
18,19,187,133,71.12,31,16.58,23,12.3,18019
18,20,162,124,76.54,23,14.2,15,9.26,18020
18,21,251,165,65.74,46,18.33,40,15.94,18021
18,22,269,185,68.77,50,18.59,34,12.64,18022
18,23,178,112,62.92,40,22.47,26,14.61,18023
18,24,160,39,24.38,70,43.75,51,31.88,18024
18,25,179,57,31.84,68,37.99,54,30.17,18025
18,26,288,208,72.22,42,14.58,38,13.19,18026
18,27,175,99,56.57,50,28.57,26,14.86,18027
18,28,178,75,42.13,52,29.21,51,28.65,18028
18,29,226,125,55.31,59,26.11,42,18.58,18029
18,30,214,68,31.78,89,41.59,57,26.64,18030
18,31,233,141,60.52,61,26.18,31,13.3,18031
18,32,234,148,63.25,51,21.79,35,14.96,18032
18,33,154,96,62.34,40,25.97,18,11.69,18033
18,34,288,232,80.56,35,12.15,21,7.29,18034
18,35,268,195,72.76,49,18.28,24,8.96,18035
18,36,196,103,52.55,52,26.53,41,20.92,18036
18,37,276,201,72.83,53,19.2,22,7.97,18037
18,38,197,132,67.01,40,20.3,25,12.69,18038
18,39,146,75,51.37,49,33.56,22,15.07,18039
18,40,221,92,41.63,81,36.65,48,21.72,18040
18,41,281,198,70.46,55,19.57,28,9.96,18041
18,42,165,88,53.33,47,28.48,30,18.18,18042
18,43,132,33,25.0,57,43.18,42,31.82,18043
18,44,162,50,30.86,60,37.04,52,32.1,18044
18,45,170,74,43.53,60,35.29,36,21.18,18045
18,46,209,79,37.8,69,33.01,61,29.19,18046
18,47,139,76,54.68,37,26.62,26,18.71,18047
18,48,137,81,59.12,33,24.09,23,16.79,18048
18,49,117,81,69.23,23,19.66,13,11.11,18049
18,50,137,73,53.28,39,28.47,25,18.25,18050
19,1,205,54,26.34,63,30.73,88,42.93,19001
19,2,368,223,60.6,76,20.65,69,18.75,19002
19,3,165,25,15.15,66,40.0,74,44.85,19003
19,4,244,47,19.26,81,33.2,116,47.54,19004
19,5,333,176,52.85,73,21.92,84,25.23,19005
19,6,196,53,27.04,62,31.63,81,41.33,19006
19,7,215,74,34.42,64,29.77,77,35.81,19007
19,8,215,43,20.0,67,31.16,105,48.84,19008
19,9,178,40,22.47,62,34.83,76,42.7,19009
19,10,334,148,44.31,87,26.05,99,29.64,19010
19,11,198,41,20.71,76,38.38,81,40.91,19011
19,12,187,33,17.65,54,28.88,100,53.48,19012
19,13,318,242,76.1,40,12.58,36,11.32,19013
19,14,260,133,51.15,54,20.77,73,28.08,19014
19,15,229,48,20.96,84,36.68,97,42.36,19015
19,16,227,44,19.38,74,32.6,109,48.02,19016
19,17,212,58,27.36,63,29.72,91,42.92,19017
19,18,295,122,41.36,72,24.41,101,34.24,19018
19,19,379,161,42.48,98,25.86,120,31.66,19019
19,20,280,165,58.93,56,20.0,59,21.07,19020
19,21,186,45,24.19,63,33.87,78,41.94,19021
19,22,316,129,40.82,72,22.78,115,36.39,19022
19,23,267,62,23.22,66,24.72,139,52.06,19023
19,24,169,26,15.38,54,31.95,89,52.66,19024
19,25,272,100,36.76,58,21.32,114,41.91,19025
19,26,261,89,34.1,64,24.52,108,41.38,19026
19,27,274,156,56.93,58,21.17,60,21.9,19027
19,28,285,194,68.07,43,15.09,48,16.84,19028
19,29,202,44,21.78,65,32.18,93,46.04,19029
19,30,188,37,19.68,57,30.32,94,50.0,19030
19,31,252,95,37.7,53,21.03,104,41.27,19031
19,32,214,66,30.84,54,25.23,94,43.93,19032
19,33,232,36,15.52,78,33.62,118,50.86,19033
19,34,266,97,36.47,72,27.07,97,36.47,19034
19,35,269,118,43.87,52,19.33,99,36.8,19035
19,36,323,187,57.89,66,20.43,70,21.67,19036
19,37,290,148,51.03,88,30.34,54,18.62,19037
19,38,235,132,56.17,48,20.43,55,23.4,19038
19,39,82,45,54.88,24,29.27,13,15.85,19039
19,40,273,144,52.75,50,18.32,79,28.94,19040
19,41,181,35,19.34,60,33.15,86,47.51,19041
19,42,209,120,57.42,40,19.14,49,23.44,19042
19,43,355,251,70.7,60,16.9,44,12.39,19043
19,44,234,46,19.66,69,29.49,119,50.85,19044
19,45,220,69,31.36,61,27.73,90,40.91,19045
19,46,246,39,15.85,74,30.08,133,54.07,19046
19,47,402,268,66.67,56,13.93,78,19.4,19047
19,48,276,186,67.39,57,20.65,33,11.96,19048
19,49,330,225,68.18,45,13.64,60,18.18,19049
19,50,207,64,30.92,58,28.02,85,41.06,19050
19,51,288,84,29.17,64,22.22,140,48.61,19051
19,52,220,46,20.91,72,32.73,102,46.36,19052
19,53,213,66,30.99,71,33.33,76,35.68,19053
19,54,161,32,19.88,45,27.95,84,52.17,19054
19,55,169,37,21.89,45,26.63,87,51.48,19055
19,56,308,162,52.6,74,24.03,72,23.38,19056
19,57,271,128,47.23,73,26.94,70,25.83,19057
20,1,220,137,62.27,51,23.18,32,14.55,20001
20,2,56,32,57.14,16,28.57,8,14.29,20002
20,3,167,104,62.28,42,25.15,21,12.57,20003
20,4,81,39,48.15,21,25.93,21,25.93,20004
20,5,237,164,69.2,38,16.03,35,14.77,20005
20,6,79,50,63.29,15,18.99,14,17.72,20006
20,7,188,126,67.02,29,15.43,33,17.55,20007
20,8,175,118,67.43,40,22.86,17,9.71,20008
20,9,305,210,68.85,57,18.69,38,12.46,20009
20,10,120,70,58.33,25,20.83,25,20.83,20010
20,11,252,158,62.7,55,21.83,39,15.48,20011
20,12,147,91,61.9,34,23.13,22,14.97,20012
20,13,210,110,52.38,59,28.1,41,19.52,20013
20,14,117,74,63.25,30,25.64,13,11.11,20014
20,15,164,56,34.15,56,34.15,52,31.71,20015
20,16,268,164,61.19,77,28.73,27,10.07,20016
20,17,118,55,46.61,37,31.36,26,22.03,20017
20,18,127,84,66.14,24,18.9,19,14.96,20018
20,19,193,109,56.48,55,28.5,29,15.03,20019
20,20,123,48,39.02,44,35.77,31,25.2,20020
20,21,128,63,49.22,34,26.56,31,24.22,20021
20,22,259,191,73.75,46,17.76,22,8.49,20022
20,23,168,102,60.71,38,22.62,28,16.67,20023
20,24,228,139,60.96,57,25.0,32,14.04,20024
20,25,119,60,50.42,35,29.41,24,20.17,20025
20,26,204,142,69.61,43,21.08,19,9.31,20026
20,27,104,58,55.77,25,24.04,21,20.19,20027
20,28,107,73,68.22,23,21.5,11,10.28,20028
20,29,196,116,59.18,47,23.98,33,16.84,20029
20,30,93,56,60.22,21,22.58,16,17.2,20030
20,31,229,138,60.26,58,25.33,33,14.41,20031
20,32,152,94,61.84,36,23.68,22,14.47,20032
20,33,129,80,62.02,30,23.26,19,14.73,20033
20,34,277,150,54.15,89,32.13,38,13.72,20034
20,35,127,60,47.24,44,34.65,23,18.11,20035
20,36,55,27,49.09,14,25.45,14,25.45,20036
20,37,50,31,62.0,12,24.0,7,14.0,20037
20,38,55,28,50.91,15,27.27,12,21.82,20038
20,39,12,7,58.33,3,25.0,2,16.67,20039
21,1,232,165,71.12,37,15.95,30,12.93,21001
21,2,156,99,63.46,37,23.72,20,12.82,21002
21,3,241,174,72.2,37,15.35,30,12.45,21003
21,4,181,122,67.4,38,20.99,21,11.6,21004
21,5,268,178,66.42,51,19.03,39,14.55,21005
21,6,197,128,64.97,38,19.29,31,15.74,21006
21,7,221,165,74.66,35,15.84,21,9.5,21007
21,8,215,139,64.65,42,19.53,34,15.81,21008
21,9,253,183,72.33,41,16.21,29,11.46,21009
21,10,190,126,66.32,37,19.47,27,14.21,21010
21,11,208,136,65.38,48,23.08,24,11.54,21011
21,12,185,140,75.68,25,13.51,20,10.81,21012
21,13,189,124,65.61,46,24.34,19,10.05,21013
21,14,242,167,69.01,51,21.07,24,9.92,21014
21,15,192,137,71.35,37,19.27,18,9.38,21015
21,16,187,127,67.91,32,17.11,28,14.97,21016
21,17,170,116,68.24,33,19.41,21,12.35,21017
21,18,240,152,63.33,51,21.25,37,15.42,21018
21,19,221,155,70.14,39,17.65,27,12.22,21019
21,20,176,107,60.8,44,25.0,25,14.2,21020
21,21,169,110,65.09,31,18.34,28,16.57,21021
21,22,186,130,69.89,36,19.35,20,10.75,21022
21,23,181,117,64.64,32,17.68,32,17.68,21023
21,24,243,174,71.6,34,13.99,35,14.4,21024
21,25,187,135,72.19,30,16.04,22,11.76,21025
21,26,174,106,60.92,44,25.29,24,13.79,21026
21,27,214,157,73.36,41,19.16,16,7.48,21027
21,28,251,150,59.76,71,28.29,30,11.95,21028
21,29,261,185,70.88,49,18.77,27,10.34,21029
21,30,154,101,65.58,30,19.48,23,14.94,21030
21,31,171,118,69.01,35,20.47,18,10.53,21031
21,32,195,116,59.49,49,25.13,30,15.38,21032
21,33,198,133,67.17,40,20.2,25,12.63,21033
21,34,172,115,66.86,37,21.51,20,11.63,21034
21,35,265,182,68.68,50,18.87,33,12.45,21035
21,36,213,148,69.48,39,18.31,26,12.21,21036
21,37,146,100,68.49,23,15.75,23,15.75,21037
21,38,186,116,62.37,48,25.81,22,11.83,21038
21,39,172,99,57.56,46,26.74,27,15.7,21039
21,40,205,131,63.9,45,21.95,29,14.15,21040
21,41,214,150,70.09,40,18.69,24,11.21,21041
21,42,248,166,66.94,52,20.97,30,12.1,21042
21,43,176,124,70.45,36,20.45,16,9.09,21043
21,44,238,182,76.47,37,15.55,19,7.98,21044
21,45,179,127,70.95,24,13.41,28,15.64,21045
21,46,231,141,61.04,48,20.78,42,18.18,21046
21,47,177,112,63.28,39,22.03,26,14.69,21047
21,48,201,146,72.64,32,15.92,23,11.44,21048
21,49,245,176,71.84,44,17.96,25,10.2,21049
21,50,158,93,58.86,49,31.01,16,10.13,21050
21,51,217,152,70.05,36,16.59,29,13.36,21051
21,52,196,138,70.41,35,17.86,23,11.73,21052
21,53,184,132,71.74,31,16.85,21,11.41,21053
21,54,181,122,67.4,36,19.89,23,12.71,21054
22,1,114,66,57.89,29,25.44,19,16.67,22001
22,2,219,60,27.4,91,41.55,68,31.05,22002
22,3,251,108,43.03,86,34.26,57,22.71,22003
22,4,152,63,41.45,59,38.82,30,19.74,22004
22,5,161,65,40.37,56,34.78,40,24.84,22005
22,6,184,76,41.3,66,35.87,42,22.83,22006
22,7,131,53,40.46,51,38.93,27,20.61,22007
22,8,244,83,34.02,92,37.7,69,28.28,22008
22,9,117,37,31.62,46,39.32,34,29.06,22009
22,10,230,84,36.52,91,39.57,55,23.91,22010
22,11,160,54,33.75,67,41.88,39,24.38,22011
22,12,153,65,42.48,50,32.68,38,24.84,22012
22,13,182,68,37.36,64,35.16,50,27.47,22013
22,14,161,63,39.13,54,33.54,44,27.33,22014
22,15,143,44,30.77,61,42.66,38,26.57,22015
22,16,134,52,38.81,40,29.85,42,31.34,22016
22,17,189,78,41.27,77,40.74,34,17.99,22017
22,18,142,45,31.69,63,44.37,34,23.94,22018
22,19,81,57,70.37,16,19.75,8,9.88,22019
22,20,195,74,37.95,67,34.36,54,27.69,22020
22,21,179,121,67.6,36,20.11,22,12.29,22021
22,22,145,57,39.31,57,39.31,31,21.38,22022
22,23,242,161,66.53,48,19.83,33,13.64,22023
22,24,213,78,36.62,85,39.91,50,23.47,22024
22,25,180,50,27.78,85,47.22,45,25.0,22025
23,1,154,38,24.68,65,42.21,51,33.12,23001
23,2,154,38,24.68,67,43.51,49,31.82,23002
23,3,141,26,18.44,62,43.97,53,37.59,23003
23,4,191,50,26.18,85,44.5,56,29.32,23004
23,5,204,51,25.0,84,41.18,69,33.82,23005
23,6,84,23,27.38,38,45.24,23,27.38,23006
23,7,156,42,26.92,67,42.95,47,30.13,23007
23,8,199,57,28.64,82,41.21,60,30.15,23008
23,9,161,55,34.16,73,45.34,33,20.5,23009
23,10,201,54,26.87,83,41.29,64,31.84,23010
23,11,186,46,24.73,72,38.71,68,36.56,23011
23,12,174,39,22.41,69,39.66,66,37.93,23012
23,13,161,48,29.81,66,40.99,47,29.19,23013
23,14,162,27,16.67,66,40.74,69,42.59,23014
23,15,67,12,17.91,33,49.25,22,32.84,23015
23,16,160,33,20.63,63,39.38,64,40.0,23016
23,17,109,43,39.45,43,39.45,23,21.1,23017
23,18,130,22,16.92,50,38.46,58,44.62,23018
23,19,149,40,26.85,53,35.57,56,37.58,23019
23,20,103,30,29.13,44,42.72,29,28.16,23020
23,21,191,31,16.23,87,45.55,73,38.22,23021
23,22,154,42,27.27,55,35.71,57,37.01,23022
23,23,165,36,21.82,79,47.88,50,30.3,23023
23,24,122,36,29.51,52,42.62,34,27.87,23024
23,25,161,45,27.95,72,44.72,44,27.33,23025
23,26,161,48,29.81,58,36.02,55,34.16,23026
23,27,158,34,21.52,60,37.97,64,40.51,23027
23,28,165,29,17.58,71,43.03,65,39.39,23028
23,29,143,20,13.99,68,47.55,55,38.46,23029
23,30,220,53,24.09,95,43.18,72,32.73,23030
23,31,157,54,34.39,62,39.49,41,26.11,23031
23,32,159,50,31.45,66,41.51,43,27.04,23032
23,33,179,44,24.58,92,51.4,43,24.02,23033
23,34,189,56,29.63,86,45.5,47,24.87,23034
23,35,130,22,16.92,60,46.15,48,36.92,23035
23,36,140,24,17.14,59,42.14,57,40.71,23036
23,37,169,29,17.16,78,46.15,62,36.69,23037
23,38,141,32,22.7,57,40.43,52,36.88,23038
23,39,197,54,27.41,81,41.12,62,31.47,23039
24,1,157,107,68.15,26,16.56,24,15.29,24001
24,2,130,76,58.46,31,23.85,23,17.69,24002
24,3,152,93,61.18,41,26.97,18,11.84,24003
24,4,117,67,57.26,23,19.66,27,23.08,24004
24,5,81,43,53.09,23,28.4,15,18.52,24005
24,6,191,123,64.4,42,21.99,26,13.61,24006
24,7,100,40,40.0,34,34.0,26,26.0,24007
24,8,72,40,55.56,20,27.78,12,16.67,24008
24,9,133,71,53.38,34,25.56,28,21.05,24009
24,10,76,48,63.16,20,26.32,8,10.53,24010
24,11,162,95,58.64,37,22.84,30,18.52,24011
24,12,74,43,58.11,19,25.68,12,16.22,24012
24,13,76,49,64.47,14,18.42,13,17.11,24013
24,14,125,70,56.0,37,29.6,18,14.4,24014
24,15,59,29,49.15,20,33.9,10,16.95,24015
24,16,384,161,41.93,127,33.07,96,25.0,24016
24,17,114,67,58.77,30,26.32,17,14.91,24017
24,18,186,126,67.74,38,20.43,22,11.83,24018
24,19,199,115,57.79,48,24.12,36,18.09,24019
24,20,118,71,60.17,33,27.97,14,11.86,24020
24,21,84,52,61.9,16,19.05,16,19.05,24021
24,22,211,122,57.82,49,23.22,40,18.96,24022
24,23,116,70,60.34,24,20.69,22,18.97,24023
24,24,168,95,56.55,48,28.57,25,14.88,24024
24,25,112,65,58.04,32,28.57,15,13.39,24025
24,26,244,159,65.16,57,23.36,28,11.48,24026
24,27,166,94,56.63,43,25.9,29,17.47,24027
24,28,124,75,60.48,35,28.23,14,11.29,24028
24,29,126,95,75.4,22,17.46,9,7.14,24029
24,30,99,63,63.64,22,22.22,14,14.14,24030
24,31,172,115,66.86,33,19.19,24,13.95,24031
24,32,89,54,60.67,21,23.6,14,15.73,24032
24,33,108,69,63.89,27,25.0,12,11.11,24033
24,34,160,95,59.38,35,21.88,30,18.75,24034
24,35,141,73,51.77,44,31.21,24,17.02,24035
24,36,197,134,68.02,39,19.8,24,12.18,24036
24,37,83,54,65.06,19,22.89,10,12.05,24037
24,38,150,101,67.33,24,16.0,25,16.67,24038
24,39,148,72,48.65,47,31.76,29,19.59,24039
24,40,163,89,54.6,50,30.67,24,14.72,24040
24,41,123,84,68.29,20,16.26,19,15.45,24041
25,1,199,58,29.15,81,40.7,60,30.15,25001
25,2,273,92,33.7,114,41.76,67,24.54,25002
25,3,242,83,34.3,90,37.19,69,28.51,25003
25,4,157,80,50.96,43,27.39,34,21.66,25004
25,5,260,91,35.0,102,39.23,67,25.77,25005
25,6,64,27,42.19,25,39.06,12,18.75,25006
25,7,241,97,40.25,98,40.66,46,19.09,25007
25,8,285,99,34.74,117,41.05,69,24.21,25008
25,9,212,69,32.55,93,43.87,50,23.58,25009
25,10,205,97,47.32,64,31.22,44,21.46,25010
25,11,271,104,38.38,116,42.8,51,18.82,25011
25,12,233,79,33.91,96,41.2,58,24.89,25012
25,13,248,78,31.45,114,45.97,56,22.58,25013
25,14,129,52,40.31,45,34.88,32,24.81,25014
25,15,205,62,30.24,99,48.29,44,21.46,25015
25,16,254,92,36.22,91,35.83,71,27.95,25016
25,17,231,91,39.39,89,38.53,51,22.08,25017
25,18,109,44,40.37,36,33.03,29,26.61,25018
25,19,251,97,38.65,111,44.22,43,17.13,25019
25,20,112,54,48.21,36,32.14,22,19.64,25020
25,21,279,133,47.67,83,29.75,63,22.58,25021
25,22,224,88,39.29,84,37.5,52,23.21,25022
25,23,279,92,32.97,108,38.71,79,28.32,25023
25,24,255,101,39.61,94,36.86,60,23.53,25024
25,25,190,68,35.79,63,33.16,59,31.05,25025
25,26,246,81,32.93,94,38.21,71,28.86,25026
25,27,217,84,38.71,77,35.48,56,25.81,25027
25,28,277,97,35.02,123,44.4,57,20.58,25028
25,29,178,71,39.89,62,34.83,45,25.28,25029
25,30,239,71,29.71,94,39.33,74,30.96,25030
25,31,276,112,40.58,105,38.04,59,21.38,25031
