ward,precinct,total,Ann Collins Dole,Ann Collins Dole Percent,Joanne Guillemette,Joanne Guillemette Percent,Paul M. McMahon,Paul M. McMahon Percent,Aurelia Marie Pucinski,Aurelia Marie Pucinski Percent,precinct_id
8,15,141,37,26.24,47,33.33,13,9.22,44,31.21,08015
8,16,224,52,23.21,109,48.66,16,7.14,47,20.98,08016
8,17,160,41,25.63,65,40.63,10,6.25,44,27.5,08017
8,18,105,17,16.19,54,51.43,5,4.76,29,27.62,08018
8,19,247,59,23.89,106,42.91,20,8.1,62,25.1,08019
8,20,147,42,28.57,63,42.86,17,11.56,25,17.01,08020
8,21,151,28,18.54,70,46.36,11,7.28,42,27.81,08021
8,22,152,44,28.95,58,38.16,7,4.61,43,28.29,08022
8,23,169,35,20.71,64,37.87,19,11.24,51,30.18,08023
8,24,212,50,23.58,84,39.62,14,6.6,64,30.19,08024
8,25,186,42,22.58,70,37.63,14,7.53,60,32.26,08025
8,26,119,27,22.69,44,36.97,14,11.76,34,28.57,08026
8,27,224,59,26.34,80,35.71,18,8.04,67,29.91,08027
8,28,181,40,22.1,92,50.83,8,4.42,41,22.65,08028
8,29,217,31,14.29,128,58.99,17,7.83,41,18.89,08029
8,30,156,33,21.15,78,50.0,13,8.33,32,20.51,08030
8,31,131,26,19.85,66,50.38,14,10.69,25,19.08,08031
8,32,277,81,29.24,74,26.71,32,11.55,90,32.49,08032
8,33,168,38,22.62,78,46.43,17,10.12,35,20.83,08033
8,34,227,59,25.99,84,37.0,32,14.1,52,22.91,08034
8,35,209,48,22.97,90,43.06,11,5.26,60,28.71,08035
8,36,161,39,24.22,62,38.51,16,9.94,44,27.33,08036
8,37,189,54,28.57,60,31.75,25,13.23,50,26.46,08037
8,38,172,49,28.49,74,43.02,20,11.63,29,16.86,08038
8,39,203,57,28.08,58,28.57,13,6.4,75,36.95,08039
8,40,193,41,21.24,92,47.67,12,6.22,48,24.87,08040
8,41,145,29,20.0,63,43.45,10,6.9,43,29.66,08041
8,42,181,55,30.39,66,36.46,15,8.29,45,24.86,08042
8,43,141,31,21.99,65,46.1,22,15.6,23,16.31,08043
8,44,152,37,24.34,62,40.79,14,9.21,39,25.66,08044
8,45,148,40,27.03,47,31.76,16,10.81,45,30.41,08045
8,46,157,37,23.57,74,47.13,10,6.37,36,22.93,08046
8,47,180,43,23.89,77,42.78,15,8.33,45,25.0,08047
8,48,164,26,15.85,86,52.44,9,5.49,43,26.22,08048
8,49,235,51,21.7,122,51.91,12,5.11,50,21.28,08049
8,50,199,31,15.58,123,61.81,10,5.03,35,17.59,08050
8,51,237,58,24.47,105,44.3,28,11.81,46,19.41,08051
8,52,220,48,21.82,112,50.91,18,8.18,42,19.09,08052
8,53,236,39,16.53,107,45.34,10,4.24,80,33.9,08053
8,54,202,45,22.28,93,46.04,15,7.43,49,24.26,08054
8,55,141,41,29.08,49,34.75,14,9.93,37,26.24,08055
8,56,204,46,22.55,97,47.55,21,10.29,40,19.61,08056
8,57,111,25,22.52,41,36.94,9,8.11,36,32.43,08057
8,58,215,40,18.6,110,51.16,17,7.91,48,22.33,08058
8,59,104,33,31.73,29,27.88,16,15.38,26,25.0,08059
8,60,147,53,36.05,42,28.57,8,5.44,44,29.93,08060
8,61,163,44,26.99,59,36.2,13,7.98,47,28.83,08061
8,62,180,34,18.89,72,40.0,11,6.11,63,35.0,08062
8,63,227,44,19.38,99,43.61,19,8.37,65,28.63,08063
8,64,147,25,17.01,72,48.98,18,12.24,32,21.77,08064
8,65,124,24,19.35,53,42.74,9,7.26,38,30.65,08065
8,66,239,59,24.69,89,37.24,18,7.53,73,30.54,08066
8,67,95,15,15.79,59,62.11,2,2.11,19,20.0,08067
8,68,97,19,19.59,60,61.86,5,5.15,13,13.4,08068
8,69,113,26,23.01,42,37.17,18,15.93,27,23.89,08069
8,70,214,47,21.96,78,36.45,28,13.08,61,28.5,08070
9,1,233,53,22.75,99,42.49,14,6.01,67,28.76,09001
9,2,187,42,22.46,69,36.9,20,10.7,56,29.95,09002
9,3,76,23,30.26,15,19.74,19,25.0,19,25.0,09003
9,4,195,45,23.08,60,30.77,23,11.79,67,34.36,09004
9,5,161,30,18.63,61,37.89,26,16.15,44,27.33,09005
9,6,178,49,27.53,56,31.46,20,11.24,53,29.78,09006
9,7,189,50,26.46,65,34.39,20,10.58,54,28.57,09007
9,8,188,44,23.4,61,32.45,21,11.17,62,32.98,09008
9,9,200,59,29.5,75,37.5,15,7.5,51,25.5,09009
9,10,175,46,26.29,76,43.43,10,5.71,43,24.57,09010
9,11,106,33,31.13,29,27.36,9,8.49,35,33.02,09011
9,12,184,45,24.46,67,36.41,13,7.07,59,32.07,09012
9,13,225,52,23.11,76,33.78,17,7.56,80,35.56,09013
9,14,227,65,28.63,83,36.56,25,11.01,54,23.79,09014
9,15,132,48,36.36,34,25.76,14,10.61,36,27.27,09015
9,16,111,23,20.72,45,40.54,15,13.51,28,25.23,09016
9,17,179,52,29.05,60,33.52,13,7.26,54,30.17,09017
9,18,188,51,27.13,36,19.15,28,14.89,73,38.83,09018
9,19,196,43,21.94,81,41.33,13,6.63,59,30.1,09019
9,20,214,51,23.83,88,41.12,21,9.81,54,25.23,09020
9,21,161,35,21.74,60,37.27,20,12.42,46,28.57,09021
9,22,225,37,16.44,105,46.67,21,9.33,62,27.56,09022
9,23,129,35,27.13,43,33.33,12,9.3,39,30.23,09023
9,24,73,20,27.4,19,26.03,12,16.44,22,30.14,09024
9,25,97,25,25.77,31,31.96,5,5.15,36,37.11,09025
9,26,99,26,26.26,28,28.28,10,10.1,35,35.35,09026
9,27,138,34,24.64,50,36.23,15,10.87,39,28.26,09027
9,28,86,24,27.91,21,24.42,7,8.14,34,39.53,09028
9,29,128,33,25.78,42,32.81,16,12.5,37,28.91,09029
9,30,150,34,22.67,69,46.0,13,8.67,34,22.67,09030
9,31,143,29,20.28,62,43.36,17,11.89,35,24.48,09031
9,32,173,50,28.9,56,32.37,10,5.78,57,32.95,09032
9,33,130,37,28.46,38,29.23,20,15.38,35,26.92,09033
9,34,152,31,20.39,47,30.92,24,15.79,50,32.89,09034
9,35,231,58,25.11,87,37.66,22,9.52,64,27.71,09035
9,36,191,28,14.66,88,46.07,21,10.99,54,28.27,09036
9,37,184,42,22.83,28,15.22,24,13.04,90,48.91,09037
9,38,117,27,23.08,55,47.01,4,3.42,31,26.5,09038
9,39,184,56,30.43,67,36.41,11,5.98,50,27.17,09039
9,40,197,50,25.38,85,43.15,18,9.14,44,22.34,09040
9,41,193,38,19.69,73,37.82,19,9.84,63,32.64,09041
9,42,71,19,26.76,17,23.94,15,21.13,20,28.17,09042
9,43,106,30,28.3,28,26.42,10,9.43,38,35.85,09043
9,44,107,36,33.64,28,26.17,15,14.02,28,26.17,09044
9,45,183,44,24.04,65,35.52,17,9.29,57,31.15,09045
9,46,142,35,24.65,43,30.28,14,9.86,50,35.21,09046
9,47,205,49,23.9,85,41.46,11,5.37,60,29.27,09047
9,48,206,41,19.9,81,39.32,22,10.68,62,30.1,09048
9,49,106,29,27.36,40,37.74,8,7.55,29,27.36,09049
9,50,155,33,21.29,67,43.23,14,9.03,41,26.45,09050
9,51,107,24,22.43,45,42.06,8,7.48,30,28.04,09051
9,52,200,58,29.0,66,33.0,19,9.5,57,28.5,09052
10,1,104,20,19.23,25,24.04,15,14.42,44,42.31,10001
10,2,85,6,7.06,27,31.76,11,12.94,41,48.24,10002
10,3,143,8,5.59,32,22.38,23,16.08,80,55.94,10003
10,4,91,19,20.88,22,24.18,11,12.09,39,42.86,10004
10,5,105,14,13.33,40,38.1,10,9.52,41,39.05,10005
10,6,136,31,22.79,50,36.76,14,10.29,41,30.15,10006
10,7,32,8,25.0,8,25.0,3,9.38,13,40.63,10007
10,8,104,8,7.69,25,24.04,11,10.58,60,57.69,10008
10,9,112,9,8.04,25,22.32,21,18.75,57,50.89,10009
10,10,99,6,6.06,28,28.28,15,15.15,50,50.51,10010
10,11,108,17,15.74,26,24.07,12,11.11,53,49.07,10011
10,12,83,17,20.48,11,13.25,12,14.46,43,51.81,10012
10,13,106,11,10.38,44,41.51,12,11.32,39,36.79,10013
10,14,112,18,16.07,27,24.11,12,10.71,55,49.11,10014
10,15,42,2,4.76,5,11.9,9,21.43,26,61.9,10015
10,16,122,10,8.2,38,31.15,13,10.66,61,50.0,10016
10,17,77,8,10.39,17,22.08,6,7.79,46,59.74,10017
10,18,83,9,10.84,26,31.33,5,6.02,43,51.81,10018
10,19,133,8,6.02,32,24.06,21,15.79,72,54.14,10019
10,20,66,5,7.58,20,30.3,8,12.12,33,50.0,10020
10,21,91,8,8.79,19,20.88,11,12.09,53,58.24,10021
10,22,19,1,5.26,7,36.84,6,31.58,5,26.32,10022
10,23,94,11,11.7,34,36.17,11,11.7,38,40.43,10023
10,24,91,10,10.99,13,14.29,12,13.19,56,61.54,10024
10,25,116,28,24.14,27,23.28,15,12.93,46,39.66,10025
10,26,73,10,13.7,15,20.55,7,9.59,41,56.16,10026
10,27,131,15,11.45,38,29.01,12,9.16,66,50.38,10027
10,28,94,23,24.47,27,28.72,12,12.77,32,34.04,10028
10,29,129,26,20.16,45,34.88,13,10.08,45,34.88,10029
10,30,118,16,13.56,34,28.81,12,10.17,56,47.46,10030
10,31,89,9,10.11,30,33.71,8,8.99,42,47.19,10031
10,32,90,11,12.22,23,25.56,14,15.56,42,46.67,10032
10,33,85,15,17.65,23,27.06,11,12.94,36,42.35,10033
10,34,98,11,11.22,20,20.41,19,19.39,48,48.98,10034
10,35,105,13,12.38,29,27.62,17,16.19,46,43.81,10035
10,36,132,26,19.7,38,28.79,12,9.09,56,42.42,10036
10,37,84,15,17.86,24,28.57,14,16.67,31,36.9,10037
10,38,92,10,10.87,21,22.83,13,14.13,48,52.17,10038
10,39,92,12,13.04,23,25.0,13,14.13,44,47.83,10039
10,40,89,11,12.36,29,32.58,6,6.74,43,48.31,10040
10,41,120,5,4.17,17,14.17,23,19.17,75,62.5,10041
10,42,97,10,10.31,20,20.62,22,22.68,45,46.39,10042
10,43,46,8,17.39,15,32.61,5,10.87,18,39.13,10043
10,44,85,10,11.76,32,37.65,5,5.88,38,44.71,10044
10,45,53,7,13.21,8,15.09,5,9.43,33,62.26,10045
10,46,96,14,14.58,22,22.92,16,16.67,44,45.83,10046
10,47,98,14,14.29,26,26.53,9,9.18,49,50.0,10047
10,48,97,18,18.56,31,31.96,13,13.4,35,36.08,10048
10,49,94,18,19.15,31,32.98,19,20.21,26,27.66,10049
11,1,171,15,8.77,69,40.35,23,13.45,64,37.43,11001
11,2,116,17,14.66,27,23.28,11,9.48,61,52.59,11002
11,3,115,11,9.57,71,61.74,5,4.35,28,24.35,11003
11,4,163,17,10.43,82,50.31,17,10.43,47,28.83,11004
11,5,80,14,17.5,22,27.5,14,17.5,30,37.5,11005
11,6,173,28,16.18,41,23.7,25,14.45,79,45.66,11006
11,7,139,19,13.67,65,46.76,8,5.76,47,33.81,11007
11,8,155,19,12.26,69,44.52,18,11.61,49,31.61,11008
11,9,113,1,0.88,60,53.1,15,13.27,37,32.74,11009
11,10,84,12,14.29,26,30.95,11,13.1,35,41.67,11010
11,11,172,19,11.05,65,37.79,23,13.37,65,37.79,11011
11,12,214,9,4.21,138,64.49,24,11.21,43,20.09,11012
11,13,151,9,5.96,91,60.26,16,10.6,35,23.18,11013
11,14,118,8,6.78,77,65.25,5,4.24,28,23.73,11014
11,15,141,14,9.93,71,50.35,21,14.89,35,24.82,11015
11,16,152,14,9.21,78,51.32,21,13.82,39,25.66,11016
11,17,181,32,17.68,36,19.89,26,14.36,87,48.07,11017
11,18,111,15,13.51,42,37.84,9,8.11,45,40.54,11018
11,19,105,15,14.29,46,43.81,11,10.48,33,31.43,11019
11,20,150,11,7.33,100,66.67,12,8.0,27,18.0,11020
11,21,215,19,8.84,107,49.77,25,11.63,64,29.77,11021
11,22,128,10,7.81,67,52.34,13,10.16,38,29.69,11022
11,23,133,8,6.02,72,54.14,16,12.03,37,27.82,11023
11,24,366,21,5.74,262,71.58,27,7.38,56,15.3,11024
11,25,125,10,8.0,67,53.6,15,12.0,33,26.4,11025
11,26,207,16,7.73,98,47.34,18,8.7,75,36.23,11026
11,27,127,8,6.3,75,59.06,11,8.66,33,25.98,11027
11,28,140,25,17.86,49,35.0,28,20.0,38,27.14,11028
11,29,186,16,8.6,90,48.39,16,8.6,64,34.41,11029
11,30,132,18,13.64,55,41.67,5,3.79,54,40.91,11030
11,31,141,11,7.8,71,50.35,16,11.35,43,30.5,11031
11,32,150,8,5.33,89,59.33,15,10.0,38,25.33,11032
11,33,129,4,3.1,71,55.04,16,12.4,38,29.46,11033
11,34,87,12,13.79,36,41.38,5,5.75,34,39.08,11034
11,35,264,17,6.44,184,69.7,19,7.2,44,16.67,11035
11,36,46,3,6.52,27,58.7,4,8.7,12,26.09,11036
11,37,210,10,4.76,125,59.52,19,9.05,56,26.67,11037
11,38,264,19,7.2,162,61.36,27,10.23,56,21.21,11038
11,39,260,23,8.85,122,46.92,34,13.08,81,31.15,11039
11,40,99,9,9.09,51,51.52,9,9.09,30,30.3,11040
11,41,111,9,8.11,58,52.25,14,12.61,30,27.03,11041
11,42,100,8,8.0,54,54.0,14,14.0,24,24.0,11042
11,43,199,18,9.05,100,50.25,22,11.06,59,29.65,11043
11,44,143,23,16.08,59,41.26,10,6.99,51,35.66,11044
11,45,85,8,9.41,42,49.41,7,8.24,28,32.94,11045
11,46,97,5,5.15,71,73.2,4,4.12,17,17.53,11046
11,47,120,8,6.67,43,35.83,18,15.0,51,42.5,11047
11,48,70,2,2.86,43,61.43,6,8.57,19,27.14,11048
11,49,175,17,9.71,118,67.43,14,8.0,26,14.86,11049
11,50,112,13,11.61,43,38.39,14,12.5,42,37.5,11050
12,1,62,20,32.26,8,12.9,9,14.52,25,40.32,12001
12,2,73,13,17.81,6,8.22,11,15.07,43,58.9,12002
12,3,73,11,15.07,10,13.7,5,6.85,47,64.38,12003
12,4,67,14,20.9,9,13.43,14,20.9,30,44.78,12004
12,5,82,15,18.29,9,10.98,11,13.41,47,57.32,12005
12,6,73,17,23.29,10,13.7,8,10.96,38,52.05,12006
12,7,75,15,20.0,10,13.33,13,17.33,37,49.33,12007
12,8,134,23,17.16,22,16.42,22,16.42,67,50.0,12008
12,9,90,19,21.11,12,13.33,11,12.22,48,53.33,12009
12,10,84,27,32.14,7,8.33,11,13.1,39,46.43,12010
12,11,137,28,20.44,15,10.95,18,13.14,76,55.47,12011
12,12,68,11,16.18,9,13.24,10,14.71,38,55.88,12012
12,13,132,25,18.94,18,13.64,26,19.7,63,47.73,12013
12,14,64,9,14.06,7,10.94,9,14.06,39,60.94,12014
12,15,71,17,23.94,12,16.9,6,8.45,36,50.7,12015
12,16,74,12,16.22,7,9.46,12,16.22,43,58.11,12016
12,17,112,29,25.89,24,21.43,20,17.86,39,34.82,12017
12,18,78,14,17.95,16,20.51,15,19.23,33,42.31,12018
12,19,102,21,20.59,11,10.78,17,16.67,53,51.96,12019
12,20,68,8,11.76,11,16.18,12,17.65,37,54.41,12020
12,21,115,15,13.04,16,13.91,15,13.04,69,60.0,12021
12,22,75,18,24.0,14,18.67,3,4.0,40,53.33,12022
12,23,85,13,15.29,16,18.82,19,22.35,37,43.53,12023
12,24,129,24,18.6,21,16.28,12,9.3,72,55.81,12024
13,1,167,13,7.78,96,57.49,15,8.98,43,25.75,13001
13,2,150,13,8.67,87,58.0,18,12.0,32,21.33,13002
13,3,198,22,11.11,63,31.82,19,9.6,94,47.47,13003
13,4,260,21,8.08,125,48.08,26,10.0,88,33.85,13004
13,5,190,16,8.42,95,50.0,20,10.53,59,31.05,13005
13,6,179,19,10.61,77,43.02,17,9.5,66,36.87,13006
13,7,195,14,7.18,118,60.51,14,7.18,49,25.13,13007
13,8,218,9,4.13,122,55.96,22,10.09,65,29.82,13008
13,9,201,18,8.96,99,49.25,23,11.44,61,30.35,13009
13,10,191,11,5.76,99,51.83,22,11.52,59,30.89,13010
13,11,216,30,13.89,110,50.93,24,11.11,52,24.07,13011
13,12,176,21,11.93,63,35.8,14,7.95,78,44.32,13012
13,13,204,9,4.41,141,69.12,16,7.84,38,18.63,13013
13,14,138,14,10.14,64,46.38,24,17.39,36,26.09,13014
13,15,297,17,5.72,160,53.87,21,7.07,99,33.33,13015
13,16,153,19,12.42,57,37.25,15,9.8,62,40.52,13016
13,17,206,15,7.28,77,37.38,28,13.59,86,41.75,13017
13,18,138,15,10.87,47,34.06,15,10.87,61,44.2,13018
13,19,164,17,10.37,101,61.59,9,5.49,37,22.56,13019
13,20,170,13,7.65,68,40.0,16,9.41,73,42.94,13020
13,21,241,23,9.54,107,44.4,26,10.79,85,35.27,13021
13,22,206,15,7.28,142,68.93,14,6.8,35,16.99,13022
13,23,156,6,3.85,90,57.69,15,9.62,45,28.85,13023
13,24,190,7,3.68,116,61.05,12,6.32,55,28.95,13024
13,25,144,23,15.97,34,23.61,24,16.67,63,43.75,13025
13,26,125,7,5.6,64,51.2,6,4.8,48,38.4,13026
13,27,220,15,6.82,100,45.45,33,15.0,72,32.73,13027
13,28,128,11,8.59,52,40.63,13,10.16,52,40.63,13028
13,29,160,14,8.75,75,46.88,17,10.63,54,33.75,13029
13,30,197,16,8.12,104,52.79,12,6.09,65,32.99,13030
13,31,209,14,6.7,118,56.46,13,6.22,64,30.62,13031
13,32,182,30,16.48,74,40.66,18,9.89,60,32.97,13032
13,33,163,14,8.59,72,44.17,17,10.43,60,36.81,13033
13,34,176,9,5.11,95,53.98,26,14.77,46,26.14,13034
13,35,225,11,4.89,159,70.67,8,3.56,47,20.89,13035
13,36,108,17,15.74,42,38.89,17,15.74,32,29.63,13036
13,37,128,14,10.94,61,47.66,10,7.81,43,33.59,13037
13,38,204,17,8.33,106,51.96,16,7.84,65,31.86,13038
13,39,170,12,7.06,100,58.82,10,5.88,48,28.24,13039
13,40,203,23,11.33,74,36.45,22,10.84,84,41.38,13040
13,41,194,9,4.64,126,64.95,12,6.19,47,24.23,13041
13,42,221,18,8.14,132,59.73,21,9.5,50,22.62,13042
13,43,151,20,13.25,93,61.59,9,5.96,29,19.21,13043
13,44,317,3,0.95,285,89.91,6,1.89,23,7.26,13044
13,45,285,11,3.86,172,60.35,31,10.88,71,24.91,13045
13,46,186,13,6.99,116,62.37,11,5.91,46,24.73,13046
13,47,162,11,6.79,91,56.17,11,6.79,49,30.25,13047
13,48,223,23,10.31,119,53.36,26,11.66,55,24.66,13048
13,49,240,15,6.25,169,70.42,16,6.67,40,16.67,13049
13,50,294,13,4.42,218,74.15,14,4.76,49,16.67,13050
14,1,107,6,5.61,49,45.79,10,9.35,42,39.25,14001
14,2,127,16,12.6,36,28.35,8,6.3,67,52.76,14002
14,3,165,15,9.09,74,44.85,10,6.06,66,40.0,14003
14,4,111,10,9.01,51,45.95,10,9.01,40,36.04,14004
14,5,178,12,6.74,109,61.24,10,5.62,47,26.4,14005
14,6,117,12,10.26,34,29.06,13,11.11,58,49.57,14006
14,7,117,11,9.4,53,45.3,8,6.84,45,38.46,14007
14,8,93,4,4.3,43,46.24,9,9.68,37,39.78,14008
14,9,156,15,9.62,66,42.31,14,8.97,61,39.1,14009
14,10,127,10,7.87,54,42.52,13,10.24,50,39.37,14010
14,11,110,7,6.36,66,60.0,5,4.55,32,29.09,14011
14,12,114,2,1.75,72,63.16,8,7.02,32,28.07,14012
14,13,183,21,11.48,80,43.72,12,6.56,70,38.25,14013
14,14,96,10,10.42,45,46.88,9,9.38,32,33.33,14014
14,15,145,17,11.72,77,53.1,23,15.86,28,19.31,14015
14,16,121,8,6.61,41,33.88,9,7.44,63,52.07,14016
14,17,137,9,6.57,97,70.8,5,3.65,26,18.98,14017
14,18,114,19,16.67,19,16.67,18,15.79,58,50.88,14018
14,19,174,17,9.77,92,52.87,10,5.75,55,31.61,14019
14,20,109,10,9.17,46,42.2,14,12.84,39,35.78,14020
14,21,151,7,4.64,113,74.83,5,3.31,26,17.22,14021
14,22,151,17,11.26,82,54.3,9,5.96,43,28.48,14022
14,23,127,11,8.66,57,44.88,11,8.66,48,37.8,14023
14,24,76,4,5.26,38,50.0,7,9.21,27,35.53,14024
14,25,154,15,9.74,54,35.06,14,9.09,71,46.1,14025
14,26,151,32,21.19,39,25.83,16,10.6,64,42.38,14026
14,27,151,19,12.58,33,21.85,20,13.25,79,52.32,14027
14,28,139,18,12.95,40,28.78,10,7.19,71,51.08,14028
14,29,151,9,5.96,81,53.64,17,11.26,44,29.14,14029
14,30,101,7,6.93,49,48.51,9,8.91,36,35.64,14030
14,31,129,10,7.75,92,71.32,7,5.43,20,15.5,14031
14,32,105,11,10.48,56,53.33,7,6.67,31,29.52,14032
14,33,104,2,1.92,67,64.42,6,5.77,29,27.88,14033
14,34,131,10,7.63,87,66.41,5,3.82,29,22.14,14034
14,35,96,10,10.42,46,47.92,11,11.46,29,30.21,14035
15,1,75,21,28.0,13,17.33,4,5.33,37,49.33,15001
15,2,95,33,34.74,23,24.21,11,11.58,28,29.47,15002
15,3,88,19,21.59,28,31.82,15,17.05,26,29.55,15003
15,4,93,25,26.88,31,33.33,14,15.05,23,24.73,15004
15,5,88,27,30.68,30,34.09,9,10.23,22,25.0,15005
15,6,85,24,28.24,18,21.18,11,12.94,32,37.65,15006
15,7,94,25,26.6,27,28.72,19,20.21,23,24.47,15007
15,8,136,40,29.41,37,27.21,16,11.76,43,31.62,15008
15,9,113,33,29.2,26,23.01,14,12.39,40,35.4,15009
15,10,85,13,15.29,9,10.59,11,12.94,52,61.18,15010
15,11,101,32,31.68,24,23.76,12,11.88,33,32.67,15011
15,12,56,16,28.57,20,35.71,7,12.5,13,23.21,15012
15,13,55,19,34.55,12,21.82,5,9.09,19,34.55,15013
15,14,126,32,25.4,24,19.05,17,13.49,53,42.06,15014
15,15,68,23,33.82,14,20.59,4,5.88,27,39.71,15015
15,16,62,7,11.29,11,17.74,9,14.52,35,56.45,15016
15,17,108,17,15.74,54,50.0,9,8.33,28,25.93,15017
15,18,77,19,24.68,33,42.86,9,11.69,16,20.78,15018
15,19,110,34,30.91,28,25.45,16,14.55,32,29.09,15019
15,20,96,18,18.75,37,38.54,11,11.46,30,31.25,15020
15,21,114,30,26.32,33,28.95,14,12.28,37,32.46,15021
15,22,110,30,27.27,30,27.27,17,15.45,33,30.0,15022
15,23,73,18,24.66,24,32.88,10,13.7,21,28.77,15023
15,24,114,29,25.44,25,21.93,13,11.4,47,41.23,15024
15,25,66,22,33.33,14,21.21,10,15.15,20,30.3,15025
15,26,95,24,25.26,37,38.95,7,7.37,27,28.42,15026
15,27,83,20,24.1,24,28.92,11,13.25,28,33.73,15027
15,28,92,16,17.39,12,13.04,19,20.65,45,48.91,15028
15,29,44,9,20.45,12,27.27,6,13.64,17,38.64,15029
15,30,83,25,30.12,18,21.69,12,14.46,28,33.73,15030
15,31,98,26,26.53,39,39.8,8,8.16,25,25.51,15031
15,32,81,24,29.63,18,22.22,8,9.88,31,38.27,15032
15,33,73,14,19.18,32,43.84,6,8.22,21,28.77,15033
15,34,81,22,27.16,26,32.1,11,13.58,22,27.16,15034
15,35,116,35,30.17,34,29.31,15,12.93,32,27.59,15035
15,36,86,27,31.4,35,40.7,6,6.98,18,20.93,15036
15,37,93,24,25.81,28,30.11,12,12.9,29,31.18,15037
15,38,89,24,26.97,23,25.84,18,20.22,24,26.97,15038
15,39,121,21,17.36,62,51.24,18,14.88,20,16.53,15039
15,40,113,33,29.2,31,27.43,10,8.85,39,34.51,15040
15,41,131,30,22.9,37,28.24,13,9.92,51,38.93,15041
15,42,60,22,36.67,17,28.33,10,16.67,11,18.33,15042
15,43,92,19,20.65,43,46.74,8,8.7,22,23.91,15043
15,44,85,20,23.53,17,20.0,12,14.12,36,42.35,15044
15,45,53,15,28.3,11,20.75,7,13.21,20,37.74,15045
15,46,75,25,33.33,17,22.67,7,9.33,26,34.67,15046
15,47,105,31,29.52,26,24.76,18,17.14,30,28.57,15047
15,48,78,25,32.05,17,21.79,12,15.38,24,30.77,15048
15,49,63,17,26.98,17,26.98,4,6.35,25,39.68,15049
15,50,87,25,28.74,35,40.23,10,11.49,17,19.54,15050
15,51,65,15,23.08,23,35.38,8,12.31,19,29.23,15051
15,52,64,19,29.69,22,34.38,10,15.63,13,20.31,15052
16,1,60,18,30.0,21,35.0,7,11.67,14,23.33,16001
16,2,79,11,13.92,31,39.24,11,13.92,26,32.91,16002
16,3,109,26,23.85,46,42.2,9,8.26,28,25.69,16003
16,4,65,12,18.46,22,33.85,9,13.85,22,33.85,16004
16,5,106,32,30.19,40,37.74,19,17.92,15,14.15,16005
16,6,45,17,37.78,12,26.67,5,11.11,11,24.44,16006
16,7,79,16,20.25,31,39.24,11,13.92,21,26.58,16007
16,8,93,23,24.73,19,20.43,23,24.73,28,30.11,16008
16,9,164,28,17.07,75,45.73,19,11.59,42,25.61,16009
16,10,77,15,19.48,31,40.26,11,14.29,20,25.97,16010
16,11,94,18,19.15,36,38.3,9,9.57,31,32.98,16011
16,12,79,16,20.25,22,27.85,16,20.25,25,31.65,16012
16,13,70,16,22.86,14,20.0,10,14.29,30,42.86,16013
16,14,112,24,21.43,46,41.07,16,14.29,26,23.21,16014
16,15,123,28,22.76,41,33.33,14,11.38,40,32.52,16015
16,16,131,37,28.24,51,38.93,11,8.4,32,24.43,16016
16,17,102,20,19.61,23,22.55,10,9.8,49,48.04,16017
16,18,92,24,26.09,32,34.78,8,8.7,28,30.43,16018
16,19,83,22,26.51,21,25.3,14,16.87,26,31.33,16019
16,20,114,28,24.56,51,44.74,16,14.04,19,16.67,16020
16,21,73,8,10.96,13,17.81,14,19.18,38,52.05,16021
16,22,88,21,23.86,26,29.55,11,12.5,30,34.09,16022
16,23,75,15,20.0,13,17.33,11,14.67,36,48.0,16023
16,24,68,16,23.53,22,32.35,7,10.29,23,33.82,16024
16,25,90,23,25.56,41,45.56,8,8.89,18,20.0,16025
16,26,100,30,30.0,41,41.0,8,8.0,21,21.0,16026
16,27,164,49,29.88,66,40.24,17,10.37,32,19.51,16027
16,28,137,40,29.2,55,40.15,9,6.57,33,24.09,16028
16,29,71,22,30.99,21,29.58,12,16.9,16,22.54,16029
16,30,66,14,21.21,27,40.91,7,10.61,18,27.27,16030
16,31,132,32,24.24,63,47.73,7,5.3,30,22.73,16031
16,32,98,20,20.41,20,20.41,9,9.18,49,50.0,16032
16,33,98,21,21.43,51,52.04,9,9.18,17,17.35,16033
16,34,99,28,28.28,39,39.39,9,9.09,23,23.23,16034
16,35,69,9,13.04,19,27.54,7,10.14,34,49.28,16035
16,36,109,27,24.77,31,28.44,13,11.93,38,34.86,16036
16,37,71,18,25.35,30,42.25,8,11.27,15,21.13,16037
16,38,120,31,25.83,39,32.5,12,10.0,38,31.67,16038
16,39,71,18,25.35,11,15.49,15,21.13,27,38.03,16039
16,40,132,38,28.79,61,46.21,15,11.36,18,13.64,16040
16,41,58,14,24.14,18,31.03,6,10.34,20,34.48,16041
16,42,85,11,12.94,26,30.59,14,16.47,34,40.0,16042
16,43,143,26,18.18,72,50.35,10,6.99,35,24.48,16043
16,44,94,12,12.77,32,34.04,10,10.64,40,42.55,16044
16,45,69,23,33.33,23,33.33,7,10.14,16,23.19,16045
16,46,36,6,16.67,18,50.0,2,5.56,10,27.78,16046
17,1,79,28,35.44,14,17.72,12,15.19,25,31.65,17001
17,2,105,21,20.0,51,48.57,7,6.67,26,24.76,17002
17,3,91,29,31.87,24,26.37,9,9.89,29,31.87,17003
17,4,197,55,27.92,53,26.9,18,9.14,71,36.04,17004
17,5,97,37,38.14,16,16.49,14,14.43,30,30.93,17005
17,6,99,36,36.36,24,24.24,11,11.11,28,28.28,17006
