ward,precinct,total,Jesse White,Jesse White Percent,Michael Webster,Michael Webster Percent,Christopher Michel,Christopher Michel Percent,precinct_id
13,6,296,232,78.38,57,19.26,7,2.36,13006
13,7,209,186,89.0,14,6.7,9,4.31,13007
13,8,239,183,76.57,51,21.34,5,2.09,13008
13,9,261,223,85.44,34,13.03,4,1.53,13009
13,10,302,223,73.84,69,22.85,10,3.31,13010
13,11,339,277,81.71,51,15.04,11,3.24,13011
13,12,234,199,85.04,28,11.97,7,2.99,13012
13,13,310,275,88.71,29,9.35,6,1.94,13013
13,14,227,190,83.7,27,11.89,10,4.41,13014
13,15,395,346,87.59,37,9.37,12,3.04,13015
13,16,180,162,90.0,16,8.89,2,1.11,13016
13,17,261,200,76.63,51,19.54,10,3.83,13017
13,18,236,196,83.05,32,13.56,8,3.39,13018
13,19,274,251,91.61,16,5.84,7,2.55,13019
13,20,197,150,76.14,40,20.3,7,3.55,13020
13,21,345,267,77.39,74,21.45,4,1.16,13021
13,22,328,244,74.39,74,22.56,10,3.05,13022
13,23,194,163,84.02,24,12.37,7,3.61,13023
13,24,246,214,86.99,28,11.38,4,1.63,13024
13,25,266,224,84.21,38,14.29,4,1.5,13025
13,26,264,216,81.82,38,14.39,10,3.79,13026
13,27,257,212,82.49,35,13.62,10,3.89,13027
13,28,190,169,88.95,18,9.47,3,1.58,13028
13,29,199,175,87.94,20,10.05,4,2.01,13029
13,30,169,151,89.35,11,6.51,7,4.14,13030
13,31,297,227,76.43,56,18.86,14,4.71,13031
13,32,263,202,76.81,54,20.53,7,2.66,13032
13,33,292,213,72.95,70,23.97,9,3.08,13033
13,34,301,271,90.03,25,8.31,5,1.66,13034
13,35,241,218,90.46,18,7.47,5,2.07,13035
13,36,145,130,89.66,14,9.66,1,0.69,13036
13,37,324,295,91.05,21,6.48,8,2.47,13037
13,38,253,192,75.89,53,20.95,8,3.16,13038
13,39,253,233,92.09,14,5.53,6,2.37,13039
13,40,222,176,79.28,36,16.22,10,4.5,13040
13,41,278,255,91.73,16,5.76,7,2.52,13041
13,42,308,223,72.4,76,24.68,9,2.92,13042
13,43,286,238,83.22,35,12.24,13,4.55,13043
13,44,338,318,94.08,11,3.25,9,2.66,13044
13,45,331,282,85.2,37,11.18,12,3.63,13045
13,46,274,248,90.51,18,6.57,8,2.92,13046
13,47,222,192,86.49,28,12.61,2,0.9,13047
13,48,266,209,78.57,45,16.92,12,4.51,13048
14,1,387,299,77.26,76,19.64,12,3.1,14001
14,2,355,311,87.61,35,9.86,9,2.54,14002
14,3,224,204,91.07,19,8.48,1,0.45,14003
14,4,298,220,73.83,69,23.15,9,3.02,14004
14,5,342,321,93.86,12,3.51,9,2.63,14005
14,6,116,106,91.38,4,3.45,6,5.17,14006
14,7,283,241,85.16,36,12.72,6,2.12,14007
14,8,238,202,84.87,29,12.18,7,2.94,14008
14,9,349,274,78.51,63,18.05,12,3.44,14009
14,10,194,168,86.6,23,11.86,3,1.55,14010
14,11,141,130,92.2,10,7.09,1,0.71,14011
14,12,277,235,84.84,36,13.0,6,2.17,14012
14,13,209,182,87.08,17,8.13,10,4.78,14013
14,14,233,205,87.98,20,8.58,8,3.43,14014
14,15,259,244,94.21,9,3.47,6,2.32,14015
14,16,206,177,85.92,22,10.68,7,3.4,14016
14,17,233,211,90.56,17,7.3,5,2.15,14017
14,18,116,94,81.03,17,14.66,5,4.31,14018
14,19,225,195,86.67,21,9.33,9,4.0,14019
14,20,175,152,86.86,17,9.71,6,3.43,14020
14,21,233,204,87.55,20,8.58,9,3.86,14021
14,22,285,225,78.95,49,17.19,11,3.86,14022
14,23,252,194,76.98,48,19.05,10,3.97,14023
14,24,410,315,76.83,78,19.02,17,4.15,14024
14,25,164,148,90.24,13,7.93,3,1.83,14025
14,26,165,144,87.27,10,6.06,11,6.67,14026
14,27,243,205,84.36,29,11.93,9,3.7,14027
14,28,190,159,83.68,24,12.63,7,3.68,14028
14,29,217,203,93.55,8,3.69,6,2.76,14029
14,30,109,99,90.83,7,6.42,3,2.75,14030
14,31,145,134,92.41,7,4.83,4,2.76,14031
15,1,198,179,90.4,14,7.07,5,2.53,15001
15,2,249,242,97.19,4,1.61,3,1.2,15002
15,3,249,248,99.6,1,0.4,0,0.0,15003
15,4,184,162,88.04,12,6.52,10,5.43,15004
15,5,215,182,84.65,21,9.77,12,5.58,15005
15,6,222,180,81.08,29,13.06,13,5.86,15006
15,7,295,292,98.98,1,0.34,2,0.68,15007
15,8,192,169,88.02,19,9.9,4,2.08,15008
15,9,266,237,89.1,22,8.27,7,2.63,15009
15,10,293,251,85.67,29,9.9,13,4.44,15010
15,11,244,219,89.75,20,8.2,5,2.05,15011
15,12,263,232,88.21,19,7.22,12,4.56,15012
15,13,204,183,89.71,19,9.31,2,0.98,15013
15,14,177,156,88.14,13,7.34,8,4.52,15014
15,15,174,153,87.93,13,7.47,8,4.6,15015
15,16,221,202,91.4,14,6.33,5,2.26,15016
15,17,271,260,95.94,7,2.58,4,1.48,15017
15,18,240,238,99.17,2,0.83,0,0.0,15018
15,19,232,208,89.66,15,6.47,9,3.88,15019
15,20,224,219,97.77,2,0.89,3,1.34,15020
15,21,232,226,97.41,2,0.86,4,1.72,15021
15,22,283,277,97.88,2,0.71,4,1.41,15022
15,23,296,286,96.62,5,1.69,5,1.69,15023
15,24,246,238,96.75,4,1.63,4,1.63,15024
16,1,220,193,87.73,17,7.73,10,4.55,16001
16,2,253,247,97.63,5,1.98,1,0.4,16002
16,3,283,282,99.65,0,0.0,1,0.35,16003
16,4,284,280,98.59,1,0.35,3,1.06,16004
16,5,272,266,97.79,5,1.84,1,0.37,16005
16,6,300,292,97.33,4,1.33,4,1.33,16006
16,7,267,261,97.75,2,0.75,4,1.5,16007
16,8,182,173,95.05,3,1.65,6,3.3,16008
16,9,348,344,98.85,1,0.29,3,0.86,16009
16,10,269,262,97.4,5,1.86,2,0.74,16010
16,11,265,258,97.36,3,1.13,4,1.51,16011
16,12,215,205,95.35,4,1.86,6,2.79,16012
16,13,226,209,92.48,10,4.42,7,3.1,16013
16,14,240,232,96.67,7,2.92,1,0.42,16014
16,15,338,334,98.82,2,0.59,2,0.59,16015
16,16,303,295,97.36,4,1.32,4,1.32,16016
16,17,256,243,94.92,8,3.13,5,1.95,16017
16,18,281,265,94.31,9,3.2,7,2.49,16018
16,19,277,264,95.31,8,2.89,5,1.81,16019
16,20,266,262,98.5,2,0.75,2,0.75,16020
16,21,276,268,97.1,8,2.9,0,0.0,16021
16,22,266,258,96.99,3,1.13,5,1.88,16022
16,23,192,171,89.06,13,6.77,8,4.17,16023
16,24,197,192,97.46,1,0.51,4,2.03,16024
16,25,300,294,98.0,4,1.33,2,0.67,16025
16,26,260,253,97.31,5,1.92,2,0.77,16026
16,27,258,252,97.67,1,0.39,5,1.94,16027
16,28,294,287,97.62,2,0.68,5,1.7,16028
16,29,263,259,98.48,2,0.76,2,0.76,16029
16,30,280,274,97.86,4,1.43,2,0.71,16030
16,31,318,314,98.74,2,0.63,2,0.63,16031
16,32,203,181,89.16,13,6.4,9,4.43,16032
16,33,321,311,96.88,3,0.93,7,2.18,16033
16,34,266,259,97.37,4,1.5,3,1.13,16034
16,35,238,226,94.96,9,3.78,3,1.26,16035
16,36,225,218,96.89,3,1.33,4,1.78,16036
17,1,269,253,94.05,8,2.97,8,2.97,17001
17,2,327,319,97.55,3,0.92,5,1.53,17002
17,3,353,348,98.58,1,0.28,4,1.13,17003
17,4,414,409,98.79,4,0.97,1,0.24,17004
17,5,332,317,95.48,8,2.41,7,2.11,17005
17,6,277,270,97.47,3,1.08,4,1.44,17006
17,7,207,184,88.89,17,8.21,6,2.9,17007
17,8,316,309,97.78,3,0.95,4,1.27,17008
17,9,335,321,95.82,6,1.79,8,2.39,17009
17,10,373,370,99.2,1,0.27,2,0.54,17010
17,11,295,288,97.63,4,1.36,3,1.02,17011
17,12,316,295,93.35,9,2.85,12,3.8,17012
17,13,308,303,98.38,3,0.97,2,0.65,17013
17,14,271,258,95.2,7,2.58,6,2.21,17014
17,15,372,362,97.31,1,0.27,9,2.42,17015
17,16,313,296,94.57,10,3.19,7,2.24,17016
17,17,290,279,96.21,9,3.1,2,0.69,17017
17,18,372,368,98.92,2,0.54,2,0.54,17018
17,19,218,214,98.17,2,0.92,2,0.92,17019
17,20,419,416,99.28,0,0.0,3,0.72,17020
17,21,410,402,98.05,4,0.98,4,0.98,17021
17,22,304,296,97.37,3,0.99,5,1.64,17022
17,23,246,243,98.78,2,0.81,1,0.41,17023
17,24,401,392,97.76,4,1.0,5,1.25,17024
17,25,261,246,94.25,10,3.83,5,1.92,17025
17,26,404,397,98.27,3,0.74,4,0.99,17026
17,27,365,356,97.53,5,1.37,4,1.1,17027
17,28,303,299,98.68,1,0.33,3,0.99,17028
17,29,352,347,98.58,1,0.28,4,1.14,17029
17,30,233,210,90.13,17,7.3,6,2.58,17030
17,31,268,267,99.63,0,0.0,1,0.37,17031
17,32,272,263,96.69,6,2.21,3,1.1,17032
17,33,245,238,97.14,4,1.63,3,1.22,17033
17,34,275,273,99.27,0,0.0,2,0.73,17034
17,35,299,296,99.0,2,0.67,1,0.33,17035
17,36,380,374,98.42,2,0.53,4,1.05,17036
17,37,298,289,96.98,0,0.0,9,3.02,17037
17,38,360,351,97.5,2,0.56,7,1.94,17038
17,39,366,358,97.81,1,0.27,7,1.91,17039
17,40,341,336,98.53,2,0.59,3,0.88,17040
17,41,386,380,98.45,2,0.52,4,1.04,17041
18,1,278,266,95.68,9,3.24,3,1.08,18001
18,2,245,209,85.31,28,11.43,8,3.27,18002
18,3,291,238,81.79,42,14.43,11,3.78,18003
18,4,355,343,96.62,6,1.69,6,1.69,18004
18,5,251,245,97.61,2,0.8,4,1.59,18005
18,6,289,238,82.35,45,15.57,6,2.08,18006
18,7,346,320,92.49,13,3.76,13,3.76,18007
18,8,367,355,96.73,8,2.18,4,1.09,18008
18,9,354,336,94.92,10,2.82,8,2.26,18009
18,10,435,420,96.55,7,1.61,8,1.84,18010
18,11,264,241,91.29,17,6.44,6,2.27,18011
18,12,313,298,95.21,10,3.19,5,1.6,18012
18,13,333,319,95.8,11,3.3,3,0.9,18013
18,14,339,328,96.76,5,1.47,6,1.77,18014
18,15,335,293,87.46,30,8.96,12,3.58,18015
18,16,347,333,95.97,11,3.17,3,0.86,18016
18,17,317,298,94.01,13,4.1,6,1.89,18017
18,18,323,318,98.45,4,1.24,1,0.31,18018
18,19,361,351,97.23,5,1.39,5,1.39,18019
18,20,317,313,98.74,2,0.63,2,0.63,18020
18,21,414,387,93.48,15,3.62,12,2.9,18021
18,22,414,408,98.55,4,0.97,2,0.48,18022
18,23,316,306,96.84,5,1.58,5,1.58,18023
18,24,264,226,85.61,30,11.36,8,3.03,18024
18,25,283,232,81.98,45,15.9,6,2.12,18025
18,26,397,382,96.22,9,2.27,6,1.51,18026
18,27,267,256,95.88,8,3.0,3,1.12,18027
18,28,300,229,76.33,58,19.33,13,4.33,18028
18,29,307,282,91.86,25,8.14,0,0.0,18029
18,30,309,244,78.96,54,17.48,11,3.56,18030
18,31,325,308,94.77,15,4.62,2,0.62,18031
18,32,386,378,97.93,3,0.78,5,1.3,18032
18,33,278,273,98.2,1,0.36,4,1.44,18033
18,34,447,433,96.87,13,2.91,1,0.22,18034
18,35,385,369,95.84,9,2.34,7,1.82,18035
18,36,313,293,93.61,17,5.43,3,0.96,18036
18,37,355,337,94.93,9,2.54,9,2.54,18037
18,38,361,352,97.51,3,0.83,6,1.66,18038
18,39,248,240,96.77,3,1.21,5,2.02,18039
18,40,330,288,87.27,30,9.09,12,3.64,18040
18,41,389,370,95.12,10,2.57,9,2.31,18041
18,42,282,267,94.68,9,3.19,6,2.13,18042
18,43,226,189,83.63,31,13.72,6,2.65,18043
18,44,287,218,75.96,59,20.56,10,3.48,18044
18,45,259,236,91.12,16,6.18,7,2.7,18045
18,46,314,260,82.8,43,13.69,11,3.5,18046
18,47,247,239,96.76,6,2.43,2,0.81,18047
18,48,276,270,97.83,5,1.81,1,0.36,18048
18,49,262,250,95.42,7,2.67,5,1.91,18049
18,50,289,280,96.89,2,0.69,7,2.42,18050
19,1,369,272,73.71,88,23.85,9,2.44,19001
19,2,536,485,90.49,41,7.65,10,1.87,19002
19,3,306,180,58.82,116,37.91,10,3.27,19003
19,4,447,304,68.01,125,27.96,18,4.03,19004
19,5,462,391,84.63,61,13.2,10,2.16,19005
19,6,393,285,72.52,95,24.17,13,3.31,19006
19,7,385,293,76.1,78,20.26,14,3.64,19007
19,8,454,295,64.98,144,31.72,15,3.3,19008
19,9,273,193,70.7,74,27.11,6,2.2,19009
19,10,463,394,85.1,60,12.96,9,1.94,19010
19,11,389,243,62.47,139,35.73,7,1.8,19011
19,12,327,208,63.61,108,33.03,11,3.36,19012
19,13,478,460,96.23,11,2.3,7,1.46,19013
19,14,433,375,86.61,46,10.62,12,2.77,19014
19,15,494,328,66.4,133,26.92,33,6.68,19015
19,16,432,304,70.37,119,27.55,9,2.08,19016
19,17,352,265,75.28,79,22.44,8,2.27,19017
19,18,381,308,80.84,61,16.01,12,3.15,19018
19,19,490,405,82.65,78,15.92,7,1.43,19019
19,20,335,302,90.15,22,6.57,11,3.28,19020
19,21,377,254,67.37,105,27.85,18,4.77,19021
19,22,417,322,77.22,84,20.14,11,2.64,19022
19,23,408,310,75.98,91,22.3,7,1.72,19023
19,24,311,206,66.24,100,32.15,5,1.61,19024
19,25,393,306,77.86,81,20.61,6,1.53,19025
19,26,414,309,74.64,89,21.5,16,3.86,19026
19,27,405,358,88.4,31,7.65,16,3.95,19027
19,28,459,441,96.08,14,3.05,4,0.87,19028
19,29,400,265,66.25,120,30.0,15,3.75,19029
19,30,343,222,64.72,107,31.2,14,4.08,19030
19,31,356,282,79.21,61,17.13,13,3.65,19031
19,32,378,286,75.66,81,21.43,11,2.91,19032
19,33,399,255,63.91,129,32.33,15,3.76,19033
19,34,380,293,77.11,79,20.79,8,2.11,19034
19,35,350,292,83.43,53,15.14,5,1.43,19035
19,36,476,441,92.65,30,6.3,5,1.05,19036
19,37,379,339,89.45,31,8.18,9,2.37,19037
19,38,346,313,90.46,24,6.94,9,2.6,19038
19,39,132,126,95.45,5,3.79,1,0.76,19039
19,40,423,348,82.27,59,13.95,16,3.78,19040
19,41,365,240,65.75,106,29.04,19,5.21,19041
19,42,329,278,84.5,39,11.85,12,3.65,19042
19,43,527,506,96.02,12,2.28,9,1.71,19043
19,44,443,309,69.75,123,27.77,11,2.48,19044
19,45,391,282,72.12,98,25.06,11,2.81,19045
19,46,445,332,74.61,99,22.25,14,3.15,19046
19,47,549,500,91.07,38,6.92,11,2.0,19047
19,48,462,449,97.19,9,1.95,4,0.87,19048
19,49,474,428,90.3,31,6.54,15,3.16,19049
19,50,308,240,77.92,60,19.48,8,2.6,19050
19,51,449,339,75.5,88,19.6,22,4.9,19051
19,52,412,268,65.05,120,29.13,24,5.83,19052
19,53,364,283,77.75,71,19.51,10,2.75,19053
19,54,336,213,63.39,109,32.44,14,4.17,19054
19,55,359,240,66.85,108,30.08,11,3.06,19055
19,56,436,369,84.63,61,13.99,6,1.38,19056
19,57,332,299,90.06,23,6.93,10,3.01,19057
20,1,306,299,97.71,1,0.33,6,1.96,20001
20,2,167,162,97.01,4,2.4,1,0.6,20002
20,3,296,283,95.61,4,1.35,9,3.04,20003
20,4,161,155,96.27,4,2.48,2,1.24,20004
20,5,328,321,97.87,4,1.22,3,0.91,20005
20,6,183,180,98.36,0,0.0,3,1.64,20006
20,7,300,294,98.0,4,1.33,2,0.67,20007
20,8,341,337,98.83,1,0.29,3,0.88,20008
20,9,431,419,97.22,6,1.39,6,1.39,20009
20,10,273,266,97.44,4,1.47,3,1.1,20010
20,11,443,436,98.42,6,1.35,1,0.23,20011
20,12,252,248,98.41,1,0.4,3,1.19,20012
20,13,394,388,98.48,3,0.76,3,0.76,20013
20,14,202,194,96.04,7,3.47,1,0.5,20014
20,15,172,156,90.7,11,6.4,5,2.91,20015
20,16,357,337,94.4,12,3.36,8,2.24,20016
20,17,179,167,93.3,9,5.03,3,1.68,20017
20,18,267,265,99.25,1,0.37,1,0.37,20018
20,19,368,364,98.91,0,0.0,4,1.09,20019
20,20,184,160,86.96,16,8.7,8,4.35,20020
20,21,262,259,98.85,1,0.38,2,0.76,20021
20,22,408,390,95.59,4,0.98,14,3.43,20022
20,23,400,388,97.0,6,1.5,6,1.5,20023
20,24,340,324,95.29,9,2.65,7,2.06,20024
20,25,301,292,97.01,4,1.33,5,1.66,20025
20,26,339,325,95.87,12,3.54,2,0.59,20026
20,27,216,215,99.54,1,0.46,0,0.0,20027
20,28,214,208,97.2,3,1.4,3,1.4,20028
20,29,452,439,97.12,7,1.55,6,1.33,20029
20,30,189,185,97.88,3,1.59,1,0.53,20030
20,31,344,340,98.84,2,0.58,2,0.58,20031
20,32,338,331,97.93,5,1.48,2,0.59,20032
20,33,213,212,99.53,1,0.47,0,0.0,20033
20,34,341,319,93.55,13,3.81,9,2.64,20034
20,35,300,297,99.0,3,1.0,0,0.0,20035
20,36,154,153,99.35,0,0.0,1,0.65,20036
20,37,130,126,96.92,1,0.77,3,2.31,20037
20,38,146,142,97.26,2,1.37,2,1.37,20038
20,39,67,64,95.52,2,2.99,1,1.49,20039
21,1,381,369,96.85,6,1.57,6,1.57,21001
21,2,273,267,97.8,1,0.37,5,1.83,21002
21,3,366,358,97.81,3,0.82,5,1.37,21003
21,4,383,377,98.43,1,0.26,5,1.31,21004
21,5,410,403,98.29,2,0.49,5,1.22,21005
21,6,315,311,98.73,2,0.63,2,0.63,21006
21,7,379,376,99.21,0,0.0,3,0.79,21007
21,8,359,353,98.33,2,0.56,4,1.11,21008
21,9,410,404,98.54,3,0.73,3,0.73,21009
21,10,350,337,96.29,5,1.43,8,2.29,21010
21,11,368,360,97.83,4,1.09,4,1.09,21011
21,12,365,355,97.26,5,1.37,5,1.37,21012
21,13,355,352,99.15,3,0.85,0,0.0,21013
21,14,439,428,97.49,5,1.14,6,1.37,21014
21,15,321,313,97.51,5,1.56,3,0.93,21015
21,16,350,343,98.0,3,0.86,4,1.14,21016
21,17,328,320,97.56,2,0.61,6,1.83,21017
21,18,408,402,98.53,2,0.49,4,0.98,21018
21,19,388,387,99.74,0,0.0,1,0.26,21019
21,20,337,330,97.92,3,0.89,4,1.19,21020
21,21,315,306,97.14,3,0.95,6,1.9,21021
21,22,333,325,97.6,3,0.9,5,1.5,21022
21,23,337,332,98.52,2,0.59,3,0.89,21023
21,24,342,337,98.54,2,0.58,3,0.88,21024
21,25,329,313,95.14,9,2.74,7,2.13,21025
21,26,373,362,97.05,6,1.61,5,1.34,21026
21,27,358,354,98.88,2,0.56,2,0.56,21027
21,28,441,433,98.19,1,0.23,7,1.59,21028
21,29,369,361,97.83,4,1.08,4,1.08,21029
21,30,297,288,96.97,7,2.36,2,0.67,21030
21,31,274,265,96.72,5,1.82,4,1.46,21031
21,32,335,330,98.51,3,0.9,2,0.6,21032
21,33,362,358,98.9,1,0.28,3,0.83,21033
21,34,372,366,98.39,3,0.81,3,0.81,21034
21,35,370,358,96.76,6,1.62,6,1.62,21035
21,36,362,352,97.24,4,1.1,6,1.66,21036
21,37,319,307,96.24,6,1.88,6,1.88,21037
21,38,348,343,98.56,3,0.86,2,0.57,21038
21,39,285,283,99.3,1,0.35,1,0.35,21039
21,40,313,307,98.08,2,0.64,4,1.28,21040
21,41,380,365,96.05,9,2.37,6,1.58,21041
21,42,388,378,97.42,7,1.8,3,0.77,21042
21,43,371,367,98.92,1,0.27,3,0.81,21043
21,44,360,344,95.56,10,2.78,6,1.67,21044
21,45,360,349,96.94,7,1.94,4,1.11,21045
21,46,365,357,97.81,4,1.1,4,1.1,21046
21,47,341,334,97.95,2,0.59,5,1.47,21047
21,48,331,321,96.98,2,0.6,8,2.42,21048
21,49,394,385,97.72,3,0.76,6,1.52,21049
21,50,327,317,96.94,5,1.53,5,1.53,21050
21,51,389,382,98.2,1,0.26,6,1.54,21051
21,52,378,373,98.68,4,1.06,1,0.26,21052
21,53,280,269,96.07,6,2.14,5,1.79,21053
21,54,299,296,99.0,1,0.33,2,0.67,21054
22,1,243,237,97.53,1,0.41,5,2.06,22001
22,2,321,251,78.19,60,18.69,10,3.12,22002
22,3,277,243,87.73,23,8.3,11,3.97,22003
22,4,141,133,94.33,4,2.84,4,2.84,22004
22,5,207,177,85.51,15,7.25,15,7.25,22005
22,6,225,206,91.56,13,5.78,6,2.67,22006
22,7,164,145,88.41,12,7.32,7,4.27,22007
22,8,344,297,86.34,37,10.76,10,2.91,22008
22,9,187,168,89.84,13,6.95,6,3.21,22009
22,10,286,256,89.51,23,8.04,7,2.45,22010
22,11,218,199,91.28,15,6.88,4,1.83,22011
22,12,252,220,87.3,23,9.13,9,3.57,22012
22,13,223,198,88.79,16,7.17,9,4.04,22013
22,14,207,180,86.96,20,9.66,7,3.38,22014
22,15,149,131,87.92,12,8.05,6,4.03,22015
22,16,176,158,89.77,14,7.95,4,2.27,22016
22,17,213,191,89.67,14,6.57,8,3.76,22017
22,18,158,143,90.51,10,6.33,5,3.16,22018
22,19,134,131,97.76,1,0.75,2,1.49,22019
22,20,174,146,83.91,22,12.64,6,3.45,22020
22,21,361,358,99.17,2,0.55,1,0.28,22021
22,22,172,154,89.53,7,4.07,11,6.4,22022
22,23,420,412,98.1,2,0.48,6,1.43,22023
22,24,258,236,91.47,12,4.65,10,3.88,22024
22,25,214,203,94.86,6,2.8,5,2.34,22025
23,1,331,246,74.32,77,23.26,8,2.42,23001
23,2,321,240,74.77,66,20.56,15,4.67,23002
23,3,325,240,73.85,76,23.38,9,2.77,23003
23,4,339,265,78.17,67,19.76,7,2.06,23004
23,5,218,185,84.86,24,11.01,9,4.13,23005
23,6,267,234,87.64,23,8.61,10,3.75,23006
23,7,216,176,81.48,29,13.43,11,5.09,23007
23,8,301,248,82.39,41,13.62,12,3.99,23008
23,9,209,190,90.91,15,7.18,4,1.91,23009
23,10,283,232,81.98,39,13.78,12,4.24,23010
23,11,257,221,85.99,32,12.45,4,1.56,23011
23,12,322,232,72.05,76,23.6,14,4.35,23012
23,13,170,148,87.06,17,10.0,5,2.94,23013
23,14,251,191,76.1,51,20.32,9,3.59,23014
23,15,192,160,83.33,22,11.46,10,5.21,23015
23,16,299,221,73.91,66,22.07,12,4.01,23016
23,17,150,119,79.33,22,14.67,9,6.0,23017
23,18,273,207,75.82,51,18.68,15,5.49,23018
23,19,182,156,85.71,20,10.99,6,3.3,23019
23,20,143,120,83.92,19,13.29,4,2.8,23020
23,21,338,237,70.12,94,27.81,7,2.07,23021
23,22,280,220,78.57,54,19.29,6,2.14,23022
23,23,308,232,75.32,62,20.13,14,4.55,23023
23,24,201,170,84.58,26,12.94,5,2.49,23024
23,25,233,191,81.97,32,13.73,10,4.29,23025
23,26,261,217,83.14,33,12.64,11,4.21,23026
23,27,308,240,77.92,60,19.48,8,2.6,23027
23,28,336,247,73.51,77,22.92,12,3.57,23028
23,29,246,191,77.64,45,18.29,10,4.07,23029
23,30,264,225,85.23,32,12.12,7,2.65,23030
23,31,202,163,80.69,33,16.34,6,2.97,23031
23,32,235,205,87.23,23,9.79,7,2.98,23032
23,33,215,173,80.47,29,13.49,13,6.05,23033
23,34,222,193,86.94,23,10.36,6,2.7,23034
23,35,234,172,73.5,56,23.93,6,2.56,23035
23,36,324,257,79.32,57,17.59,10,3.09,23036
23,37,303,224,73.93,66,21.78,13,4.29,23037
23,38,263,199,75.67,57,21.67,7,2.66,23038
23,39,204,183,89.71,15,7.35,6,2.94,23039
24,1,289,286,98.96,1,0.35,2,0.69,24001
24,2,321,313,97.51,5,1.56,3,0.93,24002
24,3,358,350,97.77,6,1.68,2,0.56,24003
24,4,237,233,98.31,1,0.42,3,1.27,24004
24,5,188,185,98.4,3,1.6,0,0.0,24005
24,6,321,314,97.82,2,0.62,5,1.56,24006
24,7,134,119,88.81,10,7.46,5,3.73,24007
24,8,186,183,98.39,1,0.54,2,1.08,24008
24,9,268,262,97.76,3,1.12,3,1.12,24009
24,10,156,150,96.15,2,1.28,4,2.56,24010
24,11,341,332,97.36,4,1.17,5,1.47,24011
24,12,208,206,99.04,1,0.48,1,0.48,24012
24,13,182,174,95.6,4,2.2,4,2.2,24013
24,14,296,291,98.31,3,1.01,2,0.68,24014
24,15,184,177,96.2,6,3.26,1,0.54,24015
24,16,237,221,93.25,12,5.06,4,1.69,24016
24,17,237,233,98.31,2,0.84,2,0.84,24017
24,18,323,316,97.83,5,1.55,2,0.62,24018
24,19,358,343,95.81,9,2.51,6,1.68,24019
24,20,274,271,98.91,2,0.73,1,0.36,24020
24,21,154,151,98.05,2,1.3,1,0.65,24021
24,22,373,366,98.12,4,1.07,3,0.8,24022
24,23,269,261,97.03,5,1.86,3,1.12,24023
24,24,440,431,97.95,5,1.14,4,0.91,24024
24,25,263,257,97.72,3,1.14,3,1.14,24025
24,26,410,403,98.29,2,0.49,5,1.22,24026
24,27,316,310,98.1,4,1.27,2,0.63,24027
24,28,245,240,97.96,2,0.82,3,1.22,24028
24,29,237,234,98.73,1,0.42,2,0.84,24029
24,30,160,159,99.38,1,0.63,0,0.0,24030
24,31,312,305,97.76,5,1.6,2,0.64,24031
24,32,176,174,98.86,1,0.57,1,0.57,24032
24,33,166,164,98.8,1,0.6,1,0.6,24033
24,34,277,272,98.19,2,0.72,3,1.08,24034
24,35,295,286,96.95,5,1.69,4,1.36,24035
24,36,405,397,98.02,5,1.23,3,0.74,24036
24,37,177,175,98.87,1,0.56,1,0.56,24037
24,38,238,228,95.8,5,2.1,5,2.1,24038
24,39,307,291,94.79,13,4.23,3,0.98,24039
24,40,291,286,98.28,5,1.72,0,0.0,24040
24,41,213,210,98.59,3,1.41,0,0.0,24041
25,1,236,206,87.29,20,8.47,10,4.24,25001
25,2,247,227,91.9,12,4.86,8,3.24,25002
25,3,367,262,71.39,86,23.43,19,5.18,25003
25,4,314,296,94.27,12,3.82,6,1.91,25004
25,5,275,236,85.82,23,8.36,16,5.82,25005
25,6,132,105,79.55,22,16.67,5,3.79,25006
25,7,278,240,86.33,18,6.47,20,7.19,25007
25,8,253,222,87.75,21,8.3,10,3.95,25008
25,9,281,246,87.54,19,6.76,16,5.69,25009
25,10,364,255,70.05,99,27.2,10,2.75,25010
25,11,269,225,83.64,26,9.67,18,6.69,25011
25,12,253,225,88.93,19,7.51,9,3.56,25012
25,13,295,275,93.22,11,3.73,9,3.05,25013
25,14,213,171,80.28,36,16.9,6,2.82,25014
25,15,254,218,85.83,19,7.48,17,6.69,25015
25,16,377,253,67.11,109,28.91,15,3.98,25016
25,17,303,268,88.45,21,6.93,14,4.62,25017
25,18,248,221,89.11,25,10.08,2,0.81,25018
25,19,283,254,89.75,20,7.07,9,3.18,25019
25,20,316,301,95.25,6,1.9,9,2.85,25020
25,21,447,356,79.64,73,16.33,18,4.03,25021
25,22,236,210,88.98,10,4.24,16,6.78,25022
25,23,344,311,90.41,15,4.36,18,5.23,25023
25,24,281,237,84.34,30,10.68,14,4.98,25024
25,25,330,251,76.06,61,18.48,18,5.45,25025
25,26,227,197,86.78,16,7.05,14,6.17,25026
25,27,306,231,75.49,60,19.61,15,4.9,25027
25,28,259,237,91.51,13,5.02,9,3.47,25028
25,29,336,322,95.83,8,2.38,6,1.79,25029
25,30,249,213,85.54,17,6.83,19,7.63,25030
25,31,387,268,69.25,109,28.17,10,2.58,25031
25,32,231,185,80.09,35,15.15,11,4.76,25032
26,1,196,167,85.2,22,11.22,7,3.57,26001
26,2,217,202,93.09,9,4.15,6,2.76,26002
26,3,234,202,86.32,20,8.55,12,5.13,26003
26,4,166,161,96.99,3,1.81,2,1.2,26004
