ward,precinct,total,Patricia O'Brien Sheahan,Patricia O'Brien Sheahan Percent,precinct_id
45,43,192,192,100.0,45043
45,44,208,208,100.0,45044
45,45,127,127,100.0,45045
45,46,141,141,100.0,45046
45,47,135,135,100.0,45047
45,48,140,140,100.0,45048
46,1,249,249,100.0,46001
46,2,208,208,100.0,46002
46,3,308,308,100.0,46003
46,4,255,255,100.0,46004
46,5,212,212,100.0,46005
46,6,203,203,100.0,46006
46,7,310,310,100.0,46007
46,8,172,172,100.0,46008
46,9,233,233,100.0,46009
46,10,274,274,100.0,46010
46,11,206,206,100.0,46011
46,12,210,210,100.0,46012
46,13,225,225,100.0,46013
46,14,297,297,100.0,46014
46,15,251,251,100.0,46015
46,16,270,270,100.0,46016
46,17,301,301,100.0,46017
46,18,240,240,100.0,46018
46,19,199,199,100.0,46019
46,20,223,223,100.0,46020
46,21,169,169,100.0,46021
46,22,169,169,100.0,46022
46,23,202,202,100.0,46023
46,24,243,243,100.0,46024
46,25,195,195,100.0,46025
46,26,219,219,100.0,46026
46,27,230,230,100.0,46027
46,28,278,278,100.0,46028
46,29,212,212,100.0,46029
46,30,237,237,100.0,46030
46,31,224,224,100.0,46031
46,32,260,260,100.0,46032
46,33,281,281,100.0,46033
46,34,255,255,100.0,46034
46,35,286,286,100.0,46035
46,36,248,248,100.0,46036
46,37,164,164,100.0,46037
46,38,237,237,100.0,46038
46,39,214,214,100.0,46039
46,40,220,220,100.0,46040
47,1,152,152,100.0,47001
47,2,257,257,100.0,47002
47,3,288,288,100.0,47003
47,4,265,265,100.0,47004
47,5,273,273,100.0,47005
47,6,226,226,100.0,47006
47,7,219,219,100.0,47007
47,8,261,261,100.0,47008
47,9,186,186,100.0,47009
47,10,283,283,100.0,47010
47,11,221,221,100.0,47011
47,12,265,265,100.0,47012
47,13,247,247,100.0,47013
47,14,203,203,100.0,47014
47,15,282,282,100.0,47015
47,16,258,258,100.0,47016
47,17,219,219,100.0,47017
47,18,198,198,100.0,47018
47,19,300,300,100.0,47019
47,20,250,250,100.0,47020
47,21,202,202,100.0,47021
47,22,285,285,100.0,47022
47,23,299,299,100.0,47023
47,24,212,212,100.0,47024
47,25,222,222,100.0,47025
47,26,266,266,100.0,47026
47,27,220,220,100.0,47027
47,28,251,251,100.0,47028
47,29,255,255,100.0,47029
47,30,268,268,100.0,47030
47,31,244,244,100.0,47031
47,32,269,269,100.0,47032
47,33,226,226,100.0,47033
47,34,302,302,100.0,47034
47,35,217,217,100.0,47035
47,36,283,283,100.0,47036
47,37,264,264,100.0,47037
47,38,240,240,100.0,47038
47,39,259,259,100.0,47039
47,40,247,247,100.0,47040
47,41,271,271,100.0,47041
47,42,206,206,100.0,47042
47,43,238,238,100.0,47043
47,44,204,204,100.0,47044
47,45,256,256,100.0,47045
47,46,235,235,100.0,47046
47,47,246,246,100.0,47047
47,48,41,41,100.0,47048
48,1,246,246,100.0,48001
48,2,125,125,100.0,48002
48,3,307,307,100.0,48003
48,4,209,209,100.0,48004
48,5,161,161,100.0,48005
48,6,292,292,100.0,48006
48,7,286,286,100.0,48007
48,8,160,160,100.0,48008
48,9,198,198,100.0,48009
48,10,373,373,100.0,48010
48,11,234,234,100.0,48011
48,12,310,310,100.0,48012
48,13,353,353,100.0,48013
48,14,173,173,100.0,48014
48,15,170,170,100.0,48015
48,16,262,262,100.0,48016
48,17,277,277,100.0,48017
48,18,230,230,100.0,48018
48,19,185,185,100.0,48019
48,20,285,285,100.0,48020
48,21,289,289,100.0,48021
48,22,280,280,100.0,48022
48,23,267,267,100.0,48023
48,24,248,248,100.0,48024
48,25,266,266,100.0,48025
48,26,133,133,100.0,48026
48,27,305,305,100.0,48027
48,28,321,321,100.0,48028
48,29,174,174,100.0,48029
48,30,223,223,100.0,48030
48,31,354,354,100.0,48031
48,32,218,218,100.0,48032
48,33,165,165,100.0,48033
48,34,223,223,100.0,48034
48,35,189,189,100.0,48035
48,36,196,196,100.0,48036
48,37,235,235,100.0,48037
48,38,278,278,100.0,48038
48,39,220,220,100.0,48039
48,40,212,212,100.0,48040
48,41,281,281,100.0,48041
48,42,297,297,100.0,48042
48,43,286,286,100.0,48043
48,44,301,301,100.0,48044
48,45,200,200,100.0,48045
48,46,189,189,100.0,48046
49,1,195,195,100.0,49001
49,2,181,181,100.0,49002
49,3,286,286,100.0,49003
49,4,294,294,100.0,49004
49,5,264,264,100.0,49005
49,6,244,244,100.0,49006
49,7,235,235,100.0,49007
49,8,214,214,100.0,49008
49,9,269,269,100.0,49009
49,10,260,260,100.0,49010
49,11,327,327,100.0,49011
49,12,320,320,100.0,49012
49,13,319,319,100.0,49013
49,14,221,221,100.0,49014
49,15,201,201,100.0,49015
49,16,279,279,100.0,49016
49,17,217,217,100.0,49017
49,18,340,340,100.0,49018
49,19,255,255,100.0,49019
49,20,371,371,100.0,49020
49,21,174,174,100.0,49021
49,22,306,306,100.0,49022
49,23,292,292,100.0,49023
49,24,240,240,100.0,49024
49,25,298,298,100.0,49025
49,26,284,284,100.0,49026
49,27,308,308,100.0,49027
49,28,305,305,100.0,49028
49,29,313,313,100.0,49029
49,30,294,294,100.0,49030
49,31,208,208,100.0,49031
49,32,268,268,100.0,49032
49,33,229,229,100.0,49033
50,1,169,169,100.0,50001
50,2,133,133,100.0,50002
50,3,163,163,100.0,50003
50,4,222,222,100.0,50004
50,5,124,124,100.0,50005
50,6,232,232,100.0,50006
50,7,258,258,100.0,50007
50,8,200,200,100.0,50008
50,9,161,161,100.0,50009
50,10,139,139,100.0,50010
50,11,96,96,100.0,50011
50,12,97,97,100.0,50012
50,13,198,198,100.0,50013
50,14,61,61,100.0,50014
50,15,231,231,100.0,50015
50,16,61,61,100.0,50016
50,17,137,137,100.0,50017
50,18,53,53,100.0,50018
50,19,119,119,100.0,50019
50,20,184,184,100.0,50020
50,21,157,157,100.0,50021
50,22,122,122,100.0,50022
50,23,119,119,100.0,50023
50,24,143,143,100.0,50024
50,25,178,178,100.0,50025
50,26,183,183,100.0,50026
50,27,58,58,100.0,50027
50,28,199,199,100.0,50028
50,29,166,166,100.0,50029
50,30,124,124,100.0,50030
50,31,201,201,100.0,50031
50,32,214,214,100.0,50032
50,33,136,136,100.0,50033
50,34,270,270,100.0,50034
50,35,250,250,100.0,50035
50,36,182,182,100.0,50036
50,37,205,205,100.0,50037
50,38,96,96,100.0,50038
50,39,118,118,100.0,50039
50,40,168,168,100.0,50040
