ward,precinct,total,"Larry Rogers, Jr.","Larry Rogers, Jr. Percent",precinct_id
37,4,217,217,100.0,37004
37,5,322,322,100.0,37005
37,6,261,261,100.0,37006
37,7,178,178,100.0,37007
37,8,198,198,100.0,37008
37,9,289,289,100.0,37009
37,10,248,248,100.0,37010
37,11,209,209,100.0,37011
37,12,178,178,100.0,37012
37,13,206,206,100.0,37013
37,14,263,263,100.0,37014
37,15,305,305,100.0,37015
37,16,327,327,100.0,37016
37,17,254,254,100.0,37017
37,18,275,275,100.0,37018
37,19,189,189,100.0,37019
37,20,254,254,100.0,37020
37,21,212,212,100.0,37021
37,22,198,198,100.0,37022
37,23,310,310,100.0,37023
37,24,274,274,100.0,37024
37,25,279,279,100.0,37025
37,26,325,325,100.0,37026
37,27,285,285,100.0,37027
37,28,201,201,100.0,37028
37,29,284,284,100.0,37029
37,30,307,307,100.0,37030
37,31,292,292,100.0,37031
37,32,252,252,100.0,37032
37,33,300,300,100.0,37033
37,34,263,263,100.0,37034
37,35,296,296,100.0,37035
37,36,291,291,100.0,37036
37,37,321,321,100.0,37037
37,38,298,298,100.0,37038
37,39,277,277,100.0,37039
37,40,309,309,100.0,37040
37,41,262,262,100.0,37041
42,2,233,233,100.0,42002
42,4,338,338,100.0,42004
42,6,328,328,100.0,42006
42,7,314,314,100.0,42007
42,8,267,267,100.0,42008
42,9,79,79,100.0,42009
42,10,214,214,100.0,42010
42,11,209,209,100.0,42011
42,13,311,311,100.0,42013
42,19,214,214,100.0,42019
42,20,193,193,100.0,42020
42,22,127,127,100.0,42022
42,23,43,43,100.0,42023
42,25,253,253,100.0,42025
42,26,251,251,100.0,42026
42,27,202,202,100.0,42027
42,28,337,337,100.0,42028
42,29,225,225,100.0,42029
42,30,264,264,100.0,42030
42,31,235,235,100.0,42031
42,32,186,186,100.0,42032
42,33,253,253,100.0,42033
42,35,328,328,100.0,42035
42,39,39,39,100.0,42039
42,40,228,228,100.0,42040
42,42,260,260,100.0,42042
