ward,precinct,total,Mary Jane Theis,Mary Jane Theis Percent,James Gerard Riley,James Gerard Riley Percent,precinct_id
17,25,438,410,93.61,28,6.39,17025
17,26,501,489,97.6,12,2.4,17026
17,27,469,457,97.44,12,2.56,17027
17,28,472,461,97.67,11,2.33,17028
17,29,499,483,96.79,16,3.21,17029
17,30,359,324,90.25,35,9.75,17030
17,31,398,386,96.98,12,3.02,17031
17,32,447,432,96.64,15,3.36,17032
17,33,380,369,97.11,11,2.89,17033
17,34,376,365,97.07,11,2.93,17034
17,35,415,402,96.87,13,3.13,17035
17,36,470,454,96.6,16,3.4,17036
17,37,410,393,95.85,17,4.15,17037
17,38,509,493,96.86,16,3.14,17038
17,39,434,426,98.16,8,1.84,17039
17,40,458,443,96.72,15,3.28,17040
17,41,515,498,96.7,17,3.3,17041
18,1,385,358,92.99,27,7.01,18001
18,2,377,314,83.29,63,16.71,18002
18,3,320,234,73.13,86,26.88,18003
18,4,422,399,94.55,23,5.45,18004
18,5,340,336,98.82,4,1.18,18005
18,6,357,245,68.63,112,31.37,18006
18,7,412,369,89.56,43,10.44,18007
18,8,423,396,93.62,27,6.38,18008
18,9,405,383,94.57,22,5.43,18009
18,10,475,453,95.37,22,4.63,18010
18,11,342,296,86.55,46,13.45,18011
18,12,427,406,95.08,21,4.92,18012
18,13,455,425,93.41,30,6.59,18013
18,14,443,425,95.94,18,4.06,18014
18,15,369,335,90.79,34,9.21,18015
18,16,439,413,94.08,26,5.92,18016
18,17,404,376,93.07,28,6.93,18017
18,18,371,356,95.96,15,4.04,18018
18,19,420,406,96.67,14,3.33,18019
18,20,402,393,97.76,9,2.24,18020
18,21,518,488,94.21,30,5.79,18021
18,22,497,481,96.78,16,3.22,18022
18,23,431,410,95.13,21,4.87,18023
18,24,349,266,76.22,83,23.78,18024
18,25,385,300,77.92,85,22.08,18025
18,26,474,457,96.41,17,3.59,18026
18,27,366,343,93.72,23,6.28,18027
18,28,344,228,66.28,116,33.72,18028
18,29,398,354,88.94,44,11.06,18029
18,30,388,287,73.97,101,26.03,18030
18,31,440,418,95.0,22,5.0,18031
18,32,468,459,98.08,9,1.92,18032
18,33,403,390,96.77,13,3.23,18033
18,34,482,450,93.36,32,6.64,18034
18,35,433,419,96.77,14,3.23,18035
18,36,377,328,87.0,49,13.0,18036
18,37,442,422,95.48,20,4.52,18037
18,38,420,414,98.57,6,1.43,18038
18,39,353,343,97.17,10,2.83,18039
18,40,448,380,84.82,68,15.18,18040
18,41,476,447,93.91,29,6.09,18041
18,42,388,362,93.3,26,6.7,18042
18,43,414,335,80.92,79,19.08,18043
18,44,350,233,66.57,117,33.43,18044
18,45,373,337,90.35,36,9.65,18045
18,46,416,330,79.33,86,20.67,18046
18,47,347,328,94.52,19,5.48,18047
18,48,384,376,97.92,8,2.08,18048
18,49,340,328,96.47,12,3.53,18049
18,50,410,393,95.85,17,4.15,18050
19,1,409,251,61.37,158,38.63,19001
19,2,473,401,84.78,72,15.22,19002
19,3,357,145,40.62,212,59.38,19003
19,4,489,248,50.72,241,49.28,19004
19,5,467,385,82.44,82,17.56,19005
19,6,369,204,55.28,165,44.72,19006
19,7,449,294,65.48,155,34.52,19007
19,8,487,238,48.87,249,51.13,19008
19,9,276,160,57.97,116,42.03,19009
19,10,542,423,78.04,119,21.96,19010
19,11,431,201,46.64,230,53.36,19011
19,12,388,183,47.16,205,52.84,19012
19,13,591,559,94.59,32,5.41,19013
19,14,529,417,78.83,112,21.17,19014
19,15,365,181,49.59,184,50.41,19015
19,16,471,254,53.93,217,46.07,19016
19,17,407,246,60.44,161,39.56,19017
19,18,497,359,72.23,138,27.77,19018
19,19,477,345,72.33,132,27.67,19019
19,20,395,332,84.05,63,15.95,19020
19,21,428,212,49.53,216,50.47,19021
19,22,475,337,70.95,138,29.05,19022
19,23,475,275,57.89,200,42.11,19023
19,24,326,171,52.45,155,47.55,19024
19,25,451,288,63.86,163,36.14,19025
19,26,466,316,67.81,150,32.19,19026
19,27,450,398,88.44,52,11.56,19027
19,28,611,581,95.09,30,4.91,19028
19,29,387,188,48.58,199,51.42,19029
19,30,448,236,52.68,212,47.32,19030
19,31,389,259,66.58,130,33.42,19031
19,32,406,260,64.04,146,35.96,19032
19,33,454,227,50.0,227,50.0,19033
19,34,417,293,70.26,124,29.74,19034
19,35,382,277,72.51,105,27.49,19035
19,36,635,552,86.93,83,13.07,19036
19,37,454,397,87.44,57,12.56,19037
19,38,413,362,87.65,51,12.35,19038
19,39,232,221,95.26,11,4.74,19039
19,40,471,355,75.37,116,24.63,19040
19,41,456,259,56.8,197,43.2,19041
19,42,387,314,81.14,73,18.86,19042
19,43,653,617,94.49,36,5.51,19043
19,44,509,257,50.49,252,49.51,19044
19,45,409,253,61.86,156,38.14,19045
19,46,470,262,55.74,208,44.26,19046
19,47,604,528,87.42,76,12.58,19047
19,48,682,651,95.45,31,4.55,19048
19,49,545,494,90.64,51,9.36,19049
19,50,381,275,72.18,106,27.82,19050
19,51,500,336,67.2,164,32.8,19051
19,52,337,171,50.74,166,49.26,19052
19,53,400,266,66.5,134,33.5,19053
19,54,373,195,52.28,178,47.72,19054
19,55,444,246,55.41,198,44.59,19055
19,56,492,367,74.59,125,25.41,19056
19,57,521,404,77.54,117,22.46,19057
19,58,407,203,49.88,204,50.12,19058
20,1,444,430,96.85,14,3.15,20001
20,2,413,401,97.09,12,2.91,20002
20,3,403,395,98.01,8,1.99,20003
20,4,281,264,93.95,17,6.05,20004
20,5,454,441,97.14,13,2.86,20005
20,6,457,433,94.75,24,5.25,20006
20,7,443,432,97.52,11,2.48,20007
20,8,448,439,97.99,9,2.01,20008
20,9,495,481,97.17,14,2.83,20009
20,10,449,436,97.1,13,2.9,20010
20,11,611,596,97.55,15,2.45,20011
20,12,373,362,97.05,11,2.95,20012
20,13,551,539,97.82,12,2.18,20013
20,14,377,371,98.41,6,1.59,20014
20,15,236,216,91.53,20,8.47,20015
20,16,440,422,95.91,18,4.09,20016
20,17,275,260,94.55,15,5.45,20017
20,18,402,393,97.76,9,2.24,20018
20,19,451,439,97.34,12,2.66,20019
20,20,283,258,91.17,25,8.83,20020
20,21,487,475,97.54,12,2.46,20021
20,22,545,526,96.51,19,3.49,20022
20,23,580,561,96.72,19,3.28,20023
20,24,486,471,96.91,15,3.09,20024
20,25,433,418,96.54,15,3.46,20025
20,26,436,416,95.41,20,4.59,20026
20,27,364,352,96.7,12,3.3,20027
20,28,337,327,97.03,10,2.97,20028
20,29,590,563,95.42,27,4.58,20029
20,30,266,262,98.5,4,1.5,20030
20,31,550,536,97.45,14,2.55,20031
20,32,532,515,96.8,17,3.2,20032
20,33,329,319,96.96,10,3.04,20033
20,34,487,466,95.69,21,4.31,20034
20,35,545,527,96.7,18,3.3,20035
20,36,300,295,98.33,5,1.67,20036
20,37,200,195,97.5,5,2.5,20037
21,1,484,472,97.52,12,2.48,21001
21,2,422,405,95.97,17,4.03,21002
21,3,472,459,97.25,13,2.75,21003
21,4,523,508,97.13,15,2.87,21004
21,5,461,448,97.18,13,2.82,21005
21,6,481,466,96.88,15,3.12,21006
21,7,467,457,97.86,10,2.14,21007
21,8,484,470,97.11,14,2.89,21008
21,9,491,484,98.57,7,1.43,21009
21,10,465,449,96.56,16,3.44,21010
21,11,470,457,97.23,13,2.77,21011
21,12,478,461,96.44,17,3.56,21012
21,13,490,481,98.16,9,1.84,21013
21,14,553,536,96.93,17,3.07,21014
21,15,451,445,98.67,6,1.33,21015
21,16,503,495,98.41,8,1.59,21016
21,17,458,439,95.85,19,4.15,21017
21,18,573,555,96.86,18,3.14,21018
21,19,487,472,96.92,15,3.08,21019
21,20,425,410,96.47,15,3.53,21020
21,21,435,424,97.47,11,2.53,21021
21,22,455,443,97.36,12,2.64,21022
21,23,450,440,97.78,10,2.22,21023
21,24,491,485,98.78,6,1.22,21024
21,25,444,436,98.2,8,1.8,21025
21,26,485,471,97.11,14,2.89,21026
21,27,477,466,97.69,11,2.31,21027
21,28,492,488,99.19,4,0.81,21028
21,29,478,466,97.49,12,2.51,21029
21,30,461,450,97.61,11,2.39,21030
21,31,322,321,99.69,1,0.31,21031
21,32,468,458,97.86,10,2.14,21032
21,33,454,441,97.14,13,2.86,21033
21,34,536,521,97.2,15,2.8,21034
21,35,461,452,98.05,9,1.95,21035
21,36,503,485,96.42,18,3.58,21036
21,37,392,377,96.17,15,3.83,21037
21,38,555,545,98.2,10,1.8,21038
21,39,464,447,96.34,17,3.66,21039
21,40,511,499,97.65,12,2.35,21040
21,41,446,427,95.74,19,4.26,21041
21,42,529,513,96.98,16,3.02,21042
21,43,515,499,96.89,16,3.11,21043
21,44,484,471,97.31,13,2.69,21044
21,45,502,487,97.01,15,2.99,21045
21,46,461,448,97.18,13,2.82,21046
21,47,457,440,96.28,17,3.72,21047
21,48,455,439,96.48,16,3.52,21048
21,49,425,410,96.47,15,3.53,21049
21,50,413,399,96.61,14,3.39,21050
21,51,484,476,98.35,8,1.65,21051
21,52,530,518,97.74,12,2.26,21052
21,53,380,368,96.84,12,3.16,21053
21,54,464,456,98.28,8,1.72,21054
22,1,473,463,97.89,10,2.11,22001
22,2,435,315,72.41,120,27.59,22002
22,3,299,251,83.95,48,16.05,22003
22,4,311,281,90.35,30,9.65,22004
22,5,326,294,90.18,32,9.82,22005
22,6,292,260,89.04,32,10.96,22006
22,7,342,307,89.77,35,10.23,22007
22,8,448,375,83.71,73,16.29,22008
22,9,298,271,90.94,27,9.06,22009
22,10,364,315,86.54,49,13.46,22010
22,11,251,230,91.63,21,8.37,22011
22,12,333,275,82.58,58,17.42,22012
22,13,323,297,91.95,26,8.05,22013
22,14,336,302,89.88,34,10.12,22014
22,15,286,257,89.86,29,10.14,22015
22,16,320,291,90.94,29,9.06,22016
22,17,301,264,87.71,37,12.29,22017
22,18,294,269,91.5,25,8.5,22018
22,19,232,227,97.84,5,2.16,22019
22,20,285,249,87.37,36,12.63,22020
22,21,557,543,97.49,14,2.51,22021
22,22,278,259,93.17,19,6.83,22022
22,23,397,386,97.23,11,2.77,22023
22,24,329,302,91.79,27,8.21,22024
22,25,306,276,90.2,30,9.8,22025
23,1,351,219,62.39,132,37.61,23001
23,2,361,237,65.65,124,34.35,23002
23,3,334,201,60.18,133,39.82,23003
23,4,360,233,64.72,127,35.28,23004
23,5,303,258,85.15,45,14.85,23005
23,6,343,271,79.01,72,20.99,23006
23,7,324,260,80.25,64,19.75,23007
23,8,385,276,71.69,109,28.31,23008
23,9,293,240,81.91,53,18.09,23009
23,10,378,304,80.42,74,19.58,23010
23,11,394,344,87.31,50,12.69,23011
23,12,349,219,62.75,130,37.25,23012
23,13,275,235,85.45,40,14.55,23013
23,14,297,176,59.26,121,40.74,23014
23,15,300,258,86.0,42,14.0,23015
23,16,333,211,63.36,122,36.64,23016
23,17,242,205,84.71,37,15.29,23017
23,18,344,210,61.05,134,38.95,23018
23,19,324,286,88.27,38,11.73,23019
23,20,216,167,77.31,49,22.69,23020
23,21,363,213,58.68,150,41.32,23021
23,22,336,238,70.83,98,29.17,23022
23,23,324,190,58.64,134,41.36,23023
23,24,299,244,81.61,55,18.39,23024
23,25,316,256,81.01,60,18.99,23025
23,26,297,224,75.42,73,24.58,23026
23,27,325,202,62.15,123,37.85,23027
23,28,372,254,68.28,118,31.72,23028
23,29,287,187,65.16,100,34.84,23029
23,30,351,292,83.19,59,16.81,23030
23,31,251,202,80.48,49,19.52,23031
23,32,344,295,85.76,49,14.24,23032
23,33,358,302,84.36,56,15.64,23033
23,34,302,255,84.44,47,15.56,23034
23,35,263,158,60.08,105,39.92,23035
23,36,337,207,61.42,130,38.58,23036
23,37,335,186,55.52,149,44.48,23037
23,38,312,191,61.22,121,38.78,23038
23,39,278,232,83.45,46,16.55,23039
24,1,413,405,98.06,8,1.94,24001
24,2,472,453,95.97,19,4.03,24002
24,3,475,462,97.26,13,2.74,24003
24,4,362,357,98.62,5,1.38,24004
24,5,263,248,94.3,15,5.7,24005
24,6,458,443,96.72,15,3.28,24006
24,7,218,206,94.5,12,5.5,24007
24,8,239,232,97.07,7,2.93,24008
24,9,449,426,94.88,23,5.12,24009
24,10,246,237,96.34,9,3.66,24010
24,11,496,485,97.78,11,2.22,24011
24,12,317,302,95.27,15,4.73,24012
24,13,280,272,97.14,8,2.86,24013
24,14,413,395,95.64,18,4.36,24014
24,15,276,269,97.46,7,2.54,24015
24,16,345,314,91.01,31,8.99,24016
24,17,357,345,96.64,12,3.36,24017
24,18,514,500,97.28,14,2.72,24018
24,19,507,495,97.63,12,2.37,24019
24,20,345,337,97.68,8,2.32,24020
24,21,224,215,95.98,9,4.02,24021
24,22,560,548,97.86,12,2.14,24022
24,23,440,421,95.68,19,4.32,24023
24,24,571,557,97.55,14,2.45,24024
24,25,397,388,97.73,9,2.27,24025
24,26,530,519,97.92,11,2.08,24026
24,27,439,428,97.49,11,2.51,24027
24,28,342,337,98.54,5,1.46,24028
24,29,311,301,96.78,10,3.22,24029
24,30,286,276,96.5,10,3.5,24030
24,31,507,486,95.86,21,4.14,24031
24,32,281,272,96.8,9,3.2,24032
24,33,292,284,97.26,8,2.74,24033
24,34,374,361,96.52,13,3.48,24034
24,35,463,452,97.62,11,2.38,24035
24,36,548,527,96.17,21,3.83,24036
24,37,276,271,98.19,5,1.81,24037
24,38,338,318,94.08,20,5.92,24038
24,39,447,428,95.75,19,4.25,24039
24,40,432,420,97.22,12,2.78,24040
24,41,337,324,96.14,13,3.86,24041
25,1,317,283,89.27,34,10.73,25001
25,2,365,321,87.95,44,12.05,25002
25,3,578,407,70.42,171,29.58,25003
25,4,460,413,89.78,47,10.22,25004
25,5,364,300,82.42,64,17.58,25005
25,6,132,102,77.27,30,22.73,25006
25,7,340,300,88.24,40,11.76,25007
25,8,397,356,89.67,41,10.33,25008
25,9,394,346,87.82,48,12.18,25009
25,10,519,361,69.56,158,30.44,25010
25,11,405,360,88.89,45,11.11,25011
25,12,261,229,87.74,32,12.26,25012
25,13,400,369,92.25,31,7.75,25013
25,14,321,259,80.69,62,19.31,25014
25,15,339,290,85.55,49,14.45,25015
25,16,558,370,66.31,188,33.69,25016
25,17,475,415,87.37,60,12.63,25017
25,18,216,180,83.33,36,16.67,25018
25,19,403,361,89.58,42,10.42,25019
25,20,429,410,95.57,19,4.43,25020
25,21,733,562,76.67,171,23.33,25021
25,22,330,303,91.82,27,8.18,25022
25,23,441,389,88.21,52,11.79,25023
25,24,350,311,88.86,39,11.14,25024
25,25,399,294,73.68,105,26.32,25025
25,26,370,329,88.92,41,11.08,25026
25,27,489,367,75.05,122,24.95,25027
25,28,445,401,90.11,44,9.89,25028
25,29,383,341,89.03,42,10.97,25029
25,30,360,315,87.5,45,12.5,25030
25,31,516,356,68.99,160,31.01,25031
25,32,340,287,84.41,53,15.59,25032
26,1,374,338,90.37,36,9.63,26001
26,2,369,339,91.87,30,8.13,26002
26,3,447,367,82.1,80,17.9,26003
26,4,360,332,92.22,28,7.78,26004
26,5,391,367,93.86,24,6.14,26005
26,6,272,254,93.38,18,6.62,26006
26,7,355,310,87.32,45,12.68,26007
26,8,277,253,91.34,24,8.66,26008
26,9,323,298,92.26,25,7.74,26009
26,10,442,402,90.95,40,9.05,26010
26,11,284,246,86.62,38,13.38,26011
26,12,409,370,90.46,39,9.54,26012
26,13,300,272,90.67,28,9.33,26013
26,14,262,234,89.31,28,10.69,26014
26,15,256,221,86.33,35,13.67,26015
26,16,258,236,91.47,22,8.53,26016
26,17,389,261,67.1,128,32.9,26017
26,18,360,318,88.33,42,11.67,26018
26,19,275,260,94.55,15,5.45,26019
26,20,392,356,90.82,36,9.18,26020
26,21,511,471,92.17,40,7.83,26021
26,22,279,244,87.46,35,12.54,26022
26,23,251,225,89.64,26,10.36,26023
26,24,285,258,90.53,27,9.47,26024
26,25,310,276,89.03,34,10.97,26025
26,26,261,229,87.74,32,12.26,26026
26,27,322,289,89.75,33,10.25,26027
26,28,399,338,84.71,61,15.29,26028
26,29,345,297,86.09,48,13.91,26029
26,30,403,363,90.07,40,9.93,26030
26,31,287,254,88.5,33,11.5,26031
26,32,357,279,78.15,78,21.85,26032
26,33,438,397,90.64,41,9.36,26033
26,34,420,380,90.48,40,9.52,26034
26,35,298,280,93.96,18,6.04,26035
26,36,380,334,87.89,46,12.11,26036
27,1,497,349,70.22,148,29.78,27001
27,2,486,388,79.84,98,20.16,27002
27,3,318,312,98.11,6,1.89,27003
27,4,439,418,95.22,21,4.78,27004
27,5,330,320,96.97,10,3.03,27005
27,6,582,490,84.19,92,15.81,27006
27,7,532,460,86.47,72,13.53,27007
27,8,404,382,94.55,22,5.45,27008
27,9,493,439,89.05,54,10.95,27009
27,10,398,385,96.73,13,3.27,27010
27,11,462,345,74.68,117,25.32,27011
27,12,464,332,71.55,132,28.45,27012
27,13,547,508,92.87,39,7.13,27013
27,14,440,421,95.68,19,4.32,27014
27,15,472,458,97.03,14,2.97,27015
27,16,412,288,69.9,124,30.1,27016
27,17,491,458,93.28,33,6.72,27017
27,18,352,330,93.75,22,6.25,27018
27,19,361,350,96.95,11,3.05,27019
27,20,619,565,91.28,54,8.72,27020
27,21,613,450,73.41,163,26.59,27021
27,22,306,292,95.42,14,4.58,27022
27,23,403,394,97.77,9,2.23,27023
27,24,403,384,95.29,19,4.71,27024
27,25,430,392,91.16,38,8.84,27025
27,26,360,342,95.0,18,5.0,27026
27,27,497,463,93.16,34,6.84,27027
27,28,414,345,83.33,69,16.67,27028
27,29,412,395,95.87,17,4.13,27029
27,30,483,472,97.72,11,2.28,27030
27,31,388,369,95.1,19,4.9,27031
27,32,346,318,91.91,28,8.09,27032
27,33,452,363,80.31,89,19.69,27033
27,34,445,431,96.85,14,3.15,27034
27,35,476,361,75.84,115,24.16,27035
27,36,367,342,93.19,25,6.81,27036
27,37,483,411,85.09,72,14.91,27037
27,38,420,335,79.76,85,20.24,27038
27,39,472,456,96.61,16,3.39,27039
27,40,510,416,81.57,94,18.43,27040
27,41,424,400,94.34,24,5.66,27041
27,42,481,348,72.35,133,27.65,27042
27,43,400,381,95.25,19,4.75,27043
27,44,425,407,95.76,18,4.24,27044
27,45,496,347,69.96,149,30.04,27045
28,1,407,396,97.3,11,2.7,28001
28,2,384,374,97.4,10,2.6,28002
28,3,380,369,97.11,11,2.89,28003
28,4,324,249,76.85,75,23.15,28004
28,5,226,212,93.81,14,6.19,28005
28,6,196,167,85.2,29,14.8,28006
28,7,537,527,98.14,10,1.86,28007
28,8,332,248,74.7,84,25.3,28008
28,9,502,488,97.21,14,2.79,28009
28,10,442,375,84.84,67,15.16,28010
28,11,732,654,89.34,78,10.66,28011
28,12,440,426,96.82,14,3.18,28012
28,13,386,375,97.15,11,2.85,28013
28,14,407,397,97.54,10,2.46,28014
28,15,122,120,98.36,2,1.64,28015
28,16,313,310,99.04,3,0.96,28016
28,17,416,404,97.12,12,2.88,28017
28,18,327,317,96.94,10,3.06,28018
28,19,341,298,87.39,43,12.61,28019
28,20,412,393,95.39,19,4.61,28020
28,21,394,383,97.21,11,2.79,28021
28,22,356,344,96.63,12,3.37,28022
28,23,547,528,96.53,19,3.47,28023
28,24,450,434,96.44,16,3.56,28024
28,25,614,599,97.56,15,2.44,28025
28,26,531,516,97.18,15,2.82,28026
28,27,374,281,75.13,93,24.87,28027
28,28,393,294,74.81,99,25.19,28028
28,29,200,187,93.5,13,6.5,28029
28,30,67,66,98.51,1,1.49,28030
28,31,488,474,97.13,14,2.87,28031
28,32,459,446,97.17,13,2.83,28032
28,33,479,461,96.24,18,3.76,28033
28,34,653,624,95.56,29,4.44,28034
28,35,579,565,97.58,14,2.42,28035
28,36,227,224,98.68,3,1.32,28036
28,37,633,613,96.84,20,3.16,28037
28,38,224,217,96.88,7,3.13,28038
28,39,379,373,98.42,6,1.58,28039
28,40,592,576,97.3,16,2.7,28040
28,41,400,391,97.75,9,2.25,28041
28,42,528,514,97.35,14,2.65,28042
28,43,560,542,96.79,18,3.21,28043
28,44,358,348,97.21,10,2.79,28044
28,45,347,280,80.69,67,19.31,28045
28,46,641,536,83.62,105,16.38,28046
29,1,506,410,81.03,96,18.97,29001
29,2,512,502,98.05,10,1.95,29002
29,3,450,442,98.22,8,1.78,29003
29,4,460,448,97.39,12,2.61,29004
29,5,511,496,97.06,15,2.94,29005
29,6,469,455,97.01,14,2.99,29006
29,7,524,480,91.6,44,8.4,29007
29,8,575,554,96.35,21,3.65,29008
29,9,478,368,76.99,110,23.01,29009
29,10,531,435,81.92,96,18.08,29010
29,11,557,541,97.13,16,2.87,29011
29,12,550,536,97.45,14,2.55,29012
29,13,537,525,97.77,12,2.23,29013
29,14,585,577,98.63,8,1.37,29014
29,15,536,521,97.2,15,2.8,29015
29,16,498,488,97.99,10,2.01,29016
29,17,515,495,96.12,20,3.88,29017
29,18,616,601,97.56,15,2.44,29018
29,19,574,551,95.99,23,4.01,29019
29,20,477,467,97.9,10,2.1,29020
29,21,496,483,97.38,13,2.62,29021
29,22,618,558,90.29,60,9.71,29022
29,23,442,329,74.43,113,25.57,29023
29,24,476,466,97.9,10,2.1,29024
29,25,539,527,97.77,12,2.23,29025
29,26,535,515,96.26,20,3.74,29026
29,27,434,422,97.24,12,2.76,29027
29,28,518,512,98.84,6,1.16,29028
29,29,354,237,66.95,117,33.05,29029
29,30,456,396,86.84,60,13.16,29030
29,31,369,228,61.79,141,38.21,29031
29,32,392,262,66.84,130,33.16,29032
29,33,513,488,95.13,25,4.87,29033
29,34,384,370,96.35,14,3.65,29034
29,35,577,556,96.36,21,3.64,29035
29,36,511,503,98.43,8,1.57,29036
29,37,556,532,95.68,24,4.32,29037
29,38,414,323,78.02,91,21.98,29038
29,39,376,284,75.53,92,24.47,29039
29,40,581,562,96.73,19,3.27,29040
29,41,484,472,97.52,12,2.48,29041
29,42,426,418,98.12,8,1.88,29042
29,43,535,480,89.72,55,10.28,29043
29,44,517,486,94.0,31,6.0,29044
30,1,433,342,78.98,91,21.02,30001
30,2,364,296,81.32,68,18.68,30002
30,3,272,213,78.31,59,21.69,30003
30,4,378,285,75.4,93,24.6,30004
30,5,302,258,85.43,44,14.57,30005
30,6,301,249,82.72,52,17.28,30006
30,7,385,311,80.78,74,19.22,30007
30,8,390,316,81.03,74,18.97,30008
30,9,313,237,75.72,76,24.28,30009
30,10,350,285,81.43,65,18.57,30010
30,11,334,289,86.53,45,13.47,30011
30,12,340,264,77.65,76,22.35,30012
30,13,222,177,79.73,45,20.27,30013
30,14,338,265,78.4,73,21.6,30014
30,15,344,265,77.03,79,22.97,30015
30,16,169,128,75.74,41,24.26,30016
30,17,362,292,80.66,70,19.34,30017
30,18,316,266,84.18,50,15.82,30018
30,19,338,290,85.8,48,14.2,30019
30,20,359,267,74.37,92,25.63,30020
30,21,415,313,75.42,102,24.58,30021
30,22,403,339,84.12,64,15.88,30022
30,23,332,281,84.64,51,15.36,30023
30,24,366,286,78.14,80,21.86,30024
30,25,379,306,80.74,73,19.26,30025
30,26,252,200,79.37,52,20.63,30026
30,27,236,185,78.39,51,21.61,30027
30,28,393,337,85.75,56,14.25,30028
30,29,248,206,83.06,42,16.94,30029
30,30,154,131,85.06,23,14.94,30030
30,31,239,176,73.64,63,26.36,30031
30,32,290,244,84.14,46,15.86,30032
31,1,239,217,90.79,22,9.21,31001
31,2,212,193,91.04,19,8.96,31002
31,3,267,212,79.4,55,20.6,31003
31,4,322,283,87.89,39,12.11,31004
31,5,242,199,82.23,43,17.77,31005
31,6,213,184,86.38,29,13.62,31006
31,7,292,263,90.07,29,9.93,31007
31,8,176,145,82.39,31,17.61,31008
31,9,271,234,86.35,37,13.65,31009
31,10,240,204,85.0,36,15.0,31010
31,11,232,178,76.72,54,23.28,31011
31,12,244,192,78.69,52,21.31,31012
31,13,258,234,90.7,24,9.3,31013
31,14,235,186,79.15,49,20.85,31014
31,15,224,180,80.36,44,19.64,31015
31,16,287,261,90.94,26,9.06,31016
31,17,272,224,82.35,48,17.65,31017
31,18,254,206,81.1,48,18.9,31018
31,19,208,166,79.81,42,20.19,31019
31,20,220,191,86.82,29,13.18,31020
31,21,238,203,85.29,35,14.71,31021
31,22,229,192,83.84,37,16.16,31022
31,23,229,191,83.41,38,16.59,31023
31,24,275,235,85.45,40,14.55,31024
31,25,218,165,75.69,53,24.31,31025
31,26,265,225,84.91,40,15.09,31026
31,27,290,235,81.03,55,18.97,31027
31,28,230,193,83.91,37,16.09,31028
31,29,267,224,83.9,43,16.1,31029
31,30,183,146,79.78,37,20.22,31030
31,31,221,166,75.11,55,24.89,31031
31,32,209,170,81.34,39,18.66,31032
31,33,215,157,73.02,58,26.98,31033
31,34,232,177,76.29,55,23.71,31034
31,35,302,254,84.11,48,15.89,31035
31,36,248,209,84.27,39,15.73,31036
31,37,211,170,80.57,41,19.43,31037
31,38,262,243,92.75,19,7.25,31038
31,39,242,213,88.02,29,11.98,31039
31,40,253,218,86.17,35,13.83,31040
31,41,224,196,87.5,28,12.5,31041
32,1,559,421,75.31,138,24.69,32001
32,2,515,369,71.65,146,28.35,32002
32,3,520,445,85.58,75,14.42,32003
32,4,468,358,76.5,110,23.5,32004
32,5,508,411,80.91,97,19.09,32005
32,6,486,348,71.6,138,28.4,32006
32,7,571,402,70.4,169,29.6,32007
32,8,598,378,63.21,220,36.79,32008
32,9,482,369,76.56,113,23.44,32009
32,10,546,372,68.13,174,31.87,32010
32,11,473,431,91.12,42,8.88,32011
32,12,382,321,84.03,61,15.97,32012
32,13,524,367,70.04,157,29.96,32013
32,14,457,413,90.37,44,9.63,32014
32,15,501,387,77.25,114,22.75,32015
32,16,479,378,78.91,101,21.09,32016
32,17,471,415,88.11,56,11.89,32017
32,18,504,350,69.44,154,30.56,32018
32,19,470,361,76.81,109,23.19,32019
32,20,482,437,90.66,45,9.34,32020
32,21,541,410,75.79,131,24.21,32021
32,22,574,504,87.8,70,12.2,32022
32,23,514,351,68.29,163,31.71,32023
32,24,404,229,56.68,175,43.32,32024
32,25,498,355,71.29,143,28.71,32025
32,26,493,417,84.58,76,15.42,32026
32,27,508,315,62.01,193,37.99,32027
32,28,506,448,88.54,58,11.46,32028
32,29,499,413,82.77,86,17.23,32029
32,30,517,336,64.99,181,35.01,32030
32,31,478,361,75.52,117,24.48,32031
32,32,515,402,78.06,113,21.94,32032
32,33,507,378,74.56,129,25.44,32033
32,34,506,388,76.68,118,23.32,32034
32,35,508,385,75.79,123,24.21,32035
32,36,532,401,75.38,131,24.62,32036
32,37,457,342,74.84,115,25.16,32037
32,38,467,335,71.73,132,28.27,32038
32,39,584,362,61.99,222,38.01,32039
32,40,548,405,73.91,143,26.09,32040
32,41,525,364,69.33,161,30.67,32041
32,42,491,355,72.3,136,27.7,32042
32,43,452,390,86.28,62,13.72,32043
33,1,497,435,87.53,62,12.47,33001
33,2,493,401,81.34,92,18.66,33002
33,3,554,482,87.0,72,13.0,33003
33,4,479,394,82.25,85,17.75,33004
33,5,411,344,83.7,67,16.3,33005
33,6,460,388,84.35,72,15.65,33006
33,7,472,394,83.47,78,16.53,33007
33,8,638,548,85.89,90,14.11,33008
33,9,513,396,77.19,117,22.81,33009
33,10,486,377,77.57,109,22.43,33010
33,11,484,395,81.61,89,18.39,33011
33,12,504,417,82.74,87,17.26,33012
33,13,442,395,89.37,47,10.63,33013
33,14,225,189,84.0,36,16.0,33014
33,15,497,417,83.9,80,16.1,33015
33,16,662,538,81.27,124,18.73,33016
33,17,511,434,84.93,77,15.07,33017
33,18,568,477,83.98,91,16.02,33018
33,19,475,382,80.42,93,19.58,33019
33,20,552,478,86.59,74,13.41,33020
33,21,507,433,85.4,74,14.6,33021
33,22,498,404,81.12,94,18.88,33022
33,23,535,453,84.67,82,15.33,33023
