ward,precinct,total,Jessica A. O'Brien,Jessica A. O'Brien Percent,precinct_id
46,31,447,447,100.0,46031
46,32,355,355,100.0,46032
46,33,476,476,100.0,46033
46,34,415,415,100.0,46034
46,35,484,484,100.0,46035
46,36,321,321,100.0,46036
46,37,298,298,100.0,46037
46,38,407,407,100.0,46038
46,39,350,350,100.0,46039
46,40,324,324,100.0,46040
47,1,271,271,100.0,47001
47,2,372,372,100.0,47002
47,3,366,366,100.0,47003
47,4,409,409,100.0,47004
47,5,407,407,100.0,47005
47,6,417,417,100.0,47006
47,7,331,331,100.0,47007
47,8,393,393,100.0,47008
47,9,334,334,100.0,47009
47,10,473,473,100.0,47010
47,11,365,365,100.0,47011
47,12,369,369,100.0,47012
47,13,390,390,100.0,47013
47,14,329,329,100.0,47014
47,15,455,455,100.0,47015
47,16,365,365,100.0,47016
47,17,344,344,100.0,47017
47,18,339,339,100.0,47018
47,19,450,450,100.0,47019
47,20,388,388,100.0,47020
47,21,359,359,100.0,47021
47,22,394,394,100.0,47022
47,23,411,411,100.0,47023
47,24,373,373,100.0,47024
47,25,349,349,100.0,47025
47,26,418,418,100.0,47026
47,27,340,340,100.0,47027
47,28,350,350,100.0,47028
47,29,379,379,100.0,47029
47,30,421,421,100.0,47030
47,31,377,377,100.0,47031
47,32,424,424,100.0,47032
47,33,355,355,100.0,47033
47,34,391,391,100.0,47034
47,35,338,338,100.0,47035
47,36,426,426,100.0,47036
47,37,392,392,100.0,47037
47,38,361,361,100.0,47038
47,39,385,385,100.0,47039
47,40,397,397,100.0,47040
47,41,413,413,100.0,47041
47,42,363,363,100.0,47042
47,43,360,360,100.0,47043
47,44,319,319,100.0,47044
47,45,389,389,100.0,47045
47,46,344,344,100.0,47046
47,47,351,351,100.0,47047
47,48,26,26,100.0,47048
48,1,343,343,100.0,48001
48,2,159,159,100.0,48002
48,3,446,446,100.0,48003
48,4,317,317,100.0,48004
48,5,214,214,100.0,48005
48,6,440,440,100.0,48006
48,7,385,385,100.0,48007
48,8,188,188,100.0,48008
48,9,259,259,100.0,48009
48,10,483,483,100.0,48010
48,11,314,314,100.0,48011
48,12,451,451,100.0,48012
48,13,455,455,100.0,48013
48,14,204,204,100.0,48014
48,15,238,238,100.0,48015
48,16,383,383,100.0,48016
48,17,336,336,100.0,48017
48,18,304,304,100.0,48018
48,19,234,234,100.0,48019
48,20,411,411,100.0,48020
48,21,439,439,100.0,48021
48,22,312,312,100.0,48022
48,23,286,286,100.0,48023
48,24,363,363,100.0,48024
48,25,326,326,100.0,48025
48,26,209,209,100.0,48026
48,27,319,319,100.0,48027
48,28,495,495,100.0,48028
48,29,177,177,100.0,48029
48,30,332,332,100.0,48030
48,31,503,503,100.0,48031
48,32,352,352,100.0,48032
48,33,190,190,100.0,48033
48,34,331,331,100.0,48034
48,35,293,293,100.0,48035
48,36,232,232,100.0,48036
48,37,352,352,100.0,48037
48,38,370,370,100.0,48038
48,39,292,292,100.0,48039
48,40,321,321,100.0,48040
48,41,438,438,100.0,48041
48,42,430,430,100.0,48042
48,43,434,434,100.0,48043
48,44,459,459,100.0,48044
48,45,287,287,100.0,48045
48,46,249,249,100.0,48046
49,1,342,342,100.0,49001
49,2,257,257,100.0,49002
49,3,426,426,100.0,49003
49,4,460,460,100.0,49004
49,5,373,373,100.0,49005
49,6,377,377,100.0,49006
49,7,304,304,100.0,49007
49,8,289,289,100.0,49008
49,9,383,383,100.0,49009
49,10,368,368,100.0,49010
49,11,463,463,100.0,49011
49,12,454,454,100.0,49012
49,13,424,424,100.0,49013
49,14,327,327,100.0,49014
49,15,308,308,100.0,49015
49,16,308,308,100.0,49016
49,17,347,347,100.0,49017
49,18,479,479,100.0,49018
49,19,346,346,100.0,49019
49,20,533,533,100.0,49020
49,21,240,240,100.0,49021
49,22,399,399,100.0,49022
49,23,435,435,100.0,49023
49,24,357,357,100.0,49024
49,25,486,486,100.0,49025
49,26,398,398,100.0,49026
49,27,462,462,100.0,49027
49,28,440,440,100.0,49028
49,29,420,420,100.0,49029
49,30,401,401,100.0,49030
49,31,294,294,100.0,49031
49,32,391,391,100.0,49032
49,33,337,337,100.0,49033
50,1,225,225,100.0,50001
50,2,175,175,100.0,50002
50,3,239,239,100.0,50003
50,4,308,308,100.0,50004
50,5,178,178,100.0,50005
50,6,301,301,100.0,50006
50,7,327,327,100.0,50007
50,8,286,286,100.0,50008
50,9,225,225,100.0,50009
50,10,211,211,100.0,50010
50,11,119,119,100.0,50011
50,12,113,113,100.0,50012
50,13,312,312,100.0,50013
50,14,76,76,100.0,50014
50,15,328,328,100.0,50015
50,16,89,89,100.0,50016
50,17,239,239,100.0,50017
50,18,43,43,100.0,50018
50,19,175,175,100.0,50019
50,20,284,284,100.0,50020
50,21,239,239,100.0,50021
50,22,212,212,100.0,50022
50,23,186,186,100.0,50023
50,24,197,197,100.0,50024
50,25,204,204,100.0,50025
50,26,256,256,100.0,50026
50,27,76,76,100.0,50027
50,28,358,358,100.0,50028
50,29,241,241,100.0,50029
50,30,199,199,100.0,50030
50,31,306,306,100.0,50031
50,32,343,343,100.0,50032
50,33,179,179,100.0,50033
50,34,330,330,100.0,50034
50,35,353,353,100.0,50035
50,36,235,235,100.0,50036
50,37,278,278,100.0,50037
50,38,131,131,100.0,50038
50,39,204,204,100.0,50039
50,40,201,201,100.0,50040
