ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Diane S. Shapiro,Diane S. Shapiro Percent,precinct_id
17,24,532,525,98.68,7,1.32,17024
17,25,466,437,93.78,29,6.22,17025
17,26,542,530,97.79,12,2.21,17026
17,27,505,490,97.03,15,2.97,17027
17,28,496,490,98.79,6,1.21,17028
17,29,538,529,98.33,9,1.67,17029
17,30,373,333,89.28,40,10.72,17030
17,31,434,421,97.0,13,3.0,17031
17,32,471,462,98.09,9,1.91,17032
17,33,403,395,98.01,8,1.99,17033
17,34,409,401,98.04,8,1.96,17034
17,35,447,437,97.76,10,2.24,17035
17,36,501,495,98.8,6,1.2,17036
17,37,432,418,96.76,14,3.24,17037
17,38,548,537,97.99,11,2.01,17038
17,39,467,457,97.86,10,2.14,17039
17,40,491,485,98.78,6,1.22,17040
17,41,541,526,97.23,15,2.77,17041
18,1,397,371,93.45,26,6.55,18001
18,2,384,308,80.21,76,19.79,18002
18,3,346,242,69.94,104,30.06,18003
18,4,456,438,96.05,18,3.95,18004
18,5,372,366,98.39,6,1.61,18005
18,6,373,242,64.88,131,35.12,18006
18,7,437,385,88.1,52,11.9,18007
18,8,463,434,93.74,29,6.26,18008
18,9,423,401,94.8,22,5.2,18009
18,10,516,492,95.35,24,4.65,18010
18,11,365,312,85.48,53,14.52,18011
18,12,462,446,96.54,16,3.46,18012
18,13,496,466,93.95,30,6.05,18013
18,14,472,455,96.4,17,3.6,18014
18,15,389,343,88.17,46,11.83,18015
18,16,465,444,95.48,21,4.52,18016
18,17,433,405,93.53,28,6.47,18017
18,18,398,381,95.73,17,4.27,18018
18,19,469,456,97.23,13,2.77,18019
18,20,443,431,97.29,12,2.71,18020
18,21,553,515,93.13,38,6.87,18021
18,22,538,523,97.21,15,2.79,18022
18,23,462,444,96.1,18,3.9,18023
18,24,362,262,72.38,100,27.62,18024
18,25,398,290,72.86,108,27.14,18025
18,26,513,497,96.88,16,3.12,18026
18,27,407,386,94.84,21,5.16,18027
18,28,360,233,64.72,127,35.28,18028
18,29,432,373,86.34,59,13.66,18029
18,30,396,276,69.7,120,30.3,18030
18,31,470,443,94.26,27,5.74,18031
18,32,485,481,99.18,4,0.82,18032
18,33,440,431,97.95,9,2.05,18033
18,34,519,485,93.45,34,6.55,18034
18,35,460,433,94.13,27,5.87,18035
18,36,388,332,85.57,56,14.43,18036
18,37,478,459,96.03,19,3.97,18037
18,38,442,435,98.42,7,1.58,18038
18,39,389,370,95.12,19,4.88,18039
18,40,479,378,78.91,101,21.09,18040
18,41,510,487,95.49,23,4.51,18041
18,42,418,387,92.58,31,7.42,18042
18,43,436,335,76.83,101,23.17,18043
18,44,365,225,61.64,140,38.36,18044
18,45,389,339,87.15,50,12.85,18045
18,46,433,339,78.29,94,21.71,18046
18,47,369,354,95.93,15,4.07,18047
18,48,405,397,98.02,8,1.98,18048
18,49,363,352,96.97,11,3.03,18049
18,50,432,410,94.91,22,5.09,18050
19,1,405,214,52.84,191,47.16,19001
19,2,486,384,79.01,102,20.99,19002
19,3,359,138,38.44,221,61.56,19003
19,4,507,242,47.73,265,52.27,19004
19,5,484,368,76.03,116,23.97,19005
19,6,380,202,53.16,178,46.84,19006
19,7,440,256,58.18,184,41.82,19007
19,8,493,210,42.6,283,57.4,19008
19,9,291,153,52.58,138,47.42,19009
19,10,539,368,68.27,171,31.73,19010
19,11,450,183,40.67,267,59.33,19011
19,12,393,168,42.75,225,57.25,19012
19,13,613,575,93.8,38,6.2,19013
19,14,529,386,72.97,143,27.03,19014
19,15,388,171,44.07,217,55.93,19015
19,16,481,235,48.86,246,51.14,19016
19,17,409,232,56.72,177,43.28,19017
19,18,503,313,62.23,190,37.77,19018
19,19,490,319,65.1,171,34.9,19019
19,20,412,338,82.04,74,17.96,19020
19,21,448,219,48.88,229,51.12,19021
19,22,480,304,63.33,176,36.67,19022
19,23,481,269,55.93,212,44.07,19023
19,24,336,160,47.62,176,52.38,19024
19,25,445,247,55.51,198,44.49,19025
19,26,459,260,56.64,199,43.36,19026
19,27,473,396,83.72,77,16.28,19027
19,28,633,594,93.84,39,6.16,19028
19,29,401,184,45.89,217,54.11,19029
19,30,454,218,48.02,236,51.98,19030
19,31,398,239,60.05,159,39.95,19031
19,32,430,241,56.05,189,43.95,19032
19,33,465,233,50.11,232,49.89,19033
19,34,422,254,60.19,168,39.81,19034
19,35,387,245,63.31,142,36.69,19035
19,36,665,566,85.11,99,14.89,19036
19,37,464,369,79.53,95,20.47,19037
19,38,428,356,83.18,72,16.82,19038
19,39,242,222,91.74,20,8.26,19039
19,40,479,330,68.89,149,31.11,19040
19,41,464,253,54.53,211,45.47,19041
19,42,406,307,75.62,99,24.38,19042
19,43,701,666,95.01,35,4.99,19043
19,44,525,233,44.38,292,55.62,19044
19,45,419,234,55.85,185,44.15,19045
19,46,494,238,48.18,256,51.82,19046
19,47,621,531,85.51,90,14.49,19047
19,48,730,706,96.71,24,3.29,19048
19,49,563,488,86.68,75,13.32,19049
19,50,395,260,65.82,135,34.18,19050
19,51,503,299,59.44,204,40.56,19051
19,52,357,177,49.58,180,50.42,19052
19,53,410,235,57.32,175,42.68,19053
19,54,395,190,48.1,205,51.9,19054
19,55,461,237,51.41,224,48.59,19055
19,56,504,322,63.89,182,36.11,19056
19,57,531,358,67.42,173,32.58,19057
19,58,420,197,46.9,223,53.1,19058
20,1,478,469,98.12,9,1.88,20001
20,2,441,426,96.6,15,3.4,20002
20,3,432,424,98.15,8,1.85,20003
20,4,294,278,94.56,16,5.44,20004
20,5,492,477,96.95,15,3.05,20005
20,6,495,483,97.58,12,2.42,20006
20,7,464,446,96.12,18,3.88,20007
20,8,480,465,96.88,15,3.13,20008
20,9,533,516,96.81,17,3.19,20009
20,10,476,460,96.64,16,3.36,20010
20,11,633,622,98.26,11,1.74,20011
20,12,396,390,98.48,6,1.52,20012
20,13,586,573,97.78,13,2.22,20013
20,14,407,402,98.77,5,1.23,20014
20,15,248,217,87.5,31,12.5,20015
20,16,482,454,94.19,28,5.81,20016
20,17,295,278,94.24,17,5.76,20017
20,18,431,423,98.14,8,1.86,20018
20,19,491,482,98.17,9,1.83,20019
20,20,294,259,88.1,35,11.9,20020
20,21,521,506,97.12,15,2.88,20021
20,22,575,556,96.7,19,3.3,20022
20,23,625,613,98.08,12,1.92,20023
20,24,514,487,94.75,27,5.25,20024
20,25,457,445,97.37,12,2.63,20025
20,26,449,429,95.55,20,4.45,20026
20,27,379,369,97.36,10,2.64,20027
20,28,357,345,96.64,12,3.36,20028
20,29,644,634,98.45,10,1.55,20029
20,30,276,273,98.91,3,1.09,20030
20,31,595,584,98.15,11,1.85,20031
20,32,567,557,98.24,10,1.76,20032
20,33,355,349,98.31,6,1.69,20033
20,34,504,476,94.44,28,5.56,20034
20,35,588,576,97.96,12,2.04,20035
20,36,312,301,96.47,11,3.53,20036
20,37,219,216,98.63,3,1.37,20037
21,1,517,506,97.87,11,2.13,21001
21,2,467,459,98.29,8,1.71,21002
21,3,497,483,97.18,14,2.82,21003
21,4,558,544,97.49,14,2.51,21004
21,5,489,477,97.55,12,2.45,21005
21,6,512,499,97.46,13,2.54,21006
21,7,499,491,98.4,8,1.6,21007
21,8,510,500,98.04,10,1.96,21008
21,9,515,509,98.83,6,1.17,21009
21,10,500,497,99.4,3,0.6,21010
21,11,506,493,97.43,13,2.57,21011
21,12,506,500,98.81,6,1.19,21012
21,13,528,520,98.48,8,1.52,21013
21,14,587,577,98.3,10,1.7,21014
21,15,494,485,98.18,9,1.82,21015
21,16,527,520,98.67,7,1.33,21016
21,17,480,466,97.08,14,2.92,21017
21,18,608,596,98.03,12,1.97,21018
21,19,520,512,98.46,8,1.54,21019
21,20,465,455,97.85,10,2.15,21020
21,21,467,455,97.43,12,2.57,21021
21,22,481,471,97.92,10,2.08,21022
21,23,491,480,97.76,11,2.24,21023
21,24,516,513,99.42,3,0.58,21024
21,25,468,460,98.29,8,1.71,21025
21,26,518,506,97.68,12,2.32,21026
21,27,524,513,97.9,11,2.1,21027
21,28,525,517,98.48,8,1.52,21028
21,29,514,507,98.64,7,1.36,21029
21,30,488,483,98.98,5,1.02,21030
21,31,339,334,98.53,5,1.47,21031
21,32,480,471,98.13,9,1.88,21032
21,33,483,478,98.96,5,1.04,21033
21,34,559,550,98.39,9,1.61,21034
21,35,491,486,98.98,5,1.02,21035
21,36,547,534,97.62,13,2.38,21036
21,37,429,417,97.2,12,2.8,21037
21,38,573,561,97.91,12,2.09,21038
21,39,492,483,98.17,9,1.83,21039
21,40,533,524,98.31,9,1.69,21040
21,41,491,480,97.76,11,2.24,21041
21,42,556,540,97.12,16,2.88,21042
21,43,549,539,98.18,10,1.82,21043
21,44,518,503,97.1,15,2.9,21044
21,45,550,535,97.27,15,2.73,21045
21,46,510,502,98.43,8,1.57,21046
21,47,497,492,98.99,5,1.01,21047
21,48,495,487,98.38,8,1.62,21048
21,49,458,445,97.16,13,2.84,21049
21,50,450,442,98.22,8,1.78,21050
21,51,529,516,97.54,13,2.46,21051
21,52,563,555,98.58,8,1.42,21052
21,53,410,403,98.29,7,1.71,21053
21,54,506,500,98.81,6,1.19,21054
22,1,501,485,96.81,16,3.19,22001
22,2,465,312,67.1,153,32.9,22002
22,3,315,266,84.44,49,15.56,22003
22,4,331,293,88.52,38,11.48,22004
22,5,347,302,87.03,45,12.97,22005
22,6,314,270,85.99,44,14.01,22006
22,7,349,304,87.11,45,12.89,22007
22,8,477,367,76.94,110,23.06,22008
22,9,323,285,88.24,38,11.76,22009
22,10,386,332,86.01,54,13.99,22010
22,11,276,243,88.04,33,11.96,22011
22,12,348,268,77.01,80,22.99,22012
22,13,332,297,89.46,35,10.54,22013
22,14,348,299,85.92,49,14.08,22014
22,15,304,270,88.82,34,11.18,22015
22,16,349,299,85.67,50,14.33,22016
22,17,310,263,84.84,47,15.16,22017
22,18,304,271,89.14,33,10.86,22018
22,19,258,251,97.29,7,2.71,22019
22,20,306,269,87.91,37,12.09,22020
22,21,576,566,98.26,10,1.74,22021
22,22,295,268,90.85,27,9.15,22022
22,23,430,425,98.84,5,1.16,22023
22,24,340,305,89.71,35,10.29,22024
22,25,316,284,89.87,32,10.13,22025
23,1,362,209,57.73,153,42.27,23001
23,2,392,237,60.46,155,39.54,23002
23,3,354,194,54.8,160,45.2,23003
23,4,387,235,60.72,152,39.28,23004
23,5,311,252,81.03,59,18.97,23005
23,6,354,272,76.84,82,23.16,23006
23,7,338,271,80.18,67,19.82,23007
23,8,399,255,63.91,144,36.09,23008
23,9,304,253,83.22,51,16.78,23009
23,10,390,292,74.87,98,25.13,23010
23,11,411,339,82.48,72,17.52,23011
23,12,357,191,53.5,166,46.5,23012
23,13,291,254,87.29,37,12.71,23013
23,14,307,171,55.7,136,44.3,23014
23,15,315,264,83.81,51,16.19,23015
23,16,354,203,57.34,151,42.66,23016
23,17,247,209,84.62,38,15.38,23017
23,18,365,216,59.18,149,40.82,23018
23,19,333,283,84.98,50,15.02,23019
23,20,230,185,80.43,45,19.57,23020
23,21,384,190,49.48,194,50.52,23021
23,22,359,237,66.02,122,33.98,23022
23,23,345,183,53.04,162,46.96,23023
23,24,311,236,75.88,75,24.12,23024
23,25,330,247,74.85,83,25.15,23025
23,26,313,229,73.16,84,26.84,23026
23,27,348,198,56.9,150,43.1,23027
23,28,390,247,63.33,143,36.67,23028
23,29,301,179,59.47,122,40.53,23029
23,30,368,285,77.45,83,22.55,23030
23,31,266,212,79.7,54,20.3,23031
23,32,355,286,80.56,69,19.44,23032
23,33,366,292,79.78,74,20.22,23033
23,34,315,251,79.68,64,20.32,23034
23,35,271,145,53.51,126,46.49,23035
23,36,359,206,57.38,153,42.62,23036
23,37,344,176,51.16,168,48.84,23037
23,38,335,181,54.03,154,45.97,23038
23,39,301,241,80.07,60,19.93,23039
24,1,458,448,97.82,10,2.18,24001
24,2,492,476,96.75,16,3.25,24002
24,3,517,501,96.91,16,3.09,24003
24,4,385,382,99.22,3,0.78,24004
24,5,284,272,95.77,12,4.23,24005
24,6,484,472,97.52,12,2.48,24006
24,7,225,210,93.33,15,6.67,24007
24,8,269,262,97.4,7,2.6,24008
24,9,492,479,97.36,13,2.64,24009
24,10,255,251,98.43,4,1.57,24010
24,11,540,530,98.15,10,1.85,24011
24,12,343,333,97.08,10,2.92,24012
24,13,327,319,97.55,8,2.45,24013
24,14,457,450,98.47,7,1.53,24014
24,15,301,293,97.34,8,2.66,24015
24,16,370,336,90.81,34,9.19,24016
24,17,402,393,97.76,9,2.24,24017
24,18,549,540,98.36,9,1.64,24018
24,19,548,538,98.18,10,1.82,24019
24,20,375,371,98.93,4,1.07,24020
24,21,231,224,96.97,7,3.03,24021
24,22,595,580,97.48,15,2.52,24022
24,23,458,440,96.07,18,3.93,24023
24,24,620,615,99.19,5,0.81,24024
24,25,440,434,98.64,6,1.36,24025
24,26,564,553,98.05,11,1.95,24026
24,27,494,488,98.79,6,1.21,24027
24,28,378,376,99.47,2,0.53,24028
24,29,328,320,97.56,8,2.44,24029
24,30,299,291,97.32,8,2.68,24030
24,31,545,527,96.7,18,3.3,24031
24,32,307,297,96.74,10,3.26,24032
24,33,305,296,97.05,9,2.95,24033
24,34,402,393,97.76,9,2.24,24034
24,35,490,480,97.96,10,2.04,24035
24,36,587,570,97.1,17,2.9,24036
24,37,303,297,98.02,6,1.98,24037
24,38,369,352,95.39,17,4.61,24038
24,39,476,451,94.75,25,5.25,24039
24,40,460,450,97.83,10,2.17,24040
24,41,360,352,97.78,8,2.22,24041
25,1,334,280,83.83,54,16.17,25001
25,2,372,315,84.68,57,15.32,25002
25,3,580,372,64.14,208,35.86,25003
25,4,483,433,89.65,50,10.35,25004
25,5,372,297,79.84,75,20.16,25005
25,6,140,105,75.0,35,25.0,25006
25,7,346,309,89.31,37,10.69,25007
25,8,407,356,87.47,51,12.53,25008
25,9,415,357,86.02,58,13.98,25009
25,10,511,300,58.71,211,41.29,25010
25,11,418,351,83.97,67,16.03,25011
25,12,266,219,82.33,47,17.67,25012
25,13,415,363,87.47,52,12.53,25013
25,14,295,218,73.9,77,26.1,25014
25,15,355,289,81.41,66,18.59,25015
25,16,557,328,58.89,229,41.11,25016
25,17,488,412,84.43,76,15.57,25017
25,18,232,186,80.17,46,19.83,25018
25,19,414,364,87.92,50,12.08,25019
25,20,461,449,97.4,12,2.6,25020
25,21,742,526,70.89,216,29.11,25021
25,22,345,301,87.25,44,12.75,25022
25,23,468,405,86.54,63,13.46,25023
25,24,355,301,84.79,54,15.21,25024
25,25,412,269,65.29,143,34.71,25025
25,26,398,331,83.17,67,16.83,25026
25,27,492,334,67.89,158,32.11,25027
25,28,458,394,86.03,64,13.97,25028
25,29,424,380,89.62,44,10.38,25029
25,30,379,321,84.7,58,15.3,25030
25,31,515,293,56.89,222,43.11,25031
25,32,353,285,80.74,68,19.26,25032
26,1,386,334,86.53,52,13.47,26001
26,2,403,361,89.58,42,10.42,26002
26,3,449,339,75.5,110,24.5,26003
26,4,384,355,92.45,29,7.55,26004
26,5,404,364,90.1,40,9.9,26005
26,6,294,270,91.84,24,8.16,26006
26,7,367,310,84.47,57,15.53,26007
26,8,298,262,87.92,36,12.08,26008
26,9,346,305,88.15,41,11.85,26009
26,10,465,419,90.11,46,9.89,26010
26,11,303,261,86.14,42,13.86,26011
26,12,414,373,90.1,41,9.9,26012
26,13,319,290,90.91,29,9.09,26013
26,14,270,249,92.22,21,7.78,26014
26,15,273,234,85.71,39,14.29,26015
26,16,267,239,89.51,28,10.49,26016
26,17,404,237,58.66,167,41.34,26017
26,18,379,322,84.96,57,15.04,26018
26,19,292,271,92.81,21,7.19,26019
26,20,402,336,83.58,66,16.42,26020
26,21,531,486,91.53,45,8.47,26021
26,22,300,268,89.33,32,10.67,26022
26,23,260,237,91.15,23,8.85,26023
26,24,295,261,88.47,34,11.53,26024
26,25,336,289,86.01,47,13.99,26025
26,26,284,249,87.68,35,12.32,26026
26,27,341,297,87.1,44,12.9,26027
26,28,410,308,75.12,102,24.88,26028
26,29,363,313,86.23,50,13.77,26029
26,30,418,365,87.32,53,12.68,26030
26,31,314,278,88.54,36,11.46,26031
26,32,362,251,69.34,111,30.66,26032
26,33,457,399,87.31,58,12.69,26033
26,34,421,376,89.31,45,10.69,26034
26,35,325,286,88.0,39,12.0,26035
26,36,393,335,85.24,58,14.76,26036
27,1,494,312,63.16,182,36.84,27001
27,2,502,387,77.09,115,22.91,27002
27,3,347,340,97.98,7,2.02,27003
27,4,462,439,95.02,23,4.98,27004
27,5,347,338,97.41,9,2.59,27005
27,6,616,505,81.98,111,18.02,27006
27,7,532,413,77.63,119,22.37,27007
27,8,420,407,96.9,13,3.1,27008
27,9,523,466,89.1,57,10.9,27009
27,10,439,419,95.44,20,4.56,27010
27,11,461,311,67.46,150,32.54,27011
27,12,460,284,61.74,176,38.26,27012
27,13,577,538,93.24,39,6.76,27013
27,14,478,468,97.91,10,2.09,27014
27,15,499,492,98.6,7,1.4,27015
27,16,410,259,63.17,151,36.83,27016
27,17,523,486,92.93,37,7.07,27017
27,18,378,366,96.83,12,3.17,27018
27,19,392,378,96.43,14,3.57,27019
27,20,644,582,90.37,62,9.63,27020
27,21,617,419,67.91,198,32.09,27021
27,22,326,322,98.77,4,1.23,27022
27,23,428,420,98.13,8,1.87,27023
27,24,429,412,96.04,17,3.96,27024
27,25,458,417,91.05,41,8.95,27025
27,26,395,370,93.67,25,6.33,27026
27,27,515,472,91.65,43,8.35,27027
27,28,441,354,80.27,87,19.73,27028
27,29,430,420,97.67,10,2.33,27029
27,30,528,524,99.24,4,0.76,27030
27,31,409,398,97.31,11,2.69,27031
27,32,369,335,90.79,34,9.21,27032
27,33,464,364,78.45,100,21.55,27033
27,34,471,455,96.6,16,3.4,27034
27,35,471,322,68.37,149,31.63,27035
27,36,388,365,94.07,23,5.93,27036
27,37,528,436,82.58,92,17.42,27037
27,38,444,342,77.03,102,22.97,27038
27,39,500,482,96.4,18,3.6,27039
27,40,520,402,77.31,118,22.69,27040
27,41,471,446,94.69,25,5.31,27041
27,42,488,326,66.8,162,33.2,27042
27,43,420,400,95.24,20,4.76,27043
27,44,449,438,97.55,11,2.45,27044
27,45,494,315,63.77,179,36.23,27045
28,1,450,441,98.0,9,2.0,28001
28,2,414,405,97.83,9,2.17,28002
28,3,399,389,97.49,10,2.51,28003
28,4,329,231,70.21,98,29.79,28004
28,5,249,242,97.19,7,2.81,28005
28,6,202,157,77.72,45,22.28,28006
28,7,575,567,98.61,8,1.39,28007
28,8,339,220,64.9,119,35.1,28008
28,9,562,554,98.58,8,1.42,28009
28,10,449,366,81.51,83,18.49,28010
28,11,762,666,87.4,96,12.6,28011
28,12,476,469,98.53,7,1.47,28012
28,13,416,409,98.32,7,1.68,28013
28,14,440,436,99.09,4,0.91,28014
28,15,139,135,97.12,4,2.88,28015
28,16,352,348,98.86,4,1.14,28016
28,17,449,442,98.44,7,1.56,28017
28,18,349,342,97.99,7,2.01,28018
28,19,358,295,82.4,63,17.6,28019
28,20,454,439,96.7,15,3.3,28020
28,21,421,417,99.05,4,0.95,28021
28,22,392,383,97.7,9,2.3,28022
28,23,584,570,97.6,14,2.4,28023
28,24,485,469,96.7,16,3.3,28024
28,25,661,649,98.18,12,1.82,28025
28,26,562,555,98.75,7,1.25,28026
28,27,374,254,67.91,120,32.09,28027
28,28,398,269,67.59,129,32.41,28028
28,29,220,210,95.45,10,4.55,28029
28,30,69,69,100.0,0,0.0,28030
28,31,544,530,97.43,14,2.57,28031
28,32,488,480,98.36,8,1.64,28032
28,33,517,508,98.26,9,1.74,28033
28,34,703,675,96.02,28,3.98,28034
28,35,614,602,98.05,12,1.95,28035
28,36,260,257,98.85,3,1.15,28036
28,37,673,668,99.26,5,0.74,28037
28,38,253,244,96.44,9,3.56,28038
28,39,401,394,98.25,7,1.75,28039
28,40,627,608,96.97,19,3.03,28040
28,41,425,418,98.35,7,1.65,28041
28,42,569,561,98.59,8,1.41,28042
28,43,609,600,98.52,9,1.48,28043
28,44,376,367,97.61,9,2.39,28044
28,45,351,255,72.65,96,27.35,28045
28,46,651,503,77.27,148,22.73,28046
29,1,541,415,76.71,126,23.29,29001
29,2,560,549,98.04,11,1.96,29002
29,3,492,488,99.19,4,0.81,29003
29,4,493,482,97.77,11,2.23,29004
29,5,550,537,97.64,13,2.36,29005
29,6,501,492,98.2,9,1.8,29006
29,7,547,482,88.12,65,11.88,29007
29,8,585,572,97.78,13,2.22,29008
29,9,511,363,71.04,148,28.96,29009
29,10,552,426,77.17,126,22.83,29010
29,11,586,574,97.95,12,2.05,29011
29,12,596,570,95.64,26,4.36,29012
29,13,588,575,97.79,13,2.21,29013
29,14,628,619,98.57,9,1.43,29014
29,15,569,554,97.36,15,2.64,29015
29,16,518,511,98.65,7,1.35,29016
29,17,551,545,98.91,6,1.09,29017
29,18,649,638,98.31,11,1.69,29018
29,19,609,590,96.88,19,3.12,29019
29,20,513,507,98.83,6,1.17,29020
29,21,528,516,97.73,12,2.27,29021
29,22,662,600,90.63,62,9.37,29022
29,23,467,312,66.81,155,33.19,29023
29,24,509,502,98.62,7,1.38,29024
29,25,573,560,97.73,13,2.27,29025
29,26,570,538,94.39,32,5.61,29026
29,27,460,453,98.48,7,1.52,29027
29,28,546,541,99.08,5,0.92,29028
29,29,373,238,63.81,135,36.19,29029
29,30,474,372,78.48,102,21.52,29030
29,31,395,229,57.97,166,42.03,29031
29,32,409,237,57.95,172,42.05,29032
29,33,551,529,96.01,22,3.99,29033
29,34,406,386,95.07,20,4.93,29034
29,35,613,599,97.72,14,2.28,29035
29,36,550,546,99.27,4,0.73,29036
29,37,608,591,97.2,17,2.8,29037
29,38,426,320,75.12,106,24.88,29038
29,39,391,274,70.08,117,29.92,29039
29,40,621,606,97.58,15,2.42,29040
29,41,521,507,97.31,14,2.69,29041
29,42,454,444,97.8,10,2.2,29042
29,43,553,478,86.44,75,13.56,29043
29,44,543,527,97.05,16,2.95,29044
30,1,445,334,75.06,111,24.94,30001
30,2,381,291,76.38,90,23.62,30002
30,3,285,202,70.88,83,29.12,30003
30,4,392,293,74.74,99,25.26,30004
30,5,323,263,81.42,60,18.58,30005
30,6,315,253,80.32,62,19.68,30006
30,7,406,301,74.14,105,25.86,30007
30,8,391,302,77.24,89,22.76,30008
30,9,331,249,75.23,82,24.77,30009
30,10,376,293,77.93,83,22.07,30010
30,11,341,295,86.51,46,13.49,30011
30,12,363,266,73.28,97,26.72,30012
30,13,242,186,76.86,56,23.14,30013
30,14,350,275,78.57,75,21.43,30014
30,15,348,230,66.09,118,33.91,30015
30,16,183,132,72.13,51,27.87,30016
30,17,374,275,73.53,99,26.47,30017
30,18,333,267,80.18,66,19.82,30018
30,19,351,289,82.34,62,17.66,30019
30,20,382,290,75.92,92,24.08,30020
30,21,425,303,71.29,122,28.71,30021
30,22,422,346,81.99,76,18.01,30022
30,23,345,277,80.29,68,19.71,30023
30,24,376,295,78.46,81,21.54,30024
30,25,402,306,76.12,96,23.88,30025
30,26,262,201,76.72,61,23.28,30026
30,27,256,200,78.13,56,21.88,30027
30,28,392,315,80.36,77,19.64,30028
30,29,268,210,78.36,58,21.64,30029
30,30,161,134,83.23,27,16.77,30030
30,31,242,171,70.66,71,29.34,30031
30,32,296,219,73.99,77,26.01,30032
31,1,247,227,91.9,20,8.1,31001
31,2,233,206,88.41,27,11.59,31002
31,3,286,218,76.22,68,23.78,31003
31,4,334,292,87.43,42,12.57,31004
31,5,257,200,77.82,57,22.18,31005
31,6,232,200,86.21,32,13.79,31006
31,7,301,260,86.38,41,13.62,31007
31,8,184,149,80.98,35,19.02,31008
31,9,287,236,82.23,51,17.77,31009
31,10,248,206,83.06,42,16.94,31010
31,11,240,172,71.67,68,28.33,31011
31,12,256,186,72.66,70,27.34,31012
31,13,265,234,88.3,31,11.7,31013
31,14,248,191,77.02,57,22.98,31014
31,15,245,186,75.92,59,24.08,31015
31,16,296,243,82.09,53,17.91,31016
31,17,282,216,76.6,66,23.4,31017
31,18,262,213,81.3,49,18.7,31018
31,19,219,175,79.91,44,20.09,31019
31,20,236,202,85.59,34,14.41,31020
31,21,239,199,83.26,40,16.74,31021
31,22,241,202,83.82,39,16.18,31022
31,23,238,192,80.67,46,19.33,31023
31,24,282,236,83.69,46,16.31,31024
31,25,223,160,71.75,63,28.25,31025
31,26,275,213,77.45,62,22.55,31026
31,27,300,236,78.67,64,21.33,31027
31,28,240,194,80.83,46,19.17,31028
31,29,280,231,82.5,49,17.5,31029
31,30,194,147,75.77,47,24.23,31030
31,31,236,177,75.0,59,25.0,31031
31,32,216,181,83.8,35,16.2,31032
31,33,225,161,71.56,64,28.44,31033
31,34,241,182,75.52,59,24.48,31034
31,35,309,247,79.94,62,20.06,31035
31,36,255,203,79.61,52,20.39,31036
31,37,225,173,76.89,52,23.11,31037
31,38,280,248,88.57,32,11.43,31038
31,39,255,218,85.49,37,14.51,31039
31,40,272,219,80.51,53,19.49,31040
31,41,235,202,85.96,33,14.04,31041
32,1,566,397,70.14,169,29.86,32001
32,2,507,325,64.1,182,35.9,32002
32,3,516,418,81.01,98,18.99,32003
32,4,470,312,66.38,158,33.62,32004
32,5,494,370,74.9,124,25.1,32005
32,6,484,303,62.6,181,37.4,32006
32,7,568,361,63.56,207,36.44,32007
32,8,595,331,55.63,264,44.37,32008
32,9,479,330,68.89,149,31.11,32009
32,10,530,334,63.02,196,36.98,32010
32,11,479,416,86.85,63,13.15,32011
32,12,384,310,80.73,74,19.27,32012
32,13,524,316,60.31,208,39.69,32013
32,14,452,382,84.51,70,15.49,32014
32,15,495,329,66.46,166,33.54,32015
32,16,468,335,71.58,133,28.42,32016
32,17,468,383,81.84,85,18.16,32017
32,18,500,311,62.2,189,37.8,32018
32,19,474,326,68.78,148,31.22,32019
32,20,489,415,84.87,74,15.13,32020
32,21,525,338,64.38,187,35.62,32021
32,22,579,485,83.77,94,16.23,32022
32,23,499,286,57.31,213,42.69,32023
32,24,405,213,52.59,192,47.41,32024
32,25,499,326,65.33,173,34.67,32025
32,26,494,392,79.35,102,20.65,32026
32,27,503,263,52.29,240,47.71,32027
32,28,505,412,81.58,93,18.42,32028
32,29,496,368,74.19,128,25.81,32029
32,30,511,268,52.45,243,47.55,32030
32,31,470,302,64.26,168,35.74,32031
32,32,508,339,66.73,169,33.27,32032
32,33,517,343,66.34,174,33.66,32033
32,34,508,351,69.09,157,30.91,32034
32,35,520,353,67.88,167,32.12,32035
32,36,517,340,65.76,177,34.24,32036
32,37,445,308,69.21,137,30.79,32037
32,38,477,313,65.62,164,34.38,32038
32,39,577,306,53.03,271,46.97,32039
32,40,539,349,64.75,190,35.25,32040
32,41,540,317,58.7,223,41.3,32041
32,42,481,317,65.9,164,34.1,32042
32,43,442,356,80.54,86,19.46,32043
33,1,502,419,83.47,83,16.53,33001
33,2,501,404,80.64,97,19.36,33002
33,3,554,442,79.78,112,20.22,33003
33,4,501,387,77.25,114,22.75,33004
33,5,425,337,79.29,88,20.71,33005
33,6,465,373,80.22,92,19.78,33006
33,7,478,370,77.41,108,22.59,33007
33,8,632,468,74.05,164,25.95,33008
33,9,526,381,72.43,145,27.57,33009
33,10,492,354,71.95,138,28.05,33010
33,11,497,390,78.47,107,21.53,33011
33,12,516,413,80.04,103,19.96,33012
33,13,448,378,84.38,70,15.63,33013
33,14,235,199,84.68,36,15.32,33014
33,15,506,407,80.43,99,19.57,33015
33,16,675,510,75.56,165,24.44,33016
33,17,506,398,78.66,108,21.34,33017
33,18,582,462,79.38,120,20.62,33018
33,19,499,370,74.15,129,25.85,33019
33,20,548,449,81.93,99,18.07,33020
33,21,511,416,81.41,95,18.59,33021
33,22,505,404,80.0,101,20.0,33022
