ward,precinct,total,ARTHUR D. SUTTON,ARTHUR D. SUTTON Percent,"EUGENE """"GENE"""" MOORE","EUGENE """"GENE"""" MOORE Percent",precinct_id
13,45,301,37,12.29,264,87.71,13045
13,46,312,37,11.86,275,88.14,13046
13,47,231,53,22.94,178,77.06,13047
13,48,303,52,17.16,251,82.84,13048
13,49,264,56,21.21,208,78.79,13049
13,50,406,43,10.59,363,89.41,13050
13,51,282,48,17.02,234,82.98,13051
13,52,377,77,20.42,300,79.58,13052
13,53,379,92,24.27,287,75.73,13053
13,54,333,51,15.32,282,84.68,13054
13,55,381,70,18.37,311,81.63,13055
13,56,382,69,18.06,313,81.94,13056
13,57,368,83,22.55,285,77.45,13057
13,58,405,44,10.86,361,89.14,13058
13,59,287,65,22.65,222,77.35,13059
13,60,348,19,5.46,329,94.54,13060
13,61,410,112,27.32,298,72.68,13061
13,62,337,47,13.95,290,86.05,13062
13,63,373,106,28.42,267,71.58,13063
14,1,235,43,18.3,192,81.7,14001
14,2,219,45,20.55,174,79.45,14002
14,3,342,42,12.28,300,87.72,14003
14,4,223,44,19.73,179,80.27,14004
14,5,321,34,10.59,287,89.41,14005
14,6,248,31,12.5,217,87.5,14006
14,7,243,50,20.58,193,79.42,14007
14,8,229,44,19.21,185,80.79,14008
14,9,266,39,14.66,227,85.34,14009
14,10,151,14,9.27,137,90.73,14010
14,11,248,31,12.5,217,87.5,14011
14,12,152,23,15.13,129,84.87,14012
14,13,278,71,25.54,207,74.46,14013
14,14,199,19,9.55,180,90.45,14014
14,15,185,19,10.27,166,89.73,14015
14,16,260,47,18.08,213,81.92,14016
14,17,275,26,9.45,249,90.55,14017
14,18,171,30,17.54,141,82.46,14018
14,19,281,31,11.03,250,88.97,14019
14,20,314,37,11.78,277,88.22,14020
14,21,454,28,6.17,426,93.83,14021
14,22,237,33,13.92,204,86.08,14022
14,23,193,35,18.13,158,81.87,14023
14,24,273,43,15.75,230,84.25,14024
14,25,274,32,11.68,242,88.32,14025
14,26,229,45,19.65,184,80.35,14026
14,27,395,56,14.18,339,85.82,14027
14,28,198,34,17.17,164,82.83,14028
14,29,273,40,14.65,233,85.35,14029
14,30,253,54,21.34,199,78.66,14030
14,31,224,20,8.93,204,91.07,14031
14,32,315,40,12.7,275,87.3,14032
14,33,201,19,9.45,182,90.55,14033
14,34,245,22,8.98,223,91.02,14034
14,35,125,26,20.8,99,79.2,14035
14,36,290,49,16.9,241,83.1,14036
14,37,253,30,11.86,223,88.14,14037
14,38,223,28,12.56,195,87.44,14038
14,39,262,53,20.23,209,79.77,14039
14,40,218,36,16.51,182,83.49,14040
14,41,203,35,17.24,168,82.76,14041
14,42,224,35,15.63,189,84.38,14042
14,43,253,52,20.55,201,79.45,14043
14,44,321,53,16.51,268,83.49,14044
14,45,270,55,20.37,215,79.63,14045
14,46,289,26,9.0,263,91.0,14046
14,47,328,27,8.23,301,91.77,14047
14,48,249,12,4.82,237,95.18,14048
15,1,332,7,2.11,325,97.89,15001
15,2,335,5,1.49,330,98.51,15002
15,3,325,7,2.15,318,97.85,15003
15,4,392,10,2.55,382,97.45,15004
15,5,341,9,2.64,332,97.36,15005
15,6,282,30,10.64,252,89.36,15006
15,7,331,5,1.51,326,98.49,15007
15,8,298,15,5.03,283,94.97,15008
15,9,324,23,7.1,301,92.9,15009
15,10,433,16,3.7,417,96.3,15010
15,11,357,17,4.76,340,95.24,15011
15,12,373,71,19.03,302,80.97,15012
15,13,260,7,2.69,253,97.31,15013
15,14,166,20,12.05,146,87.95,15014
15,15,324,9,2.78,315,97.22,15015
15,16,482,25,5.19,457,94.81,15016
15,17,315,12,3.81,303,96.19,15017
15,18,341,4,1.17,337,98.83,15018
15,19,330,5,1.52,325,98.48,15019
15,20,273,4,1.47,269,98.53,15020
15,21,399,6,1.5,393,98.5,15021
15,22,499,32,6.41,467,93.59,15022
15,23,249,7,2.81,242,97.19,15023
15,24,444,24,5.41,420,94.59,15024
15,25,367,32,8.72,335,91.28,15025
15,26,315,10,3.17,305,96.83,15026
15,27,370,39,10.54,331,89.46,15027
15,28,527,35,6.64,492,93.36,15028
15,29,432,13,3.01,419,96.99,15029
15,30,303,13,4.29,290,95.71,15030
15,31,336,3,0.89,333,99.11,15031
15,32,294,13,4.42,281,95.58,15032
15,33,362,11,3.04,351,96.96,15033
15,34,268,7,2.61,261,97.39,15034
15,35,377,4,1.06,373,98.94,15035
15,36,312,1,0.32,311,99.68,15036
15,37,318,5,1.57,313,98.43,15037
15,38,290,15,5.17,275,94.83,15038
15,39,320,3,0.94,317,99.06,15039
15,40,337,8,2.37,329,97.63,15040
15,41,382,29,7.59,353,92.41,15041
15,42,278,5,1.8,273,98.2,15042
15,43,328,6,1.83,322,98.17,15043
15,44,266,3,1.13,263,98.87,15044
15,45,322,58,18.01,264,81.99,15045
15,46,279,3,1.08,276,98.92,15046
15,47,328,7,2.13,321,97.87,15047
15,48,269,13,4.83,256,95.17,15048
16,1,200,31,15.5,169,84.5,16001
16,2,279,15,5.38,264,94.62,16002
16,3,322,6,1.86,316,98.14,16003
16,4,94,5,5.32,89,94.68,16004
16,5,303,5,1.65,298,98.35,16005
16,6,235,4,1.7,231,98.3,16006
16,7,226,7,3.1,219,96.9,16007
16,8,386,17,4.4,369,95.6,16008
16,9,405,10,2.47,395,97.53,16009
16,10,306,6,1.96,300,98.04,16010
16,11,328,13,3.96,315,96.04,16011
16,12,320,9,2.81,311,97.19,16012
16,13,249,34,13.65,215,86.35,16013
16,14,293,9,3.07,284,96.93,16014
16,15,315,3,0.95,312,99.05,16015
16,16,171,5,2.92,166,97.08,16016
16,17,69,2,2.9,67,97.1,16017
16,18,221,0,0.0,221,100.0,16018
16,19,302,3,0.99,299,99.01,16019
16,20,290,4,1.38,286,98.62,16020
16,21,222,33,14.86,189,85.14,16021
16,22,246,5,2.03,241,97.97,16022
16,23,274,29,10.58,245,89.42,16023
16,24,254,7,2.76,247,97.24,16024
16,25,170,3,1.76,167,98.24,16025
16,26,282,2,0.71,280,99.29,16026
16,27,223,5,2.24,218,97.76,16027
16,28,286,6,2.1,280,97.9,16028
16,29,226,7,3.1,219,96.9,16029
16,30,352,11,3.13,341,96.88,16030
16,31,287,5,1.74,282,98.26,16031
16,32,100,6,6.0,94,94.0,16032
16,33,223,6,2.69,217,97.31,16033
16,34,229,7,3.06,222,96.94,16034
16,35,230,2,0.87,228,99.13,16035
16,36,266,2,0.75,264,99.25,16036
16,37,251,2,0.8,249,99.2,16037
16,38,430,11,2.56,419,97.44,16038
16,39,271,4,1.48,267,98.52,16039
16,40,335,6,1.79,329,98.21,16040
16,41,183,14,7.65,169,92.35,16041
16,42,281,31,11.03,250,88.97,16042
17,1,219,7,3.2,212,96.8,17001
17,2,379,12,3.17,367,96.83,17002
17,3,319,6,1.88,313,98.12,17003
17,4,454,10,2.2,444,97.8,17004
17,5,299,1,0.33,298,99.67,17005
17,6,285,4,1.4,281,98.6,17006
17,7,398,10,2.51,388,97.49,17007
17,8,239,3,1.26,236,98.74,17008
17,9,264,9,3.41,255,96.59,17009
17,10,347,14,4.03,333,95.97,17010
17,11,349,8,2.29,341,97.71,17011
17,12,341,5,1.47,336,98.53,17012
17,13,270,4,1.48,266,98.52,17013
17,14,320,7,2.19,313,97.81,17014
17,15,449,9,2.0,440,98.0,17015
17,16,354,12,3.39,342,96.61,17016
17,17,316,4,1.27,312,98.73,17017
17,18,348,9,2.59,339,97.41,17018
17,19,250,3,1.2,247,98.8,17019
17,20,342,6,1.75,336,98.25,17020
17,21,397,8,2.02,389,97.98,17021
17,22,357,4,1.12,353,98.88,17022
17,23,245,4,1.63,241,98.37,17023
17,24,381,10,2.62,371,97.38,17024
17,25,245,2,0.82,243,99.18,17025
17,26,392,9,2.3,383,97.7,17026
17,27,402,4,1.0,398,99.0,17027
17,28,267,4,1.5,263,98.5,17028
17,29,354,7,1.98,347,98.02,17029
17,30,370,7,1.89,363,98.11,17030
17,31,201,1,0.5,200,99.5,17031
17,32,374,10,2.67,364,97.33,17032
17,33,342,7,2.05,335,97.95,17033
17,34,310,4,1.29,306,98.71,17034
17,35,203,2,0.99,201,99.01,17035
17,36,246,4,1.63,242,98.37,17036
17,37,309,4,1.29,305,98.71,17037
17,38,355,1,0.28,354,99.72,17038
17,39,334,4,1.2,330,98.8,17039
17,40,366,11,3.01,355,96.99,17040
17,41,289,4,1.38,285,98.62,17041
17,42,209,2,0.96,207,99.04,17042
17,43,237,3,1.27,234,98.73,17043
17,44,318,5,1.57,313,98.43,17044
17,45,226,5,2.21,221,97.79,17045
17,46,337,1,0.3,336,99.7,17046
17,47,225,2,0.89,223,99.11,17047
17,48,275,6,2.18,269,97.82,17048
17,49,306,8,2.61,298,97.39,17049
17,50,340,8,2.35,332,97.65,17050
17,51,361,8,2.22,353,97.78,17051
17,52,456,4,0.88,452,99.12,17052
17,53,331,3,0.91,328,99.09,17053
17,54,373,6,1.61,367,98.39,17054
17,55,303,7,2.31,296,97.69,17055
18,1,360,34,9.44,326,90.56,18001
18,2,324,30,9.26,294,90.74,18002
18,3,355,12,3.38,343,96.62,18003
18,4,466,25,5.36,441,94.64,18004
18,5,364,5,1.37,359,98.63,18005
18,6,163,2,1.23,161,98.77,18006
18,7,196,24,12.24,172,87.76,18007
18,8,315,41,13.02,274,86.98,18008
18,9,368,48,13.04,320,86.96,18009
18,10,519,47,9.06,472,90.94,18010
18,11,276,52,18.84,224,81.16,18011
18,12,313,25,7.99,288,92.01,18012
18,13,316,37,11.71,279,88.29,18013
18,14,476,32,6.72,444,93.28,18014
18,15,315,7,2.22,308,97.78,18015
18,16,382,29,7.59,353,92.41,18016
18,17,456,56,12.28,400,87.72,18017
18,18,452,19,4.2,433,95.8,18018
18,19,203,5,2.46,198,97.54,18019
18,20,388,7,1.8,381,98.2,18020
18,21,435,45,10.34,390,89.66,18021
18,22,401,27,6.73,374,93.27,18022
18,23,290,24,8.28,266,91.72,18023
18,24,387,6,1.55,381,98.45,18024
18,25,363,3,0.83,360,99.17,18025
18,26,471,17,3.61,454,96.39,18026
18,27,379,6,1.58,373,98.42,18027
18,28,308,7,2.27,301,97.73,18028
18,29,315,65,20.63,250,79.37,18029
18,30,444,8,1.8,436,98.2,18030
18,31,289,26,9.0,263,91.0,18031
18,32,431,5,1.16,426,98.84,18032
18,33,338,3,0.89,335,99.11,18033
18,34,451,39,8.65,412,91.35,18034
18,35,413,25,6.05,388,93.95,18035
18,36,176,25,14.2,151,85.8,18036
18,37,212,22,10.38,190,89.62,18037
18,38,410,11,2.68,399,97.32,18038
18,39,371,7,1.89,364,98.11,18039
18,40,422,28,6.64,394,93.36,18040
18,41,348,6,1.72,342,98.28,18041
18,42,349,12,3.44,337,96.56,18042
18,43,302,1,0.33,301,99.67,18043
18,44,430,8,1.86,422,98.14,18044
18,45,373,1,0.27,372,99.73,18045
18,46,319,6,1.88,313,98.12,18046
18,47,465,12,2.58,453,97.42,18047
18,48,202,2,0.99,200,99.01,18048
18,49,241,31,12.86,210,87.14,18049
18,50,293,8,2.73,285,97.27,18050
18,51,363,7,1.93,356,98.07,18051
18,52,303,5,1.65,298,98.35,18052
18,53,402,6,1.49,396,98.51,18053
18,54,454,20,4.41,434,95.59,18054
18,55,430,1,0.23,429,99.77,18055
18,56,338,9,2.66,329,97.34,18056
18,57,415,5,1.2,410,98.8,18057
18,58,317,5,1.58,312,98.42,18058
18,59,416,6,1.44,410,98.56,18059
18,60,313,2,0.64,311,99.36,18060
18,61,422,3,0.71,419,99.29,18061
18,62,258,9,3.49,249,96.51,18062
18,63,160,1,0.63,159,99.38,18063
19,1,403,97,24.07,306,75.93,19001
19,2,361,54,14.96,307,85.04,19002
19,3,330,116,35.15,214,64.85,19003
19,4,348,128,36.78,220,63.22,19004
19,5,391,72,18.41,319,81.59,19005
19,6,397,117,29.47,280,70.53,19006
19,7,371,83,22.37,288,77.63,19007
19,8,318,101,31.76,217,68.24,19008
19,9,280,86,30.71,194,69.29,19009
19,10,474,86,18.14,388,81.86,19010
19,11,378,133,35.19,245,64.81,19011
19,12,354,119,33.62,235,66.38,19012
19,13,343,23,6.71,320,93.29,19013
19,14,275,79,28.73,196,71.27,19014
19,15,231,77,33.33,154,66.67,19015
19,16,448,124,27.68,324,72.32,19016
19,17,351,86,24.5,265,75.5,19017
19,18,468,91,19.44,377,80.56,19018
19,19,422,82,19.43,340,80.57,19019
19,20,353,58,16.43,295,83.57,19020
19,21,325,82,25.23,243,74.77,19021
19,22,411,105,25.55,306,74.45,19022
19,23,428,117,27.34,311,72.66,19023
19,24,314,101,32.17,213,67.83,19024
19,25,411,96,23.36,315,76.64,19025
19,26,360,103,28.61,257,71.39,19026
19,27,364,51,14.01,313,85.99,19027
19,28,502,46,9.16,456,90.84,19028
19,29,370,103,27.84,267,72.16,19029
19,30,377,110,29.18,267,70.82,19030
19,31,365,101,27.67,264,72.33,19031
19,32,405,108,26.67,297,73.33,19032
19,33,368,138,37.5,230,62.5,19033
19,34,362,83,22.93,279,77.07,19034
19,35,347,70,20.17,277,79.83,19035
19,36,431,63,14.62,368,85.38,19036
19,37,362,61,16.85,301,83.15,19037
19,38,389,69,17.74,320,82.26,19038
19,39,255,22,8.63,233,91.37,19039
19,40,395,74,18.73,321,81.27,19040
19,41,414,134,32.37,280,67.63,19041
19,42,328,50,15.24,278,84.76,19042
19,43,433,16,3.7,417,96.3,19043
19,44,334,102,30.54,232,69.46,19044
19,45,460,118,25.65,342,74.35,19045
19,46,459,123,26.8,336,73.2,19046
19,47,275,48,17.45,227,82.55,19047
19,48,514,15,2.92,499,97.08,19048
19,49,463,45,9.72,418,90.28,19049
19,50,485,16,3.3,469,96.7,19050
19,51,374,104,27.81,270,72.19,19051
19,52,308,98,31.82,210,68.18,19052
19,53,357,95,26.61,262,73.39,19053
19,54,329,114,34.65,215,65.35,19054
19,55,348,92,26.44,256,73.56,19055
19,56,453,108,23.84,345,76.16,19056
19,57,408,69,16.91,339,83.09,19057
19,58,387,121,31.27,266,68.73,19058
19,59,449,125,27.84,324,72.16,19059
19,60,384,16,4.17,368,95.83,19060
19,61,438,83,18.95,355,81.05,19061
19,62,391,81,20.72,310,79.28,19062
19,63,265,51,19.25,214,80.75,19063
19,64,575,75,13.04,500,86.96,19064
19,65,352,82,23.3,270,76.7,19065
20,1,319,6,1.88,313,98.12,20001
20,2,285,3,1.05,282,98.95,20002
20,3,323,8,2.48,315,97.52,20003
20,4,374,5,1.34,369,98.66,20004
20,5,280,6,2.14,274,97.86,20005
20,6,367,7,1.91,360,98.09,20006
20,7,242,4,1.65,238,98.35,20007
20,8,293,8,2.73,285,97.27,20008
20,9,257,4,1.56,253,98.44,20009
20,10,421,8,1.9,413,98.1,20010
20,11,279,2,0.72,277,99.28,20011
20,12,294,4,1.36,290,98.64,20012
20,13,202,1,0.5,201,99.5,20013
20,14,463,10,2.16,453,97.84,20014
20,15,336,3,0.89,333,99.11,20015
20,16,225,6,2.67,219,97.33,20016
20,17,335,7,2.09,328,97.91,20017
20,18,388,3,0.77,385,99.23,20018
20,19,291,4,1.37,287,98.63,20019
20,20,379,6,1.58,373,98.42,20020
20,21,249,2,0.8,247,99.2,20021
20,22,309,5,1.62,304,98.38,20022
20,23,307,5,1.63,302,98.37,20023
20,24,413,5,1.21,408,98.79,20024
20,25,276,6,2.17,270,97.83,20025
20,26,400,6,1.5,394,98.5,20026
20,27,214,5,2.34,209,97.66,20027
20,28,365,5,1.37,360,98.63,20028
20,29,296,5,1.69,291,98.31,20029
20,30,276,6,2.17,270,97.83,20030
20,31,225,4,1.78,221,98.22,20031
20,32,493,14,2.84,479,97.16,20032
20,33,333,9,2.7,324,97.3,20033
20,34,486,34,7.0,452,93.0,20034
20,35,219,2,0.91,217,99.09,20035
20,36,336,1,0.3,335,99.7,20036
20,37,226,6,2.65,220,97.35,20037
20,38,395,10,2.53,385,97.47,20038
20,39,295,7,2.37,288,97.63,20039
20,40,235,3,1.28,232,98.72,20040
20,41,84,2,2.38,82,97.62,20041
20,42,136,1,0.74,135,99.26,20042
20,43,435,5,1.15,430,98.85,20043
20,44,331,8,2.42,323,97.58,20044
20,45,104,2,1.92,102,98.08,20045
20,46,212,3,1.42,209,98.58,20046
20,47,192,1,0.52,191,99.48,20047
20,48,230,7,3.04,223,96.96,20048
20,49,233,5,2.15,228,97.85,20049
20,50,260,3,1.15,257,98.85,20050
20,51,232,3,1.29,229,98.71,20051
20,52,119,1,0.84,118,99.16,20052
21,1,482,14,2.9,468,97.1,21001
21,2,295,11,3.73,284,96.27,21002
21,3,519,20,3.85,499,96.15,21003
21,4,510,10,1.96,500,98.04,21004
21,5,337,4,1.19,333,98.81,21005
21,6,330,20,6.06,310,93.94,21006
21,7,408,10,2.45,398,97.55,21007
21,8,357,6,1.68,351,98.32,21008
21,9,369,11,2.98,358,97.02,21009
21,10,276,8,2.9,268,97.1,21010
21,11,412,9,2.18,403,97.82,21011
21,12,395,9,2.28,386,97.72,21012
21,13,211,8,3.79,203,96.21,21013
21,14,362,5,1.38,357,98.62,21014
21,15,215,3,1.4,212,98.6,21015
21,16,235,4,1.7,231,98.3,21016
21,17,148,3,2.03,145,97.97,21017
21,18,331,8,2.42,323,97.58,21018
21,19,273,7,2.56,266,97.44,21019
21,20,104,4,3.85,100,96.15,21020
21,21,366,10,2.73,356,97.27,21021
21,22,365,7,1.92,358,98.08,21022
21,23,285,6,2.11,279,97.89,21023
21,24,382,6,1.57,376,98.43,21024
21,25,281,6,2.14,275,97.86,21025
21,26,249,2,0.8,247,99.2,21026
21,27,373,11,2.95,362,97.05,21027
21,28,282,2,0.71,280,99.29,21028
21,29,279,6,2.15,273,97.85,21029
21,30,259,6,2.32,253,97.68,21030
21,31,449,5,1.11,444,98.89,21031
21,32,178,6,3.37,172,96.63,21032
21,33,368,10,2.72,358,97.28,21033
21,34,373,7,1.88,366,98.12,21034
21,35,279,4,1.43,275,98.57,21035
21,36,481,10,2.08,471,97.92,21036
21,37,286,7,2.45,279,97.55,21037
21,38,358,8,2.23,350,97.77,21038
21,39,268,5,1.87,263,98.13,21039
21,40,314,7,2.23,307,97.77,21040
21,41,332,6,1.81,326,98.19,21041
21,42,367,5,1.36,362,98.64,21042
21,43,365,8,2.19,357,97.81,21043
21,44,369,12,3.25,357,96.75,21044
21,45,279,7,2.51,272,97.49,21045
21,46,300,5,1.67,295,98.33,21046
21,47,420,7,1.67,413,98.33,21047
21,48,448,6,1.34,442,98.66,21048
21,49,433,9,2.08,424,97.92,21049
21,50,322,5,1.55,317,98.45,21050
21,51,408,13,3.19,395,96.81,21051
21,52,433,6,1.39,427,98.61,21052
21,53,360,9,2.5,351,97.5,21053
21,54,301,4,1.33,297,98.67,21054
21,55,385,9,2.34,376,97.66,21055
21,56,240,7,2.92,233,97.08,21056
21,57,255,10,3.92,245,96.08,21057
21,58,258,4,1.55,254,98.45,21058
21,59,454,8,1.76,446,98.24,21059
21,60,376,13,3.46,363,96.54,21060
21,61,415,9,2.17,406,97.83,21061
21,62,404,6,1.49,398,98.51,21062
21,63,352,9,2.56,343,97.44,21063
21,64,295,8,2.71,287,97.29,21064
21,65,320,8,2.5,312,97.5,21065
21,66,311,7,2.25,304,97.75,21066
21,67,311,2,0.64,309,99.36,21067
21,68,214,5,2.34,209,97.66,21068
21,69,246,7,2.85,239,97.15,21069
21,70,236,5,2.12,231,97.88,21070
22,1,277,2,0.72,275,99.28,22001
22,2,250,23,9.2,227,90.8,22002
22,3,255,20,7.84,235,92.16,22003
22,4,230,29,12.61,201,87.39,22004
22,5,357,39,10.92,318,89.08,22005
22,6,306,21,6.86,285,93.14,22006
22,7,301,8,2.66,293,97.34,22007
22,8,379,4,1.06,375,98.94,22008
22,9,282,20,7.09,262,92.91,22009
22,10,340,43,12.65,297,87.35,22010
22,11,259,25,9.65,234,90.35,22011
22,12,241,10,4.15,231,95.85,22012
22,13,220,18,8.18,202,91.82,22013
22,14,169,11,6.51,158,93.49,22014
22,15,343,7,2.04,336,97.96,22015
22,16,263,34,12.93,229,87.07,22016
22,17,277,33,11.91,244,88.09,22017
22,18,226,28,12.39,198,87.61,22018
22,19,226,8,3.54,218,96.46,22019
22,20,314,1,0.32,313,99.68,22020
22,21,330,4,1.21,326,98.79,22021
22,22,220,2,0.91,218,99.09,22022
22,23,243,21,8.64,222,91.36,22023
22,24,258,27,10.47,231,89.53,22024
22,25,275,20,7.27,255,92.73,22025
22,26,185,22,11.89,163,88.11,22026
22,27,321,40,12.46,281,87.54,22027
22,28,298,9,3.02,289,96.98,22028
22,29,164,17,10.37,147,89.63,22029
23,1,342,107,31.29,235,68.71,23001
23,2,366,67,18.31,299,81.69,23002
23,3,335,104,31.04,231,68.96,23003
23,4,286,81,28.32,205,71.68,23004
23,5,296,60,20.27,236,79.73,23005
23,6,378,79,20.9,299,79.1,23006
23,7,274,67,24.45,207,75.55,23007
23,8,305,71,23.28,234,76.72,23008
23,9,245,51,20.82,194,79.18,23009
23,10,351,66,18.8,285,81.2,23010
23,11,365,95,26.03,270,73.97,23011
23,12,339,89,26.25,250,73.75,23012
23,13,400,99,24.75,301,75.25,23013
23,14,272,58,21.32,214,78.68,23014
23,15,350,101,28.86,249,71.14,23015
23,16,377,90,23.87,287,76.13,23016
23,17,399,104,26.07,295,73.93,23017
23,18,292,79,27.05,213,72.95,23018
23,19,326,80,24.54,246,75.46,23019
23,20,301,77,25.58,224,74.42,23020
23,21,318,98,30.82,220,69.18,23021
23,22,274,64,23.36,210,76.64,23022
23,23,316,67,21.2,249,78.8,23023
23,24,283,66,23.32,217,76.68,23024
23,25,260,42,16.15,218,83.85,23025
23,26,346,100,28.9,246,71.1,23026
23,27,309,104,33.66,205,66.34,23027
23,28,348,101,29.02,247,70.98,23028
23,29,237,48,20.25,189,79.75,23029
23,30,335,86,25.67,249,74.33,23030
23,31,326,88,26.99,238,73.01,23031
23,32,370,75,20.27,295,79.73,23032
23,33,444,84,18.92,360,81.08,23033
23,34,308,70,22.73,238,77.27,23034
23,35,256,2,0.78,254,99.22,23035
23,36,439,124,28.25,315,71.75,23036
23,37,255,3,1.18,252,98.82,23037
23,38,285,63,22.11,222,77.89,23038
23,39,331,93,28.1,238,71.9,23039
23,40,330,92,27.88,238,72.12,23040
23,41,356,90,25.28,266,74.72,23041
23,42,271,62,22.88,209,77.12,23042
23,43,317,99,31.23,218,68.77,23043
23,44,318,78,24.53,240,75.47,23044
23,45,351,99,28.21,252,71.79,23045
23,46,344,83,24.13,261,75.87,23046
23,47,371,90,24.26,281,75.74,23047
23,48,308,66,21.43,242,78.57,23048
23,49,232,55,23.71,177,76.29,23049
23,50,262,66,25.19,196,74.81,23050
23,51,327,79,24.16,248,75.84,23051
23,52,404,95,23.51,309,76.49,23052
23,53,253,35,13.83,218,86.17,23053
23,54,310,71,22.9,239,77.1,23054
23,55,400,85,21.25,315,78.75,23055
23,56,315,114,36.19,201,63.81,23056
23,57,278,85,30.58,193,69.42,23057
23,58,407,110,27.03,297,72.97,23058
23,59,292,71,24.32,221,75.68,23059
23,60,392,125,31.89,267,68.11,23060
23,61,332,80,24.1,252,75.9,23061
23,62,300,63,21.0,237,79.0,23062
24,1,364,4,1.1,360,98.9,24001
24,2,347,8,2.31,339,97.69,24002
24,3,281,6,2.14,275,97.86,24003
24,4,296,3,1.01,293,98.99,24004
24,5,278,7,2.52,271,97.48,24005
24,6,358,5,1.4,353,98.6,24006
24,7,313,3,0.96,310,99.04,24007
24,8,319,9,2.82,310,97.18,24008
24,9,322,9,2.8,313,97.2,24009
24,10,281,5,1.78,276,98.22,24010
24,11,212,6,2.83,206,97.17,24011
24,12,237,3,1.27,234,98.73,24012
24,13,267,9,3.37,258,96.63,24013
24,14,413,12,2.91,401,97.09,24014
24,15,270,3,1.11,267,98.89,24015
24,16,283,7,2.47,276,97.53,24016
24,17,305,4,1.31,301,98.69,24017
24,18,204,1,0.49,203,99.51,24018
24,19,285,6,2.11,279,97.89,24019
24,20,329,5,1.52,324,98.48,24020
24,21,241,0,0.0,241,100.0,24021
24,22,327,9,2.75,318,97.25,24022
24,23,317,5,1.58,312,98.42,24023
24,24,245,4,1.63,241,98.37,24024
24,25,305,7,2.3,298,97.7,24025
24,26,362,9,2.49,353,97.51,24026
24,27,211,4,1.9,207,98.1,24027
24,28,357,5,1.4,352,98.6,24028
24,29,369,5,1.36,364,98.64,24029
24,30,264,4,1.52,260,98.48,24030
24,31,294,5,1.7,289,98.3,24031
24,32,318,3,0.94,315,99.06,24032
24,33,235,5,2.13,230,97.87,24033
24,34,207,3,1.45,204,98.55,24034
24,35,351,6,1.71,345,98.29,24035
24,36,283,2,0.71,281,99.29,24036
24,37,307,3,0.98,304,99.02,24037
24,38,317,6,1.89,311,98.11,24038
24,39,348,4,1.15,344,98.85,24039
24,40,366,9,2.46,357,97.54,24040
24,41,271,9,3.32,262,96.68,24041
24,42,281,7,2.49,274,97.51,24042
24,43,290,5,1.72,285,98.28,24043
24,44,97,3,3.09,94,96.91,24044
24,45,296,1,0.34,295,99.66,24045
24,46,337,9,2.67,328,97.33,24046
24,47,264,4,1.52,260,98.48,24047
24,48,79,0,0.0,79,100.0,24048
24,49,398,5,1.26,393,98.74,24049
24,50,413,8,1.94,405,98.06,24050
24,51,401,6,1.5,395,98.5,24051
24,52,359,15,4.18,344,95.82,24052
24,53,259,9,3.47,250,96.53,24053
25,1,773,99,12.81,674,87.19,25001
25,2,486,56,11.52,430,88.48,25002
25,3,269,37,13.75,232,86.25,25003
25,4,549,106,19.31,443,80.69,25004
25,5,295,47,15.93,248,84.07,25005
25,6,439,71,16.17,368,83.83,25006
25,7,310,39,12.58,271,87.42,25007
25,8,296,30,10.14,266,89.86,25008
25,9,388,47,12.11,341,87.89,25009
25,10,123,1,0.81,122,99.19,25010
25,11,322,41,12.73,281,87.27,25011
25,12,183,26,14.21,157,85.79,25012
25,13,323,34,10.53,289,89.47,25013
25,14,216,41,18.98,175,81.02,25014
25,15,313,36,11.5,277,88.5,25015
25,16,169,34,20.12,135,79.88,25016
25,17,324,22,6.79,302,93.21,25017
25,18,261,28,10.73,233,89.27,25018
25,19,366,37,10.11,329,89.89,25019
25,20,348,36,10.34,312,89.66,25020
25,21,234,39,16.67,195,83.33,25021
25,22,262,28,10.69,234,89.31,25022
25,23,327,38,11.62,289,88.38,25023
26,1,285,35,12.28,250,87.72,26001
26,2,261,24,9.2,237,90.8,26002
26,3,218,25,11.47,193,88.53,26003
26,4,285,25,8.77,260,91.23,26004
26,5,278,13,4.68,265,95.32,26005
26,6,413,64,15.5,349,84.5,26006
26,7,175,44,25.14,131,74.86,26007
26,8,668,163,24.4,505,75.6,26008
26,9,276,25,9.06,251,90.94,26009
26,10,300,22,7.33,278,92.67,26010
26,11,300,44,14.67,256,85.33,26011
26,12,329,24,7.29,305,92.71,26012
26,13,298,40,13.42,258,86.58,26013
26,14,329,40,12.16,289,87.84,26014
26,15,202,22,10.89,180,89.11,26015
26,16,215,6,2.79,209,97.21,26016
26,17,245,30,12.24,215,87.76,26017
26,18,296,31,10.47,265,89.53,26018
26,19,318,64,20.13,254,79.87,26019
26,20,245,23,9.39,222,90.61,26020
26,21,267,38,14.23,229,85.77,26021
26,22,258,33,12.79,225,87.21,26022
26,23,321,45,14.02,276,85.98,26023
26,24,411,78,18.98,333,81.02,26024
26,25,333,54,16.22,279,83.78,26025
26,26,179,18,10.06,161,89.94,26026
26,27,155,8,5.16,147,94.84,26027
26,28,408,76,18.63,332,81.37,26028
26,29,297,36,12.12,261,87.88,26029
26,30,358,68,18.99,290,81.01,26030
26,31,81,16,19.75,65,80.25,26031
26,32,357,66,18.49,291,81.51,26032
26,33,302,50,16.56,252,83.44,26033
