ward,precinct,total,Kathleen Marie Burke,Kathleen Marie Burke Percent,precinct_id
18,13,329,329,100.0,18013
18,14,350,350,100.0,18014
18,15,195,195,100.0,18015
18,16,352,352,100.0,18016
18,17,243,243,100.0,18017
18,18,260,260,100.0,18018
18,19,202,202,100.0,18019
18,20,274,274,100.0,18020
18,21,385,385,100.0,18021
18,22,340,340,100.0,18022
18,23,279,279,100.0,18023
18,24,318,318,100.0,18024
18,25,297,297,100.0,18025
18,26,211,211,100.0,18026
18,27,311,311,100.0,18027
18,28,307,307,100.0,18028
18,29,339,339,100.0,18029
18,30,243,243,100.0,18030
18,31,290,290,100.0,18031
18,32,302,302,100.0,18032
18,33,235,235,100.0,18033
18,34,358,358,100.0,18034
18,35,358,358,100.0,18035
18,36,250,250,100.0,18036
18,37,234,234,100.0,18037
18,38,312,312,100.0,18038
18,39,312,312,100.0,18039
18,40,328,328,100.0,18040
18,41,283,283,100.0,18041
18,42,232,232,100.0,18042
18,43,236,236,100.0,18043
18,44,191,191,100.0,18044
18,45,268,268,100.0,18045
18,46,287,287,100.0,18046
18,47,308,308,100.0,18047
18,48,190,190,100.0,18048
18,49,225,225,100.0,18049
18,50,302,302,100.0,18050
18,51,175,175,100.0,18051
18,52,231,231,100.0,18052
18,53,241,241,100.0,18053
18,54,300,300,100.0,18054
18,55,290,290,100.0,18055
18,56,276,276,100.0,18056
18,57,272,272,100.0,18057
18,58,276,276,100.0,18058
18,59,230,230,100.0,18059
18,60,340,340,100.0,18060
18,61,285,285,100.0,18061
18,62,190,190,100.0,18062
18,63,258,258,100.0,18063
18,64,263,263,100.0,18064
19,1,363,363,100.0,19001
19,2,269,269,100.0,19002
19,3,260,260,100.0,19003
19,4,283,283,100.0,19004
19,5,329,329,100.0,19005
19,6,324,324,100.0,19006
19,7,310,310,100.0,19007
19,8,246,246,100.0,19008
19,9,272,272,100.0,19009
19,10,438,438,100.0,19010
19,11,329,329,100.0,19011
19,12,318,318,100.0,19012
19,13,249,249,100.0,19013
19,14,215,215,100.0,19014
19,15,194,194,100.0,19015
19,16,335,335,100.0,19016
19,17,319,319,100.0,19017
19,18,364,364,100.0,19018
19,19,355,355,100.0,19019
19,20,310,310,100.0,19020
19,21,261,261,100.0,19021
19,22,366,366,100.0,19022
19,23,383,383,100.0,19023
19,24,258,258,100.0,19024
19,25,354,354,100.0,19025
19,26,353,353,100.0,19026
19,27,232,232,100.0,19027
19,28,390,390,100.0,19028
19,29,272,272,100.0,19029
19,30,289,289,100.0,19030
19,31,291,291,100.0,19031
19,32,391,391,100.0,19032
19,33,320,320,100.0,19033
19,34,356,356,100.0,19034
19,35,298,298,100.0,19035
19,36,415,415,100.0,19036
19,37,289,289,100.0,19037
19,38,398,398,100.0,19038
19,39,167,167,100.0,19039
19,40,292,292,100.0,19040
19,41,348,348,100.0,19041
19,42,288,288,100.0,19042
19,43,365,365,100.0,19043
19,44,271,271,100.0,19044
19,45,394,394,100.0,19045
19,46,414,414,100.0,19046
19,47,233,233,100.0,19047
19,48,244,244,100.0,19048
19,49,403,403,100.0,19049
19,50,301,301,100.0,19050
19,51,313,313,100.0,19051
19,52,263,263,100.0,19052
19,53,333,333,100.0,19053
19,54,277,277,100.0,19054
19,55,279,279,100.0,19055
19,56,385,385,100.0,19056
19,57,402,402,100.0,19057
19,58,298,298,100.0,19058
19,59,350,350,100.0,19059
19,60,315,315,100.0,19060
19,61,403,403,100.0,19061
19,62,324,324,100.0,19062
19,63,220,220,100.0,19063
19,64,402,402,100.0,19064
19,65,204,204,100.0,19065
19,66,312,312,100.0,19066
19,67,76,76,100.0,19067
20,1,306,306,100.0,20001
20,2,203,203,100.0,20002
20,3,280,280,100.0,20003
20,4,160,160,100.0,20004
20,5,157,157,100.0,20005
20,6,253,253,100.0,20006
20,7,156,156,100.0,20007
20,8,97,97,100.0,20008
20,9,246,246,100.0,20009
20,10,230,230,100.0,20010
20,11,227,227,100.0,20011
20,12,82,82,100.0,20012
20,13,94,94,100.0,20013
20,14,350,350,100.0,20014
20,15,89,89,100.0,20015
20,16,88,88,100.0,20016
20,17,267,267,100.0,20017
20,18,328,328,100.0,20018
20,19,117,117,100.0,20019
20,20,154,154,100.0,20020
20,21,104,104,100.0,20021
20,22,263,263,100.0,20022
20,23,293,293,100.0,20023
20,24,417,417,100.0,20024
20,25,191,191,100.0,20025
20,26,210,210,100.0,20026
20,27,196,196,100.0,20027
20,28,253,253,100.0,20028
20,29,251,251,100.0,20029
20,30,220,220,100.0,20030
20,31,244,244,100.0,20031
20,32,460,460,100.0,20032
20,33,301,301,100.0,20033
20,34,365,365,100.0,20034
20,35,168,168,100.0,20035
20,36,305,305,100.0,20036
20,37,155,155,100.0,20037
20,38,35,35,100.0,20038
20,39,230,230,100.0,20039
20,40,181,181,100.0,20040
20,41,13,13,100.0,20041
20,42,275,275,100.0,20042
20,43,104,104,100.0,20043
20,44,204,204,100.0,20044
20,45,60,60,100.0,20045
20,46,204,204,100.0,20046
20,47,148,148,100.0,20047
20,48,123,123,100.0,20048
20,49,206,206,100.0,20049
20,50,174,174,100.0,20050
20,51,76,76,100.0,20051
20,52,124,124,100.0,20052
20,53,41,41,100.0,20053
20,54,156,156,100.0,20054
20,55,132,132,100.0,20055
21,1,389,389,100.0,21001
21,2,129,129,100.0,21002
21,3,393,393,100.0,21003
21,4,431,431,100.0,21004
21,5,270,270,100.0,21005
21,6,322,322,100.0,21006
21,7,337,337,100.0,21007
21,8,331,331,100.0,21008
21,9,310,310,100.0,21009
21,10,215,215,100.0,21010
21,11,293,293,100.0,21011
21,12,283,283,100.0,21012
21,13,167,167,100.0,21013
21,14,284,284,100.0,21014
21,15,274,274,100.0,21015
21,16,263,263,100.0,21016
21,17,129,129,100.0,21017
21,18,257,257,100.0,21018
21,19,247,247,100.0,21019
21,20,153,153,100.0,21020
21,21,294,294,100.0,21021
21,22,306,306,100.0,21022
21,23,229,229,100.0,21023
21,24,288,288,100.0,21024
21,25,199,199,100.0,21025
21,26,187,187,100.0,21026
21,27,305,305,100.0,21027
21,28,213,213,100.0,21028
21,29,107,107,100.0,21029
21,30,206,206,100.0,21030
21,31,349,349,100.0,21031
21,32,182,182,100.0,21032
21,33,293,293,100.0,21033
21,34,352,352,100.0,21034
21,35,166,166,100.0,21035
21,36,248,248,100.0,21036
21,37,225,225,100.0,21037
21,38,293,293,100.0,21038
21,39,230,230,100.0,21039
21,40,263,263,100.0,21040
21,41,241,241,100.0,21041
21,42,257,257,100.0,21042
21,43,254,254,100.0,21043
21,44,298,298,100.0,21044
21,45,210,210,100.0,21045
21,46,221,221,100.0,21046
21,47,316,316,100.0,21047
21,48,389,389,100.0,21048
21,49,257,257,100.0,21049
21,50,255,255,100.0,21050
21,51,316,316,100.0,21051
21,52,331,331,100.0,21052
21,53,265,265,100.0,21053
21,54,240,240,100.0,21054
21,55,308,308,100.0,21055
21,56,213,213,100.0,21056
21,57,285,285,100.0,21057
21,58,228,228,100.0,21058
21,59,325,325,100.0,21059
21,60,274,274,100.0,21060
21,61,317,317,100.0,21061
21,62,265,265,100.0,21062
21,63,297,297,100.0,21063
21,64,177,177,100.0,21064
21,65,221,221,100.0,21065
21,66,222,222,100.0,21066
21,67,236,236,100.0,21067
21,68,296,296,100.0,21068
21,69,232,232,100.0,21069
21,70,196,196,100.0,21070
21,71,206,206,100.0,21071
21,72,245,245,100.0,21072
21,73,345,345,100.0,21073
21,74,118,118,100.0,21074
21,75,185,185,100.0,21075
21,76,291,291,100.0,21076
22,1,122,122,100.0,22001
22,2,123,123,100.0,22002
22,3,175,175,100.0,22003
22,4,173,173,100.0,22004
22,5,188,188,100.0,22005
22,6,147,147,100.0,22006
22,7,222,222,100.0,22007
22,8,146,146,100.0,22008
22,9,178,178,100.0,22009
22,10,162,162,100.0,22010
22,11,171,171,100.0,22011
22,12,128,128,100.0,22012
22,13,196,196,100.0,22013
22,14,133,133,100.0,22014
22,15,145,145,100.0,22015
22,16,214,214,100.0,22016
22,17,171,171,100.0,22017
22,18,167,167,100.0,22018
22,19,186,186,100.0,22019
22,20,190,190,100.0,22020
22,21,252,252,100.0,22021
22,22,146,146,100.0,22022
22,23,132,132,100.0,22023
22,24,132,132,100.0,22024
22,25,141,141,100.0,22025
22,26,128,128,100.0,22026
22,27,158,158,100.0,22027
22,28,114,114,100.0,22028
22,29,129,129,100.0,22029
22,30,172,172,100.0,22030
23,1,261,261,100.0,23001
23,2,299,299,100.0,23002
23,3,273,273,100.0,23003
23,4,276,276,100.0,23004
23,5,274,274,100.0,23005
23,6,281,281,100.0,23006
23,7,166,166,100.0,23007
23,8,291,291,100.0,23008
23,9,291,291,100.0,23009
23,10,243,243,100.0,23010
23,11,312,312,100.0,23011
23,12,271,271,100.0,23012
23,13,331,331,100.0,23013
23,14,164,164,100.0,23014
23,15,288,288,100.0,23015
23,16,307,307,100.0,23016
23,17,346,346,100.0,23017
23,18,228,228,100.0,23018
23,19,242,242,100.0,23019
23,20,235,235,100.0,23020
23,21,252,252,100.0,23021
23,22,306,306,100.0,23022
23,23,265,265,100.0,23023
23,24,206,206,100.0,23024
23,25,233,233,100.0,23025
23,26,259,259,100.0,23026
23,27,258,258,100.0,23027
23,28,296,296,100.0,23028
23,29,241,241,100.0,23029
23,30,265,265,100.0,23030
23,31,277,277,100.0,23031
23,32,328,328,100.0,23032
23,33,267,267,100.0,23033
23,34,232,232,100.0,23034
23,35,177,177,100.0,23035
23,36,372,372,100.0,23036
23,37,189,189,100.0,23037
23,38,224,224,100.0,23038
23,39,253,253,100.0,23039
23,40,249,249,100.0,23040
23,41,259,259,100.0,23041
23,42,238,238,100.0,23042
23,43,323,323,100.0,23043
23,44,259,259,100.0,23044
23,45,305,305,100.0,23045
23,46,304,304,100.0,23046
23,47,325,325,100.0,23047
23,48,205,205,100.0,23048
23,49,303,303,100.0,23049
23,50,202,202,100.0,23050
23,51,227,227,100.0,23051
23,52,326,326,100.0,23052
23,53,185,185,100.0,23053
23,54,316,316,100.0,23054
23,55,257,257,100.0,23055
23,56,232,232,100.0,23056
24,1,182,182,100.0,24001
24,2,241,241,100.0,24002
24,3,231,231,100.0,24003
24,4,246,246,100.0,24004
24,5,219,219,100.0,24005
24,6,240,240,100.0,24006
24,7,204,204,100.0,24007
24,8,218,218,100.0,24008
24,9,226,226,100.0,24009
24,10,185,185,100.0,24010
24,11,161,161,100.0,24011
24,12,178,178,100.0,24012
24,13,193,193,100.0,24013
24,14,317,317,100.0,24014
24,15,219,219,100.0,24015
24,16,192,192,100.0,24016
24,17,231,231,100.0,24017
24,18,184,184,100.0,24018
24,19,190,190,100.0,24019
24,20,274,274,100.0,24020
24,21,208,208,100.0,24021
24,22,217,217,100.0,24022
24,23,251,251,100.0,24023
24,24,204,204,100.0,24024
24,25,214,214,100.0,24025
24,26,312,312,100.0,24026
24,27,145,145,100.0,24027
24,28,198,198,100.0,24028
24,29,252,252,100.0,24029
24,30,198,198,100.0,24030
24,31,215,215,100.0,24031
24,32,246,246,100.0,24032
24,33,158,158,100.0,24033
24,34,187,187,100.0,24034
24,35,317,317,100.0,24035
24,36,181,181,100.0,24036
24,37,254,254,100.0,24037
24,38,227,227,100.0,24038
24,39,238,238,100.0,24039
24,40,267,267,100.0,24040
24,41,162,162,100.0,24041
24,42,156,156,100.0,24042
24,43,263,263,100.0,24043
24,44,75,75,100.0,24044
24,45,206,206,100.0,24045
24,46,257,257,100.0,24046
24,47,215,215,100.0,24047
24,48,132,132,100.0,24048
24,49,356,356,100.0,24049
24,50,332,332,100.0,24050
24,51,290,290,100.0,24051
24,52,208,208,100.0,24052
24,53,189,189,100.0,24053
24,54,216,216,100.0,24054
24,55,126,126,100.0,24055
24,56,254,254,100.0,24056
24,57,194,194,100.0,24057
24,58,226,226,100.0,24058
24,59,143,143,100.0,24059
25,1,212,212,100.0,25001
25,2,309,309,100.0,25002
25,3,228,228,100.0,25003
25,4,342,342,100.0,25004
25,5,251,251,100.0,25005
25,6,210,210,100.0,25006
25,7,222,222,100.0,25007
25,8,283,283,100.0,25008
25,9,299,299,100.0,25009
25,10,168,168,100.0,25010
25,11,263,263,100.0,25011
25,12,299,299,100.0,25012
25,13,282,282,100.0,25013
25,14,148,148,100.0,25014
25,15,231,231,100.0,25015
25,16,118,118,100.0,25016
25,17,343,343,100.0,25017
25,18,202,202,100.0,25018
25,19,251,251,100.0,25019
25,20,277,277,100.0,25020
25,21,242,242,100.0,25021
25,22,144,144,100.0,25022
25,23,306,306,100.0,25023
25,24,287,287,100.0,25024
25,25,364,364,100.0,25025
25,26,259,259,100.0,25026
25,27,224,224,100.0,25027
25,28,362,362,100.0,25028
25,29,236,236,100.0,25029
25,30,253,253,100.0,25030
25,31,199,199,100.0,25031
26,1,165,165,100.0,26001
26,2,146,146,100.0,26002
26,3,151,151,100.0,26003
26,4,127,127,100.0,26004
26,5,196,196,100.0,26005
26,6,78,78,100.0,26006
26,7,105,105,100.0,26007
26,8,134,134,100.0,26008
26,9,120,120,100.0,26009
26,10,86,86,100.0,26010
26,11,162,162,100.0,26011
26,12,102,102,100.0,26012
26,13,164,164,100.0,26013
26,14,132,132,100.0,26014
26,15,126,126,100.0,26015
26,16,113,113,100.0,26016
26,17,124,124,100.0,26017
26,18,95,95,100.0,26018
26,19,259,259,100.0,26019
26,20,236,236,100.0,26020
26,21,217,217,100.0,26021
26,22,152,152,100.0,26022
26,23,125,125,100.0,26023
26,24,147,147,100.0,26024
26,25,80,80,100.0,26025
26,26,118,118,100.0,26026
26,27,124,124,100.0,26027
26,28,131,131,100.0,26028
26,29,142,142,100.0,26029
26,30,170,170,100.0,26030
26,31,115,115,100.0,26031
26,32,199,199,100.0,26032
26,33,88,88,100.0,26033
26,34,181,181,100.0,26034
26,35,188,188,100.0,26035
26,36,128,128,100.0,26036
26,37,68,68,100.0,26037
26,38,134,134,100.0,26038
26,39,137,137,100.0,26039
26,40,83,83,100.0,26040
26,41,135,135,100.0,26041
26,42,136,136,100.0,26042
26,43,125,125,100.0,26043
26,44,100,100,100.0,26044
26,45,160,160,100.0,26045
26,46,253,253,100.0,26046
26,47,87,87,100.0,26047
26,48,181,181,100.0,26048
26,49,111,111,100.0,26049
26,50,74,74,100.0,26050
26,51,109,109,100.0,26051
26,52,85,85,100.0,26052
26,53,121,121,100.0,26053
26,54,107,107,100.0,26054
26,55,90,90,100.0,26055
26,56,138,138,100.0,26056
26,57,98,98,100.0,26057
26,58,100,100,100.0,26058
26,59,138,138,100.0,26059
26,60,136,136,100.0,26060
26,61,88,88,100.0,26061
26,62,182,182,100.0,26062
26,63,53,53,100.0,26063
27,1,297,297,100.0,27001
27,2,219,219,100.0,27002
27,3,232,232,100.0,27003
27,4,186,186,100.0,27004
27,5,88,88,100.0,27005
27,6,183,183,100.0,27006
27,7,339,339,100.0,27007
27,8,88,88,100.0,27008
27,9,364,364,100.0,27009
27,10,326,326,100.0,27010
27,11,144,144,100.0,27011
27,12,216,216,100.0,27012
27,13,74,74,100.0,27013
27,14,113,113,100.0,27014
27,15,170,170,100.0,27015
27,16,168,168,100.0,27016
27,17,331,331,100.0,27017
27,18,143,143,100.0,27018
27,19,273,273,100.0,27019
27,20,304,304,100.0,27020
27,21,100,100,100.0,27021
27,22,220,220,100.0,27022
27,23,86,86,100.0,27023
27,24,243,243,100.0,27024
27,25,166,166,100.0,27025
27,26,163,163,100.0,27026
27,27,122,122,100.0,27027
27,28,195,195,100.0,27028
27,29,203,203,100.0,27029
27,30,139,139,100.0,27030
27,31,207,207,100.0,27031
27,32,131,131,100.0,27032
27,33,222,222,100.0,27033
27,34,165,165,100.0,27034
27,35,504,504,100.0,27035
27,36,203,203,100.0,27036
27,37,61,61,100.0,27037
27,38,299,299,100.0,27038
27,39,98,98,100.0,27039
27,40,161,161,100.0,27040
27,41,376,376,100.0,27041
27,42,189,189,100.0,27042
27,43,209,209,100.0,27043
27,44,173,173,100.0,27044
27,45,187,187,100.0,27045
27,46,205,205,100.0,27046
27,47,175,175,100.0,27047
27,48,183,183,100.0,27048
27,49,202,202,100.0,27049
27,50,433,433,100.0,27050
27,51,116,116,100.0,27051
27,52,43,43,100.0,27052
27,53,122,122,100.0,27053
27,54,420,420,100.0,27054
27,55,94,94,100.0,27055
27,56,209,209,100.0,27056
27,57,233,233,100.0,27057
27,58,204,204,100.0,27058
27,59,288,288,100.0,27059
27,60,256,256,100.0,27060
27,61,53,53,100.0,27061
27,62,196,196,100.0,27062
27,63,213,213,100.0,27063
27,64,244,244,100.0,27064
27,65,41,41,100.0,27065
27,66,60,60,100.0,27066
28,1,195,195,100.0,28001
28,2,117,117,100.0,28002
28,3,148,148,100.0,28003
28,4,267,267,100.0,28004
28,5,273,273,100.0,28005
28,6,176,176,100.0,28006
28,7,213,213,100.0,28007
28,8,135,135,100.0,28008
28,9,142,142,100.0,28009
28,10,46,46,100.0,28010
28,11,202,202,100.0,28011
28,12,195,195,100.0,28012
28,13,205,205,100.0,28013
28,14,152,152,100.0,28014
28,15,132,132,100.0,28015
28,16,199,199,100.0,28016
28,17,178,178,100.0,28017
28,18,247,247,100.0,28018
28,19,285,285,100.0,28019
28,20,196,196,100.0,28020
28,21,245,245,100.0,28021
28,22,193,193,100.0,28022
28,23,247,247,100.0,28023
28,24,158,158,100.0,28024
28,25,169,169,100.0,28025
28,26,173,173,100.0,28026
28,27,172,172,100.0,28027
28,28,149,149,100.0,28028
28,29,193,193,100.0,28029
28,30,129,129,100.0,28030
28,31,190,190,100.0,28031
28,32,218,218,100.0,28032
28,33,136,136,100.0,28033
28,34,27,27,100.0,28034
28,35,145,145,100.0,28035
28,36,183,183,100.0,28036
28,37,248,248,100.0,28037
28,38,92,92,100.0,28038
28,39,54,54,100.0,28039
28,40,226,226,100.0,28040
28,41,78,78,100.0,28041
28,42,171,171,100.0,28042
28,43,140,140,100.0,28043
28,44,146,146,100.0,28044
28,45,152,152,100.0,28045
28,46,121,121,100.0,28046
28,47,150,150,100.0,28047
28,48,169,169,100.0,28048
28,49,161,161,100.0,28049
28,50,128,128,100.0,28050
28,51,167,167,100.0,28051
28,52,196,196,100.0,28052
28,53,116,116,100.0,28053
28,54,143,143,100.0,28054
28,55,199,199,100.0,28055
28,56,189,189,100.0,28056
28,57,106,106,100.0,28057
28,58,130,130,100.0,28058
28,59,141,141,100.0,28059
28,60,153,153,100.0,28060
28,61,101,101,100.0,28061
28,62,197,197,100.0,28062
28,63,203,203,100.0,28063
28,64,149,149,100.0,28064
28,65,192,192,100.0,28065
28,66,194,194,100.0,28066
28,67,94,94,100.0,28067
28,68,201,201,100.0,28068
28,69,124,124,100.0,28069
28,70,126,126,100.0,28070
28,71,170,170,100.0,28071
28,72,102,102,100.0,28072
28,73,111,111,100.0,28073
29,1,267,267,100.0,29001
29,2,188,188,100.0,29002
29,3,334,334,100.0,29003
29,4,290,290,100.0,29004
29,5,301,301,100.0,29005
29,6,106,106,100.0,29006
29,7,142,142,100.0,29007
29,8,221,221,100.0,29008
29,9,112,112,100.0,29009
29,10,268,268,100.0,29010
29,11,412,412,100.0,29011
29,12,365,365,100.0,29012
29,13,326,326,100.0,29013
29,14,307,307,100.0,29014
29,15,311,311,100.0,29015
29,16,359,359,100.0,29016
29,17,283,283,100.0,29017
29,18,298,298,100.0,29018
29,19,259,259,100.0,29019
29,20,299,299,100.0,29020
29,21,305,305,100.0,29021
29,22,208,208,100.0,29022
29,23,384,384,100.0,29023
29,24,99,99,100.0,29024
29,25,356,356,100.0,29025
29,26,276,276,100.0,29026
29,27,322,322,100.0,29027
29,28,346,346,100.0,29028
29,29,387,387,100.0,29029
29,30,51,51,100.0,29030
29,31,281,281,100.0,29031
29,32,202,202,100.0,29032
29,33,298,298,100.0,29033
29,34,230,230,100.0,29034
29,35,268,268,100.0,29035
29,36,331,331,100.0,29036
29,37,308,308,100.0,29037
29,38,263,263,100.0,29038
29,39,244,244,100.0,29039
29,40,437,437,100.0,29040
29,41,311,311,100.0,29041
29,42,316,316,100.0,29042
29,43,432,432,100.0,29043
29,44,305,305,100.0,29044
29,45,303,303,100.0,29045
29,46,293,293,100.0,29046
29,47,364,364,100.0,29047
29,48,243,243,100.0,29048
29,49,387,387,100.0,29049
29,50,259,259,100.0,29050
29,51,259,259,100.0,29051
29,52,204,204,100.0,29052
29,53,225,225,100.0,29053
29,54,185,185,100.0,29054
30,1,189,189,100.0,30001
30,2,131,131,100.0,30002
30,3,271,271,100.0,30003
30,4,185,185,100.0,30004
30,5,111,111,100.0,30005
30,6,108,108,100.0,30006
30,7,178,178,100.0,30007
30,8,220,220,100.0,30008
30,9,176,176,100.0,30009
30,10,168,168,100.0,30010
30,11,137,137,100.0,30011
30,12,140,140,100.0,30012
30,13,197,197,100.0,30013
30,14,80,80,100.0,30014
30,15,177,177,100.0,30015
30,16,201,201,100.0,30016
30,17,130,130,100.0,30017
30,18,44,44,100.0,30018
30,19,121,121,100.0,30019
30,20,140,140,100.0,30020
30,21,104,104,100.0,30021
30,22,181,181,100.0,30022
30,23,142,142,100.0,30023
30,24,152,152,100.0,30024
30,25,130,130,100.0,30025
30,26,115,115,100.0,30026
30,27,237,237,100.0,30027
30,28,143,143,100.0,30028
30,29,116,116,100.0,30029
30,30,181,181,100.0,30030
30,31,141,141,100.0,30031
30,32,78,78,100.0,30032
30,33,142,142,100.0,30033
30,34,200,200,100.0,30034
30,35,197,197,100.0,30035
30,36,170,170,100.0,30036
30,37,142,142,100.0,30037
30,38,273,273,100.0,30038
30,39,201,201,100.0,30039
30,40,199,199,100.0,30040
30,41,163,163,100.0,30041
30,42,143,143,100.0,30042
30,43,130,130,100.0,30043
31,1,96,96,100.0,31001
31,2,139,139,100.0,31002
31,3,165,165,100.0,31003
31,4,172,172,100.0,31004
31,5,197,197,100.0,31005
31,6,188,188,100.0,31006
31,7,161,161,100.0,31007
31,8,140,140,100.0,31008
31,9,175,175,100.0,31009
31,10,82,82,100.0,31010
31,11,119,119,100.0,31011
31,12,179,179,100.0,31012
31,13,177,177,100.0,31013
31,14,135,135,100.0,31014
31,15,98,98,100.0,31015
31,16,95,95,100.0,31016
31,17,167,167,100.0,31017
31,18,137,137,100.0,31018
31,19,130,130,100.0,31019
31,20,118,118,100.0,31020
31,21,185,185,100.0,31021
31,22,124,124,100.0,31022
31,23,108,108,100.0,31023
31,24,142,142,100.0,31024
31,25,144,144,100.0,31025
31,26,105,105,100.0,31026
31,27,117,117,100.0,31027
31,28,141,141,100.0,31028
31,29,140,140,100.0,31029
31,30,164,164,100.0,31030
31,31,203,203,100.0,31031
31,32,151,151,100.0,31032
31,33,139,139,100.0,31033
31,34,121,121,100.0,31034
31,35,139,139,100.0,31035
31,36,202,202,100.0,31036
31,37,189,189,100.0,31037
31,38,93,93,100.0,31038
31,39,125,125,100.0,31039
31,40,124,124,100.0,31040
31,41,135,135,100.0,31041
31,42,153,153,100.0,31042
31,43,179,179,100.0,31043
31,44,147,147,100.0,31044
31,45,143,143,100.0,31045
31,46,139,139,100.0,31046
31,47,184,184,100.0,31047
31,48,135,135,100.0,31048
31,49,120,120,100.0,31049
31,50,161,161,100.0,31050
31,51,112,112,100.0,31051
32,1,362,362,100.0,32001
32,2,369,369,100.0,32002
32,3,309,309,100.0,32003
32,4,424,424,100.0,32004
32,5,279,279,100.0,32005
32,6,311,311,100.0,32006
32,7,312,312,100.0,32007
32,8,444,444,100.0,32008
32,9,503,503,100.0,32009
32,10,364,364,100.0,32010
32,11,270,270,100.0,32011
32,12,221,221,100.0,32012
32,13,204,204,100.0,32013
32,14,311,311,100.0,32014
32,15,322,322,100.0,32015
32,16,321,321,100.0,32016
32,17,404,404,100.0,32017
32,18,360,360,100.0,32018
32,19,317,317,100.0,32019
32,20,368,368,100.0,32020
32,21,310,310,100.0,32021
32,22,431,431,100.0,32022
32,23,362,362,100.0,32023
32,24,342,342,100.0,32024
32,25,324,324,100.0,32025
32,26,288,288,100.0,32026
32,27,310,310,100.0,32027
32,28,249,249,100.0,32028
32,29,292,292,100.0,32029
32,30,343,343,100.0,32030
32,31,461,461,100.0,32031
32,32,372,372,100.0,32032
32,33,226,226,100.0,32033
32,34,445,445,100.0,32034
32,35,410,410,100.0,32035
32,36,452,452,100.0,32036
32,37,321,321,100.0,32037
32,38,400,400,100.0,32038
32,39,468,468,100.0,32039
32,40,423,423,100.0,32040
32,41,427,427,100.0,32041
32,42,448,448,100.0,32042
32,43,388,388,100.0,32043
32,44,196,196,100.0,32044
32,45,311,311,100.0,32045
32,46,143,143,100.0,32046
32,47,338,338,100.0,32047
32,48,520,520,100.0,32048
32,49,323,323,100.0,32049
32,50,453,453,100.0,32050
32,51,395,395,100.0,32051
32,52,239,239,100.0,32052
33,1,258,258,100.0,33001
33,2,438,438,100.0,33002
33,3,247,247,100.0,33003
33,4,251,251,100.0,33004
33,5,153,153,100.0,33005
33,6,324,324,100.0,33006
33,7,265,265,100.0,33007
33,8,301,301,100.0,33008
33,9,213,213,100.0,33009
33,10,292,292,100.0,33010
33,11,342,342,100.0,33011
33,12,320,320,100.0,33012
33,13,408,408,100.0,33013
33,14,256,256,100.0,33014
33,15,229,229,100.0,33015
33,16,54,54,100.0,33016
33,17,301,301,100.0,33017
33,18,128,128,100.0,33018
33,19,303,303,100.0,33019
33,20,236,236,100.0,33020
33,21,385,385,100.0,33021
33,22,363,363,100.0,33022
33,23,396,396,100.0,33023
33,24,240,240,100.0,33024
33,25,428,428,100.0,33025
33,26,281,281,100.0,33026
33,27,232,232,100.0,33027
33,28,273,273,100.0,33028
33,29,314,314,100.0,33029
33,30,229,229,100.0,33030
33,31,284,284,100.0,33031
33,32,317,317,100.0,33032
33,33,269,269,100.0,33033
33,34,228,228,100.0,33034
34,1,331,331,100.0,34001
34,2,232,232,100.0,34002
34,3,253,253,100.0,34003
34,4,191,191,100.0,34004
34,5,206,206,100.0,34005
34,6,184,184,100.0,34006
34,7,345,345,100.0,34007
34,8,293,293,100.0,34008
34,9,244,244,100.0,34009
34,10,357,357,100.0,34010
34,11,225,225,100.0,34011
34,12,231,231,100.0,34012
34,13,208,208,100.0,34013
34,14,238,238,100.0,34014
34,15,204,204,100.0,34015
34,16,246,246,100.0,34016
34,17,255,255,100.0,34017
34,18,192,192,100.0,34018
34,19,161,161,100.0,34019
34,20,280,280,100.0,34020
34,21,248,248,100.0,34021
34,22,300,300,100.0,34022
34,23,221,221,100.0,34023
34,24,232,232,100.0,34024
34,25,189,189,100.0,34025
34,26,197,197,100.0,34026
34,27,197,197,100.0,34027
34,28,112,112,100.0,34028
34,29,363,363,100.0,34029
34,30,344,344,100.0,34030
34,31,215,215,100.0,34031
34,32,242,242,100.0,34032
34,33,118,118,100.0,34033
34,34,239,239,100.0,34034
34,35,290,290,100.0,34035
34,36,307,307,100.0,34036
34,37,130,130,100.0,34037
34,38,168,168,100.0,34038
34,39,185,185,100.0,34039
34,40,329,329,100.0,34040
34,41,283,283,100.0,34041
34,42,302,302,100.0,34042
34,43,246,246,100.0,34043
34,44,276,276,100.0,34044
34,45,248,248,100.0,34045
34,46,170,170,100.0,34046
34,47,166,166,100.0,34047
34,48,248,248,100.0,34048
34,49,273,273,100.0,34049
34,50,243,243,100.0,34050
34,51,366,366,100.0,34051
34,52,238,238,100.0,34052
34,53,277,277,100.0,34053
34,54,216,216,100.0,34054
34,55,181,181,100.0,34055
34,56,188,188,100.0,34056
34,57,206,206,100.0,34057
34,58,163,163,100.0,34058
34,59,225,225,100.0,34059
34,60,224,224,100.0,34060
34,61,133,133,100.0,34061
34,62,292,292,100.0,34062
34,63,277,277,100.0,34063
34,64,58,58,100.0,34064
34,65,97,97,100.0,34065
34,66,295,295,100.0,34066
34,67,264,264,100.0,34067
34,68,168,168,100.0,34068
